Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Defra,Defra,30/06/2014,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584160345,32717.06,Enhanced on boarding to cloud platform - April 2014,WV10 6UH,,cap124,CAPDFA08,Expense
Defra,Defra,30/06/2014,Current Grants E,"Strategy, International and Biosecurity DG",Birdlife International,170614,26106,"Darwin Grant - The Conflict, Ensuring Sustainable Use and Reducing Illegal Trade Plan for large carnivore management in Tanzania - 2014-15 Quarter 2",CB3 ONA,SME,Exempt,DARWDFID,Expense
Defra,Defra,18/06/2014,Current Grants E,"Strategy, International and Biosecurity DG",Birdlife International,300514,26045,Darwin Grant for Ecosystem conservation for climate change adaptation in East Africa - 1 April 2013-31 March 2014,CB3 ONA,SME,Exempt,DARWDFID,Expense
Defra,Defra,02/06/2014,Estates - Site Preparation and Demolition,Chief Operating Officer DG,Buckingham Group Contracting Ltd,CLCERTC140010004,130933.09,"Animal Health and Veterinary Laboratory Agency, Weybridge - Fees for demolitions contract to demolish identified buildings at Weybridge Site - 29 April 2014",MK18 5LJ,,17581,B087P088,Expense
Defra,Defra,04/06/2014,Estates - Site Preparation and Demolition,Chief Operating Officer DG,Buckingham Group Contracting Ltd,CLCERTC140010003,230705.69,Demolition of selected buildings at Animal Health and Veterinary Laboratories Agency Weybridge Site - March 2014,MK18 5LJ,,17581,B087P088,Expense
Defra,Defra,30/06/2014,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,14009575,158691,Staff time and expenses for the Central Management and Co-ordination Unit of the automatic Urban and Rural Network (AURN) - May 2014,SE1 2TX,,AQ0631,AQNONRDX,Expense
Defra,Defra,02/06/2014,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,14007930,136372,2014-15 Central Management and Control Unit (CMCU) of the Automatic Urban and Rural Network - 1-30 April 2014,SE1 2TX,,AQ0631,AQNONRDX,Expense
Defra,Defra,24/06/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8003938,26180.16,Provision of Research Programme Management Services - June 2014,NR33 0HT,SME,Exempt,0,Expense
Defra,Defra,16/06/2014,Evidence Non R&D,Policy Delivery DG,C E F A S,8003920,1750139.24,Response of ecosystems and fisheries to management in a changing environment - Non-Research and Development - June 2014,NR33 0HT,SME,DFP,0,Expense
Defra,Defra,02/06/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",C E F A S,8003669,33489,Biosecurity of Freshwater Invasive Species,NR33 0HT,SME,IGS,INNWFDXX,Expense
Defra,Defra,24/06/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",C E F A S,8003945,184934,Aquatics Evidence - 2014-15 Quarter 1,NR33 0HT,SME,DFP,0,Expense
Defra,Defra,24/06/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8003947,31746,Enhancing the ability to provide advice on data limited shellfish stocks - 2014-15 Quarter 1,NR33 0HT,SME,MF0234,0,Expense
Defra,Defra,24/06/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8003932,37359,Placing Ocean Acidification in a wider Fisheries Context (PLACID) - 2014-15 Quarter 1,NR33 0HT,SME,IGS,0,Expense
Defra,Defra,16/06/2014,Other Capital UK,Chief Operating Officer DG,Cabinet Office,250009850,62512.8,Search and Preview mapping application on Data.Gov.UK - 2 January-30 April 2014,CF14 3UW,,OM17820,0,Expense
Defra,Defra,06/06/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10001686,84036.22,Various interim staff engaged across Defra - May 2014,SL6 1DP,,,0,Expense
Defra,Defra,05/06/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR014,210313.74,"Payment of rent, rates and service charges for various properties within the Defra Network - April 2012-June 2014",WC2H 8AD,,,0,Expense
Defra,Defra,19/06/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,180614,1544093.78,"Payment of rent, rates and service charges for various properties within the Defra Network - April 2010-January 2015",WC2H 8AD,,,0,Expense
Defra,Defra,12/06/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR015,4627101.29,"Payment of rent, rates and service charges for various properties within the Defra Network - January 2014-March 2015",WC2H 8AD,,,0,Expense
Defra,Defra,26/06/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR018,464386.43,"Payment of rent, rates and service charges for various properties within the Defra Network - March-July 2014",WC2H 8AD,,,0,Expense
Defra,Defra,24/06/2014,Property Lease Costs,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR017,104714.11,"Payment of rent, rates and service charges for various properties within the Defra Network - March-Spetember 2014",WC2H 8AD,,,0,Expense
Defra,Defra,20/06/2014,Current Grants E,Policy Delivery DG,Chichester Harbour AONB,270514,37862,2013-14 Area of Outstanding Natural Beauty Grant - April 2013-March 2014,PO20 7AW,,GIA,CHICHEST,Expense
Defra,Defra,24/06/2014,Current Grants E,Policy Delivery DG,Chilterns Conservation Board,120614,103217,2014-15 Area of Outstanding Natural Beauty Grant - July-September 2014,OX39 4HA,SME,GIA,CHILTERN,Expense
Defra,Defra,10/06/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Computacenter (UK) Ltd,3880129682,62040,Quotium Seeker Enterprise Version for security analysis - Including software and first year's annual maintenance,AL10 9TW,,CAP187,CAPDFA06,Asset
Defra,Defra,20/06/2014,Current Grants E,Policy Delivery DG,Cornwall Council,160514,49074.8,2013-14 Area of Outstanding Natural Beauty Grant - January-March 2014,TR1 3AY,,GIA,TAMARVAL,Expense
Defra,Defra,06/06/2014,Current Grants E,Policy Delivery DG,Cornwall Council,130514,47123.52,2013-14 Area of Outstanding Natural Beauty Grant - January-March 2014,TR16 5EH,,GIA,CORNWALL,Expense
Defra,Defra,26/06/2014,Gas,Chief Operating Officer DG,Corona Energy,9315946,27568.74,"Gas bill - Animal Health and Veterinary Laboratory Agency, Weybridge - May-June 2014",WD17 1JW,,,B0870000,Expense
Defra,Defra,30/06/2014,Gas,Chief Operating Officer DG,Corona Energy,9315890,56315.5,"Gas bill - Food and Environment Research Agency, Sand Hutton, York -  May-June 2014",WD17 1JW,,,B2810000,Expense
Defra,Defra,26/06/2014,Gas,Chief Operating Officer DG,Corona Energy,9315906,67146.98,"Gas bill - Animal Health and Veterinary Laboratory Agency, Weybridge -  May-June 2014",WD17 1JW,,,B0870000,Expense
Defra,Defra,26/06/2014,Gas,Chief Operating Officer DG,Corona Energy,9315848,31477.1,"Gas bill - Animal Health and Veterinary Laboratory Agency, Weybridge - May-June 2014",WD17 1JW,,,B0870000,Expense
Defra,Defra,26/06/2014,Current Grants E,Policy Delivery DG,Cotswolds Conservation Board,120614,106400,2014-15 Area of Outstanding Natural Beauty Grant - July-September 2014,GL54 3JH,SME,GIA,COTSWOLD,Expense
Defra,Defra,02/06/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1402545,30906.69,"Developing precision irrigation for field scale vegetable production, linking in-field moisture sensing, wireless networks and variable rate application technology - October-December 2013",MK43 0AL,,exempt,SFFS0004,Expense
Defra,Defra,25/06/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",D L O Holding/Prionics AG,37393,188707.36,"A shipment of Tuberculin used in Tuberculosis testing delivered to Animal Health and Veterinary Laboratories Agency, Weybridge - June 2014",8952,,,TUBP0468,Expense
Defra,Defra,18/06/2014,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,225627,72000,"Final Closing Fees for Abortive Transaction Instructions, Rating Appeals, Portfolio Billing and Files - 2013-14",B4 6AJ,,10344,DTZ00000,Expense
Defra,Defra,24/06/2014,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,222249,36897.6,Estates Management Core Services - February 2014,B4 6AJ,,10344,DTZ00000,Expense
Defra,Defra,18/06/2014,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,223933,52914.4,"Final fees for Abortive Transaction Instructions, Rating Appeals, Portfolio Billing and Files - 1 April 2009-28 February 2014",B4 6AJ,,10344,DTZ00000,Expense
Defra,Defra,30/06/2014,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100017044,42783.13,2014-15 England annual contribution towards the costs of the UK Adaptation Sub Committee - May 2014,SW1A 2HD,SME,IGS,ADAPTASC,Expense
Defra,Defra,30/06/2014,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100017043,47105.73,2014-15 England annual contribution towards the costs of the UK Adaptation Sub Committee - April 2014,SW1A 2HD,SME,IGS,ADAPTASC,Expense
Defra,Defra,10/06/2014,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,1201415,19953724,Waste Infrastructure Grant - 2014-15 Quarter 1,HP2 4XN,,IGS GRANT,0,Expense
Defra,Defra,02/06/2014,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,20614,250000,Local Services Support Grant - June 2014,HP2 4XN,,Funding,0,Expense
Defra,Defra,06/06/2014,Current Grants E,Policy Delivery DG,Devon County Council,80514,55189.42,2013-14 Area of Outstanding Natural Beauty Grant - April 2013-March 2014,EX2 4QD,,GIA,BLACKDWN,Expense
Defra,Defra,20/06/2014,Current Grants E,Policy Delivery DG,Dorset County Council,300514,95649,2013-14 Area of Outstanding Natural Beauty Grant - April 2013-March 2014,DT1 1XJ,,GIA,DORSET01,Expense
Defra,Defra,12/06/2014,Current Grants E,Policy Delivery DG,Durham County Council,70514,82205.75,2013-14 Area of Outstanding Natural Beauty Grant - May 2014,DH1 5UE,SME,GIA,NPENNINE,Expense
Defra,Defra,26/06/2014,Electricity,Chief Operating Officer DG,E D F Energy,15402100000000000,149867.66,"Electricity bill - Food and Environment Research Agency, Sand Hutton, York - May 2014",PL3 5XQ,,,B2810000,Expense
Defra,Defra,26/06/2014,Electricity,Chief Operating Officer DG,E D F Energy,175,-58719.05,"Electricity bill refund - Animal Health and Veterinary Laboratory Agency, Weybridge - May 2014",PL3 5XQ,,,B0870000,Expense
Defra,Defra,26/06/2014,Electricity,Chief Operating Officer DG,E D F Energy,174,-93753.17,"Electricity bill refund - Animal Health and Veterinary Laboratory Agency, Weybridge - April 2014",PL3 5XQ,,,B0870000,Expense
Defra,Defra,26/06/2014,Electricity,Chief Operating Officer DG,E D F Energy,158,26022.1,"Electricity bill - Fisheries Laboratory, Lowestoft - May 2014",PL3 5XQ,,,B0940000,Expense
Defra,Defra,26/06/2014,Electricity,Chief Operating Officer DG,E D F Energy,154020614,110998.75,"Electricity bill - Animal Health and Veterinary Laboratory Agency, Weybridge - May 2014",PL3 5XQ,,,B0870000,Expense
Defra,Defra,26/06/2014,Electricity,Chief Operating Officer DG,E D F Energy,173,-32804.38,"Electricity bill refund - Animal Health and Veterinary Laboratory Agency, Weybridge - April 2014",PL3 5XQ,,,B0870000,Expense
Defra,Defra,12/06/2014,Current Grants E,Policy Delivery DG,East Devon District Council,280514,39135.5,2013-14 Area of Outstanding Natural Beauty Grant - May 2014,EX10 8HL,,GIA,EASTDEVN,Expense
Defra,Defra,16/06/2014,Inwards Secondments,Policy Delivery DG,Environment Agency,1162716,43534.65,Secondment expenses - 2013-14,PE2 5ZR,,IGS,0,Expense
Defra,Defra,02/06/2014,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAJUNE14,55000000,Grant In Aid Payment - June 2014,BS1 5AH,,DFP,0,Expense
Defra,Defra,30/06/2014,Current Grants E,"Strategy, International and Biosecurity DG",Fauna & Flora International,170614,27049,Darwin Grant -Conservation of the newly discovered Burmese (Myanmar) snub-nosed monkey - 2014-15 Quarter 2,CB1 2JD,SME,Exempt,DARWINXX,Expense
Defra,Defra,30/06/2014,Current Grants E,"Strategy, International and Biosecurity DG",Fauna & Flora International,300514,25350,Darwin Grant for building capacity for participatory ecosystem-based marine conservation in Central America - 2013-14 Quarter 4,CB1 2JD,SME,exempt,DARWDFID,Expense
Defra,Defra,25/06/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,ERS-540852-49018,43372.75,Plant health risks from woodchip and bark imported for bio-energy from outside the EU - April-June 2014,YO41 1LZ,,TH0130,0,Expense
Defra,Defra,10/06/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0037063,47001,"Design, build and test a suite of plant name information services that meet Food and Environment Research Agency's requirements for scientific names, enrich each institution's digital plant resources and reduce current duplication of curatorial effort by Defra and Food and Environment Research Agency",YO41 1LZ,,,0,Expense
Defra,Defra,10/06/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0035381,29418,"Innovative approaches to detection and control of plant and tree pests - Milestones 2,4,5,6",YO41 1LZ,,DFP,0,Expense
Defra,Defra,24/06/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0037270,657210,2013-14 Plant health service level agreement for Evidence - March 2014,YO41 1LZ,,DFP,0,Expense
Defra,Defra,24/06/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0037271,581970,2013-14 Plant health service level agreement - Non-Evidence - March 2014,YO41 1LZ,,DFP Funding,0,Expense
Defra,Defra,16/06/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1702647,28082.78,2014-15 By-product staining work - May 2014,YO1 2YX,,DFP,ABPO0001,Expense
Defra,Defra,10/06/2014,Payments to Agencies New BSE GB,"Strategy, International and Biosecurity DG",Food Standards Agency,1702576,35301.38,Sheep brainstem samples - 2013-14 Quarter 4,YO1 2YX,,IGS,TSE002SH,Expense
Defra,Defra,06/06/2014,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA001,226800,Aerial photos and height data - April-May 2014,RG27 8NW,SME,20041,AERPHOTO,Expense
Defra,Defra,25/06/2014,Current Grants E,"Strategy, International and Biosecurity DG",Government Of Anguilla,190614,50000,Darwin Plus project: Anguilla National Ecosystem Assessment (NEA) towards a green economy - 2014-15 Quarter 1 and 2,AI2640,SME,,DARWINXX,Expense
Defra,Defra,30/06/2014,Other Current Payments E,Policy Delivery DG,H M C T S,ITO182HMCTS15061,31405,Fruit juices appeals implemented - November 2013-March 2015,SW1H 9AJ,,IGS,0,Expense
Defra,Defra,30/06/2014,Other Current Payments E,Policy Delivery DG,H M C T S,ITO182HMCTS15062,31405,Fish labelling appeals - September 2013-March 2015,SW1H 9AJ,,IGS,0,Expense
Defra,Defra,30/06/2014,Consultancy Non-Scheme,Chief Operating Officer DG,H M R C,1.80E+13,41000,EU Fast Streamers funding - 2013-14,BN12 4XH,,IGS,FSTRMEU0,Expense
Defra,Defra,20/06/2014,Other Current Payments IT Projects,Policy Delivery DG,H T K Ltd,14027,56400,June Farmers survey: Implementation to support - 28 May 2014,IP4 1AS,,21020,FFD00003,Expense
Defra,Defra,12/06/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260003993,365386,"Provision of software for the Finance / Human Resource Implementation, broken down in the milestone payment ",SE1 2AP,SME,CAP080,CAPDFA03,Expense
Defra,Defra,12/06/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260004100,495516,Running costs for Human Resources implementation,SE1 2AP,SME,CAP080,CAPDFA03,Expense
Defra,Defra,16/06/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Home Office,1119384,163266.18,Testing resource being provided to the Common Agricultural Policy Delivery Programme - February 2014,NP20 9BB,,IGS,CAPDFA10,Asset
Defra,Defra,16/06/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Home Office,1119959,165489.54,Testing resource being provided to the Common Agricultural Policy Delivery Programme - March 2014,NP20 9BB,,IGS,CAPDFA10,Asset
Defra,Defra,16/06/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Home Office,1119374,272127.6,Testing resource being provided to the Common Agricultural Policy Delivery Programme - October-December 2013,NP20 9BB,,IGS,CAPDFA10,Asset
Defra,Defra,30/06/2014,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5806140103,6081298.43,IT Base Services - June 2014,GU1 2LD,SME,10040,0,Expense
Defra,Defra,10/06/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805141865,103976.56,Upgrade of the software VMWare (Virtualisation Management) ESX which underpins the Strategic Windows Environment which in turn supports several critical Defra applications - May 2014,GU1 2LD,SME,,P12TR120,Expense
Defra,Defra,30/06/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5905140213,-229194.3,IT Baseline Services refund - February 2014,GU1 2LD,SME,,0,Expense
Defra,Defra,20/06/2014,Other Current Payments IT Projects,Policy Delivery DG,IBM United Kingdom Ltd,5803140540,28961.29,Soil Protection Tool Update 2013 adjustment - December 2013 ,GU1 2LD,SME,10040,FFD00003,Expense
Defra,Defra,12/06/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5905140214,-241622.05,IT Baselined Services refund - March 2014,GU1 2LD,SME,,0,Expense
Defra,Defra,30/06/2014,Application Hosting 2 - Business Applications,Chief Operating Officer DG,IBM United Kingdom Ltd,5906140081,-1291262.72,IT Baselined Services storage refund - March 2014,GU1 2LD,SME,,0,Expense
Defra,Defra,12/06/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5805141675,115706.47,Volumetric adjustments for the actual number of users - March 2014,GU1 2LD,SME,,0,Expense
Defra,Defra,04/06/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805141063,117227.34,Personnel provided by IBM to assist in the scoping and development of technical requirements for new projects charged on  a Time and Materials basis - 4-25 April 2014,GU1 2LD,SME,10040,P12TR150,Expense
Defra,Defra,20/06/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5806140172,57222.49,Software Tech Refresh Pre-Engagement Framework; charged on a time and materials basis - May 2014,GU1 2LD,SME,10040,P12TR150,Expense
Defra,Defra,12/06/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5805141674,41943.82,Volumetric adjustments for the actual number of users - February 2014,GU1 2LD,SME,,0,Expense
Defra,Defra,04/06/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805141057,41590.62,Upgrade of the software VMWare ESX which underpins the Strategic Windows Environment which in turn supports several critical Defra applications - June 2014,GU1 2LD,SME,,P12TR120,Expense
Defra,Defra,20/06/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute of Zoology,33453,43850,2013-14 Cetacean Strandings Investigation Programme (CSIP): Cetaceans strandings around the UK coast - Four Euthanasia Kits,NW1 4RY,,MB0111,0,Expense
Defra,Defra,10/06/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035184,87525,"Design, build and install new Biomass boiler within a self contained heating hub building, including modifications to existing heating system to allow sequenced operation - Starcross, Exeter - May 2014",BS32 4NH,,10195L,SUST0020,Asset
Defra,Defra,30/06/2014,Estate Maintenance Admin,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035174,176477.87,Estates maintenance projects over multiple sites - May 2014,BS32 4NH,,10195C,B0780000,Expense
Defra,Defra,30/06/2014,Estate Maintenance Admin,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035171,103875.7,Estates maintenance projects over multiple sites - May 2014,BS32 4NH,,10195L,0,Expense
Defra,Defra,18/06/2014,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035179,60792.03,Consumables provided to various sites as part of the Facilities Management contract - May 2014,BS32 4NH,,10226,0,Expense
Defra,Defra,26/06/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033696,28357.66,Birkshaw Foot and Mouth Disease site - Remedial works required to assist in the scheme to re-start the site resulting in improved and more efficient running of the plant,BS32 4NH,,FWK 10195L,FMR1314A,Asset
Defra,Defra,06/06/2014,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035177,579830.69,Repair and Replacement Fund - May 2014,BS32 4NH,,10195L,0,Expense
Defra,Defra,30/06/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035172,124638.02,Estates maintenance projects over multiple sites - May 2014,BS32 4NH,,10195L,0,Expense
Defra,Defra,20/06/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033671,116186.63,"Animal Health and Veterinary Laboratory Agency, Weybridge - Installation of boundary fencing - March 2014",BS32 4NH,,10195L,B0870000,Asset
Defra,Defra,10/06/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033697,47457.84,"Animal Health and Veterinary Laboratory Agency, Weybridge - Continuous Emissions Monitoring equipment - March 2014",BS32 4NH,,10195L,FMR1314R,Asset
Defra,Defra,26/06/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035191,140534.35,"Animal Health and Veterinary Laboratory Agency, Weybridge - Replacement of steam and condensate pipework distribution - May 2014",BS32 4NH,,,B0870000,Asset
Defra,Defra,16/06/2014,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035178,2065205.7,Core Facilities Management Fee - 1 April 2014-31 March 2015,BS32 4NH,,10321,0,Expense
Defra,Defra,06/06/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035189,53573.41,Nobel House - Access Scaffolding to Roofs one and two - May 2014,BS32 4NH,,10195L,B196P010,Asset
Defra,Defra,26/06/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035187,50660.75,"Animal Health and Veterinary Laboratory Agency, Weybridge - Installation of boundary fencing to site - May 2014",BS32 4NH,,10195L,B0870000,Asset
Defra,Defra,18/06/2014,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035180,41203.88,Consumables provided to various sites as part of the Facilities Management contract - May 2014,BS32 4NH,,10226,0,Expense
Defra,Defra,24/06/2014,Current Grants E,Policy Delivery DG,Isle Of Wight Council,280514,57731,2013-14 Area of Outstanding Natural Beauty Grant - April 2013-March 2014,PO3O 1UD,,GIA,IOFWIGHT,Expense
Defra,Defra,12/06/2014,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,90614,723000,Grant In Aid Payment - June 2014,PE1 1JY,SME,GIA,0,Expense
