Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,1887,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,2065.5,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,3602.4,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,3632,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,3658.87,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,6000,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,6996.5,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,7221.46,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,7836,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,9074.8,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,12103.44,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201268346,13034.58,,Quarry House - Phase 1,Admin,
Department of Health,Department of Health,01/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6588803,23678.18,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,01/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201268346,67446,,IMS2.1 deployment pre IMS3 - Other ALBs,Admin,
Department of Health,Department of Health,01/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201268346,69003.56,,Maple Street Phase 2,Admin,
Department of Health,Department of Health,04/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201268457,21782.59,,Programme management Services for the Enabling Estates Programme - WAF - P3766,Admin,
Department of Health,Department of Health,04/01/2012,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2890570,59920.76,,2011-12 Law Charges,Admin,
Department of Health,Department of Health,05/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100006578,90833.33,,NHS SBS charges for BMS Support & Development Service 1 Apr 2011 - 31 Mar 2012,Admin,
Department of Health,Department of Health,09/01/2012,Printing,CDD CORPORATE DEVELOPMENT,XEROX BUSINESS SERVICES,LARGE,UB8 1HS,900085074,31313.45,,Xerox Management Fees 2011 - 2012,Admin,
Department of Health,Department of Health,09/01/2012,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,SME,KT3 7NW,1049605772,37982.23,,DH - Travel Services for Rail Apr 2011 - March 2012,Admin,
Department of Health,Department of Health,09/01/2012,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2890989,543148.52,,2011-12 Legal Services SLA,Admin,
Department of Health,Department of Health,10/01/2012,Addition Clearing - Other Land and Buildings,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00218099RI,36731.48,,Richmond House - Redevelopment Project of the Redundant Kitchen & Servery Areas - Ground Floor,Admin,
Department of Health,Department of Health,10/01/2012,Conferences & seminars,CDD CORPORATE DEVELOPMENT,EXPOTEL HOTEL RESERVATIONS LTD,LARGE,SK4 2RZ,767556,54178.65,,Expotel Bulk Invoice for Conference bookings for period 01/04/10 to 31/03/11,Admin,
Department of Health,Department of Health,10/01/2012,Conferences & seminars,CDD CORPORATE DEVELOPMENT,EXPOTEL HOTEL RESERVATIONS LTD,LARGE,SK4 2RZ,768783,132723.67,,Expotel Bulk Invoice for Conference bookings for period 01/04/10 to 31/03/11,Admin,
Department of Health,Department of Health,11/01/2012,Utilities,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024645,40526.52,,"Quarry House Leeds - Accommodation Costs July - March 2012 Utilities Recovery @£40,526.53 mthly",Admin,
Department of Health,Department of Health,11/01/2012,Rates,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024702,112233.6,,"Quarry House Leeds - Accommodation Costs July - January 2012 Business Rates @ £112,233.60 mthly.",Admin,
Department of Health,Department of Health,11/01/2012,Rent of Land & Buildings (non-PFI operating lease),CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024645,495016.1,,"Quarry House Leeds - Accommodation Costs July - March 2012 Facilty Price Rent@£484,377.05 mthly.",Admin,
Department of Health,Department of Health,12/01/2012,Utilities,CDD CORPORATE DEVELOPMENT,SCOTTISH AND SOUTHERN ENERGY PLC,LARGE,PO9 5YN,191304511/0057,38976.98,,Skipton House - Electricity Charges for 2011 - 2012,Admin,
Department of Health,Department of Health,12/01/2012,Rates,CDD CORPORATE DEVELOPMENT,LAMBETH LONDON BOROUGH COUNCIL,PUBLIC,SW2 1RW,325683913JAN-MAR2012,294940,,Wellington House - Business Rates Apr 2011 - Mar 2012 (Property Ref:36080133135016),Admin,
Department of Health,Department of Health,12/01/2012,Rates,CDD CORPORATE DEVELOPMENT,WESTMINSTER CITY COUNCIL,PUBLIC,WC2N 6NU,400871826JAN-MAR2012,448470,,Richmond House - Buisness Rates 2011-2012 (Property Ref:400717307900),Admin,
Department of Health,Department of Health,12/01/2012,Rates,CDD CORPORATE DEVELOPMENT,SOUTHWARK LONDON BOROUGH COUNCIL,PUBLIC,SE17 1RX,6323717JAN-MAR2012,493770,,Skipton House - Buisness Rates Apr 2011 - Mar 2012 (Property Ref:NN25560080000001),Admin,
Department of Health,Department of Health,17/01/2012,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,SME,KT3 7NW,1049605886,58440.45,,DH - Travel Services for Rail Apr 2011 - March 2012,Admin,
Department of Health,Department of Health,18/01/2012,Addition Clearing - Other Land and Buildings,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00218096RI,670.01,,RH: Upgrade Intruder Alarm System - WELH/SKH to Connect to Richmond House for Overnight Coverage. Ref:JDE 251179,Admin,
Department of Health,Department of Health,18/01/2012,Addition Clearing - Other Land and Buildings,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00218096RI,10106.8,,WELH - SSG - Issue Permits Ref:JDE251179,Admin,
Department of Health,Department of Health,18/01/2012,Addition Clearing - Other Land and Buildings,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00218096RI,18950.9,,Wellington House: Upgrade Intruder Alarm System - WELH/SKH to Connect to Richmond House for Overnight Coverage. Ref:JDE 251179,Admin,
Department of Health,Department of Health,19/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201269795,24193.96,,Managed Print Click Charges - From 01/04/2011 to 31/03/2012,Admin,
Department of Health,Department of Health,19/01/2012,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,SME,KT3 7NW,1049605910,90365.11,,DH - Travel Services for Rail Apr 2011 - March 2012,Admin,
Department of Health,Department of Health,19/01/2012,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2891824,543148.52,,2011-12 Legal Services SLA,Admin,
Department of Health,Department of Health,23/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100006078,90833.33,,NHS SBS charges for BMS Support & Development Service 1 Apr 2011 - 31 Mar 2012,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,459,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,1274.4,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,1350.9,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,1447.41,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,1482,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,2805.6,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,2958,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,3060,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,3278.15,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,3750.2,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,3936,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,5000,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,9924,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,9929.8,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,10788.42,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,11131.31,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,18966.6,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,LARGE,NW1 2EP,6599471,19375.94,,DH Internal Audit review work,Admin,
Department of Health,Department of Health,25/01/2012,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,CABINET OFFICE,PUBLIC,FY5 3TA,250004150,38530,,Next Generation HR Civil Service HR Expert Services  DH Contribution for Core Service,Admin,
Department of Health,Department of Health,25/01/2012,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201271042,200251.37,,Managed Telecom Service  Charge April 2011 to March 2012,Admin,
Department of Health,Department of Health,25/01/2012,IT minor costs non capital,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201271043,646406.55,,Baseline Charge CSC provision of IT services,Admin,
Department of Health,Department of Health,27/01/2012,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,SME,KT3 7NW,1049605930,65686.96,,DH - Travel Services for Rail Apr 2011 - March 2012,Admin,
Department of Health,Department of Health,27/01/2012,Addition Clearing - Other Land and Buildings,CDD CORPORATE DEVELOPMENT,CAMERON BLACK LTD,SME,W1T 1QD,2754,91316.46,,"Fit Out Costs for Ground, 1st & 2nd Floors of Maple Street. Meeting Rooms 6&7 executive requirements. AV VC Coordination. Feature Lighting to meeting rooms vaulted ceiling. 3rd floor manifestation",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,1689.07,,"Premier House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Cleaning - £1,689.07 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,1689.07,,"Premier House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Cleaning - £1,689.07 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,2631.76,,"Premier House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Bldg Maintenance - £2,631.76 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,2631.76,,"Premier House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Bldg Maintenance - £2,631.76 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,4079.89,,"DH Accomm. Central Servs - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £4,079.89 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,4079.89,,"DH Accomm. Central Servs - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £4,079.89 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,6968.16,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £6,968.16 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,6968.16,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £6,968.16 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Security: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,7999.55,,"Premier House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Security - £7,999.55 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Security: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,7999.55,,"Premier House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Security - £7,999.55 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,9728.81,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £9,728.81mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,9728.81,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £9,728.81mthly",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,13028.68,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Cleaning - £13,028.68 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,13028.68,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Cleaning - £13,028.68 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,14148.88,,"Richmond House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £14,148.88 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,14148.88,,"Richmond House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - FM - £14,148.88 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Security: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,18545.45,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Security - £18,545.45 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Security: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,18545.45,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Security - £18,545.45 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Security: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,19048.7,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 Security - £19,048.70 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Security: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,19048.7,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 Security - £19,048.70 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,19251.42,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 Cleaning - £19,251.42 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,19251.42,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 Cleaning - £19,251.42 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,24547.48,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Bldg Maintenance - £24,547.48 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,24547.48,,"Wellington House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Bldg Maintenance - £24,547.48 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00219650RI,27080.58,,"CQC Buildings - Provision of Facilities Management Services @ £27,080.58 mthly (01/09/2011 - 31/03/2012)",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,27299.1,,"Richmond House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Cleaning - £27,299.10 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Cleaning: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,27299.1,,"Richmond House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Cleaning - £27,299.10 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,33489.46,,"Richmond House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Bldg Maintenance - £33,489.46 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,33489.46,,"Richmond House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 - Bldg Maintenance - £33,489.46 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220459RI,33993.2,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 Bldg Maintenance - £33,993.20 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00220460RI,33993.2,,"Skipton House - DH - Year 2 FM Contract - Monthly Fixed Fees 1st Dec 2011 - 31st Mar 2012 Bldg Maintenance - £33,993.20 mthly",Admin,
Department of Health,Department of Health,30/01/2012,Addition Clearing - Other Land and Buildings,CDD CORPORATE DEVELOPMENT,TSUNAMI AXIS LTD,SME,WC1E 7HJ,11326,42426,,Delivery & Installation for Tsunami Access proposal,Admin,
