EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC127795,06-Oct-15,Building Services                  , MASONRY/TILE/PLASTER/INSUL,652.49,127795
MODGPC127796,10-Oct-15,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",2197.3,127796
MODGPC127797,01-Oct-15,General Retail and Wholesale       , FAMILY CLOTHING STORES,2379,127797
MODGPC127798,13-Oct-15,General Retail and Wholesale       , ELECTRONICS STORES,4295.6,127798
MODGPC127799,13-Oct-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,3168,127799
MODGPC127800,07-Oct-15,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,962.86,127800
MODGPC127801,05-Oct-15,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",768,127801
MODGPC127802,06-Oct-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,617.8,127802
MODGPC127803,12-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,998.76,127803
MODGPC127804,06-Oct-15,Utilities and Non Automotive Fuel  , FUEL DEALERS,770.04,127804
MODGPC127805,06-Oct-15,Mail Order / Direct Selling        , CATALOG MERCHANT,667.8,127805
MODGPC127806,07-Oct-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,578.4,127806
MODGPC127807,07-Oct-15,General Retail and Wholesale       , TENT AND AWNING SHOPS,1166.47,127807
MODGPC127808,02-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,2739.14,127808
MODGPC127809,02-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,2211.6,127809
MODGPC127810,06-Oct-15,Training and Educational           , SCHOOLS - DEFAULT,1641,127810
MODGPC127811,13-Oct-15,Training and Educational           , SCHOOLS - DEFAULT,2885,127811
MODGPC127812,13-Oct-15,Training and Educational           , SCHOOLS - DEFAULT,890,127812
MODGPC127813,13-Oct-15,Training and Educational           , SCHOOLS - DEFAULT,4290,127813
MODGPC127814,13-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,2675,127814
MODGPC127815,13-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,4675,127815
MODGPC127816,13-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,4265,127816
MODGPC127817,13-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,774,127817
MODGPC127818,01-Oct-15,Leisure Activities                 , RECREATION SERVICES,1060,127818
MODGPC127819,02-Oct-15,Leisure Activities                 , TOURIST ATTRACTIONS AND XHBT,1920,127819
MODGPC127820,12-Oct-15,Catering and Catering Supplies     , CATERERS,1140,127820
MODGPC127821,09-Oct-15,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,1304,127821
MODGPC127822,12-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1410.35,127822
MODGPC127823,01-Oct-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,5261.92,127823
MODGPC127824,01-Oct-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,4984,127824
MODGPC127825,02-Oct-15,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,599.97,127825
MODGPC127826,02-Oct-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,3921,127826
MODGPC127827,01-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,663.85,127827
MODGPC127828,05-Oct-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,1010.28,127828
MODGPC127829,07-Oct-15,General Retail and Wholesale       , ELECTRONICS STORES,998,127829
MODGPC127830,07-Oct-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,2917.15,127830
MODGPC127831,07-Oct-15,Mail Order / Direct Selling        , CATALOG MERCHANT,1588.94,127831
MODGPC127832,13-Oct-15,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,625.2,127832
MODGPC127833,13-Oct-15,Mail Order / Direct Selling        , CATALOG MERCHANT,3700.88,127833
MODGPC127834,02-Oct-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,950.69,127834
MODGPC127835,05-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,612.84,127835
MODGPC127836,07-Oct-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,976,127836
MODGPC127837,06-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,644.22,127837
MODGPC127838,08-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,567.07,127838
MODGPC127839,02-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,2604,127839
MODGPC127840,02-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,846,127840
MODGPC127841,12-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,1325.18,127841
MODGPC127842,06-Oct-15,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,2322,127842
MODGPC127843,06-Oct-15,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,960,127843
MODGPC127844,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1800,127844
MODGPC127845,06-Oct-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,995,127845
MODGPC127846,06-Oct-15,General Retail and Wholesale       , WOMENS READY TO WEAR STORES,4754.16,127846
MODGPC127847,13-Oct-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,1165.42,127847
MODGPC127848,12-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,669.95,127848
MODGPC127849,01-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,9999,127849
MODGPC127850,06-Oct-15,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,8409.6,127850
MODGPC127851,06-Oct-15,General Retail and Wholesale       , HARDWARE STORES,655.8,127851
MODGPC127852,08-Oct-15,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,1437.6,127852
MODGPC127853,05-Oct-15,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,1042.4,127853
MODGPC127854,13-Oct-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,2990,127854
MODGPC127855,01-Oct-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,22830.72,127855
MODGPC127856,02-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,503.93,127856
MODGPC127857,02-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,1707.52,127857
MODGPC127858,02-Oct-15,General Retail and Wholesale       , ELECTRONICS STORES,889.58,127858
MODGPC127859,06-Oct-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,1512.4,127859
MODGPC127860,07-Oct-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,683.83,127860
MODGPC127861,08-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,623.74,127861
MODGPC127862,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,730.92,127862
MODGPC127863,13-Oct-15,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,766.65,127863
MODGPC127864,13-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,4972.98,127864
MODGPC127865,06-Oct-15,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,2009.46,127865
MODGPC127866,06-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,7944.72,127866
MODGPC127867,06-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,4926.53,127867
MODGPC127868,09-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1349.83,127868
MODGPC127869,12-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1025,127869
MODGPC127870,12-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,3075.9,127870
MODGPC127871,13-Oct-15,General Retail and Wholesale       , HARDWARE STORES,1760.75,127871
MODGPC127872,13-Oct-15,General Retail and Wholesale       , HARDWARE STORES,726.3,127872
MODGPC127873,13-Oct-15,General Retail and Wholesale       , HARDWARE STORES,1371.9,127873
MODGPC127874,13-Oct-15,General Retail and Wholesale       , HARDWARE STORES,780.8,127874
MODGPC127875,13-Oct-15,General Retail and Wholesale       , HARDWARE STORES,1760.75,127875
MODGPC127876,07-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,512.46,127876
MODGPC127877,07-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,512.46,127877
MODGPC127878,08-Oct-15,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,1295.28,127878
MODGPC127879,07-Oct-15,General Retail and Wholesale       , DISCOUNT STORES,598.92,127879
MODGPC127880,12-Oct-15,General Retail and Wholesale       , FLOOR COVERING STORES,9600,127880
MODGPC127881,12-Oct-15,General Retail and Wholesale       , FLOOR COVERING STORES,2858.64,127881
MODGPC127882,12-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,724.82,127882
MODGPC127883,13-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,641.1,127883
MODGPC127884,07-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,3120,127884
MODGPC127885,07-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1924.8,127885
MODGPC127886,13-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1922.02,127886
MODGPC127887,01-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",508.8,127887
MODGPC127888,01-Oct-15,General Retail and Wholesale       , HARDWARE STORES,757.68,127888
MODGPC127889,02-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,814.73,127889
MODGPC127890,02-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,632.21,127890
MODGPC127891,08-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,670.02,127891
MODGPC127892,08-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1404.77,127892
MODGPC127893,12-Oct-15,General Retail and Wholesale       , HARDWARE STORES,1380.74,127893
MODGPC127894,13-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,717.27,127894
MODGPC127895,05-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1204.63,127895
MODGPC127896,02-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,751.54,127896
MODGPC127897,02-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,1866.6,127897
MODGPC127898,07-Oct-15,Training and Educational           , ELEMENTARY/SECONDARY SCHOOLS,590.1,127898
MODGPC127899,13-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1268.4,127899
MODGPC127900,05-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,3778.92,127900
MODGPC127901,13-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,507.36,127901
MODGPC127902,12-Oct-15,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,2319.3,127902
MODGPC127903,12-Oct-15,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,532.17,127903
MODGPC127904,12-Oct-15,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,1131.22,127904
MODGPC127905,13-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1450,127905
MODGPC127906,01-Oct-15,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,714.6,127906
MODGPC127907,05-Oct-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,2128.72,127907
MODGPC127908,06-Oct-15,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,1935.94,127908
MODGPC127909,02-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,666.6,127909
MODGPC127910,05-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,835.56,127910
MODGPC127911,08-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,953.84,127911
MODGPC127912,12-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,669.9,127912
MODGPC127913,06-Oct-15,General Retail and Wholesale       , HARDWARE STORES,1327.41,127913
MODGPC127914,02-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1410.35,127914
MODGPC127915,08-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,1222.48,127915
MODGPC127916,13-Oct-15,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,1828.8,127916
MODGPC127917,13-Oct-15,Professional Services              , VETERINARY SERVICES,514.64,127917
MODGPC127918,13-Oct-15,Professional Services              , VETERINARY SERVICES,501.31,127918
MODGPC127919,13-Oct-15,Professional Services              , VETERINARY SERVICES,1589.29,127919
MODGPC127920,13-Oct-15,Professional Services              , VETERINARY SERVICES,510.69,127920
MODGPC127921,06-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1800,127921
MODGPC127922,06-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,4500,127922
MODGPC127923,01-Oct-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,669.6,127923
MODGPC127924,01-Oct-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,2596.89,127924
MODGPC127925,08-Oct-15,Print and Advertising              , ADVERTISING SERVICES,1710,127925
MODGPC127926,07-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,4417.5,127926
MODGPC127927,08-Oct-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,637.72,127927
MODGPC127928,13-Oct-15,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,3413.19,127928
MODGPC127929,09-Oct-15,Miscellaneous Industrial/Commercial, TOOL HIRE,2546.75,127929
MODGPC127930,13-Oct-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,681.12,127930
MODGPC127931,13-Oct-15,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,4361.12,127931
MODGPC127932,09-Oct-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,615,127932
MODGPC127933,06-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,816.86,127933
MODGPC127934,01-Oct-15,Automotive Fuel                    , SERVICE STATIONS,2432.59,127934
MODGPC127935,06-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,1199.76,127935
MODGPC127936,05-Oct-15,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,1055.18,127936
MODGPC127937,06-Oct-15,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,4248,127937
MODGPC127938,01-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,1631.39,127938
MODGPC127939,01-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,1505,127939
MODGPC127940,05-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1084.82,127940
MODGPC127941,13-Oct-15,Professional Services              , VETERINARY SERVICES,2110.85,127941
MODGPC127942,06-Oct-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,1299.48,127942
MODGPC127943,02-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,3000,127943
MODGPC127944,08-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,768,127944
MODGPC127945,08-Oct-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,631.68,127945
MODGPC127946,01-Oct-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,891,127946
MODGPC127947,02-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,946.99,127947
MODGPC127948,02-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,4936.85,127948
MODGPC127949,05-Oct-15,Estate and Garden Services         , FLORIST SUPPLIES/NURSERY STOCK,2064.22,127949
MODGPC127950,06-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",751.2,127950
MODGPC127951,02-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,750,127951
MODGPC127952,07-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,2394,127952
MODGPC127953,12-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,1127.52,127953
MODGPC127954,09-Oct-15,Mail and Courier Services          , POSTAGE STAMPS,593.99,127954
MODGPC127955,09-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,515,127955
MODGPC127956,08-Oct-15,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,570,127956
MODGPC127957,07-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1210.01,127957
MODGPC127958,12-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,718.24,127958
MODGPC127959,01-Oct-15,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,3858,127959
MODGPC127960,07-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,909.6,127960
MODGPC127961,07-Oct-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,1197.6,127961
MODGPC127962,07-Oct-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,598.8,127962
MODGPC127963,02-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,890.26,127963
MODGPC127964,07-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,3280,127964
MODGPC127965,07-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,3520,127965
MODGPC127966,02-Oct-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,1910,127966
MODGPC127967,07-Oct-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,770.24,127967
MODGPC127968,08-Oct-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,2067,127968
MODGPC127969,08-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,660,127969
MODGPC127970,05-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,2760,127970
MODGPC127971,05-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,2760,127971
MODGPC127972,08-Oct-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,2001.24,127972
MODGPC127973,08-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,2132,127973
MODGPC127974,06-Oct-15,Catering and Catering Supplies     , CATERERS,511.61,127974
MODGPC127975,05-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,514.8,127975
MODGPC127976,13-Oct-15,General Retail and Wholesale       , HARDWARE STORES,1800,127976
MODGPC127977,07-Oct-15,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,6840,127977
MODGPC127978,08-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,2318.4,127978
MODGPC127979,12-Oct-15,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,2634,127979
MODGPC127980,02-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,5088,127980
MODGPC127981,05-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,506.4,127981
MODGPC127982,06-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,2070,127982
MODGPC127983,13-Oct-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,772.56,127983
MODGPC127984,13-Oct-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,844.8,127984
MODGPC127985,01-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,689.98,127985
MODGPC127986,02-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,897.6,127986
MODGPC127987,07-Oct-15,Building Services                  , ELECTRICAL CONTRACTORS,2021.22,127987
MODGPC127988,02-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,725.32,127988
MODGPC127989,13-Oct-15,Building Materials                 , CONSTRUCTION MATERIALS - DEF,3973.64,127989
MODGPC127990,07-Oct-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,1869.04,127990
MODGPC127991,07-Oct-15,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,2367.62,127991
MODGPC127992,07-Oct-15,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,562.96,127992
MODGPC127993,07-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,2088.62,127993
MODGPC127994,09-Oct-15,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,565.68,127994
MODGPC127995,12-Oct-15,Leisure Activities                 , BOAT DEALERS,859.48,127995
MODGPC127996,07-Oct-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,3228.6,127996
