Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,Cabinet Office,18/10/12,Freehold Non Residential Buildings,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000030144,"40,863.67",Facilities Management Services,BN1 1HQ,Large,Administration
Cabinet Office,Cabinet Office,18/10/12,Freehold Non Residential Buildings,PRIME MINISTERS OFFICE,ETDE FM,3000030147,"32,655.57",Facilities Management Services,BN1  1HG,Large,Administration
Cabinet Office,Cabinet Office,18/10/12,Accomodation and Utilities,PRIME MINISTERS OFFICE,ECOVERT FM LTD,3000030144,"26,381.16",Facilities Management Services,BN1 1HQ,Large,Administration
Cabinet Office,Cabinet Office,18/10/12,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000030144,"150,565.21",Refurbishment of 70 Whitehall,BN1 1HQ,Large,Administration
Cabinet Office,Cabinet Office,18/10/12,Supplies and Services,POLICY COMMUNICATIONS,MOTHER ADVERTISING LTD,3000030154,"27,000.00",GREAT Campaign,E2 7DD,Large,Administration
Cabinet Office,Cabinet Office,18/10/12,Accomodation and Utilities,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000030153,"639,282.78",High Integrity Telecomms System project costs,L2 3YL ,Government Department,Programme
Cabinet Office,Cabinet Office,19/10/12,"Travel, Subsistence and Hospitality",PRIME MINISTERS OFFICE,FOREIGN & COMMONWEALTH OFFICE,3000030189,"25,487.26",Official Travel,MK10 1PX,Government Department,Administration
Cabinet Office,Cabinet Office,19/10/12,Consultancy,GOVERNMENT PROPERTY UNIT,SLAUGHTER & MAY,3000030199,"42,117.38",Provision of detailed legal advice,EC1Y 8YY,Large,Programme
Cabinet Office,Cabinet Office,19/10/12,Consultancy,GOVERNMENT DIGITAL SERVICE,2CV,3000030176,"88,150.00",Provision of market research services on the current and furture digital landscape in the UK,WC2E 8JG,sme,Programme
Cabinet Office,Cabinet Office,19/10/12,Agency and Temporary Staff,GOVERNMENT CIO SUMMARY,CESG,3000030182,"116,384.40","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",GL51 0EX,Government Department,Programme
Cabinet Office,Cabinet Office,19/10/12,Agency and Temporary Staff,GOVERNMENT CIO SUMMARY,ADVALUS LTD,3000030177,"97,185.00","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SN13 0RP,SME,Programme
Cabinet Office,Cabinet Office,19/10/12,Agency and Temporary Staff,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000030181,"32,673.40","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SL6 1DP,Large,Programme
Cabinet Office,Cabinet Office,19/10/12,Other Staff Related Costs,OFFICE FOR CIVIL SOCIETY,LOCALITY,3000030195,"572,646.60",Programme costs and management fees for delivering the Community Organisers Programme.,N1 6DR,Large,Programme
Cabinet Office,Cabinet Office,22/10/12,"Travel, Subsistence and Hospitality",PRIME MINISTERS OFFICE,FOREIGN & COMMONWEALTH OFFICE,3000030228,"67,280.98",Official Travel,MK10 1PX,Government Department,Administration
Cabinet Office,Cabinet Office,22/10/12,Investments,OFFICE FOR CIVIL SOCIETY,BRIDGES VENTURES LTD,3000030218,"80,556.45",Investment in the risk capital fund for social enterprise,W2 3EN,Non-SME,Programme
Cabinet Office,Cabinet Office,22/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,COOPERATION IRELAND,3000030224,"116,625.00",National Citizen Service project grant,BT12 5GH,sme,Grants
Cabinet Office,Cabinet Office,22/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,LUTON CULTURE,3000030234,"49,657.00",National Citizen Service project grant,LU1 2EY,sme,Grants
Cabinet Office,Cabinet Office,23/10/12,Supplies and Services,ESTATE MANAGEMENT,RICOH UK LTD,3000030283,"115,318.69",Reprographic Services,CR5 2HR,Large,Administration
Cabinet Office,Cabinet Office,23/10/12,Accomodation and Utilities,ESTATE MANAGEMENT,HM REVENUE & CUSTOMS 8899,3000030269,"1,735,833.11",Estate services,BD98 1YY,Government Department,Administration
Cabinet Office,Cabinet Office,23/10/12,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3000030275,"96,761.30",Interim IT specialists,SL1 1D ,Large,Programme
Cabinet Office,Cabinet Office,23/10/12,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000030256,"39,495.61",Interim IT specialists,SL6 1DP,Large,Programme
Cabinet Office,Cabinet Office,23/10/12,LORD LIEUTENANTS EXPENSES,POLITICAL AND CONSTITUTIONAL REFORM,GREATER LONDON LIEUTENANCY,3000030265,"51,578.50",Quarterly advance expense payments to Her Majesty's Lord Lieutenants,SW1E 6QP,Large,Programme
Cabinet Office,Cabinet Office,23/10/12,LORD LIEUTENANTS EXPENSES,POLITICAL AND CONSTITUTIONAL REFORM,WEST MIDLANDS LIEUTENANCY,3000030286,"36,910.00",Quarterly advance expense payments to Her Majesty's Lord Lieutenants,B92 0JL,Large,Programme
Cabinet Office,Cabinet Office,23/10/12,LORD LIEUTENANTS EXPENSES,POLITICAL AND CONSTITUTIONAL REFORM,GREATER MANCHESTER LIEUTENANCY,3000030266,"30,658.50",Quarterly advance expense payments to Her Majesty's Lord Lieutenants,M15 4AX,Large,Programme
Cabinet Office,Cabinet Office,23/10/12,LORD LIEUTENANTS EXPENSES,POLITICAL AND CONSTITUTIONAL REFORM,MERSEYSIDE LIEUTENANCY,3000030274,"30,106.25",Quarterly advance expense payments to Her Majesty's Lord Lieutenants,L69 3EN,Large,Programme
Cabinet Office,Cabinet Office,23/10/12,LORD LIEUTENANTS EXPENSES,POLITICAL AND CONSTITUTIONAL REFORM,LORD LIEUTENANT OF WEST YORKSHIRE,3000030272,"29,104.25",Quarterly advance expense payments to Her Majesty's Lord Lieutenants,LS23 6LP,Large,Programme
Cabinet Office,Cabinet Office,23/10/12,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000030256,"43,257.26",Interim IT specialists,SL6 1DP,Large,Programme
Cabinet Office,Cabinet Office,24/10/12,Supplies and Services,CENTRAL BUDGETS,TREASURY SOLICITOR TSOL,3000030317,"34,762.50",2012/13 Fees and Disbursements.,WC2B 4TS,Government Department,Administration
Cabinet Office,Cabinet Office,24/10/12,IT Costs,ESTATE MANAGEMENT,HMRC,3000030305,"454,752.10",Estate services,BD98 1YY,Government Department,Administration
Cabinet Office,Cabinet Office,24/10/12,Accomodation and Utilities,ESTATE MANAGEMENT,HM REVENUE & CUSTOMS 8899,3000030304,"414,169.58",Estate services,BD98 1YY,Government Department,Administration
Cabinet Office,Cabinet Office,24/10/12,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3000030311,"55,292.96",Interim IT specialists,SL1 1D ,Large,Programme
Cabinet Office,Cabinet Office,24/10/12,PUBLICITY OTHER COST,POLITICAL AND CONSTITUTIONAL REFORM,WILLIAMS LEA,3000030319,"36,934.80","Printing, production and distribution of the Boundary Commission for England's revised proposals in compliance with statutory duty to publicise these proposals during relation to the review of Parliamentary constituency boundaries. ",W2 6LG,SME,Programme
Cabinet Office,Government Procurement Service,24/10/12,Bravo Licence Costs,ENABLEMENT PROJECTS,BravoSolution UK Ltd,PINVP2P 1268,"49,980.00",Licences for spend analytics,EC2M 7AD,Large,Administration
Cabinet Office,Government Procurement Service,24/10/12,Bravo Licence Costs,ENABLEMENT PROJECTS,BravoSolution UK Ltd,PINVP2P 1273,"32,406.21",Licences for eSourcing,EC2M 7AD,Large,Administration
Cabinet Office,Cabinet Office,25/10/12,Supplies and Services,PARLIAMENTARY COUNSEL OFFICE,LEXIS NEXIS BUTTERWORTHS,3000030357,"50,937.05",Purchase of legal publications,CR9 5AF,Large,Administration
Cabinet Office,Cabinet Office,25/10/12,IT Costs,PARLIAMENTARY COUNSEL OFFICE,TREASURY SOLICITOR TSOL,3000030371,"41,889.74",Annual subscription to legal database ,WC2B 4TS,Government Department,Administration
Cabinet Office,Cabinet Office,25/10/12,Accomodation and Utilities,ESTATE MANAGEMENT,ETDE FM,3000030347,"666,299.92",Facilities Management Services,BN1  1HG,Large,Administration
Cabinet Office,Cabinet Office,25/10/12,Accomodation and Utilities,ESTATE MANAGEMENT,ETDE FM,3000030347,"38,855.78",Facilities Management Services,BN1  1HG,Large,Administration
Cabinet Office,Cabinet Office,25/10/12,Accomodation and Utilities,ESTATE MANAGEMENT,ETDE FM,3000030347,"36,682.17",Facilities Management Services,BN1  1HG,Large,Administration
Cabinet Office,Cabinet Office,25/10/12,Supplies and Services,POLITICAL AND CONSTITUTIONAL REFORM,LAW COMMISSION,3000030356,"31,250.00",12/13 quarter 2 payment to Law Commission for review to overhaul and consolidate electoral law,SW1H 9LJ,Government Department,Administration
Cabinet Office,Cabinet Office,25/10/12,IT Costs,INTELLIGENCE SECURITY AND RESILIENCE,BT GLOBAL SERVICES.,3000030344,"344,421.73",High Integrity Telecomms System project costs,NW9 6LB,Large,Programme
Cabinet Office,Cabinet Office,25/10/12,Consultancy,GOVERNMENT PROPERTY UNIT,INVESTMENT PROPERY DATABANK LTD,3000030355,"60,000.00",September costs in relation to performance measurement of the Government office estate through property benchmarking service.,EC1 4BL,Large,Programme
Cabinet Office,Cabinet Office,25/10/12,IT Costs,GOVERNMENT DIGITAL SERVICE,NCC GROUP SECURITY SERVICES LTD,3000030362,"31,900.00",Penetration and security testing for GOV.UK website,M1 7EF,large,Programme
Cabinet Office,Cabinet Office,25/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,ACADEMY OF YOUTH LTD T/A UNIVERSITY OF FIRST AGE,3000030339,"50,538.00",National Citizen Service project grant,B3 1EP,sme,Grants
Cabinet Office,Cabinet Office,26/10/12,IT Costs,IT AND TELECOMS BRANCH,CABLE & WIRELESS PLC,3000030390,"45,245.93",ICT infrastructure services,RG12 1RW,Large,Administration
Cabinet Office,Cabinet Office,26/10/12,Supplies and Services,ESTATE MANAGEMENT,HOME OFFICE,3000030402,"30,725.94",Historic records review,E14 5LB,Government Department,Administration
Cabinet Office,Cabinet Office,26/10/12,Assets Under Construction,POLITICAL AND CONSTITUTIONAL REFORM,SPECIALIST COMPUTER CENTRES PLC,3000030410,"69,912.83",Delivering the Digital capability that supports the business change from household to individual electoral registration ,B11 2LE,Large,Programme
Cabinet Office,Cabinet Office,26/10/12,IT Costs,GOVERNMENT DIGITAL SERVICE,SPECIALIST COMPUTER CENTRES PLC,3000030411,"197,434.10",Software development services to support the GDS businesslink/GOV.UK replacement monthly managed services,B11 2LE,Large,Programme
Cabinet Office,Cabinet Office,26/10/12,Agency and Temporary Staff,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000030393,"31,623.96","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SL6 1DP,Large,Programme
Cabinet Office,Cabinet Office,26/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,VOLUNTEERING ENGLAND,3000030415,"125,000.00",Strategic partners transition grant ,N1 9RL,SME,Grants
Cabinet Office,Cabinet Office,26/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,INSTITUTE OF FUNDRAISING,3000030404,"34,500.00",Payroll Giving Project Grant 2012-13,SW8 1UD,sme,Grants
Cabinet Office,Cabinet Office,26/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,THE FOOTBALL LEAGUE COMMUNITY LTD,3000030412,"350,550.00",National Citizen Service project grant,PR2 2YF,SME,Grants
Cabinet Office,Cabinet Office,26/10/12,GRANT FUND MANAGEMENT SERVICES,OFFICE FOR CIVIL SOCIETY,SOCIAL INVESTMENT BUSINESS,3000030409,"26,509.20",Administrative costs for running the Investment and Contract Readiness (ICR) Fund,WC1H 8AG,sme,Programme
Cabinet Office,Cabinet Office,29/10/12,Accomodation and Utilities,PRIME MINISTERS OFFICE,BT,3000030425,"52,616.95",Telecomms Line Rental,DH98 1BT,Large,Administration
Cabinet Office,Cabinet Office,29/10/12,IT Costs,ESTATE MANAGEMENT,HMRC,3000030431,"574,905.76",Estate services,BD98 1YY,Government Department,Administration
Cabinet Office,Cabinet Office,29/10/12,Supplies and Services,INTELLIGENCE SECURITY AND RESILIENCE,BBC MONITORING,3000030423,"1,456,333.00",Monitoring services provided by the BBC,M14 0EP,Large,Programme
Cabinet Office,Cabinet Office,29/10/12,Resource Grants to NDPB's,OFFICE FOR CIVIL SOCIETY,BIG LOTTERY ADVICE SERVICES FUND,3000030424,"34,389.00",Grant to Big Lottery Advice Services for the administration costs of the Advice Services Fund,EC4A 1DE,Large,Grants
Cabinet Office,Government Procurement Service,29/10/12,Computer Hardware <£5000,IT,Softcat,PINVP2P 1298,"26,972.20",IT Hardware,SL7 1TB,Large,Administration
Cabinet Office,Cabinet Office,30/10/12,IT Costs,GOVERNMENT DIGITAL SERVICE,SPECIALIST COMPUTER CENTRES PLC,3000030484,"105,883.82",Software development services to support the GDS businesslink/GOV.UK replacement monthly managed services,B11 2LE,Large,Programme
Cabinet Office,Cabinet Office,30/10/12,IT Hardware,GOVERNMENT DIGITAL SERVICE,SPECIALIST COMPUTER CENTRES PLC,3000030484,"30,747.27",Software development services to support the GDS businesslink/GOV.UK replacement monthly managed services,B11 2LE,Large,Programme
Cabinet Office,Cabinet Office,30/10/12,IT Costs,GOVERNMENT DIGITAL SERVICE,CESG,3000030461,"125,000.00",Provision of identity assurance services to GDS,GL51 0EX,Government Department,Programme
Cabinet Office,Cabinet Office,30/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NESTA,3000030482,"900,000.00",Innovation in Giving Fund Project Grant 2012/13,EC4A 1DE,SME,Grants
Cabinet Office,Cabinet Office,30/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NATIONAL YOUTH AGENCY,3000030481,"54,288.00",National Citizen Service project grant,LE5 3GL,sme,Grants
Cabinet Office,Cabinet Office,30/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,FUTURE FOUNDATIONS,3000030465,"32,485.00",National Citizen Service project grant,SW11 1TT,sme,Grants
Cabinet Office,Cabinet Office,31/10/12,Agency and Temporary Staff,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000030511,"44,833.99",Interim IT specialists,SL6 1DP,Large,Programme
Cabinet Office,Cabinet Office,31/10/12,Consultancy,GOVERNMENT DIGITAL SERVICE,CITY OF LONDON,3000030513,"99,564.80",IT Software enhancement,EC1A 2DP,large,Programme
Cabinet Office,Cabinet Office,31/10/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,THE JOIN IN TRUST,1000660,"539,000.00","Running costs for the Join In Trust Limited, an Olympics inspired project to encourage participation in sport by young people.",EC4A 3AE,sme,Grants
