Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Latest Contract Number,Project Code,Expenditure Type
,,01/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",KENT PHARMACEUTICALS LTD,EMBS-004,788640.27,,,SME,,,
,,01/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",LEO LABORATORIES LTD,GB30100965,2877245.12,,,LARGE,,,
,,01/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",SIGMA PHARMACEUTICALS PLC,I936342,492614.31,,,SME,,,
,,01/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",SIGMA PHARMACEUTICALS PLC,I936342,2.11,,,SME,,,
,,02/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NPL MANAGEMENT LTD,128565,87210.98,"II-LA-0813-20007 An innovative system for the early identification, monitoring, evaluation and diagnosis of diabetic foot ulcers",TW11 0LW,LARGE,,,
,,02/06/2016,Rent of Land & Buildings (non-PFI operating lease),"DG: FINANCE, COMMERCIAL & NHS",PERDISWELL MILLENIUM PARK LTD,354,26750.4,"Perdiswell Millenium Park Ltd.for the rent of The Coach House, John Comyn Drive, Perdiswell Park, Droitwich Road, Worcester, WR3 7SN- SO2000",WR5 3HS,SME,,,
,,02/06/2016,Secondees in invoiced costs,"DG: FINANCE, COMMERCIAL & NHS",PUBLIC HEALTH ENGLAND PHE033,6212118,24557.06,Recharges for 15-16 costs,SW1W 9SZ,PUBLIC,,,
,,02/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY OF,7718533,31913.65,RDD Programme Support - Miscellaneous,NG7 2RD,PUBLIC,,,
,,02/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY OF,7718533,997.35,RDD Programme Support - Miscellaneous,NG7 2RD,PUBLIC,,,
,,02/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",SANDOZ LTD,4800000009,1720000,,,SME,,,
,,02/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",LEO LABORATORIES LTD,GB30100960,2508228.82,,,LARGE,,,
,,03/06/2016,Professional fees,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,0000073317,55000,To exercise the section 12(2)/Approved Clinician Approvals Function in accordance with statutory instructions issued by Secretary of State for NHS England Midlands and East Panel 2- CPA no. 513790,DN4 8QN,PUBLIC,,,
,,03/06/2016,Policy Payments,DG: GROUP OPERATIONS,FOREIGN AND COMMONWEALTH OFFICE (FCO),1087432,190000,2015/16 DH contribution to EU staffing unit,MK10 1PX,PUBLIC,,,
,,03/06/2016,Secondees in invoiced costs,"DG: FINANCE, COMMERCIAL & NHS",ACCENTURE UK LTD,3003321423,27600,Salary reimbursement costs (initial 6 months of the secondment),EC3M 3BD,LARGE,,,
,,03/06/2016,Rates,DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5028939,109459.53,QH - Business Rates FY2016-17 (10 monthly payments).,FY5 3TA,PUBLIC,,,
,,03/06/2016,Professional fees,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,53455073,51968,Central and North West London NHS Foundation Trust to exercise the section 12(2)/Approved Clinician Approvals Function in accordance with statutory instructions issued by Secretary of State for NHS London. Panel 3 CPA no. 513747,NW1 2PL,PUBLIC,,,
,,03/06/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,5805161282,1956071.68,DH/IBM ESR Contract - Service Charges,PO6 3AU,LARGE,,,
,,03/06/2016,Addition Clearing - IT,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,5805161766,28357.98,ESR Transition - GMPTC,PO6 3AU,LARGE,,,
,,03/06/2016,Addition Clearing - IT,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,5805161766,283579.77,ESR Transition - T1.7 Including Retention,PO6 3AU,LARGE,,,
,,03/06/2016,School Fruit & Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,GW Price Ltd,387091,56140.42,,,,,,
,,03/06/2016,School Fruit & Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,GW Price Ltd,387097,36391.48,,,,,,
,,03/06/2016,School Fruit & Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,GW Price Ltd,387089,27381.99,,,,,,
,,03/06/2016,School Fruit & Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,GW Price Ltd,387092,69995.61,,,,,,
,,03/06/2016,School Fruit & Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,GW Price Ltd,387086,41702.13,,,,,,
,,03/06/2016,School Fruit & Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,GW Price Ltd,387098,43839.11,,,,,,
,,03/06/2016,School Fruit & Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,GW Price Ltd,387094,29892.93,,,,,,
,,06/06/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",IN PRACTICE SYSTEMS LTD,427314,65400,"Revenue 2015/16 GPSoC Additional Service (Traning, guidance and configuration) - Practice Readiness for Go Live with Patient Services in the Principal Clinical System Servicers CCNa-038",SW8 3QJ,LARGE,,,
,,06/06/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5028978,588576.33,QH - Rent FUP FY2016-17 monthly,FY5 3TA,PUBLIC,,,
,,06/06/2016,Printing,DG: PUBLIC & INTERNATIONAL HEALTH,WILLIAMS LEA LTD,DH16050005,42427.56,Williams Lea - Healthy Start Information materials 2016/17,W1F 8PR,LARGE,,,
,,06/06/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10381,116411.39,"Revenue: 2015/16 - Intechnology eRS - IAAS - Hosting, Infrastructure, Support and Service Management - FY1516 Service Charges	 ",HG3 1UG,SME,,,
,,07/06/2016,Addition Clearing - OLB,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419362RI,144966.94,Wellington - Façade - Full Renewal Works,SO53 3YE,LARGE,,,
,,07/06/2016,Estate management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419367RI,50810.04,Skipton House - Plant Room - LV panel replacement,SO53 3YE,LARGE,,,
,,07/06/2016,Addition Clearing - P&M,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419368RI,26572.08,Skipton House – Lift 5 – New Drive,SO53 3YE,LARGE,,,
,,07/06/2016,Estate management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419370RI,59600.96,Wellington House - Heritage Works - additional scaffolding roof,SO53 3YE,LARGE,,,
,,07/06/2016,Estate management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419371RI,49451.47,Skipton House - Plant Room - Chiller 1 & 2 leak repairs,SO53 3YE,LARGE,,,
,,07/06/2016,Estate management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419372RI,34958.12,Skipton House - 5th Floor - Comms Room Electrical Upgrade,SO53 3YE,LARGE,,,
,,07/06/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419402ARI,51173.55,Skipton House - FM Variable Building Maintenance Works FY2016/2017 ,SO53 3YE,LARGE,,,
,,07/06/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419405ARI,69823.7,Wellington House - FM Variable Building Maintenance Works FY2016/2017 ,SO53 3YE,LARGE,,,
,,07/06/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00419407ARI,50269.35,Richmond House - Emcor FM Variable Building Maintenance Works FY2016/2017 ,SO53 3YE,LARGE,,,
,,07/06/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,LONDON AND REGIONAL PROPERTIES LTD,194646-24/06/2016,1511906,Skipton House - Rent for FY2016-2017 ,W1U 7DA,LARGE,,,
,,07/06/2016,Professional fees,DG: GROUP OPERATIONS,Government Legal Department,426794,248765.74,GLD Legal Fees - Hourly charges work - February 2016 - invoice 426794,WC2B 4TS,PUBLIC,,,
,,07/06/2016,Professional fees,DG: GROUP OPERATIONS,Government Legal Department,427028,35732.8,GLD Legal Fees - Hourly charges work - February 2016 - invoice 427028,WC2B 4TS,PUBLIC,,,
,,07/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,LGC LTD,50491931,899995.33,Central Commissioning Function,TW11 0LY,LARGE,,,
,,07/06/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,MAPELEY BETA ACQ LTD C/O FI REAL ESTATE MANAGEMENT LTD,786338-90/001/001-24/06/2016,84625,"Premier House - Rent for FY2016/17 - payable on  Qtrs 24/6/16, 29/9/16, 25/12/16 & 25/3/17",SE1 0TA,LARGE,,,
,,07/06/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",BRITISH REFUGEE COUNCIL,ERS-555881-120821,62313,2016/17 HSCVF 2011/National/010 Refugee Council HARP,E15 4BQ,VCS,,,
,,07/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-555885-120844,48950,James Lind Initiative,OX3 7HE,PUBLIC,,,
,,07/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ACADEMY OF MEDICAL SCIENCES,ERS-555886-120845,38903.56,Formal Training for Trainees ( TCC AMS ),W1B 1QH,PUBLIC,,,
,,07/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-555888-120843,43611,Invention for Innovation,NE7 7DN,PUBLIC,,,
,,07/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-555889-120842,102911,Programme Grants for NHS Trusts,NW1 2BX,PUBLIC,,,
,,07/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LIVERPOOL JOHN MOORES UNIVERSITY,ERS-555890-120848,49878.5,NIHR Public Health Research ( NETSCC ),L3 5UX,PUBLIC,,,
,,07/06/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",CORC LTD,ERS-555904-120881,241121,IESD Ref 54152572 - CORC 2016-17 - YEAR 3,NW3 5SD,VCS,,,
,,07/06/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",THE FIT FOR WORK TEAM,ERS-555906-120901,229553,IESD Ref 54164626 - FFWT 2016-17 YEAR 3,LE1 5SN,SME,,,
,,07/06/2016,Policy Payments,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",HOMES AND COMMUNITIES AGENCY (HCA),S0012047,278673,Homelessness Change Funding for 2016/2017,NE11 0NA,PUBLIC,,,
,,08/06/2016,Radio communications,"DG: FINANCE, COMMERCIAL & NHS",AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-488,310602.42,April 16 - March 17 CCN Charges,SL1 2EJ,LARGE,,,
,,08/06/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12672860,69568,Capital 2015/16 E-RS Staff Capitalisation cost for the Period 01/04/2015 to 31/03/2016,LS1 6AE,PUBLIC,,,
,,08/06/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",BDO LLP,1503718,29760,P21+ Specialist VAT Advice Service 1st April 2016 - 31st March 2017,W1U 7EU,LARGE,,,
,,08/06/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,15414,242402.23,"Capital 2016/17 eRS - 9 weeks extension supporting GDS review BJS1-2-006 BJSS, which also includes 5 weeks to 29th April 2016, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,08/06/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,15415,199033.33,"Capital 2016/17 eRS - 9 weeks extension supporting GDS review BJS1-2-006 BJSS, which also includes 5 weeks to 29th April 2016, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,08/06/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,15416,215620,"Revenue 2016/17 eRS - 9 weeks extension supporting GDS review BJS1-2-006 BJSS, which also includes 5 weeks to 29th April 2016, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,08/06/2016,Outsourcing Contract,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40216566,1085000,IDEA (LGA): Q1 of the Care and Health Integration Programme 2016/17,EC1M 5LG,VCS,,,
,,08/06/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000009,401433.8,NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st April to 31st May 2016,DE55 4QJ,PUBLIC,,,
,,08/06/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000010,214637.46,NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st April to 31st May 2016,DE55 4QJ,PUBLIC,,,
,,08/06/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",FAMILY ACTION LTD,ERS-555932-120921,90527,2016/17 HSCVF National Aims Ref:54401184 - Social Prescibing Health Champions,EC1V 2PT,VCS,,,
,,08/06/2016,ENDPBs Admin Capital Grant in Aid,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",HOMES AND COMMUNITIES AGENCY (HCA),S0011979,5587500,HCA - CASSH Fund Capital Payments 16/17,NE11 0NA,PUBLIC,,,
,,09/06/2016,Consultancy/Professional Advice,DG: PUBLIC & INTERNATIONAL HEALTH,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000024397,28675,Project Management Services.,NE99 1UQ,PUBLIC,,,
,,09/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,PA CONSULTING SERVICES LTD,10113872,164640,Information Systems,SG8 6DP,LARGE,,,
,,09/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,PA CONSULTING SERVICES LTD,10113873,30842.4,Information Systems,SG8 6DP,LARGE,,,
,,09/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,PA CONSULTING SERVICES LTD,10114061,53430,Information Systems,SG8 6DP,LARGE,,,
,,09/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,PA CONSULTING SERVICES LTD,10114062,124422,Information Systems,SG8 6DP,LARGE,,,
,,09/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,PA CONSULTING SERVICES LTD,10114080,164640,Information Systems,SG8 6DP,LARGE,,,
,,09/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,PA CONSULTING SERVICES LTD,10114081,2099.36,Information Systems,SG8 6DP,LARGE,,,
,,09/06/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,PA CONSULTING SERVICES LTD,10114081,28743.04,Information Systems,SG8 6DP,LARGE,,,
,,09/06/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12672537,221437,Capital 2015/16 SUS Spine Headcount,LS1 6AE,PUBLIC,,,
,,09/06/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,15157,151549.78,Capital 2015/16 Spine 2 BJSS Core Collaborative Development Call-Off Contract Jan - Mar 2016,LS1 2TW,SME,,,
,,09/06/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",ORACLE CORPORATION UK LTD,1542612,307921.5,Revenue 2016/17 SUS Spine: 16/17 ORA1-6 Oracle Software Support May 2016 - June 2017,RG6 1RA,LARGE,,,
,,09/06/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",Medley Business Solutions Ltd,16060,48921.6,Provision of procurement resource: to lead the procurement of the replacement for BMS,GU4 8PR,SME,,,
,,09/06/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",IMS Health Technology Services Limited,4122001160,85667,Revenue 2016/17 IMS Health SUS Spine: CCN 001 SUS Live Service Agreement April- May 2016,ST8 0LQ,LARGE,,,
,,09/06/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584212243,36060.08,Xerox Managed Print Service  from Apr 16 – Mar 17,WS11 0JA,LARGE,,,
,,09/06/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",YOUTH ACCESS,ERS-556004-120981,57622,IESD. Youth Access. The Integrated Quality Project. 54311864. Financial Year 16/17,SW12 8AD,VCS,,,
,,09/06/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10390,65575,Revenue 2016/17 Spine 2: Core & CIS/IAM Hosting Apr- May 2016,HG3 1UG,SME,,,
,,09/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",BRISTOL LABORATORIES LTD,9083125,55664.98,,,LARGE,,,
,,09/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",BRISTOL LABORATORIES LTD,9083222,672250.64,,,LARGE,,,
,,09/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",BRISTOL LABORATORIES LTD,9083223,43234.8,,,LARGE,,,
,,09/06/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",BRISTOL LABORATORIES LTD,9083348,37387.5,,,LARGE,,,
,,10/06/2016,Outsourcing Contract,"DG: INNOVATION, GROWTH & TECHNOLOGY",HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12672694,34000,HSCIC CPA - eMEDS3,LS1 6AE,PUBLIC,,,
,,10/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,RAND EUROPE CIC,16277/15140-3,26703.6,HTA Commissioned Research,CB4 1YG,SME,,,
,,10/06/2016,Policy Payments,DG: PUBLIC & INTERNATIONAL HEALTH,DEPARTMENT FOR EDUCATION (DFE),350008682,20000000,School Sports Premium for period covering 2016/17,WA7 2GJ,PUBLIC,,,
,,10/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CANCER RESEARCH UK,ERS-556067-121102,57090.5,Cancer Programme,EC1V 4AD,VCS,,,
,,10/06/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",BTCV,ERS-556082-121641,101892,Pro-Active Minds. 16/17,RH13 9UN,VCS,,,
,,10/06/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,Essentra Filters Products Ltd,ESS618,22219.66,Tobacco Surveillance Programme - Testing of cigarettes for TNCO - Extension to contract,NE32 3UP,LARGE,,,
,,10/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,PROYKUMA TECHNOLOGIES LTD,PK012-2016,39700.76,Invention for Innovation,L3 5TF,SME,,,
,,13/06/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITAL NHS TRUST,1410046067,190500,NIHR Leadership Programme,LS9 7TF,PUBLIC,,,
,,13/06/2016,Addition Clearing - OLB,DG: GROUP OPERATIONS,KIER FACILITIES SERVICES LTD,15111051,269806.8,Wellington House - Roof -  Chillers Units,RG21 4HG,LARGE,,,
,,13/06/2016,Outsourcing Contract,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",CHARTERED INSTITUTE OF PUBLIC FINANCE AND ACCOUNTANCY (CIPFA),3118361,78780,Collaboration and cost of care project,E1W 9LN,PUBLIC,,,
,,13/06/2016,Secondees in invoiced costs,"DG: FINANCE, COMMERCIAL & NHS",HM TREASURY HMT,33223,65304.2,Secondment,SW1E 5EB,PUBLIC,,,
