Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,Description,Supplier postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DEFRA,Core Defra,08/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6146842," Ł28,803.00 ",BASELINE MEASUREMENT OF UK STRATOSPHERIC OZONE,OX11 0QR,SME,Exempt,00000000,Expense
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Portsmouth,RAI00659," Ł101,931.83 ",GATHERING EVIDENCE FOR THE POTENTIAL PILOTING OR DIRECT IMPLICATION OF IMPROVING CATCH RIGHTS BASED MANGEMENT SYSTEMS IN ENGLISH FISHERIES,PO1 2UP,,exempt,00000000,Expense
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Scott Wilson Ltd,5043069," Ł26,497.94 ",PROGRESS REPORT SETTING OUT SCOPE AND KEY ELEMENTS OF GUIDANCE .,RG21 7PP,SME,Exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,Natural England,8000007446," Ł27,000.00 ",NATURAL ENGLAND-149 GRANT,YO1 7PX,,exempt,00000000,Expense
DEFRA,Core Defra,02/03/2012,Other Current Payments (GB),Environment and Rural Group,The National Non-Food Crops Centre,3512," Ł29,074.00 ",AD PORTAL CONTRACT 2012,YO10 5DG,SME,exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Consultancy Non-Scheme,Environment and Rural Group,Bureau Veritas UK Ltd,12004648," Ł56,052.00 ",ACOUSTIC ADVISORY SERVICE ,M20 2RE,,14350,00000000,Expense
DEFRA,Core Defra,20/03/2012,Capital LA Grant E,Environment and Rural Group,London Borough Of Islington,150312," Ł38,125.00 ",AIR QUALITY GRANT SCHEME 2011/12,N1 1XR,,exempt,00000000,Expense
DEFRA,Core Defra,02/03/2012,Capital LA Grant E,Environment and Rural Group,City Of Westminster,200212," Ł50,000.00 ",AIR QUALITY GRANT SCHEME 2011/12,SW1E 6QP,,Exempt,00000000,Expense
DEFRA,Core Defra,20/03/2012,Capital LA Grant E,Environment and Rural Group,Wigan Council,150312," Ł25,000.00 ",AIR QUALITY GRANT SCHEME 2011/12,WN1 1DD,,Exempt,00000000,Expense
DEFRA,Core Defra,30/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,61473546147357," Ł115,844.62 ",UK AUTO AND NON AUTO HYDROCARBONS MONITORING NETWORKS 2010-2014 ,OX11 0QR,SME,12696,00000000,Expense
DEFRA,Core Defra,26/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147219," Ł41,213.00 ",COMMUNITY MULTI-SCALE DEVELOPMENT FOR NATIONAL MODELLING ,OX11 0QR,SME,Exempt,AQRDXXXX,Expense
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-494956-38579," Ł75,103.00 ",Effects of ground-level ozone on vegetation,SN2 1EU,,exempt,AQRDXXXX,Expense
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6146937," Ł91,527.00 ",UK NATIONAL ATMOSPHERIC EMISSIONS INVENTORY,OX11 0QR,SME,Exempt,AQRDXXXX,Expense
DEFRA,Core Defra,02/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6146696," Ł106,140.00 ", QUALITY ASSURANCE AND QUALITY CONTROL 2011-2015 CHARGES FOR FEB 2012,OX11 0QJ,SME,10897,AQNONRDX,Expense
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-496076-38595," Ł83,072.00 ",2011/12- Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP),SN2 1EU,,Exempt,AQRDXXXX,Expense
DEFRA,Core Defra,14/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Meteorological Office,080312," Ł32,588.00 ", SCIENTIFIC SUPPORT FOR NATIONAL AND INTERNATIONAL POLICY,EX1 3PB,,exempt,AQRDXXXX,Expense
DEFRA,Core Defra,22/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6146849," Ł75,231.80 ",UK AMBIENT AIR QUALITY ASSESSMENT 2010-13 ,OX11 0QR,SME,Exempt,AQRDXXXX,Expense
DEFRA,Core Defra,16/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Gfk NOP Ltd,OPI077540," Ł144,000.00 ",NATIONAL NOISE AWARENESS STUDY,SE1 9UL,SME,NO0237,00000000,Expense
DEFRA,Core Defra,30/03/2012,Other Current Payments UK,Environment and Rural Group,Bureau Veritas UK Ltd,12004663," Ł228,550.80 ",FEES FOR FEBRUARY 2012 -THE AUTOMATIC URBAN AND RURAL NETWORK,SE1 2TX,,10892,AQNONRDX,Expense
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Kings College London,SINV1233527," Ł35,825.00 ",EVALUATION OF ATMOSPHERIC MODELS 4TH QUARTER 2011/12,SE1 9NH,,Exempt,AQRDXXXX,Expense
DEFRA,Core Defra,30/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6147351," Ł82,398.00 ",CHARGES FOR MARCH 2012 - AIR QUALITY BASE AMANGEMENT FOR DATA ACQUIRED FOR AURN,OX11 0QJ,SME,10897,AQNONRDX,Expense
DEFRA,Core Defra,30/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6147360," Ł87,198.00 ",QUALITY ASSURANCE AND QUALITY CONTROL SERVICES FOR URBAN & RURAL AIR QUALITY MONITORING NETWORK -CHARGES FOR MARCH 2012,OX11 0QJ,SME,10897,AQNONRDX,Expense
DEFRA,Core Defra,20/03/2012,Capital Grants to Individuals E,Environment and Rural Group,University Of York,59593," Ł120,000.00 ",AIRCRAFT NOX INSTRUMENT,YO10 5DD,,exempt,00000000,Expense
DEFRA,Core Defra,14/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147051," Ł63,630.00 ",EUTROPHYING AND ACIDIFYING ATMOSPHERE POLLUTANTS,OX11 0QR,SME,exempt,AQRDXXXX,Expense
DEFRA,Core Defra,08/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,61468666146867," Ł52,808.00 ",UK NATIONAL  ATMOSPHERIC EMISSIONS INVENTORY,OX11 0QR,SME,Exempt,AQRDXXXX,Expense
DEFRA,Core Defra,06/03/2012,Other Current Payments UK,Environment and Rural Group,Bureau Veritas UK Ltd,12002644," Ł177,476.40 ",JANUARY Automatic Urban & Rural Network,SE1 2TX,,10892,AQNONRDX,Expense
DEFRA,Core Defra,06/03/2012,Evidence Non R&D,Environment and Rural Group,National Physical Laboratory,111311," Ł27,062.40 ",HEAVY METAL MONITORING  FEB 12,TW11 0LW,SME,14769,AQNONRDX,Expense
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Birmingham,212SCIA01567," Ł64,899.50 ",RESEARCH SERVICES,B15 2TT,,exempt,AQRDXXXX,Expense
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-494954-38577," Ł26,653.52 ",Terrestrial Umbrella - Effects Of Acidfication and Eutrophication On Terrestrial and Their Recovery,SN2 1EU,,exempt,AQRDXXXX,Expense
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-494949-38575," Ł26,609.65 ",2011/12 Variation On Heavy Metal Monitoring,SN2 1EU,,exempt,AQRDXXXX,Expense
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Natural Environ Research Council,7060002371," Ł166,868.00 ",CONTRIBUTION TO RESEARCH- MARINE BIORESOURCES PROGRAMME.,SN2 1EU,,exempt,00000000,Expense
DEFRA,Core Defra,22/03/2012,Evidence Non R&D,Environment and Rural Group,Sea Mammal Research Unit,RG037664," Ł53,070.99 ",QUARTER PAYMENT JULY-SEPT 2011 - Ceracean Bycatch obsever monitoring scheme,KY16 8LB,SME,14518,00000000,Expense
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,C E F A S,8001818," Ł33,980.45 ",FUNDING FOR SECONDMENT MARINE MANAGEMENT ORGANISATION 01/01/12 TO 29/02/12 ,NR33 0HT,,Exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Market Research,Environment and Rural Group,Corporate Culture Ltd,S53838," Ł36,855.00 ",CLIMATE CHANGE ADAPTATION,L24 8RN,SME,EXEMPT,ACCBSNS2,Expense
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Carbon Disclosure Project,1553KL," Ł46,000.00 ",SUPPLY OF DATA FOR CLIMATE CHANGE ADAPTATION BRIEFING,EC1R 0NE,SME,14772,00000000,Expense
DEFRA,Core Defra,28/03/2012,Market Research,Environment and Rural Group,Corporate Culture Ltd,S53839," Ł36,855.00 ",CLIMATE CHANGE ADAPTATION,L24 8RN,SME,EXEMPT,ACCBSNS2,Expense
DEFRA,Core Defra,12/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Frontier Economics Ltd,5342," Ł54,550.50 ",ECONOMICS OF CLIMATE RESILIENCE ,WC1V 6DA,SME,exempt,00000000,Expense
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Frontier Economics Ltd,5396," Ł63,175.50 ",ECONOMICS OF CLIMATE RESILIENCE ,WC1V 6DA,SME,exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Social Change Ltd,HG0040," Ł31,440.00 ","Research to provide actionable insight into attitude and behaviours of food production, distribution and retail businesses in relation to managing climate risks",LN6 7DQ,SME,Exempt,ACCBSNS2,Expense
DEFRA,Core Defra,02/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Royal Veterinary College~233692949,RES2294," Ł28,391.00 ",Novel Products for rats and squirrels and other rodents,AL9 7TA,SME,Exempt,00000000,Expense
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Institute Of Education,WPINV00445," Ł51,568.00 ",2011/12 Review of the latest evidence on lead estimation of intake via drinking water.,WC1H 0AL,SME,exempt,00000000,Expense
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Southampton,44101054," Ł42,638.00 ",REVIEW OF LANDSCAPE - SCALE APPROACHES TO CONSERVATION and ADAPTION,SO17 7BJ,,WC0799/exempt,00000000,Expense
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Exeter,GHA0100074," Ł69,017.00 ",Determining the impact of wind turbines on bat populations in Great britain.,EX4 4QJ,,exempt WC0753,00000000,Expense
DEFRA,Core Defra,06/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Royal Veterinary College~233692949,RES2295," Ł48,826.00 ",NOVEL PRODUCTS FOR GREY SQUIRREL AND OTHER RODENTS,AL9 7TA,SME,Exempt,00000000,Expense
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Environment Agency,1141083," Ł75,000.00 ",CLIMATE CHANGE IMPACT REPORT CARD,PE2 8YD,,WC1052/exempt,00000000,Expense
DEFRA,Core Defra,16/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,R S P B,SLINV00021816," Ł43,131.00 ",Assessing the feasibility and cost effectiveness of the control of feral cats,SG19 2DL,,Exempt WC1021/CR0511,00000000,Expense
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Food & Environment Research Agency,F0020983," Ł34,534.00 ",Impact and effectiveness of photophthora treatment on heathland and other semi natural habitas,YO41 1LZ,,WC1039/exempt,00000000,Expense
DEFRA,Core Defra,16/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147069," Ł80,588.00 ","Developing a framework for design, monitoring and evaluating pilot Nature Improvement Areas: Phase 1 Scoping Study",OX11 0QR,SME,WC1029,00000000,Expense
DEFRA,Core Defra,22/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Falklands Conservation,150312," Ł30,000.00 ",UNDERSTANDING IMPACT OF INVASIVE NON-NATIVE SPECIES IN THE UK OVERSEAS TERRITORIES IN THE SOUTH ATLANTIC,SG19 3JA,SME,Exempt,00000000,Expense
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Environment Systems Ltd,ESINV473," Ł75,000.00 ",MAKING EARTH OBSERVATION WORK FOR UK BIODIVERSITY CONSERVATION :PHASE 2,SY23 3AH,SME,exempt WC1013,00000000,Expense
DEFRA,Core Defra,12/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,BTO Services Limited,ACCS0208," Ł64,985.00 ",Effects of woodland bird abundance ,IP24 2PU,SME,WC0793/CR0485 exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Current Grants E,Environment and Rural Group,Exmoor National Park Authority,210312," Ł96,492.00 ",REDUNDANCY COSTS EXMOOR NATIONAL PARK,TA22 9HL,,Exempt,00000000,Expense
DEFRA,Core Defra,22/03/2012,Other Current Payments E,Environment and Rural Group,JSS Pensions Administration,3917," Ł141,501.68 ",NATURE CONSERVANCY COUNCIL GROSS MONTHLY JSS PENSIONS ADMINISTRATION COSTS FEBRUARY 2012,SN2 1FF,,exempt,00000000,Expense
DEFRA,Core Defra,06/03/2012,Grant-in Aid Payments,Environment and Rural Group,Natural England,280212," Ł26,200,000.00 ",GRANT-IN-AID PAYMENT MARCH 2012 - NATURAL ENGLAND,YO1 7PX,,Exempt,00000000,Expense
DEFRA,Core Defra,06/03/2012,Other Current Payments E,Environment and Rural Group,Shropshire Hills AONB,090212," Ł151,916.00 ",APR-DEC 11 INTERIM GRANT - SHROPSHIRE HILLS AREA OF NATURAL BEAUTY,SY2 6ND,,exempt,00000000,Expense
DEFRA,Core Defra,30/03/2012,Current Grants E,Environment and Rural Group,Surrey Hills AONB,170212," Ł149,316.67 ",APRIL11 - 31 MAR 12 GRANT - SURREY HILLS AREA OF NATURAL BEAUTY,KT1 2DN,,Exempt,00000000,Expense
DEFRA,Core Defra,28/03/2012,Current Grants E,Environment and Rural Group,SE Regional Protected Landscape Forum Officer,170212," Ł27,375.00 ",GRANT 01/04/11 - 31/01/12 South East Regional Protected Landscape Forum Officer ,KT1 2DN,,Exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Consultancy Non-Scheme,Environment and Rural Group,Ministry Of Justice,10ME110120," Ł25,000.00 ",JAN-MAR 12 CONSERVATION COVENANTS,NP20 9FN,,Exempt,00000000,Expense
DEFRA,Core Defra,16/03/2012,Grant-in Aid Payments,Environment and Rural Group,Joint Nature Conservation Committee,090312," Ł2,441,000.00 ",GRANT IN AID PAYMENT TO MARCH 2012 - JOINT NATURE CONSERVATION COMMITTEE,PE1 1JY,,exempt,00000000,Expense
DEFRA,Core Defra,16/03/2012,Other Current Payments E,Environment and Rural Group,Nidderdale AONB,060312," Ł121,523.27 ",GRANT 1.4.11-31.1.12 - NIDDERDALE AREA OF NATURAL BEAUTY ,HG1 2SG,,exempt,00000000,Expense
DEFRA,Core Defra,02/03/2012,Other Current Payments E,Environment and Rural Group,Dorset AONB,160212," Ł163,975.06 ",INTERIM CLAIM APR 2011 - JANUARY 2012 - DORSET AREA OF NATURAL BEAUTY,DT1 1XJ,,Exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Prog - Admin Costs - FLS Office Services Consultancy,Environment and Rural Group,Treasury Solicitor,AH1123," Ł31,903.20 ",BRITISH WATERWAYS CHARITY TO 30/1/12,WC2B 4TS,,Exempt,00000000,Expense
DEFRA,Core Defra,02/03/2012,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,230212," Ł4,879,000.00 ",BRITISH WATERWAYS GRANT ,LS9 8PB,,exempt,00000000,Expense
DEFRA,Core Defra,22/03/2012,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,140312," Ł4,560,000.00 ",BRITISH WATERWAYS GRANT 2011/12 BALANCE,LS9 8PB,,exempt,00000000,Expense
DEFRA,Core Defra,14/03/2012,NLF Loan Payment to BWB,Environment and Rural Group,British Waterways,070312," Ł6,638,427.70 ",BRITISH WATERWAYS NATIONAL FUND ,LS9 8PB,,Exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Prog - Admin Costs - FLS Office Services Consultancy,Environment and Rural Group,Treasury Solicitor,AH1124," Ł32,472.00 ",BRITISH WATERWAYS CHARITY TO 29/2/12,WC2B 4TS,,Exempt,00000000,Expense
DEFRA,Core Defra,22/03/2012,Current Grants UK,Environment and Rural Group,British Waterways,060312," Ł25,000,000.00 ",BRITISHWATERWAYS PENSIONS GRANT MARCH 2012,LS9 8PB,,exempt,00000000,Expense
DEFRA,Core Defra,26/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,C E F A S,8001894," Ł25,000.00 ",MEMORANDUM OF UNDERSTANDING WITH CEFAS,NR33 0HT,,Exempt,00000000,Expense
DEFRA,Core Defra,20/03/2012,Other Current Payments E,Environment and Rural Group,Food & Environment Research Agency,F0020994," Ł69,000.00 ","Food and Environment Research Agency Memorandum of Understanding  - Supporting the Be Plant Wise and Clean, Clear, Dry Campaigns",YO41 1LZ,,14311,00000000,Expense
DEFRA,Core Defra,20/03/2012,Current Transfers Abroad UK,Environment and Rural Group,Animal Health and Veterinary Laboratories Agency,5000008852," Ł26,200.00 ",ILLEGAL BIRD TRADE WILD COCKATOOS,YO1 7PX,,exempt,00000000,Expense
DEFRA,Core Defra,15/03/2012,Current Transfers Abroad UK,Environment and Rural Group,UNEP/CITES Secretariat,2012008," Ł30,000.00 ",Financial contribution for the activities of the Monitoring the Illegal Killing of Elephants programme with particular focus on Asia,CH 1219,,,00000000,Expense
DEFRA,Core Defra,15/03/2012,Current Transfers Abroad UK,Environment and Rural Group,Convention On Biological Diversity,BE062012," Ł200,000.00 ",Funding of UK/Brazil workshop on National Biodiversity Strategy and Action Plans,H2Y 1N9,SME,,00000000,Expense
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,Food & Environment Research Agency,F0021005," Ł35,000.00 ",Wildlife Protection and Management Annex - Monk Parakeet control,YO41 1LZ,,Exempt,00000000,Expense
DEFRA,Core Defra,21/03/2012,International Subscriptions (Foreign Payments),Environment and Rural Group,United Nations Environment Prog,FUND9090UK150312," Ł111,077.74 ",Financial contribution to  the General Trust Fund for the African-Eurasian Waterbirds,00100,,,00000000,Expense
DEFRA,Core Defra,16/03/2012,Consultancy Non-Scheme,Environment and Rural Group,Ministry Of Justice,10ME110119," Ł25,000.00 ",LAW COMMISSION'S PROJECT OCT 2011- MARCH 2012,NP20 9FN,,,00000000,Expense
DEFRA,Core Defra,09/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Bio Intelligence Service,1202024," Ł77,273.00 ",IMPACTS OF ENERGY POLICY ON BIODIVERSITY IN THE UK and OVERSEAS,75014,SME,,00000000,Expense
DEFRA,Core Defra,28/03/2012,Current Transfers Abroad UK,Environment and Rural Group,Global Tiger Recovery Program (Trust Fund),280312," Ł314,150.00 ",Financial contribution to the Global Tiger Recovery Programme Multi-donor Trust Fund ,20433,,,00000000,Expense
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,C E F A S,8001865," Ł30,000.00 ",MEMORANDUM OF UNDERSTANDING WITH CEFAS - CRAYFISH- PLAN FUNDING 11/12,NR33 0HT,,Exempt,INNWFDXX,Expense
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,C E F A S,8001866," Ł32,030.00 ",MEMORANDUM OF UNDERSTANDING WITH CEFAS - CRAYFISH- PLAN FUNDING 11/12,NR33 0HT,,Exempt,INNWFDXX,Expense
DEFRA,Core Defra,28/03/2012,Other Current Payments E,Environment and Rural Group,Cabi Bioscience (Egham),SI5006," Ł79,500.00 ","JAN-MAR 12    Biocontrol of floating pennywort, crassula and himalayan balsam ",TW20 9TY,SME,exempt,INNWFDXX,Expense
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,Food & Environment Research Agency,F0020993," Ł81,802.50 ",NON NATIVE SECRETARIAT PROJECT QUARTER 4 JAN TO MAR 12,YO41 1LZ,,14311,00000000,Expense
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,Food & Environment Research Agency,F0021009," Ł30,000.00 ",MEMORANDUM OF UNDERSTANDING  ANNEX 11 CORMORANT REFUGE,YO41 1LZ,,Exempt,00000000,Expense
