Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,09/12/2014,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,413129,Transport fighting equipment operating lease,"£1,932,844.92"
Ministry of Defence,Ministry of Defence,22/12/2014,"Adminstration, claims, compensation and awards",HO+CS,HELP FOR HEROES,SP5 3RB,418905,Cost of claims/compensation and related expenses against MOD,"£1,923,250.00"
Ministry of Defence,Ministry of Defence,03/12/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,411074,Fiscal asset under construction - capital in year addition,"£1,919,757.60"
Ministry of Defence,Ministry of Defence,18/12/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,417349,Fiscal asset under construction - capital in year addition,"£1,915,333.51"
Ministry of Defence,Ministry of Defence,18/12/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,417743,Fees for professional services excluding legal fees,"£1,899,985.20"
Ministry of Defence,Ministry of Defence,22/12/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,418931,Estate + facilities management services - accommodation inventory + service,"£1,875,754.72"
Ministry of Defence,Ministry of Defence,05/12/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,411960,Fees for professional services excluding legal fees,"£1,790,754.00"
Ministry of Defence,Ministry of Defence,15/12/2014,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,415605,Grant in aid to the council of reserve forces and cadet associations,"£1,758,627.00"
Ministry of Defence,Ministry of Defence,08/12/2014,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,412683,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,729,312.88"
Ministry of Defence,Ministry of Defence,05/12/2014,IT and communication services,Defence Equipment + Support,ATOS IT SERVICES UK LIMITED,WV10 6UH,411875,Information technology services,"£1,720,968.40"
Ministry of Defence,Ministry of Defence,15/12/2014,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,415516,External military training ,"£1,701,895.42"
Ministry of Defence,Ministry of Defence,17/12/2014,Fees for professional services,Air Command,KPMG LLP,WD17 1DE,416868,Fees for professional services excluding legal fees,"£1,680,000.00"
Ministry of Defence,Ministry of Defence,23/12/2014,Design services and minor equipment purchases,Defence Equipment + Support,KPMG LLP,WD17 1DE,419517,Equipment support non-project costs,"£1,657,556.20"
Ministry of Defence,Defence Science and Technology Laboratory,12/12/2014,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000162705 - 00196910,Facility Management Costs,"£1,652,788.72"
Ministry of Defence,Ministry of Defence,15/12/2014,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,415990,Fees for professional services excluding legal fees,"£1,626,944.89"
Ministry of Defence,Ministry of Defence,04/12/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,411769,Fees for professional services excluding legal fees,"£1,576,051.20"
Ministry of Defence,Ministry of Defence,22/12/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,418769,Fiscal asset under construction - capital in year addition,"£1,565,834.00"
Ministry of Defence,Ministry of Defence,08/12/2014,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,BP OIL INTERNATIONAL LIMITED,E14 5NJ,2000023678,Raw materials and consumable aviation fuel inventory purchased,"£1,564,402.85"
Ministry of Defence,Ministry of Defence,09/12/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,413211,Fiscal asset under construction - capital in year addition,"£1,539,370.89"
Ministry of Defence,Ministry of Defence,12/12/2014,Fees for professional services,Defence Equipment + Support,ERNST & YOUNG LLP,SE1 2AF,415064,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£1,520,488.14"
Ministry of Defence,Ministry of Defence,04/12/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,411494,Property dwellings private finance initiative - service concession arrangement service charge,"£1,511,623.39"
Ministry of Defence,Ministry of Defence,05/12/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,412165,Works services - excluding United States forces/NATO + married quarters,"£1,503,910.37"
Ministry of Defence,Ministry of Defence,22/12/2014,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,418761,Fees for professional services excluding legal fees,"£1,412,409.00"
Ministry of Defence,Ministry of Defence,03/12/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,MBDA FRANCE,,5000121527,Single use military equipment asset under construction - capital in year addition,"£1,405,530.16"
Ministry of Defence,Ministry of Defence,03/12/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,411168,Works - estate management,"£1,363,721.38"
Ministry of Defence,Ministry of Defence,22/12/2014,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,418908,Fiscal asset under construction - capital in year addition,"£1,335,601.28"
Ministry of Defence,Ministry of Defence,17/12/2014,General services and support,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000023765,Defence equipment CLS/IOS service charge,"£1,314,122.73"
Ministry of Defence,Ministry of Defence,11/12/2014,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,414262,Research and development at the pre main gate stage of a project,"£1,300,489.45"
Ministry of Defence,Ministry of Defence,22/12/2014,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,419116,Cost of food purchases,"£1,273,828.67"
Ministry of Defence,Ministry of Defence,11/12/2014,Spend on Inventory - General,Defence Equipment + Support,SEYNTEX NV,CH61 1BE,414763,Spend on Inventory - General,"£1,260,994.15"
Ministry of Defence,Ministry of Defence,05/12/2014,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,411993,Grants to reserve forces and cadet associations,"£1,253,523.00"
Ministry of Defence,Ministry of Defence,18/12/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,417202,Fiscal private finance initiative asset under construction - capital in year addition,"£1,245,222.73"
Ministry of Defence,Ministry of Defence,01/12/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,410080,Single use military equipment asset under construction - capital in year addition,"£1,229,199.60"
Ministry of Defence,Ministry of Defence,09/12/2014,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,413407,Equipment support non-project costs,"£1,225,322.11"
Ministry of Defence,Ministry of Defence,16/12/2014,Rental of plant and machinery,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,416195,Plant + machinery operating lease,"£1,182,734.80"
Ministry of Defence,Ministry of Defence,05/12/2014,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,412228,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,164,532.25"
Ministry of Defence,Ministry of Defence,22/12/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,418957,Estate core services charge,"£1,153,712.66"
Ministry of Defence,Ministry of Defence,19/12/2014,Design services and minor equipment purchases,Land Forces,SAAB AB,,3000011370,Equipment support non-project costs,"£1,147,221.00"
Ministry of Defence,Ministry of Defence,19/12/2014,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,418528,Equipment support non-project costs,"£1,130,912.01"
Ministry of Defence,Ministry of Defence,09/12/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,413481,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,108,408.80"
Ministry of Defence,Ministry of Defence,22/12/2014,Design services and minor equipment purchases,Defence Equipment + Support,INZPIRE LIMITED,LN6 3QR,418927,Equipment support non-project costs,"£1,099,668.18"
Ministry of Defence,Ministry of Defence,22/12/2014,Rental of plant and machinery,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,418741,Plant + machinery private finance initiative - service concession arrangements service charge,"£1,073,435.73"
Ministry of Defence,Ministry of Defence,22/12/2014,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,418713,Intangible single use military equipment asset  - in year capital addition,"£1,058,768.00"
Ministry of Defence,Ministry of Defence,15/12/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,FES LTD,FK7 8HW,415670,Fiscal asset under construction - capital in year addition,"£1,009,911.77"
Ministry of Defence,Ministry of Defence,15/12/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,415567,Fees for professional services excluding legal fees,"£1,004,620.00"
Ministry of Defence,Ministry of Defence,19/12/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,417980,Fiscal asset under construction - capital in year addition,"£1,003,174.91"
Ministry of Defence,Ministry of Defence,11/12/2014,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,414735,Operating costs grant in aid to the Royal Hospital Chelsea,"£972,250.00"
Ministry of Defence,Ministry of Defence,18/12/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,417284,Fiscal asset under construction - capital in year addition,"£962,201.97"
Ministry of Defence,Ministry of Defence,22/12/2014,Fees for professional services,Defence Equipment + Support,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,418984,The provision of advice and guidance related to management of ongoing programmes and projects,"£957,804.25"
Ministry of Defence,Ministry of Defence,23/12/2014,Grants to NDPBs,Air Command,ROYAL AIR FORCE MUSEUM,NW9 5LL,419641,Operating costs grant in aid to the Royal Air Force museum,"£950,000.00"
Ministry of Defence,Ministry of Defence,15/12/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,416080,Works - estate management,"£939,767.25"
Ministry of Defence,Defence Science and Technology Laboratory,19/12/2014,Rent/Lease of Land & Bldgs,Infrastructure,QINETIQ LIMITED,,V - 9000162824 - 00197385,Rent/Lease of Land & Bldgs,"£933,718.43"
Ministry of Defence,Ministry of Defence,10/12/2014,IT and communication services,Defence Equipment + Support,ATOS IT SERVICES UK LIMITED,WV10 6UH,413535,Information technology services,"£928,968.00"
Ministry of Defence,Ministry of Defence,01/12/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,410080,Equipment support non-project costs,"£907,500.00"
Ministry of Defence,Ministry of Defence,03/12/2014,Design services and minor equipment purchases,Defence Equipment + Support,KPMG LLP,WD17 1DE,411165,Equipment support non-project costs,"£905,586.00"
Ministry of Defence,Ministry of Defence,24/12/2014,Fees for professional services,JFC,CRANFIELD UNIVERSITY,MK43 0AL,419843,Fees for professional services excluding legal fees,"£900,591.50"
Ministry of Defence,Defence Science and Technology Laboratory,19/12/2014,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000162808 - 00197397,IS Support Service,"£898,427.98"
Ministry of Defence,Defence Science and Technology Laboratory,19/12/2014,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000162808 - 00197442,IS Support Service,"£898,427.98"
Ministry of Defence,Ministry of Defence,18/12/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,417467,Works - estate management,"£873,489.26"
Ministry of Defence,Ministry of Defence,12/12/2014,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,414927,Equipment support non-project costs,"£864,009.65"
Ministry of Defence,Defence Science and Technology Laboratory,24/12/2014,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000162917 - 00197696,Repairs & Maintenance,"£860,477.27"
Ministry of Defence,Ministry of Defence,15/12/2014,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,415480,Equipment support non-project costs,"£823,900.00"
Ministry of Defence,Ministry of Defence,22/12/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,NEW NIEDERRHEIN ENERGIE UND WASSER GMBH,,5000122710,Utilities consumed - electricity,"£817,478.03"
Ministry of Defence,Defence Science and Technology Laboratory,19/12/2014,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000162808 - 00197427,IT Hardware,"£804,350.45"
