Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,Description,Supplier postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DEFRA,EA,29/03/2012,Construction,NE Capital WiP | ,Volkerstevin Ltd,1058177," £545,623.55 ",Todmorden Flood alleviation scheme ,EN11 9BX,,30142737,IMNE000616,Project
DEFRA,EA,06/03/2012,Construction,WA Capital WiP | ,Birse Civils Ltd,1050311," £543,939.80 ",Newport Flood alleviation scheme.,LS24 9BX,,40015267,IMWA000754,Project
DEFRA,EA,29/03/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1048194," £525,532.68 ",Engineering Construction Works National Contractors Framework 2 Framework Rye harbour,IP1 5LT,,30142731,IMSO001286,Project
DEFRA,EA,08/03/2012,Construction,SW Capital WiP,Interserve Construction Ltd,1048296," £490,841.68 ",Truro Tidal Defences,TQ14 0HP,,30142730,IMSW001669,Project
DEFRA,EA,15/03/2012,Professional Services Other,AN Capital WiP,Birketts LLP Client Account,1060616," £457,500.00 ",Fees in relation to purchase of land at Potter Heigham,IP1 1HZ,,N/A,N/A,Project
DEFRA,EA,22/03/2012,Vehicles,HO Fleet Operations,Hewden Stuart Plc,1053137," £409,618.19 ",Hewden National Plant Hire Contract 2011/2012,M32 0HW,,30184689,,Project
DEFRA,EA,22/03/2012,Construction,SW Capital WiP,Interserve Construction Ltd,1059911," £409,391.92 ",Engineering Construction Works National Contractors Framework 2 Framework Teignmouth (back beach),TQ14 0HP,,30142730,IMSW000780,Project
DEFRA,EA,15/03/2012,ICT,CI SD Management MRA,DEFRA,1050770," £385,687.69 ",IBM applications support charges,YO1 7PX,,,,Project
DEFRA,EA,15/03/2012,Professional Services Other,AN Capital WiP,White Young Green,1053646," £372,644.46 ",National Site Investigation Framework Boston barrier phase 2,LS6 2WQ,,30309584,IMAN001472,Project
DEFRA,EA,22/03/2012,Operational Goods & Services,NLS Instrumentation | HO Head of Monitoring & Analytical Services | ,YSI Hydrodata Ltd,1056122," £351,898.56 ","Purchase of consumables Sensor Sonde, Dissolved Oxygen (DO) probe, Turbidity probe, Chlorophyll probe",SG6 1FJ,,, | NL00000060 |  |  |  | ,Administration
DEFRA,EA,27/03/2012,Travel & Events,Head Office | ,Redfern Travel Ltd,1050117," £349,961.88 ",Staff business travel - Redfern Rail tickets for EA England April 11 - March 12,BD1 1PL,,30127631,,Administration
DEFRA,EA,27/03/2012,Vehicles,HO Capital WiP | ,Ford Motor Co Ltd,1061254," £344,855.35 ",Commercial vehicle(s) purchase. As per Government procurement service framework,KT14 7LF,,30322937,HOFOFRM005 | HOFOWR0005 | HOFOEP0005,Project
DEFRA,EA,15/03/2012,Construction,SE North East Thames - Ops Delivery,Network Rail,1049525," £336,000.00 ",Painting of bridge over the River Lee,M60 7WY,,,,Project
DEFRA,EA,22/03/2012,ICT,CIS Capital WiP | ,Scisys UK Ltd,1024813," £335,808.90 ",Consolidation and completion of Permitting System and additional enhancements.,SN14 0GB,,30301794,CIS330865,Project
DEFRA,EA,29/03/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1050919," £324,533.02 ",Infrastructure on Upper Mole flood alleviation scheme Worth Farm to carry out Engineering Construction Works ,LE10 3JF,,30142734,IMTH000956,Project
DEFRA,EA,27/03/2012,Professional Services Other,National Enforcement Service,Post Office Ltd,1059073," £323,724.48 ",Post Office Commission for rod licence sales 2011/12,PE4 5PG,,,,Administration
DEFRA,EA,08/03/2012,Construction,AN Capital WiP | ,Jackson Civil Engineering Ltd,1048950," £323,262.94 ",National Capital Programme Management Service - changing the existing hydraulic fluid within the Velocity Control Structure Ram,IP1 5LT,,30142731,IMAN001216,Project
DEFRA,EA,13/03/2012,Environmental Services ,SE North East Thames - Ops Delivery,British Waterways,1046705," £300,000.00 ",Contribution to maintenance to Rivers Lee and Stort,LS9 8PB,,,,Project
DEFRA,EA,13/03/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1060407," £296,227.67 ",Neasham Reservoir Decommision.,TQ14 0HP,,30142730,IMNE000893,Project
DEFRA,EA,22/03/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1055435," £294,109.39 ",Scotshaw Bank wall replacement and earthworks,EN11 9BX,,30142737,IMNW000323,Project
DEFRA,EA,27/03/2012,Travel & Events,National Technical Team,Redfern Travel Ltd,1057009," £293,132.06 ",Staff business travel - Redfern Rail tickets for EA England April 11 - March 12,BD1 1PL,,30127631,,Administration
DEFRA,EA,27/03/2012,Fuels Lubricants & Gases,HO Fleet Operations,Allstar Business Solutions Ltd,1048603," £285,048.63 ",Commercial Fleet  Fuel 2011/2012,SN5 6PQ,,30015330,,Administration
DEFRA,EA,15/03/2012,Construction,AN Capital WiP,ArcelorMittal Commercial RPS UK Ltd,1053708," £282,795.70 ",To supply steel piles to enable the reconstruction of 54m of river wall and flood defence,B91 3AL,,30331415,IMAN002418,Project
DEFRA,EA,27/03/2012,Construction,SE Capital WiP | ,Jackson Civil Engineering Ltd,1053556," £275,736.20 ",Paddle and Rymer Weirs Health and safety package,IP1 5LT,,30142731,IMTH001503,Project
DEFRA,EA,20/03/2012,Construction,NE Capital WiP,Esh Construction Ltd,1059617," £268,195.30 ",Winestead to Hawkins Point Stoning Work,DH6 5PF,,30204740,IMNE000202,Project
DEFRA,EA,30/03/2012,Construction,SW Capital WiP | ,Team Van Oord,1055062," £245,373.83 ",Steart Costal Management Project ,RG14 5QS,,30142735,IMSW001389,Project
DEFRA,EA,15/03/2012,Construction,WA Capital WiP | ,Birse Civils Ltd,1056970," £244,392.72 ","Abergele Flood alleviation scheme. Install shed, trial pit, revision of coordinates, delay in discharge planning, remove Japanese Knotweed, tie in existing works and signboard.",DN18 5BW,,40015267 |  |  | ,IMWA000537,Project
DEFRA,EA,08/03/2012,Construction,NW Ambition Project Manager,Volkerstevin Ltd,1058179," £242,099.09 ",Engineering Construction Works National Contractors Framework 2 Framework Brookside Culvert,EN11 9BX,,30142737,RENW001929,Project
DEFRA,EA,15/03/2012,Vehicles ,HO Fleet Operations,Hitachi Capital Commercial Vehicle Services,1054910," £233,225.54 ",Service Inspection Maintenance and Repair of Commercial vehicles,BA14 8QU,,30182247,,Administration
DEFRA,EA,06/03/2012,Professional Services Other | Construction,AN Capital WiP | ,Broadland Environmental Services Ltd,1054924," £232,747.01 ",Broadland flood alleviation project costs,GU15 3XW,,30014973,IMAN000753,Project
DEFRA,EA,15/03/2012,Construction,SE Capital WiP,Tonbridge & Malling Borough Council,1058726," £230,000.00 ","Rodley Fish Pass Partnership Funding - rebuild flood defence wall, build new telemetry building, consolidate sewage pump and extend life of river structure retaining the river banks 2012",ME19 4LZ,,,IMSE100029,Project
DEFRA,EA,22/03/2012,Professional Services Other,HO Flood Warning Systems,CEFAS,1052050," £228,172.80 ","Centre for Environment, Fisheries and Aquaculture Science (Cefas) - Provision of service for the National Wave Network for UK Coastal Montoring and Forecasting 2011-12",NR33 0HT,,,,Project
DEFRA,EA,27/03/2012,Construction,SW Capital WiP | ,Team Van Oord,1047781," £225,408.58 ",Steart coastal management,RG14 5QS,,30142735,IMSW001389,Project
DEFRA,EA,15/03/2012,Construction,SE Capital WiP | ,Halcrow Group Ltd,1059854," £218,162.36 ",Paddle and Rymers Health and Safety Package various works,SN4 0QD,,30071913,IMTH001503,Project
DEFRA,EA,29/03/2012,Construction,NE Capital WiP | ,Birse Civils Ltd,1055643," £215,897.24 ","Engineering Construction Works National Contractors Framework 2 Framework | Birse - works on the Culverts, Reconditioning project ",DN18 5BW,,30142670,IMNE000197,Project
DEFRA,EA,15/03/2012,Construction,SW Capital WiP,Interserve Construction Ltd,1046528," £214,169.50 ",Teignmouth (Back Beach) Tidal defence,TQ14 0HP,,30142730,IMSW000780,Project
DEFRA,EA,20/03/2012,Construction,SE Capital WiP,ArcelorMittal Commercial RPS UK Ltd,1053710," £214,002.44 ",Sheet Steel Piles - for Stone Wharf ,B91 3AL,,,IMSE100049,Project
DEFRA,EA,22/03/2012,Construction,AN Capital WiP,Freedom Group Of Companies Ltd,1046279," £212,603.40 ",Instruction for design manufacture supply delivery installation testing and commissioning and training of electrical switchgear with Freedom Group of Companies on Kennett and Wixoe Pumping Station ,WF13 1SD,,,IMAN002019,Project
DEFRA,EA,27/03/2012,Personnel Related,HR Strategy | ,Edenred Childcare Vouchers Ltd,1050233," £208,727.78 ",Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral.,SW1V 2RS,,,,Administration
DEFRA,EA,27/03/2012,Professional Services Other,HO Flood Warning Systems,Met Office,1053505," £207,710.10 ",National weather radar agreement from 01.01.12 to 31.03.12.,EX1 3PB,,,,Administration
DEFRA,EA,08/03/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1044984," £204,252.84 ",St Ives Lock Refurbishment certificate no 3,IP1 5LT,,30142731,IMAN001762,Project
DEFRA,EA,27/03/2012,Facilities,FM Operating Unit - Central and South West,Exeter City Council,1057057," £202,647.00 ",Rates for Manley House 2012/13,EX1 1JW,,,,Administration
DEFRA,EA,15/03/2012,Construction,NE Capital WiP | ,Interserve Construction Ltd,1050485," £202,191.35 ",Neasham Reservoir Decommissioning ,TQ14 0HP,,30142730,IMNE000893,Project
DEFRA,EA,06/03/2012,Vehicles,HO Fleet Operations,Briggs Marine Contractors Ltd,1049520," £201,455.03 ",Water Resources Management,KY3 9AX,,30277423,HORES00015,Administration
DEFRA,EA,13/03/2012,Construction,SE Capital WiP | TH Capital WiP | ,Volkerstevin Ltd,1056705," £200,604.79 ",Thames Barrier Ancillaries and Gates ,EN11 9BX,,30142737,IMTH001544,Project
DEFRA,EA,20/03/2012,Facilities,FM Operating Unit - Central and South East | ,AG Investream Frimley LP,1061813," £200,018.88 ",Rent Swift house 25.03 - 23.06.12,W1U 2RU,,,,Administration
DEFRA,EA,13/03/2012,Facilities,FM Operating Unit - Northern,Warrington Borough Council,1057411," £199,230.00 ",Rates Richard Fairclough House 2012/13,WA1 1BN,,,,Administration
DEFRA,EA,22/03/2012,Facilities,FM Operating Unit - Northern,Warrington Borough Council,1057398," £196,940.00 ",Rates Appleton House 2012/13,WA1 1BN,,,,Administration
DEFRA,EA,08/03/2012,Facilities,FM Operating Unit - Northern,Leeds City Council,1057145," £196,940.00 ",Rates Phoenix House 2012/13,LS2 8JR,,,,Administration
DEFRA,EA,20/03/2012,Construction,SE Capital WiP | ,JT Mackley & Co Ltd,1048778," £193,411.64 ","Recycling of 30,000 cubic metres of shingle and widening of haul road at Pett East Sussex. ",BN5 9XQ,,30203237,IMSO000573,Project
DEFRA,EA,20/03/2012,Facilities,FM Operating Unit - Northern,Newcastle City Council,1057407," £191,215.00 ",Rates Tyneside House 2011/13,NE99 1UP,,,,Administration
DEFRA,EA,29/03/2012,ICT,HO Capital WiP,Scisys UK Ltd,1044867," £190,573.87 ",IT Transformation Project,SN14 0GB,,30301794,CIS3302981,Project
DEFRA,EA,27/03/2012,Construction,SE Capital WiP | ,Interserve Construction Ltd,1050263," £189,251.50 ",North East Bridges and Culverts package - concrete repair works at Fieldes Weir,TQ14 0HP,,30142730,IMTH001448,Project
DEFRA,EA,15/03/2012,Vehicles,HO Capital WiP,Aquatic Control Engineering Ltd,1058225," £188,062.14 ",Stage payment 3 for Berkenheger 6540 weed boat for Kettering,DN22 0HR,,30260216,HOFOFRM005,Project
DEFRA,EA,22/03/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1053421," £186,954.49 ",Cockermouth flood alleviation scheme,EN11 9BX,,30142737,IMNW000190,Project
DEFRA,EA,29/03/2012,Facilities,FM Operating Unit - Central and South East,Welwyn Hatfield Council,1057170," £185,490.00 ",Rates Bishops Square 2012/13,AL8 6AE,,,,Administration
DEFRA,EA,29/03/2012,Professional Services Other,MI West-AEM - 3,Credential Environmental Ltd,1056244," £182,280.00 ",Removal of Tyres from Larford Quarry and Blackmore Industrial Estate Malvern,DL5 6DX,,30329892,,Administration
DEFRA,EA,29/03/2012,Environmental Services ,AN Capital WiP,Lincolnshire Wildlife Trust,1046287," £180,000.00 ",Contribution for the Lincshore Habitat Creation at Huttoft,LN9 5HF,,,IMAN001844,Project
DEFRA,EA,22/03/2012,Construction,MI Capital WiP | ,Black & Veatch Ltd,1049129," £179,911.40 ","Nottingham Sawley and Trent Meadows, Project Management. 2.",RH1 1LQ,,30072271,IMMI000642,Project
DEFRA,EA,29/03/2012,Construction,WA Capital WiP | ,Birse Civils Ltd,1059082," £178,695.53 ",Abergele Flood Risk Management Systems  ,LS24 9BX,,40015267 |  | ,IMWA000537,Project
DEFRA,EA,20/03/2012,Facilities,FM Operating Unit - Northern,DTZ Debenham Tie Leung,1057963," £178,500.00 ",Phoenix House Leeds annual rent paid quarterly in advance and insurance,B3 2ED,,,,Administration
DEFRA,EA,20/03/2012,Personnel Related,Internal Transformation (HSW),Health Management Ltd,1050134," £178,308.00 ",Health Screening for staff until March 2012,BN8 5NN,,,HOHRITA001,Administration
DEFRA,EA,27/03/2012,Facilities,FM Operating Unit - Central and South East,Arlington Business Parks Partnerships,1049229," £175,200.00 ",Rent for Bishop Square,RG7 4SA,,,,Administration
DEFRA,EA,27/03/2012,Construction,MI Capital WiP | ,Galliford Try Infrastructure Ltd,1053155," £173,892.35 ",Kempsey Flood Risk Management Systems ,LE10 3JF,,30142734,IMMI001039,Project
DEFRA,EA,13/03/2012,Vehicles,HO Capital WiP,CNH UK Ltd,1058447," £169,602.00 ",706 Rear Wheel Weight Case Puma CVX160 Tractor ,SS14 3XX,,30319331,HOFOFRM005,Project
DEFRA,EA,06/03/2012,Vehicles,HO Capital WiP,CNH UK Ltd,1058465," £169,602.00 ",VCV60T 1D 753 07 case Puma CVX160 Tractor ,SS14 3XX,,30319331,HOFOFRM005,Project
DEFRA,EA,20/03/2012,Vehicles,HO Capital WiP,CNH UK Ltd,1058469," £169,602.00 ",VCV60T 1D 753 07 case Puma CVX160 Tractor ,SS14 3XX,,30319331,HOFOFRM005,Project
DEFRA,EA,15/03/2012,Vehicles,HO Capital WiP,CNH UK Ltd,1058473," £169,602.00 ",VCV60T 1D 753 07 case Puma CVX160 Tractor ,SS14 3XX,,30319331,HOFOFRM005,Project
DEFRA,EA,06/03/2012,Professional Services Other,E and B Land and Water,Angling Trust,1049855," £168,000.00 ",Three year partnership with Angling Trust to provide local fisheries forums,NG8 6PE,,,EBPLW11012,Project
DEFRA,EA,22/03/2012,Facilities,FM Operating Unit - Central and South West | ,Jones Lang LaSalle,1046775," £167,247.00 ",Rent for Sapphire Court from 25.03.12 - 23.06.12,ST5 1EH,,,,Administration
DEFRA,EA,13/03/2012,Facilities,FM Operating Unit - Central and South East,Peterborough City Council,1057286," £167,170.00 ",Rates King Fisher House 2012/13,PE1 1AY,,,,Administration
DEFRA,EA,27/03/2012,Vehicles,HO Capital WiP,Aquatic Control Engineering Ltd,1058218," £167,162.52 ",Stage payment 3 for Berkenheger 6530 weed boat for Ely,DN22 0HR,,30260216,HOFOFRM005,Project
DEFRA,EA,29/03/2012,,Nat Trading and Reg Services,The European Organisation for the Safety of Air Navigation,1057615," £166,114.73 ",Contribution for development and operation of Eurocontrol support tool for access to flight details for all UK flight operators. Part of Emissions Trading Scheme Support Facility (ETS-SF),Belgium,,N/A,N/A,Project
DEFRA,EA,01/03/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1058503," £165,406.78 ",St Ives Lock Refurbishment,IP1 5LT,,30142731,IMAN001762,Project
DEFRA,EA,29/03/2012,Facilities,FM Operating Unit - Central and South East,Rushmoor Borough Council,1057107," £162,590.00 ",Rates Frimley Business park 2012/13,GU14 7JU,,,,Administration
DEFRA,EA,06/03/2012,Vehicles,HO Capital WiP | ,Ford Motor Co Ltd,1060107," £160,863.60 ",Commercial vehicle(s) purchase. As per Government procurement service framework contract ,CM13 3BW,,30322937,HOFOEP0005 | HOFOFRM006 | HOFOWR0005 | HOFOFRM005,Project
DEFRA,EA,15/03/2012,Construction,SE Capital WiP | ,Volkerstevin Ltd,1046537," £160,212.62 ",Thames Barrier Oil Hydraulics carry out a survey of all existing electrial cabling in the SandL control room relating to the latch arm operations. | Engineering Construction Works National Contractors Framework 2 Framework,EN11 9BX,,30142737,IMTH001493,Project
DEFRA,EA,20/03/2012,Facilities,FM Operating Unit - Central and South East,South Oxford District Council,1058237," £160,105.22 ",Rates Red Kite House 2012/13,OX10 8NE,,,,Administration
DEFRA,EA,01/03/2012,Professional Services Technical Services,AN Capital WiP,ECS Engineering Services Ltd,1053362," £157,306.27 ",Refurbishment works at Black Sluice,NG16 6LE,,30231596,IMAN002275,Project
DEFRA,EA,13/03/2012,Clinical & Medical,HO Capital WiP,Agilent Technologies UK Ltd,1035312," £157,273.04 ",Agilent 7000 Triple Quadrupole System GC QQQ Multi mode inlet split less injector 150 position Auto sampler Back flush option E1 MSD source 5 year extended warranty,E14 1HH,,30267647,NL00000048,Administration
DEFRA,EA,29/03/2012,Environmental Services ,E and B Climate Change and Communities,Climate Partnership UK CIC,1055374," £157,200.00 ",Collaborative agreement with Climate Partnership UK ,GU1 1YA,,,EBPCC11003,Project
DEFRA,EA,15/03/2012,Facilities,FM Operating Unit - Central and South West,Solihull Metropolitan Borough Council,1057102," £156,865.00 ",Rates Sapphire East 2012/13,B91 3RR,,,,Administration
DEFRA,EA,27/03/2012,Construction,SE Capital WiP,JT Mackley & Co Ltd,1050017," £154,499.50 ",Pett level shingle recycling,BN5 9XQ,,30203237,IMSO000573,Project
DEFRA,EA,20/03/2012,Vehicles,HO Geomatics | ,RVL Survey Ltd,1061724," £154,334.70 ",Remote sensing projects,CV8 3AZ,,30000394,SCLI0001,Project
DEFRA,EA,29/03/2012,Operational Goods & Services,HO Capital WiP | ,Reactec Ltd,1054737," £152,592.00 ",Base station Power supply mains for Tickton Depot,EH10 4JW,,,FROAM40018L01,Administration
DEFRA,EA,06/03/2012,Environmental Services ,NE Capital WiP,Homes & Comunities Agency,1047725," £150,000.00 ",Avenue Flood Balancing Reservoir Partnership Agreement contribution to Eat Midlands Development Agency (emda),NE11 0NA,,,IMNE000709,Project
DEFRA,EA,08/03/2012,Facilities,FM Operating Unit - Central and South East,Worthing Borough Council,1057250," £146,843.55 ",Rates Guildbourne House 2012/13,BN11 1HB,,,,Administration
DEFRA,EA,20/03/2012,Facilities,FM Operating Unit - Central and South East,Reading Borough Council,1057258," £146,560.00 ",Rates Kings Meadow House 2012/13,RG1 7TD,,,,Administration
DEFRA,EA,27/03/2012,Facilities,FM Operating Unit - Northern,Leeds City Council,1057138," £146,560.00 ",Rates Park Square Leeds 2012/13,LS2 8JR,,,,Administration
DEFRA,EA,15/03/2012,Professional Services Technical Services,"Research, Monitoring and Innovation",MU Ventures Ltd,1053191," £146,400.00 ",Update to Multi Coloured Manual - used in flood risk management (FRM) to estimate the benefits of FRM interventions,NW4 4BT,,,HOEV101103,Administration
DEFRA,EA,15/03/2012,Construction,SW Capital WiP,Team Van Oord,1055084," £145,948.30 ",Braunston Flood Defence ,RG14 5QS,,30142735,IMSW001850,Project
DEFRA,EA,22/03/2012,Construction,MI Capital WiP | ,Jackson Civil Engineering Ltd,1053561," £141,814.80 ",Nottingham Leftbank Flood alleviation scheme Rylands,IP1 5LT,,30142731,IMMI000642,Project
DEFRA,EA,15/03/2012,Facilities,FM Operating Unit - Northern,Amas Ltd,1054419," £141,465.00 ",Commercial rent in Advance Unit 3 Birchwood Point Bus Park Warrington.,W1A 2NF,,,,Administration
DEFRA,EA,15/03/2012,Construction,Head of Corporate Assets | ,EDF Energy Customers Plc,1048861," £140,446.21 ",Supply of fixed roof mounted solar Photovoltaic(PV) Panels,SW1E 5JL,,,HOFAC000011,Project
DEFRA,EA,06/03/2012,Construction,NE Capital WiP,Birse Civils Ltd,1048101," £140,324.32 ","Engineering Construction Works National Contractors Framework 2 Framework | Birse additional works on the Culverts, Reconditioning project ",DN18 5BW,,30142670,IMNE000197,Project
DEFRA,EA,22/03/2012,Professional Services Other,AN Northern-AEM - Northampton/Kettering | ,Hydrock Consultants Ltd,1059033," £139,604.79 ",Helpston Groundwater Remediation project  Environmental Investment funding,BS32 4DF,,30177470,REAN001586,Project
DEFRA,EA,27/03/2012,Construction,AN Capital WiP,Interserve Construction Ltd,1048499," £138,576.59 ",Minsmere flood risk management,TQ14 0HP,,30142730,IMAN001506,Project
DEFRA,EA,22/03/2012,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1047239," £136,543.72 ",Pevensey bay sea defences,PO15 5SS,,,IMSO000584,Project
DEFRA,EA,22/03/2012,Facilities,FM Operating Unit - Central and South East,City Of Westminster,1057414," £135,035.00 ",Rates Millbank 2012/13,SW1E 6QP,,,,Administration
DEFRA,EA,08/03/2012,Facilities,FM Operating Unit - Central and South West,Rushcliffe Borough Council,1057066," £133,965.00 ",Rates Trentside 2012/13,NG2 5FE,,,,Administration
