EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC136872,23-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,1834.61,136872
MODGPC136873,23-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,3739.2,136873
MODGPC136874,23-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,768.98,136874
MODGPC136875,23-Feb-16,Small Appliance Repair Def, SMALL APPLIANCE REPAIR DEF,825.6,136875
MODGPC136876,23-Feb-16,Plumbing/Heating Equipment, PLUMBING/HEATING EQUIPMENT,10844.4,136876
MODGPC136877,23-Feb-16,Schools - Default, SCHOOLS - DEFAULT,725.69,136877
MODGPC136878,23-Feb-16,Schools - Default, SCHOOLS - DEFAULT,1088.55,136878
MODGPC136879,23-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,3235.97,136879
MODGPC136880,18-Feb-16,Hardware Stores, HARDWARE STORES,3370.5,136880
MODGPC136881,23-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2078.4,136881
MODGPC136882,23-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2963.9,136882
MODGPC136883,23-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,1846.49,136883
MODGPC136884,23-Feb-16,Misc Food Stores - Default, MISC FOOD STORES - DEFAULT,4947.36,136884
MODGPC136885,23-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,3026.35,136885
MODGPC136886,23-Feb-16,Misc Food Stores - Default, MISC FOOD STORES - DEFAULT,2336.94,136886
MODGPC136887,23-Feb-16,Grocery Stores/Supermarkets, GROCERY STORES/SUPERMARKETS,925,136887
MODGPC136888,23-Feb-16,Grocery Stores/Supermarkets, GROCERY STORES/SUPERMARKETS,1000,136888
MODGPC136889,23-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,1210.93,136889
MODGPC136890,23-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,954,136890
MODGPC136891,23-Feb-16,Opticians, OPTICIANS,750,136891
MODGPC136892,23-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,4770,136892
MODGPC136893,23-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,2625,136893
MODGPC136894,23-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,1254.86,136894
MODGPC136895,23-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,770.25,136895
MODGPC136896,23-Feb-16,Misc Apparel/Access Shops, MISC APPAREL/ACCESS STORES,1121.88,136896
MODGPC136897,22-Feb-16,Mgmt/Consult/Public Rel Ser, MGMT/CONSULT/PUBLIC REL SER,90000,136897
MODGPC136898,20-Feb-16,Taj Hotels Internatl, TAJ HOTELS INTERNAT'L,712.24,136898
MODGPC136899,21-Feb-16,Sas Hotels, SAS HOTELS,3931.11,136899
MODGPC136900,21-Feb-16,Sas Hotels, SAS HOTELS,4444.37,136900
MODGPC136901,22-Feb-16,Holiday Inn, HOLIDAY INN,1335,136901
MODGPC136902,22-Feb-16,Camera & Photo Supply Store, CAMERA & PHOTO SUPPLY STORE,568.8,136902
MODGPC136903,22-Feb-16,Music Stores/Pianos, MUSIC STORES/PIANOS,4530,136903
MODGPC136904,22-Feb-16,Camera & Photo Supply Store, CAMERA & PHOTO SUPPLY STORE,547.2,136904
MODGPC136905,22-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,12700.8,136905
MODGPC136906,19-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,4422,136906
MODGPC136907,19-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,4314,136907
MODGPC136908,22-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,1196.17,136908
MODGPC136909,22-Feb-16,Combination Catalog & Retail, COMBINATION CATALOG & RETAIL,4333.83,136909
MODGPC136910,22-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1114.38,136910
MODGPC136911,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1928.4,136911
MODGPC136912,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1114.8,136912
MODGPC136913,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1203.6,136913
MODGPC136914,22-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,2235.95,136914
MODGPC136915,22-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,2793.95,136915
MODGPC136916,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,528.37,136916
MODGPC136917,22-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,885.6,136917
MODGPC136918,22-Feb-16,Family Clothing Stores, FAMILY CLOTHING STORES,3596.4,136918
MODGPC136919,22-Feb-16,Electronics Sales, ELECTRONICS STORES,7445.9,136919
MODGPC136920,22-Feb-16,Misc Auto Dealers - Default, MISC AUTO DEALERS - DEFAULT,2937.55,136920
MODGPC136921,21-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1188.28,136921
MODGPC136922,22-Feb-16,Motor Freight Carriers, MOTOR FREIGHT CARRIERS,681.16,136922
MODGPC136923,22-Feb-16,Motor Freight Carriers, MOTOR FREIGHT CARRIERS,681.16,136923
MODGPC136924,22-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",1164,136924
MODGPC136925,22-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,3973.01,136925
MODGPC136926,22-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,3100.87,136926
MODGPC136927,22-Feb-16,Avis Rent-A-Car, AVIS RENT-A-CAR,582.48,136927
MODGPC136928,22-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,902.93,136928
MODGPC136929,22-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,655.2,136929
MODGPC136930,22-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,4357.5,136930
MODGPC136931,22-Feb-16,Book Stores, BOOK STORES,1000,136931
MODGPC136932,22-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,600,136932
MODGPC136933,21-Feb-16,Ramada Inn, RAMADA INN,1109.74,136933
MODGPC136934,21-Feb-16,Fairmont Hotel, FAIRMONT HOTEL,9381.1,136934
MODGPC136935,22-Feb-16,Homewood Suites, HOMEWOOD SUITES,2173.34,136935
MODGPC136936,22-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1447.08,136936
MODGPC136937,22-Feb-16,Stationery Stores, STATIONERY STORES,1094.91,136937
MODGPC136938,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,888.53,136938
MODGPC136939,22-Feb-16,Books/Periodicals/Newspapers, BOOKS/PERIODICALS/NEWSPAPERS,688.32,136939
MODGPC136940,22-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,3920.51,136940
MODGPC136941,21-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,760,136941
MODGPC136942,21-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,760,136942
MODGPC136943,22-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,613.08,136943
MODGPC136944,22-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,613.08,136944
MODGPC136945,22-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,2303.09,136945
MODGPC136946,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,1681.16,136946
MODGPC136947,22-Feb-16,Discount Stores, DISCOUNT STORES,902.89,136947
MODGPC136948,22-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,876,136948
MODGPC136949,22-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,584,136949
MODGPC136950,22-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,550,136950
MODGPC136951,22-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,5500,136951
MODGPC136952,21-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1355.98,136952
MODGPC136953,22-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,3121.2,136953
MODGPC136954,22-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,1192.03,136954
MODGPC136955,22-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,2926,136955
MODGPC136956,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,2964,136956
MODGPC136957,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,899.35,136957
MODGPC136958,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,5073,136958
MODGPC136959,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,4446,136959
MODGPC136960,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3944.47,136960
MODGPC136961,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,1140,136961
MODGPC136962,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,4446.72,136962
MODGPC136963,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3084.05,136963
MODGPC136964,22-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,5796,136964
MODGPC136965,19-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,989.27,136965
MODGPC136966,21-Feb-16,Hilton, HILTON,1207.51,136966
MODGPC136967,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,534,136967
MODGPC136968,22-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,4052,136968
MODGPC136969,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1338,136969
MODGPC136970,22-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,601.09,136970
MODGPC136971,22-Feb-16,Drapery & Upholstery Stores, DRAPERY & UPHOLSTERY STORES,1818.2,136971
MODGPC136972,22-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1106.4,136972
MODGPC136973,22-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,3374.7,136973
MODGPC136974,22-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,6220.88,136974
MODGPC136975,22-Feb-16,Marinas," MARINAS, SERVICE & SUPPLY",680.4,136975
MODGPC136976,22-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,1000,136976
MODGPC136977,22-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,595.91,136977
MODGPC136978,22-Feb-16,Professional Services - Def, PROFESSIONAL SERVICES - DEF,1246.8,136978
MODGPC136979,22-Feb-16,Towneplace Suites, TOWNEPLACE SUITES,503.3,136979
MODGPC136980,22-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,912.45,136980
MODGPC136981,22-Feb-16,Catalog Merchant, CATALOG MERCHANT,762,136981
MODGPC136982,22-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,10233,136982
MODGPC136983,22-Feb-16,Mgmt/Consult/Public Rel Ser, MGMT/CONSULT/PUBLIC REL SER,746.4,136983
MODGPC136984,22-Feb-16,Mgmt/Consult/Public Rel Ser, MGMT/CONSULT/PUBLIC REL SER,936,136984
MODGPC136985,22-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,40932,136985
MODGPC136986,22-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,9300,136986
MODGPC136987,22-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,514.72,136987
MODGPC136988,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,500,136988
MODGPC136989,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,500,136989
MODGPC136990,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,500,136990
MODGPC136991,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,500,136991
MODGPC136992,22-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,1028.43,136992
MODGPC136993,22-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,525.84,136993
MODGPC136994,22-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,1000,136994
MODGPC136995,22-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,1505.6,136995
MODGPC136996,19-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,708.84,136996
MODGPC136997,22-Feb-16,Misc Auto Dealers - Default, MISC AUTO DEALERS - DEFAULT,972,136997
MODGPC136998,22-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1437.6,136998
MODGPC136999,22-Feb-16,Accountants/Auditors/Bookpr, ACCOUNTANTS/AUDITORS/BOOKPR,1386,136999
MODGPC137000,22-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,2076,137000
MODGPC137001,22-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",704.01,137001
MODGPC137002,22-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,2332.94,137002
MODGPC137003,22-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,2424,137003
MODGPC137004,22-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,32484.24,137004
MODGPC137005,22-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1904.4,137005
MODGPC137006,22-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,952,137006
MODGPC137007,22-Feb-16,Steamship/Cruise Lines, CRUISE LINES,1242.56,137007
MODGPC137008,22-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,529,137008
MODGPC137009,22-Feb-16,Drapery & Upholstery Stores, DRAPERY & UPHOLSTERY STORES,2084.07,137009
MODGPC137010,20-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,825.88,137010
MODGPC137011,22-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,3600,137011
MODGPC137012,22-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,2295,137012
MODGPC137013,22-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,4638,137013
MODGPC137014,22-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,926.55,137014
MODGPC137015,19-Feb-16,Motor Vehicle Supply/New Parts, MOTOR VEHICLE SUPPLY/NEW PARTS,6270,137015
MODGPC137016,18-Feb-16,Stationery Stores, STATIONERY STORES,874.18,137016
MODGPC137017,18-Feb-16,Electronics Sales, ELECTRONICS STORES,691.71,137017
MODGPC137018,19-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,1460,137018
MODGPC137019,19-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,2173.8,137019
MODGPC137020,21-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,870.8,137020
MODGPC137021,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,593.22,137021
MODGPC137022,20-Feb-16,Marriott, MARRIOTT,913.86,137022
MODGPC137023,18-Feb-16,Cable/Pay Tv Services, CABLE/PAY TV SERVICES,2745.72,137023
MODGPC137024,18-Feb-16,Cable/Pay Tv Services, CABLE/PAY TV SERVICES,3360,137024
MODGPC137025,19-Feb-16,Courier Services, COURIER SERVICES,7338.66,137025
MODGPC137026,20-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,696.92,137026
MODGPC137027,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,6956.87,137027
MODGPC137028,17-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,6956.87,137028
MODGPC137029,19-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",824,137029
MODGPC137030,19-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,7375,137030
MODGPC137031,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,2373.39,137031
MODGPC137032,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1623.78,137032
MODGPC137033,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,8248.29,137033
MODGPC137034,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,9835.69,137034
MODGPC137035,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,4615.14,137035
MODGPC137036,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,5682.24,137036
MODGPC137037,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,3454.89,137037
MODGPC137038,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,4615.14,137038
MODGPC137039,19-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,8530.34,137039
MODGPC137040,19-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,1584,137040
MODGPC137041,19-Feb-16,Luggage/Leather Stores, LUGGAGE/LEATHER STORES,2304,137041
MODGPC137042,19-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,11797.2,137042
MODGPC137043,19-Feb-16,Postage Stamps, POSTAGE STAMPS,919.09,137043
MODGPC137044,19-Feb-16,Electronics Sales, ELECTRONICS STORES,1496.05,137044
MODGPC137045,19-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,505.86,137045
MODGPC137046,19-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,1147.05,137046
MODGPC137047,19-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,607.14,137047
MODGPC137048,19-Feb-16,Steamship/Cruise Lines, CRUISE LINES,1276.58,137048
MODGPC137049,19-Feb-16,Schools - Default, SCHOOLS - DEFAULT,1588.8,137049
MODGPC137050,19-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,1815,137050
MODGPC137051,19-Feb-16,Continuity/Subscription Mercht, CONTINUITY/SUBSCRIPTION MERCHT,3980,137051
MODGPC137052,19-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,875,137052
MODGPC137053,17-Feb-16,Schools - Default, SCHOOLS - DEFAULT,597.5,137053
MODGPC137054,19-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1114,137054
MODGPC137055,19-Feb-16,Correspondence Schools, CORRESPONDENCE SCHOOLS,529.02,137055
MODGPC137056,19-Feb-16,Books/Periodicals/Newspapers, BOOKS/PERIODICALS/NEWSPAPERS,1245,137056
MODGPC137057,19-Feb-16,Transportation Svcs - Default, TRANSPORTATION SVCS - DEFAULT,500,137057
MODGPC137058,19-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,2439.08,137058
MODGPC137059,18-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,1378.89,137059
MODGPC137060,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1433.79,137060
MODGPC137061,20-Feb-16,Amusement/Rec Serv - Def, RECREATION SERVICES,13458.66,137061
MODGPC137062,20-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,2261.29,137062
MODGPC137063,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1190,137063
MODGPC137064,20-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1265.75,137064
MODGPC137065,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1265.75,137065
MODGPC137066,19-Feb-16,Ramada Inn, RAMADA INN,1168.02,137066
MODGPC137067,20-Feb-16,Delta Hotel, DELTA HOTEL,1428.65,137067
MODGPC137068,21-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1265.75,137068
MODGPC137069,21-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,2549.14,137069
MODGPC137070,20-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1349.53,137070
MODGPC137071,20-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,780.9,137071
MODGPC137072,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,582.01,137072
MODGPC137073,21-Feb-16,Hilton International, HILTON INTERNATIONAL,951.32,137073
MODGPC137074,19-Feb-16,Buying/Shopping Services, BUYING/SHOPPING SERVICES,1329.9,137074
MODGPC137075,20-Feb-16,Sheraton, SHERATON,947.18,137075
MODGPC137076,18-Feb-16,Children/Infants Wear Store, CHILDREN/INFANTS WEAR STORES,25543.97,137076
MODGPC137077,19-Feb-16,Books/Periodicals/Newspapers, BOOKS/PERIODICALS/NEWSPAPERS,962.86,137077
MODGPC137078,19-Feb-16,Discount Stores, DISCOUNT STORES,584.97,137078
MODGPC137079,19-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,2516.85,137079
MODGPC137080,19-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,2874,137080
MODGPC137081,20-Feb-16,Fairfield Inn, FAIRFIELD INN,6787.11,137081
MODGPC137082,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,900,137082
MODGPC137083,19-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,1188,137083
MODGPC137084,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,740,137084
MODGPC137085,19-Feb-16,Ramada Inn, RAMADA INN,803.08,137085
MODGPC137086,19-Feb-16,Steamship/Cruise Lines, CRUISE LINES,2499.8,137086
MODGPC137087,19-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,4680,137087
MODGPC137088,19-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,1070.3,137088
MODGPC137089,19-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,1070.3,137089
MODGPC137090,19-Feb-16,Office/Photo Equipment, OFFICE/PHOTO EQUIPMENT,4920,137090
MODGPC137091,19-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,914.98,137091
MODGPC137092,19-Feb-16,Hardware Stores, HARDWARE STORES,768,137092
MODGPC137093,19-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3004.56,137093
MODGPC137094,19-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,628.96,137094
MODGPC137095,19-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,4500,137095
MODGPC137096,21-Feb-16,Amusement Parks/Circus, AMUSEMENT PARKS/CIRCUS,512.6,137096
MODGPC137097,19-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,1367.32,137097
MODGPC137098,19-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,625,137098
MODGPC137099,19-Feb-16,Bars/Taverns/Lounges/Discos, BARS/TAVERNS/LOUNGES/DISCOS,640,137099
MODGPC137100,19-Feb-16,Taxicabs/Limousines, TAXICABS/LIMOUSINES,4110,137100
MODGPC137101,19-Feb-16,British Awys, BRITISH AIRWAYS,514.25,137101
MODGPC137102,19-Feb-16,Paint," PAINT, VARNISHES & SUPPLIES",1671.6,137102
MODGPC137103,21-Feb-16,Transportation Svcs - Default, TRANSPORTATION SVCS - DEFAULT,7028.11,137103
MODGPC137104,19-Feb-16,Steamship/Cruise Lines, CRUISE LINES,1276.58,137104
MODGPC137105,16-Feb-16,Book Stores, BOOK STORES,741,137105
MODGPC137106,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4462.48,137106
MODGPC137107,19-Feb-16,Steamship/Cruise Lines, CRUISE LINES,556.6,137107
MODGPC137108,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,867.25,137108
MODGPC137109,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1554.8,137109
MODGPC137110,19-Feb-16,Computer Network/Info Svcs, COMPUTER NETWORK/INFO SVCS,1575,137110
MODGPC137111,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,1461.15,137111
MODGPC137112,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,728.49,137112
MODGPC137113,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,1461.15,137113
MODGPC137114,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,12987.97,137114
MODGPC137115,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,728.49,137115
MODGPC137116,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,1461.15,137116
MODGPC137117,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,1569.38,137117
MODGPC137118,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,728.49,137118
MODGPC137119,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,728.49,137119
MODGPC137120,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,728.49,137120
MODGPC137121,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,1569.38,137121
MODGPC137122,19-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,800,137122
MODGPC137123,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,1515.26,137123
MODGPC137124,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,728.49,137124
MODGPC137125,19-Feb-16,Thistle Hotels, CANDLEWOOD SUITES,1569.38,137125
MODGPC137126,19-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,575.3,137126
MODGPC137127,20-Feb-16,News Dealers/Newsstands, NEWS DEALERS/NEWSSTANDS,1213.3,137127
MODGPC137128,20-Feb-16,News Dealers/Newsstands, NEWS DEALERS/NEWSSTANDS,1191.26,137128
MODGPC137129,18-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,610,137129
MODGPC137130,19-Feb-16,Book Stores, BOOK STORES,2099.74,137130
MODGPC137131,19-Feb-16,Book Stores, BOOK STORES,1319.84,137131
MODGPC137132,21-Feb-16,Cable/Pay Tv Services, CABLE/PAY TV SERVICES,2085.85,137132
MODGPC137133,19-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4000,137133
MODGPC137134,20-Feb-16,Marriott, MARRIOTT,1158.15,137134
MODGPC137135,21-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2132.75,137135
