Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2016975800,"5,247.14"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2016975800,"2,231.03"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"2,946.90"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"3,187.19"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"2,390.42"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"23,311.89"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"6,371.97"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"40,294.03"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016975800,"3,051.18"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016975800,"7,266.86"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016975800,"1,138.11"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016975800,"1,147.39"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2016975800,"1,243.62"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2016975800,"1,033.27"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2016975800,"1,824.19"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2016975800,"7,245.56"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2016975800,"2,549.75"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"3,585.63"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2016975800,"192,158.36"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2016975800,"2,549.75"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2016975800,"2,135.45"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2016975800,"1,479.91"
Department for Work and Pensions,Jobcentre Plus,06/09/2010,TEMPORARY (TEMP) STAFF COSTS, STRATEGY AND PLANNING,CAPITA RESOURCING LIMITED,2016975800,"5,736.94"
Department for Work and Pensions,Jobcentre Plus,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,ISD PROGRAMMES,CAPITA RESOURCING LIMITED,2016975800,"2,466.33"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,N SELECT,2016978794,"16,156.25"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,N SELECT,2016978794,"7,444.80"
Department for Work and Pensions,Corporate,06/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,N SELECT,2016978794,"4,700.00"
Department for Work and Pensions,Corporate,07/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,FIRST WESSEX HOUSING GROUP,2016984752,"36,656.47"
Department for Work and Pensions,Corporate,07/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,SAND RESOURCES LTD,2016990143,"12,830.40"
Department for Work and Pensions,Corporate,07/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,SAND RESOURCES LTD,2016990143,"14,981.11"
Department for Work and Pensions,"Pension, Disability Carers Services",13/09/2010,TEMPORARY (TEMP) STAFF COSTS,PDCS CORE,CLUB 24 LTD T/A VENTURA,2017074942,"721,127.86"
Department for Work and Pensions,Corporate,13/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,LA INTERNATIONAL,2017078894,"14,582.40"
Department for Work and Pensions,Corporate,13/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,LA INTERNATIONAL,2017078894,"8,103.51"
Department for Work and Pensions,Corporate,13/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,LA INTERNATIONAL,2017078894,"5,287.50"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CADENCE PARTNERSHIP LLP,2017083785,"7,108.75"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CADENCE PARTNERSHIP LLP,2017083785,"48,797.75"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017083790,"3,384.39"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017083790,"1,446.31"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2017083790,"51,141.78"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2017083790,"4,054.63"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CAPITA RESOURCING LIMITED,2017083790,"13,513.68"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2017083790,"2,868.47"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2017083790,"2,231.03"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017083790,"6,253.48"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017083790,"3,187.19"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017083790,"2,151.38"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017083790,"5,195.15"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017083790,"53,941.46"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017083790,"3,051.18"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017083790,"6,023.84"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017083790,"1,138.11"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017083790,"1,147.39"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017083790,"3,607.34"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017083790,"1,033.27"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017083790,"2,659.33"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2017083790,"16,389.25"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017083790,"3,585.63"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017083790,"138,823.89"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2017083790,"1,921.90"
Department for Work and Pensions,Corporate,14/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2017083790,"1,183.93"
Department for Work and Pensions,"Pension, Disability Carers Services",14/09/2010,TEMPORARY (TEMP) STAFF COSTS,PDCS CHANGE ,CAPITA RESOURCING LIMITED,2017083790,"6,310.69"
Department for Work and Pensions,Jobcentre Plus,14/09/2010,TEMPORARY (TEMP) STAFF COSTS, STRATEGY AND PLANNING,CAPITA RESOURCING LIMITED,2017083790,"2,868.47"
Department for Work and Pensions,Corporate,16/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,SPECIALIST COMPUTER CENTRES PLC,2017174064,"9,251.07"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017175185,"3,066.87"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017175185,"2,369.56"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017175185,"1,157.05"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2017175185,"45,715.82"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2017175185,"2,736.28"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2017175185,"4,054.63"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CAPITA RESOURCING LIMITED,2017175185,"7,649.25"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"2,039.80"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2017175185,469.15
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2017175185,"1,561.73"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"1,529.85"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"2,549.75"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"14,514.34"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"6,371.97"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"55,779.50"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017175185,"6,807.91"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017175185,569.05
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017175185,"3,289.59"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017175185,"1,915.94"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017175185,881.72
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017175185,"1,178.88"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2017175185,"9,286.88"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2017175185,"2,549.75"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2017175185,"11,066.74"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"2,868.50"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017175185,"208,511.07"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2017175185,"1,708.36"
Department for Work and Pensions,Corporate,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2017175185,"1,183.93"
Department for Work and Pensions,"Pension, Disability Carers Services",17/09/2010,TEMPORARY (TEMP) STAFF COSTS,PDCS CHANGE ,CAPITA RESOURCING LIMITED,2017175185,"2,524.28"
Department for Work and Pensions,Jobcentre Plus,17/09/2010,TEMPORARY (TEMP) STAFF COSTS, STRATEGY AND PLANNING,CAPITA RESOURCING LIMITED,2017175185,"2,294.78"
Department for Work and Pensions,Jobcentre Plus,17/09/2010,TEMPORARY (TEMP) STAFF COSTS,ISD PROGRAMMES,CAPITA RESOURCING LIMITED,2017175185,"2,432.25"
Department for Work and Pensions,Corporate,21/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CENTRAL OFFICE OF INFORMATION,2017189874,"35,028.04"
Department for Work and Pensions,Corporate,21/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,SAND RESOURCES LTD,2017198137,"10,129.26"
Department for Work and Pensions,Corporate,21/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,SAND RESOURCES LTD,2017198137,"25,250.70"
Department for Work and Pensions,Corporate,21/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,SAND RESOURCES LTD,2017198137,"4,591.90"
Department for Work and Pensions,Corporate,21/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,SAND RESOURCES LTD,2017198137,"4,396.10"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017275498,"1,690.33"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017275498,"1,446.31"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG ,CAPITA RESOURCING LIMITED,2017275498,656.83
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2017275498,"62,103.08"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,CAPITA RESOURCING LIMITED,2017275498,"4,054.63"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,CAPITA RESOURCING LIMITED,2017275498,"9,306.59"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"2,549.75"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2017275498,"4,589.55"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHANGE MANAGEMENT DIRECTORATE,CAPITA RESOURCING LIMITED,2017275498,"2,231.03"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"8,132.85"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"3,187.19"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"4,302.76"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"5,832.59"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"104,827.38"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017275498,"6,533.82"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017275498,"1,138.11"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,Corporate and Support Services,CAPITA RESOURCING LIMITED,2017275498,"2,349.71"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017275498,"2,363.72"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,LSPG,CAPITA RESOURCING LIMITED,2017275498,"1,553.56"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2017275498,"9,026.81"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,SHARED SERVICES ,CAPITA RESOURCING LIMITED,2017275498,"3,405.15"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"3,585.63"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,CORPORATE IT,CAPITA RESOURCING LIMITED,2017275498,"197,851.12"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2017275498,"2,135.45"
Department for Work and Pensions,Corporate,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,WWG,CAPITA RESOURCING LIMITED,2017275498,"1,479.91"
Department for Work and Pensions,"Pension, Disability Carers Services",23/09/2010,TEMPORARY (TEMP) STAFF COSTS,PDCS CHANGE ,CAPITA RESOURCING LIMITED,2017275498,"2,524.28"
Department for Work and Pensions,Jobcentre Plus,23/09/2010,TEMPORARY (TEMP) STAFF COSTS, STRATEGY AND PLANNING,CAPITA RESOURCING LIMITED,2017275498,"2,868.47"
Department for Work and Pensions,Jobcentre Plus,23/09/2010,TEMPORARY (TEMP) STAFF COSTS,ISD PROGRAMMES,CAPITA RESOURCING LIMITED,2017275498,"3,405.15"
Department for Work and Pensions,Jobcentre Plus,28/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,HM LAND REGISTRY,2017298891,"224,510.66"
Department for Work and Pensions,Corporate,28/09/2010,TEMPORARY (TEMP) STAFF COSTS,GROUP FINANCE,MANCHESTER CITY COUNCIL,2017301896,"36,895.59"
Department for Work and Pensions,"Pension, Disability Carers Services",29/09/2010,TEMPORARY (TEMP) STAFF COSTS,PDCS CORE,JP MORGAN COMMERCIAL CARDS,2017340603,111.46
Department for Work and Pensions,Jobcentre Plus,29/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,JP MORGAN COMMERCIAL CARDS,2017340603,362.98
Department for Work and Pensions,Jobcentre Plus,29/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,JP MORGAN COMMERCIAL CARDS,2017340603,173.37
Department for Work and Pensions,Jobcentre Plus,29/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,JP MORGAN COMMERCIAL CARDS,2017340603,166.15
Department for Work and Pensions,Jobcentre Plus,29/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,JP MORGAN COMMERCIAL CARDS,2017340603,108.10
Department for Work and Pensions,Jobcentre Plus,29/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,JP MORGAN COMMERCIAL CARDS,2017340603,228.45
Department for Work and Pensions,Jobcentre Plus,29/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,JP MORGAN COMMERCIAL CARDS,2017340603,270.75
Department for Work and Pensions,Corporate,30/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,AQUENT,2017382339,"26,241.04"
Department for Work and Pensions,Corporate,30/09/2010,TEMPORARY (TEMP) STAFF COSTS,DIRECTGOV ,AQUENT,2017382339,"33,499.25"
Department for Work and Pensions,Jobcentre Plus,30/09/2010,TEMPORARY (TEMP) STAFF COSTS,CHIEF OPERATING OFFICER,SHAW TRUST LTD,2017387889,750.71
Department for Work and Pensions,Corporate,01/09/2010,STAFF COSTS,Corporate and Support Services,GCS,588710,"32,486.85"
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,WWG ,ARNOLD CLARK,2016969078,225.69
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,WWG ,ARNOLD CLARK,2016969078,42.09
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,WWG ,ARNOLD CLARK,2016969078,243.47
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,47.92
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,67.50
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,59.56
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,84.17
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,315.64
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,123.11
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,87.10
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,303.74
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,607.01
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,97.25
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,22.50
Department for Work and Pensions,Corporate,03/09/2010,STAFF COSTS,EG,ARNOLD CLARK,2016969078,56.32
