Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,01/03/2012,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224794RI,79044.32,,DH - FM Contract Variable Operational Costs - 31st March 2012 (Re:PO:486947),Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224802RI,5012.69,,,Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224802RI,25063.45,,Skipton House - Ground Floor Entrance Door Heated Air Curtains,Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224799RI,59737.33,,"Skipton House - Computer Suite A/C Scheme, Ref:288964",Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224808RI,59812.32,,Skipton House - All Floors Toilet Risers - Vertical and Horizontal Foul Stack & Associated Urinal Pipework. Ref:0002,Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224809RI,72000,,Skipton House - To replace Existing Water Star Hot / Cold Water Dispensers with New Zip Hydrotap BC 100/125 System. Emcor Ref:0005,Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224814RI,87522.8,,"Richmond House - Ground Floor - Faith Rooms, Nursing Mothers Terrace - Long Spur, Ref:JDE307495",Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224812RI,91981.12,,"Richmond House - Ground Floor- Male and Female Toilet-Showers Terrace Works, Ref:JDE307494",Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224811RI,121390.75,,"Richmond House - Ground Floor - Well Being Areas 1 and 2, Ref:JDE307493",Admin,
Department of Health,Department of Health,01/03/2012,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224813RI,149802.71,,Richmond House - Emcor - Ground Floor Old EPD Area Refurbishment Ref:JDE307491,Admin,
Department of Health,Department of Health,01/03/2012,CIP Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00224801RI,240000,,Skipton House - Refurbish Inverted Roof. Proj.ref:J006801J00,Admin,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739705,701710.34,,Campaign to raise awareness of the signs and symptoms of Stroke,Programme,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739708,104480.89,,Mirror advertorial to support Change4Life alcohol campaign 6 Feb - 14 March ,Programme,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739694,22800,,Smokefree Website development,Programme,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739693,62850,,Smokefree homes and cars creative development,Programme,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739689,664244.82,,Bowel cancer campaign - TV advertising,Programme,
Department of Health,Department of Health,01/03/2012,Library services,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739682,76755.6,,Bowel cancer campaign- out of home advertising (GP TV screens and pharmacy bags),Programme,
Department of Health,Department of Health,01/03/2012,Library services,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739687,116999.77,,Bowel cancer campaign - magazine advertising,Programme,
Department of Health,Department of Health,01/03/2012,Library services,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739683,37657.44,,Bowel cancer campaign - pharmacy bag advertising,Programme,
Department of Health,Department of Health,01/03/2012,Library services,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739706,73071.2,,Bowel cancer campaign - bus advertising,Programme,
Department of Health,Department of Health,01/03/2012,Library services,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739707,66675.96,,Bowel cancer campaign - newspaper advertising,Programme,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739684,267805.25,,Bowel cancer campaign Radio media costs,Programme,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,DRAFTFCB LONDON LTD,SME,SW1V 1PX,9045000487,24850,,Health Visitor recruitment- creative work,Programme,
Department of Health,Department of Health,01/03/2012,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739286,166,,Campaign to raise awareness of NHS 111 service.  ,Programme,
Department of Health,Department of Health,01/03/2012,Library services,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739286,30562.92,,Campaign to raise awareness of NHS 111 service.  ,Programme,
Department of Health,Department of Health,01/03/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2498001-19-MAR-12,105132.9,,,Other,
Department of Health,Department of Health,01/03/2012,Contractor/Staff Substitution,NHS FINANCE PERFORMANCE & OPERATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,739680,59033,,Funding for the research and guidance publications programme 2011/12,Programme,
Department of Health,Department of Health,01/03/2012,Grants to non profit institutions (CUR),NHS Improvement and Efficiency,CENTRE FOR PUBLIC SCRUTINY LTD,VCS,SW1P 3HZ,ERS-454161-56141,100000,,2011-12 Centre for Public Scrutiny - project - on health scrutiny to support implementation of health reforms,Programme,
Department of Health,Department of Health,01/03/2012,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",INHEALTH LTD,LARGE,HP11 1JL,110,2401108.94,,Clinical services under D01 London contract,Programme,
Department of Health,Department of Health,01/03/2012,Radio communications,"PSF POLICY, STRATEGY & FINANCE",NORTH WEST AMBULANCE SERVICE NHS TRUST,PUBLIC,BL1 5DD,2083908,72348.22,,"DH Refund to NWAS, Disposal of legacy radio systems",Programme,
Department of Health,Department of Health,01/03/2012,Radio communications,"PSF POLICY, STRATEGY & FINANCE",NORTH WEST AMBULANCE SERVICE NHS TRUST,PUBLIC,BL1 5DD,2084524,86817.86,,"DH Refund to NWAS, Disposal of legacy radio systems",Programme,
Department of Health,Department of Health,01/03/2012,Outsourcing Contract,Research & Development,CAPGEMINI UK PLC,LARGE,GU21 6DB,2.60E+13,47311.2,,Research Capability Programme,Programme,
Department of Health,Department of Health,01/03/2012,Professional fees,SOCIAL CARE,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,12592633,30000,,The Information Centre - DOLs Omnibus publications costs for q4 (Jan-March) 210/2011 and the Annual Bulletin 2010/2011,Admin,
Department of Health,Department of Health,01/03/2012,Outsourcing Contract,WORKFORCE,NHS EMPLOYERS LTD,SME,SW1E 5DD,7922,285109,,"NHS Employers core contract payment, 4th qtr.",Programme,
Department of Health,Department of Health,01/03/2012,Outsourcing Contract,WORKFORCE,NHS EMPLOYERS LTD,SME,SW1E 5DD,7922,2735877.6,,NHS Employers contract 11/12,Programme,
Department of Health,Department of Health,01/03/2012,Admin Revenue Grant-in-Aid ENDPBs,Health Improvement & Protection,HUMAN TISSUE AUTHORITY (HTA),PUBLIC,SW1W 9SZ,NL/036,238500,,HTA (DH ALB) Drawdown Revenue for 2011/12,Admin,
Department of Health,Department of Health,01/03/2012,Policy Payments,Health Improvement & Protection,WIRRAL PCT,PUBLIC,CH44 5UF,10055626,25000,,Sub-regional Public Health Network (CHaMPS) )support to the DsPH and the RDPH on the transformation and transition of Public Health into Local Government. ,Admin,
Department of Health,Department of Health,01/03/2012,Staff Consultancy & Suppt,NHS Chief Information Officer,CAPGEMINI UK PLC,,,14481658,53409,,,,
Department of Health,Department of Health,01/03/2012,External Consultancy Fees,NHS Chief Information Officer,QI CONSULTING,,,14192699,319870.98,,,,
Department of Health,Department of Health,01/03/2012,External Consultancy Fees,NHS Chief Information Officer,QI CONSULTING,,,14291719,25110.79,,,,
Department of Health,Department of Health,01/03/2012,External Consultancy Fees,NHS Chief Information Officer,QI CONSULTING,,,14363028,278162.78,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Peacheys Catering services Ltd,,,NHS0212-935,49276.785,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Peacheys Catering services Ltd,,,NHS0212-936,58792.56,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Peacheys Catering services Ltd,,,NHS0212-881,90361.96,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Peacheys Catering services Ltd,,,NHS0212-938,38950.86,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Peacheys Catering services Ltd,,,NHS0212-845,25572.47,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Peacheys Catering services Ltd,,,NHS0212-886,84449.98,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Total Produce Plc,,,DUR0212,37946.36,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,GW Price Ltd,,,790423,44945.3,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,GW Price Ltd,,,790422,34884.15,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,GW Price Ltd,,,790430,28700.82,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,GW Price Ltd,,,790418,38372.38,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,GW Price Ltd,,,790426,29011.76,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Total Produce Plc,,,H12020129885,31609.54,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Total Produce Plc,,,H12020129916,30292.73,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Total Produce Plc,,,H12020129937,30609.45,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Pioneer Food Services Ltd,,,1,45233.85,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Total Produce Plc,,,W12020129352,36994.57,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Total Produce Plc,,,B12020129865,29743.27,,,,
Department of Health,Department of Health,01/03/2012,School Fruit & Vegetable Scheme,Health Improvement & Protection,Total Produce Plc,,,B12020129933,32691.26,,,,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,"ASHTON, LEIGH & WIGAN PCT",PUBLIC,WN1 1AH,HAFS-12347,30048000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BARKING AND DAGENHAM PCT,PUBLIC,IG11 8EY,HAFS-12348,27250000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BARNET PCT,PUBLIC,NW9 6QQ,HAFS-12349,33000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BARNSLEY PCT,PUBLIC,S70 3RD,HAFS-12350,40000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BASSETLAW PCT,PUBLIC,NG21 0ER,HAFS-12351,24000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BATH & NORTH EAST SOMERSET PCT,PUBLIC,BA2 5RP,HAFS-12352,29962000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BEDFORDSHIRE PCT,PUBLIC,MK40 2AW,HAFS-12353,38500000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BERKSHIRE EAST PCT,PUBLIC,RG30 2BA,HAFS-12354,54000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BERKSHIRE WEST PCT,PUBLIC,RG30 2BA,HAFS-12355,78157000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BEXLEY CARE TRUST,PUBLIC,DA5 2BW,HAFS-12356,27500000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BIRMINGHAM EAST AND NORTH PCT,PUBLIC,B7 4WE,HAFS-12357,81000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BLACKBURN AND DARWEN TEACHING CARE TRUST PLUS,PUBLIC,BB1 2EE,HAFS-12358,22000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BLACKPOOL PCT,PUBLIC,PR4 3AL,HAFS-12359,31744000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BOLTON PCT,PUBLIC,B11 1PP,HAFS-12360,39960000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BOURNEMOUTH & POOLE PCT,PUBLIC,BH12 5AG,HAFS-12361,46500000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BRADFORD AND AIREDALE PCT,PUBLIC,WF3 1WE,HAFS-12362,87500000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BRENT TEACHING PCT,PUBLIC,HA0 4UZ,HAFS-12363,45000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BRIGHTON & HOVE CITY TEACHING PCT,PUBLIC,WF3 1WE,HAFS-12364,29459000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BRISTOL PCT,PUBLIC,BS2 8EE,HAFS-12365,58000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BROMLEY PCT,PUBLIC,WF3 1WE,HAFS-12366,51250000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BUCKINGHAMSHIRE PCT,PUBLIC,HP19 8ET,HAFS-12367,60000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,BURY PCT,PUBLIC,BL9 0EN,HAFS-12368,24000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CALDERDALE PCT,PUBLIC,WF3 1WE,HAFS-12369,32000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,HAFS-12370,64000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CAMDEN PCT,PUBLIC,NW1 0PE,HAFS-12371,70000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CENTRAL & EASTERN CHESHIRE PCT,PUBLIC,CW5 5QU,HAFS-12372,53523000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CENTRAL LANCASHIRE PCT,PUBLIC,PR26 6TR,HAFS-12373,74000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CITY AND HACKNEY TEACHING PCT,PUBLIC,E1 1RD,HAFS-12374,69000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CORNWALL & ISLES OF SCILLY PCT,PUBLIC,PL25 5AS,HAFS-12375,65900000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,COUNTY DURHAM PCT,PUBLIC,DL14 6WA,HAFS-12376,87451000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,HAFS-12377,39000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CROYDON PCT,PUBLIC,CR0 6SR,HAFS-12378,57100000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,CUMBRIA PCT,PUBLIC,CA2 7HX,HAFS-12379,58000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,DARLINGTON PCT,PUBLIC,DL14 6WA,HAFS-12380,13226000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,DERBY CITY PCT,PUBLIC,WF3 1WE,HAFS-12381,45000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,DERBYSHIRE COUNTY PCT,PUBLIC,S41 7PF,HAFS-12382,99000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,DEVON PCT,PUBLIC,TQ12 4PH,HAFS-12383,89000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,DONCASTER PCT,PUBLIC,DN4 5DJ,HAFS-12384,41000000,,,Other,
Department of Health,Department of Health,01/03/2012,CASH FUNDING Rev Inside RAB,NHS FC,DORSET PCT,PUBLIC,DT2 9TB,HAFS-12385,42000000,,,Other,
