Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number,Amount
DFID,DFID,40515,Aid to civil society organisations / NGOs,Policy and Research Directorate,World Federation of Science Journalists (GBP),400131520,97868.13
DFID,DFID,40514,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD HSBC T,400131521,2000000
DFID,DFID,40514,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400131543,350000
DFID,DFID,40514,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400131547,50000000
DFID,DFID,40521,Aid to international organisations,International Relations Division,UNESCO (EURO),400131557,9019840.27
DFID,DFID,40514,Aid to international organisations,Asia Division,THE WORLD BANK (IBRD ACCOUNT),400131572,257880
DFID,DFID,40525,Aid to international organisations,International Relations Division,UNESCO (USD),400131587,5913979.59
DFID,DFID,40515,Aid to international organisations,Policy and Research Directorate,WHO (GENEVA),400131591,500000
DFID,DFID,40515,Aid to international organisations,East and Central Africa, UNHCR,400131598,2000000
DFID,DFID,40514,Aid to international organisations,East and Central Africa,IBRD HSBC T,400131600,250000
DFID,DFID,40515,Aid to civil society organisations / NGOs,East and Central Africa,AFRICAN MONITOR,400131608,34807
DFID,DFID,40514,Aid to international organisations,West and Southern Africa, UNICEF,400131615,2700000
DFID,DFID,40522,Technical & Advisory services,Policy and Research Directorate,INTER PRESS SERVICES AFRICA,400131616,35043
DFID,DFID,40521,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400131617,36658.59
DFID,DFID,40520,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400131618,229010
DFID,DFID,40520,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400131618,84854.3
DFID,DFID,40514,"Property Repairs, Maintenance & Alterations",East and Central Africa,FCO SERVICES,400131621,58143
DFID,DFID,40514,Aid to international organisations,International Relations Division,COMMONWEALTH OF LEARNING,400131623,1100000
DFID,DFID,40515,Medical & Health Supplies/Services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,8674.92
DFID,DFID,40515,Vehicle Running Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,82.02
DFID,DFID,40515,Storage & Distribution costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,18461.04
DFID,DFID,40515,Energy Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,159.45
DFID,DFID,40515,Accomodation costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,57
DFID,DFID,40515,Storage & Distribution costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,2375.13
DFID,DFID,40515,Communications,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,3358.34
DFID,DFID,40515,Vehicle Running Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,59.62
DFID,DFID,40515,"Property Repairs, Maintenance & Alterations",Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,228.87
DFID,DFID,40515,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,195
DFID,DFID,40515,Communications,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,13126.25
DFID,DFID,40515,"Printing, Stationary & Postage",Western Asia and Stabilisation Division,THE CROWN AGENTS,400131627,31.28
DFID,DFID,40520,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400131628,402173
DFID,DFID,40520,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400131628,46719
DFID,DFID,40519,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400131635,20750
DFID,DFID,40519,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400131635,15632.5
DFID,DFID,40515,Technical & Advisory services,International Relations Division,PKF (UK) LLP,400131636,192649.92
DFID,DFID,40515,Aid to civil society organisations / NGOs,Asia Division,DEVELOPMENT RESEARCH CENTRE,400131640,49250
DFID,DFID,40522,Technical & Advisory services,West and Southern Africa,KPMG ANGOLA & MOZAMBIQUE,400131642,32705
DFID,DFID,40522,Technical & Advisory services,West and Southern Africa,KPMG ANGOLA & MOZAMBIQUE,400131642,12184.91
DFID,DFID,40515,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TRANSPARENCY INTERNAT,400131650,224473.94
DFID,DFID,40515,Technical & Advisory services,West and Southern Africa,Ron Quist,400131651,44804.42
DFID,DFID,40515,Building Plant,West and Southern Africa,Genmec Limited,400131670,26590.46
DFID,DFID,40515,Aid to international organisations,Policy and Research Directorate,WorldFish Center (ICLARM) (GBP Account),400131733,305645
DFID,DFID,40515,Technical & Advisory services,West and Southern Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400131734,92752.42
DFID,DFID,40525,Direct Programme training / facilitation,Policy and Research Directorate,Interanalysis Limited,400131738,103577.9
DFID,DFID,40525,Direct Programme training / facilitation,Policy and Research Directorate,Interanalysis Limited,400131738,35440.31
DFID,DFID,40525,Direct Programme training / facilitation,Policy and Research Directorate,Interanalysis Limited,400131738,-3332.55
DFID,DFID,40515,Technical & Advisory services,Western Asia and Stabilisation Division,THIRD PARTY MONIES,400131746,41520.14
DFID,DFID,40515,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400131747,1345123
DFID,DFID,40515,Aid to civil society organisations / NGOs,Policy and Research Directorate,THE DEVELOPMENT STUDIES ASSOCIATION,400131757,83397.42
DFID,DFID,40515,Aid to international organisations,Policy and Research Directorate,ICRAF,400131761,418570
DFID,DFID,40515,Aid to civil society organisations / NGOs,Policy and Research Directorate,CARE INTERNATIONAL,400131765,1518750
DFID,DFID,40527,Aid to international organisations,Policy and Research Directorate,UNCCD (United Nations Convention to Combat Desertification),400131783,421367.38
DFID,DFID,40518,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WFP CONTRIBUTIONS UNIT,400131790,1500000
DFID,DFID,40515,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400131798,43483.8
DFID,DFID,40518,Aid to international organisations,Policy and Research Directorate,UNEP ENVIRONMENT FUND,400131807,500000
DFID,DFID,40515,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400131817,1290000
DFID,DFID,40515,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400131818,2000000
DFID,DFID,40518,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL MAIZE AND WHEAT IMPROVEMENT CENTER,400131820,1562500
DFID,DFID,40515,Aid to civil society organisations / NGOs,Asia Division,SAFERWORLD,400131821,79043
DFID,DFID,40515,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400131822,66650
DFID,DFID,40515,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400131822,87950
DFID,DFID,40518,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL MAIZE AND WHEAT IMPROVEMENT CENTER,400131823,597965
DFID,DFID,40515,Technical & Advisory services,East and Central Africa,DELTA PARTNERSHIP SOLUTIONS LTD,400131824,27663.46
DFID,DFID,40518,Aid to other bilateral donors,West and Southern Africa,DBSA 2,400131831,30000000
DFID,DFID,40515,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",UN RELIEF AND WORKS AGENCY,400131836,2000000
DFID,DFID,40518,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL FOUNDATION FOR SCIENCE,400131838,75000
DFID,DFID,40518,Aid to international organisations,Policy and Research Directorate,International Potato Center,400131841,445165
DFID,DFID,40518,Technical & Advisory services,Asia Division,CATALYST MANAGEMENT SERVICES PVT LTD,400131847,56471.7
DFID,DFID,40518,Aid to international organisations,Evaluation Department,IBRD HSBC T,400131900,450000
DFID,DFID,40520,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",University Of Oxford,400131902,172024.37
DFID,DFID,40518,Aid to international organisations,Policy and Research Directorate,GLOBAL FORUM ON AGRICULTURAL RESEARCH,400131904,260000
DFID,DFID,40518,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400131906,53392.53
DFID,DFID,40518,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400131907,43305.26
DFID,DFID,40518,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400131908,33198.47
DFID,DFID,40518,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",BBC WORLD SERVICE TRUST,400131910,1000000
DFID,DFID,40518,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",UNIVERSITY OF BIRMINGHAM,400131912,28236.74
DFID,DFID,40522,Aid to civil society organisations / NGOs,West and Southern Africa,Search for Common Ground (SFCG),400131913,29712.4
DFID,DFID,40518,Aid to civil society organisations / NGOs,Policy and Research Directorate,SCHOOL OF ORIENTAL & AFRICAN STUDIES,400131918,51536.65
DFID,DFID,40518,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,OXFAM,400131931,930862
DFID,DFID,40518,Aid to international organisations,International Finance Division,IBRD HSBC T,400131937,4800000
DFID,DFID,40519,Technical & Advisory services,Western Asia and Stabilisation Division,HLSP LIMITED,400132058,113001.53
DFID,DFID,40525,Technical & Advisory services,Western Asia and Stabilisation Division,HLSP LIMITED,400132068,66758.71
DFID,DFID,40521,Aid to other bilateral donors,West and Southern Africa,SIDA,400132081,150000
DFID,DFID,40519,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400132097,461946.11
DFID,DFID,40520,Accomodation costs,Human Resources Division,ROBSON ASSOCIATES,400132108,1311421
DFID,DFID,40520,Aid to international organisations,West and Southern Africa,IBRD HSBC T,400132205,8000000
DFID,DFID,40520,Aid to international organisations,West and Southern Africa, UNICEF,400132208,6000000
DFID,DFID,40521,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400132211,145192.04
DFID,DFID,40521,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400132211,4689.7
DFID,DFID,40520,Aid to civil society organisations / NGOs,Asia Division,SAVE THE CHILDREN,400132214,62851.24
DFID,DFID,40521,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400132215,7176.64
DFID,DFID,40521,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400132215,1654617.37
DFID,DFID,40520,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400132217,100000
DFID,DFID,40520,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400132221,567800
DFID,DFID,40520,Technical & Advisory services,Business Solutions Division Level,CAPITA  IT SERVICES,400132234,47151.55
DFID,DFID,40520,Hardware,Business Solutions Division Level,CAPITA  IT SERVICES,400132234,4460.7
DFID,DFID,40520,Hardware,Business Solutions Division Level,CAPITA  IT SERVICES,400132234,84255.24
DFID,DFID,40526,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",CARIBBEAN DEVELOPMENT BANK,400132236,3000000
DFID,DFID,40520,Aid to other bilateral donors,Asia Division,IBRD HSBC T,400132241,1000000
DFID,DFID,40521,Aid to civil society organisations / NGOs,Policy and Research Directorate,COMIC RELIEF,400132242,1750000
DFID,DFID,40521,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132243,4050000
DFID,DFID,40521,Technical & Advisory services,Central Department Division,THE CROWN AGENTS,400132247,36250
DFID,DFID,40520,Other Admin Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,705
DFID,DFID,40520,Medical & Health Supplies/Services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,3412.5
DFID,DFID,40520,Vehicle Running Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,608.16
DFID,DFID,40520,Energy Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,1101.83
DFID,DFID,40520,Accomodation costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,114
DFID,DFID,40520,Storage & Distribution costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,18359.38
DFID,DFID,40520,"Printing, Stationary & Postage",Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,124.06
DFID,DFID,40520,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,1421.19
DFID,DFID,40520,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,30.05
DFID,DFID,40520,Communications,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,54.94
DFID,DFID,40520,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,92.95
DFID,DFID,40520,"Property Repairs, Maintenance & Alterations",Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,412.6
DFID,DFID,40520,Medical & Health Supplies/Services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,29.95
DFID,DFID,40520,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,359.37
DFID,DFID,40520,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,12.4
DFID,DFID,40520,Accomodation costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,2851.42
DFID,DFID,40520,Vehicle Running Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,4574.28
DFID,DFID,40520,Communications,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,7225.52
DFID,DFID,40520,Vehicle Running Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,3144.89
DFID,DFID,40520,Medical & Health Supplies/Services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,5774.37
DFID,DFID,40520,"Property Repairs, Maintenance & Alterations",Western Asia and Stabilisation Division,THE CROWN AGENTS,400132250,376.47
DFID,DFID,40521,Aid to civil society organisations / NGOs,East and Central Africa,Aga Khan Foundation (Tanzania),400132251,174730.29
DFID,DFID,40522,Aid to other bilateral donors,West and Southern Africa,UNDP (UK),400132257,5800000
DFID,DFID,40525,Emergency / Humanitarian Assistance,East and Central Africa, UNHCR,400132262,2000000
DFID,DFID,40521,Aid to civil society organisations / NGOs,East and Central Africa,Tanzania Natural Resources Forum,400132263,59485.5
DFID,DFID,40521,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400132268,36820.63
DFID,DFID,40521,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400132270,35943.29
DFID,DFID,40521,Aid to international organisations,East and Central Africa,TRADEMARK EAST AFRICA,400132272,750000
DFID,DFID,40521,Aid to civil society organisations / NGOs,East and Central Africa,FINANCIAL SECTOR DEEPENING,400132303,2016763
DFID,DFID,40521,Aid to international organisations,International Relations Division,UNIFEM ( UNDP ),400132315,520000
DFID,DFID,40521,Aid to international organisations,East and Central Africa,IBRD (HSBC)  C/O THE WORLD BANK,400132317,5000000
DFID,DFID,40521,Aid to international organisations,West and Southern Africa,The World Bank (Tanzania),400132318,1000000
DFID,DFID,40521,Emergency / Humanitarian Assistance,East and Central Africa, UNICEF,400132322,500000
DFID,DFID,40525,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400132328,50729.18
DFID,DFID,40526,Aid to partner government,East and Central Africa,IBRD HSBC T,400132334,60000000
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,2461.7
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,47.8
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,14076
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,2485.6
DFID,DFID,40526,Legal costs,Finance and Corporate Performance Division,THE CROWN AGENTS,400132407,764.8
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,11250
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,48525
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,870.67
DFID,DFID,40526,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400132407,35.79
DFID,DFID,40522,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400132423,29583.43
DFID,DFID,40522,Aid to civil society organisations / NGOs,West and Southern Africa,ALAFA,400132486,485490
DFID,DFID,40522,Aid to other bilateral donors,East and Central Africa,TRADEMARK EAST AFRICA,400132619,1300000
DFID,DFID,40522,Aid to international organisations,West and Southern Africa,World Food  Programme,400132627,1000000
DFID,DFID,40521,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD (HSBC)  C/O THE WORLD BANK,400132631,1000000
DFID,DFID,40525,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400132633,74761.84
DFID,DFID,40525,Aid to international organisations,Policy and Research Directorate,UNEP ENVIRONMENT FUND,400132637,500000
DFID,DFID,40521,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400132638,335614.53
DFID,DFID,40521,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400132650,605000
DFID,DFID,40521,Aid to international organisations,Asia Division,IBRD HSBC T,400132653,270000
DFID,DFID,40521,Aid to civil society organisations / NGOs,Asia Division,CHRISTIAN AID,400132667,173110
DFID,DFID,40522,Technical & Advisory services,Asia Division,UNIVERSITY OF WOLVERHAMPTON,400132669,143773.92
DFID,DFID,40522,Technical & Advisory services,Western Asia and Stabilisation Division,THIRD PARTY MONIES,400132734,37148.78
DFID,DFID,40522,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD (HSBC)  C/O THE WORLD BANK,400132741,325000
DFID,DFID,40522,Aid to international organisations,West and Southern Africa,UNOPS (ACCESS SUPPORT TEAM PROJECT),400132747,1090165
DFID,DFID,40527,Aid to other bilateral donors,Policy and Research Directorate,Swiss Agency for Development and Cooperation (Division East & Southern Africa),400132765,330000
DFID,DFID,40526,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ACTIONAID UK,400132768,113750
DFID,DFID,40522,Aid to civil society organisations / NGOs,Asia Division,OXFAM,400132769,34033
DFID,DFID,40527,Aid to civil society organisations / NGOs,Asia Division,HOPE INTERNATIONAL DEVELOPMENT AGENCY,400132774,255048.49
DFID,DFID,40527,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400132791,48572
DFID,DFID,40533,Shared Services,Western Asia and Stabilisation Division,FCO RECOVERIES UNIT,400132792,4074.24
DFID,DFID,40525,Aid to international organisations,Policy and Research Directorate,The World  Bank IBRD,400132803,31596.61
DFID,DFID,40522,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Stephanie Murray,400132804,45591.86
DFID,DFID,40525,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Transparency International Berlin,400132807,27000
DFID,DFID,40522,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400132811,52578.38
DFID,DFID,40525,Aid to international organisations,Policy and Research Directorate,The World  Bank IBRD,400132815,31606.52
DFID,DFID,40525,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400132826,69135.88
DFID,DFID,40526,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Ministry of Foreign Affairs of the Republic of Finland,400132828,750000
DFID,DFID,40522,Aid to civil society organisations / NGOs,East and Central Africa,Development Media International,400132832,71580
DFID,DFID,40525,Aid to international organisations,East and Central Africa,WFP CONTRIBUTIONS UNIT,400132888,6000000
DFID,DFID,40526,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400132894,77710
DFID,DFID,40526,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400132894,1451391
DFID,DFID,40532,Aid to civil society organisations / NGOs,Asia Division,INTERNATIONAL RESCUE COMMITTEE UK,400132896,464318
DFID,DFID,40529,Emergency / Humanitarian Assistance,West and Southern Africa,UNDP MULTI-DONOR TRUST FUND OFFICE (USD) ACCOUNT,400132898,20000000
DFID,DFID,40525,Aid to international organisations,International Relations Division,BRITISH COUNCIL,400132900,1744676.96
DFID,DFID,40525,Aid to partner government,East and Central Africa,IBRD HSBC T,400132905,10000000
DFID,DFID,40526,Aid to civil society organisations / NGOs,Asia Division,Manusher Jonno Foundation,400132919,1950000
DFID,DFID,40528,Aid to civil society organisations / NGOs,West and Southern Africa,INSTITUTE OF ECONOMICS AND SOCIAL STUDIES,400132922,31236.94
DFID,DFID,40525,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS ACCOUNT,400132928,340000
DFID,DFID,40526,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400132933,43085
DFID,DFID,40526,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400132933,278842
DFID,DFID,40526,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400132937,143023.44
DFID,DFID,40525,Research & Development,Policy and Research Directorate,University Of Sussex,400132939,55808.9
DFID,DFID,40528,Staff training & Conferences,Policy and Research Directorate,DE VERE VENUES,400132948,52514.46
DFID,DFID,40525,Aid to international organisations,International Relations Division,BRITISH COUNCIL,400132949,707636.26
DFID,DFID,40526,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400132951,18572.54
DFID,DFID,40526,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400132951,39354.35
DFID,DFID,40525,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400132953,110058.37
DFID,DFID,40526,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400132957,48391.75
DFID,DFID,40526,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400132957,1403.36
DFID,DFID,40525,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",UN OCHA,400132959,500000
DFID,DFID,40526,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400132964,372359.34
DFID,DFID,40526,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400132964,227093.16
DFID,DFID,40527,Technical & Advisory services,West and Southern Africa,THE WORLD BANK (IBRD ACCOUNT),400132965,91872
DFID,DFID,40525,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400132966,362781.75
DFID,DFID,40526,Aid to civil society organisations / NGOs,West and Southern Africa,African Security Sector Network (ASSN),400132971,249329.32
DFID,DFID,40525,Aid to international organisations,West and Southern Africa,IBRD HSBC T,400132974,100000
DFID,DFID,40526,Technical & Advisory services,Policy and Research Directorate,CAB INTERNATIONAL,400132981,52713.89
DFID,DFID,40525,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400132990,31666.82
DFID,DFID,40527,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400132992,794998
DFID,DFID,40526,Technical & Advisory services,West and Southern Africa,DAI EUROPE LIMITED,400132994,178850.52
DFID,DFID,40525,Aid to international organisations,West and Southern Africa, UNICEF,400132995,5000000
DFID,DFID,40527,Technical & Advisory services,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400132997,379483.44
DFID,DFID,40525,Aid to civil society organisations / NGOs,Policy and Research Directorate,KPMG DEVELOPMENT SERVICE,400132998,509179.79
DFID,DFID,40525,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400133000,47547.25
DFID,DFID,40525,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400133001,328367.74
DFID,DFID,40525,Aid to civil society organisations / NGOs,Policy and Research Directorate,GLOBE INTERNATIONAL,400133002,91240
DFID,DFID,40527,Aid to civil society organisations / NGOs,West and Southern Africa,EGPAF,400133003,184478.36
DFID,DFID,40527,Technical & Advisory services,West and Southern Africa,ABT ASSOCIATES INC,400133004,1313041.52
DFID,DFID,40526,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400133005,250000
DFID,DFID,40525,Technical & Advisory services,Asia Division,Harewelle International Limited.,400133007,96350.28
DFID,DFID,40525,Aid to civil society organisations / NGOs,Asia Division,Harewelle International Limited.,400133007,71858.2
DFID,DFID,40525,Technical & Advisory services,Policy and Research Directorate,WRENmedia,400133010,23841.48
DFID,DFID,40526,Research & Development,Policy and Research Directorate,ECONOMIC & SOCIAL REASEARCH COUNCIL,400133011,480000
DFID,DFID,40526,Research & Development,Policy and Research Directorate,ECONOMIC & SOCIAL REASEARCH COUNCIL,400133011,20000
DFID,DFID,40525,Technical & Advisory services,Asia Division,TRIBAL HELM CORPORATION LTD,400133012,193889.01
DFID,DFID,40525,Aid to other bilateral donors,Policy and Research Directorate,MET OFFICE,400133015,261375
DFID,DFID,40525,Technical & Advisory services,Asia Division,TRIBAL HELM CORPORATION LTD,400133018,155413.36
DFID,DFID,40525,Technical & Advisory services,Business Solutions Division Level,MICROSOFT LTD,400133021,32720
DFID,DFID,40525,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400133023,564127.56
DFID,DFID,40526,Accomodation costs,West and Southern Africa,KOIZA INTERNATIONAL LTD,400133024,19738.77
