Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,01/04/2014,Research and Development (VAT recoverable),ERG CONTESTABLE POLICY FUND,DWP,3000046811,25000,Matched funding for the Contestable Policy Fund ,FY45ES,Government Department,Admin
Cabinet Office,CABINET OFFICE,01/04/2014,RESOURCE GRANTS PRIVATE SECTOR,SKILLS STRATEGY DEVELOPMENT,NAVCA,3000046824,25190,Series of events to share learning from Transforming Local Infrastructure ,S14QL,SME,Grants
Cabinet Office,CABINET OFFICE,01/04/2014,TELECOM RENTALS,TELEPHONE SERVICES,VODAFONE LTD,3000046901,26707.04,Mobile phone provision,MK35JP,Large,Admin
Cabinet Office,CABINET OFFICE,01/04/2014,ADDITIONS AUC - IT SW,ERTP ERO DIGITAL,CLEARVISION LTD,3000046859,29872.8,Digital service costs for Individual Electoral Registration,SO32 2AH,SME,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,PUBLICITY ADVERTISING MEDIA,GREAT CAMPAIGN PROGRAMME,LONDON & PARTNERS LTD,3000046848,30000,GREAT Campaign,SE12RR,Large,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,Research and Development (VAT recoverable),ERG CONTESTABLE POLICY FUND,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,3000046925,30859.8,Matched funding for the Contestable Policy Fund  ,HP24XN,Government Department,Admin
Cabinet Office,CABINET OFFICE,01/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000046863,35552.4,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,RESOURCE GRANTS PRIVATE SECTOR,SOCIAL OUTCOMES FUND,ITS ALL ABOUT ME SCHEME LLP,3000046892,40000,Support work related to the registration and placement of hard to place children with adoptive families,ERS W23EN,Large,Grants
Cabinet Office,CABINET OFFICE,01/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000046928,47840.36,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,RESOURCE GRANTS PRIVATE SECTOR,CENTRE FOR SOCIAL ACTION,SCHOOL FOR SOCIAL ENTREPRENEURS,3000046823,50000,Strategic Partners Transition Programme grant ,ERS E29PF,SME,Grants
Cabinet Office,CABINET OFFICE,01/04/2014,GRANT FUND MANAGEMENT,OCS NATIONAL CITIZEN SERVICE,DEPARTMENT FOR EDUCATION,3000046830,63000,Associated costs related to the transfer of Youth Policy work from DfE to the Cabinet Office ,NE981YX,Government Department,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,RESOURCE GRANTS TO NDPB'S,OPEN DATA PROGRAMME,NATIONAL ARCHIVES,3000046858,75000,Support costs for the release of data not currently available in open reusable format,TW94DU,Large,Grants
Cabinet Office,CABINET OFFICE,01/04/2014,RESOURCE GRANTS PRIVATE SECTOR,SKILLS STRATEGY DEVELOPMENT,NATIONAL COUNCIL FOR VOLUNTARY ORGANISATIONS,3000046838,78026,Grant to cover the commercial skills master classes for the voluntary sector ,N19RL,Large,Grants
Cabinet Office,CABINET OFFICE,01/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,OPEN DATA PROGRAMME,LEEDS CITY COUNCIL,3000046914,100000,Technical support for the release of data not currently available in open reusable format,ERS LS11UR,Large,Grants
Cabinet Office,CABINET OFFICE,01/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PUBLISHING PLATFORM TECHNOLOGY,CREATIVE CHOICE CIC,3000046891,112320,Payment for interim IT specialists,KT12SZ,SME,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,TELECOM RENTALS,CCS RESILIENT TELECOMMUNICATIONS,BT GLOBAL SERVICES.,3000046816,283089,High Integrity Telecomms System project costs,DH981BT,Large,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,RESOURCE GRANTS PRIVATE SECTOR,OPEN DATA PROGRAMME,OPEN KNOWLEDGE FOUNDATION,3000046857,295000,Technical support cost for the release of data not currently available in open reusable format,ERS CB40WS,SME,Grants
Cabinet Office,CABINET OFFICE,01/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000046927,312066.14,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,01/04/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,EXPERIAN LTD,3000046835,967261,Identity Assurance Programme software development,NG801ZZ,Large,Programme
Cabinet Office,CABINET OFFICE,02/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,ERG CHIEF OPERATING OFFICER'S PRIVATE OFFICE,CAPITA RESOURCING LTD,3000046990,25388.24,Interim commercial specialists required to build capability in the Crown Commercial Service ,DL19HN,Large,Admin
Cabinet Office,CABINET OFFICE,02/04/2014,CONSULTANCY SERVICES  'NOT' RECOVERABLE,DEVOLUTION TEAM,ENGINE PARTNERS UK LLP,3000046976,28810.72,Communications support,W1W7RT,Large,Admin
Cabinet Office,CABINET OFFICE,02/04/2014,"FURNITURE, FIXTURES & FITTINGS (NON-PRIME)",GDS BUSINESS AND OFFICE COSTS,BOUYGUES E&S FM UK LTD,3000046987,33027.16,Estate services ,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,02/04/2014,ADDITIONS IT HARDWARE,CERT,SPECIALIST COMPUTER CENTRES PLC,3000046989,36860.46,"IT hardware to support the formation of CERT UK, which is a key component of the UK’s cyber security strategy. This will protect UK businesses by facilitating the sharing of information on cyber threats in real time using a secure virtual ‘collaboration environment’.  ",WA37PS,Large,Programme
Cabinet Office,CABINET OFFICE,02/04/2014,GRANT FUND MANAGEMENT,TECHNICAL ASSISTANCE,SOCIAL INVESTMENT BUSINESS,3000047019,57000,Administration of the Investment and Contract Readiness Fund ,ERS WC1H8AG,SME,Grants
Cabinet Office,CABINET OFFICE,02/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000046991,58588.24,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,02/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000046990,65980.03,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,02/04/2014,RESOURCE GRANTS TO NDPB'S,LEGAL ADVICE FUND,BIG LOTTERY ADVICE SERVICES TRANSITION FUND,3000046970,73728,Advice Services Transition Fund grant,ERS NE14BE,Large,Grants
Cabinet Office,CABINET OFFICE,02/04/2014,FM CONTRACT VARIABLE,TOTAL FM CONTRACT,BOUYGUES ENERGIES & SERVICES FM UK LTD,3000046982,86693.33,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,02/04/2014,RESOURCE GRANTS PRIVATE SECTOR,OPEN DATA PROGRAMME,THE HOUSING ASSOCIATIONS CHARITABLE TRUST HACT,3000046947,90000,Technical support for the release of data not currently available in open reusable format,ERS N16AH,Large,Grants
Cabinet Office,CABINET OFFICE,02/04/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,PARITY RESOURCES LTD,3000046936,94002.08,Technical services for the GDS Transformation Programme,EC2A3DR,SME,Programme
Cabinet Office,CABINET OFFICE,02/04/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,MYDEX DATA SERVICES,3000046934,446650,Identity Assurance Programme software development,G24JR,SME,Programme
Cabinet Office,CABINET OFFICE,02/04/2014,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,NEXT GENERATION HR COSTS,DWP,3000046998,1783109,Hosting services for G-Cloud,FY45ES,Government Department,Admin
Cabinet Office,CABINET OFFICE,03/04/2014,CONSULTANCY SERVICES  'NOT' RECOVERABLE,DEVOLUTION TEAM,ENGINE PARTNERS UK LLP,3000047056,26367.11,Communications support,W1W7RT,Large,Admin
Cabinet Office,CABINET OFFICE,03/04/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,LORD LIEUTENANT OF WEST YORKSHIRE,3000047075,29473.75,Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,LS236LP,Large,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,MERSEYSIDE LIEUTENANCY,3000047070,29643,Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,L693EN,Large,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,GREATER MANCHESTER LIEUTENANCY,3000047069,32309.25,Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,M154AX,Large,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,FM CONTRACT VARIABLE,PMO FACILITIES MANAGEMENT,BOUYGUES E&S FM UK LTD,3000047064,34105.29,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,03/04/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,WEST MIDLANDS LIEUTENANCY,3000047074,38398.25,Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,B920JL,Large,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA BUSINESS SERVICES LTD,3000047049,49107.14,Payment for interim IT specialists,SL6 1DP,Large,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,MANAGEMENT CONFERENCES,TECHNICAL ASSISTANCE,REWIRED STATE LTD,3000047051,51276,"Delivery of ‘hackathon’ weekend where data scientists, programmers, designers and user experience experts come together.to work on a single data challenge ",E182AN,SME,Grants
Cabinet Office,CABINET OFFICE,03/04/2014,GRANT IN AID CIVIL SERVICE BOD,CIVIL SERVICE WELFARE,CIVIL SERVICE RETIREMENT FELLOWSHIP,1000987,52901,Civil Service Retirement Fellowship grant,ERS SE108DA,Large,Grants
Cabinet Office,CABINET OFFICE,03/04/2014,INSIGNIA COSTS,HONOURS AND DIGNITIES,TREASURER TO THE QUEEN,1000985,68244,Central Chancery charges for administration of Honours,SW1A1AA-1,Government Department,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,ADDITIONS AUC - IT SW,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,SPECIALIST COMPUTER CENTRE PLC,3000047108,82414.08,Design and development work required for the delivery of changes to allow local authority Electoral Management Systems to interface with the new Individual Electoral Digital Service to handle the additional data,B112LE,Large,Programme
Cabinet Office,Crown Commercial Service,03/04/2014,Public Sector Govt e-Marketplace Test System Access,E Commerce,Procserve Shared Services Ltd,PINDOH 38261,100000,Govt e-Marketplace system access test,SW1E 5RS,Large,Admin
Cabinet Office,CABINET OFFICE,03/04/2014,Research and Development (VAT recoverable),GDS TRANSFORMATION,DMS CUSTOM INSTALL LTD,3000047048,125637.35,Development of GDS user testing lab,RG412PQ,SME,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,GRANT IN AID CIVIL SERVICE BOD,CIVIL SERVICE WELFARE,CHARITY FOR CIVIL SERVANTS,1000986,175000,Civil Service Benevolent Fund grant,SM38DY,Large,Grants
Cabinet Office,CABINET OFFICE,03/04/2014,SECURITY AND CUSTODY SERVICES,GOVERNMENT SECURITY ZONE,METROPOLITAN POLICE AUTHORITY,3000047083,252500,Funding to Met Police Whitehall Incident Management Centre,SW61TR,Large,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,SUNNINGDALE PARK PFI CHARGE,NSG TRANSITION COSTS,DE VERE VENUES LTD,3000047058,286939.92,PFI Service Charge,SL50QE,Large,Admin
Cabinet Office,CABINET OFFICE,03/04/2014,GRANT IN AID CIVIL SERVICE BOD,CIVIL SERVICE WELFARE,CIVIL SERVICE SPORTS COUNCIL,1000988,592000,Civil Service Sports Council grant, HP135HW,Large,Grants
Cabinet Office,CABINET OFFICE,03/04/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,POST OFFICE LTD,3000047042,1212833,Identity Assurance Programme software development,BL49XX,Large,Programme
Cabinet Office,CABINET OFFICE,03/04/2014,CAPITAL GRANTS PRIV SEC - CDEL,COMMUNITY FIRST,COMMUNITY DEVELOPMENT FOUNDATION,1000989,2047837,Neighbourhood Matched Fund grant ,EC1V2PT,Large,Grants
Cabinet Office,CABINET OFFICE,04/04/2014,ADDITIONSAUC F/H RES CONSULTANCY (FEES) VAT REC,70 WHITEHALL,BOUYGUES ENERGIES & SERVICES FM UK LTD,3000047122,28800,Facilities Management Services ,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,04/04/2014,Research and Development (VAT recoverable),ELECTIONS AND DEMOCRACY DIVISION,LAW COMMISSION,3000047117,31250,                                                                              Contribution to Law Commission project on simplifying electoral law,SW1H9AG,Government Department,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,GRAMPIAN VALUATION JOINT BOARD,3000047135,42006,Payment to local authorities to fund the implementation of Individual Electoral Registration ,IV301BX,Large,Grants
Cabinet Office,CABINET OFFICE,04/04/2014,FM CONTRACT FMP,TOTAL FM CONTRACT,GOVERNMENT PROCUREMENT SERVICE,3000047132,42389.74,Facilities Management Services ,L39PP,Government Department,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,RESOURCE GRANTS PRIVATE SECTOR,SP CHARITABLE GIVING,INSTITUTE OF FUNDRAISING,3000047145,45834,Subsidised training opportunities for small charities.,SW8 1UD,SME,Grants
Cabinet Office,CABINET OFFICE,04/04/2014,SECURITY AND CUSTODY SERVICES,FEM MISC,BOUYGUES E&S FM UK LTD,3000047124,55559.9,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,ADDITIONS - F&FS,ESTATE CONSOLIDATION,BOUYGUES E&S FM UK LTD,3000047124,56212.25,Estate services ,BN11HG,Large,Admin
,CIVIL SERVICE COMMISSIONERS,04/04/2014,STAFF RELATED COSTS,LEVESON INQUIRY,GATENBY SANDERSON,3000047127,65351.26,Advertising costs incurred by the Commissioner for Public Appointments related to the independent process to appoint the Chair of the Board of the Recognition Panel established under the Royal Charter on the self regulation of the press ,EC2A2AW,SME,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,Research and Development (VAT recoverable),ERG MAJOR PROJECTS LEADERSHIP ACADEMY,OXFORD SAID BUSINESS SCHOOL LTD,3000047141,71313.5,Departmental Workshop at the Major Projects Leadership Academy,OX15NY,SME,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,FM CONTRACT VARIABLE,10 VICTORIA STREET,BOUYGUES E&S FM UK LTD,3000047124,86452.9,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,ADDITIONSAUC F/H NON RES BLDGS,70 WHITEHALL,BOUYGUES E&S FM UK LTD,3000047124,97410,Facilities Management Services ,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,04/04/2014,FM CONTRACT VARIABLE,REFERBISHMENT 1 HORSEGUARDS ROAD,BOUYGUES E&S FM UK LTD,3000047124,101801.76,Estate services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,FM CONTRACT VARIABLE,ESTATE CONSOLIDATION,BOUYGUES E&S FM UK LTD,3000047124,134400,Estate services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,FM CONTRACT VARIABLE,SUSTAINABILITY DEVELOPMENT COSTS,BOUYGUES E&S FM UK LTD,3000047124,156000,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,ADDITIONSAUC F/H RES CONSULTANCY (FEES) VAT REC,70 WHITEHALL,BOUYGUES E&S FM UK LTD,3000047124,157400,Facilities Management Services ,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,04/04/2014,AUC LH NON RES BUILDINGS,ESTATE CONSOLIDATION,BOUYGUES E&S FM UK LTD,3000047124,611035.43,Estate services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,04/04/2014,ADDITIONSAUC F/H RES CONSULTANCY (FEES) VAT REC,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000047124,622000,Facilities Management Services ,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,04/04/2014,ADDITIONSAUC F/H NON RES BLDGS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000047124,650293.2,Facilities Management Services,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,07/04/2014,ADDITIONSAUC F/H NON RES BLDGS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000047165,1099706.8,Facilities Management Services,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,FM CONTRACT FIXED COSTS,PMO FACILITIES MANAGEMENT,BOUYGUES E&S FM UK LTD,3000047248,25009.95,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,FM CONTRACT PROFITS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000047248,25205.64,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,GDS COMMUNICATIONS AND CREATIVE,KNOCK KNOCK PRODUCTIONS LTD,3000047219,27251.6,Video production services,E15LN,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,FM CONTRACT VARIABLE,ROSEBERY COURT FM CONTRACT,MITIE BUSINESS SERVICES LTD,3000047272,31233.82,Estate services ,SE12QG,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000047258,33536.4,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,READING ROOM LTD,3000047208,34955.4,GOV.UK website development services,W1D3JR,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,GCDA CONTRACT,RICOH UK LTD,3000047212,35598.02,Reprographic services,NN47YL,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,PUBLIC SERVICES NETWORK,LEEDS CITY COUNCIL,3000047193,37500,Payment to Leeds Council in line with the Memorandum of Understanding concerning its  adoption of and support for the Public Service Network Project ,ERS LS11UR,Large,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,STAFF TRAINING VAT RECOVERABLE,"COMMERCIAL, PROCUREMENT AND CONTRACT MANAGEMENT",CREATING THE FUTURE LTD,1000992,38000,Development of a series of senior team development workshops and provision of one on one coaching for members of the leadership team ,BN59RY,SME,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,GDS PERFORMANCE AND DELIVERY,EQUAL EXPERTS UK LTD,3000047237,44721.72,Management of Student Loan Company data to allow open access to information concerning the performance of SLC services ,WC1H9BB,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,FM CONTRACT FIXED COSTS,ADMIRALTY ARCH,BOUYGUES E&S FM UK LTD,3000047248,45145.63,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,OFFICE EQUIPMENT - CURRENT,ICT SERVICES,WHITEHALL TV SERVICES,3000047244,49566,Facilities Management Services,SE109LZ,SME,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,CERT,RISUAL LTD,3000047216,52250,"IT hardware to support the formation of CERT UK, which is a key component of the UK’s cyber security strategy. This will protect UK businesses by facilitating the sharing of information on cyber threats in real time using a secure virtual ‘collaboration environment’.  ",ST180WP,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,SKYSCAPE CLOUD SERVICES LTD,3000047284,57021.09,GOV.UK software development ,GU140LX,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,FM CONTRACT VARIABLE,TOTAL FM CONTRACT,BOUYGUES ENERGIES & SERVICES FM UK LTD,3000047242,59068.46,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,SERVICE PAYMENTS,DPM RESEARCH AND ANALYSIS,DEPARTMENT FOR EDUCATION,3000047276,60000,Social Mobility & Child Poverty Commission Funding,NE981YX,Government Department,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,PROFESSIONAL SERVICES NON VAT RECOVERABLE,DEVOLUTION TEAM,IPSOS MORI LTD,3000047223,65460,Market research on attitudes in Scotland towards Scottish independence,SE11FY-1,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,IS INFORMATION AND CAPABILITIES,CGI IT UK LTD,3000047271,70968,"IT hardware to support the formation of CERT UK, which is a key component of the UK’s cyber security strategy. This will protect UK businesses by facilitating the sharing of information on cyber threats in real time using a secure virtual ‘collaboration environment’.  ",TW184LG,SME,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,PUBLICITY ADVERTISING MEDIA,NATIONAL CITIZEN SERVICE,M4C,3000047192,98897.81,Publicity/Advertising/Media for the National Citizenship Service,WC1R4HQ,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUSINESS TECHNOLOGY,SKYSCAPE CLOUD SERVICES LTD,3000047284,103332.54,GOV.UK software development,GU140LX,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000047257,125953.38,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,CONSULTANTS VAT RECOVERABLE,ISSC2,ERNST & YOUNG LLP,3000047199,160549.65,"Support for the Independent Shared Service Centre 2 project, specifically transformation project management, service assurance and stakeholder management activities",SE17EU,Large,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,ICT SERVICE DELIVERY,HM TREASURY,3000047264,211540.28,IT systems cost,SW1A2HQ,Government Department,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,Research and Development (VAT recoverable),CST - OTHER CURRENT EXP,TNS UK LTD,3000047255,228637.63,"""Community Life"" survey cost ",W51UA,SME,Programme
Cabinet Office,CABINET OFFICE,08/04/2014,OTHER IS IT COSTS VAT RECOV,ICT PROJECTS,HM TREASURY,3000047264,251571,IT systems cost,SW1A2HQ,Government Department,Admin
Cabinet Office,CABINET OFFICE,08/04/2014,FM CONTRACT FIXED COSTS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000047248,535526.84,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,09/04/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,SKYSCAPE CLOUD SERVICES LTD,3000047320,47574.06,GOV.UK software development,GU140LX,SME,Programme
Cabinet Office,CABINET OFFICE,09/04/2014,SOFTWARE LEASE/LICENSE,PMO ICTS,BYTES SOFTWARE SERVICES,3000047307,108017.36,Microsoft Enterprise Agreement software licensing cost ,KT171TS,SME,Admin
Cabinet Office,CABINET OFFICE,09/04/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,THOUGHTWORKS LTD,3000047325,376202,Identity Assurance Programme software development ,USA,Large,Programme
Cabinet Office,CABINET OFFICE,10/04/2014,LEGAL ADVICE FROM TSOL,ELECTIONS AND DEMOCRACY DIVISION,TREASURY SOLICITOR TSOL,3000047381,25209.71,Legal services,E145LB,Government Department,Admin
Cabinet Office,CABINET OFFICE,10/04/2014,OTHER IS IT COSTS VAT RECOV,NSS CRISIS MANAGEMENT,PROBRAND LTD,3000047376,26711.3,IT hardware ,B13BP,SME,Admin
Cabinet Office,CABINET OFFICE,10/04/2014,ADDITIONS -AUC IT FEES NON VAT REC,ERTP ERO DIGITAL,GRAMPIAN VALUATION JOINT BOARD,3000047385,31726.52,Payment to local authorities fund the implementation of Individual Electoral Registration ,IV301BX,Large,Programme
Cabinet Office,CABINET OFFICE,10/04/2014,NON PRIME PROPERTY COSTS,OCS LOCAL INTELLIGENCE PROGRAMME TEAM,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,3000047370,42000,Estate services,NP108QQ,Government Department,Programme
Cabinet Office,CABINET OFFICE,10/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,ADVALUS LTD,3000047388,73602,"Project and programme management, business analysis and business case review and development for the Public Services Network",SN130RP,SME,Programme
Cabinet Office,CABINET OFFICE,10/04/2014,STAFF RELATED COSTS,ERG STRATEGY AND MANAGEMENT INFORMATION TEAM,ZENSAR TECHNOLOGIES UK LTD,3000047372,113760,Analysis and scoping of practical streamlining opportunities in departmental management information processes with the aim of reducing the reporting burden and enhancing decision making,SL11QE,SME,Admin
Cabinet Office,CABINET OFFICE,10/04/2014,RESOURCE GRANTS PRIVATE SECTOR,GDS ID ASSURANCE,OPEN IDENTITY EXCHANGE,2000472,200000,Open Identity Exchange grant ,USA,Large,Programme
Cabinet Office,CABINET OFFICE,11/04/2014,OTHER IS IT COSTS VAT RECOV,PMO ICTS,VODAFONE LTD,3000047414,30764.64,Secure intranet connection service costs ,MK35JP,Large,Admin
Cabinet Office,CABINET OFFICE,11/04/2014,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,SME CONTRACT MANAGMENT LEAD,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,3000047391,53840.01,Internal Audit charges,SW1E5DU,Government Department,Admin
Cabinet Office,CABINET OFFICE,11/04/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,GREATER LONDON LIEUTENANCY,3000047418,61081.75,Quarterly advance expense payments to Her Majesty's Lord Lieutenancy,SW1A2NP,Large,Programme
Cabinet Office,CABINET OFFICE,11/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000047392,72672.9,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,11/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000047393,140989.73,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HAMBLETON DISTRICT COUNCIL,3000047492,26170,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS DL62UU,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000047466,26761.66,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,RICHMONDSHIRE DISTRICT COUNCIL,3000047461,38124,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS DL104JE,Large,Grants
