Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number
Defra,Core Defra,19/03/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024134,"188,534.84",Costs associated with staff moves and the renevation of London properties - Nobel House - Emergency Operations Centre,BS32 4NH,,18128,EXITLOND,Asset,
Defra,Core Defra,19/03/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024133,"127,200.00",Costs associated with staff moves and renovation of Clyst House to facilitate the relocation of the Rural Payments Agency,BS32 4NH,,17990,B5510000,Asset,
Defra,Core Defra,19/03/2013,Capital LA Grant E,Policy Delivery DG,Tonbridge & Malling B C,120313,"150,000.00",2012-2013 Air Quality Grant,ME19 4LZ,,17965ZI,0,Asset,
Defra,Core Defra,19/03/2013,Clearing Scientific & Research,Policy Delivery DG,City Of London,120313,"95,500.00",Air Quality Grant City of London Corporation - March 2013,EC2P 2EJ,SME,17965ZH,0,Asset,
Defra,Core Defra,21/03/2013,Clearing Scientific & Research,Policy Delivery DG,"Aerodyne Research, Inc",200313,"157,150.37","Purchase, delivery and installation of a Foreign Aerosol Chemical Speciation Monitor ",,,,0,Asset,
Defra,Core Defra,25/03/2013,Estate Maintenance Admin,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024088,"181,332.90",Costs incurred for the undertaking of estates maintenance projects over multiple sites which have been invoiced for in February 2013.,BS32 4NH,,11256,0,Asset,
Defra,Core Defra,27/03/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5803130363,"95,355.40",Costs associated with the closure of Ergon House. March 2013 payment.,GU1 2LD,SME,FRW10040-00,B196P010,Asset,
Defra,Core Defra,27/03/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024136,"259,331.76",Refurbishment of Stirling House February 2013 payment.,BS32 4NH,,,EXITCLYS,Asset,
Defra,Core Defra,27/03/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5803130446,"30,544.18","Costs associated with the Closure of Ergon House - IT Service migration, reconfiguration, and decommissioning. March 2013 payment",GU1 2LD,SME,FRW10040-00,B196P010,Asset,
Defra,Core Defra,27/03/2013,Clearing Scientific & Research,Policy Delivery DG,Bureau Veritas UK Ltd,13004654,"31,242.00",2012-2013 Air Quality Evidence base - Non-Research and Development for the Automatic Urban & Rural Network. March 2013 payment,SE1 2TX,,10892,0,Asset,
Defra,Core Defra,01/03/2013,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens Kew,KEWGIA121213,"3,400,000.00",Grant in Aid 2012-2013 February payment,TW9 3AB,,17273,0,Expense,
Defra,Core Defra,01/03/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Cadence Partnership LLP,DEF1301003,"25,320.00","Commercial Management support contract, providing change advice, coaching and initiating work with the Strategic Alignment team to help to start up cross-network transformational change for period 1/11/12 - 1/02/13. February 2013 payment ",WC2N 5BW,SME,17463,0,Expense,
Defra,Core Defra,01/03/2013,Publications - Storage & Distribution (C),Chief Operating Officer DG,Iron Mountain (UK) Ltd,Z488623Z488640,"42,250.10",Records storage invoice January 2013,EH54 7DF,,10120,0,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Sac Commercial Ltd,10423921,"40,919.02",Detection of the presence of insects or other pests in prepared salad products.  January 2013 payment,EH9 3JG,,Exempt,SFFS0003,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,D S T L,MST005771,"28,870.00",Financial year 2012-2013 Defence Science and Technology Laboratory wider exposure routes report. February 2013 payment,PO6 3SX,,exempt,0,Expense,
Defra,Core Defra,01/03/2013,Current Grants E,Policy Delivery DG,University Of Reading,1.71212E+12,"41,246.75",Enhancing the Elephant Trade Information System to guide Convention on International Trade in Endangered Species policy.  December 2012 payment.,RG6 6AH,,,DARWINXX,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,BTO Services Limited,ACCS0203,"35,061.00",2012-2013 - Effects of woodland structure on woodland bird abundance February 2013 payment.,IP24 2PU,SME,WC0793/CR0485 exempt,0,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,UNEP-WCMC,1339,"29,141.00","2011-2014 Developing the UK biodiversity indicators, 2012-2013 payment.",CB3 0DL,SME,exempt,0,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments E,Policy Delivery DG,The National Trust,AR298731,"36,845.00",2012-2013 Holnicote Project ,BA14 0ZT,,Exempt,0,Expense,
Defra,Core Defra,01/03/2013,Market Research,Policy Delivery DG,A D A S UK Ltd,RIRP067436,"27,036.00","Horticultural Crop Data Collection, Ornamental Production and Mushroom Data.  February 2013 payment",WV9 5AP,,15966,0,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,RIRP067448,"56,274.15",2012-13 Minimising nitrous oxide intensities of arable crop products. February 2013 payment,WV9 5AP,,exempt,SFFS0005,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Brunel University,FI150706,"69,708.90",Lead Participant - Link project claim. January 2013 payment,UB8 3PH,,exempt,SFFS0003,Expense,
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,RIRP067451,"31,992.24","2010-2011 and 2012-2013 Reducing greenhouse gas emissions, nitrate pollution and lost productivity by fully automating nitrogen fertiliser management. February 2013 payment.",WV9 5AP,,exempt,SFFS0005,Expense,
Defra,Core Defra,05/03/2013,Gas,Chief Operating Officer DG,Corona Energy,7956452,"27,636.28",Defra Property Holding Costs - Gas for January - February 2013,WD17 1JW,,,B0870000,Expense,
Defra,Core Defra,05/03/2013,Water,Chief Operating Officer DG,Anglian Water,2.50113E+12,"48,234.84",Water Sewearage charges 27/7/12-25/1/13,PE29 3NZ,,,B0940000,Expense,
Defra,Core Defra,05/03/2013,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,203068,"38,032.60",Professional Management Services February 2013,EH3 9QG,,16148,DTZ00000,Expense,
Defra,Core Defra,05/03/2013,Civil service Pension Administration,Chief Operating Officer DG,Cabinet Office,250005759,"127,568.40",Pension Administration Charges 01/11/12-31/03/13,CF14 3UW,,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Overhead Incidental Expenses,Chief Operating Officer DG,Cabinet Office,250006550,"498,723.00",Civil Service Human Resources expert services for the year 2012-13 Expert Services are HR services provided to Defra by Civil Service HR (with the Cabinet Office as host) one service is Civil Service Learning,SW1A 2HQ,,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130411,"32,826.87",Websphere Process Choreographer Replacement.,GU1 2LD,SME,FRW10040-00,P12TR100,Expense,
Defra,Core Defra,05/03/2013,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130632,"30,215.41",Payment of milestones related to the development of a joint Environment Agency and Defra network,GU1 2LD,SME,FRW10040-00,P12ER010,Expense,
Defra,Core Defra,05/03/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130406,"54,350.83",Technology Refresh to remove NT4 and Windows 2000 operating systems. January 2013 payment,GU1 2LD,SME,FRW10040-00,P12TR180,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,Natural England,8000010936,"82,855.62",Legal charges incurrred in preparation of Project Milton ,YO1 7PX,,Exempt,BOLTFELL,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,Food Standards Agency,1701941,"53,871.60",Supervision of the Cleaning and Disinfection of Livestock vehicles 2012-13,YO1 2YX,,Exempt,MHS00946,Expense,
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Forest Of Dean District Council,270213,"44,000.00",2012-2013 Air Quality Grant,GL16 8HG,,17965D,0,Expense,
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,City Of Stoke On Trent,270213,"30,000.00",2012-2013 Air Quality Grant,ST4 4WH,SME,17965H,0,Expense,
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Portsmouth City Council,270213,"30,000.00",2012-2013 Air Quality Grant,PO1 2AR,,17965Q,0,Expense,
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,London Borough Of Haringey,270213,"40,000.00",2012-2013 Air Quality Grant,N22 7TR,,17965K,0,Expense,
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Chiltern District Council,270213,"30,000.00",2012-2013 Air Quality Grant,HP6 5AW,,17965N,0,Expense,
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Wakefield Metropolitan D C,270213,"45,000.00",2012-2013 Air Quality Grant,WF1 2TX,,17965W,0,Expense,
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,Kings College London,SINV1233686,"25,828.63",2012-2013 - Provision of the Air Quality Monitoring Automatic London Network ,WC2R 2LS,,,0,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6150832,"59,962.00",2012-2013 UK Ambient Air Quality Assessments February 2013 Payment,OX11 0QR,,Exempt,AQRDXXXX,Expense,
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,SKM Enviros,JW02771,"28,915.36",WasteDataFlow administration and management,CB3 6DP,,13908/3,0,Expense,
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,Food & Environment Research Agency,F0027500,"250,000.00",ObservaTree Feasibility Study,YO41 1LZ,,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,The National Forest Co,210213,"606,240.00",2012-2013 Grant in Aid payment ,DE12 6BA,SME,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,The Planning Inspectorate,1800000311,"26,929.45",2012-2013 Refund of charges incurred in the handling and determination of applications to the Secretary of State - Long Field Kent site.,HP2 4XN,,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Current Grants E,Policy Delivery DG,South Devon AONB Unit,190213,"128,651.00"," 2012-2013 Grant payment.
 ",TQ9 5NE,,exempt,0,Expense,
Defra,Core Defra,05/03/2013,Current Grants E,Policy Delivery DG,Dartmoor National Park Authority,DARTMOOR14313,"26,437.50",2012-2013 South West Protected Landscape Grant Payment,TQ13 9JQ,SME,17067,0,Expense,
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,Simon Christmas Ltd,150213,"27,500.00",Biodiversity segmentation scoping study,WC1N 3HZ,SME,Exempt WC1056,0,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Pond Conservation,114,"26,217.50",2012-2013 Biodiversity of ponds - developing and testing new approaches to data collection in the voluntary sector.,OX3 0BP,SME,exempt WC1043,0,Expense,
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAMAR13,"175,090,000.00",2012-2013 - Environmental Protection/Flood Grant in Aid,BS1 5AH,,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,Environment Agency,1150601,"42,093.76",2012-2013 Making Space for Water in the Upper Derwent Valley,PE2 8YD,,exempt,0,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1701940,"28,277.39",Service Level Agreement - February 2013 payment.,YO1 2YX,,Exempt,ABPO0001,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1701943,"37,091.18",2012-2013 Cattle Testing - Bovine Spongiform Encephalopathy  ,YO1 2YX,,Exempt,TSE001CA,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,16250,"194,787.15","2012-2013 Insect Pollinator Initiative
",SN2 1UH,,exempt,0,Expense,
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,Natural England,260213,"30,242,000.00",2012-2013 Grant in Aid ,YO1 7PX,,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,10313,"2,400,000.00",March 2013 Grant in Aid Payment,NE4 7YH,SME,exempt,0,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,10313,"250,000.00",2012-2013 London Support Grant Services - Inshore fisheries conservation.  March 2013 payment.,HP2 4XN,,Exempt,0,Expense,
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),"Strategy, Evidence and Customers DG",Health & Safety Laboratory,32885,"120,000.00",Development of a natural hazards impacts model to quantify the impacts from a range of hazardous natural elements,SK17 9JN,,,0,Expense,
Defra,Core Defra,06/03/2013,Current Transfers Abroad UK,Policy Delivery DG,Convention On Biological Diversity,BE012013,"50,000.00",Darwin Initiative UK Contribution towards International Biodiversitiy implementation of the Nagoya Protocol,H2Y 1N9,SME,,0,Expense,
Defra,Core Defra,07/03/2013,Business Rates,Chief Operating Officer DG,D T Z,DEFRA178,"877,792.67",Property Holding Costs related to Rents to Landlords and service charges and insurance.  February 2013.,B3 2ED,,,0,Expense,
Defra,Core Defra,07/03/2013,Oil,Chief Operating Officer DG,Corona Energy,7903262,"82,259.53",Defra Property Holding costs Gas - December 2012,WD17 1JW,,,B2810000,Expense,
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Pricewaterhouse Coopers,1353928480,"56,657.00",International Risk and Opportunities of Climate Change to the UK,WC2N 6NN,,Exempt,RESCOORD,Expense,
Defra,Core Defra,07/03/2013,Current Grants E,Policy Delivery DG,Nidderdale AONB,80213,"102,942.83",2012-2013 Area of Outstanding Natural Beauty - grant payment. ,HG1 2SG,,exempt,0,Expense,
Defra,Core Defra,07/03/2013,Other Current Payments E,Policy Delivery DG,Cornwall Council,98120669,"25,000.00",Japanese Knotweed project  February 2013 payment,TR1 3AY,,,0,Expense,
Defra,Core Defra,07/03/2013,Evidence Non R&D,Policy Delivery DG,R S P B,SLINV00023653,"32,384.40",2012-2013 Wild Bird Populations Indices.,SG19 2DL,,EV0148 Exempt,0,Expense,
Defra,Core Defra,07/03/2013,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Freshfields Bruckhaus Deringer,EUKFF134504,"157,364.68",Legal advice for the Thames Tideway Tunnel Project 1/4/12 - 31/3/13,EC4Y 1HS,,17831,0,Expense,
Defra,Core Defra,07/03/2013,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10700015477,"83,399.84",Framework Agreement for Thames Tunnel Commercial Consultancy February 2013.,M2 3EY,,16757,0,Expense,
Defra,Core Defra,07/03/2013,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10700015385,"49,694.40",Framework Agreement for Thames Tunnel Commercial Consultancy February 2013.,M2 3EY,,16757,0,Expense,
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of York,65175,"58,610.71",Inorganic Polymer Bio-composites  1 June 2012,YO10 5DD,,,0,Expense,
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of York,65174,"47,286.06",Inorganic Polymer Bio-composites 1 October - 31 December 2012,YO10 5DD,,,0,Expense,
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,RIRP067664,"84,465.00",2012 - 2013 Environmental and Nutritional Benefits of Bioethanol Co-Products February 2013 payment,WV9 5AP,,exempt,SFFS0006,Expense,
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Surrey,85004006,"100,000.00",Sustainable Lifestyles Research Group 2010-11 and 2011-12 payments.,GU2 7XH,,exempt,0,Expense,
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Surrey,85004004,"50,000.00",Economic and Social Research Councils contribution to the Sustainable Lifestyles Research Group,GU2 7XH,,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Estates IFM Contract Variation costs,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024171,"113,302.30",2009-2010 and 2010-2011 Variation and Final Charges due as determined by an audit.,BS32 4NH,,18310,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00023940,"107,066.02",Costs incurred for the Maintenance of Foot and Mouth burial sites January 2013.,BS32 4NH,,18374,0,Expense,
Defra,Core Defra,11/03/2013,Civil service Pension Administration,Chief Operating Officer DG,R C P S,6365,"35,577.46",Horticulture Research International Gross Staff Pension Scheme - Pension Payment January 2013,SN2 1UY,,16500,0,Expense,
Defra,Core Defra,11/03/2013,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5801131409,"43,092.26",Development of Standard Desktop Build January 2013 payment.,GU1 2LD,SME,FRW10040-00,P12TR150,Expense,
Defra,Core Defra,11/03/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5802131111,"59,046.04",Software refresh - Upgrade of AIX system,GU1 2LD,SME,FRW10040-00,P12TR020,Expense,
Defra,Core Defra,11/03/2013,Application Hosting 2 - Business Applications,Chief Operating Officer DG,IBM United Kingdom Ltd,5802131114,"72,821.38",2011-2013 Catchup charges to December 2012 for various IT infrastructure projects.,GU1 2LD,SME,FRW10040-00,CHO3BSP0,Expense,
Defra,Core Defra,11/03/2013,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00023939,"98,861.11",Maintenance estates costs incurred over multiple sites which have been invoiced for in January 2013,BS32 4NH,,18375,0,Expense,
Defra,Core Defra,11/03/2013,Training - Other External,Chief Operating Officer DG,H M Treasury,1.8E+13,"41,000.00",Project to increase the UK contingent of the permanent staff of the EU institution including re-launched European Fast Stream,SW1A 2HQ,,exempt,0,Expense,
Defra,Core Defra,11/03/2013,Business & Technical/Consultancy Assignments,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130702,"49,849.93",Application development costs for Kew onboarding.  January 2013 payment,GU1 2LD,SME,FRW10040-00,KEWONB11,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023736,"26,191.30",Wildlife Licensing 2012-13 ,KT15 3NB,SME,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022706,"411,011.47",Payments relating to disease investigation December 2012 charges.,YO1 7PX,SME,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022660,"149,315.30",Payments relating to disease investigation November 2012 charges.,YO1 7PX,SME,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023730,"288,175.61",Payments relating to disease investigation January 2013 charges,KT15 3NB,SME,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022664,"391,835.95",Payments relating to disease investigation November 2012 charges.,YO1 7PX,SME,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023726,"109,322.95",Payments relating to disease investigation January 2013 charges.,KT15 3NB,SME,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022702,"151,216.18",Payments relating to disease investigation December 2012 charges.,YO1 7PX,SME,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Payments to Agencies GB,Policy Delivery DG,Food & Environment Research Agency,ERS-513812-43073,"43,000.00",2011-2012 Memorandum of Understanding covering Wildlife Emerging Diseases,YO41 1LZ,,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,360768,"25,000.00",Campylobacter Strategy Workshop 2013,SN2 1UH,,exempt,0,Expense,
Defra,Core Defra,11/03/2013,Payments to Agencies GB,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023727,"499,765.72",2012-2013 Funding for Border Control,KT15 3NB,SME,exempt,0,Expense,
Defra,Core Defra,11/03/2013,Capital LA Grant E,Policy Delivery DG,Warrington Borough Council,50313,"35,000.00",2012-2013 Air Quality Grant,WA1 1BN,,,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,The Planning Inspectorate,1800000258,"97,474.04",2012-2013 Planning Inspectorate Casework Quarter 3 Charges.,BS1 6PN,,16627,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Ministry Of Justice,10RL110172,"25,000.00",2012-2013 Memorandum of Understanding with the Law Commission for Conservation Covenants - Quarter 4 payment,NP20 9FN,,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,40313,"3,000,000.00",Local Services Support Grant March 2013 payment,HP2 4XN,,exempt,0,Expense,
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023911,"243,250.00",2012-2013 Laboratory  Surveillance February 2013 payment.,KT15 3NB,SME,exempt,VLAL0001,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Department For Business Innovation & Skills,60113,"29,419.25",2011-2012 A longitudinal model for the spread of bovine tuberculosis  - Jointly funded project with Biotechnology and Biological Sciences Research Council,SW1H 0ET,,Exempt,0,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023733,"6,126,494.68",Payments for Tuberculosis Testing  January  2013,KT15 3NB,SME,Exempt,AHVLA001,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022667,"6,530,297.15",Payments for Tuberculosis Testing  November 2012.,YO1 7PX,SME,Exempt,AHVLA001,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023484,"217,436.89",Payments for Tuberculosis Testing  Slaughterhouse cases.  February 2013 payment,YO1 7PX,SME,Exempt,AHVLA001,Expense,
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022709,"4,395,523.78",Payments forTuberculosisTesting  December 2012,YO1 7PX,SME,Exempt,AHVLA001,Expense,
