Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number
Defra,NE,31/01/2013,Grants & contributions,"People, Landscape & Biodiversity",Middlesbrough Council,ERS-981737-42611,"34,505.92",Access to Nature Grant,TS1 9FW,,,,Local Authority,876553
Defra,NE,29/01/2013,Grants & contributions,"Science, Evidence & Advice",Natural Environ Research Council,62169,"25,000.00",Living with Environmental Change (LWEC) Partner subscription,SN2 1EU,,23569,,OGD,882542
Defra,NE,11/01/2013,Asset purchases,"People, Landscape & Biodiversity",Omnis Construction Ltd,1845,"29,838.36","Construction work at office, Brancaster Staithe",NR6 6HJ,SME,22568,,Supplier,881222
Defra,NE,17/01/2013,Travel & subsistence costs,Corporate Services,Redfern Travel Ltd,47848,"203,925.36",Monthly charge for rail travel costs,BD1 3AZ,SME,,,Supplier,
Defra,NE,07/01/2013,RBS purchases,Corporate Services,Royal Bank Of Scotland,NEDEC2012BILLA,"500,732.72",Monthly payment for Government Procurement Card expenditure,EC2M 4BA,,,,Supplier,
Defra,NE,23/01/2013,Grants & contributions,"People, Landscape & Biodiversity",RSPCA,ERS-981684-42597,"26,434.30",Access to Nature Grant,RH13 9RS,,,,Non Supplier,875684
Defra,NE,15/01/2013,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",T N S Uk Ltd,260116607,"95,160.00",The Monitor of Engagement with the Natural Environment (MENE) Survey ,W5 1UA,,24097,,Supplier,876261
Defra,NE,23/01/2013,Premises costs,Corporate Services,Tnt Uk Limited,1105643,"41,154.43",File retrieval and return,BL0 9AR,SME,21468,,Supplier,877140
Defra,NE,31/01/2013,Science & Evidence Studies,"People, Landscape & Biodiversity",University Of Exeter,GHA0106382,"42,000.00",Research into climate change refugia,EX4 4QJ,,24799,,Public Body,881285
Defra,JNCC,08/01/2013,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,NATURAL ENVIRONMENT RESEARCH COUNCIL,7416,"30,000.00",UK Butterfly Monitoring Scheme Year 2,SN2 1EU,Large,A10-0060-0368,100,Administration,
Defra,VMD,09/07/2012,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DTZ,60528,"76,898.72",Departmental recharge for Estates services,0,GOVN,,,ADMINISTRATION,
Defra,VMD,24/10/2012,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DTZ,61535,"83,169.93",Departmental recharge for Estates services,0,GOVN,,,ADMINISTRATION,
Defra,VMD,09/01/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,SCOTTISH EXECUTIVE,62224,"28,150.00",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,GOVN,,,ADMINISTRATION,
Defra,VMD,10/01/2013,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,62241,"201,255.04",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
Defra,VMD,11/01/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,AHVLA,62251,"109,976.00",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
Defra,VMD,15/01/2013,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DTZ,62304,"-76,898.72",Departmental recharge for Estates services,0,0,,,ADMINISTRATION,
Defra,VMD,15/01/2013,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DTZ,62303,"-83,169.93",Departmental recharge for Estates services,0,0,,,ADMINISTRATION,
Defra,VMD,18/01/2013,SHARED SERVICE CHARGES - LEGAL,CORE SERVICES,TSOL TREASURY SOLICITORS,62336,"26,028.75",Departmental recharge for Legal services,0,0,,,ADMINISTRATION,
Defra,Cefas,04/01/2013,VAT Settlement,Corporate,DEFRA RECEIPTS,20040550,"464,480.48",Quarter 2 12/13 VAT Payment,Y01 7PX,LARGE,,50013,VAT Settlement,
Defra,Cefas,08/01/2013,Charters,Fisheries,TECHNICAL UNIVERSITY OF DENMARK,20039904,"56,375.29",Participation in the acoustic survey in the Norwegian sea,,STAN,,MD003,Charters,
Defra,Cefas,10/01/2013,Assets Under Construction,Monitoring and Programme Management,DATAWELL BV,20040655,"67,416.41",Provision of oceanographic instruments,,STAN,,RV001,Assets Under Construction,
Defra,Cefas,18/01/2013,Expenditure in respect to VER and VES schemes,Corporate,DEFRA RECEIPTS,20040981,"363,625.41",Defra Agency Recharge,Y01 7PX,LARGE,,50015,Expenditure in respect to VER and VES schemes,
Defra,Cefas,18/01/2013,Assets Under Construction,Aquatic Health & Hygiene,BECKMAN COULTER UK LTD,20041023,"38,367.47",Ultracentrifuge,HP11 1JU,STAN,,66205,Assets Under Construction,
Defra,Cefas,18/01/2013,Software (including licences),Corporate,Rivo Software Limited,20040902,"21,250.00",Software (including licences),CV34 6UW,STANSME,,70000,Software (including licences),
Defra,Cefas,18/01/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20041003,"48,998.47","The Northe, Weymouth core services - 01/01/2013-31/01/2013",LS1 2ND,LARGE,,50100,Facilities Management,
Defra,Cefas,18/01/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20041002,"93,208.76",Fish Lab Lowestoft core services 01/01/2013-31/01/2013,LS1 2ND,LARGE,,50100,Facilities Management,
Defra,Cefas,23/01/2013,Assets Under Construction,Monitoring and Programme Management,OceanWaveS GmbH,20040971,"61,786.73","Software for Wave and Surface, current monitoring system for Cefas",,STANSME,,MPMBE,Assets Under Construction,
Defra,Cefas,25/01/2013,Facilities Management,Corporate,DEFRA RECEIPTS,20041263,"246,878.58",Facilities Management - Recharge of revenue - December 2012,Y01 7PX,LARGE,,70000,Facilities Management,
Defra,Cefas,25/01/2013,Vehicle Insurance,Corporate,WILLIS LTD,20041271,"22,308.00",Insurance 5/2/13-4/2/14,IP1 1TA,STAN,,70000,Vehicle Insurance,
Defra,Cefas,31/01/2013,Data Collection Services,Aquatic Health & Hygiene,UNIVERSITY OF BIRMINGHAM,20041269,"30,000.00",Research services,B15 2TT,STAN,,C5616,Data Collection Services,
Defra,Cefas,31/01/2013,Data Collection Services,Aquatic Health & Hygiene,UNIVERSITY OF BIRMINGHAM,20041270,"80,000.00",Database construction and bioinformatic analysis,B15 2TT,STAN,,C5616,Data Collection Services,
Defra,Cefas,31/01/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20041688,"48,998.47",Facilities management core services 01-28/02/2013,LS1 2ND,LARGE,,50100,Facilities Management,
Defra,Cefas,31/01/2013,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20041702,"93,208.76",Facilities management core services 01-28/02/2012,LS1 2ND,LARGE,,50100,Facilities Management,
Defra,Cefas,31/01/2013,Assets Under Construction,Monitoring and Programme Management,NORTEK UK,20041461,"38,892.00",Direct reading/self recording for Acoustic Surface Tracking system,GU30 7RG,STAN,,C5726,Assets Under Construction,
Defra,Cefas,31/01/2013,Charters,Monitoring and Programme Management,AFBI,20041474,"23,622.00",Servicing of Cefas buoys,BT9 5PX,STAN,,SLA28,Charters,
Defra,Cefas,31/01/2013,Assets Under Construction,Monitoring and Programme Management,CEFAS TECHNOLOGY LTD,20041223,"50,400.00",Water sampler,NR33 0HT,STAN,,RV001,Assets Under Construction,
Defra,RPA,28/01/2013,IT Outsourced Services,Service Management ,Accenture,3003203402,"279,091.22","Service Evolution III (broadband charges, upgrades and decommissioning work) January 2013",EC3M 3BD,No,64795 & 64296 & 64642 & 64716 & 64861 & 64439 & 64539,PPS03700 & SPSS0110 & SIP11000 & SIPRLR05 & SIP10000 & PPX11000,ADMIN,
Defra,RPA,09/01/2013,Downstream Access Mailing & Printing,Managed Document Services,Adare,IS1213961,"33,866.15",Postage - December 2012,HD8 9QQ,No,Various,MDSBCMS1 ,ADMIN,
Defra,RPA,16/01/2013,Downstream Access Mailing & Printing,Managed Document Services,Adare,IS1214023,"27,414.08",Data Services - Cross Compliance Mailing,HD8 9QQ,No,64708,MDSCRSC1,ADMIN,
Defra,RPA,30/01/2013,Downstream Access Mailing & Printing,Managed Document Services,Adare,IS1212810,"31,824.56",Downstream Accessing (DSA) - Week 5 - November 2012. ,HD8 9QQ,No,Various,MDSBCMS1 ,ADMIN,
Defra,RPA,17/01/2013,Contractor cost,Future Options Programe ,Amtec Consulting plc,21213,"27,324.00",Professional services Oct 2012,EC3V 3DG,No,63659,FOP01000 ,ADMIN,
Defra,RPA,30/01/2013,Vehicles - Lease Costs,Various,Arval,1047646,"56,887.78",Lease vehicle costs Jan 2013,SN5 6PE,No,Various,n/a,ADMIN,
Defra,RPA,09/01/2013,IT Outsourced Services,Service Management,Cable & Wireless,UK10/012013/8990,"53,846.39",Monthly service charges (Wide Area Network Managed Service 1st April 2012 to 31st March 2013),RG12 1XL,No,64133,COMS0130 ,ADMIN,
Defra,RPA,16/01/2013,Supplier Contractors,Chief Executive's Office,Deloitte & Touche,2410063106,"126,705.60",Support to Future Options Programme (FOP) (Common Agricultural Policy) Procurement and Planning 1st October 2012 to 31st March 2013.,MK9 1FD,No,64808,FOP01000,ADMIN,
Defra,RPA,23/01/2013,Supplier Contractors,Chief Executive's Office,Deloitte & Touche,2410063482,"30,624.00","For the Making Payments project, 4% (of Ł638,000) reward aligned to agreed deliverables.",MK9 1FD,No,64646,PPN11000,ADMIN,
Defra,RPA,25/01/2013,Supplier Contractors,Chief Executive's Office,Deloitte & Touche,2410062080,"643,104.00","For the Making Payments project, 84% (of Ł638,000) reward aligned to project delivery.",MK9 1FD,No,64646,PPN11000,ADMIN,
Defra,RPA,30/01/2013,Supplier Contractors,Chief Executive's Office,Deloitte & Touche,2410063642,"36,936.00",Professional services in support of the Finance workstream within the Common Agricultural Policy (CAP) delivery programme - 1st April 2012 to 30th September 2012,MK9 1FD,No,64373,n/a,ADMIN,
Defra,RPA,09/01/2013,IT Outsourced Services,Service Management,DSGi Business,11680801,"75,834.00",Yearly charge for Ultra Thin Client (UTC) Support from 01/04/12 - 31/03/2013 based on 3300 Devices at Ł21.65 per device per month.,BL9 7BJ,No,64069,OFFS0125,ADMIN,
Defra,RPA,14/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,36638,"149,942.56",Reading Facilities Management Core Services 01/04/12-31/07/12.,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,16/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,36471,"438,047.46",READING EXPENDITURE QUARTERLY IN ARREARS 01/04/2012 - 30/06/2012 EXCESS SERVICE CHARGE,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,28/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,39877,"33,629.84",EXETER ESTABLISHMENT COSTS & DEPRECIATION CHARGES,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,28/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,39903,"42,771.13",READING ESTABLISHMENT COSTS & DEPRECIATION CHARGES - 01/01/2013 - 31/01/13 ,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,28/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,40270,"30,251.82",CARLISLE FACILITIES MANAGEMENT CORE SERVICES 01/01/2013 - 31/01/13,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,28/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,40272,"31,255.97",NORTHALLERTON - FACILITIES MANAGEMENT CORE SERVICES 01/01/2013,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,28/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,40322,"47,558.59",WORKINGTON - FACILITIES MANAGEMENT CORE SERVICES 01/01/2013 - 31/01/13,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,28/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,40340,"29,594.91",READING - FACILITIES MANAGEMENT CORE SERVICES 01/01/2013 - 31/01/13,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,28/01/2013,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,40342,"25,300.97",NEWCASTLE - FACILITIES MANAGEMENT CORE SERVICES 01/01/2013 - 31/01/13,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,10/01/2013,Accommodation (UK),Corporate Communications,Expotel Hotel Reservations,845506,"27,684.21",HOTEL ACCOMODATION DEC'12,M22 4DJ,No,N/A,n/a,ADMIN,
Defra,RPA,24/01/2013,Meat Hygiene Services (MHS),British Cattle Movement Services,Food Standards Agency,1701798,"50,816.40",Cattle Passport Work October 2012,YO1 7PX,No,64437,n/a,ADMIN,
Defra,RPA,09/01/2013,IT Outsourced Services,Service Management,IBM,5812120509,"38,003.96",RPA Small Access Applications,B4 6AJ,No,64313,PPT02700,ADMIN,
Defra,RPA,16/01/2013,IT Outsourced Services,Service Management,IBM,5812120637,"26,270.76",Project Summary Re-Engineer Complaints and Appeals Handling,B4 6AJ,No,64717,SIP10000,ADMIN,
Defra,RPA,16/01/2013,Supplier Contractors,Geographic Information Services,Infotech Enterprises Europe,960000390,"129,565.56","Rural Land register (RLR), Geographical Information Services (GIS) Phase 7 for Sep - Nov 2012",WC1A 6RL,Yes,63631,n/a,ADMIN,
Defra,RPA,09/01/2013,ASSET CLEARING ACCOUNTS,SIP Admin,INSIGHT DIRECT (UK) LTD,1112903,"279,600.00",Master Data Management Solution. MultiVue Software License including Chroma and Prism,S9 2BU,No,64739,SIP02000,ADMIN,
Defra,RPA,28/01/2013,IT Licences,SIP Admin,INSIGHT DIRECT (UK) LTD,1112904,"119,160.00",1st Year Annual Support,S9 2BU,No,64740,SIP02000,ADMIN,
Defra,RPA,30/01/2013,Livestock & Meat Commission,Service Providers,LIVESTOCK & MEAT COMMISSION FOR N I,INV24940 ,"30,256.80",Scheme inspections and controls,BT28 2SL,Yes,64329,n/a,ADMIN,
Defra,RPA,14/01/2013,IT Licences,Service Management,Mouchel Management Consulting Ltd,90124063,"37,095.65",Complaint and Appeals Handling Database Project.,OL1 9LH,No,64567,SIP10000,ADMIN,
Defra,RPA,04/01/2013,UK Co\-ordinating Body,Travel (UK),National Audit Office,4296,"955,200.00",Certification of 2012 Annual Accounts by the National Audit Office,SW1W 9SP,No,64824,n/a,ADMIN,
Defra,RPA,30/01/2013,IT Outsourced Services,Strategy Propositions,ORC International,1212/082 ,"51,808.51",Customer Satisfaction Survey 2012/13 - 100 follow-up quantitative interviews - Farmers,EC1V 1NY,No,64477,n/a,ADMIN,
Defra,RPA,24/01/2013,Travel,All,Redfern Travel,048758,"68,016.93",Travel Costs for December 2012,BD1 3AE,Yes,N/A,n/a,ADMIN,
Defra,RPA,08/01/2013,Telecomms Service Charges,Admin Org-Service Management (Admin-Telecomms Service Charges-No Scheme Analysis-No Marketing Year-Vodafone-Spare-Spare,Reliance High Tech Ltd,NHS006279,"41,603.40",Lone Workers Proximity Locators,RG41 5RD,No,64766,n/a,ADMIN,
Defra,RPA,07/01/2013,Remote Sensing Fees,Planning & Modelling,Remote Sensing Applications,0632,"33,785.32",Rural Land register (RLR) - Remote Sensing 2012 - Variable Costs,SO24 0AA,No,64279,n/a,ADMIN,
Defra,RPA,18/01/2013,IT Outsourced Services,Programmes & Projects,Software AG (UK) Limited,1109003251,"199,296.00","Core Support, 4th Quarter, 2012 / 2013.",DE24 8HS,No,64221,CORS0210,ADMIN,
Defra,RPA,23/01/2013,IT Outsourced Services,Programmes & Projects,Software AG (UK) Limited,1109003241,"55,200.00","Professional Services, 4th Quarter, 2012 / 2013",DE24 8HS,No,64221,CORS0210,ADMIN,
Defra,RPA,18/01/2013,IT Outsourced Services,Service Management,Steria Limited,100042642,"554,034.00",Steria Contract for year ended 31st March 2013. Core Support,M14 0WN,No,64137,CORS0150,ADMIN,
Defra,RPA,18/01/2013,IT Outsourced Services,Service Management,Steria Limited,100042643,"34,622.40",Accomodation costs for Steria Faraday office at Thames Valley Park RPA office,M14 0WN,No,64137,CORS0120,ADMIN,
Defra,RPA,29/01/2013,IT Outsourced Services,Service Management,Steria Limited,100042644,"192,608.40",Steria Contract for year ended 31st March 2013 - Enhancements,M14 0WN,No,64137,CORS0140,ADMIN,
Defra,RPA,24/01/2013,SSD Recharge-Legal,Legal recharges,THE TREASURY SOLICITOR (TSol), A1690,"491,612.22",Legal Service for the period 01/04/12 to 31/03/13,WC2B 4TS,No,64689,n/a,ADMIN,
Defra,RPA,24/01/2013,SSD Recharge-Legal,Legal recharges,THE TREASURY SOLICITOR (TSol),A1691,"250,409.88",Legal Service for the period 01/04/12 to 31/03/13,WC2B 4TS,No,64689,n/a,ADMIN,
Defra,EA,22/01/2013,Clinical and Medical,NLS Operations Starcross,Metlab Supplies Ltd,1134690,"30,678.64",Supply of Laboratory Chemicals and Consumables ,CH5 2QP,,30198780,,Administration,
Defra,EA,25/01/2013,Construction,MI West - Ops Delivery,Alun Griffiths Contractors Ltd,1144454,"38,586.31",Routine maintenance works - Work to Cheltenham and Gloucester watercourses,NP7 5AA,,30190855,,Project,
Defra,EA,22/01/2013,Construction,SE KSL FCRM Ops South,Amco Engineering,1144783,"94,099.20",Blacketts Sluice Refurbishment,S75 1HT,,30343165,RESE100098,Project,
Defra,EA,22/01/2013,Construction,MI Capital WiP,Amco Engineering,1144785,"31,836.00","Knighton Park Embankment Repair Works, Leicester.",S75 1HT,,30224312,IMMI001261,Project,
Defra,EA,25/01/2013,Construction,SE West Thames - Waterways Ops Mgr 1,Amco Engineering,1144798,"93,136.63",Penton Hook Gate Maintenance,S75 1HT,,30343165,WWTH000610,Project,
Defra,EA,22/01/2013,Construction,SE KSL FCRM Ops South,Amco Engineering,1145799,"52,970.40",Crown Embankment Repairs,S75 1HT,,30343165,RESE100098,Project,
Defra,EA,02/01/2013,Construction,WA Capital WiP,Atkins Ltd,1139041,"44,153.02",Pontarddulais Flood Risk Management Scheme. ,WR5 1TX,,40007995,IMWA000864,Project,
Defra,EA,08/01/2013,Construction,AN Central-Ops Delivery,Atkins Ltd,1140077,"78,000.00",Anglian region central area asset inspection 2012-13,KT18 5BW,,30072266,REAN001518,Project,
Defra,EA,08/01/2013,Construction,AN Northern-Ops Delivery,Atkins Ltd,1140262,"30,000.00",Structural inspections Welland and Nene Dec 12,KT18 5BW,,30072266,REAN001224,Project,
Defra,EA,08/01/2013,Construction,AN Northern-Ops Delivery,Atkins Ltd,1140265,"30,000.00",Structural inspections Welland and Nene Nov 12,KT18 5BW,,30072266,REAN001224,Project,
Defra,EA,10/01/2013,Construction,SE Capital WiP,Atkins Ltd,1141914,"25,464.00",River Restoration Itchen,KT18 5BW,,30072266,IMSO001028,Project,
Defra,EA,10/01/2013,Construction,HO NCPMS Manager,Atkins Ltd,1141926,"35,275.20",Construction (Design and Management) Consultancy for South East Region,KT18 5BW,,30072266,NCPMSCDM,Project,
Defra,EA,10/01/2013,Construction,SE Capital WiP,Atkins Ltd,1141965,"58,261.99",Thames Barrier Drive Equipment,KT18 5BW,,30072266,IMTH001493,Project,
Defra,EA,15/01/2013,Construction,AN Capital WiP,Atkins Ltd,1142741,"30,255.00",Godmanchester Flood alleviation scheme,KT18 5BW,,30072266,IMAN000624,Project,
Defra,EA,03/01/2013,Construction,NW Ambition Project Manager,Barhale Construction Plc,1138324,"64,781.26",Disley fish pass works,WS1 4NN,,30238849,RENW001937,Project,
Defra,EA,10/01/2013,Construction,NW Ambition Project Manager,Barhale Construction Plc,1142048,"54,779.74",Disley fish pass works,WS1 4NN,,30238849,RENW001937,Project,
Defra,EA,25/01/2013,Construction,SE Capital WiP,Barhale Construction Plc,1146075,"51,937.18",Works carried out at North East Area Access Ramps Improvement Project.,WS1 4NN,,30343167,IMTH001681,Project,
Defra,EA,03/01/2013,Construction,SE Capital WiP,Birse Civils Ltd,1137632,"201,065.18",Seaford Beach Shingle Recycling. ,DN18 5BW,,30142670,IMSO000948,Project,
Defra,EA,03/01/2013,Construction,NE Capital WiP,Birse Civils Ltd,1138624,"373,111.15",Greatham North managed realignment Main Works,DN18 5BW,,30204735,IMNE000823,Project,
Defra,EA,03/01/2013,Construction,NE Capital WiP,Birse Civils Ltd,1138747,"1,042,776.95",Redcar Flood Alleviation Scheme,DN18 5BW,,30142670,IMNE000524,Project,
Defra,EA,08/01/2013,Construction,AN Capital WiP,Birse Civils Ltd,1138987,"1,288,854.31",Programme of repairs and maintenance works to various fish passes and flood defence assets across the Region,DN18 5BW,,30142670,IMAN002370,Project,
Defra,EA,22/01/2013,Construction,SE Capital WiP,Birse Civils Ltd,1139004,"86,383.21",Dartford Creek barrier 2030  Extension of the civil works,DN18 5BW,,30142670,IMSO000727,Project,
Defra,EA,17/01/2013,Construction,AN Capital WiP,Birse Civils Ltd,1139676,"102,446.14",Swavesey Drain Works,DN18 5BW,,30142670,IMAN002491,Project,
Defra,EA,08/01/2013,Construction,NE Capital WiP,Birse Civils Ltd,1139682,"124,866.49",Greatham North Managed realignment works,DN18 5BW,,30142670,IMNE000823,Project,
Defra,EA,08/01/2013,Construction,SE Capital WiP,Birse Civils Ltd,1140817,"189,641.47",Stone Wharf - concrete obstruction to be removed,DN18 5BW,,30142670,IMSE100049,Project,
Defra,EA,17/01/2013,Construction,AN Capital WiP,Birse Civils Ltd,1143852,"171,811.44",Engineering works - Tetney to Saltfleet,DN18 5BW,,30142670,IMAN002115,Project,
Defra,EA,17/01/2013,Construction,NE Capital WiP,Birse Civils Ltd,1144012,"62,364.79",Donna Nook Managed Realignment works,DN18 5BW,,30142670,IMNE000738,Project,
Defra,EA,17/01/2013,Construction,NE Capital WiP,Birse Civils Ltd,1144184,"128,800.97",Greatham North managed realignment Minor works,DN18 5BW,,30204735,IMNE000823,Project,
Defra,EA,17/01/2013,Construction,NE Capital WiP,Birse Civils Ltd,1144304,"92,219.42",Greatham North flood alleviation scheme decommissioning of brinewells ,DN18 5BW,,30142670,IMNE000823,Project,
Defra,EA,17/01/2013,Construction,NW Capital WiP,Birse Civils Ltd,1144686,"612,392.83",Warrington Flood Alleviation Schemes ,DN18 5BW,,30142670,IMNW000699,Project,
Defra,EA,22/01/2013,Construction,MI Capital WiP,Birse Civils Ltd,1144796,"539,850.64",Lower Dove Flood Alleviation Scheme,DN18 5BW,,30142670,IMMI001015,Project,
