Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DEFRA,Defra,28/05/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0036792,250000.00,2014-15 Seedcorn allocation,YO41 1LZ,,DFP,00000000,Expense
DEFRA,Defra,19/05/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1702609,27032.00,2014-15 By-product staining work,YO1 2YX,,DFP,ABPO0001,Expense
DEFRA,Defra,19/05/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Freshwater Habitats Trust,221,28715.00,Biodiversity of ponds: developing and testing new approaches to data collection in the voluntary sector - Final Report,OX3 0BP,SME,exemptWC1043,00000000,Expense
DEFRA,Defra,08/05/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Frontier Economics Ltd,6893,55140.00,"Provision of evidence and analysis on drivers of rural business growth, decline and stability - Milestones 3 and 4",WC1V 6DA,SME,RE0265,00000000,Expense
DEFRA,Defra,13/05/2014,Other Current Payments (GB),Policy Delivery DG,Frontier Economics Ltd,7051,47660.00,Mapping the link between Flood and Coastal Erosion Risk Management (FCERM) and the wider economy - March 2014,WC1V 6DA,SME,FD2662,00000000,Expense
DEFRA,Defra,01/05/2014,Programme Consultancy Costs,"Strategy, International and Biosecurity DG",G H K Consulting Ltd,30406296,49500.00,Smarter Environmental Regulations Review project,EC1R 5BL,SME,BR0121,BREXPERT,Expense
DEFRA,Defra,19/05/2014,Other Current Payments E,Policy Delivery DG,G H K Consulting Ltd,30406306,34233.60,Estimating the Impact on Public Benefits from Changes in Investment on the Environment Agency Waterways - Final Report,EC1R 5BL,SME,WC0816,00000000,Expense
DEFRA,Defra,28/05/2014,Other Current Payments UK,Policy Delivery DG,Gangmasters Licensing Authority,0000010154,302479.50,Administration Licensing and Enforcement Expenses Funding - May 2014,NG8 9AF,,GIA,GLA00002,Expense
DEFRA,Defra,09/05/2014,Advertising non-recruitment,Policy Delivery DG,Gatenby Sanderson Ltd,16672,25335.00,Public appointments 2013 - Environment Agency and Natural England. Chair plus board members - Second stage fee,LS1 2HL,SME,20183,00000000,Expense
DEFRA,Defra,19/05/2014,Agency temps - clerical,Chief Operating Officer DG,H M R C,18000024412013,285511.00,"2013-14 Corporate Fast Stream Intake, charges for 15 fast streamers",BN12 4XH,,IGS,FSTRMGEN,Expense
DEFRA,Defra,19/05/2014,Training - Other External,Chief Operating Officer DG,H M R C,18000037212013,34560.00,2013-14 Civil Service Senior Leadership Scheme Delegates (groups three and four),BN12 4XH,,IGS,00000000,Expense
DEFRA,Defra,06/05/2014,Membership of Organisations,"Strategy, International and Biosecurity DG",H M Treasury,30831,36960.00,Payment of the Government Economic Service (GES) Fast Stream recruitment charges 2014,SW1A 2HQ,,IGS,00000000,Expense
DEFRA,Defra,13/05/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",Health & Safety Commission & Executive,125775,135237.50,2013-14 Provision of support for Statutory Inspections of Specified Animal Pathogens Order (SAPO) Laboratories - final payment,L20 7HS,,17878,00000000,Expense
DEFRA,Defra,01/05/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5804140792,67242.69,Office Move - Closure of Rural Payments Agency and Natural England Northallerton Office - time and materials - 28 February-28 March 2014,GU1 2LD,SME,10040,B516P005,Asset
DEFRA,Defra,30/05/2014,Application Services/Minor Enhancements,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140802,77828.51,2013-14 eDomero (a plant health services online facility) enhancements - May 2014,GU1 2LD,SME,10040,00000000,Expense
DEFRA,Defra,01/05/2014,Application Services/Minor Enhancements,Chief Operating Officer DG,IBM United Kingdom Ltd,5804140790,92451.73,2013-14 eDomero (a plant health services online facility) enhancements - April 2014,GU1 2LD,SME,10040,00000000,Expense
DEFRA,Defra,30/05/2014,OGD Recharge,"Strategy, International and Biosecurity DG",IBM United Kingdom Ltd,5805140788,76119.39,"Automatic Licence Verification System (ALVS) Extension Project - development, build, testing and deployment - April 2014",GU1 2LD,SME,10040,07499TSW,Asset
DEFRA,Defra,30/05/2014,Contractor - Management Cover,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140798,61982.45,Common Agricultural Policy Delivery Support for Release Planning and Management – To assist Defra in the creation of realistic release plans and to define and plan governance and reporting,GU1 2LD,SME,10040,00000000,Expense
DEFRA,Defra,29/05/2014,Contractor - Management Cover,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140797,47600.00,To Provide advice and assistance to the Common Agricultural Policy Reform Project team - January 2014,GU1 2LD,SME,10040,00000000,Expense
DEFRA,Defra,30/05/2014,Contractor - Management Cover,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140799,86250.16,Common Agricultural Policy Delivery Support for Estimating – To assist Defra in the validation of the estimating approach and to assist in re-estimation work,GU1 2LD,SME,10040,00000000,Expense
DEFRA,Defra,30/05/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140339,41590.62,Upgrade of the software VMWare ESX which underpins the Strategic Windows Environment which in turn supports several critical Defra applications,GU1 2LD,SME,,P12TR120,Expense
DEFRA,Defra,01/05/2014,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5804140784,164041.45,Delivering Public Service Network Compliance to Defra and extending Wide Area Network (WAN) to Rural Payments Agency; Project completion report - April 2014,GU1 2LD,SME,10040,P12ER020,Expense
DEFRA,Defra,30/05/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140346,33773.25,Technology Refresh Microsoft NT4 operating system Eradication Implementation: Charged on a Time and Materials basis - 3-24January 2014,GU1 2LD,SME,FRW10040-00,P12TR180,Expense
DEFRA,Defra,30/05/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140348,192403.95,Expert support to Defra prior to developing business and technical Information Systems requirements. Charged on a Time and Materials basis - 28 February-28 March 2014 ,GU1 2LD,SME,10040,P12TR150,Expense
DEFRA,Defra,30/05/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140347,26243.63,Technology Refresh Microsoft NT4 operating system Eradication Implementation: Charged on a Time and Materials basis - May 2014,GU1 2LD,SME,FRW10040-00,P12TR180,Expense
DEFRA,Defra,30/05/2014,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140448,6072916.49,IT Baseline Services - May 2014,GU1 2LD,SME,10040,00000000,Expense
DEFRA,Defra,30/05/2014,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5805140710,46075.58,Additional charges incurred for those IT services where actual volumetric counts have exceeded the upfront costs of baselines set out in the IBM Contract - January 2014,GU1 2LD,SME,10040,00000000,Expense
DEFRA,Defra,09/05/2014,Current Grants E,"Strategy, International and Biosecurity DG",International Inst For Env & Dev,1404143281525,32815.25,2014-15 Darwin Initiative Payment - Quarter 1,WC1X 8NH,SME,Grant/21063,IWTXXXXX,Expense
DEFRA,Defra,23/05/2014,Current Grants E,"Strategy, International and Biosecurity DG",International Inst For Env & Dev,30041427412.25,27412.25,2014-15 Darwin Initiative Payment - Quarter 1,WC1X 8NH,SME,Exempt,DARWDFID,Expense
DEFRA,Defra,01/05/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033700,29775.54,Replacement of Flowmeters at Tow Law Foot And Mouth Disease site,BS32 4NH,,,FMR1314A,Asset
DEFRA,Defra,28/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00034478,147035.88,"Animal Health and Veterinary Laboratory Agency, Weybridge - Replacement of steam and condensate pipe work distribution - April 2014 ",BS32 4NH,,,B0870000,Asset
DEFRA,Defra,13/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00027789,45232.68,"Food and Environment Research Agency, Sand Hutton, York -Software maintenance to the 40 Controlled Environment Rooms - May 2013",BS32 4NH,,17689,ENVROOMS,Asset
DEFRA,Defra,01/05/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033692,42536.48,Throckmorton Airfield - Repair/replacement of drain manholes - March 2014,BS32 4NH,,10195L,FMR1314A,Asset
DEFRA,Defra,23/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00031127,66476.42,Lowestoft - Replacement and additional Local Exhaust Vents to various Laboratories - December 2013,BS32 4NH,,10226,LEVRADIO,Asset
DEFRA,Defra,21/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00031892,36065.94,Energy Efficient Filtration Installation. This work follows the successful installation of a trial system installed last year - January 2014,BS32 4NH,,14842,FERAREDE,Asset
DEFRA,Defra,01/05/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033684,113428.02,"Food and Environment Research Agency, Sand Hutton, York - Replace Central Battery Units in accordance with original Equipment Manufacturers recommendations - March 2014",BS32 4NH,,10195L,FMR1314A,Asset
DEFRA,Defra,06/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033666,54591.19,Northgate House roof repairs - March 2014,BS32 4NH,,,NGHBALCO,Asset
DEFRA,Defra,28/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033702,346790.30,"Animal Health and Veterinary Laboratory Agency, Weybridge - Installation of boundary fencing to site - March 2014",BS32 4NH,,10195L,B0870000,Asset
DEFRA,Defra,01/05/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033675,54889.15,Rhydymwyn Buffer Depot - Asbestos Management - March 2014,BS32 4NH,,10195L,FMR1314A,Asset
DEFRA,Defra,30/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00030491,128000.00,"Food and Environment Research Agency, Sand Hutton, York - Improving and upgrading external gantry pipe work. Required as the existing is not fit for purpose - November 2013",BS32 4NH,,15515,FERAREDE,Asset
DEFRA,Defra,19/05/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00034476,76045.26,"Nobel House - Reception Shutter, Ceiling Node Works and 6th Floor Move Management - April 2014",BS32 4NH,,10195L,B196P010,Asset
DEFRA,Defra,08/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033679,27158.34,Lowestoft Fish Lab Complex - Replacement of Chillier Equipment and Refrigerant - March 2014,BS32 4NH,,10195L,FMR1314R,Asset
DEFRA,Defra,01/05/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033691,42536.48,Throckmorton Airfield - To replace plant and equipment at end of life cycle - March 2014,BS32 4NH,,FWK10195L,B6170000,Asset
DEFRA,Defra,28/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00034471,171601.10,"Animal Health and Veterinary Laboratory Agency, Weybridge - Installation of boundary fencing to site - April 2014",BS32 4NH,,10195L,B0870000,Asset
DEFRA,Defra,08/05/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00031119,103968.08,"Animal Health and Veterinary Laboratory Agency, Weybridge - B265 Bio Security Design and Works - December 2013",BS32 4NH,,15614,VLABCP10,Asset
DEFRA,Defra,08/05/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033672,73270.54,"Animal Health and Veterinary Laboratory Agency, Weybridge - Pedestrian Access Works - March 2014",BS32 4NH,,10195L,B0870000,Expense
DEFRA,Defra,23/05/2014,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00034513,579830.69,Reactive maintenance fund - April 2014,BS32 4NH,,10195L,00000000,Expense
