EA >£25k Oct 11 Payments report FINAL,,,,,,,,,,,,,
,,,,,,,,,,,,,
Department ,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure type
Defra,EA,25-Oct-11,Building Management,National Estates Manager,City Of Newcastle,949607,"£180,777.50", Rates - Tyneside hse,NE99 2PT,,,,Administration
Defra,EA,25-Oct-11,Building Management,National Estates Manager,Sheffield City Council,949612,"£168,870.00", Rates - Quadrant,S1 1UY,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South West,Shropshire Council,949623,"£38,176.96", rates - Hafren Hse,SY2 6ND,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South West,Tewkesbury Borough Council,949624,"£53,692.00", Rates - Riversmeet hse,GL20 5TT,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South West,Rushcliffe Borough Council,949636,"£131,325.49", Rates - Trentside,NG2 5FE,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South West,Lichfield District Council,950334,"£110,415.00", Rates - Fradley,WS13 6YX,,,,Administration
Defra,EA,25-Oct-11,Building Management,NLS Support Llanelli,Carmarthenshire County Council,952297,"£28,462.00", Rates - Llanelli,SA31 1LE,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South East,Huntingdonshire District Council,954218,"£133,657.13", Rates Brampton,PE29 3TN,,,,Administration
Defra,EA,25-Oct-11,Building Management,NW Regional Facilities,Eden District Council,955364,"£91,363.00", Ghyll Mount Rates,CA11 7QF,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South East,South Oxford District Council,956723,"£162,631.30", Rayes Red Kite House,OX10 8NE,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South East,Test Valley Borough Council,958669,"£28,734.46"," Rates The Depot, Romsey",SP10 3AJ,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South West,Warwick District Council,961546,"£31,176.00", Rates Brook Hse,CV32 5QW,,,,Administration
Defra,EA,25-Oct-11,Building Management,FM Operating Unit - Central and South West,Bristol City Council,980928,"£558,570.00", Rates for Horizon House,BS1 5TR,,,,Administration
Defra,EA,04-Oct-11,Environmental Services,MI Capital WiP,Warwickshire County Council,988454,"£27,837.60",Detailed Analysis & Reporting of Archaeological finds from Alcester Flood Alleviation Scheme (2002),CV34 4RH,,,IMMI001004,Project
Defra,EA,04-Oct-11,Main Contractors,NE Capital WiP,Byzak Ltd,989750,"£66,125.86",Buttercrambe Weir,M41 7TG,,30204802,IMNE430004,Project
Defra,EA,06-Oct-11,Main Contractors,SE Capital WiP,Birse Civils Ltd,991132,"£153,848.95",Oxford Short term measuers Phase 2 - Civils works period ending 31/07/2011.  ,DN18 5BW,,30142670,IMTH001624,Project
Defra,EA,04-Oct-11,Main Contractors,MI Capital WiP,Birse Civils Ltd,992453,"£186,918.65",Prestbury Flood Alleviation Scheme,DN18 5BW,,30142670,IMMI000973,Project
Defra,EA,11-Oct-11,Main Contractors,SE Capital WiP | TH Capital WiP,Interserve Construction Ltd,993981,"£157,250.60",Barking & Dagenham Mechanical & Electrical maintenance,TQ14 0HP,,30142730,IMTH000632,Project
Defra,EA,04-Oct-11,Construction Service Providers,MI Capital WiP,Black & Veatch Ltd,994835,"£96,105.04",Notttingham Sawley & Tent Meadows engineering design,RH1 1LQ,,30072271,IMMI000642,Project
Defra,EA,26-Oct-11,Construction Supplies,SW Capital WiP,Tata Steel UK Ltd,996389,"£27,320.93", Trench Sheet L8 Galvanised,SA13 2NG,,30072324,IMSW001801,Project
Defra,EA,20-Oct-11,Construction Supplies,SW Wessex-Ops Delivery | SW Capital WiP,Tata Steel UK Ltd,996603,"£27,052.80", trench sheet L8 Galvanised ,SA13 2NG,,30072324,RESW001080 | IMSW001801,Project
Defra,EA,04-Oct-11,Staff Medical Care,Internal Transformation (HSW),Health Management Ltd,996804,"£41,643.60",Occupational health services,BN8 5NN,,,HOHRITA001,Administration
Defra,EA,04-Oct-11,Main Contractors,TH Capital WiP,Galliford Try Infrastructure Ltd,997022,"£293,458.70", Project No IM3728 contract No 6662 Greater London Tidal Walls,LE10 3JF,,30142734,IM3728,Project
Defra,EA,20-Oct-11,Electricity,HO Business Finance,British Gas Business,998940,"£28,729.78",Utility: Electricity. E Bill For Various Sites in Midlands,OX4 2JY,,30299702, | EBILLP2P,Administration
Defra,EA,18-Oct-11,Staff Medical Care,Internal Transformation (HSW),Health Management Ltd,999005,"£54,750.00", On site Health Surveillance 12/07/11 - 26/08/11,BN8 5NN,,,HOHRITA001,Administration
Defra,EA,11-Oct-11,Main Contractors,AN Capital WiP,Interserve Construction Ltd,999307,"£189,770.64", Minsmere flood risk management,TQ14 0HP,,30142730,IMAN001506,Project
Defra,EA,18-Oct-11,Construction Service Providers | Main Contractors,AN Capital WiP,Team Van Oord,999360,"£71,729.52", Earith sluice refurshment work ,RG14 5QS,,30142735,IMAN001978,Project
Defra,EA,06-Oct-11,Main Contractors,SE Capital WiP,Dean & Dyball Civil Engineering Ltd,999667,"£88,115.62", Eldridges main lock,BH24 1PN,,30203216,IMSO000713,Project
Defra,EA,04-Oct-11,Building Management | Electricity | Gas | Water,National Estates Manager | FM Operating Unit - Central and South East | AN Regional Facilities,DEFRA,999692,"£66,875.32", Facilities Management costs - Dragonfly House,B3 2ED,,,,Administration
Defra,EA,11-Oct-11,Main Contractors,NW Capital WiP,Volkerstevin Ltd,999707,"£132,989.81"," High Impact Refurb Programme Harwood Brook, Hennel Brook and Doomgate schemes",EN11 9BX,,30142737,IMNW000840,Project
Defra,EA,04-Oct-11,Main Contractors,TH Capital WiP,Volkerstevin Ltd,999711,"£294,732.24", Thames Barrier work,EN11 9BX,,30142737,IMTH001544,Project
Defra,EA,04-Oct-11,Environmental Services,NW Nuclear Regulation Mgr,Environmental Scientifics Group,1000181,"£72,032.66", Contract no 15721 ESG - Independant Monitoring of Radioactivity in the Environment.,DE15 0YZ,,30124860,HOOP000055,Administration
Defra,EA,04-Oct-11,Purchase,HO Capital WiP,AEBI UK Ltd,1000208,"£85,069.20", Aebi TT240 Terratrac with Flailmower & Bi-degradable oil etc.,DN22 7HQ,,30261702,HOFOFRM005,Administration
Defra,EA,04-Oct-11,Maintenance & Support,Nat Trading and Reg Services,Atos,1000236,"£26,793.05",July 11 EU Emissions Trading Scheme Hosting charges,GU16 8QD,,30319519,,Administration
Defra,EA,04-Oct-11,Maintenance & Support,Nat Trading and Reg Services,Atos,1000237,"£26,793.05",Aug 11 EU Emissions Trading Scheme Hosting charges,GU16 8QD,,30319519,,Administration
Defra,EA,04-Oct-11,Maintenance & Support,Nat Trading and Reg Services,Atos,1000240,"£26,793.05", European Union Emissions Trading Scheme Hosting charges,GU16 8QD,,30319519,,Administration
Defra,EA,04-Oct-11,Environmental Services,"Research, Monitoring and Innovation",Ensis Ltd,1000286,"£54,948.60", WFD Macrophyte surveys 1st Phase costs.,WC1H 0AP,,30277273,HOEV101112,Project
Defra,EA,06-Oct-11,Main Contractors,AN Capital WiP,Birse Civils Ltd,1000294,"£49,847.63",Lincshore Beach Renourishment,DN18 5BW,,30142670,IMAN001844,Project
Defra,EA,26-Oct-11,Main Contractors | Construction Service Providers,AN Capital WiP,Team Van Oord,1000297,"£125,069.26", Orton Piling  design & works,RG14 5QS,,30142735,IMAN001491,Project
Defra,EA,06-Oct-11,Main Contractors,NW South-AEM - Merseyside | NW North-Area Mgr,Cheetham Hill Construction Ltd,1000425,"£38,948.32",Hodder Place Cumbria ,BL8 1AR,,30239782,RENW000582 | RENW001813,Project
Defra,EA,04-Oct-11,"Marine, Coastal & Inland Waterways Services",NE Yorkshire Area Ops Delivery,Amco Engineering,1000462,"£31,077.37", Maintenance of fixed plant systems in the North area of the Yorkshire Region,S75 1HT,,30244069,RENE790106,Administration
Defra,EA,04-Oct-11,Environmental Services,AN Central-Ops Delivery | AN Capital WiP | AN Central-AEM - Bedford,Country Grounds Maintenance Ltd,1000499,"£29,803.20", Supply of Operative and tractor for works on River Lark,PE33 9TP,,30151696, | IMAN001971 |  | REAN000190 |  | REAN000187 |  |  | ,Project
Defra,EA,04-Oct-11,Main Contractors,NW Capital WiP,Amco Engineering,1000579,"£113,827.68",Altmouth Pumping Station interim application 6.,S75 1HT,,30293167,IMNW000671,Project
Defra,EA,04-Oct-11,Environmental Services,E and B Regulated Industry,South East Centre For The Built Environment Ltd,1000716,"£26,234.99",SECBE PTZW Project on Site Waste Management plans & Soil.,RG1 5AG,,,HOEP890089,Project
Defra,EA,04-Oct-11,Main Contractors,AN Capital WiP,BAM Nuttall Ltd,1000760,"£64,742.95",EA Ely Boat Storage Facility.,GU15 3XW,,,IMAN002374,Project
Defra,EA,04-Oct-11,Main Contractors,NE Capital WiP,Galliford Try Infrastructure Ltd,1000789,"£103,004.32",Ings Beck Reach Scheme,LE10 3JF,,30142734,IMNE000646,Project
Defra,EA,04-Oct-11,Fuels,HO Fleet Operations,Arval Phh,1000879,"£261,291.98",Fuel Charges,SN5 6PQ,,30015330,,Administration
Defra,EA,06-Oct-11,Cleaning,FM Operating Unit - Central and South East,Superclean Services Wothorpe Ltd,1000940,"£31,338.14",Cleaning and window cleaning at various sites,PE9 2JL,,30222235,,Administration
Defra,EA,06-Oct-11,Pathology,NLS Operations Starcross | NLS Operations Leeds | NLS CARD R&D | NLS Operations Nottingham,Thermo Fisher Scientific,1000992,"£43,709.80",scientific instrument maintenance,HP2 7GE,,30290115,,Administration
Defra,EA,06-Oct-11,Construction Service Providers,SE Capital WiP,West Oxfordshire District Council,1001035,"£25,500.00", Milton Under Wychwood property level protection scheme,OX28 1WR,,,IMSE100052,Administration
Defra,EA,06-Oct-11,Building Management,FM Operating Unit - Central and South West,PJ Salter,1001076,"£75,750.00", Quarterley rent comm 25/09/11 for Exminster House Supplier no 1798,EX8 5HB,,,,
Defra,EA,06-Oct-11,Main Contractors,MI Capital WiP,G F Tomlinson Civil Engineering Ltd,1001078,"£102,814.25", Agreed works to date for Lydney Flood Alleviation Scheme,WR3 8LX,,30224315,IMMI000975,Project
Defra,EA,06-Oct-11,Construction Service Providers,Incident Management Manager,Met Office,1001080,"£30,000.00",Extension of forecast lead time of surge ensemble system and make copability Operational,EX1 3PB,,30045904,FCRM000016,Project
Defra,EA,06-Oct-11,Main Contractors,SE Capital WiP,Pevensey Coastal Defence Ltd,1001083,"£136,543.72", Pevensey Bay sea defences,PO15 5SS,,,IMSO000584,Project
Defra,EA,06-Oct-11,Environmental Materials,SE SSD - AEM Monitoring,Thermo Fisher Scientific,1001103,"£38,979.00", Waterflow instrumentation,CW7 3GA,,30171828,,Project
Defra,EA,06-Oct-11,Environmental Services,HO Flood Warning Systems,CEFAS,1001108,"£228,174.00",CEFAS-Provision of service for the National Wave Network for UK Coastal Montoring and Forecasting ,NR33 0HT,,,,Administration
Defra,EA,04-Oct-11,Construction Service Providers,NW Capital WiP,Halcrow Group Ltd,1001117,"£28,186.66", River Mersey Warrington Flood Risk Management,SN4 0QD,,30071913,IMNW000699,Project
Defra,EA,04-Oct-11,Construction Service Providers,SW Capital WiP,Halcrow Group Ltd,1001138,"£42,031.01", Steart Managed Realignment,SN4 0QD,,30071913,IMSW001389,Project
Defra,EA,04-Oct-11,Construction Service Providers,SE Capital WiP,Halcrow Group Ltd,1001142,"£38,218.74",Water Resources in the South East modelling project,SN4 0QD,,30071913,IMSE900002,Project
Defra,EA,06-Oct-11,Main Contractors,SE Capital WiP,Jackson Civil Engineering Ltd,1001314,"£153,567.67", Paddle & Rymer Weirs Health & safety package,IP1 5LT,,30142731,IMTH001503,Project
Defra,EA,04-Oct-11,Construction Service Providers,WA Capital WiP,Black & Veatch Ltd,1001349,"£27,677.34", Dolgellau Flood risk management scheme,RH1 1LQ,,40007997,IMWA000559,Project
Defra,EA,06-Oct-11,Systems Delivery,CIS Capital WiP,Scisys UK Ltd,1001380,"£431,160.48", Permitting release 2 system improvements,SN14 0GB,,30301794,CIS330865,Administration
Defra,EA,11-Oct-11,Main Contractors,NE Capital WiP,Interserve Construction Ltd,1001389,"£100,622.04", Neasham Reservoir Decommission Default Subcode,TQ14 0HP,,30142730,IMNE000893,Project
Defra,EA,06-Oct-11,Environmental Services,NW Ambition Project Manager,Eden Rivers Trust,1001453,"£60,000.00", Contribution to Petteril Project ,CA11 OAH,,,RENW001938,Project
Defra,EA,04-Oct-11,Fuels,HO Fleet - EA Wales,Arval Phh,1001482,"£36,428.74", Monthly fuel bill for Wales September 2011,SN5 6PQ,,40002026,,Administration
Defra,EA,06-Oct-11,Main Contractors,SW Capital WiP,May Gurney Ltd,1001579,"£89,797.80", North Wessex Culverts,EX5 1EW,,30190789,IMSW001777,Project
Defra,EA,26-Oct-11,Environmental Materials | Purchase,HO Capital WiP,HR Wallingford Ltd,1001585,"£59,736.00",ARC-Boat ADCP boat contract. 1.  Payment for supply and application of EA livery boats  Mounting kits for sensor boats ,OX10 8BA,,30293742,IMHO000006,Project
Defra,EA,06-Oct-11,Building Management,National Accomodation Change Fund,Universal Promotions Ltd,1001691,"£26,399.60", Phoenix House Lower Bristol Road Bath,BS31 2SJ,,,HORES00028,
Defra,EA,06-Oct-11,Environmental Services,SE North East Thames - Ops Delivery,JT Mackley & Co Ltd,1001703,"£44,860.84", 2011 Watercourse maintenance and Minor works,BN5 9XQ,,30134439,,Administration
Defra,EA,06-Oct-11,"Marine, Coastal & Inland Waterways Services",NE Capital WiP,Hidrostal Ltd,1001707,"£64,351.20",work carried  on 2 pumps.pump set and delivery for the Burstwick scheme ,RG14 4TL,,,IMNE000666,Project
Defra,EA,06-Oct-11,"Marine, Coastal & Inland Waterways Services",AN Eastern - Flood Risk | AN Eastern-Ops Delivery (Essex),Jacobs LES Ltd,1001836,"£33,332.02",Reactive maintenance of Mechanical & Electrical Assets,RG41 5TU,,30312230,REAN001520,Administration
Defra,EA,25-Oct-11,Building Repair & Maintenance,National Facilities Manager,Gelder Ltd,1001860,"£25,842.00",Building Management - Paving & Quilling relaying,LN1 2DS,,30199819,HOFAC00001,Administration
Defra,EA,06-Oct-11,Main Contractors,SE Capital WiP,Ecosulis Ltd,1001928,"£25,885.98", Upper Mole Flood Alleviation Scheme,BA2 9BT,,,IMTH000956,Project
Defra,EA,11-Oct-11,Environmental Materials,NE Regional Environment Planning,YSI Hydrodata Ltd,1001947,"£31,356.00", 10-sensor probe Tyneside Hse,SG6 1FJ,,30282796,RENE430064,Project
Defra,EA,06-Oct-11,Forensic & Laboratory Services,HO Marine Monitoring Service,Apem Ltd,1001965,"£43,794.00",Dart sample analysis Ref: 411591 Bristol Channel,SK4 4GN,,30283742,,Project
Defra,EA,11-Oct-11,Environmental Services,Incident Management Manager,Infoterra Ltd,1001982,"£44,400.00",1m Light Detection and Ranging Data contract,GU14 0NL,,,FCPMM00055B00,Project
Defra,EA,11-Oct-11,Main Contractors,SW Capital WiP,Interserve Construction Ltd,1002115,"£262,405.97",River Jordan Flood Alleviation Scheme,TQ14 0HP,,30142730,IMSW001684,Project
Defra,EA,11-Oct-11,Main Contractors,SE Capital WiP,Hunton Engineering Design,1002124,"£38,620.80",Benson Lock Materials & labour to end of September.,ME15 0RR,,,IMTH001515,Project
Defra,EA,11-Oct-11,"Marine, Coastal & Inland Waterways Services",SE Capital WiP | SE North East Thames - Ops Delivery,Hunton Engineering Design,1002126,"£61,422.00","Removal, testing, shot blasting and repainting of displacer tanks at David Stoker Radial Gates ",ME15 0RR,,30313339 | ,IMSE500017 | RETH000404,Project
Defra,EA,11-Oct-11,Construction Service Providers,SE Capital WiP,Atkins Ltd,1002139,"£64,969.98",Barking & Dagenham Mechanical & Electrical works,KT18 5BW,,30072266,IMTH001235,Project
Defra,EA,18-Oct-11,Construction Service Providers,MI Capital WiP,Black & Veatch Ltd,1002185,"£96,678.88",Notttingham Sawley & Tent Meadows engineering design support services,RH1 1LQ,,30072271,IMMI000642,Project
Defra,EA,11-Oct-11,Construction Service Providers,SE Capital WiP,Haskoning UK Ltd,1002207,"£27,944.45", Lewisham & Catford Flood Alleviation Scheme,PE3 8DW,,30071934,IMTH001760,Project
Defra,EA,11-Oct-11,Engineering Services,SE Capital WiP,Knowlton & Newman Portsmouth Ltd,1002217,"£35,160.00", Leigh Barrier Enhanced Maitenance Programme - replace south gate actuators with spare units. Strip down removed units for inspection.,PO3 5RQ,,,IMSO000839,Project
Defra,EA,11-Oct-11,Systems Delivery,CI Solutions Delivery Management,Infoterra Ltd,1002224,"£141,955.20","Project ref: SG66901, Data Sharing Infrastruction for Spatial Inspiration in Europe (NSPIRE) Obligation Enhancements to systems",GU14 0NL,,,BBPDM20000L39,Project
Defra,EA,11-Oct-11,Main Contractors,MI Capital WiP,Birch Brothers Kidderminster Ltd,1002235,"£199,523.46", Broom Flood Alleviation Scheme,DY13 9QB,,30224314,IMMI000954,Project
Defra,EA,11-Oct-11,Construction Service Providers,AN Capital WiP,Haskoning UK Ltd,1002243,"£45,712.69",Chelmsford FAS Planning & Detailed Design,PE3 8DW,,30071934,IMAN001326,Project
Defra,EA,11-Oct-11,Construction Service Providers,SW Capital WiP,Atkins Ltd,1002251,"£34,064.17",Teignmouth Est,KT18 5BW,,30072266,IMSW000780,Project
Defra,EA,11-Oct-11,Construction Service Providers,AN Capital WiP,Haskoning UK Ltd,1002270,"£32,319.59",Steeple Bumpstead Flood Risk Management Scheme,PE3 8DW,,30071934,IMAN001770,Project
Defra,EA,11-Oct-11,Environmental Services,HO Flood Warning Systems,NERC,1002291,"£123,390.00",Support & Maintenance of Tide gauge network 01/07 - 30/09/11,SN2 1EU,,,,Administration
Defra,EA,11-Oct-11,Main Contractors,AN Capital WiP,Jackson Civil Engineering Ltd,1002295,"£67,178.57","Wherstead Road, Ipswich (contract  no 7299).",IP1 5LT,,30142731,IMAN001216,Project
Defra,EA,11-Oct-11,Main Contractors,AN Capital WiP,Birse Civils Ltd,1002365,"£90,544.12",Project No IMAN002370 Construction works- for what,DN18 5BW,,30142670,IMAN002370,Project
Defra,EA,11-Oct-11,Construction Service Providers,SE Capital WiP,Black & Veatch Ltd,1002382,"£31,897.48", Banbury Flood Alleviation Scheme,RH1 1LQ,,30072271,IMTH000615,Project
Defra,EA,18-Oct-11,Construction Service Providers,SW Capital WiP,Black & Veatch Ltd,1002433,"£45,037.88",Truro Tidal Defence Scheme,RH1 1LQ,,30072271,IMSW001669,Project
Defra,EA,11-Oct-11,Construction Service Providers,HO NCPMS Manager,Atkins Ltd,1002487,"£31,749.20", Thames Construction Design Management services,KT18 5BW,,30072266,NCPMSCDM,Project
Defra,EA,11-Oct-11,Main Contractors,SW Devon & Cornwall Field Monitoring-AEM,Bridge Civil Engineering,1002498,"£43,092.72", East Devon Gauging Station - works to weirs,TQ12 2HP,,30192018,RESW001075,Project
Defra,EA,11-Oct-11,Rail,Head Office,Redfern Travel Ltd,1002647,"£316,717.32", Redfern Rail Tickets for EA England 15 - 28/09/11,BD1 1PL,,30127631,,Administration
Defra,EA,11-Oct-11,Main Contractors,SE West Thames - AEM East,Land & Water Services Ltd,1002651,"£116,588.12",Fobney Island Habitat,GU5 9AF,,30203257,RESE000111,Project
Defra,EA,11-Oct-11,Engineering Services,HO Fleet Operations,Fraikin Ltd,1002698,"£315,894.30",Maintenance costs for the English areas in August 2011-what are the English areas,CV4 8HX,,30207502,,Administration
Defra,EA,11-Oct-11,Main Contractors,NE Capital WiP,Lumsden & Carroll Construction Ltd,1002712,"£88,655.10",1550/385 Horton Burn (Small works).,DH6 5PF,,30204740,IMNE000113,Project
Defra,EA,11-Oct-11,Systems Delivery,HO Capital WiP,Scisys UK Ltd,1002776,"£124,876.80",Carbon reduction commitment system,SN14 0GB,,,EBOCC40003L01,Administration
Defra,EA,11-Oct-11,Main Contractors,NW Capital WiP,Galliford Try Infrastructure Ltd,1002838,"£158,776.37",Sindsley Brook (Project no MRS-v2/NW-C/00014).,LE10 3JF,,30142734,IMNW000293,Project
Defra,EA,18-Oct-11,Main Contractors,NW Capital WiP,Galliford Try Infrastructure Ltd,1002844,"£109,905.64", Whitefield culvert (IMNW000328).,LE10 3JF,,30142734,IMNW000328,Project
