Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number,,
DEFRA,EA,02/07/2012,Construction,SW Capital WiP,South West Water Ltd,1086676," £216,000.00 ",Teignmouth works to allow the building of the flood wall above Gales Hill Tanks and avoid working behind in the narrow road and the associated sewer diversion. ,EX2 7YN,,IMSW000780,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,WES Ltd,1087365," £38,340.00 ","Water Treatment (Hydrogen Peroxide Dosing) Facility, Hackney Marshes, East London",RG24 8PP,,IMSE100117,Project,,,,
DEFRA,EA,10/07/2012,Construction,MI Capital WiP,G F Tomlinson Civil Engineering Ltd,1088637," £26,125.20 ",Horsbere Brook flood alleviation scheme,WR3 8LX,30224315,IMMI000934,Project,,,,
DEFRA,EA,05/07/2012,Construction,NE Capital WiP,Esh Construction Ltd,1088755," £156,386.51 ",Winestead to Hawkins Point Stoning Work,DH6 5PF,30204740,IMNE000202,Project,,,,
DEFRA,EA,10/07/2012,Construction,NE Capital WiP,Esh Construction Ltd,1089814," £43,688.47 ",Potto Flood Bank works,DH6 5PF,30204740,IMNE000159,Project,,,,
DEFRA,EA,19/07/2012,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1089883," £79,001.64 ",Works Figham and outstray bridges ,IP1 5LT,30204737,IMNE000182,Project,,,,
DEFRA,EA,10/07/2012,Construction,NW Capital WiP,Ovivo UK Ltd,1090189," £142,101.60 ",Crossens Pumping Station Refurbishment Project ,CO4 9QX,,IMNW000409,Project,,,,
DEFRA,EA,10/07/2012,Construction,NW Capital WiP,AE Yates Ltd,1090665," £72,910.19 ",Irwell Vale property flood protection work,BL6 4SB,30238839,IMNW000341,Project,,,,
DEFRA,EA,17/07/2012,Construction,NW South-FCRM Ops,Boulting Technology,1090922," £39,738.58 ",Frequent maintenance for North Area mechanical and electrical assets 2012-13,WA5 2PL,30270233,RENW000939,Project,,,,
DEFRA,EA,17/07/2012,Construction,SE NET - FCRM Ops East,East Hertfordshire District Council,1092037," £87,500.90 ",River maintenance for March 2012 for Thames,CM23 2EN,30347068,RETH110006,Project,,,,
DEFRA,EA,19/07/2012,Construction,NW North-Area Mgr,SP Power Systems Ltd,1093049," £74,748.84 ",Lunts Meadow Pumping station,ML4 3NJ,,RENW001958,Project,,,,
DEFRA,EA,26/07/2012,Construction,SE North East Thames - AEM East,Land & Water Services Ltd,1093879," £37,718.33 ",Install tilting weir at Little Hallingbury Marsh ,GU5 9AF,30134437,RESE000141 | RESE000334,Project,,,,
DEFRA,EA,19/07/2012,Construction,WA Capital WiP,JU Bowen Construction Ltd,1094796," £31,283.64 ",Rossett Weir Fish Pass  Application No 2  Work carried out to end of June,SY16 2DR,40018012,IMWA000838,Project,,,,
DEFRA,EA,24/07/2012,Construction,SW Capital WiP,Dawnus Construction Ltd,1094837," £44,183.72 ",Bridge Maintenance Programme - South West,SA7 0AP,30192017,IMSW001880,Project,,,,
DEFRA,EA,24/07/2012,Construction,SW Capital WiP,Dawnus Construction Ltd,1094838," £38,870.28 ",Bridge Maintenance Programme - South West,SA7 0AP,30192017,IMSW001960,Project,,,,
DEFRA,EA,19/07/2012,Construction,AN Capital WiP,Broadland Environmental Services Ltd,1093549," £266,846.93 ",Broadland flood alleviation project costs,GU15 3XW,30014973,IMAN000753,Project,,,,
DEFRA,EA,12/07/2012,Construction,WA Capital WiP,Dyer & Butler Ltd,1092521," £68,585.08 ",Greenpark Weir Fish Pass  Valuation No 3,SA1 2NX,40018495,IMWA001078,Project,,,,
DEFRA,EA,05/07/2012,Construction,SE Capital WiP,Volkerstevin Ltd,1065165," £321,273.44 ","Thames Barrier Perimeter Security works - including stainless steel sleeves, volt free output for CCTV feed, design of bollard foundations",EN11 9BX,30142737,IMTH001544,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1080396," £128,496.37 ",Wherstead Road Ipswich flood alleviation scheme,IP1 5LT,30142731,IMAN001216,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1082343," £39,135.49 ",North East Area Bridge and Culverts ,TQ14 0HP,30142730,IMTH001448,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Galliford Try Infrastructure Ltd,1082701," £74,114.38 ",St Neots Lock Gate Replacement ,LE10 3JF,30142734,IMAN001728,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1083773," £123,286.74 ",Mile Pumping Station Refurbishment,LE10 3JF,30142734,IMSO000808,Project,,,,
DEFRA,EA,04/07/2012,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1084171," £40,430.10 ",Additional surveys at Northallerton scheme ,IP1 5LT,30142731,IMNE000844,Project,,,,
DEFRA,EA,02/07/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1084186," £95,964.86 ",Stock Beck Asset Reconditioning Scheme - culvert repairs,EN11 9BX,30142737,IMNW000325,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Volkerstevin Ltd,1084365," £146,630.46 ",Salmons Brook Flood alleviation scheme,EN11 9BX,30142737,IMTH000620,Project,,,,
DEFRA,EA,02/07/2012,Construction,SW Capital WiP,Team Van Oord,1085132," £395,724.80 ","Steart Coastal Management  Planned addition of advanced works items; archeological investigation, ditch crossings, vegetation clearance. ",RG14 5QS,30142735,IMSW001389,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Galliford Try Infrastructure Ltd,1085133," £39,095.96 ","Site signage, Survey levels, Fabrication, modification and installation of a eel pass on St. Neots Lock Gate Replacement",LE10 3JF,30142734,IMAN001728,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1085143," £114,221.98 ",Mill Lease Flood Storage Reservoir Improvement Works,LE10 3JF,30142734,IMSO000999,Project,,,,
DEFRA,EA,05/07/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1085419," £65,987.21 ",Leigh East Atherton Spillway Remedial Works,LE10 3JF,30142734,IMNW000330,Project,,,,
DEFRA,EA,10/07/2012,Construction,SE Capital WiP,Birse Civils Ltd,1085731," £242,049.56 ",Battle Bourne Embankment flood alleviation scheme,DN18 5BW,30142670,IMSE500056,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1085914," £303,883.07 ",Donna Nook Managed Re-Alignment ,DN18 5BW,30142670,IMNE000738,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1085915," £41,831.11 ",Donna Nook Advanced Works site clearance ,DN18 5BW,30142670,IMNE000738,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1085916," £126,448.04 ",Culvert Works include Phase 6 of the overall North East survey programme. ,DN18 5BW,30142670,IMNE000197,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1085917," £139,557.02 ","Additional works on the North East Culverts, Recondition project ",DN18 5BW,30142670,IMNE000197,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1086507," £717,174.05 ",Engineering Construction Works programme at Rye Harbour Western Training Wall. ,IP1 5LT,30142731,IMSO001286,Project,,,,
DEFRA,EA,03/07/2012,Construction,WA Capital WiP,Galliford Try Infrastructure Ltd,1086714," £42,164.02 ",Fairbourne flood risk management,LE10 3JF,40015270,IMWA000671,Project,,,,
DEFRA,EA,10/07/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1086881," £204,425.10 ",Keswick flood risk management,EN11 9BX,30142737,IMNW000686,Project,,,,
DEFRA,EA,02/07/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1086961," £99,000.00 ",Recondition North Antley Syke. Pipe jack operation under highway and garage. ,EN11 9BX,30142737,IMNW000243 | IMNW000324,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1087024," £185,376.86 ",Ings Beck Reach flood alleviation scheme,LE10 3JF,30142734,IMNE000646,Project,,,,
DEFRA,EA,05/07/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1087461," £31,369.33 ",Walton Bank protection phase 3,IP1 5LT,30142731,IMSE100060,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Volkerstevin Ltd,1087682," £87,859.50 ",Thames Barrier Drive Equipment Shift and Latch.,EN11 9BX,30142737,IMTH001444 | IMTH001493,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Volkerstevin Ltd,1087683," £74,316.91 ",Saddlers Mill Stream  Construction work.,EN11 9BX,30142737,IMTH000620,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Team Van Oord,1087738," £363,881.53 ",Medmerry managed realignment (main work),RG14 5QS,30142735,IMSO001023,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Birse Civils Ltd,1087870," £55,316.99 ",Tetney to Saltfleet Haven Tidal Defences,DN18 5BW,30142670,IMAN002115,Project,,,,
DEFRA,EA,05/07/2012,Construction,SE Capital WiP,Volkerstevin Ltd,1088096," £74,316.91 ",Saddlers Mill Stream under the Salmon Brook Flood alleviation scheme ,EN11 9BX,30142737,IMTH000620,Project,,,,
DEFRA,EA,05/07/2012,Construction,TH Capital WiP,Volkerstevin Ltd,1088098," £235,004.62 ",Thames Barrier Pier Crane Replacement,EN11 9BX,30142737,IMTH000925,Project,,,,
DEFRA,EA,10/07/2012,Construction,WA Capital WiP,Birse Civils Ltd,1088214," £29,741.53 ","Advisory Services  Framework - Ystard Gynlais. Revised forecast on basis of additional intrusive services survey. Investigation, scope and provision of 2 No Duct enabling works",LS24 9BX,40015267,IMWA000851,Project,,,,
DEFRA,EA,05/07/2012,Construction,TH Capital WiP,Volkerstevin Ltd,1088464," £235,004.62 ",Thames pier crane replacement,EN11 9BX,30142737,IMTH000925,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Volkerstevin Ltd,1088514," £427,130.33 ",Todmorden flood alleviation scheme,EN11 9BX,30142737,IMNE000616,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1088515," £57,437.86 ",Banbury flood alleviation scheme,LE10 3JF,30142734,IMTH000615,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1088724," £106,615.15 ",Ings Beck Reach flood alleviation scheme,LE10 3JF,30142734,IMNE000646,Project,,,,
DEFRA,EA,05/07/2012,Construction,NE Capital WiP,Volkerstevin Ltd,1088751," £219,236.17 ","Works on the North East Culverts, Recondition project ",EN11 9BX,30142737,IMNE000197,Project,,,,
DEFRA,EA,05/07/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1089011," £71,428.79 ",Recondition South - Ellen Brook recondition failing culverts. ,LE10 3JF,30142734,IMNW000327,Project,,,,
DEFRA,EA,05/07/2012,Construction,SE Capital WiP,Team Van Oord,1089341," £207,144.44 ",Medmerry managed realignment,RG14 5QS,30142735,IMSO001023,Project,,,,
DEFRA,EA,05/07/2012,Construction,AN Capital WiP,Volkerstevin Ltd,1089568," £106,798.57 ",Duddington Sluice Refurbishment,EN11 9BX,30142737,IMAN001890,Project,,,,
DEFRA,EA,10/07/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1089572," £281,440.46 ","Malton and Callis, Stamford Bridge and River Gaunless Flood Alleviation Schemes, until July 2013.",TQ14 0HP,30142730,IMNE000512,Project,,,,
DEFRA,EA,10/07/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1089573," £100,458.44 ","Malton and Callis, Stamford Bridge and River Gaunless Flood Alleviation Schemes, until July 2013.",TQ14 0HP,30142730,IMNE000512,Project,,,,
DEFRA,EA,10/07/2012,Construction,SW Capital WiP,Interserve Construction Ltd,1089719," £137,902.30 ","Truro Tidal Defence remove deep obstructions, change pile design and installation of additional ground anchors ",TQ14 0HP,30142730,IMSW001669,Project,,,,
DEFRA,EA,10/07/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1089887," £235,446.32 ",Godmanchester flood alleviation scheme,IP1 5LT,30142731,IMAN000624,Project,,,,
DEFRA,EA,10/07/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1089889," £138,864.62 ",Wherstead Road Ipswich flood alleviation scheme,IP1 5LT,30142731,IMAN001216,Project,,,,
DEFRA,EA,10/07/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1089896," £361,573.22 ",Paddle Rushey and Streatley Weir flood alleviation Scheme,IP1 5LT,30142731,IMSE100073,Project,,,,
DEFRA,EA,10/07/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1089899," £60,184.52 ",Borrowash Fish Pass works,IP1 5LT,30142731,IMMI001282,Project,,,,
DEFRA,EA,10/07/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1090396," £51,798.66 ",Neasham Reservoir Decommission,TQ14 0HP,30142730,IMNE000893,Project,,,,
DEFRA,EA,19/07/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1090457," £56,746.80 ",Cockermouth town flood alleviation works,EN11 9BX,30142737,IMNW000190,Project,,,,
DEFRA,EA,12/07/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1090947," £240,396.61 ",Neasham Reservoir decommission,TQ14 0HP,30142730,IMNE000893,Project,,,,
DEFRA,EA,12/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1091366," £59,712.17 ",Decommissioning of 5 wells in order to progress embankment construction as part of the Greatham North Flood Alleviation scheme,DN18 5BW,30142670,IMNE000823,Project,,,,
DEFRA,EA,19/07/2012,Construction,MI West - FCRM,Galliford Try Infrastructure Ltd,1092629," £102,000.00 ",River Severn Flooding incident Works,LE10 3JF,30142734,REMI001732,Project,,,,
DEFRA,EA,26/07/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1093019," £77,334.82 ",North East area bridges and culverts works,TQ14 0HP,30142730,IMTH001448,Project,,,,
DEFRA,EA,19/07/2012,Construction,WA Capital WiP,Galliford Try Infrastructure Ltd,1093376," £36,428.00 ",Fairbourne flood risk management,LE10 3JF,40015270,IMWA000671,Project,,,,
DEFRA,EA,24/07/2012,Construction,SW Capital WiP,Team Van Oord,1093811," £71,744.13 ","Alphin Brook repaint steel piles, minor concrete repairs and replace trash screen.",RG14 5QS,30142735,IMSW001937,Project,,,,
DEFRA,EA,19/07/2012,Construction,SE Capital WiP,Birse Civils Ltd,1093823," £161,515.21 ",Battle Bourne Embankment flood alleviation scheme,DN18 5BW,30142670,IMSE500056,Project,,,,
DEFRA,EA,19/07/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1093938," £52,092.22 ",Pendle pumping station works,EN11 9BX,30142737,IMNW000184,Project,,,,
DEFRA,EA,24/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1093958," £654,032.46 ",Donna Nook managed realignment ,DN18 5BW,30142670,IMNE000738,Project,,,,
DEFRA,EA,24/07/2012,Construction,AN Capital WiP,Birse Civils Ltd,1093959," £116,486.18 ",Tetney to Saltfleet Haven Tidal Defences,DN18 5BW,30142670,IMAN002115,Project,,,,
DEFRA,EA,24/07/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1094043," £159,177.04 ",Nottingham Leftbank flood alleviation scheme,IP1 5LT,30142731,IMMI000642,Project,,,,
DEFRA,EA,24/07/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1094199," £307,261.75 ",Nottingham Leftbank flood alleviation scheme  Attenborough works ,IP1 5LT,30142731,IMMI000642,Project,,,,
DEFRA,EA,26/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1094287," £150,749.95 ",Additional works on the North East Culvert Works which include Phase 6 of the overall survey programme. ,DN18 5BW,30142670,IMNE000197,Project,,,,
DEFRA,EA,26/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1094290," £76,067.41 ","Additional works on the North East Culverts, Reconditioning  project ",DN18 5BW,30142670,IMNE000197,Project,,,,
DEFRA,EA,19/07/2012,Construction,NE Capital WiP,Volkerstevin Ltd,1094313," £569,707.22 ",Tomorden flood alleviation scheme,EN11 9BX,30142737,IMNE000616,Project,,,,
DEFRA,EA,26/07/2012,Construction,TH Capital WiP,Volkerstevin Ltd,1094317," £165,771.89 ",Thames Barrier Crane Replacements ,EN11 9BX,30142737,IMTH000925,Project,,,,
DEFRA,EA,24/07/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1094328," £113,532.08 ","Lower Trent Outfalls Phase 2 - Re-design and manufacture of replacement flap valve - gates at Marton Pumping Station, Laneham and Collingham for 6.0m head of water worst case flood condition. The 6.0m head design ",IP1 5LT,30142731,IMMI001281,Project,,,,
DEFRA,EA,26/07/2012,Construction,AN Capital WiP,Birse Civils Ltd,1094372," £243,128.90 ",Lincolnshire beach renourishment 2012 ,DN18 5BW,30142670,IMAN001844,Project,,,,
DEFRA,EA,24/07/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1094532," £288,121.68 ",Upper Mole Flood Alleviation Scheme Worth Farm Flood Detention Reservoir,LE10 3JF,30142734,IMTH000956,Project,,,,
DEFRA,EA,24/07/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1094722," £73,348.72 ",Crossens Pumping Station Refurbishment Project ,LE10 3JF,30142734,IMNW000409,Project,,,,
DEFRA,EA,26/07/2012,Construction,SW Capital WiP,Interserve Construction Ltd,1095053," £96,777.04 ","Truro Tidal Defence remove deep obstructions, change pile design and install additional ground anchors ",TQ14 0HP,30142730,IMSW001669,Project,,,,
DEFRA,EA,26/07/2012,Construction,SE Capital WiP,Team Van Oord,1095142," £418,159.51 ",Medmerry Managed Realignment,RG14 5QS,30142735,IMSO001023,Project,,,,
DEFRA,EA,26/07/2012,Construction,SW Capital WiP,Team Van Oord,1095146," £453,281.80 ",Steart Coastal Management,RG14 5QS,30142735,IMSW001389,Project,,,,
DEFRA,EA,24/07/2012,Construction,WA Capital WiP,Galliford Try Infrastructure Ltd,1095292," £84,234.50 ",Pwll Flood Alleviation Scheme: assessment date 04Jul2012,LE10 3JF,40015270,IMWA000941,Project,,,,
DEFRA,EA,24/07/2012,Construction,NE Capital WiP,Birse Civils Ltd,1095337," £1,460,424.76 ",Redcar flood alleviation scheme,DN18 5BW,30142670,IMNE000524,Project,,,,
DEFRA,EA,26/07/2012,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1095362," £137,953.04 ",Ings Beck flood alleviation scheme Reach (Westgate Culvert) additional works instructed under this contract for works in Wrenthorpe Village ,LE10 3JF,30142734,IMNE000646,Project,,,,
DEFRA,EA,26/07/2012,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1095363," £137,461.68 ",Ings Beck Reach flood alleviation scheme ,LE10 3JF,30142734,IMNE000646,Project,,,,
DEFRA,EA,26/07/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1095377," £192,301.19 ",Walton bank protection works,IP1 5LT,30142731,IMSE100060,Project,,,,
DEFRA,EA,26/07/2012,Construction,AN Capital WiP,Galliford Try Infrastructure Ltd,1095405," £32,778.01 ",St Neots Lock gate replacement,LE10 3JF,30142734,IMAN001728,Project,,,,
DEFRA,EA,26/07/2012,Construction,SE Capital WiP,Birse Civils Ltd,1095626," £81,363.52 ",Dartford Creek Barrier 2030 Phase 2,DN18 5BW,30142670,IMSO000727,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Freedom Group Of Companies Ltd,1088127," £195,519.74 ",Kennett Pumping Station works,WF13 1SD,,IMAN002019,Project,,,,
DEFRA,EA,03/07/2012,Construction,WA Capital WiP,Birse Civils Ltd,1088997," £81,926.40 ",Newport flood alleviation scheme.  ,LS24 9BX,40015267,IMWA000754,Project,,,,
DEFRA,EA,10/07/2012,Construction,AN Capital WiP,Halcrow Group Ltd,1059222," £34,847.58 ",Boston Barrage/Barrie Works  ,SN4 0QD,30071913,IMAN001472,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Halcrow Group Ltd,1071726," £51,696.16 ",South East/Southern Waterways Package  ,SN4 0QD,30071913,IMSO000841,Project,,,,
DEFRA,EA,10/07/2012,Construction,AN Capital WiP,Halcrow Group Ltd,1072178," £29,923.68 ",Boston Barrage/Barrier Works  ,SN4 0QD,30071913,IMAN001472,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Atkins Ltd,1075126," £48,360.94 ",Target Delivery River Wensum Restoration Strategy  ,KT18 5BW,30072266,IMAN001716,Project,,,,
DEFRA,EA,17/07/2012,Construction,NE Capital WiP,Atkins Ltd,1081513," £36,109.93 ",Preventative erosion protection report and long term programme development ,KT18 5BW,30072266,IMNE000202,Project,,,,
DEFRA,EA,02/07/2012,Construction,MI Capital WiP,Haskoning UK Ltd,1082141," £30,905.93 ",Midlands Regional Fish Pass Package 1112  ,PE3 8DW,30071934,IMMI001259,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Ove Arup & Partners Ltd,1082497," £29,718.78 ",Sheffield Comprehensive flood alleviation scheme Fee end of Apr 12,NE1 3PL,30072279,IMNE000153,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Ove Arup & Partners Ltd,1085725," £32,762.30 ",Neasham Nursery Washland Reservoir works,NE1 3PL,30072279,IMNE000893,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Ove Arup & Partners Ltd,1085728," £43,150.86 ",Works and physical model testing at Mill Beck Reservoir,NE1 3PL,30072279,IMNE000141,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Ove Arup & Partners Ltd,1085757," £53,512.40 ",Grimsby flood alleviation scheme detailed design,NE1 3PL,30072279,IMAN001995,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Halcrow Group Ltd,1087164," £26,540.47 ",Great Yarmouth wall 54 emergency works,SN4 0QD,30071913,IMAN002418,Project,,,,
DEFRA,EA,02/07/2012,Construction,MI Capital WiP,Halcrow Group Ltd,1087181," £30,194.35 ",Tame Major Works - Detail Design - Public Liaison - Extension of secondment ,SN4 0QD,30071913,IMMI000978,Project,,,,
DEFRA,EA,02/07/2012,Construction,AN Capital WiP,Halcrow Group Ltd,1087209," £46,148.36 ","Grimsby dock flood risk management - Option appraisal, costing, environmental assessment, consultation and design of preferred option",SN4 0QD,30071913,IMAN002005,Project,,,,
DEFRA,EA,02/07/2012,Construction,NE Capital WiP,Halcrow Group Ltd,1087233," £81,391.39 ",Morpeth flood alleviation scheme,SN4 0QD,30071913,IMNE000794,Project,,,,
DEFRA,EA,02/07/2012,Construction,SW Capital WiP,Halcrow Group Ltd,1087379," £51,886.44 ",Steart managed realignment,SN4 0QD,30071913,IMSW001389,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Halcrow Group Ltd,1087410," £28,791.18 ",Shoreham Adur Tidal Walls,SN4 0QD,30071913,IMSO000648,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Halcrow Group Ltd,1087423," £43,173.30 ",South East Southern Waterways package,SN4 0QD,30071913,IMSO000841,Project,,,,
DEFRA,EA,02/07/2012,Construction,SE Capital WiP,Halcrow Group Ltd,1087433," £53,377.73 ",Sandwich Town tidal defences,SN4 0QD,30071913,IMSO001057,Project,,,,
DEFRA,EA,10/07/2012,Construction,MI Capital WiP,Black & Veatch Ltd,1090401," £62,508.85 ",Nottingham Left bank - Sawley and Trent Meadows works,RH1 1LQ,30072271,IMMI000642,Project,,,,
DEFRA,EA,10/07/2012,Construction,SW Capital WiP,Atkins Ltd,1090505," £32,945.98 ",Teignmouth Estuary flood alleviation scheme,KT18 5BW,30072266,IMSW000780,Project,,,,
DEFRA,EA,10/07/2012,Construction,SE Capital WiP,Atkins Ltd,1090657," £32,088.58 ",Thames Weirs high priority programme package 1,KT18 5BW,30072266,IMTH001685,Project,,,,
DEFRA,EA,17/07/2012,Construction,SE Capital WiP,Jacobs Engineering UK Ltd,1090749," £77,491.78 ","Medmerry Managed Realignment, completion of detailed design  ",G2 7HX,30072261,IMSO001023,Project,,,,
DEFRA,EA,10/07/2012,Construction,NW Capital WiP,Jacobs Engineering UK Ltd,1090775," £32,565.88 ",River Mersey Warrington flood risk management - delivery Stage. ,G2 7HX,30072261,IMNW000699,Project,,,,
DEFRA,EA,12/07/2012,Construction,AN Capital WiP,Haskoning UK Ltd,1091214," £28,969.98 ",Whittlesey Washes probable maximum flood report - Project Appraisal Report,PE3 8DW,30071934,IMAN001790,Project,,,,
DEFRA,EA,12/07/2012,Construction,AN Capital WiP,Haskoning UK Ltd,1091229," £64,818.52 ",Chelmsford flood alleviation scheme planning and design,PE3 8DW,30071934,IMAN001326,Project,,,,
