Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,02/11/2015,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NHS ENGLAND CBA033,HAFS-18918," 2,287,574,000 ",,LS2 7UE,PUBLIC,,,
,,02/11/2015,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NHS ENGLAND CBA033,HAFS-18919," 5,063,772,000 ",,LS2 7UE,PUBLIC,,,
,,02/11/2015,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS TRUST DEVELOPMENT AUTHORITY,HAFS-18920," 5,500,000 ",,SW1E 6QT,PUBLIC,,,
,,02/11/2015,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,PUBLIC HEALTH ENGLAND PHE033,HAFS-18921," 73,000,000 ",,SP4 0JG,PUBLIC,,,
,,02/11/2015,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-18922," 1,317,000 ",,E1 8PR,PUBLIC,,,
,,02/11/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-18923," 441,000 ",,CB2 2QQ,PUBLIC,,,
,,02/11/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-18924," 560,000 ",,DE1 2QY,PUBLIC,,,
,,02/11/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,HAFS-18925," 170,000 ",,SN3 6BB,PUBLIC,,,
,,02/11/2015,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,LEWISHAM AND GREENWICH NHS TRUST,HAFS-18927," 144,000 ",,SE13 6LH,PUBLIC,,,
,,02/11/2015,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,HAFS-18928," 3,600,000 ",,M23 9LT,PUBLIC,,,
,,02/11/2015,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,HAFS-18929," 341,000 ",,WF3 1WE,PUBLIC,,,
,,02/11/2015,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,WYE VALLEY NHS TRUST,HAFS-18930," 574,000 ",,HR1 2ER,PUBLIC,,,
,,02/11/2015,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,WYE VALLEY NHS TRUST,HAFS-18931," 1,406,000 ",,HR1 2ER,PUBLIC,,,
,,02/11/2015,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,WYE VALLEY NHS TRUST,HAFS-18932," 2,310,000 ",,HR1 2ER,PUBLIC,,,
,,02/11/2015,Addition Clearing - IT,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584198939," 26,359 ",WR0576-02: Contact Replacement Project Support,NW1 3HG,LARGE,,,
,,02/11/2015,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,IVC02333," 40,000 ",Best practice guidance for cross-border residential care placements,NW1 6AQ,VCS,,,
,,03/11/2015,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00396207RI," 41,417 ",Skipton House - FM Variable Works FY2015/2016,SO53 3YE,LARGE,,,
,,03/11/2015,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00396208RI," 30,406 ",Wellington House - FM Variable Works FY2015/2016,SO53 3YE,LARGE,,,
,,03/11/2015,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00396209RI," 71,951 ",DH - FM Variable Works - Other Ad Hoc - FY2015/2016,SO53 3YE,LARGE,,,
,,03/11/2015,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10110756," 27,496 ",Information Systems,SW1W 9SR,LARGE,,,
,,03/11/2015,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10110976," 164,640 ",Information Systems,SG8 6DP,LARGE,,,
,,03/11/2015,Outsourcing Contract,DG: Research & Development,PA CONSULTING SERVICES LTD,10110977," 30,842 ",Information Systems,SG8 6DP,LARGE,,,
,,03/11/2015,"SFVS - product & distribution cost, during September & part October 2015",DG: Public & International Health,Total Produce Plc (Gateshead),SUN 1015," 28,552 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September & part October 2015",DG: Public & International Health,Total Produce Plc (Gateshead),STO 1015," 25,377 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September & part October 2015",DG: Public & International Health,Total Produce Plc (Gateshead),NOR 1015," 31,251 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September & part October 2015",DG: Public & International Health,Total Produce Plc (Gateshead),DUR 1015," 50,395 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Redbridge Produce & Flowers (Bristol),B15090130865," 34,706 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Redbridge Produce & Flowers (Bristol),B15090130801," 32,983 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Redbridge Produce & Flowers (Bristol),B15090130933," 38,138 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Redbridge Produce & Flowers (Bristol),B15090130835," 25,746 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Redbridge Produce & Flowers (Bodmin),B15090130908," 34,453 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Redbridge Produce & Flowers (Bodmin),B15090130878," 49,789 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Peacheys Catering Services Ltd,NHS0915-316," 27,588 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Peacheys Catering Services Ltd,NHS0915-306," 25,928 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Peacheys Catering Services Ltd,NHS0915-935," 50,530 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,Peacheys Catering Services Ltd,NHS0915-881," 93,531 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314913," 56,555 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314919," 36,879 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314911," 28,743 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314914 & 23337," 62,240 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314908," 36,315 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314922," 25,222 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314920," 45,886 ",,,,,,
,,03/11/2015,"SFVS - product & distribution cost, during September 2015",DG: Public & International Health,GW Price Ltd,314916," 30,894 ",,,,,,
,,03/11/2015,Research & development,DG: Research & Development,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10579," 13,396 ",Dementia - ESRC/NIHR Initiative,SN2 1UJ,PUBLIC,,,
,,03/11/2015,Research & development,DG: Research & Development,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10579," 446,573 ",Dementia - ESRC/NIHR Initiative,SN2 1UJ,PUBLIC,,,
,,04/11/2015,Outsourcing Contract,DG: Public & International Health,NHS SUPPLY CHAIN,9046000055," 33,477 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st April to 31st July 2015,DE55 4QJ,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-545843-111543," 26,264 ",Research for Patient Benefit,M13 0JR,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-545857-111541," 26,290 ",Research for Patient Benefit,BS99 1YF,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,NHS LIVERPOOL CCG,ERS-545862-111556," 999,996 ",CLAHRCs,L1 4AZ,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-545863-111544," 47,940 ",AD-HOC - ETC,M25 3BL,PUBLIC,,,
,,04/11/2015,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",MICROTEST LTD,0000086861," 4,200 ","Capital: 2015/16 GPSoC Microtest  -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Migration Charges National Functionality Deployment Development Charges 	 ",PL31 1EX,SME,,,
,,04/11/2015,Service charge,"DG: Innovation, Growth & Technology",MICROTEST LTD,0000086861," 226,062 ",Revenue: 15/16 Microtest  GPSoC charges for the 01.04.2015 -31.03.2016:System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service charges,PL31 1EX,SME,,,
,,04/11/2015,Addition Clearing - P&M,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00396569RI," 81,407 ","Skipton House – Lift No.8 - controller, safety gear, gear, motor, ropes and car interior ",SO53 3YE,LARGE,,,
,,04/11/2015,Addition Clearing - P&M,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00396570RI," 164,082 ","Skipton House - Lift 11 - Upgraded controller, gears and ropes",SO53 3YE,LARGE,,,
,,04/11/2015,Addition Clearing - IT,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00396571RI," 125,717 ",Skipton House - 4th floor - Zone B&C - Data Cabling Upgrade,SO53 3YE,LARGE,,,
,,04/11/2015,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",DXS UK LTD,23063," 596,525 ","Capital: 2015/16 GPSoC DXS-  charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Licenses GPSoC-CCNa-010	 ",GU10 4PS,SME,,,
,,04/11/2015,Service charge,"DG: Innovation, Growth & Technology",DXS UK LTD,23063," 136,167 ","Revenue: 2015/16 GPSoC DXS -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Support and Maintenance GPSoC-CCNa-010	 ",GU10 4PS,SME,,,
,,04/11/2015,Training (Learning and Development),DG: Group Operations,HM REVENUE AND CUSTOMS HMRC,18000020952015," 386,078 ",HMRC Corporate Fast Stream Programme Costs for financial year 2015 - 16,WC2B 4RD,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-545847-111554," 35,636 ",EME - ( NETSCC ),OX1 2XN,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-545847-111554," 104,783 ",EME - ( NETSCC ),OX1 2XN,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-545848-111549," 46,625 ",Targeted Capacity Building,SW7 2AZ,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-545849-111551," 46,625 ",Targeted Capacity Building,LS2 9JT,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-545850-111553," 45,950 ",Targeted Capacity Building,M13 9PL,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,EAST ANGLIA UNIVERSITY OF,ERS-545855-111548," 33,707 ",NIHR Fellowships,NR4 7TJ,PUBLIC,,,
,,04/11/2015,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-545860-111552," 89,290 ",EME - ( NETSCC ),WC1E 6BT,PUBLIC,,,
,,05/11/2015,Research & development,DG: Research & Development,HEALTH EDUCATION ENGLAND T1510,49296137," 13,468,905 ","Other formal training, (Mentoring TCC, Experimental training camp AD, Psychiatry Master Class IoP, meeeting/workshops organised by TCC, NIHR Research Methods advisor - Leeds  ",LS1 4PL,PUBLIC,,,
,,05/11/2015,Research & development,DG: Research & Development,HEALTH EDUCATION ENGLAND T1510,49296138," 13,468,908 ","Other formal training, (Mentoring TCC, Experimental training camp AD, Psychiatry Master Class IoP, meeeting/workshops organised by TCC, NIHR Research Methods advisor - Leeds  ",LS1 4PL,PUBLIC,,,
,,05/11/2015,Outsourcing Contract,"DG: Finance, Commercial & NHS",SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6288604," 208,850 ",2015-16 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,PUBLIC,,,
,,05/11/2015,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0089567," 17,643 ","Capital: 2015/16 LSP NME STAFA and Local Change costs associated South Warwickshire NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project -Aug - Sept 2015 claim					 ",CV34 5BW,PUBLIC,,,
,,05/11/2015,Service charge,"DG: Innovation, Growth & Technology",SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0089567," 114,012 ","Revenue; F/Y 2015/16  LSP NME STAFA and Local Change costs associated South Warwickshire NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - Aug - Sept 2015 claim					 ",CV34 5BW,PUBLIC,,,
,,05/11/2015,Service charge,"DG: Innovation, Growth & Technology",Woodward Associates UK Ltd,2644," 33,750 ",Revenue: 2015/16 SUS Spine  Woodward Novation Contract  11 Months May 15 to Mar 2016,SL4 5DT,SME,,,
,,05/11/2015,Provisions cash payment,DG: Public & International Health,SKIPTON FUND LTD,4B/15-16," 165,328 ",Skipton Fund funding 2015/16,SW1H 0QS,VCS,,,
,,05/11/2015,Outsourcing Contract,DG: Strategy & External Relations,IBM UK LTD,5810151274," 50,465 ",IBM Management Price,PO6 3AU,LARGE,,,
,,05/11/2015,Outsourcing Contract,DG: Strategy & External Relations,IBM UK LTD,5810151478," 1,996,366 ",FY15/16 ESR Service Delivery,PO6 3AU,LARGE,,,
,,05/11/2015,Outsourcing Contract,DG: Strategy & External Relations,IBM UK LTD,5810151479," 101,215 ",IBM TUPE Transferee Price,PO6 3AU,LARGE,,,
,,05/11/2015,Arm Length Bodies-Revenue Subsidy,"DG: Innovation, Growth & Technology",MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,1565580," 810,000 ",Medicines and Healthcare Products Regulatory Agency (MHRA) 2015/16 Revenue allocation (Devices),SW1W 9SZ,PUBLIC,,,
,,05/11/2015,Arm Length Bodies-Revenue Subsidy,"DG: Innovation, Growth & Technology",MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,1565581," 1,250,000 ",Medicines and Healthcare Products Regulatory Agency (MHRA) 2015/16 Revenue allocation (NIBSC),SW1W 9SZ,PUBLIC,,,
,,05/11/2015,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",SOCIAL ENTERPRISE COALITION,ERS-545899-111561," 100,649 ",IESD 2013-14- AIMs 2567413 - Social Enterprise UK (Coalition)- project:Improving health and well-being outcomes through better partnership with the Voluntary Community and Social Enterprise Sector,SE1 2HZ,VCS,,,
,,06/11/2015,IT minor costs non capital,DG: Public & International Health,SAPIENT LTD,38135," 29,668 ","Change request ACCEA 12, SOW 124/CR16/PID 98742",E1 6DU,LARGE,,,
,,06/11/2015,Policy Payments,DG: Public & International Health,RURAL PAYMENTS AGENCY (RPA),DM00004," 55,171 ",Rural Payments Agency (RPA) - National Top-UP of the EU School Milk Scheme Co-Funding  - 2015/16,RG13BV,PUBLIC,,,
,,06/11/2015,ENDPBs Admin Capital Grant in Aid,"DG: Social Care, Local Growth & Care Partnerships",HOMES AND COMMUNITIES AGENCY (HCA),S0011518," 508,714 ",HCA - CASSH Fund Capital Payments 15/16,NE11 0NA,PUBLIC,,,
,,09/11/2015,Research & development,DG: Research & Development,NORTH BRISTOL NHS TRUST,ERS-546000-111603," 178,375 ",HTA Researcher Lead,BS1 2NP,PUBLIC,,,
,,09/11/2015,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-546002-111602," 93,902 ",Research for Patient Benefit,NW1 2BX,PUBLIC,,,
,,09/11/2015,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,HAFS-18933," 600,000 ",,SR3 4AD,PUBLIC,,,
,,09/11/2015,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,HAFS-18934," 6,200,000 ",,SR3 4AD,PUBLIC,,,
,,09/11/2015,Additions-PDC permanent,DG: Holding CT Core,SALISBURY NHS FOUNDATION TRUST,HAFS-18935," 359,000 ",,SP2 8BJ,PUBLIC,,,
,,09/11/2015,Additions-PDC permanent,DG: Holding CT Core,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,HAFS-18936," 508,000 ",,NE7 7DN,PUBLIC,,,
,,09/11/2015,Additions FT Financing Facility Loans,DG: Holding CT Core,THE ROYAL MARSDEN NHS FOUNDATION TRUST,HAFS-18937," 1,000,000 ",,SW3 6JJ,PUBLIC,,,
,,09/11/2015,Outsourcing Contract,DG: Public & International Health,SAPIENT LTD,38104," 39,614 ",EEA Healthcare End to End Process Project (Sapient) (1),E1 6DU,LARGE,,,
,,09/11/2015,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584199591," 36,296 ",Estimated Click Charge,WS11 0JA,LARGE,,,
,,09/11/2015,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584199592," 38,525 ",Estimated Click Charge,WS11 0JA,LARGE,,,
,,09/11/2015,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584199593," 30,836 ",Estimated Click Charge,WS11 0JA,LARGE,,,
,,09/11/2015,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584199704," 190,222 ",IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,LARGE,,,
,,09/11/2015,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",EGTON MEDICAL INFORMATION SYSTEMS LTD,IN94474-1," 8,873,549 ",Capital: F/Y 2014/15 GPSoC EMIS - Software Licence Charges,LS19 7BY,LARGE,,,
,,09/11/2015,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",EGTON MEDICAL INFORMATION SYSTEMS LTD,IN94474-1," 295,800 ","Capital: 2015/16 GPSoC EMIS charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Software and Support Charges	 ",LS19 7BY,LARGE,,,
,,09/11/2015,Service charge,"DG: Innovation, Growth & Technology",EGTON MEDICAL INFORMATION SYSTEMS LTD,IN94474-1," 305,205 ",Revenue: 2015/16 GPSoC Revenue charges  01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service char,LS19 7BY,LARGE,,,
,,09/11/2015,Addition Clearing - IT,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447, -   ,Lenovo Notebook Thinkpad Helix - Product Code 20CHS00302,RG14 5FF,LARGE,,,
,,09/11/2015,Addition Clearing - IT,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447," 257,077 ",Lenovo Notebook Thinkpad Helix - Product Code 20CHS15800. Replaces PO520444,RG14 5FF,LARGE,,,
,,09/11/2015,Addition Clearing - IT,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447," 139,500 ",Lenovo Thinkpad X250Dock - Product Code 20CLS5R90,RG14 5FF,LARGE,,,
,,09/11/2015,Addition Clearing - IT,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447,-0 ,,RG14 5FF,LARGE,,,
,,09/11/2015,IT minor costs non capital,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447," 155,177 ",USB PRO Docks -Product Code 40A70045UK,RG14 5FF,LARGE,,,
,,09/11/2015,IT minor costs non capital,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447, 60 ,Thinkpad Tablet pen.,RG14 5FF,LARGE,,,
,,09/11/2015,IT minor costs non capital,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447, 76 ,Delivery Charge,RG14 5FF,LARGE,,,
,,09/11/2015,IT minor costs non capital,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447, -   ,Dock_BO TP Tablet Dock-UK - 4X10H04513,RG14 5FF,LARGE,,,
,,09/11/2015,IT minor costs non capital,DG: Group Operations,VODAFONE CORPORATE LTD,IP54447, -   ,Delivery Charge,RG14 5FF,LARGE,,,
,,09/11/2015,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10200," 110,252 ","Revenue: 2015/16 - Intechnology eRS - IAAS - Hosting, Infrastructure, Support and Service Management - FY1516 Service Charges	 ",HG3 1UG,SME,,,
,,09/11/2015,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10210," 107,369 ","Revenue: 2015/16 - Intechnology eRS - IAAS - Hosting, Infrastructure, Support and Service Management - FY1516 Service Charges	 ",HG3 1UG,SME,,,
,,09/11/2015,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10225," 66,586 ","Revenue: 2015/16 - Intechnology eRS - IAAS - Hosting, Infrastructure, Support and Service Management - FY1516 Service Charges	 ",HG3 1UG,SME,,,
,,09/11/2015,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10240," 111,630 ","Revenue: 2015/16 - Intechnology eRS - IAAS - Hosting, Infrastructure, Support and Service Management - FY1516 Service Charges	 ",HG3 1UG,SME,,,
,,09/11/2015,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10270," 112,576 ","Revenue: 2015/16 - Intechnology eRS - IAAS - Hosting, Infrastructure, Support and Service Management - FY1516 Service Charges	 ",HG3 1UG,SME,,,
,,09/11/2015,Policy Payments,"DG: Social Care, Local Growth & Care Partnerships",ESSEX COUNTY COUNCIL,1006203293," 150,000 ",SIB Funding for Essex County Council - over 4 years to 2018,CM1 1JZ,PUBLIC,,,
,,09/11/2015,UK subscriptions to overseas bodies,DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,3135001901888127," 3,000,000 ",,RH10 1UH,PUBLIC,,,
,,09/11/2015,Other programme expenditure,DG: Public & International Health,CAXTON FOUNDATION,CF-11/2015-16," 140,390 ",Caxton Foundation SDP 2015-16,EN4 9NX,VCS,,,
,,09/11/2015,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",ROYAL NATIONAL INSTITUTE OF BLIND PEOPLE,ERS-546010-111621," 66,042 ",HSCVF - RNIB - 2013/NATIONAL/005 - Community Eye Health Champion,WC1H 9NE,VCS,,,
,,09/11/2015,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",RACE EQUALITY FOUNDATION,ERS-546013-111641," 35,276 ",Race Equality Foundation - IESD 2014/15 - 54113891 -Effectively tackling violence & improving the health & care outcomes for the most vulnerable children & young people,NW5 1LB,VCS,,,
,,10/11/2015,Outsourcing Contract,DG: Strategy & External Relations,NATIONAL SKILLS ACADEMY FOR HEALTH,1356," 204,000 ",,BS2 0JP,SME,,,
,,10/11/2015,Other programme expenditure,DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,3135001902206854," 2,650,000 ",,RH10 1UH,PUBLIC,,,
,,10/11/2015,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",THE CHALLENGING BEHAVIOUR FOUNDATION,ERS-546051-111721," 43,304 ",2013-14 AIMS REF 2554862- The Challenging Behaviour foundation- project: A holistic and co-ordinated implementation plan to deliver early intervention,ME4 6BE,VCS,,,
,,11/11/2015,Other Admin expenditure,DG: Holding CT Core,POOLE HOSPITAL NHS FOUNDATION TRUST,P0149822," 68,779 ",,BH15 2JB,PUBLIC,,,
,,11/11/2015,Research & development,DG: Research & Development,NPL MANAGEMENT LTD,136726," 93,283 ",Invention for Innovation,TW11 0LW,LARGE,,,
,,11/11/2015,Other programme expenditure,DG: Public & International Health,PGO FOREIGN CURRENCY PAYMENTS,3155001904417553," 73,765 ",,RH10 1UH,PUBLIC,,,
,,11/11/2015,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",MIND,ERS-546084-111761," 72,328 ",2013-14  IESD- AIMS ref 2557398- MIND - project: Service transformation across one mind,E15 4BQ,VCS,,,
