Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048446,74723.00,Research on Cost of Tuberculosis controls - 2014-15 Quarter 1,YO1 7PX,SME,IGS/Funding,BCP00001,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000049703,108250.00,England Epidemiology Requirement Plan - 2014-15 September 2014 ,YO1 7PX,SME,IGS,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000050340,53635.00,Invasive species risk assessment - Ruddy Duck eradication 2014-15,KT15 3NB,SME,DFP,BIODECOS,Expense,,,,
DEFRA,DEFRA,25/11/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-548414-50547,75180.00,Development of an oral Bacillus Calmette–Guérin (BCG) vaccine for badgers - research component - 2014-15 November 2014,KT15 3NB,SME,,00000000,Expense,,,,
DEFRA,DEFRA,07/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,APEM Limited,6474,39855.88,Implementing biota standards – assessment of passive sampling devices as a potential alternative to biota,SK4 3GN,SME,WT1566,00000000,Expense,,,,
DEFRA,DEFRA,21/11/2014,AR Refunds,Chief Operating Officer DG,AR Refund November 2014,131114,370375.86,Department for Agriculture and Rural Development Northern Ireland (DARDNI) Bovine Brucellosis programme - first tranche,BT1 4NN,,,00000000,Asset,,,,
DEFRA,DEFRA,25/11/2014,AR Refunds,Chief Operating Officer DG,AR Refund November 2014,1311142596600,25966.00,Refund to Food and Environment Research Agency (FERA) in respect of a payment that Fera made to Defa in error,YO41 1LZ,,,00000000,Asset,,,,
DEFRA,DEFRA,05/11/2014,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,376069,179653.50,Provision of commercial legal advice in respect of the Thames Tideway Tunnel project - September 2014,EC2A 2HA,,20238,00000000,Expense,,,,
DEFRA,DEFRA,21/11/2014,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,378098,206810.07,Provision of commercial legal advice in respect of the Thames Tideway Tunnel project - 27 September-31 October 2014,EC2A 2HA,,20238,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,BBSR12089,31916.14,Insect Pollinator Initiative - 2014-15 Quarter 2,SN2 1UH,,exempt,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",B B S R C,BBSR12090,185339.53,Tree Health and Plant Biosecurity Initiative - 2014-15 Quarter 2,SN2 1UH,,TH0114,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",B B S R C,BBSR12101,125000.00,Defra co-funded Research Projects on Chalara Ash Dieback - 2014-15 Quarter 2,SN2 1UH,,TH0135,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",B B S R C,BBSR12121,423857.25,Contract and Delivery plan for the provision of National Reference Laboratory Requirements to Defra - 2014-15 Quarter 1,SN2 1UH,,20411,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",B B S R C,BBSR12126,423857.30,Contract and Delivery plan for the provision of National Reference Laboratory Requirements to Defra - 2014-15 Quarter 2,SN2 1UH,,20411,00000000,Expense,,,,
DEFRA,DEFRA,13/11/2014,GPC Card,Central Finance Group,Barclaycard Business Issuing,4715320649042975051114,28744.16,Payments made on Government procurement cards - November 2014,TS17 6YG,SME,,00000000,Asset,,,,
DEFRA,DEFRA,05/11/2014,Current Grants E,"Strategy, International and Biosecurity DG","BOWDLER & SONS LTD, NC~35/011/0019",WS1598416,35914.00,Redacted,SY5 9ES,SME,,TBCC0001,Expense,,,,
DEFRA,DEFRA,07/11/2014,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,14017117,26117.07,Central Management and Control Unit (CMCU) Automatic Urban and Rural Network payment - 30 September 2014,SE1 2TX,,AQ0631,AQNONRDX,Expense,,,,
DEFRA,DEFRA,25/11/2014,Evidence Non R&D,Policy Delivery DG,C E F A S,8004328,1555472.58,Response of ecosystems and fisheries to management in a changing environment - November 2014,NR33 0HT,SME,DFP,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",C E F A S,8004329,61644.66,Aquatics evidence - November 2014,NR33 0HT,SME,DFP,00000000,Expense,,,,
DEFRA,DEFRA,05/11/2014,Online databases,Chief Operating Officer DG,Cambridge Information Ltd,1009083,30180.00,Redact as the Credit and Debit appear in same months report,IP14 2EN,SME,21373,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Subscriptions to Publications,Chief Operating Officer DG,Cambridge Information Ltd,1009123,25260.00,"Renewal of Ends Report subscription, the Ends report is a Journal and online source of intelligence for environmental professionals, delivering news, analysis and reference across the carbon, environmental and sustainability agenda  - 1 November 2014-31 October 2015",IP14 2EN,SME,21373,00000000,Expense,,,,
DEFRA,DEFRA,04/11/2014,Online databases,Chief Operating Officer DG,Cambridge Information Ltd,102703,-30180.00,Redact as the Credit and Debit appear in same months report,IP14 2EN,SME,21373,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10015819,53397.35,Various interim staff engaged across Defra - week ending 13 November 2014,DL1 9HB,,,00000000,Asset,,,,
DEFRA,DEFRA,05/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10007721,35694.48,Various interim staff engaged across Defra - week ending 20 August 2014,SL6 1DP,,,00000000,Expense,,,,
DEFRA,DEFRA,07/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10013887,71485.36,Various interim staff engaged across Defra - week ending 29 October 2014,SL6 1DP,,,00000000,Asset,,,,
DEFRA,DEFRA,17/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10014753,42913.07,Various interim staff engaged across Defra - week ending 5 November 2014,DL1 9HB,,,00000000,Expense,,,,
DEFRA,DEFRA,05/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10013428,114893.20,Various interim staff engaged across Defra - week ending 22 October 2014,SL6 1DP,,,00000000,Asset,,,,
DEFRA,DEFRA,03/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10012675,47722.94,Various interim staff engaged across Defra - week ending 15 October 2014,SL6 1DP,,,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10005040,75063.30,Various interim staff engaged across Defra - 26 June-9 July 2014,SL6 1DP,,,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR044,948112.49,"Payment of rent, rates and service charges for various properties within the Defra Network within the periods May 2013-December 2014",EC2V 7NQ,,,00000000,Expense,,,,
DEFRA,DEFRA,10/11/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR042,270241.61,"Payment of rent, rates and service charges for various properties within the Defra Network within the periods April 2013-November 2015",EC2V 7NQ,,,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR041,402671.12,"Payment of rent, rates and service charges for various properties within the Defra Network - October 2014",EC2V 7NQ,,,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Business Rates,Chief Operating Officer DG,Capita Property & Infrastructure Ltd,CAPFR043,66886.85,"Payment of rent, rates and service charges for various properties within the Defra Network within the periods April 2010-March 2015",EC2V 7NQ,,,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-547957-50462,26289.00,Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) Networks - 2014-15,SN2 1EU,SME,Exempt,AQRDXXXX,Expense,,,,
DEFRA,DEFRA,21/11/2014,Other Current Payments E,Policy Delivery DG,Cornwall County Council,98155323,31302.00,Implementation of the Food and Veterinary Office (FVO) Recommendations in Relation to the EU Protected Food Names Scheme - Phase One,TR1 3AY,,21054,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1414234,37783.00,Field scale soil protection measures to understand their impact at the landscape scale  - Milestone 1,MK45 4DT,,SP1318,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,281014,250000.00,London Support Grant Services - November 2014,HP2 4XN,,Funding,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,111114,1250000.00,Local Services Support Grant - November 2014,HP2 4XN,,Grant,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Contractor - Management Cover,Chief Operating Officer DG,DevOpsGuys Ltd,047,33120.00,IT services for the Common Agricultural Policy Delivery Programme - 13-17 October 2014,BN11 1QR,SME,CAP287,CAPDFA03,Expense,,,,
DEFRA,DEFRA,11/11/2014,Contractor - Management Cover,Chief Operating Officer DG,DevOpsGuys Ltd,046,31680.00,IT services for the Common Agricultural Policy Delivery Programme - 6-10 October 2014,BN11 1QR,SME,CAP287,CAPDFA03,Expense,,,,
DEFRA,DEFRA,11/11/2014,Contractor - Management Cover,Chief Operating Officer DG,DevOpsGuys Ltd,048,43680.00,IT services for the Common Agricultural Policy Delivery Programme - 20-24 October 2014,BN11 1QR,SME,CAP287,CAPDFA03,Expense,,,,
DEFRA,DEFRA,27/11/2014,Electricity,Chief Operating Officer DG,E D F Energy,0003011114,520662.26,Payment of Electricity for various properties within the Defra Network - October 2014,PL3 5XQ,,,B0790000,Expense,,,,
DEFRA,DEFRA,19/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Economics for the Environment Consultancy Ltd,1026,28590.00,Developing corporate nature capital accounts - 2013-14 - Milestone 7,W1W 7SQ,SME,NR0162,00000000,Expense,,,,
DEFRA,DEFRA,07/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Economics for the Environment Consultancy Ltd,1027,64403.60,Developing economic evidence on the costs and benefits of investing in natural capital - Milestones 1-4,W1W 7SQ,SME,WC1109,BIODECOS,Expense,,,,
DEFRA,DEFRA,03/11/2014,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIANOV14,50000000.00,Grant in Aid - November 2014,BS1 5AH,,DFP,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Environment Agency,1166122,77616.00,Scientific advice and leadership for the Joint Water Evidence Group - 2013-14,PE2 8YD,,WT1556,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Environment Agency,1166242,77000.00,Scientific advice and leadership for the Joint Water Evidence Group - 2014-15,PE2 8YD,,WT1556,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,IT Software,Chief Operating Officer DG,Environment Agency,1167023,609654.00,Inspire data sharing service - 2014-15,BS1 5AH,,IGS/17979,06199SPT,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Environment Systems Ltd,ESINV688,45504.00,Earth Observations - Phase 3,SY23 3AH,SME,WC1082,BIODECOS,Expense,,,,
DEFRA,DEFRA,17/11/2014,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10300015440,70770.00,Provision of commercial financial advice for the Thames Tideway Tunnel Project - 7 July-30 September 2014,SE1 2AF,,Omnicom OM18274/Bravo Ecm 4225,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Hospitality,Chief Operating Officer DG,Eurest,92713470,25877.26,Catering services at Sand Hutton - 2014-15,B45 9PZ,SME,21027,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0039342,25000.00,Plant Health Horizon Scanning and Technology Implementation (HSTI) Programme - 2014-15 Quarter 2,YO41 1LZ,,DFP,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0039946,968881.00,Plant health service level agreement - Non-Evidence - Quarter 2,YO41 1LZ,,DFP,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1702827,29422.56,By-product staining work - October 2014,YO1 2YX,,DFP,ABPO0001,Expense,,,,
DEFRA,DEFRA,03/11/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Food Standards Agency,1702807,37750.59,Sheep sampling payments - Quarter 2,YO1 2YX,,IGS,TSE002SH,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Game & Wildlife Conservation Trust,SIN000766,25846.00,Evaluation of electric fencing as a means of increasing lapwing chick survival and overall productivity on fallow plots - Milestones 3-9,SP6 1EF,SME,LM0108,00000000,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments UK,Policy Delivery DG,Gangmasters Licensing Authority,0000010755,424310.00,Grant in aid - November 2014,NG8 9AF,,Funding,GLA00002,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA007,94500.00,Aerial photography height data - November 2014,RG27 8NW,SME,20041,AERPHOTO,Expense,,,,
DEFRA,DEFRA,25/11/2014,Recruitment Charges,Chief Operating Officer DG,H M Revenue & Customs,18000025382014,97589.20,Charge for the Civil Service Recruitment System - 2014-15 Quarter 1,BN12 4XH,,IGS,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Recruitment Charges,Chief Operating Officer DG,H M Revenue & Customs,18000024762014,51589.20,Redacted,BN12 4XH,,IGS,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Current Grants E,"Strategy, International and Biosecurity DG","HEAL, R M & H M~36/217/0018",WS1597739,31928.00,Redacted,BA3 5JE,SME,,TBCC0001,Expense,,,,
DEFRA,DEFRA,21/11/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005945,45696.00,Software for the Finance and Human Resources Implementation costs - Year 2,SE1 2AP,SME,CAP080,CAPDFA03,Expense,,,,
DEFRA,DEFRA,20/11/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005949,-495516.00,Credit note - Software for the Finance and Human Resources Implementation costs - Year 2,SE1 2AP,SME,CAP080,CAPDFA03,Expense,,,,
DEFRA,DEFRA,21/11/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005780,50214.04,Consultancy - Scheme Finance Infrastructure,SE1 2AP,SME,CAP246,CAPDFA07,Expense,,,,
DEFRA,DEFRA,21/11/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005906,32368.83,Provision of Information Technology Services - Scheme Finance Infrastructure,SE1 2AP,SME,CAP246,CAPDFA07,Expense,,,,
DEFRA,DEFRA,03/11/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Home Office,1121949,1605454.26,Home Office Testers People Resource - April-September 2014 ,NP20 9BB,,IGS,CAPDBCFM,Asset,,,,
DEFRA,DEFRA,20/11/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5911140085,-413782.91,Volumetric credit adjustments for the actual number of users - August 2014 ,GU1 2LD,SME,,00000000,Expense,,,,
DEFRA,DEFRA,20/11/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5911140086,-121438.64,Volumetric credit adjustments for the actual number of users - August 2014 ,GU1 2LD,SME,,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5910140148,-119742.07,Volumetric credit adjustments for the actual number of users - July 2014 ,GU1 2LD,SME,,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5910140180,-374508.72,Volumetric credit adjustment for the actual number of users - July 2014 ,GU1 2LD,SME,,00000000,Expense,,,,
DEFRA,DEFRA,07/11/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5810141819,39876.87,Identity and Access Management Proof of Concept - 1 August-5 September 2014,GU1 2LD,SME,10040,PITF0600,Expense,,,,
DEFRA,DEFRA,21/11/2014,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5811140263,51322.99,Identity and Access Management Engagement Plan - September 2014,GU1 2LD,SME,10040,PITF0600,Expense,,,,
DEFRA,DEFRA,27/11/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5811140203,6190297.79,Baseline services - November 2014,GU1 2LD,SME,10040,00000000,Expense,,,,
DEFRA,DEFRA,05/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute of Zoology,34073,41689.00,Cetacean strandings around the UK coast 2014-15 - Milestone 29,NW1 4RY,,MB0111,00000000,Expense,,,,
DEFRA,DEFRA,05/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,International Development UEA,E3043029,27926.27,Sustainable Agriculture Innovation Network Secretariat - July-September 2014,NR4 7TJ,,20017,00000000,Expense,,,,
DEFRA,DEFRA,27/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00036002,30213.42,Purchase and Installation of a fully automatic bin washer to comply with the Environment Agency Bio Hazard License requirement - June 2014,BS32 4NH,,FWK10195L,FMR1314R,Asset,,,,
DEFRA,DEFRA,03/11/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00036004,56480.52,"Crosskill House Beverly Overhaul of lifts - end of life expectancy, replace controls, safety operating gear and reline cars - June 2014",BS32 4NH,,10195L,FMR1314A,Asset,,,,
DEFRA,DEFRA,21/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00038855,46958.40,Animal and Plant Health Agency and Veterinary Laboratories Agency Weybridge Capital works programme - High Voltage substation - October 2014,BS32 4NH,,10195L,FMR1314A,Asset,,,,
DEFRA,DEFRA,05/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037175,31305.60,Weybridge - Priority capital works programme - Fumigation Panel Modification and Repairs - August 2014,BS32 4NH,,10195L,FMR1314A,Asset,,,,
DEFRA,DEFRA,27/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037178,67293.00,"Installation of boundary fencing to site at Animal Health and Veterinary Laboratory Agency, Weybridge - August 2014",BS32 4NH,,10195L,B0870000,Asset,,,,
DEFRA,DEFRA,21/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00038012,51331.87,"Installation of boundary fencing to site at Animal Health and Veterinary Laboratory Agency, Weybridge -September 2014",BS32 4NH,,,B0870000,Asset,,,,
DEFRA,DEFRA,25/11/2014,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FC00003650,-127252.04,Credit note - Core Facilities Management Fee - June 2014,BS32 4NH,,10321,00000000,Expense,,,,
