Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number,,
Defra,EA,01/06/12,Construction,SW Capital WiP,Interserve Construction Ltd,1078763," £282,677.72 ",Teignmouth (Back Beach) tidal defence scheme,TQ14 0HP,,30142730,IMSW000780,Project,,,
Defra,EA,01/06/12,Construction,SW Capital WiP,Interserve Construction Ltd,1080036," £257,492.56 ","Truro Tidal Defence remove deep obstructions, change pile design and install additional ground anchors ",TQ14 0HP,,30142730,IMSW001669,Project,,,
Defra,EA,01/06/12,Construction,SW Wessex North- Flood Risk,Dawnus Construction Ltd,1077922," £225,414.31 ","South West Bridge Maintenance Programme 11/12 concrete repair, void filling, waterproofing of concrete bridge decks, replacement of fences/handrails.",EX3 0PB,,30192017,RESW001145,Project,,,
Defra,EA,01/06/12,Construction,AN Capital WiP,Volkerstevin Ltd,1077181," £215,475.55 ",Duddington Sluice Refurbishment,EN11 9BX,,30142737,IMAN001890,Project,,,
Defra,EA,12/06/12,Personnel Related,HR Strategy,Edenred Childcare Vouchers Ltd,1081975," £208,280.58 ",Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral,SW1V 2RS,,,,Administration,,,
Defra,EA,12/06/12,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1080211," £203,080.97 ",Ings Beck flood alleviation schme Westgate Culvert,LE10 3JF,,30142734,IMNE000646,Project,,,
Defra,EA,14/06/12,Facilities,FM Operating Unit - Central and South East,AG Investream Frimley LP,1081900," £200,018.88 ",Rent In Advance Swift House ,W1U 2RU,,,,Administration,,,
Defra,EA,07/06/12,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1080214," £196,741.17 ",Ings Beck flood alleviation schme,LE10 3JF,,30142734,IMNE000646,Project,,,
Defra,EA,01/06/12,Construction,NE Capital WiP,Birse Civils Ltd,1076076," £181,509.18 ",Decommissioning of 5 wells in order to progress embankment construction as part of the Greatham North ,DN18 5BW,,30142670,IMNE000823,Project,,,
Defra,EA,01/06/12,Facilities,FM Operating Unit - Northern,DTZ Debenham Tie Leung,1079343," £178,500.00 ",Rent For Phoenix House,B4 6AJ,,,,Administration,,,
Defra,EA,21/06/12,Facilities,FM Operating Unit - Central and South East,Arlington Business Parks Partnerships,1084670," £175,200.00 ",Rent 2 Bishop Square ,RG7 4SA,,,,Administration,,,
Defra,EA,01/06/12,Construction,SE Capital WiP,Volkerstevin Ltd,1078567," £149,996.63 ",Thames Barrier Drive Equipment,EN11 9BX,,30142737,IMTH001493,Project,,,
Defra,EA,21/06/12,Construction,SW Capital WiP,Team Van Oord,1085257," £147,856.42 ",Trews Side Weir Remedial Works,RG14 5QS,,30142735,IMSW001879,Project,,,
Defra,EA,01/06/12,Construction,SE Capital WiP,Team Van Oord,1079623," £143,425.27 ",Pevensey Coastal Outfalls Reconstruction – for continuing refurbishment of 4 coastal outfalls,RG14 5QS,,30142735,IMSO000737,Project,,,
Defra,EA,07/06/12,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1080386," £141,988.72 ",Pevensey Bay Sea Defences,PO15 5SS,,,IMSO000584,Project,,,
Defra,EA,01/06/12,Facilities,NW Regional Facilities,Amas Ltd,1079777," £141,465.00 ",Commercial rent for Birchwood Business Park,W1A 2NF,,,,Administration,,,
Defra,EA,12/06/12,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1081949," £135,405.80 ",Works at Paddle and Rymer Weirs,IP1 5LT,,30142731,IMSE100073,Project,,,
Defra,EA,21/06/12,Facilities,SW Regional Facilities,Property Income & Reversion Trust Ltd,1085264," £129,714.30 ",Rent Rivers House,LE10 1AW,,,,Administration,,,
Defra,EA,19/06/12,Facilities,FM Operating Unit - Northern,Jaymar Estates Ltd,1083474," £129,121.80 ",Quadrant 2 Annual rent paid quarterly in advance 1/4/2012 to 31/3/2013,M6 6AR,,,,Administration,,,
Defra,EA,21/06/12,Construction,SE Capital WiP,Birse Civils Ltd,1084809," £126,835.64 ",Dartford Creek Barrier Refurbishment.,DN18 5BW,,30142670,IMSO000727,Project,,,
Defra,EA,14/06/12,Construction,SW Capital WiP,Team Van Oord,1080628," £124,483.54 ",Wessex Reconditioning Package Severn Beach,RG14 5QS,,30142735,IMSW001937 | IMSW001960,Project,,,
Defra,EA,14/06/12,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1081613," £124,019.08 ",Spondon Sluices Decommissioning,IP1 5LT,,30142731,IMMI001083,Project,,,
Defra,EA,21/06/12,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1084588," £123,447.05 ",Nottingham Leftbank Flood alleviation scheme Rylands,IP1 5LT,,30142731,IMMI000642,Project,,,
Defra,EA,19/06/12,Construction,NE Capital WiP,Birse Civils Ltd,1083999," £122,116.10 ",Decommissioning of 5 wells in order to progress embankment construction,DN18 5BW,,30142670,IMNE000823,Project,,,
Defra,EA,14/06/12,Construction,SW Capital WiP,Team Van Oord,1082429," £118,574.73 ",South West Culvert Recondition Package,RG14 5QS,,30142735,IMSW001886,Project,,,
Defra,EA,12/06/12,Construction,SE Capital WiP,JT Mackley & Co Ltd,1080631," £116,630.24 ",Drainage Licence for Cousin Lane Stairs Capital Project,BN5 9XQ,,30134439,IMSE500009,Project,,,
Defra,EA,01/06/12,Construction,NW Capital WiP,Volkerstevin Ltd,1078718," £115,665.60 ",Reconditioning at North Antley Syke. Pipe jack operation under highway and garage. ,EN11 9BX,,30142737,IMNW000243,Project,,,
Defra,EA,19/06/12,Construction,MI Capital WiP,G F Tomlinson Civil Engineering Ltd,1084400," £115,604.93 ",Daniels Brook flood alleviation scheme,WR3 8LX,,30224315,IMMI000935,Project,,,
Defra,EA,14/06/12,Construction,SE KSL FCRM Ops South,BAM Nuttall Ltd,1065907," £109,725.84 ",Hacklinge Pumping station - Marsh Access Track repairs,GU15 3XW,,30203231,RESE100034,Project,,,
Defra,EA,21/06/12,Facilities,National Estates Manager,Arlington Business Parks Partnerships,1084674," £105,021.00 ",Service Charge 2 Bishop Square,RG7 4SA,,,,Administration,,,
Defra,EA,14/06/12,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1081612," £103,950.12 ",Borrowash Fish Pass Enabling Works,IP1 5LT,,30142731,IMMI001282,Project,,,
Defra,EA,01/06/12,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1078973," £103,278.61 ",North East Culverts No 3 Survey Works,IP1 5LT,,30142731,IMNE000197,Project,,,
Defra,EA,12/06/12,Construction,TH Capital WiP | SE Capital WiP,Jacobs Engineering UK Ltd,1081705," £97,776.56 ",Site supervision services in relation to Medmerry Managed Realignment ,G2 7HX,,30072261,IMTH001023 | IMSO001023,Project,,,
Defra,EA,14/06/12,Construction,MI Capital WiP,Black & Veatch Ltd,1083353," £97,305.52 ",Nottingham Trent Site Supervision,RH1 1LQ,,30072271,IMMI000642,Project,,,
Defra,EA,19/06/12,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1067274," £94,294.56 ",Works at Ashton Gauging Weir,LE10 3JF,,30142734,IMNW000258,Project,,,
Defra,EA,07/06/12,Facilities,FM Operating Unit - Central and South West,OF Ryan,1081500," £93,867.30 ",Rent for Olton Court. ,B26 3LS,,,,Administration,,,
Defra,EA,14/06/12,Facilities,FM Operating Unit - Northern,Northumberland Estates Ltd,1082622," £93,193.80 ",Rent for Tyneside House,NE66 1NQ,,,,Administration,,,
Defra,EA,12/06/12,Construction,SE Kent & South London - Ops Delivery,J Breheny Contractors Ltd,1079573," £89,485.69 ",Riverside Gardens Weir removal and associated works ,IP6 8NH,,30134424,RESE100036,Project,,,
Defra,EA,14/06/12,Construction,WA Capital WiP,Galliford Try Infrastructure Ltd,1083151," £89,350.87 ",Pwll flood alleviation scheme,LE10 3JF,,40015270,IMWA000941,Project,,,
Defra,EA,07/06/12,Construction,NW Capital WiP,Ovivo UK Ltd,1080608," £88,936.80 ",Maintenance work at Appleton House,CO4 9QX,,,RENW001842,Project,,,
Defra,EA,07/06/12,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1068799," £88,372.24 ",River Nene Lock inspections,IP1 5LT,,30142731,IMAN001517,Project,,,
Defra,EA,26/06/12,Construction,WA Capital WiP,Dyer & Butler Ltd,1084696," £88,167.02 ",Greenpark Weir Fish Pass Valuation No 2,SA1 2NX,,40018495,IMWA001078,Project,,,
Defra,EA,19/06/12,Fleet,EA Wales,Hitachi Capital Vehicle Solutions Ltd,1084140," £88,109.21 ",Consolidated lease car rental charges for Wales - May 2012.,RG14 2NU,,40033837,,Administration,,,
Defra,EA,01/06/12,Construction,SW Capital WiP,Dawnus Construction Ltd,1077921," £87,823.43 ","South West bridge maintenance programme 11/12 concrete repair, void filling, waterproofing of concrete bridge decks, replacement of fences/handrails.",EX3 0PB,,30192017,IMSW001880,Project,,,
Defra,EA,19/06/12,Construction,MI Capital WiP,Ecosulis Ltd,1084287," £86,569.03 ",Ecological Works North Coneries and Church Pond,BA2 9BT,,,IMMI000642,Project,,,
Defra,EA,12/06/12,Professional Services Other,NE Capital WiP,OPUS International Consultants,1079278," £84,987.36 ",Morpeth flood alleviation scheme,NG2 4GT,,30309577,IMNE000794,Project,,,
Defra,EA,19/06/12,Construction,SE Kent & South London - Ops Delivery,Dean & Dyball Civil Engineering Ltd,1083198," £83,499.60 ",Security improvement at Viaduct Sluice,BH24 1PN,,30134428,RESE500033,Project,,,
Defra,EA,12/06/12,Facilities,FM Operating Unit - Northern,Robson Associates,1081846," £82,350.60 ",Ghyll Mount Office payment for annual rent paid quarterly for 2012/2013,B2 5PP,,,,Administration,,,
Defra,EA,01/06/12,Professional Services Other,SE Capital WiP,White Young Green,1079655," £78,577.36 ",Sandwich Town Tidal Defences,LS6 2WQ,,30309584,IMSO001057,Project,,,
Defra,EA,01/06/12,Facilities,NLS Support Leeds,Colliers International Belfast Ltd,1079614," £76,500.00 ",Rent for Olympia House Leeds Laboratory for the period April 1st 2012 to March 31st 2013,BT2 8BG,,,,Administration,,,
Defra,EA,21/06/12,Construction,SE Capital WiP,Haskoning UK Ltd,1083235," £76,467.49 ",South East Area CCTV Culvert Surveys,PE3 8DW,,30071934,IMTH001577,Project,,,
Defra,EA,21/06/12,Facilities,FM Operating Unit - Central and South West,PJ Salter,1084748," £75,750.00 ",Rent for Exminster House,EX8 5HB,,,,Administration,,,
Defra,EA,07/06/12,Facilities,SE Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,1081603," £75,084.10 ",Static Guarding Thames Barrier,E1W 1XY,,30239724,,Administration,,,
Defra,EA,21/06/12,Construction,SW Capital WiP,Team Van Oord,1085256," £73,685.68 ",Exwick Radial Gates Repainting ,RG14 5QS,,30142735,IMSW001940,Project,,,
Defra,EA,21/06/12,Fleet,HO Geomatics,RVL Survey Ltd,1085075," £73,483.29 ",Remote Sensing Projects Contract 1 and 3,DE74 2SA,,30000394,SCLI0001,Administration,,,
Defra,EA,14/06/12,Professional Services Other,SE SSD - AEM East,OPUS International Consultants,1082309," £71,283.92 ",East Worthing flood alleviation scheme,NG2 4GT,,30309577,RESE000102,Project,,,
Defra,EA,14/06/12,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1083196," £71,220.10 ",Banbury flood alleviation scheme,LE10 3JF,,30142734,IMTH000615,Project,,,
Defra,EA,01/06/12,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1069505," £71,136.38 ",Relief Lock Keepers facilities,IP1 5LT,,30142731,IMTH001277,Project,,,
Defra,EA,01/06/12,Professional Services - CCL,National Permitting Service,Jacobs Engineering UK Ltd,1079756," £71,059.39 ",Secondment Costs 2011/2012,G2 7HX,,30149972,,Administration,,,
Defra,EA,14/06/12,Construction,NE Capital WiP,Black & Veatch Ltd,1083340," £70,583.34 ",Donna Nook andTetney Flood alleviation scheme Stage,RH1 1LQ,,30072271,IMNE000738,Project,,,
Defra,EA,21/06/12,Construction,NE Capital WiP,Halcrow Group Ltd,1080434," £69,637.74 ",Gmordd Morpeth flood alleviation scheme ,SN4 0QD,,30071913,IMNE000794,Project,,,
Defra,EA,21/06/12,Construction,SE Capital WiP,Westminster Dredging  Dean & Dyball JV,1082191," £69,364.80 ",Selsmore sea maintenance,PO15 5SS,,30142738,IMSO001261,Project,,,
Defra,EA,07/06/12,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1059969," £69,126.72 ",River Nene Lock Inspections,IP1 5LT,,30142731,IMAN001517,Project,,,
Defra,EA,01/06/12,Construction,SW Capital WiP,Dawnus Construction Ltd,1077919," £67,279.96 ","Wessex reconditioning package, work at Siston and Bitton for concrete repairs",EX3 0PB,,30192017,IMSW001960,Project,,,
Defra,EA,21/06/12,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1083427," £66,859.16 ",Chertsey Lock Refurbishment,IP1 5LT,,30142731,IMTH001556,Project,,,
Defra,EA,12/06/12,Professional Services - CCL,E and B Land and Water,IBM,1076472," £66,386.75 ",IBM E-nabling Framework - Project Implementation and Work Commissioning Charges ,PO6 3AE,,30093883,EBPLW11025L01,Project,,,
Defra,EA,01/06/12,Construction,AN Capital WiP,Norfolk Wildlife Trust,1076070," £64,761.62 ",Create wetland grazing and reed bed to fulfill the requirement of the Habitat Directive,NR1 1RY,,30282131,IMAN001220,Project,,,
Defra,EA,14/06/12,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1082488," £63,469.19 ",Crossens Pumping Station Refurbishment Project,LE10 3JF,,30142734,IMNW000409,Project,,,
Defra,EA,01/06/12,Construction,National Accomodation Change Fund,RF Gardiner,1078913," £62,428.72 ",General Building Maintenance Services - Regionwide; Manley House accomodation works ,GL6 8PE,,30289008,HORES00027,Project,,,
Defra,EA,19/06/12,ICT Commodities,HO Flood Warning Systems,MM Teleperformance Ltd,1084076," £62,307.56 ",Call centre and management costs for Floodline live agent and Remote Monitoring service,BS1 3LG,,30146474,,Administration,,,
Defra,EA,14/06/12,Facilities,FM Operating Unit - Northern,Colenso Property Services,1082734," £61,050.00 ",Coverdale House York annual rent paid quarterly in advance 2012/2013,YO30 4GZ,,,,Administration,,,
Defra,EA,19/06/12,Professional Services Other,HO Marine Monitoring Service,CEFAS,1077523," £60,756.46 ",Phytoplankton Sample Analysis Year 5 Batches,NR33 0HT,,30309859,,Project,,,
Defra,EA,21/06/12,ICT Commodities,Data and Information Management,Copyright Licensing Agency Ltd,1085467," £60,181.38 ",Copyright Licensing Agency - Environment Agency license 2012-13,EC1N 8TS,,,HOEV101104,Administration,,,
Defra,EA,21/06/12,Professional Services Other,NW Ambition Project Manager,Eden Rivers Trust,1085410," £60,000.00 ",River Restoration Strategy,CA11 OAH,,,RENW001935,Project,,,
Defra,EA,12/06/12,Construction,National Accomodation Change Fund,Gelder Ltd,1080660," £60,000.00 ",Internal Refurbishment at Kingsfisher House,LN1 2DS,,30199819,REAN001298,Project,,,
Defra,EA,19/06/12,Facilities,FM Operating Unit - Central and South East,Jones Lang LaSalle,1081312," £59,400.00 ",Rent in advance for Wessex Business Park,BS8 9AQ,,,,Administration,,,
Defra,EA,01/06/12,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1078976," £58,837.73 ",North East Culvert Refurbishment,IP1 5LT,,30142731,IMNE000197,Project,,,
Defra,EA,19/06/12,Construction,MI Capital WiP,G F Tomlinson Civil Engineering Ltd,1084397," £58,600.04 ",Meadowside Centre Flood Defence,WR3 8LX,,30224315,IMMI001233,Project,,,
Defra,EA,07/06/12,Construction,SW Capital WiP,Team Van Oord,1080349," £57,886.74 ","Braunston - construction of memorial shelter, resurface car park, additional drainage to playing field, relocate access ramp, stump removal. ",RG14 5QS,,30142735,IMSW001850,Project,,,
Defra,EA,21/06/12,Construction,MI Capital WiP,Galliford Try Infrastructure Ltd,1084725," £57,202.93 ",Old Weir Brook Outfall Refurbishment Project,LE10 3JF,,30142734,IMMI001253,Project,,,
Defra,EA,12/06/12,Engineering Goods,HO Capital WiP,Reactec Ltd,1063557," £57,170.16 ","Hand Arm Vibration Meters for all Operations Delivery teams, to allow monitoring of vibration in hand held tools.",EH10 4JW,,,FROAM40018L01 | IMHO000018,Administration,,,
Defra,EA,01/06/12,Energy and Fuels,HO Business Finance,British Gas Business,1078023," £56,525.01 ",Renewable Electricity Supply to Sub100kWh sites in Anglian Region,OX4 2JY,,30286703 | 30331275, | EBILLP2P |  | ,Administration,,,
Defra,EA,01/06/12,Construction,SE Capital WiP,SSE Power Distribution,1077255," £55,727.40 ",Diversion of 11kV electric cable as part of Medmerry scheme (Selsey to Bracklesham sea defence),RG19 4AZ,,,IMSO001023,Project,,,
Defra,EA,07/06/12,Construction,SW Capital WiP,Halcrow Group Ltd,1080262," £55,194.76 ",Steart Managed Realignment,SN4 0QD,,30071913,IMSW001389,Project,,,
Defra,EA,21/06/12,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1084586," £54,966.72 ",Culverts Refurbishment programme,IP1 5LT,,30142731,IMNE000197,Project,,,
Defra,EA,19/06/12,Construction,SE Capital WiP,Birse Civils Ltd,1083036," £54,574.25 ",Battle Bourne Embankment flood alleviation scheme,DN18 5BW,,30142670,IMSE500056,Project,,,
Defra,EA,19/06/12,Professional Services Other,AN Northern-AEM - Northampton/Kettering,Hydrock Consultants Ltd,1083321," £54,355.97 ",Helpston Groundwater Remediation Project May 2012,BS32 4DF,,30177470,REAN001571,Project,,,
Defra,EA,07/06/12,Construction,SE Capital WiP,Halcrow Group Ltd,1080257," £52,881.47 ",Paddle and Rymer health and safety,SN4 0QD,,30071913,IMTH001503,Project,,,
Defra,EA,07/06/12,Construction,AN Northern - Flood Risk,GBM,1080508," £52,800.00 ",Creating a Washland/Grazing marsh along section of the Great Eau at Saltfleet,LN11 0YB,,30254554,rean001458,Project,,,
Defra,EA,21/06/12,Construction,NE Capital WiP,Esh Construction Ltd,1085330," £52,322.02 ",Middlethorpe Small Works,DH6 5PF,,30204740,IMNE790365,Project,,,
Defra,EA,14/06/12,Fleet,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,1081831," £51,408.58 ",Rental Car costs for May 2012,RG14 2NU,,,,Administration,,,
Defra,EA,07/06/12,Professional Services Other,NE North East Area PACS,Rural Development Initiative Ltd,1080131," £50,000.00 ",2012/13 Partnership Funding For Northumberland Community Flooding Partnership,AB51 5NQ,,,RENE630012,Project,,,
Defra,EA,01/06/12,Construction,AN Capital WiP,Volkerstevin Ltd,1077186," £48,599.92 ",Duddington Sluice Refurbishment,EN11 9BX,,30142737,IMAN001890,Project,,,
Defra,EA,07/06/12,Construction,SE Capital WiP,Halcrow Group Ltd,1080293," £48,403.94 ",Sandwich Town Tidal Defences,SN4 0QD,,30071913,IMSO001057,Project,,,
Defra,EA,12/06/12,Personnel Related,Internal Transformation (HSW),Health Management Ltd,1079036," £48,302.52 ",Provision of Occupational Health services ,BN8 5NN,,,HOHRITA001,Administration,,,
Defra,EA,01/06/12,Energy and Fuels,HO Financial Management Adjustment,British Gas Business,1079570," £46,907.56 ",Renewable Electricity to Sub100kWh Sites in South West Region,OX4 2JY,,30331288,,Administration,,,
Defra,EA,19/06/12,Operational Goods,MI Capital WiP,Aquatic Control Engineering Ltd,1082524," £46,671.60 ",Larinier Fish and Elver Pass For Borrowash,DN22 0HR,,30203263,IMMI001282,Project,,,
Defra,EA,07/06/12,Construction,AN Capital WiP,Team Van Oord,1080347," £46,413.31 ",Great Yarmouth Wall 54 Emergency Works ,RG14 5QS,,30142735,IMAN002418,Project,,,
Defra,EA,19/06/12,Construction,SE West Thames - Waterways Ops Mgr 1,Land & Water Services Ltd,1084388," £45,589.75 ",Uper Thames Dredging,GU5 9AF,,30134437,WWTH000003,Project,,,
Defra,EA,12/06/12,Construction,SE Kent & South London - Ops Delivery,Nomenca Ltd,1055380," £44,407.82 ",Lower Molember Asset Refurbishment,NG17 2HW,,30134435,RESE500034,Project,,,
Defra,EA,14/06/12,Construction,AN Capital WiP,Haskoning UK Ltd,1082104," £43,860.71 ",Chelmsford Flood alleviation scheme planning and detailed design,PE3 8DW,,30071934,IMAN001326,Project,,,
Defra,EA,01/06/12,Energy and Fuels,HO Business Finance,British Gas Business,1078036," £41,798.37 ",Renewable Electricity to Sub100kWh Sites in South East Region,OX4 2JY,,30331286,,Administration,,,
Defra,EA,01/06/12,Professional Services Other,AN Central-AEM - Monitoring,CSE Servelec Ltd,1079827," £41,566.50 ",Quarter 1 Telemetry System Maintenance For 2012/2013 For Anglian Region,S21 4HL,,30009217,OOAN000364,Administration,,,
Defra,EA,01/06/12,Professional Services Other,AN Central-AEM - Monitoring,CSE Servelec Ltd,1079829," £41,566.50 ",Quarter 2 Telemetry System Maintenance For 2012/2013 For Anglian Region,S21 4HL,,30009217,OOAN000364,Administration,,,
Defra,EA,12/06/12,Professional Services Other,MI Capital WiP,Costain Ltd,1074194," £39,714.71 ",Lower Tame ground investigation ,SL6 4UB,,30309574,IMMI000978,Project,,,
Defra,EA,19/06/12,Professional Services Other,National Accomodation Change Fund,MACE Ltd,1084227," £39,020.40 ",Leeds Accommodation Project design services,NW1 0LF,,,HORES00021,Project,,,
Defra,EA,14/06/12,Professional Services Other,AN Central-AEM - Brampton,URS Corporation Ltd,1079577," £38,737.80 ",Pilot Remediation Sawston,G2 4QE,,30105862,REAN001598,Project,,,
Defra,EA,12/06/12,Construction,MI Capital WiP,Birse Civils Ltd,1067498," £38,677.58 ",Tree vegetation clearance - Payment for Bat Surveys - Fencing to tree cleared areas.,DN18 5BW,,30142670,IMMI001015,Project,,,
Defra,EA,19/06/12,Professional Services Other,MI Capital WiP,ECS Engineering Services Ltd,1084083," £38,083.74 ",Refurbishment Works Beckingham Gate,NG16 6LE,,30312221,IMMI001315,Project,,,
Defra,EA,01/06/12,Engineering Goods,HO Fleet - EA Wales,Allstar Business Solutions Ltd,1080687," £37,486.72 ",Fuel for commercial fleet For Wales April 2012,SN5 6PS,,40034238,,Administration,,,
Defra,EA,07/06/12,Construction,MI East-Ops Delivery - 2,R & K Contractors & Consultants,1080053," £37,086.40 ",Watercourse Maintenance Leicester ,NG17 7JZ,,30190850,FRA05S034 | FRA05S033,Project,,,
Defra,EA,07/06/12,Construction,NW Capital WiP,Halcrow Group Ltd,1080241," £37,011.41 ",River Mersey Warrington Flood risk management scheme,SN4 0QD,,30071913,IMNW000699,Project,,,
Defra,EA,21/06/12,Engineering Goods,MI East-AEM - 3,Campbell Associates Ltd,1085099," £36,752.40 ","Locking Cable, Measurement Microphone",CM6 1HD,,,,Administration,,,
Defra,EA,12/06/12,Construction,SE Capital WiP,WES Ltd,1082234," £36,408.00 ","Water Treatment (Hydrogen Peroxide Dosing) Facility, Hackney Marshes, East London",RG24 8PP,,,IMSE100117,Project,,,
Defra,EA,21/06/12,Professional Services Other,AN Nthn FCRM Ops W&N,P & R Plant Lincolnshire Ltd,1085507," £36,288.00 ",Completion of stoning works on the River Wellandat Cowbit Washes,PE12 8NG,,30258388,FRA01S119,Project,,,
