"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/4/2013,PR & Marketing Advice & Services,Business & Skills Group - Enterprise Directorate,M4C (A DIVISION OF GROUPM UK LTD),1954,35.63,Start Up Loans-PR & Marketing Advice & Services,WC1X 8RX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/31/2013,Other Travel,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",2046,1.40,B&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/6/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,2313,315.00,SABR Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/9/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,2326,43.20,F&C Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2626,-563.04,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2628,-692.82,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2630,-787.86,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2634,-715.33,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/17/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2635,-749.42,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/17/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2640,-732.54,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/17/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2641,-224.68,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/17/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2643,-331.32,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/17/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2647,-460.85,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/17/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2648,-519.83,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2652,-692.99,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2653,-643.52,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2675,-373.70,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2680,-535.34,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2682,-566.60,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/5/2013,Water,Finance & Commercial Group - F&C - Commercial Directorate,UNITED UTILITIES WATER plc,2730,20.44,LSC Properties-Water,WA55 1WA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/5/2013,Water,Finance & Commercial Group - F&C - Commercial Directorate,UNITED UTILITIES WATER plc,2730,1.13,LSC Properties-Water,WA55 1WA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/2/2013,Electricity,Finance & Commercial Group - F&C - Commercial Directorate,NPOWER LTD,2910,873.29,SABR Devolved Admin-Electricity,LS14 3WX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/17/2013,Gas,Finance & Commercial Group - F&C - Commercial Directorate,CORONA ENERGY RETAIL 4 LTD,2959,-106.50,LSC Properties-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/2/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,ABV SOLICITORS,2988,1387.37,Prosecution Agents-Criminal Law and Prosecution Work,UB3 1AN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/2/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,ABV SOLICITORS,2988,45.00,Prosecution Agents-Criminal Law and Prosecution Work,UB3 1AN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2013,Learning and Dev - CS Skills,Finance & Commercial Group - F&C - Finance Group,CAPITA BUSINESS SERVICES LTD,3596,214.00,F&C Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/5/2013,Storage and Distribution,"People, Comminications and Effectiveness Group - PCE - Human Resources",DRAGON FIRE & SECURITY SYSTEMS LTD,3645,109.20,PCCE Devolved Admin-Storage and Distribution,CF23 9AB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2013,Storage and Distribution,"People, Comminications and Effectiveness Group - PCE - Human Resources",DRAGON FIRE & SECURITY SYSTEMS LTD,3647,109.20,PCCE Devolved Admin-Storage and Distribution,CF23 9AB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2013,Electricity,Finance & Commercial Group - F&C - Commercial Directorate,EDF ENERGY plc,3660,-51386.42,SABR Devolved Admin-Electricity,PL3 5XQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2013,Hire of Agency Staff,Finance & Commercial Group - F&C - Commercial Directorate,CAPITA RESOURCING LTD,3739,2550.00,F&C Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,3742,2868.78,SABR Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,3744,2868.78,SABR Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2013,Coaching,Markets and Local Growth - MLG - Business Environment,ABILITYNET,3754,345.00,MLG Devolved Admin-Coaching,RG6 1WG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/9/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,4053,130.50,F&C Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/2/2013,Purchase of Weather Information & Weather-Related Services,Knowledge & Innovation Group - KIG - Innovation Directorate,MET OFFICE,4080,6861083.00,Public Weather Service: Contract-Purchase of Weather Information & Weather-Related Services,EX1 3PB,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/27/2013,Purchase of Weather Information & Weather-Related Services,Knowledge & Innovation Group - KIG - Innovation Directorate,MET OFFICE,4083,6861083.00,Public Weather Service: Contract-Purchase of Weather Information & Weather-Related Services,EX1 3PB,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/2/2013,Professional Training,Shareholder Executive - Shareholder Executive,CAPITA BUSINESS SERVICES LTD,4122,1542.42,SABR Devolved Admin-Professional Training,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/12/2013,Publications,Government Office for Science - GOS - Government Office for Science,JONES YARRELL LEADENHALL,4131,50.15,SABR Devolved Admin-Publications,E3 3JG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/4/2013,Electricity,Finance & Commercial Group - F&C - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,4196,3183.67,F&C Devolved Admin-Electricity,GU15 3WA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/4/2013,Electricity,Finance & Commercial Group - F&C - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,4201,3006.17,F&C Devolved Admin-Electricity,GU15 3WA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2013,Hire of Agency Staff,Shareholder Executive - Shareholder Executive,ADECCO UK LTD,4360,937.10,ShEx Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2013,Advertising,Business & Skills Group - Enterprise Directorate,M4C (A DIVISION OF GROUPM UK LTD),4366,3744.11,SABR Devolved Admin-Advertising,WC1X 8RX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2013,Minor Works,Business & Skills Group - Enterprise Directorate,M4C (A DIVISION OF GROUPM UK LTD),4366,3.74,ShEx Devolved Admin-Minor Works,WC1X 8RX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,4512,2341.30,SABR Devolved Admin-Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,ICT Business Specific Application Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,4514,3822.37,SABR Devolved Admin-ICT Business Specific Application Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,4517,2155.72,SABR Devolved Admin-Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/19/2013,Other Staff Welfare Costs,Markets and Local Growth - MLG - Europe Trade & International Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),4601,661.66,SABR Devolved Admin-Other Staff Welfare Costs,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5215,970.30,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5216,1013.58,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5218,700.66,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5219,816.42,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5221,816.42,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5223,635.53,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5224,700.66,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5225,700.66,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5226,539.62,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5227,498.62,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5228,190.46,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5229,552.17,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5230,850.56,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5231,1154.80,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Air Travel Overseas,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5232,935.46,IGPF: UK-India Partnership in Regenerative Medicine-Air Travel Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),5233,851.20,IGPF: UK-India Partnership in Regenerative Medicine-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/16/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,5242,37.54,F&C Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/6/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,5245,159.36,SABR Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,5332,241.80,F&C Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/5/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,5334,150.00,F&C Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2013,ICT Outsourcing & Maintenance/Support,"Strategy, Analysis and Better Regulation - SABR - Analysis Directorate",DAISY COMMUNICATIONS LTD,5355,75.96,SABR Devolved Admin-ICT Outsourcing & Maintenance/Support,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/5/2013,Economic Consultancy & Research,Shareholder Executive - Information Economy & Cyber,PRICEWATERHOUSECOOPERS LLP,5369,29833.34,Web: BIS Funding-Economic Consultancy & Research,E14 9SQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,5420,44.63,SABR Devolved Admin-Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/6/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,5482,144.00,F&C Devolved Admin-Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Subsistence Overseas,"People, Comminications and Effectiveness Group - PCE - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),5612,1429.71,SABR Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Subsistence Overseas,"People, Comminications and Effectiveness Group - PCE - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),5613,84.00,SABR Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/3/2013,Subsistence Overseas,"People, Comminications and Effectiveness Group - PCE - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),5614,1078.22,SABR Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY
