Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number
Defra,RPA,27/11/2012,IT Outsourced Services,Service Management & SIP Admin,Accenture,3003198647,"182,445.19",Service Evolution III - November 2012 - variable elements,EC3M 3BD,No,64642 & 64630 & 64296 & 64538 & 64576,SIP11000 & PPT03100 & SPSS0110 & PPS08420 & SIPRLR05 & ,ADMIN,
Defra,RPA,23/11/2012,Vehicles - Lease Costs,Various,Arval,1044510,"57,352.63",Vehicle (lease) Rental fee - November 2012,SN5 6PE,No,Various,n/a,ADMIN,
Defra,RPA,08/11/2012,Supplier Contractors,SIP Admin,ATOS CONSULTING LIMITED,5265004118,"161,758.91",Programmes annd Project Directorate Support - Consultancy Support and Expenses,WS11 0JA,No,64288,PPN11000,ADMIN,
Defra,RPA,14/11/2012,IT Outsourced Services,Service Management,Cable & Wireless,UK13073136/UK10/112012/9950,"54,019.00",Telecom Services,RG12 1XL,No,64133,COMS0130 ,ADMIN,
Defra,RPA,01/11/2012,IT Outsourced Services,Service Management,Defra,1000020149,"169,370.14",Defra Agency Recharge,YO1 7PX,No,64050,PPT02000,ADMIN,
Defra,RPA,16/11/2012,IT Outsourced Services,Service Management,Defra,1000020228,"294,934.00",Defra Agency Recharge,YO1 7PX,No,63673,DEFR0000,ADMIN,
Defra,RPA,27/11/2012,IT Outsourced Services,Service Management,Defra,1000019508,"41,408.26",Recharge on Utilities - Recharge of Carbon Reduction Commitment,YO1 7PX,No,64730,n/a,ADMIN,
Defra,RPA,23/11/2012,Supplier Contractors,Chief Executive's Office,Deloitte & Touche,2410061404,"183,958.20",For professional services supporting the Rural Land Register project from July to Sept 2012 inclusive,MK9 1FD,No,64645,SIPRLR06,ADMIN,
Defra,RPA,05/11/2012,IT Outsourced Services,Service Management,DSGi Business,11581516,"75,834.00",Monthly Service Charge - November 2012,BL9 7BJ,No,64069,OFFS0125,ADMIN,
Defra,RPA,02/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,32630,"35,070.30",Expenditure Quarterly Service charge 01/10/11-31/12/11,B4 6AJ,No,63801,n/a,ADMIN,
Defra,RPA,06/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,34943,"40,814.94",Expenditure Quarterly Service charge 01/01/12-31/03/12,B4 6AJ,No,63744,n/a,ADMIN,
Defra,RPA,12/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,38411,"33,629.84","Clyst House, Exeter - Establishment costs 01/11/12-30/11/12 and Depreciation charges 01/11/12-30/11/12",B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,12/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,38437,"42,771.13",Northgate House Establishment costs 01/11/12-30/11/12 and Depreciation charges 01/11/12-30/11/12,B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,14/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,39111,"30,251.82","Edenbridge House, Recharge of Core Facilities Management Services Nov 2012",B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,14/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,39113,"31,255.97","Alverton Court, Recharge of Core Facilities Management Services Nov 2012",B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,14/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,39164,"47,558.59","Curwen Road, Recharge of Core Facilities Management Services Nov 2012",B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,14/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,39183,"29,594.91","Northgate House, Recharge of Core Facilities Management Services Nov 2012",B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,14/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,39185,"25,300.97","Lancaster House, Recharge of Core Facilities Management Services Nov 2012",B4 6AJ,No,64261,n/a,ADMIN,
Defra,RPA,16/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,30924,"72,964.42","Clyst House, Recharge of Core Facilities Management Services Nov 2011",B4 6AJ,No,63802,n/a,ADMIN,
Defra,RPA,16/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,30928,"76,294.66","Curwen Road, Recharge of Core Facilities Management Services Nov 2011",B4 6AJ,No,63805,n/a,ADMIN,
Defra,RPA,16/11/2012,Defra Estates -Depreciation/Establishment and Service Charges,Sustainable Workplace Management,DTZ,32085,"98,871.53","Curwen Road, Recharge of Core Facilities Management Services Dec 2011",B4 6AJ,No,63805,n/a,ADMIN,
Defra,RPA,16/11/2012,IT Outsourced Services,SIP Admin,Experian Q A S LTD,139051I,"41,940.00",Professional Service & Oracle Enterprise Licence period to 28/02/2013,SW4 0QL,,64632,SIP11000,ADMIN,
Defra,RPA,01/11/2012,Meat Hygiene Service (MHS),British Cattle Movement Service,Food Standards Agency,1701694,"43,702.80",Cattle Passports Work ,YO1 7PX,,64437,n/a,ADMIN,
Defra,RPA,05/11/2012,IT Outsourced Services,Service Management,IBM,5810121518,"824,613.91",OCTOBER 2012: RPA Defra IT Base Services - PERIOD: FROM 01/10/2012 TO 31/10/2012,B4 6AJ,No,64652,IBMBS000,ADMIN,
Defra,RPA,16/11/2012,IT Outsourced Services,Service Management,IBM,5811120184,"823,791.92",NOVEMBER 2012: RPA Defra IT Base Services - PERIOD: FROM 01/11/2012 TO 30/11/2012,B4 6AJ,No,64652,IBMBS000,ADMIN,
Defra,RPA,29/11/2012,Supplier Contractors,Geographic Information Services,Infotech,960000284,"93,214.08",Rural Land Register Digitization contract completed during September 2012,WC1A 6RL,No,64280,SIPRLR02 & PPS11200,ADMIN,
Defra,RPA,21/11/2012,IT Licences,SIP Admin,Mouchel Management Consulting Ltd,90118759,"39,156.52",Complaints & Appeals Handling Database MS Dynamics Implementation - Period to 30/09/2012,OL1 9LH,,64567,SIP10000,ADMIN,
Defra,RPA,22/11/2012,IT Outsourced Services,Strategy Propositions,ORC International,1012018,"37,108.51",Customer survey 2012,EC1V 2NT,,64477,n/a,ADMIN,
Defra,RPA,13/11/2012,Supplier Contractors,Programmes & Projects,Price Waterhouse Coopers,1353867401,"221,880.60",Fee for support to Future Options Programme (Common Agricultural Policy) Pillar II Level 3 Target Operating Model Development as set out in the engagement letter dated 28th June 2012. For period 01st August to 30th September 2012,E14 9SQ,No,63919 & 64074,FOP01000 ,ADMIN,
Defra,RPA,14/11/2012,Supplier Contractors,Programmes & Projects,Price Waterhouse Coopers,1353854187,"63,021.60",Fee for provision of detailed support on Strategic Improvement Plan Programme products and programme office management for the period from 25 May to 22 August 2012,E14 9SQ,No,64675,PPS13000,ADMIN,
Defra,RPA,16/11/2012,Supplier Contractors,Programmes & Projects,Price Waterhouse Coopers,1353865419,"894,657.58",Fee for support to Future Options Programme (Common Agricultural Policy) Design and Transition Workstream as set out in the engagement letter dated 5th March 2012. For period 1st July to 31st August 2012,E14 9SQ,No,64074,FOP01000,ADMIN,
Defra,RPA,23/11/2012,Travel,All,Redfern Travel,45094,"94,984.10",TRAVEL COSTS FOR OCT' 12,BD1 3AE,Yes,Various,n/a,ADMIN,
Defra,RPA,28/11/2012,IT Licences,Service Management,SERENA SOFTWARE EUROPE LTD,97049962,"30,438.00",License contract period 29/11/12 to 28/11/13,AL1 2PS,,64694,OFFS0250,ADMIN,
Defra,RPA,26/11/2012,IT Licences,Service Management,Softcat Limited,INV00711030,"28,176.67",IBM Lotus Enterprise Server Manintenance Renewal & Software subscription and support renewal,SL7 1LW,,64690,OFFS0250,ADMIN,
Defra,RPA,08/11/2012,Training,SIP Admin,SOFTWARE BOX LTD,INV60199,"27,000.00","PROFESSIONAL SERVICES - FRAMEWORK DEVELOPMENT & PROFESSIONAL SERVICES - INSTALLATION SERVICE, METASTORM PROVISION/KNOWLEDGE EXCHANGE TRAINING ",YO6 1ET,,64109,PPN11000,ADMIN,
Defra,CCW,23/11/2012,Research & Design,Policy & Research,CREATIVE RESEARCH,1072,"42,228.60",Research into DRIVERS OF SATISFACTION (Value for Money),W13 9BP,Large ,N/A,N/A,Programme,
Defra,CCW,29/11/2012,Rent,Corporate Services,G V A GRIMLEY,8156117310,"82,356.00","Rent for premises and car parking, plus service charge for Victoria Square House, Birmingham ",B1 2JJ,Large ,N/A,N/A,Programme,
Defra,CCW,29/11/2012,Rentals - Operating Lease - IT,Consumer Relations,NORTHGATE MANAGED SERVICES LTD,91238101,"29,426.40",IT managed services over several business areas,HP2 4NW,Large ,N/A,N/A,Programme,
Defra,Seafish,19/11/2012,Contract,Overhead,The IT Group,102081,"25,126.56",IT upgrade for whole-company ,B33 9TX,,,,,824 1582 39
Defra,Seafish,19/11/2012,Contract,Project,Food Certification International Limited,12421,"78,390.00",Macro analysis of English Inshore Fisheries,IV3 8GY,,,,,915 8514 14
Defra,Seafish,05/11/2012,Contract,Project,The Don Fishing Co. Ltd,51291,"37,932.26",Vessel Charter - Scottish Nephrops Trawls - European Fisheries Fund Project Marine Scotland,AB42 1DX,,,,,498 3842 85
Defra,GLA,26/11/2012,Legal Fees,,Freeth Cartwright,,"63,062.40",Appeal Costs - GLA Legal Fees,LE1 1QH,Legal,,,,
Defra,Cefas,01/11/2012,Data Collection Services,Monitoring and Programme Management,John William Hall,20038229,"62,700.00",95% hire of motor fishing vessel Abbie Lee,YO22 4JW,SME,N/A,C3300,programme,
Defra,Cefas,09/11/2012,Charters,Fisheries,INTERFISH LIMITED,20038499,"28,350.00",Charter of fisheries vessel Carhelmar for Western Channel Sole Survey,PL4 0RW,SME,N/A,MD003,programme,
Defra,Cefas,09/11/2012,Assets Under Construction,Environment & Ecosystems,ECHOMASTER MARINE LTD,20038525,"21,275.00",Trawl system for fishery discard trails,AB44 1UB,SME,N/A,C5577,programme,
Defra,Cefas,09/11/2012,Consultancy,Corporate,Treasury Solicitor´s Department,20038642,"45,693.00",Charges 1/4/12-31/12/12,WC2B 4TS,Large,N/A,70000,Admin,
Defra,Cefas,09/11/2012,Data Collection Services,Monitoring and Programme Management,Thomson Ecology,20038485,"30,000.00",Norfolk sandbanks sample analysis,SG6 2TS,Large,N/A,C5814,programme,
Defra,Cefas,09/11/2012,Data Collection Services,Monitoring and Programme Management,Osiris Projects,20038453,"49,284.00",Reporting and data processing,CH62 3NY,SME,N/A,C5650,programme,
Defra,Cefas,16/11/2012,Data Collection Services,Monitoring and Programme Management,INTERFISH LIMITED,20038741,"50,377.74",Charter of Carhelmar,PL4 0RW,SME,N/A,C3300,programme,
Defra,Cefas,16/11/2012,Data Collection Services,Monitoring and Programme Management,ENVIRONMENT AGENCY,20038742,"180,730.43",Sample analysis,PE2 5ZR,Large,N/A,C5787,programme,
Defra,Cefas,16/11/2012,Water & Sewage,Corporate,DTZ DTL Clients A/C Re Defra,20038673,"46,425.00",Charges 1-30/9/12 Weymouth,LS1 2ND,Large,N/A,50100,Admin,
Defra,Cefas,16/11/2012,Electricity,Corporate,DTZ DTL Clients A/C Re Defra,20038673,"47,028.23",Charges 1-30/9/12 Weymouth,LS1 2ND,Large,N/A,50100,Admin,
Defra,Cefas,16/11/2012,CILOR Charge in lieu of rates,Corporate,DTZ DTL Clients A/C Re Defra,20038673,"22,442.00",Charges 1-30/9/12 Weymouth,LS1 2ND,Large,N/A,50100,Admin,
Defra,Cefas,16/11/2012,Gas,Corporate,DTZ DTL Clients A/C Re Defra,20038674,"20,877.52",Charges 1/7-30/9/12 Pakefield Rd,LS1 2ND,Large,N/A,50100,Admin,
Defra,Cefas,16/11/2012,Electricity,Corporate,DTZ DTL Clients A/C Re Defra,20038674,"38,964.91",Charges 1/7-30/9/12 Pakefield Rd,LS1 2ND,Large,N/A,50100,Admin,
Defra,Cefas,20/11/2012,Charters,Fisheries,CALEY FISHERIES LTD,20038529,"20,352.80",Surveys,AB43 9BH,SME,N/A,M1002,programme,
Defra,Cefas,23/11/2012,Data Collection Services,Monitoring and Programme Management,W Stevenson & Sons Ltd,20038824,"57,456.00",Hire of Billy Rowney 95%,TR18 5HB,SME,N/A,C3300,programme,
Defra,Cefas,23/11/2012,Data Collection Services,Monitoring and Programme Management,W Stevenson & Sons Ltd,20038825,"57,456.00",Hire of Twilight III 95%,TR18 5HB,SME,N/A,C3300,programme,
Defra,Cefas,23/11/2012,ICT - Managed Outsourced,Corporate,2e2 UK Ltd,20038024,"35,916.00",Fixed charges for IT managed services,RG18 9RZ,Large,N/A,74200,Admin,
Defra,Cefas,27/11/2012,Charters,Monitoring and Programme Management,N J Fisheries Ltd,20038771,"34,200.00",12 day hire of vessel 95%,TQ1 1PG,SME,N/A,C3300,programme,
Defra,VMD,31/07/2012,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES & QUALITY,DTZ,60695,"51,624.79",Departmental recharge for Estates services,0,GOVN,,,,GB 88 8800 181
Defra,VMD,31/10/2012,SHARED SERVICE CHARGES - LEGAL,CORE SERVICES & QUALITY,TSOL TREASURY SOLICITORS,61578,"78,086.25",Departmental recharge for Legal services,WC2B 4TS,GOVN,,,,GB 888 8230 66
Defra,VMD,31/10/2012,SHARED SERVICE CHARGES - LEGAL,CORE SERVICES & QUALITY,TSOL TREASURY SOLICITORS,61579,"60,598.80",Departmental recharge for Legal services,WC2B 4TS,GOVN,,,,GB 888 8230 66
Defra,VMD,08/11/2012,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,61658,"38,314.46",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,0,,,,
Defra,VMD,13/11/2012,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,61688,"194,836.84",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,0,0,,,,DEFRA
Defra,EA,22/11/2012,Advertising and Media,Strategy and Engagement Manager,M4C,1128251,"46,070.56",Digital advertising for October and November flood campaign.,WC1X 8RX,,,FCPSE00081B01,Administration,
Defra,EA,01/11/2012,Advertising and Media,Operations Technical Services,Ipsos MORI,1121734,"32,161.50","Market Research and Evaluation for a National Telephone Survey, Slurry Stores",HA1 1PT,,30220205,HOOP000197,Administration,
Defra,EA,06/11/2012,Advertising and Media,"Head of Monitoring, Analysis & Innovation",Ipsos MORI,1123158,"27,048.90",Catchment Farms Survey 2012,HA1 1PT,,30218704,HOEV111201,Administration,
Defra,EA,27/11/2012,Advertising and Media,Strategy and Engagement Manager,M4C,1128256,"35,775.51",Digital advertising for post-flood communications following September 2012 floods.,WC1X 8RX,,,FCPSE00081B01,Administration,
Defra,EA,08/11/2012,Clinical and Medical,NLS Operations Starcross,Metlab Supplies Ltd,1124549,"31,978.63",Supply of Laboratory Chemicals and Consumables ,CH5 2QP,,30198780,,Administration,
Defra,EA,27/11/2012,Clinical and Medical,NLS Capital WiP,Agilent Technologies UK Ltd,1128934,"132,151.18",National Laboratory Software upgrade,E14 1HH,,,NL00000063,Project,
Defra,EA,20/11/2012,Clinical and Medical,NLS Capital WiP,Agilent Technologies UK Ltd,1126462,"102,395.66",National Laboratory Software upgrade,E14 1HH,,,NL00000063,Project,
Defra,EA,20/11/2012,Clinical and Medical,NLS Capital WiP,Thermo Fisher Scientific,1127211,"54,604.02",Ion Chromatography systems - national laboratory service,RG21 6YH,,,NL00000063,Administration,
Defra,EA,13/11/2012,Clinical and Medical,HO Head of Monitoring & Analytical Services,Agilent Technologies UK Ltd,1124798,"26,303.63",Advantage Silver Support Contract - national laboratory service,E14 1HH,,30290098,NL00000069,Administration,
Defra,EA,01/11/2012,Construction,NW Ambition Project Manager,Askam Construction Ltd,1120856,"91,216.92",Seeding required for Long Preston Deeps for new flood embankment/flood plain,LA2 0HY,,30238842,RENW002057,Project,
Defra,EA,27/11/2012,Construction,WA Capital WiP,Associated British Ports,1130524,"31,918.38",Provision of professional project management & civil engineering services for the Greenpark Weir Improvements partnership project,CF10 4LY,,,IMWA000753,Project,
Defra,EA,08/11/2012,Construction,HO NCPMS National,Turner & Townsend Project Management,1124248,"32,946.91",Cost Management and Project Support for National Capital Programme Management Service ,LS18 4CH,,30314194,,Project,
Defra,EA,13/11/2012,Construction,National Accomodation Change Fund,MACE Ltd,1125713,"39,300.00",Phoenix House Dilapidation works,NW1 0LF,,,HORES00021,Project,
Defra,EA,01/11/2012,Construction,National Accomodation Change Fund,MACE Ltd,1121279,"36,807.60",Maintenance work at Leteral House,NW1 0LF,,,HORES00021,Project,
Defra,EA,06/11/2012,Construction,AN Northern- FCRM Ops (Lincs),OnSite Central Ltd,1122958,"36,983.76",CCTV Survey at Hurn Road Syphon,WR3 8TJ,,30319000,REAN001223,Project,
Defra,EA,20/11/2012,Construction,SE SSD - FCRM Ops (East),Aquajet GB Ltd,1127752,"32,535.36",CCTV Culvert Inspection Framework Mead Outfall Cleaning & CCTV Survey.,IP30 9QS,,30291877,RESE100089,Project,
Defra,EA,08/11/2012,Construction,NLS Instrumentation,Meteor Communications Europe Ltd,1124231,"26,400.00",Supply of Hardware Engineer & Expenses - Thames Region.,AL1 5HT,,30319528,,Project,
Defra,EA,13/11/2012,Construction,National Accomodation Change Fund,MACE Ltd,1125710,"29,024.10",Carbon Footprint Comparison for Rivers House and Phoenix House - Leeds Accommodation Project ,NW1 0LF,,,HORES00021,Project,
Defra,EA,20/11/2012,Construction,AN Capital WiP,Freedom Group Of Companies Ltd,1128107,"100,422.25","Works at Kennett pumping station - design, manufacture, supply, delivery, installation, testing and commissioning and training of electrical switchgear ",WF13 1SD,,,IMAN002019,Project,
Defra,EA,06/11/2012,Construction,WA Capital WiP,Dyer & Butler Ltd,1124682,"191,224.19",Minor works at Marcroft Weir,SA1 2NX,,40018495,IMWA000997,Project,
Defra,EA,06/11/2012,Construction,AN Capital WiP,Norfolk Wildlife Trust,1122452,"175,555.72",Hilgay Project - To create wetland grazing and reed bed to fulfill the requirement of the Habitat Directive,NR1 1RY,,30282131,IMAN001220,Project,
Defra,EA,06/11/2012,Construction,WA Capital WiP,JU Bowen Construction Ltd,1123769,"125,344.66","Minor improvements to Cob Crwn embankment near to Snowdon Street, safety improvements to existing Y Cyt tidal gates & installation of automated Penstock on upstream face.",SY16 2DR,,40018012,IMWA000938,Project,
Defra,EA,08/11/2012,Construction,MI Capital WiP,G F Tomlinson Civil Engineering Ltd,1123696,"119,218.01",Marlcliff Flood Alleviation Scheme,WR3 8LX,,30224315,IMMI001187,Project,
Defra,EA,08/11/2012,Construction,WA Capital WiP,JU Bowen Construction Ltd,1125893,"103,497.58",Balderton Brook Trash Screen Project,SY16 2DR,,40018012,IMWA001126,Project,
Defra,EA,15/11/2012,Construction,AN Central-FCRM Ops,Jackson Civil Engineering Ltd,1126862,"98,369.42",Ouse washes desilting bankworks 2012 ,IP1 5LT,,30184783,FRA02S017,Project,
Defra,EA,15/11/2012,Construction,MI Capital WiP,Birch Brothers Kidderminster Ltd,1125884,"98,284.80",Arrow Mill Weir - minor works to end of Oct 2012.,DY13 9QB,,30224314,IMMI001227,Project,
Defra,EA,06/11/2012,Construction,WA Capital WiP,JU Bowen Construction Ltd,1123867,"73,559.30",Merthyr Weir - minor works,SY16 2DR,,40018012,IMWA001028,Project,
Defra,EA,08/11/2012,Construction,NW South-FCRM Ops,Cheetham Hill Construction Ltd,1116480,"73,119.13",To cover additional work to extend head wall at Foxdenton debris screen site | Construction of Minor works in North West Region,BL8 1AR,,30239782, | FRA10S065 | ,Project,
Defra,EA,08/11/2012,Construction,SE KSL - FCRM Ops South,CA Blackwell Contracts Ltd,1124334,"67,559.24",Interim Valuation No 2 in respect of work carried out for Chetney Marsh Embankment Repairs. ,CO6 2JX,,30343168,RESE100098 | FRA12S015,Project,
Defra,EA,15/11/2012,Construction,WA Capital WiP,Dyer & Butler Ltd,1126490,"66,963.61",Upper & Lower Railway Terrace - Fish Pass Improvements,SA1 2NX,,40018495,IMWA001079,Project,
Defra,EA,08/11/2012,Construction,SE Capital WiP,J Breheny Contractors Ltd,1123561,"66,488.58",Lower Lees Repairs,IP6 8NH,,30343170,IMTH000898,Project,
Defra,EA,27/11/2012,Construction,NE Capital WiP,Yorkshire Water Services Ltd,1130439,"64,800.00",Mill Beck Reservoir works,BD3 7YD,,,IMNE000141,Project,
Defra,EA,08/11/2012,Construction,NE Yorkshire - FCRM N&EY,Esh Construction Ltd,1124610,"55,949.28",Humber Stoning - Kilnsea to Easington,DH6 5PF,,30204740,NRNE793031,Project,
Defra,EA,06/11/2012,Construction,WA Capital WiP,JU Bowen Construction Ltd,1123802,"55,400.40","Ddol Farm, Rhayader Weir Refurb",SY16 2DR,,40018012,IMWA001029,Project,
Defra,EA,27/11/2012,Construction,NE Capital WiP,Esh Construction Ltd,1130307,"55,165.56",Minor Works at Ellerbeck,DH6 5PF,,30204740,IMNE640089,Project,
Defra,EA,27/11/2012,Construction,NW Capital WiP,Cheetham Hill Construction Ltd,1129777,"52,376.14",Fulledge flood risk works,BL8 1AR,,30239782,IMNW000741,Project,
Defra,EA,13/11/2012,Construction,NW North-FCRM Ops,IT Shaw Ltd,1125371,"50,604.35","Grange Bridge, gravel removal",LA12 9EE,,30239808,FRA09S159,Project,
Defra,EA,01/11/2012,Construction,AN Capital WiP,J Breheny Contractors Ltd,1121621,"49,878.23",Relocation of discharge pipe at Thriplow Peat Holes ,IP6 8NH,,30184785,IMAN002377,Project,
Defra,EA,22/11/2012,Construction,NE Capital WiP,Esh Construction Ltd,1128021,"49,851.05",Potto Flood Bank works,DH6 5PF,,30204740,IMNE000159,Project,
Defra,EA,01/11/2012,Construction,NW Capital WiP,Cheetham Hill Construction Ltd,1121773,"36,636.63",Valley Drive debris screen,BL8 1AR,,30239782,IMNW000332,Project,
Defra,EA,06/11/2012,Construction,NW RSU Mgr,Cheetham Hill Construction Ltd,1121378,"35,576.66",Hydrometric Maintenance - Marple Bridge,BL8 1AR,,30239782,RENW001813,Project,
Defra,EA,06/11/2012,Construction,WA Capital WiP,Dyer & Butler Ltd,1124681,"34,391.20",Construction work at Brynmenyn Weir,SA1 2NX,,40018495,IMWA000996,Project,
Defra,EA,20/11/2012,Construction,SE NET - FCRM Ops East,Hertsmere Borough Council,1125957,"32,332.57",Main river maintenance contract for Hertsmere area Oct 2012.,WD6 1WA,,30342883,RETH110010,Project,
Defra,EA,06/11/2012,Construction,SE Capital WiP,CA Blackwell Contracts Ltd,1123109,"31,385.77",Hambleden Weir walkway resurfacing,CO6 2JX,,30343168,IMSE100188,Project,
Defra,EA,01/11/2012,Construction,SE Capital WiP,Coblands Landscapes Ltd,1118949,"31,239.25","Installation of Sustainable Urban Drainage Systems Retrofit at Hollington, Hastings",TN3 9JN,,,IMSO001247,Project,
Defra,EA,27/11/2012,Construction,MI East- FCRM Ops South,R & K Contractors & Consultants,1129587,"30,349.43","Main River Maintenance, Leicestershire",NG17 7JZ,,30190850,FRA05S034 | FRA05S033,Project,
Defra,EA,27/11/2012,Construction,NW South-FCRM Ops,Boulting Technology,1129796,"30,222.35","Frequent Maintenance for North Area Mechanical and Electrical, Instrumentation, Control and Automation Assets 2012-13 ",WA1 1RG,,30270233,RENW000939,Project,
