Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,22/09/2015,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 6BS,56176,External military training ,"£3,772,108.08"
Ministry of Defence,Ministry of Defence,02/09/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,50271,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£3,686,114.23"
Ministry of Defence,Ministry of Defence,29/09/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,58500,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,565,808.17"
Ministry of Defence,Ministry of Defence,18/09/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,55310,Single use military equipment asset under construction - capital in year addition,"£3,482,354.00"
Ministry of Defence,Ministry of Defence,18/09/2015,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,55368,Grant in aid to the council of reserve forces and cadet associations,"£3,406,256.00"
Ministry of Defence,Ministry of Defence,25/09/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,57714,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,368,715.24"
Ministry of Defence,Ministry of Defence,25/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,57485,Equipment support non-project costs,"£2,998,481.00"
Ministry of Defence,Ministry of Defence,22/09/2015,Fees for professional services,DES Bespoke Trading Entity,ERNST & YOUNG LLP,SE1 2AF,56244,Fees for professional services excluding legal fees,"£2,997,976.53"
Ministry of Defence,Ministry of Defence,10/09/2015,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,52580,Plant + machinery private finance initiative - service concession arrangements service charge,"£2,973,976.88"
Ministry of Defence,Ministry of Defence,09/09/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,52232,Fiscal asset under construction - capital in year addition,"£2,957,436.00"
Ministry of Defence,Ministry of Defence,16/09/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,54369,Utilities consumed - gas,"£2,744,024.24"
Ministry of Defence,Ministry of Defence,21/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,55760,Estate core services charge,"£2,708,520.28"
Ministry of Defence,Ministry of Defence,29/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BUNDESKASSE HALLE,,6000006427,Works - estate management,"£2,653,583.35"
Ministry of Defence,Ministry of Defence,22/09/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,56378,Fees for professional services excluding legal fees,"£2,628,016.40"
Ministry of Defence,Ministry of Defence,03/09/2015,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,50692,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,529,311.28"
Ministry of Defence,Ministry of Defence,14/09/2015,Development costs for military equipment,DES Bespoke Trading Entity,ATKINS LIMITED,WR5 1WS,53421,Intangible single use military equipment asset  - in year capital addition,"£2,397,301.20"
Ministry of Defence,Ministry of Defence,23/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,56453,Fiscal asset under construction - capital in year addition,"£2,386,877.43"
Ministry of Defence,Ministry of Defence,11/09/2015,Development costs for military equipment,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,52955,Intangible fiscal asset  - in year capital addition,"£2,304,100.00"
Ministry of Defence,Ministry of Defence,28/09/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,LONDON & REGIONAL (ST GEORGES  COURT) LIMITED,W1U 8EW,58073,Rent buildings - non civil estate property and married quarter property,"£2,160,000.00"
Ministry of Defence,Ministry of Defence,10/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000005250,Estate core services charge,"£2,131,223.87"
Ministry of Defence,Ministry of Defence,09/09/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,GOVERNMENT OF GIBRALTAR,,3200626,Rent buildings - non civil estate property and married quarter property,"£2,098,473.87"
Ministry of Defence,Ministry of Defence,28/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,57920,Estate + facilities management services - accommodation inventory + service,"£2,071,410.77"
Ministry of Defence,Ministry of Defence,28/09/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TOUCHSTONE CORPORATE PROPERTY SERVICES LIMITED,BA2 2AF,58281,Rent land - non civil estate property + married quarter property,"£2,061,675.07"
Ministry of Defence,Ministry of Defence,08/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,51953,Equipment support non-project costs,"£2,020,196.00"
Ministry of Defence,Ministry of Defence,17/09/2015,Purchase of buildings - Dwellings,DEFENCE INFRASTRUCTURE ORGANISATION,DAVITT JONES BOULD LTD,TA1 4EB,54866,Property building dwellings asset - in year capital addition,"£2,000,190.00"
Ministry of Defence,Ministry of Defence,24/09/2015,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,56828,External military training ,"£1,941,439.48"
Ministry of Defence,Ministry of Defence,23/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,56469,Equipment support non-project costs,"£1,937,016.00"
Ministry of Defence,Ministry of Defence,03/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,50757,Estate + facilities management services - accommodation inventory + service,"£1,887,050.93"
Ministry of Defence,Ministry of Defence,17/09/2015,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,54778,Transport fighting equipment operating lease,"£1,799,864.14"
Ministry of Defence,Ministry of Defence,09/09/2015,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,52297,Grant in aid to the council of reserve forces and cadet associations,"£1,764,779.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/09/2015,Facility Management Costs,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000167094 - 00211965,Facility Management Costs,"£1,724,906.36"
Ministry of Defence,Ministry of Defence,14/09/2015,Fees for professional services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,53833,Fees for professional services excluding legal fees,"£1,703,166.00"
Ministry of Defence,Ministry of Defence,14/09/2015,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,53530,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,676,481.19"
Ministry of Defence,Ministry of Defence,21/09/2015,Design services and minor equipment purchases,HO+CS,CROWN COMMERCIAL SERVICE,L3 9PP,55789,Equipment support project costs,"£1,672,500.00"
Ministry of Defence,Ministry of Defence,14/09/2015,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,53831,Fees for professional services excluding legal fees,"£1,659,452.61"
Ministry of Defence,Ministry of Defence,22/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000006158,Estate core services charge,"£1,611,607.18"
Ministry of Defence,Defence Science and Technology Laboratory,18/09/2015,Loans inter Government & other,Corporate,DEFENCE BUSINESS SERVICES FINANCE,L2 3YL,V - 9000167056 - 00211737,Loans inter Government & other,"£1,610,000.00"
Ministry of Defence,Ministry of Defence,28/09/2015,IT and communication services,HO+CS,IBM UNITED KINGDOM LIMITED,PO6 3AE,58027,Information technology services,"£1,602,186.00"
Ministry of Defence,Defence Science and Technology Laboratory,11/09/2015,IT Hardware,Infrastructure,SOPRA STERIA LIMITED,TW8 9DH,V - 9000166981 - 00211570,IT Hardware,"£1,530,216.46"
Ministry of Defence,Ministry of Defence,22/09/2015,IT and communication services,Defence Equipment + Support,ORACLE CORPORATION U K LTD,RG6 1RA,56340,Information technology services,"£1,510,024.03"
Ministry of Defence,Ministry of Defence,17/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,54832,Fiscal asset under construction - capital in year addition,"£1,478,762.84"
Ministry of Defence,Ministry of Defence,25/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LAGAN CONSTRUCTION INTERNATIONAL (GIBRALTAR) LTD,,57482,Fiscal asset under construction - capital in year addition,"£1,447,290.00"
Ministry of Defence,Ministry of Defence,01/09/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,49850,Research and development excluding defence science and technology laboratory,"£1,430,237.00"
Ministry of Defence,Ministry of Defence,15/09/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,53954,Research and development excluding defence science and technology laboratory,"£1,409,826.00"
Ministry of Defence,Ministry of Defence,25/09/2015,Purchase of information and communications technology,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,57485,IT + communications asset - in year capital addition,"£1,383,240.00"
Ministry of Defence,Ministry of Defence,28/09/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,57827,Movement of service personnel,"£1,363,940.60"
Ministry of Defence,Ministry of Defence,15/09/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,53932,Movement of service personnel,"£1,346,962.27"
Ministry of Defence,Ministry of Defence,17/09/2015,Research and development,DES Bespoke Trading Entity,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,54787,Research and development at the pre main gate stage of a project,"£1,339,529.00"
Ministry of Defence,Ministry of Defence,03/09/2015,Fees for professional services,DES Bespoke Trading Entity,CH2M HILL INTERNATIONAL NUCLEAR SERVICES LTD,W6 7EF,50671,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£1,330,344.49"
Ministry of Defence,Ministry of Defence,14/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JOHN GRAHAM CONSTRUCTION LIMITED,BT26 6HX,10833,Fiscal asset under construction - capital in year addition,"£1,270,530.28"
Ministry of Defence,Ministry of Defence,09/09/2015,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,52508,Equipment support non-project costs,"£1,263,921.26"
Ministry of Defence,Ministry of Defence,03/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,50927,Estate + facilities management services - accommodation inventory + service,"£1,258,035.60"
Ministry of Defence,Ministry of Defence,04/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,51092,Fiscal asset under construction - capital in year addition,"£1,255,273.16"
Ministry of Defence,Ministry of Defence,29/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000006442,Works - estate management,"£1,216,370.53"
Ministry of Defence,Defence Science and Technology Laboratory,11/09/2015,IS Support Service,Infrastructure,SOPRA STERIA LIMITED,TW8 9DH,V - 9000166981 - 00211605,IS Support Service,"£1,204,065.61"
Ministry of Defence,Ministry of Defence,28/09/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,58303,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,203,146.53"
Ministry of Defence,Ministry of Defence,09/09/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,52273,Fees for professional services excluding legal fees,"£1,132,037.12"
Ministry of Defence,Ministry of Defence,07/09/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,51503,Property dwellings private finance initiative - service concession arrangement service charge,"£1,101,649.09"
Ministry of Defence,Ministry of Defence,22/09/2015,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,56310,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,093,693.28"
Ministry of Defence,Ministry of Defence,24/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,H M REVENUE & CUSTOMS,CF14 5XZ,56961,Equipment support non-project costs,"£1,052,967.32"
Ministry of Defence,Ministry of Defence,10/09/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,52688,Fiscal asset under construction - capital in year addition,"£1,035,575.81"
Ministry of Defence,Ministry of Defence,28/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,58289,Fiscal asset under construction - capital in year addition,"£1,006,223.60"
Ministry of Defence,Ministry of Defence,03/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,50659,Fiscal asset under construction - capital in year addition,"£991,704.78"
Ministry of Defence,Ministry of Defence,22/09/2015,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,56364,Operating costs grant in aid to the Royal Hospital Chelsea,"£989,583.00"
Ministry of Defence,Ministry of Defence,07/09/2015,Dilapidation charges  ,DEFENCE INFRASTRUCTURE ORGANISATION,ANNINGTON PROPERTY LTD,W1U 1DR,51397,Other provisions payment against provision,"£947,028.00"
Ministry of Defence,Ministry of Defence,21/09/2015,Fees for professional services,Air Command,KPMG LLP,WD17 1DE,55894,Fees for professional services excluding legal fees,"£945,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/09/2015,Sub Contracted Work,Divisions,SELEX ES LIMITED,LU1 3PG,V - 9000167095 - 00211950,Sub Contracted Work,"£942,700.00"
Ministry of Defence,Ministry of Defence,08/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,51947,Equipment support non-project costs,"£930,844.01"
Ministry of Defence,Ministry of Defence,24/09/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,56863,Fees for professional services excluding legal fees,"£923,026.00"
Ministry of Defence,Ministry of Defence,28/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,57851,Equipment support non-project costs,"£913,440.00"
Ministry of Defence,Defence Science and Technology Laboratory,25/09/2015,Rent/Lease of Land & Bldgs,Infrastructure,QINETIQ LIMITED,GU14 0LX,V - 9000167197 - 00212031,Rent/Lease of Land & Bldgs,"£898,832.70"
Ministry of Defence,Ministry of Defence,11/09/2015,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,52971,Information technology services,"£894,630.00"
Ministry of Defence,Ministry of Defence,24/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,56980,Estate core services charge,"£890,033.24"
Ministry of Defence,Ministry of Defence,23/09/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,H M REVENUE & CUSTOMS,M60 9HL,56578,Single use military equipment asset under construction - capital in year addition,"£877,936.73"
Ministry of Defence,Ministry of Defence,29/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,58410,Estate core services charge,"£855,998.86"
Ministry of Defence,Ministry of Defence,17/09/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,BRITISH GAS TRADING LIMITED,OX4 2JY,54811,Utilities consumed - electricity,"£853,432.19"
Ministry of Defence,Ministry of Defence,24/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,56868,Fiscal asset under construction - capital in year addition,"£846,686.83"
Ministry of Defence,Ministry of Defence,01/09/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,49819,Movement of service personnel,"£827,618.09"
Ministry of Defence,Ministry of Defence,03/09/2015,General services and support,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000000891,Defence equipment CLS/IOS service charge,"£824,448.71"
Ministry of Defence,Ministry of Defence,28/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,57873,Equipment support non-project costs,"£805,548.51"
Ministry of Defence,Ministry of Defence,21/09/2015,Fees for professional services,DES Bespoke Trading Entity,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,56030,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£799,005.60"
Ministry of Defence,Ministry of Defence,07/09/2015,Spend on Inventory - General,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,51828,Spend on Inventory - General,"£794,252.74"
Ministry of Defence,Ministry of Defence,28/09/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,58182,Cost of food purchases,"£784,647.67"
Ministry of Defence,Ministry of Defence,11/09/2015,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,53293,Operating costs grant in aid to the royal navy marine society and sea cadets.,"£774,788.00"
Ministry of Defence,Ministry of Defence,15/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,53962,Equipment support non-project costs,"£772,967.32"
Ministry of Defence,Ministry of Defence,04/09/2015,Externally delivered education and training,Land Forces,SERCO LIMITED,RG27 9UY,51319,External military training ,"£769,664.60"
Ministry of Defence,Ministry of Defence,22/09/2015,IT and communication services,Navy Command,SOFTWARE BOX LIMITED,YO61 1ET,56381,Computer equipment costing below the capitalisation threshold,"£769,231.96"
Ministry of Defence,Ministry of Defence,04/09/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,51060,Fees for professional services excluding legal fees,"£748,148.40"
Ministry of Defence,Ministry of Defence,29/09/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WILTSHIRE COUNCIL,BA14 4DS,58660,Rent buildings - non civil estate property and married quarter property,"£741,653.66"
Ministry of Defence,Ministry of Defence,03/09/2015,Fees for professional services,JFC,KPMG LLP,WD17 1DE,50773,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£740,472.00"
Ministry of Defence,Ministry of Defence,29/09/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,58437,Fiscal asset under construction - capital in year addition,"£740,439.67"
Ministry of Defence,Ministry of Defence,07/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK AEROSPACE LIMITED,BH23 6BS,51412,Estate + facilities management services - accommodation inventory + service,"£739,978.85"
Ministry of Defence,Ministry of Defence,22/09/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,56162,Movement of service personnel,"£737,571.76"
Ministry of Defence,Ministry of Defence,18/09/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,EH3 7HL,55644,Property dwellings private finance initiative - service concession arrangement service charge,"£728,518.14"
Ministry of Defence,Defence Science and Technology Laboratory,04/09/2015,Sub Contracted Work,Divisions,SELEX ES LIMITED,LU1 3PG,V - 9000166904 - 00197246,Sub Contracted Work,"£726,802.00"
Ministry of Defence,Ministry of Defence,11/09/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,6000005288,Utilities consumed - electricity,"£706,678.26"
Ministry of Defence,Ministry of Defence,17/09/2015,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,54781,Fees for professional services excluding legal fees,"£699,959.48"
Ministry of Defence,Ministry of Defence,25/09/2015,Grants to Reserves Forces and Cadets Association,Land Forces,THE ARMY CADET FORCE ASSOCIATION,EC2A 4DW,57761,Grants to reserve forces and cadet associations,"£691,991.87"
Ministry of Defence,Ministry of Defence,28/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,57870,Equipment support non-project costs,"£686,617.25"
Ministry of Defence,Ministry of Defence,03/09/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,50602,Movement of service personnel,"£681,864.54"
Ministry of Defence,Ministry of Defence,21/09/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,55715,Works - estate management,"£680,306.49"
Ministry of Defence,Ministry of Defence,09/09/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,52483,Cost of food purchases,"£680,149.80"
Ministry of Defence,Ministry of Defence,11/09/2015,IT and communication services,JFC,CGI IT UK LIMITED,CF31 9AP,53036,Information technology services,"£649,264.87"
Ministry of Defence,Defence Science and Technology Laboratory,18/09/2015,Sub Contracted Work,Divisions,SELEX ES LIMITED,LU1 3PG,V - 9000167095 - 00208999,Sub Contracted Work,"£648,100.00"
Ministry of Defence,Ministry of Defence,02/09/2015,Fees for professional services,HO+CS,DELOITTE LLP,MK9 1FD,50324,The provision of advice and assistance relating to the strategy of an organisation,"£635,328.00"
Ministry of Defence,Ministry of Defence,14/09/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,53572,Cost of food services,"£634,047.65"
Ministry of Defence,Ministry of Defence,21/09/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,56035,Cost of food purchases,"£633,577.19"
Ministry of Defence,Ministry of Defence,21/09/2015,Design services and minor equipment purchases,Defence Equipment + Support,NAMMO DEMIL DIVISION AB,,3200674,Equipment support project costs,"£629,283.45"
Ministry of Defence,Ministry of Defence,07/09/2015,Purchase of information and communications technology,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,51577,IT + communications asset - in year capital addition,"£617,365.20"
Ministry of Defence,Ministry of Defence,09/09/2015,Development costs for military equipment,Defence Equipment + Support,THALES UK LIMITED,BS16 1FJ,187091,Intangible fiscal asset  - in year capital addition,"£600,000.00"
