Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BARNET PCT,HAFS-9242,"42,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BARNSLEY PCT,HAFS-9243,"14,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BASSETLAW PCT,HAFS-9244,"14,100,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BATH & NORTH EAST SOMERSET PCT,HAFS-9245,"19,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BEDFORDSHIRE PCT,HAFS-9246,"45,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BERKSHIRE EAST PCT,HAFS-9247,"39,650,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BERKSHIRE WEST PCT,HAFS-9248,"49,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BEXLEY CARE TRUST,HAFS-9249,"24,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BIRMINGHAM EAST AND NORTH PCT,HAFS-9250,"57,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BLACKBURN AND DARWEN TEACHING CARE TRUST PLUS,HAFS-9251,"20,516,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BLACKPOOL PCT,HAFS-9252,"26,214,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BOLTON PCT,HAFS-9253,"33,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BOURNEMOUTH & POOLE PCT,HAFS-9254,"38,250,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BRADFORD AND AIREDALE PCT,HAFS-9255,"60,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BRENT TEACHING PCT,HAFS-9256,"41,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BRIGHTON & HOVE CITY TEACHING PCT,HAFS-9257,"33,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BRISTOL PCT,HAFS-9258,"73,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BROMLEY PCT,HAFS-9259,"36,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BUCKINGHAMSHIRE PCT,HAFS-9260,"55,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,BURY PCT,HAFS-9261,"24,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CALDERDALE PCT,HAFS-9262,"24,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CAMBRIDGESHIRE PCT,HAFS-9263,"58,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CAMDEN PCT,HAFS-9264,"44,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CENTRAL & EASTERN CHESHIRE PCT,HAFS-9265,"55,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CENTRAL LANCASHIRE PCT,HAFS-9266,"51,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CITY AND HACKNEY TEACHING PCT,HAFS-9267,"44,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CORNWALL & ISLES OF SCILLY PCT,HAFS-9268,"61,700,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,COUNTY DURHAM PCT,HAFS-9269,"72,399,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,COVENTRY TEACHING PCT,HAFS-9270,"35,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CROYDON PCT,HAFS-9271,"34,000,000.00",
Department of Health,Department of Health,01/11/2010,Outsourcing Contract,POLICY STRATEGY & FINANCE,CSC COMPUTER SCIENCES LTD,5201207523,"750,000.00",
Department of Health,Department of Health,01/11/2010,Outsourcing Contract,POLICY STRATEGY & FINANCE,CSC COMPUTER SCIENCES LTD,5201207527,"51,994.93",
Department of Health,Department of Health,01/11/2010,Outsourcing Contract,POLICY STRATEGY & FINANCE,CSC COMPUTER SCIENCES LTD,5201207525,"36,313.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,CUMBRIA PCT,HAFS-9272,"57,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,DARLINGTON PCT,HAFS-9273,"11,219,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,DERBY CITY PCT,HAFS-9274,"33,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,DERBYSHIRE COUNTY PCT,HAFS-9275,"90,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,DEVON PCT,HAFS-9276,"90,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,DONCASTER PCT,HAFS-9277,"37,000,000.00",
Department of Health,Department of Health,01/11/2010,Additions-Public Dividend Capital permanent,POLICY STRATEGY & FINANCE,DORSET HEALTH CARE NHS FOUNDATION TRUST,HAFS-9401,"30,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,DORSET PCT,HAFS-9278,"46,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,DUDLEY PCT,HAFS-9279,"36,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,EALING PCT,HAFS-9280,"46,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,EAST LANCASHIRE PCT,HAFS-9281,"47,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,EAST MIDLANDS SHA,HAFS-9282,"26,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,EAST OF ENGLAND SHA,HAFS-9283,"45,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,EAST RIDING OF YORKSHIRE PCT,HAFS-9284,"34,600,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,EAST SUSSEX DOWNS & WEALD PCT,HAFS-9285,"36,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,EASTERN & COASTAL KENT PCT,HAFS-9286,"110,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,ENFIELD PCT,HAFS-9287,"38,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,GATESHEAD PCT,HAFS-9288,"27,800,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,GLOUCESTERSHIRE PCT,HAFS-9289,"62,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,GREAT YARMOUTH AND WAVENY PCT,HAFS-9290,"27,888,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,GREENWICH TEACHING PCT,HAFS-9291,"33,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HALTON & ST HELENS PCT,HAFS-9292,"37,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HAMMERSMITH AND FULHAM PCT,HAFS-9293,"16,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HAMPSHIRE PCT,HAFS-9294,"118,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HARINGEY TEACHING PCT,HAFS-9295,"46,986,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HARROW PCT,HAFS-9296,"24,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HARTLEPOOL PCT,HAFS-9297,"12,800,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HASTINGS & ROTHER PCT,HAFS-9298,"25,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HAVERING PCT COMMISSIONING,HAFS-9299,"24,700,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HEALTH AND SOCIAL CARE INFORMATION CENTRE,HAFS-9300,"4,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HEART OF BIRMINGHAM TEACHING PCT,HAFS-9301,"43,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HEREFORDSHIRE PCT,HAFS-9302,"19,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HERTFORDSHIRE PCT,HAFS-9303,"113,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HEYWOOD MIDDLETON & ROCHDALE PCT,HAFS-9304,"28,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HILLINGDON PCT,HAFS-9305,"29,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HOUNSLOW PCT,HAFS-9306,"29,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,HULL PCT,HAFS-9307,"36,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,ISLE OF WIGHT NHS PCT,HAFS-9308,"17,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,ISLINGTON PCT,HAFS-9309,"36,113,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,KENSINGTON AND CHELSEA PCT,HAFS-9310,"28,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,KINGSTON PCT,HAFS-9311,"21,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,KIRKLEES PCT,HAFS-9312,"47,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,KNOWSLEY PCT,HAFS-9313,"21,100,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LAMBETH PCT,HAFS-9314,"52,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LEEDS PCT,HAFS-9315,"89,900,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LEICESTER CITY PCT,HAFS-9316,"42,900,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LEICESTERSHIRE COUNTY & RUTLAND PCT,HAFS-9317,"61,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LEWISHAM PCT,HAFS-9318,"41,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LINCOLNSHIRE PCT,HAFS-9319,"81,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LIVERPOOL PCT,HAFS-9320,"71,900,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LONDON SHA,HAFS-9321,"125,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,LUTON TEACHING PCT,HAFS-9322,"21,700,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,MANCHESTER PCT,HAFS-9323,"63,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,MEDWAY TEACHING PCT,HAFS-9324,"30,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,MID ESSEX PCT,HAFS-9325,"37,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,MIDDLESBOROUGH PCT,HAFS-9326,"17,600,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,MILTON KEYNES PCT,HAFS-9327,"26,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-9328,"4,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NATIONAL PATIENT SAFETY AGENCY (NPSA),HAFS-9329,"1,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),HAFS-9330,"250,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NEWCASTLE PCT,HAFS-9331,"37,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NEWHAM PCT,HAFS-9332,"42,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-9333,"17,215,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Non-Discretionary Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-9334,"950,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,HAFS-9335,"4,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NHS LITIGATION AUTHORITY,HAFS-9336,"286,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORFOLK PCT,HAFS-9337,"88,000,000.00",
Department of Health,Department of Health,01/11/2010,Additions-Public Dividend Capital permanent,POLICY STRATEGY & FINANCE,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,HAFS-9402,"700,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH EAST ESSEX PCT,HAFS-9338,"43,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,HAFS-9339,"20,900,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH EAST SHA,HAFS-9340,"24,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH LANCASHIRE PCT,HAFS-9341,"41,438,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH LINCOLNSHIRE PCT,HAFS-9342,"19,900,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH SOMERSET PCT,HAFS-9343,"23,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH STAFFORDSHIRE PCT,HAFS-9344,"24,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH TYNESIDE PCT,HAFS-9345,"28,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH WEST SHA,HAFS-9346,"65,600,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTH YORKSHIRE & YORK PCT,HAFS-9347,"95,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTHAMPTONSHIRE PCT,HAFS-9348,"71,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NORTHUMBERLAND CARE TRUST,HAFS-9349,"38,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NOTTINGHAM CITY PCT,HAFS-9350,"35,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,NOTTINGHAMSHIRE COUNTY TEACHING PCT,HAFS-9351,"75,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,OLDHAM PCT,HAFS-9352,"29,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,OXFORDSHIRE PCT,HAFS-9353,"64,000,000.00",
Department of Health,Department of Health,01/11/2010,Additions-Public Dividend Capital permanent,POLICY STRATEGY & FINANCE,PENNINE CARE NHS FOUNDATION TRUST,HAFS-9403,"100,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,PETERBOROUGH PCT,HAFS-9354,"21,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,PLYMOUTH TEACHING PCT,HAFS-9355,"33,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,PORTSMOUTH CITY TEACHING PCT,HAFS-9356,"41,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,REDBRIDGE PCT,HAFS-9357,"30,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,REDCAR AND CLEVELAND PCT,HAFS-9358,"17,000,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,RICHMOND AND TWICKENHAM PCT,HAFS-9359,"18,500,000.00",
Department of Health,Department of Health,01/11/2010,CASH FUNDING Revenue Inside Resource Accounting Boundary,POLICY STRATEGY & FINANCE,ROTHERHAM PCT,HAFS-9360,"34,500,000.00",
