Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,ISLE OF WIGHT COUNCIL,4000054774,3493368
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,KENT COUNTY COUNCIL,4000054775,36374778
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,KINGSTON UPON HULL COUNCIL,4000054776,6948006
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000054777,12146638
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,KNOWSLEY MBC,4000054778,4721630
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,Qualifications Strategy and Reform Group,LANCASHIRE COUNTY COUNCIL,4000054902,34808.71
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LANCASHIRE COUNTY COUNCIL,4000054779,31460506
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,Children Young People and Families Group,LEEDS CITY COUNCIL,1000378,7714627
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LEEDS CITY COUNCIL,4000054780,19155941
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LEICESTER CITY COUNCIL,4000054781,9602599
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LEICESTERSHIRE COUNTY COUNCIL,4000054782,15922493
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LINCOLNSHIRE COUNTY COUNCIL,4000054783,17046871
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000054784,12925724
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000054785,7032437
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000054786,9563208
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BEXLEY COUNCIL,4000054787,7024022
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BRENT,4000054788,9261397
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BROMLEY COUNCIL,4000054789,8388831
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CAMDEN,4000054790,6198315
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CROYDON COUNCIL,4000054791,9439226
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF EALING COUNCIL,4000054792,10109434
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ENFIELD COUNCIL,4000054793,9866454
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF GREENWICH,4000054794,8763269
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000054795,4362913
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARINGEY,4000054796,8094764
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARROW COUNCIL,4000054797,6536716
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAVERING COUNCIL,4000054798,7193551
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000054799,8310553
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000054800,7604136
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ISLINGTON COUNCIL,4000054801,6025758
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LAMBETH COUNCIL,4000054802,8571992
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LEWISHAM,4000054803,8639704
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF MERTON COUNCIL,4000054804,4754394
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF NEWHAM,4000054805,12541273
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000054806,8897083
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF RICHMOND UPON THAMES,4000054807,4178438
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000054808,8073092
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SUTTON,4000054809,5958934
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000054810,11598519
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000054811,8198649
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000054812,7154429
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,LUTON BOROUGH COUNCIL,4000054813,6563742
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,MANCHESTER CITY COUNCIL,4000054814,13713854
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,MEDWAY COUNCIL,4000054815,7229521
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,METROPOLITAN BOROUGH OF WIRRAL,4000054816,9067346
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,MIDDLESBROUGH COUNCIL,4000054817,3883050
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,MILTON KEYNES COUNCIL,4000054818,7303416
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000054819,6762632
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORFOLK COUNTY COUNCIL,4000054820,19763536
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000054821,3938695
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000054822,4447226
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORTH SOMERSET COUNCIL,4000054823,5193794
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000054824,5278258
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORTH YORKSHIRE COUNTY COUNCIL,4000054825,15078587
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORTHAMPTONSHIRE COUNTY COUNCIL,4000054826,17755423
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000054827,7562848
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NOTTINGHAM CITY COUNCIL,4000054828,7340160
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000054829,19941906
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000054830,7643810
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000054831,15171519
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000054832,5279708
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,PLYMOUTH CITY COUNCIL,4000054833,6567488
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,POOLE BOROUGH COUNCIL,4000054834,3166564
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000054835,4788313
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,READING BOROUGH COUNCIL,4000054836,3261419
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000054837,4214614
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,ROCHDALE MBC,4000054838,6698588
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,ROTHERHAM MBC,4000054839,7860376
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000054840,4166427
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,RUTLAND COUNTY COUNCIL,4000054841,974052
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SALFORD CITY COUNCIL,4000054842,6336697
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SANDWELL MBC,4000054843,9035523
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SEFTON COUNCIL,4000054844,7679006
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SHEFFIELD CITY COUNCIL,4000054845,13612254
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SHROPSHIRE COUNCIL,4000054846,7008457
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SLOUGH BOROUGH COUNCIL,4000054847,4519482
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000054848,5638810
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SOMERSET COUNTY COUNCIL,4000054849,12512200
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SOUTH GLOUCEST,4000054850,6419513
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SOUTH TYNESIDE,4000054851,4334613
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000054852,5356621
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000054853,4898157
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,ST HELENS MBC,4000054854,4851080
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,STAFFORDSHIRE COUNCIL,4000054855,21125767
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,STOCKPORT MBC,4000054856,7197254
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,STOCKTON ON TEES,4000054857,5314365
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,STOKE ON TRENT CITY COUNCIL,4000054858,6856015
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SUFFOLK COUNTY COUNCIL,4000054859,17303636
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SUNDERLAND CITY COUNCIL,4000054860,7294172
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SURREY COUNTY COUNCIL,4000054861,26889261
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,SWINDON BOROUGH COUNCIL,4000054862,5296346
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,TAMESIDE MBC,4000054863,6042615
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,TELFORD & WREKIN COUNCIL,4000054864,4556582
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,THE FAMILY FUND TRUST,1000379,2407000
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,THE LONDON BOROUGH OF HACKNEY,4000054865,7577312
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,4000054866,3074568
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,4000054867,3635872
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,THURROCK COUNCIL,4000054868,4446991
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,TORBAY COUNCIL,4000054869,3263491
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,TRAFFORD MB COUNCIL,4000054870,6294439
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WAKEFIELD MDC,4000054871,8784028
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WALSALL MBC,4000054872,8199924
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WARRINGTON BOROUGH COUNCIL,4000054873,5618523
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WARWICKSHIRE COUNTY COUNCIL,4000054874,13423955
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WEST BERKSHIRE COUNCIL,4000054875,4536481
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WEST SUSSEX COUNTY COUNCIL,4000054876,18551745
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WIGAN MBC,4000054877,8831696
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WILTSHIRE COUNCIL,4000054878,11249363
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WOKINGHAM BOROUGH COUNCIL,4000054879,4141576
Department for Education,DEPARTMENT FOR EDUCATION,31/05/2011,CURRENT GRANTS,School Resources Group,WOLVERHAMPTON CITY COUNCIL,4000054880,7166060
