"Invoices by Value with PO Details   Report Name : DH-AP-010-Invoices by Value  Parameter : GL Date Start : '01/12/2014' , GL Date End : '31/12/2014' , Min Invoice Amount : '25000' , Max Invoice Amount : 'ALL' , Include Recoverable VAT : 'N'                       Date : 05/01/2015 10.41.54 AM",,,,,,,,,,,,,
,,,,,,,,,,,,,
Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,01/12/2014,Revenue Grants to Other Bodies,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-530983-97543,"13,000,000.00",2014/019a Social Work Bursary,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,12/12/2014,CASH FUNDING Rev Inside RAB,DG: Holding CT Core,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-17665,"12,100,000.00",,NE1 6SN,PUBLIC,,,Other
Department of Health,Department of Health,19/12/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Holding CT Core,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-17676,"11,100,000.00",,DE1 2QY,PUBLIC,,,Other
Department of Health,Department of Health,16/12/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,WEST LONDON MENTAL HEALTH NHS TRUST,HAFS-17688,"9,525,000.00",,UB1 3EU,PUBLIC,,,Other
Department of Health,Department of Health,05/12/2014,Additions PDC Revenue Support NHS T Permenant,DG: Holding CT Core,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-17753,"9,023,000.00",,M20 4BX,PUBLIC,,,Other
Department of Health,Department of Health,15/12/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-17780,"9,000,000.00",,L12 2AP,PUBLIC,,,Other
Department of Health,Department of Health,01/12/2014,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-17775,"8,943,000.00",,BN2 3EW,PUBLIC,,,Other
Department of Health,Department of Health,08/12/2014,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,HAFS-17779,"8,500,000.00",,CV2 2DX,PUBLIC,,,Other
Department of Health,Department of Health,19/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-17735,"7,900,000.00",,WD1 8HB,PUBLIC,,,Other
Department of Health,Department of Health,22/12/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,HAFS-17725,"7,000,000.00",,MK19 6JU,PUBLIC,,,Other
Department of Health,Department of Health,08/12/2014,Outsourcing Contract,DG: RDD,LGC LTD,50360363,"794,062.00",Central Commissioning Function,TW11 0LY,LARGE,,,Programme
Department of Health,Department of Health,17/12/2014,Service charge,DG: IGT,BT GROUP PLC,371058PART PAYT,"786,316.44",Revenue: BT Spine - Committed 2014/15,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,15/12/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-531027-97563,"2,000,000.00",2014/022a Social Care Work Programme for DH,LS1 2RP,VCS,,,Programme
Department of Health,Department of Health,22/12/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,ERS-531396-97841,"618,500.00","2014/025 Think Local, Act Personal",NW1 6AQ,VCS,,,Programme
Department of Health,Department of Health,22/12/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE ROYAL COLLEGE OF PAEDIATRICS AND CHILD HEALTH,ERS-531109-97601,"515,333.00",2014/017 Paediatric Care Online RCPCH,WC1X 8SH,PUBLIC,,,Programme
Department of Health,Department of Health,15/12/2014,Revenue Grants to non-profit institutions,DG: PHD,YOUTH SPORT TRUST,ERS-530569-97261,"375,000.00",2013/024 Youth Sport Trust - Additional funding for Change 4 Life School Clubs to target areas of higher prevalence and further extend number of schools,LE11 3QF,VCS,,,Programme
Department of Health,Department of Health,15/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-17736,"6,750,000.00",,WR5 1DD,PUBLIC,,,Other
Department of Health,Department of Health,10/12/2014,CASH FUNDING Rev Inside RAB,DG: Holding CT Core,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS MIR033,HAFS-17663,"6,000,000.00",,,PUBLIC,,,Other
Department of Health,Department of Health,01/12/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,HAFS-17705,"6,000,000.00",,CM8 2TL,PUBLIC,,,Other
Department of Health,Department of Health,08/12/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14350/00589,"34,236,455.94",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,22/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-17803,"6,000,000.00",,WF1 4TU,PUBLIC,,,Other
Department of Health,Department of Health,22/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WHITTINGTON HOSPITAL NHS TRUST,HAFS-17704,"5,600,000.00",,N19 5NF,PUBLIC,,,Other
Department of Health,Department of Health,01/12/2014,Arm Length Bodies-Revenue Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),951684,"5,412,000.00",NHSBT 14/15 Revenue drawdown,LS15 7TW,PUBLIC,,,Programme
Department of Health,Department of Health,08/12/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,HAFS-17722,"5,000,000.00",,L9 7AL,PUBLIC,,,Other
Department of Health,Department of Health,01/12/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH BRISTOL NHS TRUST,HAFS-17756,"4,894,000.00",,BS1 2NP,PUBLIC,,,Other
Department of Health,Department of Health,15/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-17800,"4,500,000.00",,TN37 7PT,PUBLIC,,,Other
Department of Health,Department of Health,22/12/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,MEDWAY NHS FOUNDATION TRUST,HAFS-17734,"4,498,000.00",,ME7 5NY,PUBLIC,,,Other
Department of Health,Department of Health,15/12/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-17712,"4,197,000.00",,M20 4BX,PUBLIC,,,Other
Department of Health,Department of Health,01/12/2014,Provisions cash payment,DG: ERD,NHS INJURY BENEFITS SCHEME,ERS-530755-97341,"4,133,030.11","Injury Allowance Recharge Payment, December 2014",FY7 8LG,PUBLIC,,,Programme
Department of Health,Department of Health,10/12/2014,CASH FUNDING Rev Inside RAB,DG: Holding CT Core,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-17664,"4,000,000.00",,SE1 7NT,PUBLIC,,,Other
Department of Health,Department of Health,12/12/2014,Additions PDC Revenue Support NHS T Permenant,DG: Holding CT Core,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-17703,"4,000,000.00",,ST4 7LN,PUBLIC,,,Other
Department of Health,Department of Health,22/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,THE IPSWICH HOSPITAL NHS TRUST,HAFS-17805,"4,000,000.00",,IP4 5PD,PUBLIC,,,Other
Department of Health,Department of Health,12/12/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,WRIGHTINGTON WIGAN AND LEIGH NHS FOUNDATION TRUST,HAFS-17782,"3,750,000.00",,WN1 1XX,PUBLIC,,,Other
Department of Health,Department of Health,12/12/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Holding CT Core,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-17684,"3,690,000.00",,NG17 4JL,PUBLIC,,,Other
Department of Health,Department of Health,08/12/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-17707,"3,600,000.00",,SE5 9RS,PUBLIC,,,Other
Department of Health,Department of Health,19/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,HAFS-17678,"3,500,000.00",,NN1 5BD,PUBLIC,,,Other
Department of Health,Department of Health,01/12/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-17724,"3,500,000.00",,M13 0JR,PUBLIC,,,Other
Department of Health,Department of Health,02/12/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,WRIGHTINGTON WIGAN AND LEIGH NHS FOUNDATION TRUST,HAFS-17783,"3,088,000.00",,WN1 1XX,PUBLIC,,,Other
Department of Health,Department of Health,02/12/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,HAFS-17709,"2,982,000.00",,CA1 3SX,PUBLIC,,,Other
Department of Health,Department of Health,02/12/2014,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17672,"2,800,000.00",,N18 1QX,PUBLIC,,,Other
Department of Health,Department of Health,02/12/2014,Outsourcing Contract,DG: ERD,NHS EMPLOYERS LTD,14044,"2,593,462.80",Core Contract Quarter 1 April-June,LS10 1JR,SME,,,Programme
Department of Health,Department of Health,02/12/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-530854-97511,"2,451,950.00",Comprehensive Networks,E1 8PR,PUBLIC,,,Programme
Department of Health,Department of Health,02/12/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,HAFS-17795,"2,450,000.00",,NW1 2BX,PUBLIC,,,Other
Department of Health,Department of Health,02/12/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-530945-97438,"2,411,750.00",Comprehensive Networks,WV10 0QP,PUBLIC,,,Programme
Department of Health,Department of Health,22/12/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-530936-97433,"2,394,252.00",Comprehensive Networks,S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,22/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,PLYMOUTH HOSPITALS NHS TRUST,HAFS-17699,"2,300,000.00",,WF3 1WE,PUBLIC,,,Other
Department of Health,Department of Health,15/12/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14350/00557,"11,151,609.72",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,03/12/2014,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),448818,"634,565.55",NHS Mail 2: revenue core contract,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,03/12/2014,Addition Clearing - SW LIC,DG: IGT,IN PRACTICE SYSTEMS LTD,411766,"586,952.00","Capital: inPS GPSoC - Capital charges for the period commencing 01/4/14 - 31/03/15 Software licence charges, hosting implementation charges,Migration charges, National functionality deployments, Development charges",SW8 3QJ,LARGE,,,Programme
Department of Health,Department of Health,12/12/2014,Service charge,DG: IGT,BT GROUP PLC,CHAPS18/12/14,"500,600.08",,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,03/12/2014,Addition Clearing - SW LIC,DG: IGT,CSC COMPUTER SCIENCES LTD,5201392205,"387,774.84",Capital: F/Y 2014/15 LSP NME CSC - New Non - Lorenzo Deployment Capital Cash Requirements,PR1 8UQ,LARGE,,,Programme
Department of Health,Department of Health,03/12/2014,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201392206,"343,542.67",Revenue: LSP NME CSC - F/Y 2014/15 Lorenzo Service Charge Revenue requirements (committed costs only),PR1 8UQ,LARGE,,,Programme
Department of Health,Department of Health,05/12/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR HEALTH LTD,ERS-531339-97781,"341,000.00",Workforce development project- policy grant,,PUBLIC,,,Programme
Department of Health,Department of Health,03/12/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584174367,"321,162.00",C11 - VOIP Complete,WS11 0JA,LARGE,,,Admin
Department of Health,Department of Health,04/12/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,POOLE HOSPITAL NHS FOUNDATION TRUST,HAFS-17777,"2,300,000.00",,BH15 2JB,PUBLIC,,,Other
Department of Health,Department of Health,12/12/2014,Additions Other loans,DG: SFNHS,NHS PROFESSIONALS,BOOK TRANSFER22/12/14,"10,000,000.00",,WF3 1SN,PUBLIC,,,Programme
Department of Health,Department of Health,31/12/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-17715,"2,115,000.00",,ST4 7LN,PUBLIC,,,Other
Department of Health,Department of Health,19/12/2014,Outsourcing Contract,DG: PHD,EXEL EUROPE LTD,6489376,"300,000.00",DHL Supply Chain - School Fruit Vegetable Scheme (SFVS) Management Fee 2014/15,MK40 2XQ,LARGE,,,Programme
Department of Health,Department of Health,19/12/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-400,"297,113.14",April 14 - March 15 CCN Charges,SL1 2EJ,LARGE,,,Programme
Department of Health,Department of Health,19/12/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SKILLS FOR CARE LTD,ERS-530998-97544,"320,000.00",2014/033 Grant to Skills for Care for delivery of White Paper funded social care workforce projects,LS1 2RP,VCS,,,Programme
Department of Health,Department of Health,19/12/2014,Service charge,DG: IGT,TRUSTMARQUE SOLUTIONS LTD,2222241,"294,697.26","Revenue:  2014/15 Choices Trustmarque - Microsoft Azure service per schedule 2 order form G4-A011-V	",YO32 9WN,LARGE,,,Programme
Department of Health,Department of Health,19/12/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10106789,"264,000.00",Information Systems,SW1W 9SR,LARGE,,,Programme
Department of Health,Department of Health,15/12/2014,Revenue Grants to non-profit institutions,DG: PHD,YOUTH SPORT TRUST,ERS-530568-97241,"250,000.00",2012/010 Youth Sports Trust - Extention to previous grant created in 2011 - C4L School Sports Clubs- (2014-15 award),LE11 3QF,VCS,,,Programme
Department of Health,Department of Health,15/12/2014,Outsourcing Contract,DG: PHD,THE TERRENCE HIGGINS TRUST,29001510,"245,000.00",Targeted HIV prevention 2014/15,WC1X 8DP,VCS,,,Programme
Department of Health,Department of Health,19/12/2014,Revenue Grants to non-profit institutions,DG: ERD,The Point of Care Foundation,ERS-530480-97181,"150,000.00",2013-004 Schwartz Round Implementation,W1G 0AN,VCS,,,Programme
Department of Health,Department of Health,01/12/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SKILLS FOR CARE LTD,ERS-530979-97541,"150,000.00",2014/048b-Registered SC Managers Programme-SfC (NSA),NW1 2FD,VCS,,,Programme
Department of Health,Department of Health,22/12/2014,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,CF-11/2014-15,"117,838.22",Caxton Foundation funding 2014-15,EN4 9NX,VCS,,,Programme
Department of Health,Department of Health,29/12/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL SOCIETY FOR THE PREVENTION OF ACCIDENTS (ROSPA),ERS-531383-97821,"116,660.00",IESD 2012/13 AIMS 17603448 ROSPA: The safer homes programme,B15 1RP,PUBLIC,,,Other
Department of Health,Department of Health,03/12/2014,Outsourcing Contract,DG: PHD,FAMILY PLANNING ASSOCIATION,593477,"111,519.00",Specialist sexual health services,EC1Y 8QU,VCS,,,Programme
Department of Health,Department of Health,04/12/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14350/00559,"9,392,245.04",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,04/12/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14350/00561,"8,069,423.15",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,19/12/2014,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14350/00586,"8,007,374.52",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,04/12/2014,UK subscriptions to overseas bodies,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FX/14325/00001,"7,680,664.81",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,04/12/2014,UK subscriptions to overseas bodies,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FX/14325/00002,"7,448,857.42",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,04/12/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14350/00563,"7,094,851.40",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,04/12/2014,Policy Payments,DG: SFNHS,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),LA/SOCIALCARE/PFI - 3rd payment,"6,381,593.00",DCLG payments in respect of LA social care PFI - 2014-15,SW1E 5DU,PUBLIC,,,Programme
Department of Health,Department of Health,04/12/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-531491-97896,"2,020,988.00",Bio-Medical Centres,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,01/12/2014,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,44157246,"3,817,960.79",NETS-CC Management,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,22/12/2014,Outsourcing Contract,DG: PHD,SERCO LTD,91071183,"248,883.16",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,LARGE,,,Programme
Department of Health,Department of Health,22/12/2014,Outsourcing Contract,DG: PHD,SERCO LTD,91070070,"246,995.82",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,LARGE,,,Programme
Department of Health,Department of Health,04/12/2014,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC008,"244,791.60",GP Soc: TPP Revenue costs ,LS18 5TN,SME,,,Programme
Department of Health,Department of Health,12/12/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14350/00576,"3,743,185.83",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,04/12/2014,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584170136,"238,187.41","Revenue: Atos C&B Transition and Exit - Data Migration, Transition,Cutover and TUPE",WS11 0JA,LARGE,,,Programme
Department of Health,Department of Health,04/12/2014,Contractor/Staff Substitution,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90178980,"233,107.16",non transferring staff,GU21 6QX,LARGE,,,Programme
Department of Health,Department of Health,17/12/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584172089,"228,318.25",IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,LARGE,,,Admin
Department of Health,Department of Health,05/12/2014,Research & development,DG: RDD,CREO MEDICAL LIMITED,120_I4I_3,"211,184.00",Invention for Innovation,NP16 5UH,SME,,,Programme
Department of Health,Department of Health,22/12/2014,CASH FUNDING Rev Inside RAB,DG: Holding CT Core,NHS TRUST DEVELOPMENT AUTHORITY,HAFS-17668,"2,000,000.00",,SW1E 6QT,PUBLIC,,,Other
Department of Health,Department of Health,12/12/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-17773,"2,000,000.00",,LA1 4GG,PUBLIC,,,Other
Department of Health,Department of Health,23/12/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,MID ESSEX HOSPITAL SERVICES NHS TRUST,HAFS-17802,"2,000,000.00",,CM8 2TT,PUBLIC,,,Other
Department of Health,Department of Health,01/12/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-531017-97561,"100,000.00",2014/032 Capital Grant for financial year 2014-15,LS1 2RP,VCS,,,Programme
