Organisation,,Partnerships for Schools,,,,,,
Submitted By,,Management Accountant,,,,,,
Spend Tolerance,,"£25,000",,,,,,
Month,,01.11.2011 to 30.11.2011,,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT,VAT Registration Number
DfE,PfS,03/11/2011,Building Work - Capital Programme,Free School Capital Costs,RAINBOW SCHOOL TRUST,401932,151274.68,
DfE,PfS,03/11/2011,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,RAINBOW SCHOOL TRUST,401932,25549.9,
DfE,PfS,03/11/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,RAINBOW SCHOOL TRUST,401932,35364.92,
DfE,PfS,03/11/2011,Revenue Grant,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,401934,59525.69,
DfE,PfS,03/11/2011,Revenue Grant,Schools Capital and Revenue Grants,JEWISH FREE SCHOOL - UNITARY CHARGE ACCOUNT,401936,234975.45,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,402185,29648.49,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,LINCOLN DIOCESEN TRUSTESS BOARD OF FINANCE LTD,402189,210508.33,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,402191,246086.13,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWELL DIOCESAN EDUCATION COMMITTEE NEWCASTLE,402195,47734.53,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,402197,57426.68,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,402201,356650.85,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,402203,49204.53,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,402205,80281.25,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,402207,82858.05,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,402209,96016.18,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,402211,103049.39,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,402215,509192.07,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,402219,64507.66,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,402221,196342.01,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM EDUCATION SERVICE SCHOOL CAPITAL ACCOUNT,402223,31847.04,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,402227,69276.53,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,I-FOUNDATION LTD,402229,213960.58,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,402231,193724.72,
DfE,PfS,07/11/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,402233,59678.41,
DfE,PfS,07/11/2011,Building Work - Capital Programme,Free School Capital Costs,LANGLEY HALL PRIMARY ACADEMY TRUST,402235,220890.34,
DfE,PfS,07/11/2011,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,LANGLEY HALL PRIMARY ACADEMY TRUST,402235,4668.91,
DfE,PfS,07/11/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,LANGLEY HALL PRIMARY ACADEMY TRUST,402235,45111.85,
DfE,PfS,07/11/2011,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,BRADFORD SCIENCE ACADEMY,402237,58819.05,
DfE,PfS,07/11/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,BRADFORD SCIENCE ACADEMY,402237,11763.81,
DfE,PfS,07/11/2011,Revenue Grant,Schools Capital and Revenue Grants,STOKE/BIRMINGHAM DIOCESE SCHOOLS PRIVATE FINANCE INITIATIVE ACCOUNT,402239,291005.28,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTER DIOCESAN BOARD OF FINANCE,402307,106614.11,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,402311,132690.17,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,402321,127053.18,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,402323,31815.99,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,402327,55281.87,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF LEWISHAM - PRENDERGAST SCHOOL,402333,83121.21,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,402335,108741.9,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SCHOOLS CONDITION SCHEME NO 2 ACCOUNT,402339,58158.98,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,TRINITY CROFT CHURCH OF ENGLAND JUNIOR AND INFANT SCHOOL SD,402343,27493.78,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,402349,50962.45,
DfE,PfS,08/11/2011,Capital Grant,Schools Capital and Revenue Grants,AL-FURQAN EDUCATIONAL TRUST,402351,27552.73,
DfE,PfS,08/11/2011,Revenue Grant,Schools Capital and Revenue Grants,ST THOMAS NORE CATHOLIC BIRMINGHAM DIOCESE ACCOUNT,402355,92062.48,
DfE,PfS,09/11/2011,Technical Costs - Capital,Free School Technical Advice,TURNER & TOWNSEND,402521,75625.44,764 2441 32
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,402635,97734.6,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,402639,33414.08,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,402643,184559.06,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,402645,164104.69,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,402647,38882.83,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,402649,79223.65,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,402651,88729.64,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,RCS ARUNDEL AND BRIGHTON ST PETERS SCHOOL SHOREHAM GOVS. ARUNDEL,402653,47339.97,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,DIOCESE OF MIDDLESBROUGH - CENTRAL FUND,402655,294927.99,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,ST RICHARDS SCHOOL FUND,402657,140400,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,402659,25330.72,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,402661,351586.47,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,THE MICHAEL SOBELL SINAI GOVERNORS FUND,402669,69778.8,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,ST PETER'S COLLEGIATE SCHOOL DEVOLVED CAPITAL ACCOUNT,402675,32827.95,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,I-FOUNDATION LTD,402677,67345.3,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,402681,65397.4,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,EDUCATIONAL DEVELOPMENT LTD - SCHOOLS ACCOUNT,402683,27228.76,
DfE,PfS,09/11/2011,Capital Grant,Schools Capital and Revenue Grants,ST CLEMENT'S CATHOLIC PRIMARY SCHOOL,402685,119043.32,
DfE,PfS,09/11/2011,Building Work - Capital Programme,Free School Capital Costs,MOORLANDS FREE SCHOOL,402691,78468.53,
DfE,PfS,09/11/2011,ICT - Capital Programme,Free School Capital Costs,MOORLANDS FREE SCHOOL,402691,31153,
DfE,PfS,09/11/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,MOORLANDS FREE SCHOOL,402691,21516.31,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,402807,54893.2,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,402809,60103.72,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,402811,129345.88,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,402815,99121.5,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,402817,95227.95,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,402823,85494.96,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,402825,120105.05,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,402827,53324.04,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,402833,25082.29,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,402835,51481.08,
DfE,PfS,10/11/2011,Capital Grant,Schools Capital and Revenue Grants,GUNNERSBURY RC SCHOOL MAINTENANCE FUND NO2 ACCOUNT,402841,78210,
DfE,PfS,10/11/2011,Revenue Grant,Schools Capital and Revenue Grants,NORTHAMPTON COUNTY COUNCIL-ST LUKES CHURCH OF ENGLAND LOWER SCHOOL,402845,103291.75,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CHURCH DIOCESE OF EAST ANGLIA,403499,366473.81,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,403505,44368.34,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,403507,80241.5,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,403511,76787.37,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,403513,43258.8,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,403515,87630.34,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,403517,96606,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,403519,27184.1,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST JOSEPH'S SCHOOL GOVERNORS,403525,55472.36,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,403529,76861.96,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,PRC DTR THATCHAM ST FINIANS SCHOOL,403531,67500,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,403537,172284.07,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,THE NOTTINGHAM BLUECOAT SCHOOL,403545,86400,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,PARMITERS SCHOOL CURRENT ACCOUNT,403547,51023.7,
DfE,PfS,11/11/2011,Capital Grant,Schools Capital and Revenue Grants,BISHOP STOPFORD SCHOOL ACCOUNT,403549,50247,
DfE,PfS,11/11/2011,Technical Costs - Capital,Free School Technical Advice,BRADFORD SCIENCE ACADEMY,403553,12000,
DfE,PfS,11/11/2011,Building Work - Capital Programme,Free School Capital Costs,BRADFORD SCIENCE ACADEMY,403553,195572.56,
DfE,PfS,11/11/2011,ICT - Capital Programme,Free School Capital Costs,BRADFORD SCIENCE ACADEMY,403553,7750,
DfE,PfS,11/11/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,BRADFORD SCIENCE ACADEMY,403553,43064.51,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,403766,2009132,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BARNET,403768,1508672,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BEXLEY LONDON BOROUGH COUNCIL,403770,775818,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BRENT LONDON BOROUGH COUNCIL,403772,1292222,
DfE,PfS,18/11/2011,Revenue Grant,Schools Capital and Revenue Grants,BRENT LONDON BOROUGH COUNCIL,403772,0,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BROMLEY LONDON BOROUGH COUNCIL,403774,1131506,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,CROYDON LONDON BOROUGH COUNCIL,403776,1204352,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,EALING LONDON BOROUGH COUNCIL,403778,2029165,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,ENFIELD LONDON BOROUGH COUNCIL,403780,1136109,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,HARINGEY,403782,1224993,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,HARROW LONDON BOROUGH COUNCIL,403784,749373,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,HAVERING LONDON BOROUGH COUNCIL,403786,822028,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,HILLINGDON LONDON BOROUGH COUNCIL,403788,1728922,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,HOUNSLOW LONDON BOROUGH COUNCIL,403790,1355876,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON THAMES ROYAL BOROUGH,403792,544055,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,MERTON LONDON BOROUGH COUNCIL,403794,955357,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,NEWHAM LONDON BOROUGH COUNCIL,403796,1371381,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,REDBRIDGE LONDON BOROUGH COUNCIL,403798,1542528,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,403800,653475,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SUTTON LONDON BOROUGH COUNCIL,403802,809579,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM CITY COUNCIL,403804,3166141,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,COVENTRY COUNTY COUNCIL,403806,1229339,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,DUDELEY METROPOLITAN BOROUGH COUNCIL,403808,695567,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SANDWELL METROPOLITAN BOROUGH COUNCIL,403810,1027099,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SOLIHULL METROPOLITAN BOROUGH COUNCIL,403812,461249,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,WALSALL METROPOLITAN BOROUGH COUNCIL,403814,817901,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,WOLVERHAMPTON COUNTY COUNCIL,403816,645801,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,403818,297312,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL COUNTY COUNCIL,403820,812218,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,403822,361740,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SEFTON COUNCIL,403824,490072,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,WIRRAL METROPOLITAN BOROUGH COUNCIL,403826,721412,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BOLTON METROPOLITAN BOROUGH COUNCIL,403828,1142775,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BURY METROPOLITAN BOROUGH COUNCIL,403830,447576,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER COUNTY COUNCIL,403832,1233719,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,OLDHAM METROPOLITAN BOROUGH COUNCIL,403834,569697,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL,403836,6360159,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL,403838,634903,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKPORT METROPOLITAN BOROUGH COUNCIL,403840,804055,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,TAMESIDE METROPOLITAN BOROUGH COUNCIL,403842,491235,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,TRAFFORD METROPOLITAN BOROUGH COUNCIL,403844,805173,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,WIGAN METROPOLITAN BOROUGH COUNCIL,403846,603008,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BARNSLEY METROPOLITAN BOROUGH COUNCIL,403848,643772,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,DONCASTER METROPOLITAN BOROUGH COUNCIL,403850,1024491,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,403852,719574,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SHEFFIELD COUNTY COUNCIL,403854,1068707,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,403856,2020689,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,403858,886620,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,KIRKLEES COUNCIL,403860,1726980,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,403862,2773301,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,403864,895315,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,GATESHEAD METROPOLITAN BOROUGH COUNCIL,403866,495175,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE CITY COUNCIL,403868,707982,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,403870,706571,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,403872,365234,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SUNDERLAND COUNTY COUNCIL,403874,809678,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND NE SOMERSET COUNCIL,403878,513095,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,403880,1654537,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH SOMERSET DC,403882,619202,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,403884,1049300,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,HARTLEPOOL BOROUGH COUNCIL,403886,272111,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,MIDDLESBOROUGH COUNCIL,403888,411349,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,403890,385222,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,403892,623517,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,403894,809125,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,403896,984819,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH EAST LINCOLNSHIRE COUNCIL,403898,469192,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH LINCOLNSHIRE COUNCIL,403900,522619,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,403902,1926213,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,403904,567479,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,403906,887518,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BUCKINGAMSHIRE COUNTY COUNCIL,403908,2141132,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,MILTON KEYNES COUNCIL,403910,1422038,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,403912,2213329,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,403914,832583,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,403916,1238614,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,POOLE BOROUGH COUNCIL,403918,443926,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,BOURNEMOUTH BOROUGH COUNCIL,403920,500946,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,403922,1510949,
DfE,PfS,18/11/2011,Capital Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,403924,352446,
