Department Family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"278,685.46","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E064,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"201,744.32","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E065,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"147,532.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"147,193.18","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"131,128.24","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"84,963.78","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"84,689.32","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E148,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"57,486.90","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"55,737.09","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E064,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"54,340.07","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"48,094.17","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"40,348.86","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E065,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"37,338.36","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E069,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"29,438.64","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"26,709.45","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"26,225.65","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"25,159.41","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"16,937.86","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E148,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"7,467.67","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",RG12 1HN,E069,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"5,341.89","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1054976,"5,031.88","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LANCASTER OFFICE CLEANING CO LTD,1054994,"89,674.86","Includes costs relating to service charges, property hirings, security, cleaning & waste removal",BR2 6HE,0,Admin
Ministry of Justice,MoJ HQ,4-Aug-11,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1055000,"105,165.00","Softwware Licences, Internally Generated Software",CF31 9AP,E117,Programme
Ministry of Justice,MoJ HQ,4-Aug-11,246000-Current Grants,RG999-CFLAP Accumulator,REUNITE INTERNATIONAL,1055051,"28,125.00","Grant payments to National Offender Management Service, Office of Criminal Justice Reform, Victim related & Local Authorities",LE1 7XX,0,Grant
Ministry of Justice,MoJ HQ,4-Aug-11,246000-Current Grants,RC999-Criminal Justice Group - OMS,WOMENCENTRE LTD,1055110,"50,000.00","Grant payments to National Offender Management Service, Office of Criminal Justice Reform, Victim related & Local Authorities",HX1 1JN,0,Grant
Ministry of Justice,MoJ HQ,5-Aug-11,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD,6373,"800,000.00","Grant in aid payments to Legal Services Commission (LSC), Information Commissioner's Office (ICO), Scottish Executive, Welsh Assembly, Judicial Appointments Commission (JAC), Legal Services Board (LSB), Office of Legal Complaints (OLC) & Youth Justice Board (YJB)",SW1P 2DX,0,Grant
Ministry of Justice,MoJ HQ,5-Aug-11,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6374,"21,500,000.00","Grant in aid payments to Legal Services Commission (LSC), Information Commissioner's Office (ICO), Scottish Executive, Welsh Assembly, Judicial Appointments Commission (JAC), Legal Services Board (LSB), Office of Legal Complaints (OLC) & Youth Justice Board (YJB)",SW1V 2QZ,0,Grant
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CACI LTD,1055135,"23,500.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",W14 8TS,0,Programme
Ministry of Justice,MoJ HQ,8-Aug-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CARLISLE SECURITY SERVICES LTD,1055138,"102,604.30","Includes costs relating to service charges, property hirings, security, cleaning & waste removal",AL7 1TW,0,Admin
Ministry of Justice,MoJ HQ,8-Aug-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CARLISLE SECURITY SERVICES LTD,1055138,"33,918.40","Includes costs relating to service charges, property hirings, security, cleaning & waste removal",AL7 1TW,0,Admin
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1055155,"88,851.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",GU2 7YP,0,Admin
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1055155,"48,840.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",GU2 7YP,0,Admin
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1055155,"46,080.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",GU2 7YP,0,Admin
Ministry of Justice,MoJ HQ,8-Aug-11,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1055161,"23,027.93","Costs relating to gas, electricity, water & other fuel",PL3 5XQ,0,Admin
Ministry of Justice,MoJ HQ,8-Aug-11,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1055161,"4,605.59","Costs relating to gas, electricity, water & other fuel",PL3 5XQ,0,Admin
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1055167,"223,207.00","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1055167,"148,141.15","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1055167,"145,487.35","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1055167,"111,674.36","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1055167,"100,386.99","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,8-Aug-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1055167,"58,416.21","Costs relating to the purchasing, maintenance and running costs of IT (including Development, Innovation and Support Contracts (DISC)) & telecommunications which are not part of a Private Finance Initiative (PFI)",WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,8-Aug-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1055167,"45,404.00","Capital Purchases of Plant, Machinery, Equipment, IT, Land, Buildings and Motor Vehicles",WA3 9BD,E134,Programme
