Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,07/04/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-18373,"18,000,000.00",,WF3 1WE,PUBLIC,,,Other
Department of Health,Department of Health,09/04/2015,Revenue Grants to Other Bodies,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-537726-103101,"15,080,000.00",2015/011a NHS BSA Social Work Bursary - Final payment for 2014 academic year,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,NORTH BRISTOL NHS TRUST,HAFS-18382,"15,000,000.00",,BS1 2NP,PUBLIC,,,Other
Department of Health,Department of Health,01/04/2015,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,HAFS-18352,"14,000,000.00",,WF3 1WE,PUBLIC,,,Other
Department of Health,Department of Health,27/04/2015,Additions FT Financing Facility Loans,DG: Holding CT Core,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,HAFS-18408,"12,500,000.00",,S10 2TH,PUBLIC,,,Other
Department of Health,Department of Health,24/04/2015,Research & development,DG: RDD,HEALTH EDUCATION ENGLAND T1510,49295330,"11,506,040.00","Other formal training, (Mentoring TCC, Experimental training camp AD, Psychiatry Master Class IoP, meeeting/workshops organised by TCC, NIHR Research Methods advisor - Leeds  ",LS1 4PL,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HAFS-18393,"11,022,000.00",,LE5 4QF,PUBLIC,,,Other
Department of Health,Department of Health,07/04/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,HAFS-18375,"10,000,000.00",,HP7 0JD,PUBLIC,,,Other
Department of Health,Department of Health,27/04/2015,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,HAFS-18405,"10,000,000.00",,HD3 3EA,PUBLIC,,,Other
Department of Health,Department of Health,07/04/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,HAFS-18383,"9,000,000.00",,CA2 7HX,PUBLIC,,,Other
Department of Health,Department of Health,22/04/2015,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,1/15-16,"3,960,829.80",Skipton Fund funding 2015/16,SW1H 0QS,VCS,,,Programme
Department of Health,Department of Health,23/04/2015,Service charge,DG: IGT,BT GROUP PLC,382697,"3,818,277.99",Revenue: London LSP 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,15/04/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-421,"2,643,174.58",April 14 - March 15 Core Service Charges,SL1 2EJ,LARGE,,,Programme
Department of Health,Department of Health,24/04/2015,Service charge,DG: IGT,BT GROUP PLC,382688,"2,582,601.95",Revenue: LSP South 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,20/04/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN88674-1,"1,764,022.11",Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,LARGE,,,Programme
Department of Health,Department of Health,10/04/2015,Provisions cash payment,DG: PHD,MFET LTD,MFET-1/2015-16/MFET,"1,333,150.44",MFET ltd funding 2015/16,SW1H 0QS,VCS,,,Programme
Department of Health,Department of Health,24/04/2015,Service charge,DG: IGT,BT GROUP PLC,382698,"1,119,631.02",Revenue: London LSP 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,24/04/2015,Service charge,DG: IGT,BT GROUP PLC,382691,"1,066,001.95",Revenue: LSP South 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,28/04/2015,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584181006,"939,874.92","Revenue: 2014/15 -Atos - C&B  Termination and Exit CCN Extension - 16th December '14 to 15th March '15	 ",WS11 0JA,LARGE,,,Programme
Department of Health,Department of Health,17/04/2015,ENDPBs Admin Capital Grant in Aid,DG: SCLGCP,HOMES AND COMMUNITIES AGENCY (HCA),S0011183,"6,604,409.00",Homes & Communities Agency - CASSH Fund Capital Payments to HCA 14/15,NE11 0NA,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,Q4-PPRS PAYMENTS,"4,688,244.79",Apportionment of Q4 2014 PPRS Receipts for Wales,CF10 3NQ,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Outsourcing Contract,DG: PHD,NATIONAL GAMETE DONATION TRUST,00106,"25,000.00",Organ Gamete Donation 2015/16,WR14 9GX.,VCS,,,Programme
Department of Health,Department of Health,02/04/2015,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,44163106,"3,714,654.52",NETS-CC Management,SO17 1BJ,PUBLIC,,,Programme
Department of Health,Department of Health,29/04/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),452535,"882,200.00",NHS Mail 2: revenue core contract 1 July 2014 - 31 March 2015,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,28/04/2015,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584181005,"848,919.26","Revenue: 2014/15 -Atos - C&B  Termination and Exit CCN Extension - 16th December '14 to 15th March '15	 ",WS11 0JA,LARGE,,,Programme
Department of Health,Department of Health,07/04/2015,Outsourcing Contract,DG: SCLGCP,MIND,M042,"29,883.90",Crisis Care Concordat Implmentation contract 2014-15,E15 4BQ,VCS,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),PPRS Q4 APPORTIONMENTS,"3,442,088.72",Apportionment of Q4 2014 PPRS Receipts for Northern Ireland,BT2 8BS,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,SCOTTISH EXECUTIVE,PPRS PAYMENTS FOR APRIL 2014 TO FEBRUARY 2015,"3,176,342.70",Apportionments 2009 PPRS Receipts April 2014 - February 2015 - Scotland,EH6 6QQ,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2015,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/15089/00555,"2,421,913.42",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,PPRS PAYMENTS FROM 01/04/2014-28/02/2015,"1,978,687.88",Apportionment of 2009 PPRS Payment Receipts April 2014 - February 2015 - Wales,CF10 3NQ,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),PPRS PAYMENTS APRIL 2014 TO FEBRUARY 2015,"1,452,744.01",Apportionment of 2009 PPRS Payments April 2014 - February 2015 - Northern Ireland,BT2 8BS,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,SCOTTISH EXECUTIVE,Q4-HISTORIC CASH PAYMENTS,"1,095,323.72",Apportionment of Q4 2014 PPRS Historic Cash Payments for Scotland,EH6 6QQ,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Outsourcing Contract,DG: PHD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2925852,"962,500.00",DWP Overseas Healthcare Team Recharges 2014-15,FY5 3TA,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,90207436,"893,897.70",Information Systems,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,Q4-HISTORIC CASH PAYMENTS,"682,326.79",Apportionment of Q4 2014 PPRS Historic Cash Payments for Wales,CF10 3NQ,PUBLIC,,,Programme
Department of Health,Department of Health,22/04/2015,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,90204887,"670,062.30",Information Systems,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,30/04/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5027882,"582,643.68",QH - Rent FUP Charge FY2015-2016 ,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,07/04/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5027691,"581,821.93",Quarry House Leeds - Accomm. FUP Rent Charge ,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,13/04/2015,Policy Payments,DG: PHD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2925969,"573,186.66",Recharges for EEA incentivisation payments 2014-2015,FY5 3TA,PUBLIC,,,Programme
Department of Health,Department of Health,30/04/2015,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-538276-103523,"547,305.00",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,15/04/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-537877-103360,"518,729.00",School of Primary Care Research,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,08/04/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),Q4-HISTORIC CASH PAYMENTS,"500,961.33",Apportionment of Q4 2014 Historic Cash Payments - northern Ireland,BT2 8BS,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Revenue Grants to non-profit institutions,DG: RDD,ACADEMY OF MEDICAL SCIENCES,ERS-537632-103044,"471,000.00",Academy of Medical Sciences,W1B 1QH,PUBLIC,,,Programme
Department of Health,Department of Health,29/04/2015,ENDPBs Admin Revenue Grant in Aid,DG: ERD,PROFESSIONAL STANDARDS AUTHORITY,DH070,"347,500.00",PSA 15/16 Grant-in-aid Revenue cash drawdown 1/04/15 - 31/07/15,SW1W 9SP,PUBLIC,,,Admin
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-537639-103050,"300,000.00",HTA - Support for Clinical Trials,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,15/04/2015,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,ERS-537860-103356,"281,339.00",National School for Social Care Research,WC2A 2AE,PUBLIC,,,Programme
Department of Health,Department of Health,01/04/2015,Outsourcing Contract,DG: ERD,ACADEMY OF MEDICAL ROYAL COLLEGES (AOMRC),12/347,"280,000.00",Medical Training Initiative: funding for allocation to medical royal colleges 2014/15,EC1V 0DB,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-537634-103045,"250,000.00",HTA - Support for Clinical Trials,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-537657-103061,"250,000.00",HTA - Support for Clinical Trials,CV4 7AL,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-537644-103054,"225,000.00",HTA - Support for Clinical Trials,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2015,Other programme expenditure,DG: SFNHS,CABINET OFFICE,250012188,"211,813.12",Contribution to Cabinet Office for the consultancy / contract spend on Mutuals in Health: Pathfinder Programme,FY5 3TA,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-537651-103059,"175,000.00",HTA - Support for Clinical Trials,S10 2UH,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-537658-103062,"175,000.00",HTA - Support for Clinical Trials,YO10 5DD,PUBLIC,,,Programme
Department of Health,Department of Health,13/04/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,1096543,"172,077.00",RDD Programme Support - Miscellaneous,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BIRMINGHAM CITY COUNCIL,ERS-537452-103108,"170,000.00",Helping People Home Grant,B3 3AB,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,CAMBRIDGESHIRE COUNTY COUNCIL,ERS-537466-103121,"170,000.00",Helping People Home Grant,CB3 0AP,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,DORSET COUNTY COUNCIL,ERS-537481-103133,"170,000.00",Helping People Home Grant,DT1 1XJ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,HAMPSHIRE COUNTY COUNCIL,ERS-537494-103145,"170,000.00",Helping People Home Grant,SO23 8UJ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,HERTFORDSHIRE COUNTY COUNCIL,ERS-537500-103152,"170,000.00",Helping People Home Grant,SG13 8DF,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,KENT COUNTY COUNCIL,ERS-537507-103158,"170,000.00",Helping People Home Grant,ME14 1XQ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,LANCASHIRE COUNTY COUNCIL,ERS-537513-103162,"170,000.00",Helping People Home Grant,PR1 0LD,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,LEEDS CITY COUNCIL,ERS-537514-103163,"170,000.00",Helping People Home Grant,LS2 8JR,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,LEICESTERSHIRE COUNTY COUNCIL,ERS-537516-103165,"170,000.00",Helping People Home Grant,LE3 8RA,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTHAMPTONSHIRE COUNTY COUNCIL,ERS-537534-103179,"170,000.00",Helping People Home Grant,NN4 7DB,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,OXFORDSHIRE COUNTY COUNCIL,ERS-537539-103188,"170,000.00",Helping People Home Grant,OX4 2GQ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,SOMERSET COUNTY COUNCIL,ERS-537558-103210,"170,000.00",Helping People Home Grant,TA1 4DY,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,STAFFORDSHIRE COUNTY COUNCIL,ERS-537565-103216,"170,000.00",Helping People Home Grant,ST16 2NF,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,SUFFOLK COUNTY COUNCIL,ERS-537569-103220,"170,000.00",Helping People Home Grant,IP1 2DH,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,WARWICKSHIRE COUNTY COUNCIL,ERS-537585-103236,"170,000.00",Helping People Home Grant,CV34 4RH,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,WORCESTERSHIRE COUNTY COUNCIL,ERS-537595-103247,"170,000.00",Helping People Home Grant,WR5 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,30/04/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-538283-103526,"162,816.00",Consumers - Involve,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,01/04/2015,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-537391-103022,"158,315.46",HTA Researcher Lead,AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-537655-103053,"150,000.00",HTA - Support for Clinical Trials,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,17/04/2015,UK subscriptions to overseas bodies,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,1065001738945148,"150,000.00",,RH10 1UH,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BARNET LONDON BOROUGH COUNCIL,ERS-537447-103103,"140,000.00",Helping People Home Grant,NW4 4BG,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BRISTOL CITY COUNCIL,ERS-537461-103116,"140,000.00",Helping People Home Grant,BS1 5SP,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,CHESHIRE EAST UNITARY AUTHORITY,ERS-537469-103249,"140,000.00",Helping People Home Grant,CW10 OHU,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,DUDLEY METROPOLITAN BOROUGH COUNCIL,ERS-537482-103134,"140,000.00",Helping People Home Grant,DY1 1HG,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,SHEFFIELD CITY COUNCIL,ERS-537554-103206,"140,000.00",Helping People Home Grant,S1 1UJ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,SHROPSHIRE COUNTY COUNCIL,ERS-537555-103207,"140,000.00",Helping People Home Grant,SY2 6ND,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,WILTSHIRE COUNTY COUNCIL,ERS-537590-103242,"140,000.00",Helping People Home Grant,BA14 8JN,PUBLIC,,,Programme
Department of Health,Department of Health,22/04/2015,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,90204887,"134,389.80",Information Systems,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,14/04/2015,Rates,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5027734,"126,369.75",QH - Business Rates,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,30/04/2015,Rates,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5027843,"126,369.75",QH - Business Rates FY2015-2016 ,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,07/04/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-537643-103047,"125,000.00",HTA - Support for Clinical Trials,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,30/04/2015,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-538275-103522,"121,180.07",EME - ( NETSCC ),NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,09/04/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-537713-103089,"120,445.20",HS & DR,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,29/04/2015,ENDPBs Admin Revenue Grant in Aid,DG: ERD,PROFESSIONAL STANDARDS AUTHORITY,DH070,"116,000.00",PSA 15/16 AVR allocation drawdown,SW1W 9SP,PUBLIC,,,Admin
Department of Health,Department of Health,22/04/2015,Training (Learning and Development),DG: SFNHS,IMPERIAL COLLEGE LONDON,20132648,"113,500.00",Health Policy Masters 2014-16 payment in advance - Imperial College London. (cross reference with ITT 59376).,SW7 2AZ,PUBLIC,,,Admin
Department of Health,Department of Health,15/04/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-537877-103360,"112,500.00",HTA - Support for Clinical Trials,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,30/04/2015,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-538276-103523,"105,665.00",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,01/04/2015,Outsourcing Contract,DG: SCLGCP,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40214874,"100,000.00",Implementation support,EC1M 5LG,VCS,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-537446-103102,"100,000.00",Helping People Home Grant,RM10 7BY,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-537449-103105,"100,000.00",Helping People Home Grant,BA1 5AW,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BEXLEY LONDON BOROUGH COUNCIL,ERS-537451-103107,"100,000.00",Helping People Home Grant,DA8 1TL,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BOURNEMOUTH COUNCIL,ERS-537456-103112,"100,000.00",Helping People Home Grant,BH2 6DY,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BRACKNELL FOREST BOROUGH COUNCIL,ERS-537457-103113,"100,000.00",Helping People Home Grant,RG12 1AQ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,BRENT LONDON BOROUGH COUNCIL,ERS-537459-103252,"100,000.00",Helping People Home Grant,HA9 8AD,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,CAMDEN LONDON BOROUGH COUNCIL,ERS-537467-103122,"100,000.00",Helping People Home Grant,WC1H 8NG,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,ERS-537468-103250,"100,000.00",Helping People Home Grant,SG17 5TQ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,COVENTRY CITY COUNCIL,ERS-537473-103125,"100,000.00",Helping People Home Grant,CV1 5RR,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,EALING LONDON BOROUGH COUNCIL,ERS-537484-103136,"100,000.00",Helping People Home Grant,W5 2HL,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,GATESHEAD COUNCIL,ERS-537489-103251,"100,000.00",Helping People Home Grant,NE8 1HH,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,HACKNEY LONDON BOROUGH COUNCIL,ERS-537491-103142,"100,000.00",Helping People Home Grant,E8 4RU,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-537493-103144,"100,000.00",Helping People Home Grant,W6 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,HARINGEY LONDON BOROUGH COUNCIL,ERS-537495-103146,"100,000.00",Helping People Home Grant,N22 7TR,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-537502-103154,"100,000.00",Helping People Home Grant,TW3 4DN,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,ISLINGTON LONDON BOROUGH COUNCIL,ERS-537505-103156,"100,000.00",Helping People Home Grant,EC1V 7LQ,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-537506-103157,"100,000.00",Helping People Home Grant,W8 7NX,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,LAMBETH LONDON BOROUGH COUNCIL,ERS-537512-103161,"100,000.00",Helping People Home Grant,SW2 1RW,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2015,Revenue Grants to local authorities,DG: SCLGCP,LEICESTER CITY COUNCIL,ERS-537515-103164,"100,000.00",Helping People Home Grant,LE1 6ZG,PUBLIC,,,Programme
