Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,Description,Supplier postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DEFRA,RPA,07/03/2012,Defra Estates,Sustainable Workplace Management,DTZ,30440," £71,238.80 ",Depreciation and Establishment Charges Apr-Nov 11,B4 6AJ,,PO 63799,N/A,Admin
DEFRA,RPA,30/03/2012,IT Outsourced Services,Programmes & Projects,IBM,5803121254," £26,742.78 ",SAN Microsoft Migration - IBM Provided Resource in Sept 11 to migrate all remaining Microsoft Estates off old 9980 SAN's ,B4 6AJ,,PO 63701,PPT01100,Admin
DEFRA,RPA,30/03/2012,IT Outsourced Services,Programmes & Projects,IBM,5803121251," £31,454.94 ",SAN Microsoft Migration - IBM Provided Resource in Sept 11 to migrate all remaining Microsoft Estates off old 9980 SAN's ,B4 6AJ,,PO 63701,PPT01100,Admin
DEFRA,RPA,30/03/2012,IT Outsourced Services,Programmes & Projects,IBM,5803121255," £38,415.67 ",SAN Microsoft Migration - IBM Provided Resource in Sept 11 to migrate all remaining Microsoft Estates off old 9980 SAN's ,B4 6AJ,,PO 63701,PPT01100,Admin
DEFRA,RPA,30/03/2012,IT Outsourced Services,Programmes & Projects,IBM,5803121249," £49,000.96 ",SAN Microsoft Migration - IBM Provided Resource in Sept 11 to migrate all remaining Microsoft Estates off old 9980 SAN's ,B4 6AJ,,"PO 63536, PO 62847, PO 63376, PO 63071",PPT01100,Admin
DEFRA,RPA,02/03/2012,IT Outsourced Services,Programmes & Projects,IBM,5802121348," £52,117.10 ",SAN Microsoft Migration Workington - IBM Provided Resource in Feb 12 to migrate old 9980 SAN's ,B4 6AJ,,PO 63726,PPT01100,Admin
DEFRA,RPA,30/03/2012,IT Outsourced Services,Programmes & Projects,IBM,5803121112," £63,360.00 ",Collaborative Environmental Transportation Agreement for Streamlining (CETAS) - Dial up security Remediation - Fixed deliverables to replace external user access,B4 6AJ,,PO 63726,PPT01100,Admin
DEFRA,RPA,02/03/2012,IT Outsourced Services,Programmes & Projects,IBM,5802121346," £83,519.99 ",Collaborative Environmental Transportation Agreement for Streamlining (CETAS) - Dial up security Remediation - Fixed deliverables to replace external user access,B4 6AJ,,PO 63655,PPT01100,Admin
DEFRA,RPA,09/03/2012,IT Outsourced Services,Service Management,IBM,5802121741," £693,901.93 ","œ693,901.93 - Fixed IBM Baseline Charges",B4 6AJ,,PO 63863,IBMBS000,Admin
DEFRA,,,IT Outsourced Services,Programmes & Projects,,," £74,102.00 ","œ44,741.02 - Kings House Data Centre Charges",B4 6AJ,,PO 63863,PPT01000,Admin
DEFRA,RPA,23/03/2012,Supplier Contractors,Exeter Geographical Information Services,Infotech Enterprises,970001303," £67,102.70 ",Geographical Information Services Rural Land Registry Digitization - Jan 12,WC1A 6RL,,PO 63631,N/A,Admin
DEFRA,RPA,22/03/2012,Supplier Contractors,Exeter Geographical Information Services,Infotech Enterprises,970001233," £71,004.29 ",Geographical information Services Rural Land Registry Digitization - Dec 11,WC1A 6RL,,PO 63631,N/A,Admin
DEFRA,RPA,09/03/2012,IT Consumables,Inspectorate,Korec Limited,249487," £62,040.00 ",Global Positioning Service (GPS) Hardware Equipment and Fastmap i-capture Software,L22 6QB,,PO 63870,N/A,Admin
DEFRA,RPA,20/03/2012,Training,HR People Development,OEE,49750," £35,760.00 ",Lean Training for Design and Change,OX7 3EW,,PO 63986,N/A,Admin
DEFRA,RPA,27/03/2012,Contractor Costs,Internal Audit,Price Waterhouse Coopers,1353764353," £51,376.00 ",Jan and Feb 2012 Secondment costs - Head of Internal Audit,E14 9SQ,,PO 63972,N/A,Admin
DEFRA,RPA,27/03/2012,Travel,Various,Redfern Travel,31499," £43,739.10 ","Travel Services - Train Travel, Air travel - Feb 2012",BD1 3AE,,N/A,N/A,Admin
DEFRA,RPA,16/03/2012,IT Outsourced Services,Programmes & Projects,Steria Limited,100030687," £74,590.01 ",Strategic Management Information,M14 0WN,,PO 63791,PPN09200,Admin
DEFRA,RPA,29/03/2012,IT Licences,Programmes & Projects,Trustmarque Solutions,2166416," £58,846.68 ",Licences - Desktop Transaction Project,YO32 9WN,,PO 63964,PPT02000,Admin
