Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,09/01/2014,OTHER IS IT COSTS VAT RECOV,CISP,SUREVINE LTD,3000043365,155740,Software engineering costs for the Cyber Security Information Sharing Partnership,GU19ND,SME,Programme
Cabinet Office,Government Procurement Service,09/01/2014,Special Projects Review - Commercial Reform,Commercial Reform,Pricewaterhouse Coopers LLP,PINDOH 37745,168001.95,Cross-Government Review of Major Contracts,EC1A 4AB,Large,Admin
Cabinet Office,Government Procurement Service,09/01/2014,Legal services fee,Legal Services,Treasury Solicitors,PINDOH 37755,200788.37,Legal services,WC2B 4TS,Large,Admin
Cabinet Office,Government Procurement Service,09/01/2014,Special Projects Review - Commercial Reform,Commercial Reform,Pricewaterhouse Coopers LLP,PINDOH 37747,318004.48,Cross-Government Review of Major Contracts,EC1A 4AB,Large,Admin
Cabinet Office,CABINET OFFICE,09/01/2014,GRANT IN AID PRIVATE SECTOR,NCS IMB,NCS TRUST CIC,3000043362,13130294,National Citizen Service contract,W1W5BB,Large,Grants
Cabinet Office,CABINET OFFICE,10/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PROJECT STAFF COSTS,CAPITA RESOURCING LTD,3000043389,41172.3,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,10/01/2014,NATIONAL CITIZEN SERVICE. CIVIL SOCIETY TRAINING & DEVELOP,NATIONAL CITIZEN SERVICE,PETROC,3000043398,1151376.59,National Citizen Service contract,EX312BQ,Large,Programme
Cabinet Office,CABINET OFFICE,13/01/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,LORD LIEUTENANT OF WEST YORKSHIRE,3000043426,29379.25,Expense payments to Her Majesty's Lord Lieutenancy,LS23 6LP,Large,Programme
Cabinet Office,Government Procurement Service,13/01/2014,Spend Analysis for WPS,Enablement Projects,BravoSolution UK Ltd,PINVP2P 2382,30000,Spend Analysis ,LS27UA,Large,Admin
Cabinet Office,CABINET OFFICE,13/01/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,GREATER MANCHESTER LIEUTENANCY,3000043421,31315.25,Expense payments to Her Majesty's Lord Lieutenancy,M154AX,Large,Programme
Cabinet Office,CABINET OFFICE,13/01/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,MERSEYSIDE LIEUTENANCY,3000043422,32776.25,Expense payments to Her Majesty's Lord Lieutenancy,L693EN,Large,Programme
Cabinet Office,CABINET OFFICE,13/01/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,WEST MIDLANDS LIEUTENANCY,3000043425,38435.75,Expense payments to Her Majesty's Lord Lieutenancy,B920JL,Large,Programme
Cabinet Office,CABINET OFFICE,13/01/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,SKYSCAPE CLOUD SERVICES LTD,3000043441,39719.2,GOV.UK software development ,GU140LX,SME,Programme
Cabinet Office,CABINET OFFICE,13/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PROJECT STAFF COSTS,CAPITA RESOURCING LTD,3000043427,42931.74,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,13/01/2014,FM CONTRACT FIXED COSTS,ROSEBERY COURT FM CONTRACT,MITIE BUSINESS SERVICES LTD,3000043439,49299.23,Facilities Management Services,BS167FN-1,large,Admin
Cabinet Office,CABINET OFFICE,13/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000043428,55244.9,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SL6 1DP,Large,Programme
Cabinet Office,Government Procurement Service,13/01/2014,Spend Analysis for Northern Ireland,Enablement Projects,BravoSolution UK Ltd,PINVP2P 2384,106674,Spend Analysis ,EC2M 7AD,Large,Admin
Cabinet Office,Government Procurement Service,13/01/2014,Spend Analysis for Wales,Enablement Projects,BravoSolution UK Ltd,PINVP2P 2383,140000,Spend Analysis ,EC2M 7AD,Large,Admin
Cabinet Office,CABINET OFFICE,13/01/2014,RESOURCE GRANTS PRIVATE SECTOR,GDS ID ASSURANCE,CITY OF LONDON,3000043416,190000,Grant Payment to support the development of the AmberHill Programme,WC2B4TS,Government Department,Admin
Cabinet Office,CABINET OFFICE,13/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000043427,213871.62,Payment for interim IT specialists,EC1A2DP,Large,Programme
Cabinet Office,CABINET OFFICE,13/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000043428,450427.4,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,14/01/2014,RESOURCE GRANTS PRIVATE SECTOR,CO CONTRIBUTION - ISS PROJECTS,CYBER SECURITY CHALLENGE UK LTD,3000043499,45000,Cyber Security Challenge sponsorship ,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,14/01/2014,CONSULTANTS VAT RECOVERABLE,MUTUALS,RED QUADRANT,3000043470,49252.5,Support provided under the Mutuals Support Programme to support aspiring public service mutuals,HP92YX,SME,Programme
Cabinet Office,CABINET OFFICE,14/01/2014,CONSULTANTS VAT RECOVERABLE,GPU POLICY AND STRATEGY ADMIN,BOUYGUES E&S FM UK LTD,3000043474,91835,Estate Services,SW81SZ,Large,Programme
Cabinet Office,CABINET OFFICE,14/01/2014,STAFF TRAINING,CO CONTRIBUTION - ISS PROJECTS,THE NATIONAL ARCHIVES 9014,3000043510,138324.84,Training costs for information asset owners,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,14/01/2014,Research and Development (VAT recoverable),CST - OTHER CURRENT EXP,TNS UK LTD,3000043477,190364.25,The Community Life Survey costs ,TW94DU,Large,Programme
Cabinet Office,CABINET OFFICE,14/01/2014,PENSIONER PAYROLL CONTRACTOR,SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000043501,2729547.99,MyCSP Administration Charges,WC1X8HB,SME,Programme
Cabinet Office,CABINET OFFICE,15/01/2014,FM CONTRACT PROFITS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000043532,27389.15,Facilities Management Services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,15/01/2014,LEGAL ADVICE FROM TSOL,CENTRAL LEGAL COSTS,TREASURY SOLICITOR TSOL,3000043542,37659.01,Legal services,WC2B 4TS,Government Department,Admin
Cabinet Office,CABINET OFFICE,15/01/2014,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,GCDA CONTRACT,RICOH UK LTD,3000043555,48865.12,Reprographic Services,WC2B 4TS,Government Department,Admin
Cabinet Office,CABINET OFFICE,15/01/2014,NON PRIME UTILITIES,FEM MISC,BOUYGUES E&S FM UK LTD,3000043532,55243.54,Facilities Management Services,NN47YB,Large,Admin
Cabinet Office,CABINET OFFICE,15/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000043535,60078.9,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,15/01/2014,CONSULTANTS VAT RECOVERABLE,ERG CIVIL SERVICE PAY AND PENSIONS,HAY GROUP LTD,3000043544,66000,Pay benchmarking services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,15/01/2014,FM CONTRACT FIXED COSTS,TOTAL FM CONTRACT,BOUYGUES E&S FM UK LTD,3000043532,580796.8,Facilities Management Services,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,16/01/2014,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,GREATER LONDON LIEUTENANCY,3000043575,56247.5,Expense payments to Her Majesty's Lord Lieutenancy,SW1X  7HG,SME,Admin
Cabinet Office,CABINET OFFICE,16/01/2014,LEGAL ADVICE FROM TSOL,CENTRAL LEGAL COSTS,TREASURY SOLICITOR TSOL,3000043583,68094.14,Legal services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,16/01/2014,RESOURCE GRANTS LOCAL AUTHORIT,GOVERNMENT PROPERTY UNIT,IMPROVEMENT & DEVELOPMENT AGENCY,3000043561,72681.25,Support &  maintenance of E-PIMs,SW1E6QP,Large,Programme
Cabinet Office,CABINET OFFICE,16/01/2014,OTHER IS IT COSTS VAT RECOV,CISP,JIVE SOFTWARE INC,2000440,76712.5,Software engineering costs for the Cyber Security Information Sharing Partnership,WC2B4TS,Government Department,Admin
Cabinet Office,CABINET OFFICE,17/01/2014,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,SME GOVERNANCE LEAD,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,3000043644,55838.6,Internal Audit service charges,EC1M5LG,Large,Admin
Cabinet Office,CABINET OFFICE,17/01/2014,TELECOM RENTALS,CCS RESILIENT TELECOMMUNICATIONS,MINISTRY OF DEFENCE,3000043655,77489.83,High Integrity Telecomms System project costs,USA,SME,Programme
Cabinet Office,CABINET OFFICE,17/01/2014,RESOURCE GRANTS PRIVATE SECTOR,SKILLS STRATEGY DEVELOPMENT,CHARITYWORKS,3000043630,95000,Regional development of the charitable sector graduate scheme programme.,HP24XN,Government Department,Admin
Cabinet Office,Government Procurement Service,17/01/2014,Rent & Service Charges for Newport Accommodation,Estates Management,Intellectual Property Office,PINDOH 37779,110647.04,Rent & Service Charges for accommodation,NP10 8QQ,Large,Admin
Cabinet Office,CABINET OFFICE,17/01/2014,TELECOM SECURITY SERVICES,CCS RESILIENT TELECOMMUNICATIONS,MINISTRY OF DEFENCE,3000043655,328119.73,High Integrity Telecomms System project costs,L23YL,Government Department,Programme
Cabinet Office,CABINET OFFICE,17/01/2014,RESOURCE GRANTS TO NDPB'S,LEGAL ADVICE FUND,BIG LOTTERY ADVICE SERVICES TRANSITION FUND,3000043634,6979393,Administration costs for the Advice Services Transition Programme ,SO318DE,Large,Grants
Cabinet Office,CABINET OFFICE,20/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000043672,38440.41,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",L23YL,Government Department,Programme
Cabinet Office,CABINET OFFICE,20/01/2014,TELECOM RENTALS,CCS RESILIENT TELECOMMUNICATIONS,BT GLOBAL SERVICES.,3000043677,283089,National Resilence Extranet hosting and managed service costs,ERS B151TR,Large,Grants
Cabinet Office,CABINET OFFICE,20/01/2014,GRANT FUND MANAGEMENT VAT RECOVERABLE,COMMUNITY ORGANISERS,LOCALITY,3000043680,404401.95,Management fees in respect of the Community Organiser programme.,SL61DP,Large,Programme
Cabinet Office,Government Procurement Service,21/01/2014,Whitehall heating systems management,Whitehall District Heating Systems,Cofely,PINVP2P2409,3690.97,Whitehall heating systems management,L39PP,Government Department,Admin
Cabinet Office,CABINET OFFICE,21/01/2014,OTHER IS IT COSTS VAT RECOV,GPU POLICY AND STRATEGY ADMIN,CORPORATE DOCUMENT SERVICES LTD,3000043730,37330.22,Support and maintenance of ePims,NW96LB,Large,Programme
Cabinet Office,CABINET OFFICE,21/01/2014,TELECOM RENTALS,PMO ICTS,BT,3000043727,38739.3,Telephony charges,ERS N16DR,Large,Programme
Cabinet Office,Government Procurement Service,21/01/2014,Whitehall heating systems management,Whitehall Standby Dist Systems,Cofely,PINVP2P 2411,39509.78,Whitehall heating systems management,HP12 3TA,Large,Programme
Cabinet Office,CABINET OFFICE,21/01/2014,OTHER IS IT COSTS VAT RECOV,GDS BUSINESS AND OFFICE COSTS,AFFINITY DIGITAL TECHNOLOGY LTD,3000043705,41080,Hosting of online procurement framework,LS27LY,Large,Admin
Cabinet Office,CABINET OFFICE,21/01/2014,RESOURCE GRANTS LOCAL AUTHORIT,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,DUMFRIES & GALLOWAY,3000043693,44574.65,Development costs for the Individual Electoral Registration system ,SK14LW,large,Admin
Cabinet Office,CABINET OFFICE,21/01/2014,CONSULTANTS VAT RECOVERABLE,DEVOLUTION TEAM,IPSOS MORI LTD,3000043736,46550,Market research on attitudes in Scotland towards Scottish independence ,TR48NE,Large,Programme
Cabinet Office,Government Procurement Service,21/01/2014,Whitehall heating systems management,Whitehall District Heating Systems,Cofely,PINVP2P 2410,63322.21,Whitehall heating systems management,HP12 3TA,Large,Programme 
Cabinet Office,CABINET OFFICE,21/01/2014,CONSULTANTS VAT RECOVERABLE,MUTUALS,STEPPING OUT,3000043742,67957.5,Support provided under the Mutuals Support Programme to support aspiring public service mutuals,ERS DG12HP,Large,Programme
Cabinet Office,CABINET OFFICE,21/01/2014,Research and Development (VAT recoverable),CST - OTHER CURRENT EXP,IPSOS MORI LTD,3000043739,91000,Evaluation of the Community First and Community Organiser programmes,SE11FY-1,large,Admin
Cabinet Office,Government Procurement Service,21/01/2014,Whitehall heating systems management,Whitehall District Heating Systems,Cofely,PINVP2P 2409,150798.55,Whitehall heating systems management,HP12 3TA,Large,Programme
Cabinet Office,CABINET OFFICE,22/01/2014,FM CONTRACT FIXED COSTS,PMO FACILITIES MANAGEMENT,BOUYGUES E&S FM UK LTD,3000043765,25009.95,Facilities Management Services,IP326BB,Large,Programme
Cabinet Office,CABINET OFFICE,22/01/2014,OTHER TRAVEL COSTS,DPM AND LORD PRESIDENT OF THE COUNCIL,HOGG ROBINSON TRAVEL LTD,3000043787,28691.79,Official Travel,SE1 1FY,large,Programme
Cabinet Office,CABINET OFFICE,22/01/2014,MANAGEMENT CONFERENCES,ERG TRANSPARENCY STRATEGY,FOREIGN & COMMONWEALTH OFFICE,3000043792,30461.04,Open Government Partnership Annual Summit cost ,WC2B4TS,Government Department,Admin
Cabinet Office,CABINET OFFICE,22/01/2014,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COUNSEL,LEXIS NEXIS BUTTERWORTHS,3000043780,36345.21,Legal publications,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,22/01/2014,RESOURCE GRANTS PRIVATE SECTOR,CENTRE FOR SOCIAL ACTION,THE PRINCE OF WALES CHARITABLE FOUNDATION,3000043750,70000,"Step Up to Serve pre-launch costs, including research into the state of youth social action. ",GU147NJ,large,Admin
Cabinet Office,CABINET OFFICE,22/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,ADVALUS LTD,3000043782,162543,"Project and Programme Management, business analysis, case review and development.",SN130RP,SME,Programme
Cabinet Office,CABINET OFFICE,22/01/2014,GRANT IN AID PRIVATE SECTOR,NCS IMB,NCS TRUST CIC,3000043754,205000,National Citizen Service contract,ERS W1W5BB,Large,Grants
Cabinet Office,CABINET OFFICE,22/01/2014,SERVICE PAYMENTS,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,3000043752,259429.04,Shared Services Connected,M140WN,Large,Admin
Cabinet Office,CABINET OFFICE,22/01/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,THOUGHTWORKS LTD,3000043789,285073.5,GOV.UK software development ,WC1V7AA,Large,Programme
Cabinet Office,CABINET OFFICE,23/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,ERG DATA GOV UK,CAPITA RESOURCING LTD,3000043812,35522.93,DATA.GOV web improvement ,SL61DP,Large,Admin
Cabinet Office,CABINET OFFICE,23/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,ERG DATA GOV UK,CAPITA RESOURCING LTD,3000043813,36987.46,DATA.GOV web improvement ,SL61DP,Large,Admin
Cabinet Office,CABINET OFFICE,23/01/2014,PENSIONER PAYROLL CONTRACTOR,ROYAL MAIL SERVICE PENSIONS,ROYAL MAIL GROUP LTD,3000043797,394963.75,Royal Mail Statutory Pension Scheme Administration Charge,EC4Y0HQ,Large,Admin
Cabinet Office,CABINET OFFICE,23/01/2014,OTHER LEGAL FEES,ISSC2,FIELD FISHER WATERHOUSE LLP,3000043829,615855,"Support for the Independent Shared Services Centre 2 project, including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement.",EC3N2AA,Large,Admin
Cabinet Office,CABINET OFFICE,24/01/2014,GRANT FUND MANAGEMENT,TECHNICAL ASSISTANCE,SOCIAL INVESTMENT BUSINESS,3000043896,25273.2,Investment and Contract Readiness Fund administration costs.,WC1H8AG,SME,Grants
Cabinet Office,CABINET OFFICE,24/01/2014,CALL CHARGES,TELEPHONE SERVICES,BT,3000043899,25947.14,Telephony charges,SK14LW,large,Admin
Cabinet Office,CABINET OFFICE,24/01/2014,OPERATING LEASES - RENT,AVIATION HOUSE,FOOD STANDARDS AGENCY,3000043879,27023.24,2013/14 Aviation House Rent,YO17PX,Large,Admin
Cabinet Office,CABINET OFFICE,24/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CESG,3000043888,90000,Support for Public Service Network Technical Workstreams.,GL510EX,Government Department,Programme
Cabinet Office,CABINET OFFICE,24/01/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,THOUGHTWORKS LTD,3000043898,135176,GOV.UK software development ,WC1V7AA,Large,Programme
Cabinet Office,CABINET OFFICE,24/01/2014,OTHER IS IT COSTS VAT RECOV,CISP,SUREVINE LTD,3000043873,401652.79,Software engineering costs for the Cyber Security Information Sharing Partnership,GU1 9ND,SME,Programme
Cabinet Office,CABINET OFFICE,24/01/2014,NATIONAL CITIZEN SERVICE. CIVIL SOCIETY TRAINING & DEVELOP,NATIONAL CITIZEN SERVICE,PETROC,3000043893,580931.26,National Citizen Service contract,EX312BQ,Large,Programme
Cabinet Office,CABINET OFFICE,27/01/2014,GENERAL OFFICE EXPENSES VAT RECOVERABLE,ELECTIONS AND DEMOCRACY DIVISION,LAW COMMISSION,3000043906,31250,Costs for review to consolidate electoral law.,SW1H9LJ,Government Department,Admin
Cabinet Office,CABINET OFFICE,27/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS ID ASSURANCE,CAPITA RESOURCING LTD,3000043902,41480.32,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,27/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000043902,71092.46,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,27/01/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,SKYSCAPE CLOUD SERVICES LTD,3000043914,78121.38,GOV.UK software development ,GU140LX,SME,Programme
Cabinet Office,CABINET OFFICE,27/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUSINESS TECHNOLOGY,SKYSCAPE CLOUD SERVICES LTD,3000043914,176832.76,GOV.UK software development ,GU140LX,SME,Programme
Cabinet Office,CABINET OFFICE,27/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000043902,441249.23,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,28/01/2014,RESOURCE GRANTS TO NDPB'S,LEGAL ADVICE FUND,BIG LOTTERY ADVICE SERVICES TRANSITION FUND,3000043954,37792,Administration costs for the Advice Services Transition Programme ,ERS B151TR,Large,Grants
Cabinet Office,CABINET OFFICE,28/01/2014,CONSULTANCY SERVICES  'NOT' RECOVERABLE,GDS ID ASSURANCE,CESG,3000043966,141000,Identity Assurance Programme software development,GL510EX,Government Department,Programme
Cabinet Office,CABINET OFFICE,28/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000043961,338827.83,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,29/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,PARITY RESOURCES LTD,3000044003,27996.96,Payment for interim IT specialists,SW193RU,SME,Programme
Cabinet Office,CABINET OFFICE,29/01/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,E SYNERGY SOLUTIONS LTD,3000043979,33225,IT support services,EC3M3JY,SME,Programme
Cabinet Office,CABINET OFFICE,29/01/2014,OTHER LEGAL FEES,COUNSEL,TREASURY SOLICITORS DEPT 3861,3000044009,35178,Legal services,WC2B4TS,Government Department,Admin
Cabinet Office,CABINET OFFICE,29/01/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,NEW BAMBOO WEB DEVELOPMENT LTD,3000043973,41375,GOV.UK software development ,BN99LL,SME,Programme
Cabinet Office,CABINET OFFICE,29/01/2014,RESOURCE GRANTS PRIVATE SECTOR,SP CHARITABLE GIVING,UK COMMUNITY FOUNDATIONS,3000043983,55000,Strategic Partners Transition Grant,ERS EC1V2PT,Large,Grants
Cabinet Office,CABINET OFFICE,29/01/2014,OTHER IS IT COSTS VAT RECOV,GDS BUSINESS TECHNOLOGY,SPECIALIST COMPUTER CENTRES PLC,3000043991,63191.13,GOV.UK software development ,B112LE,Large,Programme
Cabinet Office,CABINET OFFICE,29/01/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000043992,105704.22,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,29/01/2014,RESOURCE GRANTS PRIVATE SECTOR,CHARITABLE GIVING,NESTA,3000043997,155893,Innovation in Giving Fund Grant 2013/14,ERS EC1A1DE,large,Grants
Cabinet Office,CABINET OFFICE,29/01/2014,GRANT IN AID PRIVATE SECTOR,NCS IMB,NCS TRUST CIC,3000043980,1775369,National Citizen Service contract,W1W5BB,Large,Grants
Cabinet Office,Government Procurement Service,30/01/2014,FM Service charges,Estates Management,DTZ,PINDOH 37754,18005.5,Facilities Management Services ,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,30/01/2014,CENTRAL TRAINING CONTRACTS VAT RECOVERABLE,HR DEVELOPING CAPABILITY TEAM,OXFORD SAID BUSINESS SCHOOL LTD,3000044056,25000,Coaching of 5th - 12th Cohorts of the Major Projects Leadership Academy,OX15NY,SME,Admin
