EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC129787,12-Nov-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,4959.96,129787
MODGPC129788,12-Nov-15,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,1035.36,129788
MODGPC129789,06-Nov-15,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,1637.6,129789
MODGPC129790,04-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1635.11,129790
MODGPC129791,05-Nov-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,522,129791
MODGPC129792,09-Nov-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,621.13,129792
MODGPC129793,05-Nov-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,2776.04,129793
MODGPC129794,05-Nov-15,Mail Order / Direct Selling        , CATALOG MERCHANT,607.98,129794
MODGPC129795,12-Nov-15,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,1116,129795
MODGPC129796,10-Nov-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1182.74,129796
MODGPC129797,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,9300,129797
MODGPC129798,03-Nov-15,Building Materials                 , CONSTRUCTION MATERIALS - DEF,1680,129798
MODGPC129799,03-Nov-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,778.8,129799
MODGPC129800,03-Nov-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,1156.31,129800
MODGPC129801,04-Nov-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,504.99,129801
MODGPC129802,04-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,636.42,129802
MODGPC129803,06-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,3316.8,129803
MODGPC129804,10-Nov-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,742.85,129804
MODGPC129805,10-Nov-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,576.1,129805
MODGPC129806,03-Nov-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,630.13,129806
MODGPC129807,05-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,627.28,129807
MODGPC129808,10-Nov-15,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,12769,129808
MODGPC129809,09-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,1020,129809
MODGPC129810,09-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,510,129810
MODGPC129811,03-Nov-15,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,21431.4,129811
MODGPC129812,05-Nov-15,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,5888.81,129812
MODGPC129813,06-Nov-15,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,695.81,129813
MODGPC129814,03-Nov-15,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,1764,129814
MODGPC129815,10-Nov-15,Miscellaneous Industrial/Commercial, TOOL HIRE,1320,129815
MODGPC129816,02-Nov-15,Training and Educational           , SCHOOLS - DEFAULT,968.62,129816
MODGPC129817,12-Nov-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,2677.2,129817
MODGPC129818,02-Nov-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,1194,129818
MODGPC129819,05-Nov-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,798,129819
MODGPC129820,02-Nov-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,1002,129820
MODGPC129821,10-Nov-15,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,1968,129821
MODGPC129822,06-Nov-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,582.3,129822
MODGPC129823,06-Nov-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,755.66,129823
MODGPC129824,06-Nov-15,Building Services                  , SPEC CONTRACTORS - DEFAULT,5510.73,129824
MODGPC129825,09-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,14810.4,129825
MODGPC129826,10-Nov-15,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,584.07,129826
MODGPC129827,10-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,754.2,129827
MODGPC129828,12-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,1695.04,129828
MODGPC129829,12-Nov-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,2512.05,129829
MODGPC129830,05-Nov-15,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",1024,129830
MODGPC129831,10-Nov-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,714.58,129831
MODGPC129832,10-Nov-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,2206.38,129832
MODGPC129833,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,4595.88,129833
MODGPC129834,06-Nov-15,Estate and Garden Services         , FLORISTS,931.8,129834
MODGPC129835,06-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1414.88,129835
MODGPC129836,10-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,6149.89,129836
MODGPC129837,05-Nov-15,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,938.49,129837
MODGPC129838,03-Nov-15,Catering and Catering Supplies     , CATERERS,2970,129838
MODGPC129839,10-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,4947.81,129839
MODGPC129840,09-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1982.99,129840
MODGPC129841,09-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,2412.05,129841
MODGPC129842,09-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1403.81,129842
MODGPC129843,09-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,3035.76,129843
MODGPC129844,02-Nov-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,614.21,129844
MODGPC129845,04-Nov-15,General Retail and Wholesale       , HARDWARE STORES,702,129845
MODGPC129846,12-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,507.36,129846
MODGPC129847,12-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1694.04,129847
MODGPC129848,12-Nov-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,767.76,129848
MODGPC129849,02-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,602.4,129849
MODGPC129850,10-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1420.8,129850
MODGPC129851,12-Nov-15,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,7455.6,129851
MODGPC129852,06-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,510,129852
MODGPC129853,02-Nov-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,1645.44,129853
MODGPC129854,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,949,129854
MODGPC129855,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,4845,129855
MODGPC129856,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,2246.68,129856
MODGPC129857,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,684,129857
MODGPC129858,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1305.76,129858
MODGPC129859,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,2478,129859
MODGPC129860,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,3290.81,129860
MODGPC129861,09-Nov-15,General Retail and Wholesale       , HARDWARE STORES,1653.37,129861
MODGPC129862,09-Nov-15,General Retail and Wholesale       , HARDWARE STORES,1769.4,129862
MODGPC129863,09-Nov-15,General Retail and Wholesale       , HARDWARE STORES,683.76,129863
MODGPC129864,03-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1997.72,129864
MODGPC129865,12-Nov-15,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,999.36,129865
MODGPC129866,03-Nov-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,2154,129866
MODGPC129867,12-Nov-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,2160,129867
MODGPC129868,02-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,3585.46,129868
MODGPC129869,09-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,966.43,129869
MODGPC129870,03-Nov-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",506.4,129870
MODGPC129871,04-Nov-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,943.64,129871
MODGPC129872,09-Nov-15,Catering and Catering Supplies     , CATERERS,2867.83,129872
MODGPC129873,11-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1005.6,129873
MODGPC129874,04-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,2850,129874
MODGPC129875,12-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,618.77,129875
MODGPC129876,12-Nov-15,General Retail and Wholesale       , FLOOR COVERING STORES,980.84,129876
MODGPC129877,12-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,534.29,129877
MODGPC129878,02-Nov-15,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,985.66,129878
MODGPC129879,09-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,4824,129879
MODGPC129880,09-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,753.22,129880
MODGPC129881,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1485.54,129881
MODGPC129882,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,3776.64,129882
MODGPC129883,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,2696.6,129883
MODGPC129884,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,650.98,129884
MODGPC129885,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,863.52,129885
MODGPC129886,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,8025.36,129886
MODGPC129887,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,563.5,129887
MODGPC129888,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,2748.3,129888
MODGPC129889,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,761.04,129889
MODGPC129890,11-Nov-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,1158.12,129890
MODGPC129891,12-Nov-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",709.2,129891
MODGPC129892,12-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,558.6,129892
MODGPC129893,09-Nov-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",642,129893
MODGPC129894,04-Nov-15,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,789.6,129894
MODGPC129895,09-Nov-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",662.4,129895
MODGPC129896,11-Nov-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,828,129896
MODGPC129897,11-Nov-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,828,129897
MODGPC129898,06-Nov-15,Professional Services              , PROFESSIONAL SERVICES - DEF,764.4,129898
MODGPC129899,04-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,4141.56,129899
MODGPC129900,06-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,4940.62,129900
MODGPC129901,03-Nov-15,Books and Periodicals              , BOOK STORES,807.98,129901
MODGPC129902,03-Nov-15,General Retail and Wholesale       , FURRIERS AND FUR SHOPS,1489.55,129902
MODGPC129903,06-Nov-15,General Retail and Wholesale       , SPORTING GOODS STORES,1626.6,129903
MODGPC129904,06-Nov-15,General Retail and Wholesale       , SPORTING GOODS STORES,1656.58,129904
MODGPC129905,02-Nov-15,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,1159.2,129905
MODGPC129906,04-Nov-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",816,129906
MODGPC129907,04-Nov-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,772.5,129907
MODGPC129908,09-Nov-15,Professional Services              , PROFESSIONAL SERVICES - DEF,506.5,129908
MODGPC129909,06-Nov-15,Professional Services              , VETERINARY SERVICES,2585.35,129909
MODGPC129910,06-Nov-15,Professional Services              , VETERINARY SERVICES,881.62,129910
MODGPC129911,06-Nov-15,Professional Services              , VETERINARY SERVICES,2432.49,129911
MODGPC129912,06-Nov-15,Professional Services              , VETERINARY SERVICES,973.39,129912
MODGPC129913,06-Nov-15,Professional Services              , VETERINARY SERVICES,769.78,129913
MODGPC129914,04-Nov-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1764,129914
MODGPC129915,05-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,648.19,129915
MODGPC129916,10-Nov-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,676.98,129916
MODGPC129917,11-Nov-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,684.58,129917
MODGPC129918,03-Nov-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,776.26,129918
MODGPC129919,03-Nov-15,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,2184.86,129919
MODGPC129920,03-Nov-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,560,129920
MODGPC129921,03-Nov-15,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,1615.84,129921
MODGPC129922,03-Nov-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1522,129922
MODGPC129923,04-Nov-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,591,129923
MODGPC129924,10-Nov-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,686.59,129924
MODGPC129925,11-Nov-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,796,129925
MODGPC129926,06-Nov-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,1749.6,129926
MODGPC129927,04-Nov-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,541.01,129927
MODGPC129928,04-Nov-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,3885,129928
MODGPC129929,04-Nov-15,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,579.31,129929
MODGPC129930,05-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,673.34,129930
MODGPC129931,05-Nov-15,Professional Services              , MISC PERSONAL SERV - DEF,1482,129931
MODGPC129932,09-Nov-15,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,527.33,129932
MODGPC129933,11-Nov-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,2451.42,129933
MODGPC129934,09-Nov-15,Miscellaneous Industrial/Commercial," PAINT, VARNISHES & SUPPLIES",956.66,129934
MODGPC129935,02-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,760.92,129935
MODGPC129936,03-Nov-15,Automotive Fuel                    , SERVICE STATIONS,2496.71,129936
MODGPC129937,05-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1668,129937
MODGPC129938,05-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1552.8,129938
MODGPC129939,03-Nov-15,General Retail and Wholesale       , SPORTING GOODS STORES,861.54,129939
MODGPC129940,05-Nov-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,615,129940
MODGPC129941,04-Nov-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,5000,129941
MODGPC129942,02-Nov-15,General Retail and Wholesale       , FAMILY CLOTHING STORES,4688.68,129942
MODGPC129943,02-Nov-15,Auto Rental                        ,Auto Rental                        ,3164.94,129943
MODGPC129944,02-Nov-15,Mail Order / Direct Selling        , CATALOG MERCHANT,911.94,129944
MODGPC129945,03-Nov-15,Leisure Activities                 , RECREATION SERVICES,629.79,129945
MODGPC129946,05-Nov-15,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,1945.2,129946
MODGPC129947,11-Nov-15,Professional Services              , PROFESSIONAL SERVICES - DEF,559.06,129947
MODGPC129948,10-Nov-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,577.33,129948
MODGPC129949,10-Nov-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,778.18,129949
MODGPC129950,04-Nov-15,Mail and Courier Services          , POSTAGE STAMPS,849.07,129950
MODGPC129951,04-Nov-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,581.4,129951
MODGPC129952,09-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,679.63,129952
MODGPC129953,10-Nov-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,637.44,129953
MODGPC129954,03-Nov-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1092,129954
MODGPC129955,06-Nov-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,510,129955
MODGPC129956,03-Nov-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,1979.47,129956
MODGPC129957,04-Nov-15,General Retail and Wholesale       , ELECTRONICS STORES,779.92,129957
MODGPC129958,06-Nov-15,Leisure Activities                 , BOAT DEALERS,559.91,129958
MODGPC129959,06-Nov-15,Leisure Activities                 , BOAT DEALERS,2370.37,129959
MODGPC129960,11-Nov-15,General Retail and Wholesale       , ELECTRONICS STORES,2665.94,129960
MODGPC129961,11-Nov-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,13021.2,129961
MODGPC129962,12-Nov-15,Leisure Activities                 , BOAT DEALERS,570.38,129962
MODGPC129963,12-Nov-15,Leisure Activities                 , BOAT DEALERS,6672,129963
MODGPC129964,05-Nov-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,2772,129964
MODGPC129965,05-Nov-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,45098.14,129965
MODGPC129966,05-Nov-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,24238.82,129966
MODGPC129967,05-Nov-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,46920.2,129967
MODGPC129968,10-Nov-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,514.8,129968
MODGPC129969,03-Nov-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,846,129969
MODGPC129970,02-Nov-15,Building Services                  , ELECTRICAL CONTRACTORS,2021.22,129970
MODGPC129971,03-Nov-15,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,576,129971
MODGPC129972,03-Nov-15,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,1370.68,129972
MODGPC129973,03-Nov-15,Professional Services              , MISC PERSONAL SERV - DEF,1288.6,129973
MODGPC129974,06-Nov-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,660,129974
MODGPC129975,09-Nov-15,General Retail and Wholesale       , ELECTRONICS STORES,840,129975
MODGPC129976,05-Nov-15,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",524.5,129976
MODGPC129977,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,3249.13,129977
MODGPC129978,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1441.54,129978
MODGPC129979,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1586.94,129979
MODGPC129980,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,2071.97,129980
MODGPC129981,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,9913.3,129981
MODGPC129982,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,9913.3,129982
MODGPC129983,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,3112.49,129983
MODGPC129984,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1813.57,129984
MODGPC129985,02-Nov-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,6525.97,129985
