Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number
DEFRA,EA,04/09/2012,Construction,WA Capital WiP,Dyer & Butler Ltd,1111603,"£37,095.69",Minor Works Brofiscin remedial works Valuation,SA1 2NX,,40018495,IMWA001145,Project,
DEFRA,EA,06/09/2012,Construction,SW Capital WiP,Kingcombe Aquacare Ltd,1111932,"£31,477.94",River Frome Rehabilitation Plan - Martins River Island Enhancement,TA18 7HQ,,,IMSW001858,Project,
DEFRA,EA,11/09/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1097026,"£148,244.59",Cockermouth flood alleviation Scheme - construction of new flood defences and raising of existing structures to protect land and property,EN11 9BX,,30142737,IMNW000190,Project,
DEFRA,EA,04/09/2012,Construction,NE Capital WiP,Volkerstevin Ltd,1102030,"£56,212.85",Barnard Castle Weir Works,EN11 9BX,,30142737,IMNE000197,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Volkerstevin Ltd,1104579,"£44,418.56",Barnard Castle Weir Works,EN11 9BX,,30142737,IMNE000197,Project,
DEFRA,EA,25/09/2012,Construction,AN Capital WiP,Birse Civils Ltd,1105243,"£1,094,210.45",Programme of repairs and maintenance works to various fish passes and flood defence assets across the Region,DN18 5BW,,30142670,IMAN002370,Project,
DEFRA,EA,04/09/2012,Construction,AN Capital WiP,Team Van Oord,1107494,"£373,422.77",Great Yarmouth Wall 54 Emergency Works ,RG14 5QS,,30142735,IMAN002418,Project,
DEFRA,EA,04/09/2012,Construction,AN Capital WiP,Birse Civils Ltd,1109101,"£295,411.15",Tetney to Saltfleet Haven Tidal Defences,DN18 5BW,,30142670,IMAN002115,Project,
DEFRA,EA,04/09/2012,Construction,NE Capital WiP,Birse Civils Ltd,1109103,"£733,318.02",Donna Nook Managed Re-Alignment ,DN18 5BW,,30142670,IMNE000738,Project,
DEFRA,EA,04/09/2012,Construction,AN Capital WiP,Birse Civils Ltd,1109416,"£140,439.88",Construction works at Stallingborough phase 2,DN18 5BW,,30142670,IMAN002399,Project,
DEFRA,EA,04/09/2012,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1109832,"£53,336.41","Screen cleaner project at East Hull, Waterside and Great Culvert pumping stations ",IP1 5LT,,30142731,IMNE000196,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Birse Civils Ltd,1111134,"£63,740.20",Battlebourne Embankment Engineering Construction Works,DN18 5BW,,30142670,IMSE500056,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1078615,"£126,943.74",Southern Reconditioning Programme - Culvert works ,TQ14 0HP,,30142730,IMSO001184,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Team Van Oord,1083375,"£131,995.68",West Wittering flood banks works,RG14 5QS,,30142735,IMSO001076,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Team Van Oord,1084726,"£71,296.75",West Wittering flood banks works,RG14 5QS,,30142735,IMSO001076,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1086066,"£68,271.28",Southern Reconditioning Programme Delivery Project ,TQ14 0HP,,30142730,IMSO001184,Project,
DEFRA,EA,06/09/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1095835,"£54,476.00",Leigh East Atherton Spillway Remedial Works  ,LE10 3JF,,30142734,IMNW000330,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Team Van Oord,1101814,"£82,907.64",West Wittering flood banks works,RG14 5QS,,30142735,IMSO001076,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Team Van Oord,1102667,"£552,742.45",Medmerry Managed Realignment ,RG14 5QS,,30142735,IMSO001023,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Volkerstevin Ltd,1102747,"£94,566.65",Salmons Brook Flood Alleviation Scheme,EN11 9BX,,30142737,IMTH000620,Project,
DEFRA,EA,04/09/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1102773,"£149,329.24",Nottingham Leftbank Flood Alleviation Scheme Rylands ,IP1 5LT,,30142731,IMMI000642,Project,
DEFRA,EA,04/09/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1102774,"£459,145.60",Nottingham Leftbank Flood Alleviation Scheme Attenborough Works,IP1 5LT,,30142731,IMMI000642,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Birse Civils Ltd,1102859,"£187,365.95",Battle Bourne Embankment Flood Alleviation Scheme. ,DN18 5BW,,30142670,IMSE500056,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Team Van Oord,1102987,"£180,000.00",West Wittering Flood Banks Assessment,RG14 5QS,,30142735,IMSO001076,Project,
DEFRA,EA,06/09/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1103235,"£168,353.90",Balladen Brook Culvert  Works,LE10 3JF,,30142734,IMNW000375,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1104005,"£259,284.86",Paddle and Rymers weirs Goring Rushey and Streatley weir  works,IP1 5LT,,30142731,IMSE100073,Project,
DEFRA,EA,04/09/2012,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1104449,"£32,574.34",Northallerton Culvert works,IP1 5LT,,30142731,IMNE000844,Project,
DEFRA,EA,11/09/2012,Construction,NE Capital WiP,Birse Civils Ltd,1104619,"£136,604.50",Greatham Managed Realignment construction to comply with Habitat Regulations 2012,DN18 5BW,,30204735,IMNE000823,Project,
DEFRA,EA,04/09/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1105085,"£177,865.96",Godmanchester Flood Alleviation Scheme,IP1 5LT,,30142731,IMAN000624,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1105097,"£344,032.52",Gaunless Valley Flood Alleviation Scheme,TQ14 0HP,,30142730,IMNE000512,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Yorkshire Water Services Ltd,1105230,"£288,660.00",To carry out sewer protection works at Fenton Dam on the Ing Beck scheme,BD3 7YD,,,IMNE000646,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1105512,"£278,924.75",Works programme at Rye Harbour Western Training Wall,IP1 5LT,,30142731,IMSO001286,Project,
DEFRA,EA,06/09/2012,Construction,AN Capital WiP,Volkerstevin Ltd,1105939,"£204,623.53",Duddington Sluice refurbishment construction ,EN11 9BX,,30142737,IMAN001890,Project,
DEFRA,EA,04/09/2012,Construction,AN Capital WiP,Volkerstevin Ltd,1105940,"£95,879.45",Duddington Sluice refurbishment construction ,EN11 9BX,,30142737,IMAN001890,Project,
DEFRA,EA,25/09/2012,Construction,SW Capital WiP,Birse Civils Ltd,1107273,"£58,206.43",Stoke Cannon Flood Alleviation Scheme,DN18 5BW,,30142670,IMSW001685,Project,
DEFRA,EA,04/09/2012,Construction,AN Capital WiP,Volkerstevin Ltd,1107742,"£95,879.45",Duddington sluice refurbishment,EN11 9BX,,30142737,IMAN001890,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Volkerstevin Ltd,1107922,"£27,398.04",Salmons Brook Flood Alleviation Scheme ,EN11 9BX,,30142737,IMTH000620,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1108840,"£213,830.17",Banbury flood scheme,LE10 3JF,,30142734,IMTH000615,Project,
DEFRA,EA,06/09/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1109837,"£223,997.52",Nottingham Left bank Flood Alleviation Scheme ,IP1 5LT,,30142731,IMMI000642,Project,
DEFRA,EA,06/09/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1109841,"£222,328.96",Nottingham Left bank Flood Alleviation Scheme Attenborough works,IP1 5LT,,30142731,IMMI000642,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1109871,"£179,535.86",Haydon Wick Brook Flood Alleviation Scheme,LE10 3JF,,30142734,IMTH001574,Project,
DEFRA,EA,06/09/2012,Construction,WA Capital WiP,Galliford Try Infrastructure Ltd,1110110,"£65,300.17",Fairbourne flood risk management work measured to 31st August 2012.,LE10 3JF,,40015270,IMWA000671,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Volkerstevin Ltd,1110426,"£634,045.70",Todmorden Flood Alleviation Scheme,EN11 9BX,,30142737,IMNE000616,Project,
DEFRA,EA,13/09/2012,Construction,SE Capital WiP,Birse Civils Ltd,1110431,"£107,654.96",Dartford Creek Barrier 2030 Phase 2,DN18 5BW,,30142670,IMSO000727,Project,
DEFRA,EA,04/09/2012,Construction,NW Capital WiP,Volkerstevin Ltd,1110551,"£90,542.06",Pendlebury Pumping Station refurbishment works,EN11 9BX,,30142737,IMNW000184,Project,
DEFRA,EA,06/09/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1110583,"£28,452.44",Borrowash Fish Pass Enabling Works.,IP1 5LT,,30142731,IMMI001282,Project,
DEFRA,EA,06/09/2012,Construction,TH Capital WiP,Volkerstevin Ltd,1110908,"£184,267.60",Thames Barrier Pier Cranes replacement,EN11 9BX,,30142737,IMTH000925,Project,
DEFRA,EA,06/09/2012,Construction,WA Capital WiP,Galliford Try Infrastructure Ltd,1110929,"£167,309.83",Pwll Flood Alleviation Scheme  work measured to 31st August 2012,LE10 3JF,,40015270,IMWA000941,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Birse Civils Ltd,1110960,"£97,809.62",Engineering Construction Works Culvert Works which include Phase 6 of the overall survey programme.,DN18 5BW,,30142670,IMNE000197,Project,
DEFRA,EA,06/09/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1110981,"£126,471.66",Chelmer Village Flood Alleviation Scheme,IP1 5LT,,30142731,IMAN001326,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1110985,"£107,941.22",Brede Sluice Gate Replacement,IP1 5LT,,30142731,IMSO000560,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1110989,"£342,514.72",Rye Harbour Westerm Training Walls,IP1 5LT,,30142731,IMSO001286,Project,
DEFRA,EA,04/09/2012,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1111029,"£27,600.00",North East Culverts No 4 Refurbishment,IP1 5LT,,30142731,IMNE000197,Project,
DEFRA,EA,06/09/2012,Construction,WA Capital WiP,Galliford Try Infrastructure Ltd,1111071,"£135,307.64",Lower Swansea Valley flood risk management Valuation 2,LE10 3JF,,40015270,IMWA000970,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1111242,"£509,521.73",Upper mole worth farm flood detention,LE10 3JF,,30142734,IMTH000956,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Birse Civils Ltd,1111310,"£168,899.95",Greatham Managed Realignment construction to comply with Habitat Regulations 2012,DN18 5BW,,30204735,IMNE000823,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Birse Civils Ltd,1111366,"£136,604.50",Greatham Managed Realignment construction to comply with Habitat Regulations 2012,DN18 5BW,,30204735,IMNE000823,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Birse Civils Ltd,1111399,"£1,297,679.77",Redcar Flood Alleviation Scheme,DN18 5BW,,30142670,IMNE000524,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1111622,"£302,048.62",Beverley Brook Flood Alleviation Scheme,LE10 3JF,,30142734,IMTH001445,Project,
DEFRA,EA,06/09/2012,Construction,AN Capital WiP,Volkerstevin Ltd,1111891,"£234,344.92",Duddington sluice refurbishment,EN11 9BX,,30142737,IMAN001890,Project,
DEFRA,EA,11/09/2012,Construction,NE Capital WiP,Birse Civils Ltd,1112209,"£44,861.09",Decommissioning of 5 wells in order to progress embankment construction as part of the Greatham North scheme,DN18 5BW,,30142670 | 30204735,IMNE000823,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Team Van Oord,1112354,"£241,226.66",West Wittering flood banks works,RG14 5QS,,30142735,IMSO001076,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Team Van Oord,1112356,"£947,854.83",Medmerry Managed Realignment works,RG14 5QS,,30142735,IMSO001023,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Volkerstevin Ltd,1112405,"£157,429.21",North East Reconditioning Culvert Works,EN11 9BX,,30142737,IMNE000197,Project,
DEFRA,EA,11/09/2012,Construction,WA Capital WiP,Birse Civils Ltd,1112711,"£69,086.22",Abergele flood risk management Phase 2,LS24 9BX,,40015267,IMWA000537,Project,
DEFRA,EA,06/09/2012,Construction,NE Capital WiP,Halcrow Group Ltd,1106695,"£80,202.92",Morpeth flood alleviation scheme detailed design phase,SN4 0QD,,30071913,IMNE000794,Project,
DEFRA,EA,04/09/2012,Construction,SE Capital WiP,Jacobs UK Ltd,1098892,"£26,920.68",East Worthing Flood Alleviation Scheme,G2 7HX,,30072261,IMSO001181,Project,
DEFRA,EA,13/09/2012,Construction,MI Capital WiP,Black & Veatch Ltd,1105421,"£55,293.71",Nottingham Trent Site Supervision,RH1 1LQ,,30072271,IMMI000642,Project,
DEFRA,EA,11/09/2012,Construction,NE Capital WiP,Black & Veatch Ltd,1105431,"£43,114.42",Donna Nook and Tetney works,RH1 1LQ,,30072271,IMNE000738,Project,
DEFRA,EA,13/09/2012,Construction,SE Capital WiP,Black & Veatch Ltd,1105514,"£30,853.91",Fairford Flood Alleviation Scheme 2,RH1 1LQ,,30072271,IMTH001752,Project,
DEFRA,EA,11/09/2012,Construction,NW Capital WiP,Jacobs UK Ltd,1105959,"£50,913.47","River Mersey Warrington flood risk management scheme - Delivery Stage. Undertake detailed design, tender document preparation, contract management, site supervision, environmental and planning services ",G2 7HX,,30072261,IMNW000699,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Jacobs UK Ltd,1106383,"£146,961.73",Medmerry Managed Realignment works,G2 7HX,,30072261,IMSO001023,Project,
DEFRA,EA,11/09/2012,Construction,SW Capital WiP,Halcrow Group Ltd,1106576,"£38,342.32","Steart Coastal Management Project hydrometric monitoring, local labour agreement, Newt licence, main works site interpretation. ",SN4 0QD,,30071913,IMSW001389,Project,
DEFRA,EA,11/09/2012,Construction,NE Capital WiP,Halcrow Group Ltd,1106694,"£40,773.92",Lower Todmorden and Walsden Water Flood Alleviation Scheme,SN4 0QD,,30071913,IMNE000616,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Halcrow Group Ltd,1106717,"£64,001.98",Investigations to support planning and design processes for Sandwich Town Tidal Defences.,SN4 0QD,,30071913,IMSO001057,Project,
DEFRA,EA,11/09/2012,Construction,AN Capital WiP,Haskoning UK Ltd,1107609,"£62,979.66",Chelmsford Flood Alleviation Scheme Planning and detailed design,PE3 8DW,,30071934,IMAN001326,Project,
DEFRA,EA,06/09/2012,Construction,SE Capital WiP,Atkins Ltd,1109036,"£36,426.70",Thames weir high priority programme,KT18 5BW,,30072266,IMTH001685,Project,
DEFRA,EA,13/09/2012,Construction,MI Capital WiP,Jacobs UK Ltd,1109155,"£26,546.28",Tame Major Works project ,G2 7HX,,30072261,IMMI000978,Project,
DEFRA,EA,13/09/2012,Construction,NE Capital WiP,Ove Arup & Partners Ltd,1111860,"£44,993.89",Works at Mill Beck Reservoir,NE1 3PL,,30072279,IMNE000141,Project,
DEFRA,EA,11/09/2012,Construction,SE Capital WiP,Atkins Ltd,1109034,"£32,758.52",Thames Barrier drive equipment,KT18 5BW,,30072266,IMTH001493,Project,
DEFRA,EA,11/09/2012,Construction,AN Capital WiP,Atkins Ltd,1108159,"£27,106.01",Ouse washes habitat creation,KT18 5BW,,30072266,IMAN001070,Project,
DEFRA,EA,11/09/2012,Construction,NW Ambition Project Manager,Jacobs UK Ltd,1105955,"£29,879.52",Northwest Bathing Waters project,G2 7HX,,30072261,RENW001931,Project,
DEFRA,EA,13/09/2012,Construction,AN Northern - Flood Risk,Halcrow Group Ltd,1106602,"£60,516.16",18 Bridge Inspections Northern Region ,SN4 0QD,,30071913,REAN001207,Project,
DEFRA,EA,18/09/2012,Construction,SE Capital WiP,Halcrow Group Ltd,1106709,"£26,150.92","To develop public facing website, framework and tools for applications",SN4 0QD,,30071913,IMSE900002,Project,
DEFRA,EA,13/09/2012,Construction,HO NCPMS Manager,Atkins Ltd,1109016,"£30,133.82","Construction, Design, management consultancy South East region National Capital Programme Management Service",KT18 5BW,,30072266,NCPMSCDM,Project,
DEFRA,EA,11/09/2012,Construction,National Accomodation Change Fund,RF Gardiner,1107323,"£106,387.73",General Building Maintenance Services - Regionwide; Manley House Accomodation Works,GL6 8PE,,30289008,HORES00027,Project,
DEFRA,EA,11/09/2012,Energy and Fuels,HO Business Finance,British Gas Business,1104136,"£36,136.50",Anglian region electricity Bill for August,OX4 2JY,,30286703 | 30331275, | EBILLP2P |  |  |  |  | ,Administration,
DEFRA,EA,13/09/2012,Energy and Fuels,HO Financial Management Adjustment,British Gas Business,1104148,"£57,249.91",South West electricity bill for August,OX4 2JY,,30331288,,Administration,
DEFRA,EA,13/09/2012,Energy and Fuels,HO Business Finance,British Gas Business,1104233,"£26,021.34",South East region electricity bill l for August,OX4 2JY,,30331286,,Administration,
DEFRA,EA,13/09/2012,Energy and Fuels,FM Operating Unit - Central and South East,Howard Grove Ltd,1107347,"£27,900.00","Howard House - Service charges, rent, insurance 2012/13 ",CB2 1AW,,,,Administration,
DEFRA,EA,13/09/2012,Engineering Goods,HO Fleet Operations,Allstar Business Solutions Ltd,1105349,"£273,656.90",Fuel for commercial fleet ,SN5 6PQ,,30341204,,Administration,
DEFRA,EA,13/09/2012,Engineering Goods,HO Fleet - EA Wales,Allstar Business Solutions Ltd,1106502,"£39,736.22",Monthly fuel bill for Wales July 2012.,SN5 6PS,,40034238,,Administration,
DEFRA,EA,13/09/2012,Engineering Goods,AN Northern-Ops Delivery,ArcelorMittal Commercial RPS UK Ltd,1107844,"£36,203.08",Sheet piles for Sea Banks South East Lincolnshire,B91 3AL,,30331415,FRA01S089,Administration,
DEFRA,EA,20/09/2012,Engineering Goods,NLS Instrumentation,Xylem Analytics UK Ltd,1104622,"£28,818.00",Supply of Multiparameter Water Quality Meters,SG6 1FJ,,30240451,,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Northern,Berkley Estates London Ltd,1107941,"£25,725.00",1st Floor Stockdale House Headingley Leeds annual rent ,W1U 1QS,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,SE Capital WiP,Chubb Ltd,1103363,"£26,028.64","Building and Security Surveillance Equipment Maintenance, additional CCTV equipment and the associated ground works on Lock Sites CCTV Installation",BB1 2PR,,30186122,IMSE100111,Administration,
DEFRA,EA,18/09/2012,Facilities,SE Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,1110137,"£76,181.86",Security Guard Services at Thames Barrier and Associated Sites - Weekly Standard Charge including Bank Holidays,E1W 1XY,,30239724,,Administration,
DEFRA,EA,20/09/2012,Facilities,National Enforcement Service,Pentalver Transport Ltd,1100160,"£67,629.00",Container Storage and Examination faciliites,SO15 0GN,,30323527,HOOP000051,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Northern,DTZ Debenham Tie Leung,1104373,"£178,500.00",Phoenix House Leeds insurance charges,B3 2ED,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,NLS Support Leeds,Colliers International BelFlood Alleviation Schemet Ltd,1105817,"£76,500.00","Rent for Olympia House, Leeds",BT2 8BG,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,National Estates Manager,Arlington Business Parks Partnerships,1106295,"£105,021.00",Service charge for 01.10.12 - 31.12.12 for Bishop Square,RG7 4SA,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Central and South East,Arlington Business Parks Partnerships,1106297,"£175,200.00",Rent for Bishop Square 29.09.12 - 24.12.12,RG7 4SA,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Central and South East,Robson Associates,1106767,"£82,350.60","Quarterly Rent 40 Business Park, Penrith 01/10/12 to 31/12/12.",,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Northern,Northumberland Estates Ltd,1106818,"£93,193.80",Tyneside House Skinnerburn Road Newcastle annual rent paid quarterly,NE66 1NQ,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Northern | AN Regional Facilities,Sir Robert McAlpine Ltd,1106900,"£31,500.00","Nene house, Kettering quarterly rent",HP2 7TR,,,,Administration,
DEFRA,EA,18/09/2012,Facilities,FM Operating Unit - Northern,Colenso Property Services,1106972,"£61,050.00","Quarterly rent in advance for Coverdale House, York 29.09.12 to 24.12.12",YO30 4GZ,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Central and South West,Bishops Securities Ltd,1107550,"£28,476.00",Rents for 2012/13 - Mance House.,NG1 1HN,,,,Administration,
DEFRA,EA,18/09/2012,Facilities,FM Operating Unit - Central and South West,OF Ryan,1108010,"£93,867.30","Rent for period 29.09.12 to 25.12.12 for Olton Court, Birmingham",B26 3LS,,,,Administration,
DEFRA,EA,13/09/2012,Facilities,FM Operating Unit - Central and South East,Jones Lang LaSalle,1108648,"£59,400.00","Rent in advance Culverdene court, winchester",BS8 1HU,,,,Administration,
