Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Supplier Type,Contract Number,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,12-Jul-12,246000-Current Grants,RB999-JPG - CJRD,DORSET RAPE CRISIS SUPPORT CENTRE#RB31110217,1079081,,Payment of grant to voluntary sector organisations to provide specialist support from Victim & Witness Rape Support Fund,BH15 9GH,,,0,Grant
Ministry of Justice,MoJ HQ,06-Jul-12,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6549,"£5,000,000.00",Grant-in-aid requirement for Arm's Length Body,SW1V 2QZ,,,0,Grant
Ministry of Justice,MoJ HQ,05-Jul-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,1078519,"£640,029.60","Operation Delivery services in respect of Prisons, YOIs or STCs",RG29 9XB,,,0,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (ONLEY) LTD,1078699,"£1,193,578.20","Operation Delivery services in respect of Prisons, YOIs or STCs",WR12 7LJ,,,0,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NOMS,1700,"£1,291,666.66",Escorting contract for YOIs - FY 12-13,NP20 9BB,,,0,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1078698,"£1,321,221.44","Operation Delivery services in respect of Prisons, YOIs or STCs",WR12 7LJ,,,0,Programme
Ministry of Justice,MoJ HQ,17-Jul-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NOMS,1732,"£2,248,012.04",Ashfield YOI Contract - FY 12-13,NP20 9BB,,,0,Programme
Ministry of Justice,MoJ HQ,31-Jul-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NOMS,1080450,"£2,248,012.04",Ashfield YOI Contract - FY 12-13,NP20 9BB,,,0,Programme
Ministry of Justice,MoJ HQ,17-Jul-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NOMS,1733,"£2,322,388.04",Ashfield YOI Contract - FY 12-13,NP20 9BB,,,0,Programme
Ministry of Justice,MoJ HQ,30-Jul-12,265000-IT & Telecommunications,RG999-CFLAP Accumulator,LOGICA UK LTD,1080378,"£32,089.00","LR-3425-01 Changes to TTI Database						 							",CF31 9AP,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,246000-Current Grants,RG999-CFLAP Accumulator,REUNITE INTERNATIONAL,1078562,"£28,125.00","reunite International Child Abduction Centre. Quarterly funding for the 24/7 operation of its advice line which deals with queries on the prevention of international parental child abduction, contact and relocation",LE1 7XX,,,0,Grant
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£25,595.44",HP ICT Network Services (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,30-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1080378,"£25,804.41"," CCN3306-03  - Network Information Security Enhancements (NISE) Project T&M extension .	 	 	",CF31 9AP,,,E003,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1078962,"£26,386.29","LSC IDS CCNF439 Milestone 1 - Approval of IDD & agreement of CCN, LSC IDS CCNF439 Milestone 2 - Completion of LLD & Test Plans, LSC IDS CCNF439 Milestone 3 - Installation at BBP & LSC IDS CCNF439 Milestone 4 - Installation at ACP.						",WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£27,665.40",FJS Programme & Project Mgmt   Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,26-Jul-12,212001-Agency staff,PZ501-MoJ ICT Feeder,CAPITA RESOURCING LTD,1080026,"£27,686.40",Services of Transition- Director Service Operations,SL6 1DP,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£27,886.31",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£27,970.52",EIP3ExISS (E136) CCNF409 ExISS Stabilisation,WA3 9BD,,,E136,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£29,195.76","CCNF391-03 - EIP2NetSec (E134) CCNF391-03 AV Host - Mst 1 AV Host LLD, Mst 2 AV Host IT1 & 	 Mst 3 AV Host Solution delivery Completion -from 31/03/2012 to 29/05/2012	",WA3 9BD,,,E134,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£29,887.94",HP ICT Desktops (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£30,799.03",HP ICT Other (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,QINETIQ LTD,1079105,"£31,101.00",CJSM : Qinetiq IDS Support (Schedule),PO12 2AG,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE IT,1727,"£31,887.66",HOIT Testing Services to deliver the stipulated FITS Programme - FITS Level 2 Test Support activities.  This PO covers a continuation of work under the second MoU.,NP20 9BB,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,264000-Consultancy,PZ501-MoJ ICT Feeder,GARTNER UK LTD,1079304,"£32,029.80",Gartner to provide ICT benchmarking exercise and report for the FITS programme  02/06/12 - 07/09/12.,TW20 9AW,,,0,Programme
Ministry of Justice,MoJ HQ,30-Jul-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1080378,"£32,795.66",CCN L-R-3047-03 - Data Retention and Disposal,CF31 9AP,,,E144,Programme
Ministry of Justice,MoJ HQ,30-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1080300,"£33,369.00","CCN 3172-01-V 2 - To employ load balancers	 	 	 	",WV10 6UH,,,E022,Programme
Ministry of Justice,MoJ HQ,27-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1080286,"£33,769.45","HQ188 HP Offer for Parole Board Migration from POISE to Quantum						 							",RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£34,464.98",FJS Governance   Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1078962,"£37,875.73",EIP2NetSec (E134) Fujitsu CCNF391-02 AV Boundary - One off charge,WA3 9BD,,,E134,Programme
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1078422,"£38,202.00","Single Intranet -  Innovation & Initial Analysis work package, Digital CJS Implementation Analysis Support -  Detailed Analysis work package.",WA3 9BD,,,0,Admin
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1078737,"£38,324.96",ICT Printing - Liberata Print Charges,NP10 9XA,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£38,474.50",HP ICT Other (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1078364,"£40,022.00",SM-DISC Prison to Courts Video Links  and HMCS Court Connectivity (Schedule),MK3 5JP,,,0,Programme
Ministry of Justice,MoJ HQ,30-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1080318,"£40,022.00",SM-DISC Prison to Courts Video Links  and HMCS Court Connectivity (Schedule),MK3 5JP,,,0,Programme
Ministry of Justice,MoJ HQ,19-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA BUSINESS SERVICES LTD,1079470,"£42,375.00",Consultancy services provided by I2N during April 2012 - March 2013  IAPS Helpdesk & Maintenance (I2N Support & Maintenance),DL1 9HN,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£42,408.42",FJS Service Desk   Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,23-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1079723,"£44,000.00",CCN A-R-2943-06 - LSC Secure Enclave CCN2943-06 Migration,WV10 6UH,,,E145,Programme
Ministry of Justice,MoJ HQ,19-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1079445,"£44,245.00",CCN A-R-0313-01-C03 - EPE refresh,WV10 6UH,,,E159,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CACI LTD,1078878,"£46,305.00",CA 3205-01-v002 - eAsset Security Amendments from ITSHC,W14 8TS,,,0,Programme
Ministry of Justice,MoJ HQ,27-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1080286,"£46,412.11","HQ188 HP Offer for Parole Board Migration from POISE to Quantum						 							",RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1078285,"£46,453.00","CCNS194EIP2NetSec AV Host- Mst 3 SIT & NFR testing					 					 	",M14 0WN,,,E134,Programme
Ministry of Justice,MoJ HQ,19-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1079445,"£46,998.00",CCN A-R-3360-01 - Poise Migration to Dom1 (one off cost),WV10 6UH,,,0,Admin
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£48,094.17",HP ICT Other (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078455,"£48,098.54",HP ICT Printing (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DESIGN SYSTEMS,1078693,"£48,615.00",Annual Support Charge (Apr 2012-Mar 2013) for COINS database used by ACOCAO xGSI Network Users (non-DISC Contract). Budget Item: 'COINS annual maintenance',CM14 4HE,,,0,Programme
Ministry of Justice,MoJ HQ,05-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1078596,"£50,931.90","CCNS193 EIP2NetSec  AV Boundary Mst 3 SIT & NFR testing					 			",M14 0WN,,,E134,Programme
Ministry of Justice,MoJ HQ,23-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1079723,"£52,000.00",CCN A-R-2943-06 - LSC Secure Enclave CCN2943-06 Migration,WV10 6UH,,,E145,Programme
Ministry of Justice,MoJ HQ,30-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1080378,"£53,244.53"," CCN3306-03  - Network Information Security Enhancements (NISE) Project T&M extension .	 	 	",CF31 9AP,,,E003,Programme
Ministry of Justice,MoJ HQ,26-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1080248,"£54,055.71",NDC Filecluster (RFS 105447) (Schedule),M14 0WN,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CACI LTD,1078878,"£58,793.00",CCN CA  -2713-01 - Database Administration (Dba),W14 8TS,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£58,836.81",FJS Licensing  Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£60,023.56",EIP3Infra (E132) Fujitsu CCNF410-03 CSS Load Balancers One Off Charge,WA3 9BD,,,E132,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1078962,"£60,023.56",EIP3Infra (E132) Fujitsu CCNF410-03 CSS Load Balancers One Off Charge,WA3 9BD,,,E132,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1078962,"£60,023.56",EIP3Infra (E132) Fujitsu CCNF410-03 CSS Load Balancers One Off Charge,WA3 9BD,,,E132,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,VP TREEN & ASSOCIATES,1078798,"£61,250.00","""Contracted support cost for CACTUS database and ACOCAO xGSI Network (non-DSIC contract) - 1st Quarter (01/04/2012 to 30/06/2012), 2nd Qtr.  (01/07/2012 to 30/09/2012), 3rd Qtr (01/10/2012 to 31/12/2012)& 4th Qtr.01/01/2013 to 31/03/2013",TW2 7PJ,,,0,Programme
Ministry of Justice,MoJ HQ,23-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1079723,"£62,928.00",CCN A-R-2943-06 - LSC Secure Enclave CCN2943-06 Migration,WV10 6UH,,,E145,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1078737,"£64,338.73",ICT Printing - Liberata Print Charges,NP10 9XA,,,0,Programme
Ministry of Justice,MoJ HQ,19-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1079445,"£65,884.22",CCN A-R-01986-13.V01 - LSC IDP Resources (One Off Costs),WV10 6UH,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1079288,"£66,735.00",This PO is for the services of the IA Managed Service. For the period April-October 2012.   It relates to non-rechargeable costs (Schedule),GU2 7YP,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1078335,"£72,831.81","CCN 3197-08 - 5 year warranty for Polycom equipment						 							",WV10 6UH,,,E004,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CACI LTD,1078878,"£74,434.50","CCN CA2949-02-v11 - E-Asset Work package 4								",W14 8TS,,,0,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE IT,1699,"£75,142.08",HOIT - NOP Programme - Testing Services,NP20 9BB,,,E149,Programme
Ministry of Justice,MoJ HQ,23-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,BOTTOMLINE TECHNOLOGIES LTD,1079738,"£80,000.00",Termination of support and maintenance & One (1) year rental for formscape licences  250k,RG1 7JX,,,0,Programme
Ministry of Justice,MoJ HQ,19-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1079445,"£84,628.70",CCN 3197-04 - Replace Failed Obsolete AEL VIW equipment at 25 courts (one off cost),WV10 6UH,,,E004,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1078652,"£84,697.00",A-S-03473-01 (WR053)-NISE security improvement acitivities - further T&M commercial cover.,WV10 6UH,,,E003,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1078652,"£86,000.00",CCN A-R-0313-01-C03 - EPE refresh,WV10 6UH,,,E159,Programme
Ministry of Justice,MoJ HQ,26-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1080248,"£87,509.70",NIP (RFS 102627) (Schedule),M14 0WN,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1078285,"£92,906.00","CCNS194EIP2NetSec AV Host (ref Martyn Maltby) - Mst 4 Implementation 					 				 					 	",M14 0WN,,,E134,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£95,890.19",EIP3Xhibit (E137) Fujitsu CCNF408 .NET Portal Stabilisation One Off Charge,WA3 9BD,,,E137,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£101,827.94",FJS Security Management  Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1078962,"£109,092.25",EIP3Infra (E132) Fujitsu CCNF410-02 SAN Brocade Switch Upgrade,WA3 9BD,,,E132,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£115,033.33",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£142,453.15",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£146,534.86",FJS Service Management   Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£149,701.00",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,IBM (UNITED KINGDOM) LTD,1078996,"£151,321.92",Procurement of 4 x IBM XG45 Websphere Datapower devices,PO6 3AE,,,E132,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£179,298.73",FJS Operations - Production Environment   Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,27-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1080286,"£187,359.15",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SYSTEMS,1078884,"£190,788.00",Oasys Support 2012-2013,SW1P 1QT,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SYSTEMS,1078884,"£190,788.00",Oasys Support 2012-2013,SW1P 1QT,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SYSTEMS,1078884,"£190,788.00",Oasys Support 2012-2013,SW1P 1QT,,,0,Programme
Ministry of Justice,MoJ HQ,26-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1080248,"£197,134.86",PQ108 - OMNI-T Capital Expenditure FY1112,M14 0WN,,,E012,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1078171,"£199,135.77",SM-SMXi CJS Secure E-mail Managed Service (Schedule),MK3 5JP,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1078171,"£201,035.77",SM-SMXi CJS Secure E-mail Managed Service (Schedule),MK3 5JP,,,0,Programme
