Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/10/2014,Consultancy Expenditure,People & Strategy - Human Resources,BROOK STREET (UK) LTD,54231,323.40,P&S Devolved Admin-Consultancy Expenditure,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/10/2014,Consultancy Expenditure,People & Strategy - Human Resources,BROOK STREET (UK) LTD,54316,293.40,P&S Devolved Admin-Consultancy Expenditure,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),55672,-61.39,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),55672,90.52,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),55672,93.65,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/10/2014,Research and Development Expenditure,Enterprise & Skills Group - Vocational Education Directorate,TNS UK LTD,57150,33700.00,Socially Dis Learning QI-Research and Development Expenditure,W5 1UA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2014,Economic Consultancy & Research,Office of Manpower Economics - Office of Manpower Economics,TOWERS WATSON LTD,57295,1845.00,OME Devolved Admin-Economic Consultancy & Research,RH2 9PQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2014,Economic Consultancy & Research,Office of Manpower Economics - Office of Manpower Economics,TOWERS WATSON LTD,57295,8000.00,OME Devolved Admin-Economic Consultancy & Research,RH2 9PQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/10/2014,Refuse Disposals,Finance & Commercial Group - Estates,RESTORE SHRED LTD,57409,60.00,F&C Devolved Admin-Refuse Disposals,TS18 2LS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/10/2014,Economic Consultancy & Research,"Business & Local Growth - Energy, Materials and Agri-Tech",TRENDS BUSINESS RESEARCH LTD,57469,23199.00,AMS:Research-Economic Consultancy & Research,NE1 4BW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Hire of Interim Managers,Shareholder Executive - British Business Bank,IRG ADVISORS LLP T/A ODGERS BERNDTSON,57600,14700.00,Central Functions-Hire of Interim Managers,EC4M 6XD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/10/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,CAPITA BUSINESS SERVICES LTD,57710,2266.14,F&C Devolved Admin-Other IT Consultancy,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/10/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,57920,600.60,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Recruitment Advice and Services,Economics & Markets - International Trade & Export Control,ADECCO UK LTD,57935,353.84,BLG Devolved Admin-Recruitment Advice and Services,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2014,Training And Development Expenditure,Finance & Commercial Group - Information and Technology Directorate,CESG,58159,300.00,F&C Devolved Admin-Training And Development Expenditure,9LS2 5AJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Business & Local Growth - Advanced Manufacturing Services,NORTON ROSE FULBRIGHT LLP,58309,1772.68,ALI: Aerospace Market Analysis and Private Sector Advice-Counsels Legal Opinion & Parliamentary Counsel Service,SE1 2AQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),58336,-8993.35,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),58336,-7.19,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),58336,-1.80,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),58336,3.60,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),58336,14.38,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),58336,17986.70,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2014,Project Management Costs,Enterprise & Skills Group - Enterprise Directorate,WINNING PITCH TRADING LTD,58366,-28305.52,Growth Vouchers-Project Management Costs,M5 3EJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2014,Project Management Costs,Enterprise & Skills Group - Enterprise Directorate,WINNING PITCH TRADING LTD,58366,56611.04,Growth Vouchers-Project Management Costs,M5 3EJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/10/2014,Reprographic Services,Office of Manpower Economics - Office of Manpower Economics,BNP PARIBAS LEASE GROUP (RENTALS) LTD T/A DANWOOD CONTRACT RENTALS,58657,5576.12,OME Devolved Admin-Reprographic Services,RG21 4HL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,58699,-63978.64,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,58699,-1264.70,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,58699,66760.98,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,58705,-2023.52,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,58705,3237.63,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,58762,359.38,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,58763,600.43,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/10/2014,Advertising,Economics & Markets - Labour Market,CAPITA BUSINESS SERVICES LTD,58786,3624.67,Vulnerable Workers Awareness Raising Campaign-Advertising,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/10/2014,Advertising,People & Strategy - Communications Directorate,BROOK STREET (UK) LTD,58820,929.82,P&S Devolved Admin-Advertising,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2014,Recruitment Advice and Services,Enterprise & Skills Group - Enterprise Directorate,CAPITA BUSINESS SERVICES LTD,58829,1975.47,Business Support Integration-Recruitment Advice and Services,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2014,Recruitment Advice and Services,Enterprise & Skills Group - Enterprise Directorate,CAPITA BUSINESS SERVICES LTD,58832,2963.21,Business Support Integration-Recruitment Advice and Services,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Telecoms,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,58932,418.99,E&M Devolved Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,ADAM PHONES LTD,58934,252.00,F&C Devolved Admin-Central Telecommunications Services,W4 2ST,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Telecoms,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,58935,406.93,E&M Devolved Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/10/2014,Learning and Dev - CS Skills,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,59033,125.00,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),59079,29.13,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),59079,32.26,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2014,Learning and Dev - CS Skills,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,CAPITA BUSINESS SERVICES LTD,59103,250.00,MPST Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,CAPITA RESOURCING LTD,59156,3028.14,F&C Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2014,Training And Development Expenditure,Business & Local Growth - Regional Growth,TOTAL TRAINING SOLUTIONS SOUTH WEST LTD,59173,644.00,BLG Devolved Admin-Training And Development Expenditure,BS16 2DA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Refuse Disposals,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,59193,-47136.58,F&C Devolved Admin-Refuse Disposals,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Refuse Disposals,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,59193,0.01,F&C Devolved Admin-Refuse Disposals,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Refuse Disposals,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,59193,94273.15,F&C Devolved Admin-Refuse Disposals,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2014,Other IT Consultancy,Economics & Markets - Business Environment,COMPANIES HOUSE,59431,331.04,E&M Devolved Admin-Other IT Consultancy,CF14 3UZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2014,Telecoms Equipment,Economics & Markets - Business Environment,COMPANIES HOUSE,59532,-186.60,E&M Devolved Admin-Telecoms Equipment,CF14 3UZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/10/2014,Telecoms Equipment,Economics & Markets - Business Environment,COMPANIES HOUSE,59532,248.80,E&M Devolved Admin-Telecoms Equipment,CF14 3UZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,59641,-240765.00,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,59641,243654.18,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,CAPITA BUSINESS SERVICES LTD,59643,14792.58,Central Functions-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2014,Recruitment Advice and Services,Shareholder Executive - ED SME Finance Policy,CAPITA BUSINESS SERVICES LTD,59649,-1894.55,Central Functions-Recruitment Advice and Services,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2014,Recruitment Advice and Services,Shareholder Executive - ED SME Finance Policy,CAPITA BUSINESS SERVICES LTD,59649,4168.01,Central Functions-Recruitment Advice and Services,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,59650,-63978.64,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,59650,-1264.70,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/10/2014,Consultancy Expenditure,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,59650,66760.98,P&S Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,WILLIAMS LEA LTD,59817,-59280.02,F&C Devolved Admin-Printing,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,WILLIAMS LEA LTD,59817,5412.77,F&C Devolved Admin-Printing,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/10/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,WILLIAMS LEA LTD,59817,88920.03,F&C Devolved Admin-Printing,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,WILLIAMS LEA LTD,59818,359.99,F&C Devolved Admin-Printing,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),59850,17.09,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),59850,17104.55,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Enforcement,"Business & Local Growth - Energy, Materials and Agri-Tech",LGC LTD,59950,677.30,MC&PR: Product Regulations-Enforcement,TW11 0LY,GRANT,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/10/2014,Enforcement,"Business & Local Growth - Energy, Materials and Agri-Tech",LGC LTD,59950,15529.96,MC&PR: Product Regulations-Enforcement,TW11 0LY,GRANT,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2014,External Legal Advice and Service,Business & Local Growth - Regional Growth,MILLS & REEVE LLP,59951,-2956.10,BLG Devolved Admin-External Legal Advice and Service,CB2 1PH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2014,External Legal Advice and Service,Business & Local Growth - Regional Growth,MILLS & REEVE LLP,59951,-942.30,BLG Devolved Admin-External Legal Advice and Service,CB2 1PH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2014,External Legal Advice and Service,Business & Local Growth - Regional Growth,MILLS & REEVE LLP,59951,3.00,BLG Devolved Admin-External Legal Advice and Service,CB2 1PH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2014,External Legal Advice and Service,Business & Local Growth - Regional Growth,MILLS & REEVE LLP,59951,1413.95,BLG Devolved Admin-External Legal Advice and Service,CB2 1PH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2014,External Legal Advice and Service,Business & Local Growth - Regional Growth,MILLS & REEVE LLP,59951,4434.15,BLG Devolved Admin-External Legal Advice and Service,CB2 1PH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2014,Learning and Dev - CS Skills,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,60031,126.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Other Travel,Enterprise & Skills Group - Vocational Education Directorate,"Dunmore, Steven",60065,10.00,Quality Improvement Reform-Other Travel,BB7 9RA,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/10/2014,Rail Travel UK,Enterprise & Skills Group - Vocational Education Directorate,"Dunmore, Steven",60065,106.40,Quality Improvement Reform-Rail Travel UK,BB7 9RA,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Leadership & People Management,Economics & Markets - International Trade & Export Control,OPP LTD,60099,-580.00,E&M Devolved Admin-Leadership & People Management,OX2 8EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Leadership & People Management,Economics & Markets - International Trade & Export Control,OPP LTD,60099,904.00,E&M Devolved Admin-Leadership & People Management,OX2 8EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/10/2014,Training And Development Expenditure,Economics & Markets - International Trade & Export Control,OPP LTD,60099,20.00,E&M Devolved Admin-Training And Development Expenditure,OX2 8EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60304,2734.56,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60305,2328.63,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60306,7.77,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60307,7.77,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60308,84.20,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60309,560.42,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60310,47.29,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60311,196.48,U.S. - International Scholarships - Fulbright and Others-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60312,54.99,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60313,32.80,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2014,Other Travel,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),60314,-1513.38,Science and Innovation Network (GPF and Conference)-Other Travel,MK10 1PX,WGA ONLY,,,
