Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount ,VAT registration number
DEFRA,Environment Agency,04-May-10,Building Repair & Maintenance,SO Regional Facilities,WH Catchpole Ltd,847719,"66,904.50",315976532
DEFRA,Environment Agency,13-May-10,Building Repair & Maintenance,WA Regional Facilities,Integral UK Ltd,852471,"27,342.25",862309916
DEFRA,Environment Agency,25-May-10,Business Process Outsourcing Services,National Enforcement Service,Post Office Ltd,855395,"347,974.72",
DEFRA,Environment Agency,04-May-10,Cleaning,National Facilities Manager,Superclean Services Wothorpe Ltd,847588,"30,739.72",218492943
DEFRA,Environment Agency,25-May-10,Construction Service Providers,AN Capital WiP,Halcrow Group Ltd,854327,"91,807.03",446106859
DEFRA,Environment Agency,25-May-10,Construction Service Providers,AN Capital WiP,Halcrow Group Ltd,854339,"77,714.46",446106859
DEFRA,Environment Agency,20-May-10,Construction Service Providers,AN Capital WiP,Atkins Ltd,853397,"63,962.01",209861253
DEFRA,Environment Agency,20-May-10,Construction Service Providers,AN Capital WiP,Atkins Ltd,853423,"50,876.58",209861253
DEFRA,Environment Agency,25-May-10,Construction Service Providers,AN Capital WiP,Halcrow Group Ltd,854366,"32,536.23",446106859
DEFRA,Environment Agency,20-May-10,Construction Service Providers,AN Capital WiP,Jacobs Engineering UK Ltd,853609,"27,871.80",624298920
DEFRA,Environment Agency,25-May-10,Construction Service Providers,AN Capital WiP,Halcrow Group Ltd,854252,"27,826.02",446106859
DEFRA,Environment Agency,25-May-10,Construction Service Providers,AN Eastern-Ops Delivery (Essex),Halcrow Group Ltd,854320,"26,175.16",446106859
DEFRA,Environment Agency,18-May-10,Construction Service Providers,Compliance & Technical Services,Atkins Ltd,852999,"40,828.90",209861253
DEFRA,Environment Agency,04-May-10,Construction Service Providers,Flood Risk,Haskoning UK Ltd,849190,"31,372.50",792428892
DEFRA,Environment Agency,11-May-10,Construction Service Providers,HO Director of Operations,AECOM Ltd,849542,"63,014.87",611853162
DEFRA,Environment Agency,04-May-10,Construction Service Providers,MI Capital WiP,Black & Veatch Ltd,847222,"187,403.86",849751185
DEFRA,Environment Agency,04-May-10,Construction Service Providers,MI Capital WiP,Black & Veatch Ltd,847204,"59,700.14",849751185
DEFRA,Environment Agency,04-May-10,Construction Service Providers,MI Capital WiP,Black & Veatch Ltd,847216,"47,880.06",849751185
DEFRA,Environment Agency,04-May-10,Construction Service Providers,MI Capital WiP,Black & Veatch Ltd,847207,"45,737.64",849751185
DEFRA,Environment Agency,18-May-10,Construction Service Providers,MI Capital WiP,Jacobs Engineering UK Ltd,852209,"29,551.78",624298920
DEFRA,Environment Agency,25-May-10,Construction Service Providers,NE Capital WiP,Jacobs Engineering UK Ltd,854510,"113,047.03",624298920
DEFRA,Environment Agency,18-May-10,Construction Service Providers,NE Capital WiP,Haskoning UK Ltd,852775,"63,260.91",792428892
DEFRA,Environment Agency,25-May-10,Construction Service Providers,NE Capital WiP,Jacobs Engineering UK Ltd,854519,"51,249.23",624298920
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NE Capital WiP,Black & Veatch Ltd,849080,"45,097.12",849751185
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NE Capital WiP,Halcrow Group Ltd,849681,"41,135.52",446106859
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NE Capital WiP,Halcrow Group Ltd,849682,"34,014.10",446106859
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NE Capital WiP,Halcrow Group Ltd,849687,"32,900.00",446106859
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NE Capital WiP,Halcrow Group Ltd,849643,"31,614.66",446106859
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NE Capital WiP,Halcrow Group Ltd,849635,"28,460.49",446106859
DEFRA,Environment Agency,13-May-10,Construction Service Providers,NW Capital WiP,Haskoning UK Ltd,851994,"62,070.53",792428892
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,849832,"57,328.46",624298920
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Halcrow Group Ltd,849625,"53,581.49",446106859
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Halcrow Group Ltd,849575,"39,636.53",446106859
DEFRA,Environment Agency,13-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,849786,"32,374.12",624298920
DEFRA,Environment Agency,18-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,852429,"31,939.56",624298920
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,849769,"30,167.43",624298920
DEFRA,Environment Agency,13-May-10,Construction Service Providers,NW Capital WiP,Ove Arup & Partners Ltd,851499,"28,862.61",524461265
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,849833,"27,811.78",624298920
DEFRA,Environment Agency,04-May-10,Construction Service Providers,NW Capital WiP,Black & Veatch Ltd,847705,"26,763.14",849751185
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,849783,"25,835.23",624298920
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,849773,"25,742.57",624298920
DEFRA,Environment Agency,11-May-10,Construction Service Providers,NW Capital WiP,Jacobs Engineering UK Ltd,849767,"25,129.61",624298920
DEFRA,Environment Agency,06-May-10,Construction Service Providers,SO Capital WiP,Jacobs Engineering UK Ltd,849488,"61,660.04",624298920
DEFRA,Environment Agency,20-May-10,Construction Service Providers,SO Capital WiP,Halcrow Group Ltd,853688,"51,984.83",446106859
DEFRA,Environment Agency,06-May-10,Construction Service Providers,SO Capital WiP,Jacobs Engineering UK Ltd,849510,"42,078.47",624298920
DEFRA,Environment Agency,11-May-10,Construction Service Providers,SO Capital WiP,Jackson Civil Engineering Ltd,846803,"35,250.00",904443249
DEFRA,Environment Agency,20-May-10,Construction Service Providers,SO Capital WiP,Halcrow Group Ltd,853629,"34,616.68",446106859
DEFRA,Environment Agency,20-May-10,Construction Service Providers,SO Capital WiP,Halcrow Group Ltd,853672,"32,372.08",446106859
DEFRA,Environment Agency,20-May-10,Construction Service Providers,SO Capital WiP,Halcrow Group Ltd,853658,"28,425.92",446106859
DEFRA,Environment Agency,20-May-10,Construction Service Providers,SO Capital WiP,Halcrow Group Ltd,853668,"27,252.84",446106859
DEFRA,Environment Agency,20-May-10,Construction Service Providers,SO Capital WiP,Halcrow Group Ltd,853692,"25,146.41",446106859
DEFRA,Environment Agency,06-May-10,Construction Service Providers,SW Capital WiP,Halcrow Group Ltd,848373,"72,358.39",446106859
DEFRA,Environment Agency,06-May-10,Construction Service Providers,SW Capital WiP,Atkins Ltd,848782,"40,623.15",209861253
DEFRA,Environment Agency,04-May-10,Construction Service Providers,SW Capital WiP,Haskoning UK Ltd,848087,"28,216.25",792428892
DEFRA,Environment Agency,04-May-10,Construction Service Providers,TH Capital WiP,Halcrow Group Ltd,847524,"70,156.78",446106859
DEFRA,Environment Agency,11-May-10,Construction Service Providers,TH Capital WiP,Ove Arup & Partners Ltd,849939,"55,787.08",524461265
DEFRA,Environment Agency,04-May-10,Construction Service Providers,TH Capital WiP,Black & Veatch Ltd,848155,"50,832.77",849751185
DEFRA,Environment Agency,04-May-10,Construction Service Providers,TH Capital WiP,Halcrow Group Ltd,847530,"39,980.20",446106859
DEFRA,Environment Agency,04-May-10,Construction Service Providers,TH Capital WiP,Halcrow Group Ltd,847532,"38,099.45",446106859
DEFRA,Environment Agency,04-May-10,Construction Service Providers,TH Capital WiP,Black & Veatch Ltd,848105,"33,513.10",849751185
DEFRA,Environment Agency,25-May-10,Construction Service Providers,TH Capital WiP,Halcrow Group Ltd,847481,"30,099.09",446106859
DEFRA,Environment Agency,25-May-10,Construction Service Providers,TH Capital WiP,Halcrow Group Ltd,833890,"28,618.71",446106859
DEFRA,Environment Agency,06-May-10,Construction Service Providers,TH Capital WiP,Atkins Ltd,848617,"26,850.31",209861253
DEFRA,Environment Agency,04-May-10,Construction Service Providers,TH North East - Flood Risk,Halcrow Group Ltd,847489,"52,166.64",446106859
DEFRA,Environment Agency,11-May-10,Construction Service Providers,TH West - Flood Risk,Jacobs Engineering UK Ltd,850023,"28,046.65",624298920
DEFRA,Environment Agency,04-May-10,Construction Supplies,MI Capital WiP,Mabey Bridge Ltd,846919,"35,250.00",945743787
DEFRA,Environment Agency,06-May-10,Construction Supplies,SO Capital WiP,Brett Ltd,847934,"27,504.87",201138818
DEFRA,Environment Agency,04-May-10,Construction Supplies,TH Capital WiP,ArcelorMittal Commercial RPS UK Ltd,846351,"63,373.32",238588420
DEFRA,Environment Agency,04-May-10,Construction Supplies,TH Capital WiP,ArcelorMittal Commercial RPS UK Ltd,846352,"43,622.50",238588420
DEFRA,Environment Agency,18-May-10,Construction Supplies,TH Capital WiP,ArcelorMittal Commercial RPS UK Ltd,851979,"43,204.38",238588420
DEFRA,Environment Agency,18-May-10,Electricity,HO Business Finance,British Gas Business,852288,"47,864.61",3078711
DEFRA,Environment Agency,18-May-10,Electricity,HO Business Finance,British Gas Business,852282,"38,960.39",3078711
DEFRA,Environment Agency,18-May-10,Electricity,HO Business Finance,British Gas Business,853248,"34,289.79",3078711
DEFRA,Environment Agency,04-May-10,Electricity,National Facilities Manager,Southern Electric,846045,"32,764.22",
DEFRA,Environment Agency,11-May-10,Engineering Services,HO Fleet - EA Wales,Fraikin Ltd,850911,"58,042.44",225123701
DEFRA,Environment Agency,11-May-10,Engineering Services,HO Fleet Operations,Fraikin Ltd,850453,"388,266.25",225123701
DEFRA,Environment Agency,04-May-10,Engineering Services,MI Capital WiP,Eimco Water Technologies Ltd,840941,"36,107.75",863354415
DEFRA,Environment Agency,04-May-10,Engineering Services,MI Capital WiP,Eimco Water Technologies Ltd,840929,"33,105.63",863354415
DEFRA,Environment Agency,04-May-10,Engineering Services,MI Capital WiP,Eimco Water Technologies Ltd,840950,"25,791.25",863354415
DEFRA,Environment Agency,04-May-10,Environmental Materials,NW Capital WiP,Hydrokit,843976,"51,986.70",396541223
DEFRA,Environment Agency,18-May-10,Environmental Services,AN Capital WiP,Broadland Environmental Services Ltd,853627,"172,616.44",733746324
DEFRA,Environment Agency,04-May-10,Environmental Services,E and B Heads of Business,Vertase FLI Ltd,845422,"31,069.41",762420840
DEFRA,Environment Agency,20-May-10,Environmental Services,HO Flood Warning Systems,MM Teleperformance Ltd,853631,"53,115.78",763098018
DEFRA,Environment Agency,04-May-10,Environmental Services,Nat Trading and Reg Services,Wardell Armstrong LLP,820218,"69,024.56",279025346
DEFRA,Environment Agency,04-May-10,Environmental Services,Nat Trading and Reg Services,Wardell Armstrong LLP,840630,"49,646.26",279025346
DEFRA,Environment Agency,04-May-10,Environmental Services,Nat Trading and Reg Services,Wardell Armstrong LLP,844600,"32,324.02",279025346
DEFRA,Environment Agency,13-May-10,Environmental Services,National Monitoring,AMEC Nuclear UK Ltd,851022,"82,625.93",163270774
DEFRA,Environment Agency,20-May-10,Environmental Services,National Monitoring,LGC Ltd,854247,"40,071.03",674056721
DEFRA,Environment Agency,04-May-10,Environmental Services,National Permitting Service,Wardell Armstrong LLP,820218,"69,024.56",279025346
DEFRA,Environment Agency,04-May-10,Environmental Services,National Permitting Service,Wardell Armstrong LLP,844600,"32,324.02",279025346
DEFRA,Environment Agency,04-May-10,Environmental Services,NE Capital WiP,White Young Green,841956,"50,842.86",431032608
DEFRA,Environment Agency,18-May-10,Environmental Services,NE Capital WiP,HR Wallingford Ltd,853300,"47,000.00",570039752
DEFRA,Environment Agency,18-May-10,Environmental Services,NW Capital WiP,Aquajet GB Ltd,852812,"34,855.32",745589387
DEFRA,Environment Agency,25-May-10,Environmental Services,NW Capital WiP,Vinci Construction UK Ltd,854099,"34,209.84",165103003
DEFRA,Environment Agency,04-May-10,Environmental Services,NW Capital WiP,Vinci Construction UK Ltd,836102,"25,246.58",165103003
DEFRA,Environment Agency,25-May-10,Environmental Services,SO Capital WiP,Fugro Engineering Services Ltd,855421,"87,648.93",537760816
DEFRA,Environment Agency,25-May-10,Environmental Services,SO Capital WiP,Fugro Engineering Services Ltd,855424,"51,826.96",537760816
DEFRA,Environment Agency,06-May-10,Environmental Services,SW Devon & Cornwall Area - Devon Flood Risk,Glanville Environmental,849298,"32,898.83",402260215
DEFRA,Environment Agency,04-May-10,Environmental Services,TH West - Flood Risk,Forbes Laird Aboricultural Consultancy Ltd,847610,"51,642.12",855776669
DEFRA,Environment Agency,25-May-10,Environmental Services ,Bristol 2010,Westmark Cabot Ltd,856344,"234,461.91",227179454
DEFRA,Environment Agency,04-May-10,Fleet Management,Vehicle Incidents,Gallagher Bassett,847748,"82,071.23",577587670
DEFRA,Environment Agency,20-May-10,Fleet Management,Vehicle Incidents,Gallagher Bassett,850209,"48,860.64",577587670
DEFRA,Environment Agency,18-May-10,Forensic & Laboratory Services,E and B 9th Region,DHI Water & Environment,852091,"93,516.00",
DEFRA,Environment Agency,06-May-10,Fuels,HO Fleet - EA Wales,Arval Phh,849536,"31,704.05",224235985
DEFRA,Environment Agency,04-May-10,Fuels,HO Fleet Operations,Arval Phh,847966,"221,039.24",224235985
DEFRA,Environment Agency,20-May-10,Grants & Contributions,Portfolio Manager,University of Salford,853868,"25,000.00",712463556
DEFRA,Environment Agency,25-May-10,Grants & Contributions,SW Capital WiP,East Devon District Council,852908,"25,000.00",142218990
DEFRA,Environment Agency,18-May-10,Hardware,CIS Capital WiP,IBM,851197,"462,280.25",
DEFRA,Environment Agency,04-May-10,Industrial,MI Capital WiP,Central Networks,847448,"138,135.22",
DEFRA,Environment Agency,04-May-10,Industrial,MI Capital WiP,Central Networks,847443,"75,906.97",
DEFRA,Environment Agency,04-May-10,Industrial,MI Capital WiP,Central Networks,847445,"49,420.93",
DEFRA,Environment Agency,04-May-10,IT/IS Consultancy,CIS Capital WiP,Scisys UK Ltd,838992,"54,886.26",567554796
DEFRA,Environment Agency,11-May-10,IT/IS Consultancy,CIS Capital WiP,Scisys UK Ltd,841346,"37,822.90",567554796
DEFRA,Environment Agency,18-May-10,IT/IS Consultancy,HO 1B1S Service Centre Team,Oracle Corporation UK Ltd,851941,"36,325.96",391313073
DEFRA,Environment Agency,04-May-10,Leasing,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,847852,"2,315,083.01",823824822
DEFRA,Environment Agency,20-May-10,Leasing,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,853022,"1,326,944.75",823824822
DEFRA,Environment Agency,20-May-10,Leasing,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,853007,"51,333.47",823824822
DEFRA,Environment Agency,20-May-10,Leasing,Balance Sheet Codes,Hitachi Capital Vehicle Solutions Ltd,852990,"35,373.42",823824822
DEFRA,Environment Agency,04-May-10,Leasing,EA Wales,Hitachi Capital Vehicle Solutions Ltd,847192,"242,767.58",823824822
DEFRA,Environment Agency,18-May-10,Leasing,EA Wales,Hitachi Capital Vehicle Solutions Ltd,853849,"147,484.04",823824822
DEFRA,Environment Agency,20-May-10,Leasing,HO Fleet Operations,Hewden Stuart Plc,852221,"289,125.01",762069817
DEFRA,Environment Agency,13-May-10,Leasing ,HO Geomatics,RVL Survey Ltd,851703,"67,289.51",487705210
DEFRA,Environment Agency,20-May-10,Legal Services,HO Director of Legal Services,Bond Pearce LLP,853243,"69,801.46",
DEFRA,Environment Agency,13-May-10,Legal Services,HO EP Policy and Regulation,Denton Wilde Sapte,850965,"105,750.01",
DEFRA,Environment Agency,20-May-10,Legal Services,HO Legal Services,Bond Pearce LLP,853243,"69,801.46",
DEFRA,Environment Agency,13-May-10,Legal Services,HO Pensions Investment,Osborne Clarke,851091,"25,650.25",138187353
DEFRA,Environment Agency,13-May-10,Main Contractors,AN Capital WiP,Jackson Civil Engineering Ltd,851049,"148,436.00",904443249
DEFRA,Environment Agency,04-May-10,Main Contractors,AN Capital WiP,BAM Nuttall Ltd,843969,"119,739.63",
DEFRA,Environment Agency,04-May-10,Main Contractors,AN Capital WiP,Team Van Oord,847424,"102,966.08",919207226
DEFRA,Environment Agency,25-May-10,Main Contractors,AN Capital WiP,Birse Civils Ltd,855100,"49,788.35",789715169
DEFRA,Environment Agency,25-May-10,Main Contractors,AN Central-Ops Delivery,Jackson Civil Engineering Ltd,855704,"99,845.63",904443249
DEFRA,Environment Agency,25-May-10,Main Contractors,HO Capital WiP,Morrison Construction Ltd,855522,"71,327.25",223413506
DEFRA,Environment Agency,13-May-10,Main Contractors,HO Capital WiP,Barhale Construction Plc,851105,"25,055.38",225727952
DEFRA,Environment Agency,25-May-10,Main Contractors,HO NCPMS National,Morrison Construction Ltd,855520,"77,337.34",223413506
DEFRA,Environment Agency,25-May-10,Main Contractors,MI Capital WiP,Jackson Civil Engineering Ltd,855084,"334,194.00",904443249
DEFRA,Environment Agency,25-May-10,Main Contractors,MI Capital WiP,Birse Civils Ltd,855057,"176,960.42",789715169
DEFRA,Environment Agency,04-May-10,Main Contractors,MI Capital WiP,Morrison Construction Ltd,842314,"164,500.00",223413506
DEFRA,Environment Agency,20-May-10,Main Contractors,MI Capital WiP,Jackson Civil Engineering Ltd,853521,"149,235.79",904443249
DEFRA,Environment Agency,18-May-10,Main Contractors,MI Capital WiP,Birse Civils Ltd,853252,"103,186.48",789715169
DEFRA,Environment Agency,04-May-10,Main Contractors,MI Capital WiP,Amco Engineering,817663,"99,947.81",182519160
DEFRA,Environment Agency,25-May-10,Main Contractors,MI Capital WiP,Interserve Project Services Ltd,856322,"99,617.18",527218256
DEFRA,Environment Agency,25-May-10,Main Contractors,MI Capital WiP,Total Flood Solutions,855156,"66,975.00",979557148
DEFRA,Environment Agency,25-May-10,Main Contractors,MI Capital WiP,Interserve Project Services Ltd,854462,"53,108.59",527218256
DEFRA,Environment Agency,25-May-10,Main Contractors,MI Capital WiP,Barhale Construction Plc,855733,"29,486.85",225727952
DEFRA,Environment Agency,25-May-10,Main Contractors,MI Capital WiP,Amco Engineering,855391,"29,307.99",182519160
DEFRA,Environment Agency,06-May-10,Main Contractors,MI Capital WiP,Avon Navigation Trust,848624,"26,555.00",670317155
DEFRA,Environment Agency,06-May-10,Main Contractors,MI Capital WiP,Barhale Construction Plc,848400,"26,291.80",225727952
DEFRA,Environment Agency,04-May-10,Main Contractors,NE Capital WiP,Volkerstevin,843683,"617,789.61",
DEFRA,Environment Agency,04-May-10,Main Contractors,NE Capital WiP,Interserve Project Services Ltd,847130,"573,791.46",527218256
DEFRA,Environment Agency,20-May-10,Main Contractors,NE Capital WiP,Qualter Hall & Co Ltd,853772,"501,776.30",656219034
DEFRA,Environment Agency,04-May-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,845215,"472,350.00",223413506
DEFRA,Environment Agency,06-May-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,848401,"291,426.01",223413506
DEFRA,Environment Agency,18-May-10,Main Contractors,NE Capital WiP,Birse Civils Ltd,853249,"290,870.97",789715169
DEFRA,Environment Agency,11-May-10,Main Contractors,NE Capital WiP,Interserve Project Services Ltd,836640,"276,226.10",527218256
DEFRA,Environment Agency,06-May-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,848399,"216,145.15",223413506
DEFRA,Environment Agency,04-May-10,Main Contractors,NE Capital WiP,Lumsden & Carroll Construction Ltd,847078,"211,658.55",177995292
DEFRA,Environment Agency,20-May-10,Main Contractors,NE Capital WiP,Interserve Project Services Ltd,853942,"191,313.66",527218256
DEFRA,Environment Agency,11-May-10,Main Contractors,NE Capital WiP,Jackson Civil Engineering Ltd,843841,"179,875.42",904443249
DEFRA,Environment Agency,06-May-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,850292,"158,502.81",223413506
DEFRA,Environment Agency,20-May-10,Main Contractors,NE Capital WiP,Eco Foundations Ltd,850473,"143,060.25",931729123
DEFRA,Environment Agency,25-May-10,Main Contractors,NE Capital WiP,Jackson Civil Engineering Ltd,855466,"132,045.28",904443249
DEFRA,Environment Agency,13-May-10,Main Contractors,NE Capital WiP,Lumsden & Carroll Construction Ltd,851250,"123,669.42",177995292
DEFRA,Environment Agency,25-May-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,855521,"110,579.80",223413506
DEFRA,Environment Agency,18-May-10,Main Contractors,NE Capital WiP,Amco Engineering,853115,"92,113.33",182519160
DEFRA,Environment Agency,25-May-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,855115,"91,174.42",223413506
DEFRA,Environment Agency,04-May-10,Main Contractors,NE Capital WiP,Jackson Civil Engineering Ltd,834370,"78,959.46",904443249
DEFRA,Environment Agency,04-May-10,Main Contractors,NE Capital WiP,Morrison Construction Ltd,834148,"63,216.39",223413506
DEFRA,Environment Agency,25-May-10,Main Contractors,NE Capital WiP,Amco Engineering,855409,"57,323.63",182519160
DEFRA,Environment Agency,18-May-10,Main Contractors,NE Capital WiP,Lumsden & Carroll Construction Ltd,853332,"49,358.80",177995292
DEFRA,Environment Agency,18-May-10,Main Contractors,NE Capital WiP,Salix River & Wetland Services Ltd,852708,"38,375.50",822049061
DEFRA,Environment Agency,25-May-10,Main Contractors,NE Capital WiP,Amco Engineering,855394,"35,250.00",182519160
DEFRA,Environment Agency,25-May-10,Main Contractors,NW Capital WiP,Bedford Pumps Ltd,855928,"448,058.89",797106500
DEFRA,Environment Agency,20-May-10,Main Contractors,NW Capital WiP,Birse Civils Ltd,854675,"353,911.18",789715169
DEFRA,Environment Agency,25-May-10,Main Contractors,NW Capital WiP,Morrison Construction Ltd,855559,"325,295.98",223413506
DEFRA,Environment Agency,13-May-10,Main Contractors,NW Capital WiP,Morrison Construction Ltd,851136,"246,673.99",223413506
DEFRA,Environment Agency,25-May-10,Main Contractors,NW Capital WiP,Volkerstevin,855663,"177,642.43",
DEFRA,Environment Agency,04-May-10,Main Contractors,NW Capital WiP,Birse Civils Ltd,848781,"134,571.85",789715169
DEFRA,Environment Agency,25-May-10,Main Contractors,NW Capital WiP,Volkerstevin,855666,"101,795.48",
DEFRA,Environment Agency,04-May-10,Main Contractors,NW Capital WiP,Barhale Construction Plc,847111,"99,330.39",225727952
DEFRA,Environment Agency,18-May-10,Main Contractors,NW Capital WiP,Cheetham Hill Construction Ltd,853298,"81,786.67",927393104
DEFRA,Environment Agency,04-May-10,Main Contractors,NW Capital WiP,Cheetham Hill Construction Ltd,847456,"56,746.77",927393104
DEFRA,Environment Agency,25-May-10,Main Contractors,NW Capital WiP,Barhale Construction Plc,856240,"46,609.89",225727952
DEFRA,Environment Agency,13-May-10,Main Contractors,NW Capital WiP,Morrison Construction Ltd,851134,"28,072.84",223413506
DEFRA,Environment Agency,25-May-10,Main Contractors,NW South-Ops Delivery,Cheetham Hill Construction Ltd,854904,"56,121.40",927393104
DEFRA,Environment Agency,06-May-10,Main Contractors,NW South-Ops Delivery,Cheetham Hill Construction Ltd,848761,"54,534.58",927393104
DEFRA,Environment Agency,20-May-10,Main Contractors,SO Capital WiP,Birse Civils Ltd,853712,"1,619,422.76",789715169
DEFRA,Environment Agency,11-May-10,Main Contractors,SO Capital WiP,Birse Civils Ltd,845551,"444,644.64",789715169
DEFRA,Environment Agency,25-May-10,Main Contractors,SO Capital WiP,Team Van Oord,855618,"190,051.13",919207226
DEFRA,Environment Agency,13-May-10,Main Contractors,SO Capital WiP,Dyer & Butler Ltd,842307,"56,031.05",737140740
DEFRA,Environment Agency,11-May-10,Main Contractors,SO Capital WiP,Team Van Oord,840517,"48,061.40",919207226
DEFRA,Environment Agency,13-May-10,Main Contractors,SO Capital WiP,Amenity Water Management Ltd,850774,"43,063.75",
DEFRA,Environment Agency,06-May-10,Main Contractors,SO Capital WiP,Amenity Water Management Ltd,848280,"39,480.00",
DEFRA,Environment Agency,06-May-10,Main Contractors,SO Capital WiP,AIS Ltd,846018,"35,250.00",730277352
DEFRA,Environment Agency,18-May-10,Main Contractors,SW Capital WiP,Dawnus Construction Ltd,852247,"79,795.44",740683717
DEFRA,Environment Agency,20-May-10,Main Contractors,SW Capital WiP,Team Van Oord,854000,"79,340.59",919207226
DEFRA,Environment Agency,11-May-10,Main Contractors,SW Capital WiP,A & T Services Ltd,838691,"32,922.33",557473118
DEFRA,Environment Agency,25-May-10,Main Contractors,SW Procurement,United Utilities Industrial Ltd,848071,"195,269.54",
DEFRA,Environment Agency,20-May-10,Main Contractors,TH Capital WiP,Morrison Construction Ltd,853734,"461,150.90",223413506
DEFRA,Environment Agency,25-May-10,Main Contractors,TH Capital WiP,Team Van Oord,853301,"443,214.06",919207226
DEFRA,Environment Agency,13-May-10,Main Contractors,TH Capital WiP,Jackson Civil Engineering Ltd,852001,"432,379.54",904443249
DEFRA,Environment Agency,20-May-10,Main Contractors,TH Capital WiP,Interserve Project Services Ltd,854459,"421,987.00",527218256
DEFRA,Environment Agency,20-May-10,Main Contractors,TH Capital WiP,Birse Civils Ltd,853675,"266,492.41",789715169
DEFRA,Environment Agency,20-May-10,Main Contractors,TH Capital WiP,Team Van Oord,853522,"255,377.88",919207226
DEFRA,Environment Agency,20-May-10,Main Contractors,TH Capital WiP,Volkerstevin,853778,"146,038.68",
