EXAMPLES OF GPC EXPENDITURE,,,,
,,,,
MODGPC142370,28-Apr-16,Utilities, UTILITIES/ELEC/GAS/H2O/SANI,1711.91
MODGPC142371,28-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,2640
MODGPC142372,28-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,716.67
MODGPC142373,28-Apr-16,Medical, MEDICAL/DENTAL LABS,913.6
MODGPC142374,28-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,720
MODGPC142375,28-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,1835
MODGPC142376,28-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,2250
MODGPC142377,28-Apr-16,Business Services, PHOTOFINISH LABS/DEV,916.8
MODGPC142378,28-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,536.63
MODGPC142379,28-Apr-16,Retail, SPORTING GOODS STORES,578
MODGPC142380,28-Apr-16,Other Supplies, CATALOG MERCHANT,656.06
MODGPC142381,28-Apr-16,Retail, SPORTS/RIDING APPAREL STORES,2328.46
MODGPC142382,28-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1350.72
MODGPC142383,28-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1332
MODGPC142384,26-Apr-16,Medical, HOSPITALS,566.92
MODGPC142385,28-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,920
MODGPC142386,28-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,752.4
MODGPC142387,28-Apr-16,Miscellaneous, VETERINARY SERVICES,1010.01
MODGPC142388,28-Apr-16,Professional Services, INSURANCE SALES/UNDERWRITE,1027.1
MODGPC142389,28-Apr-16,Facilities/Repair Supplies, MISC HOME FURNISHING SPECIALTY,1275
MODGPC142390,28-Apr-16,Clothing/Shoes/Uniforms, FAMILY CLOTHING STORES,949.35
MODGPC142391,28-Apr-16,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,624
MODGPC142392,28-Apr-16,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,2448
MODGPC142393,28-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",2710.8
MODGPC142394,28-Apr-16,Business To Business Services, METAL SERVICE CENTERS,720
MODGPC142395,28-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1291.02
MODGPC142396,28-Apr-16,Business To Business Services, MISC PUBLISHING & PRINTING,2030.4
MODGPC142397,28-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,6654.1
MODGPC142398,28-Apr-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,705.76
MODGPC142399,28-Apr-16,Utilities, UTILITIES/ELEC/GAS/H2O/SANI,972
MODGPC142400,28-Apr-16,Government, GOV'T SERV - DEFAULT,1325.63
MODGPC142401,28-Apr-16,Government, GOV'T SERV - DEFAULT,636.3
MODGPC142402,28-Apr-16,Business Expenses/Services, POSTAGE STAMPS,764
MODGPC142403,27-Apr-16,Business To Business Eqpt/Furn, BOOK STORES,665.56
MODGPC142404,28-Apr-16,Business To Business Eqpt/Furn, BOOK STORES,1361.72
MODGPC142405,14-Mar-16,Government, BUSINESS/SECRETARIAL SCHOOL,510
MODGPC142406,28-Apr-16,Caterers Food, CATERERS,2745
MODGPC142407,28-Apr-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,4400
MODGPC142408,28-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,593.58
MODGPC142409,28-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,3555.02
MODGPC142410,28-Apr-16,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,1361.06
MODGPC142411,28-Apr-16,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,1867.94
MODGPC142412,28-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,1658.82
MODGPC142413,28-Apr-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,561.6
MODGPC142414,28-Apr-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,11600
MODGPC142415,28-Apr-16,Medical, HOSPITALS,2705
MODGPC142416,28-Apr-16,Business Services, ADVERTISING SERVICES,815.22
MODGPC142417,28-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,3756
MODGPC142418,28-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,2779.2
MODGPC142419,28-Apr-16,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,1996.2
MODGPC142420,28-Apr-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,1991.98
MODGPC142421,27-Apr-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,1920
MODGPC142422,28-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,668.58
MODGPC142423,28-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,665.15
MODGPC142424,28-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,1977.06
MODGPC142425,27-Apr-16,Other Supplies, CATALOG MERCHANT,515.98
MODGPC142426,28-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,612.5
MODGPC142427,28-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,822.48
MODGPC142428,27-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,745.2
MODGPC142429,28-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,2641.2
MODGPC142430,28-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",628.8
MODGPC142431,28-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",628.8
MODGPC142432,28-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",766.08
MODGPC142433,27-Apr-16,Other Supplies, CATALOG MERCHANT,936
MODGPC142434,27-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,3700
MODGPC142435,27-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,900
MODGPC142436,27-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",1149.42
MODGPC142437,27-Apr-16,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,3064.32
MODGPC142438,27-Apr-16,Clothing/Uniform Services, LAUNDRY/CLEANING/GARMENT SV,630.52
MODGPC142439,27-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,1351
MODGPC142440,27-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1999.2
MODGPC142441,26-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,514.19
MODGPC142442,27-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,4578
MODGPC142443,27-Apr-16,Business Expenses/Services, POSTAGE STAMPS,595
MODGPC142444,27-Apr-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,2743.03
MODGPC142445,27-Apr-16,Retail, GROCERY STORES/SUPERMARKETS,528.71
MODGPC142446,27-Apr-16,Facilities/Repair Supplies, HARDWARE STORES,837.96
MODGPC142447,27-Apr-16,Other Supplies, VARIETY STORES,1236
MODGPC142448,27-Apr-16,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,653.5
MODGPC142449,27-Apr-16,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,1110.96
MODGPC142450,27-Apr-16,Caterers Food, CATERERS,932.93
MODGPC142451,27-Apr-16,Miscellaneous, VETERINARY SERVICES,901.68
MODGPC142452,27-Apr-16,Miscellaneous, VETERINARY SERVICES,528.91
MODGPC142453,26-Apr-16,Miscellaneous, VETERINARY SERVICES,3269.58
MODGPC142454,27-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1870
MODGPC142455,26-Apr-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,706.8
MODGPC142456,27-Apr-16,Entertainment, RECREATION SERVICES,3060
MODGPC142457,27-Apr-16,Government, GOV'T SERV - DEFAULT,774.54
MODGPC142458,27-Apr-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,1819.2
MODGPC142459,27-Apr-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,1533.36
MODGPC142460,27-Apr-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,1819.2
MODGPC142461,27-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,970
MODGPC142462,27-Apr-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,597.74
MODGPC142463,27-Apr-16,Clothing/Uniform Services, TAILOR/SEAMSTRESS/ALTERS,517.82
MODGPC142464,27-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,993.6
MODGPC142465,27-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,512.11
MODGPC142466,27-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,512.11
MODGPC142467,27-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,8588.64
MODGPC142468,27-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,627.96
MODGPC142469,27-Apr-16,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,4881.6
MODGPC142470,27-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,2444.58
MODGPC142471,27-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,676.67
MODGPC142472,27-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,4848
MODGPC142473,27-Apr-16,Other Supplies, MISC GENERAL MERCHANDISE,876
MODGPC142474,27-Apr-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,1840.2
MODGPC142475,27-Apr-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,2150.4
MODGPC142476,27-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,783
MODGPC142477,27-Apr-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,684
MODGPC142478,27-Apr-16,Business Expenses/Services, QUICK COPY/REPRO SERVICES,780.6
MODGPC142479,27-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,808.2
MODGPC142480,27-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,4440
MODGPC142481,27-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,2970
MODGPC142482,27-Apr-16,Eating And Drinking Places, RESTAURANTS,1500
MODGPC142483,27-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,890
MODGPC142484,27-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,1891.08
MODGPC142485,27-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,747
MODGPC142486,27-Apr-16,Government, GOV'T SERV - DEFAULT,1667.74
MODGPC142487,27-Apr-16,Government, GOV'T SERV - DEFAULT,627.28
MODGPC142488,27-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,1505.16
MODGPC142489,27-Apr-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,2992.69
MODGPC142490,27-Apr-16,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,514.32
MODGPC142491,26-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1290
MODGPC142492,27-Apr-16,Caterers Food, CATERERS,1434.66
MODGPC142493,27-Apr-16,Caterers Food, CATERERS,698.56
MODGPC142494,27-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,908.54
MODGPC142495,27-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,993.07
MODGPC142496,27-Apr-16,Retail, ELECTRONICS STORES,1632
MODGPC142497,27-Apr-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,516.7
MODGPC142498,27-Apr-16,Medical, OPTICIANS,1134
MODGPC142499,27-Apr-16,Medical, HOSPITALS,643.18
MODGPC142500,27-Apr-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,4210.42
MODGPC142501,27-Apr-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,729.25
MODGPC142502,27-Apr-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,4321.81
MODGPC142503,27-Apr-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,681.17
MODGPC142504,26-Apr-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,18000
MODGPC142505,26-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,552
MODGPC142506,26-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,531.2
MODGPC142507,26-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,552
MODGPC142508,26-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,2560.93
MODGPC142509,26-Apr-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,18276.79
MODGPC142510,26-Apr-16,Business Expenses/Services, STATIONERY STORES,1262
MODGPC142511,26-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,2271.58
MODGPC142512,26-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,1303.94
MODGPC142513,26-Apr-16,Other Supplies, MISC GENERAL MERCHANDISE,6165.6
MODGPC142514,26-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,1007.94
MODGPC142515,26-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,1108.56
MODGPC142516,26-Apr-16,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,1255.15
MODGPC142517,26-Apr-16,Government, GOV'T SERV - DEFAULT,1410.35
MODGPC142518,26-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,850
MODGPC142519,26-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,622.37
MODGPC142520,26-Apr-16,Equipment And Furniture, TOOL HIRE,565.18
MODGPC142521,26-Apr-16,Equipment And Furniture, TOOL HIRE,588.72
MODGPC142522,26-Apr-16,Equipment And Furniture, TOOL HIRE,519.4
MODGPC142523,26-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,821.21
MODGPC142524,26-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,552.45
MODGPC142525,26-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,1231.75
MODGPC142526,26-Apr-16,Retail, SPORTING GOODS STORES,3650.14
MODGPC142527,26-Apr-16,Retail, SPORTING GOODS STORES,790.4
MODGPC142528,26-Apr-16,Other Supplies, MISC GENERAL MERCHANDISE,1073.56
MODGPC142529,26-Apr-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,4273.56
MODGPC142530,26-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,504
MODGPC142531,26-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,669.5
MODGPC142532,26-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,4801.8
MODGPC142533,26-Apr-16,Business To Business Eqpt/Furn, BOOK STORES,1147.5
MODGPC142534,26-Apr-16,Retail, MISC FOOD STORES - DEFAULT,1149.91
MODGPC142535,26-Apr-16,Retail, MISC FOOD STORES - DEFAULT,1153.98
MODGPC142536,26-Apr-16,Retail, FREEZER/MEAT LOCKERS,502.89
MODGPC142537,25-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,607.99
MODGPC142538,26-Apr-16,Government, SCHOOLS - DEFAULT,718.8
MODGPC142539,26-Apr-16,Retail, SPORTS/RIDING APPAREL STORES,876
MODGPC142540,26-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1852.8
MODGPC142541,26-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,892.5
MODGPC142542,26-Apr-16,Business To Business Services, TESTING LABS (NON-MEDICAL),1890
MODGPC142543,26-Apr-16,Miscellaneous, VETERINARY SERVICES,705.91
MODGPC142544,26-Apr-16,Miscellaneous, VETERINARY SERVICES,882
MODGPC142545,26-Apr-16,Miscellaneous, VETERINARY SERVICES,1344.03
MODGPC142546,26-Apr-16,Government, GOV'T SERV - DEFAULT,1507.8
MODGPC142547,26-Apr-16,Entertainment, RECREATION SERVICES,864
MODGPC142548,26-Apr-16,Auto/Vehicle Dealers, BOAT DEALERS,6004.86
MODGPC142549,25-Apr-16,Retail, ELECTRONICS STORES,788.97
MODGPC142550,26-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,793.87
MODGPC142551,26-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,745.08
MODGPC142552,26-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,839.76
MODGPC142553,26-Apr-16,Entertainment, RECREATION SERVICES,603
MODGPC142554,26-Apr-16,Medical, DENTISTS/ORTHODONTISIS,1830.8
MODGPC142555,26-Apr-16,Business To Business Facility/," PAINT, VARNISHES & SUPPLIES",2256.02
MODGPC142556,26-Apr-16,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,589.2
MODGPC142557,26-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,4215.34
MODGPC142558,26-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,1537.8
MODGPC142559,26-Apr-16,Other Supplies, COMBINATION CATALOG & RETAIL,614.03
MODGPC142560,26-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,531.26
MODGPC142561,26-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,861.42
MODGPC142562,26-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1368
MODGPC142563,26-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,4553.28
MODGPC142564,26-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,2116.56
MODGPC142565,26-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,2876.16
MODGPC142566,26-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,6485.42
MODGPC142567,26-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,2992.18
MODGPC142568,26-Apr-16,Facilities/Repair Services," HEATING, PLUMBING, AIR COND",827.31
MODGPC142569,26-Apr-16,Facilities/Repair Services, ELECTRICAL CONTRACTORS,22722.22
MODGPC142570,26-Apr-16,Other Supplies, DEPARTMENT STORES,5802.72
MODGPC142571,26-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,1290.49
MODGPC142572,26-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,855
MODGPC142573,26-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,955
MODGPC142574,26-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,550.8
MODGPC142575,26-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,2938.54
MODGPC142576,26-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,2938.54
MODGPC142577,26-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,7500
MODGPC142578,26-Apr-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,3656.73
MODGPC142579,26-Apr-16,Government, GOV'T SERV - DEFAULT,500
MODGPC142580,26-Apr-16,Other Supplies, CATALOG MERCHANT,1523.98
MODGPC142581,26-Apr-16,Other Supplies, COMBINATION CATALOG & RETAIL,1203.84
MODGPC142582,26-Apr-16,Other Supplies, COMBINATION CATALOG & RETAIL,552.5
MODGPC142583,26-Apr-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,1240
MODGPC142584,26-Apr-16,Caterers Food, CATERERS,1443.69
MODGPC142585,26-Apr-16,Caterers Food, CATERERS,770.96
MODGPC142586,26-Apr-16,Utilities, TELECOMMUNICATION SERVICES,3300
MODGPC142587,28-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1903.2
MODGPC142588,28-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,618
MODGPC142589,28-Apr-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,532.01
MODGPC142590,28-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,650.4
MODGPC142591,28-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,974.4
MODGPC142592,28-Apr-16,Government, SCHOOLS - DEFAULT,1830
MODGPC142593,28-Apr-16,Government, SCHOOLS - DEFAULT,1830
MODGPC142594,28-Apr-16,Government, SCHOOLS - DEFAULT,1830
MODGPC142595,27-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,627.83
MODGPC142596,28-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,634.8
MODGPC142597,28-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,732.78
MODGPC142598,28-Apr-16,Utilities, UTILITIES/ELEC/GAS/H2O/SANI,791.86
MODGPC142599,28-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,690.24
MODGPC142600,28-Apr-16,Medical, OPTICIANS,510
