Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Learning and Dev - CS Skills,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,CAPITA BUSINESS SERVICES LTD,59034,186.00,K&I Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,59195,995.76,F&C Devolved Admin-Gas,WD17 1JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,59476,2477.33,Abbey Orchard Street-Gas,WD17 1JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Stationery,Economics & Markets - International Trade & Export Control,XMA LTD,60492,39.46,E&M Devolved Admin-Stationery,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,60965,100.00,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,60965,21199.03,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/01/2015,Accommodation & Building Management,Finance & Commercial Group - Estates,SKILLS FUNDING AGENCY,62288,21460.00,F&C Devolved Admin-Accommodation & Building Management,CV1 2WT,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Learning and Dev - CS Skills,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,63059,3130.00,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,63304,937.99,F&C Devolved Admin-Gas,WD17 1JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,PARITY PROFESSIONALS LTD,63814,4218.00,F&C Devolved Admin-Central Telecommunications Services,EC2A 3DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Senior Civil Service Training,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,64135,8550.00,BLG Devolved Admin-Senior Civil Service Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/01/2015,Training And Development Expenditure,Office of Manpower Economics - Office of Manpower Economics,CAPITA BUSINESS SERVICES LTD,64148,126.00,OME Devolved Admin-Training And Development Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,64149,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Reprographic Services,Shareholder Executive - Business Portfolio,SERVICE GRAPHICS LTD,64175,797.85,ShEx Devolved Admin-Reprographic Services,B98 9EY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2015,Training And Development Expenditure,Enterprise & Skills Group - Better Regulation Delivery Office,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH (CIEH),64375,1025.00,E&S Devolved Admin-Training And Development Expenditure,SE1 8DJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Reprographic Services,Shareholder Executive - Business Portfolio,SERVICE GRAPHICS LTD,64548,180.00,ShEx Devolved Admin-Reprographic Services,B98 9EY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Leadership & People Management,Enterprise & Skills Group - Vocational Education Directorate,CIVIL SERVICE COLLEGE LTD,64567,550.00,E&S Devolved Admin-Leadership & People Management,SW1H 9BU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,CABLE & WIRELESS UK (ACQUIRED BY VODAFONE),64637,7.64,F&C Devolved Admin-Central Telecommunications Services,MK3 5JP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,COMPANIES HOUSE,64646,600.20,F&C Devolved Admin-Central Telecommunications Services,CF14 3UZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/01/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),64719,6478.91,NEWTON FUND - Malaysia-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,FCO/COI Dispatches,Finance & Commercial Group - Information and Technology Directorate,FCO SERVICES,64929,13443.27,F&C Devolved Admin-FCO/COI Dispatches,MK19 7BH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Leadership & People Management,"People, Strategy and Higher Education - Human Resources",CAPITA BUSINESS SERVICES LTD,65181,3215.00,PSHE Non Devolved Admin-Leadership & People Management,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2015,ICT Infrastructure Specific Service,Finance & Commercial Group - Modernisation Fund and Shared Services,INSIGHT DIRECT (UK) LTD,65282,480.60,F&C Devolved Admin-ICT Infrastructure Specific Service,UB8 1PH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2015,ICT Infrastructure Specific Service,Finance & Commercial Group - Modernisation Fund and Shared Services,INSIGHT DIRECT (UK) LTD,65284,4325.40,F&C Devolved Admin-ICT Infrastructure Specific Service,UB8 1PH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/01/2015,Recruitment Advice and Services,Economics & Markets - International Trade & Export Control,ADECCO UK LTD,65336,332.08,BLG Devolved Admin-Recruitment Advice and Services,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/01/2015,Economic Consultancy & Research,Economics & Markets - International Trade & Export Control,DATABUILD RESEARCH AND SOLUTIONS LTD,66176,19787.50,E&M Devolved Admin-Economic Consultancy & Research,B1 2JR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,66414,1525.70,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,66417,75.75,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,66417,20115.70,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,66419,23.06,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,66419,6603.98,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/01/2015,Reprographic Services,Business & Local Growth - Europen Reform,WILLIAMS LEA LTD,66847,3699.85,BLG Devolved Admin-Reprographic Services,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/01/2015,Hire of Agency Staff,Finance & Commercial Group - Modernisation Fund and Shared Services,PARITY PROFESSIONALS LTD,66903,2268.00,F&C Devolved Admin-Hire of Agency Staff,EC2A 3DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/01/2015,Hire of Agency Staff,Finance & Commercial Group - Modernisation Fund and Shared Services,PARITY PROFESSIONALS LTD,66904,10584.00,F&C Devolved Admin-Hire of Agency Staff,EC2A 3DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/01/2015,Hire of Agency Staff,Finance & Commercial Group - Modernisation Fund and Shared Services,PARITY PROFESSIONALS LTD,66905,18900.00,F&C Devolved Admin-Hire of Agency Staff,EC2A 3DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/01/2015,Hire of Agency Staff,Finance & Commercial Group - Modernisation Fund and Shared Services,PARITY PROFESSIONALS LTD,66907,10877.52,F&C Devolved Admin-Hire of Agency Staff,EC2A 3DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67074,7602.96,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Other Allowances,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,67074,23.88,BLG Devolved Admin-Other Allowances,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/01/2015,External Legal Advice and Service,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,JAMES CORNWELL,67390,1383.33,K&I Devolved Admin-External Legal Advice and Service,EC4Y 7EQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/01/2015,External Legal Advice and Service,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,JAMES CORNWELL,67390,2000.00,K&I Devolved Admin-External Legal Advice and Service,EC4Y 7EQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,UKSBS - Service Costs,Finance & Commercial Group - UK Shared Business Services,UK SHARED BUSINESS SERVICES LTD,67532,917999.96,F&C Devolved Admin-UKSBS - Service Costs,SN2 1FF,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,PARITY PROFESSIONALS LTD,67920,4884.00,F&C Devolved Admin-Central Telecommunications Services,EC2A 3DR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/01/2015,Computer Consumables,Finance & Commercial Group - Information and Technology Directorate,XMA LTD,68230,44928.00,F&C Devolved Admin-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Learning and Dev - CS Skills,Legal Services - Legal Services,CAPITA BUSINESS SERVICES LTD,68772,347.00,Legal Services Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Learning and Dev - CS Skills,Legal Services - Legal Services,CAPITA BUSINESS SERVICES LTD,68777,180.00,Legal Services Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Learning and Dev - CS Skills,Business & Local Growth - Advanced Manufacturing Services,CAPITA BUSINESS SERVICES LTD,68778,126.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/01/2015,HR Training Educat Consultcy,Knowledge & Innovation Group - International Knowledge and Innovation,CAPITA BUSINESS SERVICES LTD,68795,268.00,K&I Devolved Admin-HR Training Educat Consultcy,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Learning and Dev - CS Skills,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,CAPITA BUSINESS SERVICES LTD,68801,3215.00,K&I Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/01/2015,Printing,Finance & Commercial Group - Information and Technology Directorate,CGI IT UK LTD,69271,4224.00,F&C Devolved Admin-Printing,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2015,Refuse Disposals,Finance & Commercial Group - Estates,RESTORE SHRED LTD,69938,40.00,F&C Devolved Admin-Refuse Disposals,TS18 2LS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,FCO/COI Dispatches,Finance & Commercial Group - Information and Technology Directorate,FCO SERVICES,69964,2965.60,F&C Devolved Admin-FCO/COI Dispatches,MK19 7BH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2015,Clearing Account - Cost - Leasehold Improvements,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,70064,28323.47,BIS Infrastructure Maintenanc-Clearing Account - Cost - Leasehold Improvements,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/01/2015,Hire of Agency Staff,Business & Local Growth - Advanced Manufacturing Services,BROOK STREET (UK) LTD,70124,733.58,BLG Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/01/2015,Computer Consumables,Finance & Commercial Group - Information and Technology Directorate,XMA LTD,70313,40478.85,F&C Devolved Admin-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,70405,-47180.16,F&C Devolved Admin-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,70405,-100.53,F&C Devolved Admin-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70477,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/01/2015,Learning and Dev - CS Skills,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,70479,662.00,PSHE Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70482,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70484,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70498,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70501,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70511,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70513,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70516,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2015,Professional Training,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,70520,47.56,E&S Devolved Admin-Professional Training,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,70613,1520.59,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Other Allowances,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,70613,73.44,BLG Devolved Admin-Other Allowances,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/01/2015,Learning and Dev - CS Skills,Enterprise & Skills Group - Better Regulation Delivery Office,G4S SPECIALIST TRAINING (UK) LTD,70710,960.30,E&S Devolved Admin-Learning and Dev - CS Skills,HR1 4DF,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/01/2015,Meals,Knowledge & Innovation Group - DG/Finance & Corporate Planning,QUANTUM PROPERTY PARTNERSHIP,70738,201.18,K&I Devolved Admin-Meals,BS16 7FR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/01/2015,Furniture,Shareholder Executive - British Business Bank,DL STORAGE HANDLING LTD,70898,525.00,Central Functions-Furniture,S9 2RX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,71001,1472.20,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,COMPANIES HOUSE,71060,616.31,F&C Devolved Admin-Central Telecommunications Services,CF14 3UZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/01/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,COMPANIES HOUSE,71061,602.42,F&C Devolved Admin-Central Telecommunications Services,CF14 3UZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,Q-PARK LTD,71156,21.48,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,LS2 8LW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,Q-PARK LTD,71156,1014.49,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,LS2 8LW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Other IT Consultancy,Enterprise & Skills Group - Enterprise Directorate,ACUMA SOLUTIONS LTD,71269,18124.75,Business Support Integration-Other IT Consultancy,M23 9BE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Other IT Consultancy,Enterprise & Skills Group - Enterprise Directorate,ACUMA SOLUTIONS LTD,71269,42708.98,Business Support Integration-Other IT Consultancy,M23 9BE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/01/2015,Hire of Agency Staff,Business & Local Growth - Advanced Manufacturing Services,BROOK STREET (UK) LTD,71275,635.02,BLG Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Hire of Interim Managers,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,71415,1900.74,BLG Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,71425,220.51,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/01/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,71425,57335.16,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/01/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),71427,1926.15,Graduate Opportunities Development Fund-Advertising,W1W 7RT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/01/2015,Marketing and Media,Enterprise & Skills Group - Vocational Education Directorate,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),71427,17775.00,Graduate Opportunities Development Fund-Marketing and Media,W1W 7RT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/01/2015,Stationery,Economics & Markets - International Trade & Export Control,BRADY CORPORATION LTD,71513,1234.74,ECO - Non Proliferation Awareness Seminars-Stationery,OX16 3JU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2015,Training And Development Expenditure,Enterprise & Skills Group - Better Regulation Delivery Office,CAPITA BUSINESS SERVICES LTD,71722,65.00,E&S Devolved Admin-Training And Development Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/01/2015,Learning and Dev - CS Skills,Business & Local Growth - BIS Local,CAPITA BUSINESS SERVICES LTD,71725,3215.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/01/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,71782,75.96,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/01/2015,Recruitment Advice and Services,Finance & Commercial Group - Information and Technology Directorate,CAPITA RESOURCING LTD,71899,18516.00,F&C Devolved Admin-Recruitment Advice and Services,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/01/2015,Facilities Management Contract,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,71948,24478.70,F&C Devolved Admin-Facilities Management Contract,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/01/2015,Maintenance,Finance & Commercial Group - Estates,EC HARRIS SOLUTIONS LTD,71965,59545.44,F&C Devolved Admin-Maintenance,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/01/2015,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,CAPITA RESOURCING LTD,71990,36328.51,F&C Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/01/2015,Grant-In-Aid to Arms Length Bodies,Economics & Markets - Labour Market,ACAS,72071,3750000.00,ACAS Non-Budget-Grant-In-Aid to Arms Length Bodies,NW1 3JJ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/01/2015,Hire of Agency Staff,Business & Local Growth - Advanced Manufacturing Services,BROOK STREET (UK) LTD,72301,883.49,BLG Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
