Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,30/03/2015,Contractor/Staff Substitution,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90187223,"1,774.68",adjustment charge,GU21 6QX,LARGE,,,Programme
Department of Health,Department of Health,31/03/2015,Outsourcing Contract,DG: ERD,NHS EMPLOYERS LTD,14204,"117,678.25",Core Contract Quarter 1 April-June,LS10 1JR,SME,,,Programme
Department of Health,Department of Health,31/03/2015,Outsourcing Contract,DG: ERD,IPSOS MORI UK LTD,15000611,"26,300.00",Migrant Access Programme's Formative Evaluation,HA1 1PT,LARGE,,,Programme
Department of Health,Department of Health,31/03/2015,Consultancy/Professional Advice,DG: ERD,ATOS IT SOLUTIONS AND SERVICES LTD,5584181495,"108,158.00",Cost Recovery Programme - Cost Recovery Support Team (CRST) Workstream A,WS11 0JA,LARGE,,,Programme
Department of Health,Department of Health,01/03/2015,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,100030062,"27,974.00",Small changes to BMS  for2014/15 as per MWO Number: DHBMS.031.01/14,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,03/03/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,LONDON AND REGIONAL PROPERTIES LTD,53938980,"1,511,906.00",Skipton House - Annual Rent (Property Ref:194646) ,W1U 7DA,LARGE,,,Admin
Department of Health,Department of Health,03/03/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,MAPELEY BETA ACQ LTD C/O FI REAL ESTATE MANAGEMENT LTD,66368804,"84,625.00",Premier House - Accommodation Charges - Rent FY2014 - 2015 ,SE1 0TA,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00363836RI,"22,112.70",DH - Provision of Variable Works at Various DH Buildings Apr 14 - Mar 15 (SKH / RH / WEL / PRH / BLH Building Maintenance) 01/10/2014 to 31-03-2015,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00363836RI,"89,094.21",DH - Provision of Variable Works at Various DH Buildings Feb 2015 - Mar 2015 (SKH / RH / WEL / PRH / BLH Building Maintenance) - (Increase PO518137),SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00363840RI,"81,233.92",Wellington House - Undertake Upgrade works to Lift LAM 131.,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00363841RI,"81,233.92",Wellington House - Undertake Upgrade works to Lift LAM 130.,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00363842RI,"114,000.00",Richmond House - Lift T3 upgrade and enhancement,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00363843RI,"114,000.00",Richmond House - Lift T2 upgrade and enhancement,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00363844RI,"101,192.56",Wellington House – Façade - Right Hand Cornice Frame enhancement and General Renewal / new Features.,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - IT,DG: GOAD,COMPUTACENTER UK LTD,3880429095,"6,753.60",DH - Plantronics Black Wire C325-M,AL10 9TW,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - IT,DG: GOAD,COMPUTACENTER UK LTD,3880429095,"3,069.60",DH - Plantronics Black Wire C315-M,AL10 9TW,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - IT,DG: GOAD,COMPUTACENTER UK LTD,3880429095,"18,928.80","DH - Apple ipad Air WiFi + Cellular - Tablet - 16GB - 9.7"" IPS (2048 x 1536) - rear camera + front camera - WiFi, Bluetooth - 4G - space grey (without contract)",AL10 9TW,LARGE,,,Admin
Department of Health,Department of Health,04/03/2015,Addition Clearing - SW LIC,DG: GOAD,Optevia Ltd,DfH013,"46,410.00",CRM Consultancy and Project Management Resources for extended Project Plan,ME18 5JH,SME,,,Admin
Department of Health,Department of Health,05/03/2015,Rates,DG: GOAD,LAMBETH LONDON BOROUGH COUNCIL,15/4,"130,103.00",Wellington House -  Business Rates  Ref:325683913,SW2 1RW,PUBLIC,,,Admin
Department of Health,Department of Health,09/03/2015,Other programme expenditure,DG: GOAD,NHS PROPERTY SERVICES LTD,1947401265QCI (RENAL SERVICES),"40,000.00",,SE1 6LH,PUBLIC,,,Programme
Department of Health,Department of Health,09/03/2015,Utilities,DG: GOAD,EDF ENERGY PLC,7567210000/000000087189,"26,572.34",Richmond House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,LARGE,,,Admin
Department of Health,Department of Health,09/03/2015,Utilities,DG: GOAD,EDF ENERGY PLC,8177210000/000000066297,"37,490.74",Skipton House - Electricity Charges From April 2014 - March 2015,SW1E 5JL,LARGE,,,Admin
Department of Health,Department of Health,09/03/2015,Other programme expenditure,DG: GOAD,NHS ENGLAND CBA033,CMBRDG ACS SRGY,"137,859.40",,,PUBLIC,,,Programme
Department of Health,Department of Health,11/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00361207RI,"38,449.46",Building Maintenance Costs,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,11/03/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00361207RI,"21,923.22",Cleaning Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,11/03/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00361207RI,"13,060.08",FM Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,11/03/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00361207RI,"28,817.96",Security Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,11/03/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5027621,"684,780.39",Quarry House Leeds - Accomm. FUP Rent Charge ,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,11/03/2015,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5027621,"3,371.51",Quarry House Leeds - Prime Variable Charge Recovery (Water),FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,12/03/2015,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,100025044,"43,670.40",Data Archive Build and Set-Up costs.,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,12/03/2015,Professional fees,DG: GOAD,Government Legal Department,411985,"69,352.63",TSol monthly fee charge for professional work  - VAT recoverable,WC2B 4TS,PUBLIC,,,Admin
Department of Health,Department of Health,12/03/2015,Professional fees,DG: GOAD,Government Legal Department,415256,"90,687.92",TSol monthly fee charge for professional work  - VAT recoverable,WC2B 4TS,PUBLIC,,,Admin
Department of Health,Department of Health,12/03/2015,Professional fees,DG: GOAD,Government Legal Department,415319,"27,678.25",TSol monthly fee charge for professional work  - VAT recoverable,WC2B 4TS,PUBLIC,,,Admin
Department of Health,Department of Health,12/03/2015,Addition Clearing - IT,DG: GOAD,VODAFONE CORPORATE LTD,451169,"1,440.00",Patch leads ( PO 512251),RG14 5FF,LARGE,,,Admin
Department of Health,Department of Health,12/03/2015,Addition Clearing - IT,DG: GOAD,VODAFONE CORPORATE LTD,451169,"30,928.80",WI FI Implementation RH & WH,RG14 5FF,LARGE,,,Admin
Department of Health,Department of Health,12/03/2015,Addition Clearing - IT,DG: GOAD,VODAFONE CORPORATE LTD,451169,"33,595.63","Wall mounted Wireless Access Points, and additional switches.",RG14 5FF,LARGE,,,Admin
Department of Health,Department of Health,12/03/2015,Telephone costs,DG: GOAD,VODAFONE CORPORATE LTD,451169,"3,147.60",WI FI Implementation RH & WH - Maintenance PO 512251,RG14 5FF,LARGE,,,Admin
Department of Health,Department of Health,13/03/2015,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2925206,"37,471.16",Quarry House Leeds - Utilities (Gas/Electricity) ,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,13/03/2015,Rates,DG: GOAD,LAMBETH LONDON BOROUGH COUNCIL,36080133135016/11/03/2015,"36,636.00",Wellington House - Business Rates for FY15/16 ,SW2 1RW,PUBLIC,,,Admin
Department of Health,Department of Health,13/03/2015,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584178755,"38,470.80",WR0252-02: DH and Small ALBs Managed Print Proposal,WS11 0JA,LARGE,,,Admin
Department of Health,Department of Health,13/03/2015,Rates,DG: GOAD,LEEDS CITY COUNCIL,901349235/02/03/2015,"73,580.25","Blenheim House Pt Grd, 1st, 2nd & 3rd Floors -Business Rates FY15/16 - Ref:90319235",LS1 1UR,PUBLIC,,,Other
Department of Health,Department of Health,13/03/2015,Other programme expenditure,DG: GOAD,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,SALARY RECHARGE J JACKSON,"65,117.65",,LS1 6AE,PUBLIC,,,Programme
Department of Health,Department of Health,16/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00364972RI,"24,838.89",Variation 37 - Maple Street - FM extension,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365106RI,"7,250.17",Building Maintenance Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365106RI,"4,526.33",Cleaning Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365106RI,"7,518.17",FM Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365106RI,"1,623.83",Security Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365110RI,"57,066.43",Building Maintenance Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365110RI,"11,055.48",FM Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365111RI,"46,676.45", Building Maintenance Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365111RI,"22,528.31",Cleaning Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365111RI,"13,007.45",FM Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365111RI,"29,340.24",Security Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365112RI,"49,138.93",Building Maintenance Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365112RI,"29,049.98",Cleaning Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365112RI,"26,261.22",FM Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365112RI,"47,483.26",Security Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365113RI,"38,449.46",Building Maintenance Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365113RI,"21,923.22",Cleaning Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365113RI,"13,060.08",FM Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365113RI,"28,817.96",Security Costs ,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00365115RI,"33,717.46",Care Quality Commission (CQC) --Building Maintenance,SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,17/03/2015,Rates,DG: GOAD,SOUTHWARK LONDON BOROUGH COUNCIL,NN25560080000001-05MARCH2015,"559,170.00",Skipton House - Business Rates FY2015 / 2016   - Ref: Acct 6323717.,SE17 1RX,PUBLIC,,,Admin
Department of Health,Department of Health,18/03/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,DS101I-050787-1/4/15,"130,500.00","Blenheim House - Part Grd, 1st & 2nd Floors - Rental ",M2 2FE,LARGE,,,Other
Department of Health,Department of Health,18/03/2015,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,DS101I-050787-1/4/15,"47,412.12","Blenheim House - Part Grd, 1st & 2nd Floors - Service Charge ",M2 2FE,LARGE,,,Other
Department of Health,Department of Health,19/03/2015,Rates,DG: GOAD,READING BOROUGH COUNCIL,51134617-15.03.2015,"32,390.10",Premier House - Business Rates FY15/16 due on Apr-Jun -Ref:51134617,RG1 7TD,PUBLIC,,,Admin
Department of Health,Department of Health,20/03/2015,Outsourcing Contract,DG: GOAD,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12670264,"26,679.80",Assurance of PBT informatics work stream,LS1 6AE,PUBLIC,,,Admin
Department of Health,Department of Health,20/03/2015,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584178757,"34,743.32",WR0576: Contact Replacement Project Support,WS11 0JA,LARGE,,,Admin
Department of Health,Department of Health,20/03/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584178766,"46,996.00",WRF484 Gosport Support Resources,WS11 0JA,LARGE,,,Admin
Department of Health,Department of Health,20/03/2015,Other programme expenditure,DG: GOAD,NHS ENGLAND CBA033,BOOK TRANSFER/20/3/15,"8,561,688.18",,,PUBLIC,,,Programme
Department of Health,Department of Health,23/03/2015,Rates,DG: GOAD,LAMBETH LONDON BOROUGH COUNCIL,325683913-11/03/2015,"330,885.00",Wellington House - Business Rates  - - Ref 325683913,SW2 1RW,PUBLIC,,,Admin
Department of Health,Department of Health,23/03/2015,Rates,DG: GOAD,WESTMINSTER CITY COUNCIL,400871826-16/03/2015,"507,870.00",Richmond House - Business Rates - Ref 400871826,WC2N 6NU,PUBLIC,,,Admin
Department of Health,Department of Health,23/03/2015,Professional fees,DG: GOAD,Government Legal Department,412865,"90,598.92",TSol monthly fee charge for professional work  - VAT recoverable,WC2B 4TS,PUBLIC,,,Admin
Department of Health,Department of Health,23/03/2015,Outsourcing Contract,DG: GOAD,XEROX BUSINESS SERVICES,900129093,"114,823.20",Xerox - Contract Transtition Costs add to PO 513560,UB8 1HS,LARGE,,,Admin
Department of Health,Department of Health,24/03/2015,Policy Payments,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,18000047952014,"33,256.58",Corporate Fast Stream Funding - 2014/15,BN12 4XH,PUBLIC,,,Admin
Department of Health,Department of Health,24/03/2015,Hire of external accommodation,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2925608,"223,900.00",DWP Legal Services Accommodation at Caxton House Q2-Q4 2014-15,FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,24/03/2015,Professional fees,DG: GOAD,Government Legal Department,AH1828,"90,000.00",TSol monthly fee charge for professional work - VAT recoverable,WC2B 4TS,PUBLIC,,,Admin
Department of Health,Department of Health,26/03/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00367041RI,"93,240.84",DH - Provision of Variable Works at Various DH Buildings Feb 2015 - Mar 2015 (SKH / RH / WEL / PRH / BLH Building Maintenance) - (Increase PO518137),SO53 3YE,LARGE,,,Admin
Department of Health,Department of Health,26/03/2015,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584181058,"33,120.00",WR0252-02: DH and Small ALBs Managed Print Proposal,WS11 0JA,LARGE,,,Admin
Department of Health,Department of Health,26/03/2015,Capital Grants to non-profit institutions,DG: GOAD,MARIE CURIE CANCER CARE,ERS-536694-102641,"78,017.00",S64 Capital Grant -West Mids Hospice Development Final Building Costs,SE1 7TP,VCS,,,Programme
