Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2015,Maintenance,Finance & Commercial Group - Estates,WATERCOOLERS SOUTHERN LTD T/A JUST GULP,64420,-54.00,F&C Devolved Admin-Maintenance,TN12 9QJ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),64516,81.00,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),64516,961.92,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2015,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,CAPITA RESOURCING LTD,65147,2996.28,F&C Devolved Admin-Other IT Consultancy,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,66798,-43326.52,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,66799,-35728.11,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,66802,-50315.87,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,66802,-200.00,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,67143,954.72,ShEx Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2015,UKSBS - Service Costs,Finance & Commercial Group - UK Shared Business Services,UK SHARED BUSINESS SERVICES LTD,67535,252416.66,F&C Devolved Admin-UKSBS - Service Costs,SN2 1FF,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2015,UKSBS - Service Costs,Finance & Commercial Group - UK Shared Business Services,UK SHARED BUSINESS SERVICES LTD,67539,252416.66,F&C Devolved Admin-UKSBS - Service Costs,SN2 1FF,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2015,Purchase of Intangible Software,Business & Local Growth - Regional Growth,GOTHAM DIGITAL SCIENCE LTD,67752,3420.00,BLG Devolved Admin-Purchase of Intangible Software,WC2B 5PN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Stationery,Business & Local Growth - Office for Life Sciences,BANNER BUSINESS SERVICES LTD,68223,77.93,E&S Devolved Admin-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,70196,-1700.00,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,70196,4675.00,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/03/2015,ICT Infrastructure Specific Service,Finance & Commercial Group - Modernisation Fund and Shared Services,FCO SERVICES,71267,80047.57,F&C Devolved Admin-ICT Infrastructure Specific Service,MK19 7BH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2015,UKSBS - Service Costs,Finance & Commercial Group - UK Shared Business Services,UK SHARED BUSINESS SERVICES LTD,71472,252416.66,F&C Devolved Admin-UKSBS - Service Costs,SN2 1FF,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Telecoms Equipment,Knowledge & Innovation Group - International Knowledge and Innovation,DAISY COMMUNICATIONS LTD,71779,63.94,K&I Devolved Admin-Telecoms Equipment,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,71781,35.99,F&C Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,71781,-23.99,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,71781,35.99,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,71786,31.97,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),72092,13.50,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),72092,60.44,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),72145,-70.90,Apprenticeships Marketing-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),72145,141.80,Apprenticeships Marketing-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),72145,-72605.18,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),72145,145210.36,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,72493,185.30,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2015,ICT Infrastructure Specific Service,Finance & Commercial Group - Modernisation Fund and Shared Services,FCO SERVICES,72956,80047.57,F&C Devolved Admin-ICT Infrastructure Specific Service,MK19 7BH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),73449,19.96,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/03/2015,Furniture,Shareholder Executive - British Business Bank,SENATOR INTERNATIONAL LTD,73491,-866.30,Central Functions-Furniture,BB5 5YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Maintenance of IT Equipment,Finance & Commercial Group - Information and Technology Directorate,CGI IT UK LTD,74059,44264.07,F&C Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,74499,-1530.02,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,74499,4207.54,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,74526,9447.33,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,74526,20313.97,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Stationery,Business & Local Growth - Office for Life Sciences,BANNER BUSINESS SERVICES LTD,74597,28.14,E&S Devolved Admin-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2015,Other Staff Costs,"People, Strategy and Higher Education - Human Resources",BROOK STREET (UK) LTD,74887,379.52,PSHE Devolved Admin-Other Staff Costs,AL1 4ZX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2015,Reprographic Services,Enterprise & Skills Group - Better Regulation Executive (BRE),WILLIAMS LEA LTD,75285,984.18,E&S Devolved Admin-Reprographic Services,WF6 1TN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,GFK NOP LTD,75293,14200.00,VE Strategy-Advertising,SE1 9UL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,75769,35.99,F&C Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,75769,-23.99,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,75769,35.99,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2015,Interest Payable - CG - Late Payments,Business & Local Growth - Regional Growth,REPORTLAB EUROPE LTD,75781,474.00,BLG Devolved Admin-Interest Payable - CG - Late Payments,SW19 4NG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2015,Purchase of Intangible Software,Business & Local Growth - Regional Growth,REPORTLAB EUROPE LTD,75781,720.00,BLG Devolved Admin-Purchase of Intangible Software,SW19 4NG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,QUESTMARK LTD,76397,18270.00,F&C Devolved Admin-Central Telecommunications Services,NG10 4LS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/03/2015,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,76920,3197.96,F&C Devolved Admin-Gas,WD17 1JW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),76952,19.96,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/03/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),77042,47.12,Apprenticeships Marketing-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/03/2015,Advertising,Enterprise & Skills Group - Vocational Education Directorate,M4C (A DIVISION OF GROUPM UK LTD),77042,48197.23,VE Strategy-Advertising,WC1R 4HQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2015,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,CAPITA BUSINESS SERVICES LTD,77061,1093.43,F&C Devolved Admin-Other IT Consultancy,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2015,Consultancy Expenditure,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA BUSINESS SERVICES LTD,77061,977.26,PSHE Devolved Admin-Consultancy Expenditure,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Learning and Dev - CS Skills,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,77379,190.24,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2015,Learning and Dev - CS Skills,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,78015,67.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2015,Learning and Dev - CS Skills,Business & Local Growth - Regional Growth,CAPITA BUSINESS SERVICES LTD,78015,212.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/03/2015,Recruitment Advice and Services,Economics & Markets - International Trade & Export Control,ADECCO UK LTD,78152,332.08,BLG Devolved Admin-Recruitment Advice and Services,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/03/2015,Recruitment Advice and Services,Enterprise & Skills Group - Enterprise Directorate,CAPITA RESOURCING LTD,78162,1971.06,Business Support Integration-Recruitment Advice and Services,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2015,Learning and Dev - CS Skills,Business & Local Growth - BIS Local,CAPITA BUSINESS SERVICES LTD,78211,1567.00,BLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,78395,5.24,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,78395,9654.68,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,78395,74856.74,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,78397,7.86,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,78397,1788.13,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,78397,6249.28,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,78397,7095.40,F&C Devolved Admin-Central Telecommunications Services,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/03/2015,Recruitment Advice and Services,Economics & Markets - International Trade & Export Control,ADECCO UK LTD,78533,332.08,BLG Devolved Admin-Recruitment Advice and Services,WD6 1HY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/03/2015,Recruitment Advice and Services,Finance & Commercial Group - Projects & Commercial Directorate,CAPITA RESOURCING LTD,79082,1632.00,F&C Devolved Admin-Recruitment Advice and Services,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Gas,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,79103,152.09,F&C Devolved Admin-Gas,TS19 1JA,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Water,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,79103,105.81,F&C Devolved Admin-Water,TS19 1JA,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2015,Service Charges,Finance & Commercial Group - Information and Technology Directorate,FIVIUM LTD,79156,23281.00,F&C Devolved Admin-Service Charges,WC2E 9EZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2015,Due Diligence Costs,Enterprise & Skills Group - Enterprise Directorate,COMPANIES HOUSE,79216,3.99,Enterprise Directorate Priority Projects-Due Diligence Costs,CF14 3UZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/03/2015,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,BLAZIE ENGINEERING LTD,79260,12000.00,F&C Devolved Admin-Other IT Consultancy,MK9 2UB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2015,Learning and Dev - CS Skills,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,79298,108.70,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,79559,1.22,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,79559,3367.16,LSC Properties-Electricity,PL3 5XQ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/03/2015,Advertising,Government Office for Science -  Government Office for Science,TRIBAL EDUCATION LTD,79757,2100.00,Other Devolved Admin-Advertising,S2 4AN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/03/2015,Media and Design Services,"People, Strategy and Higher Education - Communications Directorate",GORKANA GROUP LTD,79837,10153.83,PSHE Devolved Admin-Media and Design Services,EC1Y 8QE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2015,Learning and Dev - CS Skills,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,79938,47.56,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,79980,52.19,F&C Devolved Admin-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2015,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,79980,2740.56,LSC Properties-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Business Rates,Business & Local Growth - Europen Reform,Department of Energy & Climate Change,79998,1527.00,BLG Devolved Admin-Business Rates,YO1 7PX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Business Rates,Business & Local Growth - Europen Reform,Department of Energy & Climate Change,79998,1862.49,BLG Devolved Admin-Business Rates,YO1 7PX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Business Rates,Business & Local Growth - Europen Reform,Department of Energy & Climate Change,79998,-250.00,EU Expertise: General Costs-Business Rates,YO1 7PX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Business Rates,Business & Local Growth - Europen Reform,Department of Energy & Climate Change,79998,328.50,EU Expertise: General Costs-Business Rates,YO1 7PX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2015,Hire of Agency Staff,"People, Strategy and Higher Education - Human Resources",BROOK STREET (UK) LTD,80001,302.76,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,80003,35.99,F&C Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,80003,-23.99,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2015,Telecoms,Legal Services - Legal Services,DAISY COMMUNICATIONS LTD,80003,35.99,Legal Services Admin-Telecoms,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/03/2015,Recruitment Advice and Services,Economics & Markets - International Trade & Export Control,ADECCO UK LTD,80004,336.20,BLG Devolved Admin-Recruitment Advice and Services,B37 7YE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/03/2015,Consultancy Expenditure,"People, Strategy and Higher Education - Human Resources",BROOK STREET (UK) LTD,80006,373.40,PSHE Devolved Admin-Consultancy Expenditure,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/03/2015,Hire of Agency Staff,"People, Strategy and Higher Education - Human Resources",BROOK STREET (UK) LTD,80006,-248.94,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/03/2015,Hire of Agency Staff,"People, Strategy and Higher Education - Human Resources",BROOK STREET (UK) LTD,80006,373.40,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
