Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,"Pension, Disability Carers Services",30/06/2011,ACCOMMODATION,PENSIONS & DISABILITY CARERS SERVICE,TELEREAL TRILLIUM,2021576349,"£2,439,311"
Department for Work and Pensions,Employment Programmes,29/06/2011,REMPLOY,WWEG EMPLOYMENT PROGRAMMES,REMPLOY LTD,2021556377,"£2,350,000"
Department for Work and Pensions,Employment Programmes,24/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,SALFORD CITY  COUNCIL,2021486681,"£2,317,650"
Department for Work and Pensions,Corporate,14/06/2011,FND,CORPORATE IT,HP ENTERPRISE SERVICES UK LTD,2021302214,"£2,172,519"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,ACCOMMODATION,JOBCENTRE PLUS,TELEREAL TRILLIUM,2021576349,"£2,069,104"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,A4E LTD,2021572271,"£1,887,339"
Department for Work and Pensions,Corporate,21/06/2011,Other ,CORPORATE AND SUPPORT SERVICES,THE BOARD OF THE PENSION PROTECTION FUND AS FAS SCHEME MANAGER,1004874,"£1,878,000"
Department for Work and Pensions,European Social Fund,01/06/2011,FND,WWEG EUROPEAN SOCIAL FUND,LONDON SKILLS FUNDING AGENCY,5000000585,"£1,872,726"
Department for Work and Pensions,Jobcentre Plus,14/06/2011,AOS CONTRACTED OUT SERVICES,JOBCENTRE PLUS,BALFOUR BEATTY WORKPLACE LTD,2021299403,"£1,857,537"
Department for Work and Pensions,Jobcentre Plus,07/06/2011,CONTRACTED OUT SERVICES,JOBCENTRE PLUS,DEPARTMENT FOR SOCIAL DEVELOPMENT,1004820,"£1,845,785"
Department for Work and Pensions,"Pension, Disability Carers Services",16/06/2011,Accommodation Costs,PENSIONS & DISABILITY CARERS SERVICE,HM REVENUE & CUSTOMS,2002646,"£1,834,027"
Department for Work and Pensions,Corporate,10/06/2011,FND,CORPORATE IT,HP ENTERPRISE SERVICES UK LTD,2021289082,"£1,813,927"
Department for Work and Pensions,Jobcentre Plus,17/06/2011,MEDICAL SERVICES,JOBCENTRE PLUS,ATOS HEALTHCARE,2021386199,"£1,768,288"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,ACCOMMODATION,JOBCENTRE PLUS,TELEREAL TRILLIUM,2021576351,"£1,695,743"
Department for Work and Pensions,Jobcentre Plus,06/06/2011,COMPUTER SERVICES,JOBCENTRE PLUS,ACCENTURE,2021194090,"£1,505,278"
Department for Work and Pensions,Corporate,17/06/2011,TELEPHONE AND POSTAGE,GROUP FINANCE,UK MAIL,2021390753,"£1,479,576"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,A4E LTD,2021187783,"£1,466,670"
Department for Work and Pensions,Jobcentre Plus,27/06/2011,MEDICAL SERVICES,JOBCENTRE PLUS,ATOS HEALTHCARE,2021488252,"£1,432,218"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,BUSINESS EMPLOYMENT SERVICES TRAINING LTD,2021572399,"£1,368,780"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,BUSINESS EMPLOYMENT SERVICES TRAINING LTD,2021187947,"£1,300,921"
Department for Work and Pensions,Jobcentre Plus,20/06/2011,COMPUTER SERVICES,JOBCENTRE PLUS,HP ENTERPRISE SERVICES UK LTD,2021394058,"£1,289,337"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,WORKING LINKS,2021192118,"£1,204,890"
Department for Work and Pensions,Corporate,08/06/2011,OTHER GOODS AND SERVICES,WWG SUMMARY,VALUATION OFFICE AGENCY,2002638,"£1,200,000"
Department for Work and Pensions,Corporate,16/06/2011,OTHER MAJOR CONTRACTS,GROUP FINANCE,SANTANDER,1004858,"£1,191,476"
Department for Work and Pensions,Employment Programmes,14/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,2021303192,"£1,187,482"
Department for Work and Pensions,Corporate,30/06/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021576349,"£1,181,467"
Department for Work and Pensions,Corporate,14/06/2011,CONTRACTED OUT SERVICES,GROUP FINANCE,XEROX UK LTD 3W,2021305981,"£1,158,250"
Department for Work and Pensions,Corporate,27/06/2011,FND,CORPORATE IT,BT GLOBAL SERVICES,2021488358,"£1,131,165"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021386164,"£1,077,916"
Department for Work and Pensions,Employment Programmes,14/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,NATIONAL SKILLS ACADEMY FOR SPORT & ACTIVE LEISURE,2021304234,"£1,073,550"
Department for Work and Pensions,Jobcentre Plus,22/06/2011,POSTAGE,JOBCENTRE PLUS,TNT UK LTD,2021472320,"£1,038,135"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,BIRMINGHAM CITY COUNCIL,2021307174,"£1,032,452"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2021390558,"£1,013,348"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,CAREERS DEVELOPMENT GROUP LTD,2021188206,"£978,862"
Department for Work and Pensions,Corporate,30/06/2011,TRADE DEBTORS,BALANCE SHEET PAYMENTS,TELEREAL TRILLIUM,2021576350,"£970,653"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,CALDER UK LTD,2021386557,"£969,432"
Department for Work and Pensions,Jobcentre Plus,21/06/2011,CONTRACTED OUT SERVICES,JOBCENTRE PLUS,CAPITA BUSINESS SERVICES LTD,2021397879,"£969,096"
Department for Work and Pensions,Jobcentre Plus,09/06/2011,APPS DEV,JOBCENTRE PLUS,ACCENTURE,2021280065,"£935,066"
Department for Work and Pensions,Corporate,20/06/2011,FND,CORPORATE IT,ACCENTURE UK LTD,2021392348,"£924,869"
Department for Work and Pensions,Corporate,07/06/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021207780,"£899,956"
Department for Work and Pensions,Corporate,14/06/2011,FND,CORPORATE IT,BT GLOBAL SERVICES,2021299428,"£888,507"
Department for Work and Pensions,Jobcentre Plus,15/06/2011,ACCOMMODATION,JOBCENTRE PLUS,TELEREAL TRILLIUM,2021374955,"£878,195"
Department for Work and Pensions,Corporate,07/06/2011,FND,CORPORATE IT,XEROX UK LTD 3W,2021208047,"£840,546"
Department for Work and Pensions,Jobcentre Plus,14/06/2011,Accommodation Costs,JOBCENTRE PLUS,HM REVENUE & CUSTOMS,2002642,"£833,893"
Department for Work and Pensions,Corporate,13/06/2011,TELEPHONE AND POSTAGE,GROUP FINANCE,ROYAL MAIL GROUP PLC,2021297171,"£832,712"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,CAREERS DEVELOPMENT GROUP LTD,2021572600,"£819,868"
Department for Work and Pensions,Jobcentre Plus,23/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,WORKING LINKS,2021480441,"£797,477"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,CITY OF GLASGOW,2021307222,"£789,476"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,SKILLS TRAINING UK LIMITED,2021390569,"£789,111"
Department for Work and Pensions,Employment Programmes,13/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,3SC,2021293283,"£785,700"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021390846,"£781,587"
Department for Work and Pensions,Corporate,27/06/2011,FND,CORPORATE IT,ATOS ORIGIN IT SERVICES UK LTD,2021488253,"£780,584"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021386164,"£768,954"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,DUDLEY MBC FUTURE SKILLS,2021388053,"£746,608"
Department for Work and Pensions,Corporate,13/06/2011,FND,CORPORATE IT,HP ENTERPRISE SERVICES UK LTD,2021295887,"£742,455"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021386164,"£732,711"
Department for Work and Pensions,European Social Fund,14/06/2011,FND,WWEG EUROPEAN SOCIAL FUND,NATIONAL OFFENDER MANAGEMENT SERVICES,5000000598,"£718,447"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,SENCIA LTD,2021576205,"£717,916"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,SENCIA LTD,2021191790,"£708,145"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021390846,"£697,742"
Department for Work and Pensions,Employment Programmes,28/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,2021497642,"£695,857"
Department for Work and Pensions,Corporate,08/06/2011,GRANTS IN AID,CORPORATE AND SUPPORT SERVICES,PENSION PROTECTION FUND,1004828,"£688,000"
Department for Work and Pensions,Corporate,10/06/2011,FND,CHANGE MANAGEMENT,HP ENTERPRISE SERVICES UK LTD,2021289082,"£687,160"
Department for Work and Pensions,Corporate,30/06/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021576349,"£684,686"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021390846,"£679,446"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,MAXIMUS EMPLOYMENT UK LTD,2021389610,"£668,739"
Department for Work and Pensions,"Pension, Disability Carers Services",10/06/2011,TEMPORARY (TEMP) STAFF COSTS,PENSIONS & DISABILITY CARERS SERVICE,CLUB 24 LTD T/A VENTURA,2021285924,"£654,102"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021386164,"£638,576"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2021576203,"£636,608"
Department for Work and Pensions,Employment Programmes,21/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,GROUNDWORK UK,2021400213,"£629,700"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,LIVERPOOL CITY COUNCIL,2021307323,"£625,683"
Department for Work and Pensions,"Pension, Disability Carers Services",14/06/2011,TEMPORARY (TEMP) STAFF COSTS,PENSIONS & DISABILITY CARERS SERVICE,CLUB 24 LTD T/A VENTURA,2021299865,"£624,393"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021386164,"£614,416"
Department for Work and Pensions,Corporate,07/06/2011,AOS CONTRACTED OUT SERVICES,SHARED SERVICES,DEPARTMENT OF TRANSPORT,2021201138,"£609,685"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2021390553,"£598,373"
Department for Work and Pensions,"Pension, Disability Carers Services",21/06/2011,CONTRACTED OUT SERVICES,PENSIONS & DISABILITY CARERS SERVICE,CAPITA BUSINESS SERVICES LTD,2021397879,"£595,687"
Department for Work and Pensions,Corporate,10/06/2011,FND,CHANGE MANAGEMENT,ACCENTURE,2021285416,"£594,847"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,CAREERS DEVELOPMENT GROUP,2021572599,"£593,817"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,EOS WORKS LIMITED,2021388162,"£588,434"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2021388518,"£587,832"
Department for Work and Pensions,Corporate,07/06/2011,MISCELLANEOUS EXPENDITURE,WWG SUMMARY,INDEPENDENT LIVING FUND,1004821,"£580,000"
Department for Work and Pensions,Employment Programmes,03/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,THE INTRAINING GROUP,2021191968,"£578,237"
Department for Work and Pensions,Corporate,13/06/2011,FND,CHANGE MANAGEMENT,ACCENTURE,2021293503,"£564,847"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,REMPLOY LTD,2021390202,"£564,332"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,LEEDS CITY COUNCIL,2021307318,"£559,512"
Department for Work and Pensions,Corporate,14/06/2011,FND,CORPORATE IT,HP ENTERPRISE SERVICES UK LTD,2021302214,"£551,962"
Department for Work and Pensions,Corporate,09/06/2011,FND,CORPORATE IT,HP ENTERPRISE SERVICES UK LTD,2021281237,"£542,601"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,CAREERS DEVELOPMENT GROUP,2021188205,"£542,052"
Department for Work and Pensions,Corporate,09/06/2011,COMPUTER SERVICES,UNIVERSAL CREDIT,ACCENTURE UK LTD,2021280066,"£541,586"
Department for Work and Pensions,Corporate,30/06/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021576349,"£526,732"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2021388518,"£525,899"
Department for Work and Pensions,Corporate,30/06/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021576349,"£524,742"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,MANCHESTER CITY COUNCIL,2021307356,"£521,148"
Department for Work and Pensions,Corporate,10/06/2011,FND,CORPORATE IT,HP ENTERPRISE SERVICES UK LTD,2021289082,"£519,957"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,SKILLS TRAINING UK LTD,2021576227,"£510,535"
Department for Work and Pensions,Corporate,30/06/2011,ACCOMMODATION,SHARED SERVICES,TELEREAL TRILLIUM,2021576349,"£504,602"
Department for Work and Pensions,Corporate,06/06/2011,FND,CHANGE MANAGEMENT,ACCENTURE UK LTD,2021194091,"£501,776"
Department for Work and Pensions,Employment Programmes,07/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,BIRMINGHAM CITY COUNCIL,2021200046,"£497,550"
Department for Work and Pensions,Employment Programmes,27/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,WALES COUNCIL FOR VOLUNTARY ACTION,2021492225,"£495,900"
Department for Work and Pensions,European Social Fund,14/06/2011,FND,WWEG EUROPEAN SOCIAL FUND,COMMUNITY FOUNDATION FOR MERSEYSIDE,5000000594,"£479,556"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,THE WISE GROUP,2021390727,"£478,842"
Department for Work and Pensions,Corporate,02/06/2011,BANKING AND ENCASHMENT COSTS,GROUP FINANCE,HSBC BANK,2021183913,"£476,028"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2021191789,"£473,486"
Department for Work and Pensions,Jobcentre Plus,20/06/2011,AOS CONTRACTED OUT SERVICES,JOBCENTRE PLUS,VERTEX DATA SCIENCE LTD,2021395572,"£472,382"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2021390558,"£472,365"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,SERCO LTD,2021390558,"£470,489"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,SKILLS TRAINING UK LTD,2021191813,"£467,844"
Department for Work and Pensions,Corporate,20/06/2011,FND,CORPORATE IT,ATOS ORIGIN IT SERVICES UK LTD,2021392381,"£465,176"
Department for Work and Pensions,Employment Programmes,03/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,THE INTRAINING GROUP,2021191968,"£461,420"
Department for Work and Pensions,Corporate,14/06/2011,COMPUTER SERVICES,SHARED SERVICES,HP ENTERPRISE SERVICES UK LTD,2021302214,"£454,617"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,DURHAM COUNCIL,2021307251,"£446,708"
Department for Work and Pensions,Jobcentre Plus,23/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,A4E LTD,2021477019,"£445,001"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,BRADFORD METROPOLITAN BOROUGH COUNCIL,2021307187,"£443,966"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,WORKING LINKS,2021390846,"£443,844"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,TRAINING WEST LANCASHIRE LTD,2021576376,"£433,202"
Department for Work and Pensions,Corporate,08/06/2011,GRANTS IN AID,CORPORATE AND SUPPORT SERVICES,THE PENSIONS REGULATOR,1004825,"£426,000"
Department for Work and Pensions,Jobcentre Plus,28/06/2011,MEDICAL SERVICES,JOBCENTRE PLUS,ATOS ORIGIN MEDICAL SERVICES,2021493788,"£424,938"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,INGEUS UK LTD,2021574511,"£423,154"
Department for Work and Pensions,"Pension, Disability Carers Services",30/06/2011,ACCOMMODATION,PENSIONS & DISABILITY CARERS SERVICE,TELEREAL TRILLIUM,2021576350,"£420,561"
Department for Work and Pensions,Employment Programmes,15/06/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2021363600,"£417,391"
Department for Work and Pensions,Employment Programmes,30/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,SHAW TRUST,2021576209,"£414,233"
Department for Work and Pensions,Corporate,27/06/2011,FND,CORPORATE IT,ATOS ORIGIN IT SERVICES UK LTD,2021488253,"£410,165"
Department for Work and Pensions,"Pension, Disability Carers Services",14/06/2011,AOS CONTRACTED OUT SERVICES,PENSIONS & DISABILITY CARERS SERVICE,BALFOUR BEATTY WORKPLACE LTD,2021299403,"£409,208"
Department for Work and Pensions,Employment Programmes,03/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2021191984,"£403,628"
Department for Work and Pensions,Employment Programmes,17/06/2011,JSP ESF DEL P COSTS,WWEG EMPLOYMENT PROGRAMMES,INGEUS UK LTD,2021388518,"£403,024"
Department for Work and Pensions,Employment Programmes,14/06/2011,INTRA DWP PAYABLES,BALANCE SHEET PAYMENTS,DWP,2002640,"£398,426"
Department for Work and Pensions,Employment Programmes,10/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,A4E LTD,2021285409,"£397,015"
Department for Work and Pensions,Employment Programmes,17/06/2011,YOUNG PERSON'S GUARANTEE,WWEG EMPLOYMENT PROGRAMMES,MERTHYR TYDFIL COUNTY BOROUGH COUNCIL,2021392152,"£394,650"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,LONDON BOROUGH OF TOWER HAMLETS,2021307349,"£388,535"
Department for Work and Pensions,Corporate,06/06/2011,AOS CONTRACTED OUT SERVICES,SHARED SERVICES,CAPITA BUSINESS SERVICES LTD,2021194346,"£386,688"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,BTCV ENTERPRISES LTD,2021572398,"£385,189"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,SHEFFIELD CITY COUNCIL,2021307436,"£382,037"
Department for Work and Pensions,Jobcentre Plus,07/06/2011,Accommodation Costs,JOBCENTRE PLUS,HM REVENUE & CUSTOMS,2002635,"£378,276"
Department for Work and Pensions,Employment Programmes,17/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2021390731,"£373,570"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,LONDON BOROUGH OF LAMBETH,2021307341,"£370,235"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,CORNWALL COUNCIL,2021307231,"£368,509"
Department for Work and Pensions,Corporate,27/06/2011,FND,CORPORATE IT,ATOS ORIGIN IT SERVICES UK LTD,2021488253,"£367,500"
Department for Work and Pensions,Employment Programmes,03/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2021191984,"£366,769"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,BTCV ENTERPRISES LTD,2021187945,"£366,551"
Department for Work and Pensions,Employment Programmes,06/06/2011,JOBCENTRE PLUS PATHWAYS TO WORK,WWEG EMPLOYMENT PROGRAMMES,BARNSLEY NHS PCT,2021194171,"£366,368"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,LONDON BOROUGH OF LEWISHAM,2021307342,"£365,854"
Department for Work and Pensions,Corporate,30/06/2011,TRADE DEBTORS,BALANCE SHEET PAYMENTS,TELEREAL TRILLIUM,2021576351,"£365,167"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,HACKNEY LBC,2021307290,"£364,812"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,BRISTOL CITY COUNCIL,2021307193,"£363,124"
Department for Work and Pensions,Jobcentre Plus,20/06/2011,MEDICAL SERVICES,JOBCENTRE PLUS,ATOS ORIGIN MEDICAL SERVICES,2021392382,"£360,251"
Department for Work and Pensions,Employment Programmes,03/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,TBG LEARNING LTD,2021191959,"£358,506"
Department for Work and Pensions,Employment Programmes,03/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,TNG LTD,2021191984,"£357,534"
Department for Work and Pensions,Jobcentre Plus,30/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,TNG NETWORK LTD,2021576370,"£356,961"
Department for Work and Pensions,Jobcentre Plus,24/06/2011,Accommodation Costs,JOBCENTRE PLUS,ATOS ORIGIN MEDICAL SERVICES,2021482410,"£356,379"
Department for Work and Pensions,Corporate,14/06/2011,FND,CORPORATE IT,HP ENTERPRISE SERVICES UK LTD,2021302214,"£354,616"
Department for Work and Pensions,Jobcentre Plus,03/06/2011,EMPLOYMENT PROGRAMMES,BALANCE SHEET PAYMENTS,SHAW TRUST LTD,2021191798,"£353,924"
Department for Work and Pensions,Housing Benefits,14/06/2011,Housing Benefit Admin,WWG HOUSING BENEFIT,LONDON BOROUGH OF SOUTHWARK,2021307347,"£353,365"
Department for Work and Pensions,Employment Programmes,03/06/2011,FND,WWEG EMPLOYMENT PROGRAMMES,THE INTRAINING GROUP,2021191968,"£351,511"
Department for Work and Pensions,Corporate,14/06/2011,MANAGEMENT CONSULTANCY,UNIVERSAL CREDIT,MCKINSEY & COMPANY INC,2021304002,"£350,000"
Department for Work and Pensions,Employment Programmes,16/06/2011,EMPLOYMENT INITIATIVES,WWEG EMPLOYMENT PROGRAMMES,REED IN PARTNERSHIP HACKNEY LTD,2021383377,"£349,096"
Department for Work and Pensions,Corporate,30/06/2011,ACCOMMODATION,GROUP FINANCE,TELEREAL TRILLIUM,2021576350,"£345,487"
