Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HARROW PCT,HAFS-10077,27000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HARTLEPOOL PCT,HAFS-10078,18950000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HASTINGS & ROTHER PCT,HAFS-10079,28000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HAVERING PCT COMMISSIONING,HAFS-10080,15200000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HEART OF BIRMINGHAM TEACHING PCT,HAFS-10081,51474000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HEREFORDSHIRE PCT,HAFS-10082,19000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HERTFORDSHIRE PCT,HAFS-10083,135000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HEYWOOD MIDDLETON & ROCHDALE PCT,HAFS-10084,34750000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HILLINGDON PCT,HAFS-10085,34000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HOUNSLOW PCT,HAFS-10086,33738000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",HULL PCT,HAFS-10087,47000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",ISLE OF WIGHT NHS PCT,HAFS-10088,26581000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",ISLINGTON PCT,HAFS-10089,40016000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",KENSINGTON AND CHELSEA PCT,HAFS-10090,33000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",KINGSTON PCT,HAFS-10091,24000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",KIRKLEES PCT,HAFS-10092,48000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",KNOWSLEY PCT,HAFS-10093,25700000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LAMBETH PCT,HAFS-10094,63000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LEEDS PCT,HAFS-10095,108000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LEICESTER CITY PCT,HAFS-10096,42000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LEICESTERSHIRE COUNTY & RUTLAND PCT,HAFS-10097,86000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LEWISHAM PCT,HAFS-10098,48000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LINCOLNSHIRE PCT,HAFS-10099,90000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LIVERPOOL PCT,HAFS-10100,95872000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LONDON SHA,HAFS-10101,170000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",LUTON TEACHING PCT,HAFS-10102,23000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",MANCHESTER PCT,HAFS-10103,85000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",MEDWAY TEACHING PCT,HAFS-10104,36000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",MID ESSEX PCT,HAFS-10105,40000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",MIDDLESBOROUGH PCT,HAFS-10106,35180000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",MILTON KEYNES PCT,HAFS-10107,29045000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-10108,9150000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NATIONAL PATIENT SAFETY AGENCY (NPSA),HAFS-10109,8746000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),HAFS-10110,1000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NEWCASTLE PCT,HAFS-10111,44627000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NEWHAM PCT,HAFS-10112,39000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-10113,65896000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev ND In RAB,"Policy, Strategy and Finance",NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-10114,908000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,HAFS-10115,5800000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORFOLK PCT,HAFS-10116,88886000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH EAST ESSEX PCT,HAFS-10117,48000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,HAFS-10118,27480000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH EAST SHA,HAFS-10119,29473000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH LANCASHIRE PCT,HAFS-10120,45566000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH LINCOLNSHIRE PCT,HAFS-10121,20000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH SOMERSET PCT,HAFS-10122,33000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH STAFFORDSHIRE PCT,HAFS-10123,36000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH TYNESIDE PCT,HAFS-10124,31832000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH WEST SHA,HAFS-10125,54000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTH YORKSHIRE & YORK PCT,HAFS-10126,100000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTHAMPTONSHIRE PCT,HAFS-10127,62800000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NORTHUMBERLAND CARE TRUST,HAFS-10128,58354000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NOTTINGHAM CITY PCT,HAFS-10129,58838000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",NOTTINGHAMSHIRE COUNTY TEACHING PCT,HAFS-10130,90000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",OLDHAM PCT,HAFS-10131,29750000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",OXFORDSHIRE PCT,HAFS-10132,84500000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",PETERBOROUGH PCT,HAFS-10133,21400000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",PLYMOUTH TEACHING PCT,HAFS-10134,31643000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",PORTSMOUTH CITY TEACHING PCT,HAFS-10135,27104000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",REDBRIDGE PCT,HAFS-10136,21000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",REDCAR AND CLEVELAND PCT,HAFS-10137,30842000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",RICHMOND AND TWICKENHAM PCT,HAFS-10138,21000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",ROTHERHAM PCT,HAFS-10139,43000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SALFORD PCT,HAFS-10140,32000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SANDWELL PCT,HAFS-10141,48000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SEFTON PCT,HAFS-10142,41000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SHEFFIELD PCT,HAFS-10143,78000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SHROPSHIRE COUNTY PCT,HAFS-10144,37445000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOLIHULL CARE TRUST,HAFS-10145,17000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOMERSET PCT,HAFS-10146,66000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH BIRMINGHAM PCT,HAFS-10147,61000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH CENTRAL SHA,HAFS-10148,43635000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH EAST COAST SHA,HAFS-10149,45000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH EAST ESSEX PCT,HAFS-10150,38500000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH GLOUCESTERSHIRE PCT,HAFS-10151,24000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH STAFFORDSHIRE PCT,HAFS-10152,67892000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH TYNESIDE PCT,HAFS-10153,29684000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH WEST ESSEX PCT,HAFS-10154,58000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTH WEST SHA,HAFS-10155,44000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTHAMPTON CITY PCT,HAFS-10156,32000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SOUTHWARK PCT,HAFS-10157,44000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",STOCKPORT PCT,HAFS-10158,40500000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",STOCKTON-ON-TEES TEACHING PCT,HAFS-10159,33825000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",STOKE ON TRENT PCT,HAFS-10160,43619000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SUFFOLK PCT,HAFS-10161,68000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SUNDERLAND TEACHING PCT,HAFS-10162,54364000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SURREY PCT,HAFS-10163,162980000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SUTTON AND MERTON PCT,HAFS-10164,48000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",SWINDON PCT,HAFS-10165,23000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",TAMESIDE AND GLOSSOP PCT,HAFS-10166,33000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",TELFORD & WREKIN PCT,HAFS-10167,19048000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",TORBAY CARE TRUST,HAFS-10168,26000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",TOWER HAMLETS PCT,HAFS-10169,62300000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",TRAFFORD PCT,HAFS-10170,25650000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",WAKEFIELD DISTRICT PCT,HAFS-10171,45000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",WALSALL TEACHING PCT,HAFS-10172,34343000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",WALTHAM FOREST PCT,HAFS-10173,23767000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",WANDSWORTH TEACHING PCT,HAFS-10174,45000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",WARRINGTON PCT,HAFS-10175,25000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",WARWICKSHIRE PCT,HAFS-10176,54000000,
Department of Health,Department of Health,01-Mar-11,CASH FUNDING Rev Inside RAB,"Policy, Strategy and Finance",WEST ESSEX PCT,HAFS-10177,27000000,
