Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,Total
Ministry of Defence,Ministry of Defence,02/09/2013,IT and communication services,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,244965,Computer equipment costing below the capitalisation threshold,132.39
Ministry of Defence,Ministry of Defence,19/09/2013,Fees for professional services,Head Office & Corporate Services,THE DISCLOSURE AND BARRING SERVICE,L69 3JA,251336,Fees for professional services excluding legal fees,132
Ministry of Defence,Ministry of Defence,18/09/2013,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,250449,Consumption of engineering and technical inventory,131.59
Ministry of Defence,Ministry of Defence,25/09/2013,Official entertainment and hospitality,Navy Command,MODUS SERVICES LIMITED,SW1A 2HB,253122,Entertainment + hospitality,130.22
Ministry of Defence,Ministry of Defence,20/09/2013,Purchase of inventory and services ,Joint Forces Command,XMA LTD,NG11 7EP,251813,Cost of other material consumed,129.18
Ministry of Defence,Ministry of Defence,26/09/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,254118,Cost of other material consumed,128.95
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Consumable Materials,Corporate,BARCLAYCARD,,G - 9000154752 - 00171400,Consumable Materials,128.64
Ministry of Defence,Ministry of Defence,26/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,254599,Civilian short term detached duty,128.08
Ministry of Defence,Ministry of Defence,05/09/2013,IT and communication services,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,246174,Computer equipment costing below the capitalisation threshold,127.82
Ministry of Defence,Ministry of Defence,18/09/2013,Purchase of inventory and services ,Navy Command,WILLIAMS LEA LIMITED,NR3 1PD,250824,Cost of other material consumed,127.72
Ministry of Defence,Ministry of Defence,27/09/2013,Food and clothing,Land Forces,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,254861,Cost of clothing and textile services received,127.68
Ministry of Defence,Ministry of Defence,24/09/2013,Payment of utilities,Defence Infrastructure Organisation ,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - electricity,127.35
Ministry of Defence,Ministry of Defence,05/09/2013,"Adminstration, claims, compensation and awards",Joint Forces Command,SERCO LIMITED,RG27 9UY,246503,Cost of claims/compensation and related expenses against MOD,127.2
Ministry of Defence,Ministry of Defence,20/09/2013,Payment of utilities,Joint Forces Command,BRITISH GAS TRADING LIMITED,OX4 2JY,251454,Utilities consumed - electricity,125.48
Ministry of Defence,BDS-US,11/09/2013,Medical treatment & stores and welfare services,"ARMY EXCHANGE POSTS (USA), BDS-US",MERITAIN HEALTH,,347834,Medical-non hospital treatment,124.36
Ministry of Defence,Ministry of Defence,18/09/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Estate core services charge,122.55
Ministry of Defence,Ministry of Defence,20/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,251748,Military short term detached duty,121.8
Ministry of Defence,Ministry of Defence,09/09/2013,Payment of utilities,Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - gas,121.68
Ministry of Defence,Ministry of Defence,04/09/2013,"Transportation of personnel, freight and travel expenses",Navy Command,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,245781,Military short term detached duty,120.13
Ministry of Defence,Ministry of Defence,26/09/2013,Rent and rates,Defence Infrastructure Organisation ,GOVERNMENT ACTUARY'S DEPARTMENT,EC4A 1AB,2E+11,Rent buildings - civil estate property,119.54
Ministry of Defence,Ministry of Defence,18/09/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - water + sewage,119.27
Ministry of Defence,Ministry of Defence,25/09/2013,Fuel for military use,Defence Equipment & Support,EUROSHELL DEUTSCHLAND GMBH,,5000102377,Oil and lubricants consumed excluding those from the inventory system,119.12
Ministry of Defence,Ministry of Defence,13/09/2013,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,249413,Transport other hire charge,118.95
Ministry of Defence,Ministry of Defence,17/09/2013,IT and communication services,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,250039,Computer equipment costing below the capitalisation threshold,117.72
Ministry of Defence,Ministry of Defence,17/09/2013,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,250059,Utilities consumed - electricity,116.11
Ministry of Defence,Ministry of Defence,25/09/2013,Food and clothing,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of clothing and textile services received,113.59
Ministry of Defence,Ministry of Defence,03/09/2013,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,245448,Computer equipment costing below the capitalisation threshold,112.53
Ministry of Defence,Ministry of Defence,18/09/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Entertainment + hospitality,112.21
Ministry of Defence,Ministry of Defence,24/09/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Civilian short term detached duty,110.25
Ministry of Defence,Ministry of Defence,04/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,246043,Military short term detached duty,109.55
Ministry of Defence,Ministry of Defence,18/09/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - electricity,108.41
Ministry of Defence,Ministry of Defence,11/09/2013,Estate management,Navy Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,248141,Estate + facilities management services - accommodation inventory + service,107.87
Ministry of Defence,Ministry of Defence,12/09/2013,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,248509,Consumption of medical dental and veterinary inventory,107.16
Ministry of Defence,Ministry of Defence,11/09/2013,Administration,Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,General administration,106.89
Ministry of Defence,BDS-US,11/09/2013,Medical treatment & stores and welfare services,"C4ISR, BDS-US",MERITAIN HEALTH,,347834,Medical-non hospital treatment,106.55
Ministry of Defence,Ministry of Defence,09/09/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Civilian short term detached duty,104.34
Ministry of Defence,Ministry of Defence,11/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,ARAMARK LTD,LS16 6QY,248076,Military short term detached duty,104.16
Ministry of Defence,Ministry of Defence,04/09/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,245688,Consumption of medical dental and veterinary inventory,103.92
Ministry of Defence,Ministry of Defence,19/09/2013,IT and communication services,Air Command,XMA LTD,NG11 7EP,251388,Computer equipment costing below the capitalisation threshold,103.38
Ministry of Defence,Ministry of Defence,16/09/2013,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,249856,Civilian short term detached duty,102.7
Ministry of Defence,Ministry of Defence,11/09/2013,Administration,Air Command,ROYAL MAIL GROUP LIMITED,S49 1HQ,248356,General administration,102.61
Ministry of Defence,Ministry of Defence,11/09/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Estate core services charge,101.84
Ministry of Defence,Ministry of Defence,23/09/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Line + telephone rental including commercial charge for use of radio frequencies,101.56
Ministry of Defence,Ministry of Defence,17/09/2013,Administration,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,250308,General administration,101.38
Ministry of Defence,Ministry of Defence,18/09/2013,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,250829,Equipment support non-project costs,100.7
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Materials & Equipment,Programme Office,BARCLAYCARD,,G - 9000154752 - 00171400,Materials & Equipment,100.00
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Stationery & Imagery,Corporate,BARCLAYCARD,,G - 9000154752 - 00171400,Stationery & Imagery,99.42
Ministry of Defence,Ministry of Defence,20/09/2013,Spend on Inventory - General,Navy Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,251472,Spend on Inventory - General,99.2
Ministry of Defence,Ministry of Defence,05/09/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,246517,Cost of clothing and textile services received,98.61
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Consumable Materials,Corporate,BARCLAYCARD,,G - 9000154751 - 00171398,Consumable Materials,97.98
Ministry of Defence,Ministry of Defence,18/09/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Entertainment + hospitality,96.59
Ministry of Defence,Ministry of Defence,16/09/2013,Estate management,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,249553,Estate + facilities management services - accommodation inventory + service,96.34
Ministry of Defence,BDS-US,11/09/2013,Medical treatment & stores and welfare services,SPECIAL BOAT SERVICE,MERITAIN HEALTH,,347834,Medical-non hospital treatment,94.12
Ministry of Defence,Ministry of Defence,24/09/2013,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,252765,Civilian short term detached duty,92.3
Ministry of Defence,Ministry of Defence,25/09/2013,Official entertainment and hospitality,Air Command,MODUS SERVICES LIMITED,SW1A 2HB,253122,Entertainment + hospitality,92.27
Ministry of Defence,Ministry of Defence,06/09/2013,Spend on Inventory - General,Air Command,REXEL UK LTD,NR3 2BE,246980,Spend on Inventory - General,91.84
Ministry of Defence,Ministry of Defence,05/09/2013,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,246517,Cost of food purchases,91.79
Ministry of Defence,Ministry of Defence,25/09/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Medical-non hospital treatment,90.87
Ministry of Defence,Ministry of Defence,09/09/2013,Payment of utilities,Air Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - gas,89.95
Ministry of Defence,Ministry of Defence,02/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,245288,Equipment support non-project costs,88.78
Ministry of Defence,Ministry of Defence,19/09/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Military short term detached duty,88.09
Ministry of Defence,Ministry of Defence,20/09/2013,Administration,Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,S49 1HQ,251727,General administration,87.32
Ministry of Defence,Ministry of Defence,27/09/2013,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,255239,Equipment support non-project costs,87.19
Ministry of Defence,Ministry of Defence,19/09/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,250881,Cost of other material consumed,86.42
Ministry of Defence,Ministry of Defence,24/09/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of claims/compensation and related expenses against MOD,85.94
Ministry of Defence,Ministry of Defence,02/09/2013,Food and clothing,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,244989,Cost of clothing and textile services received,85.33
Ministry of Defence,Ministry of Defence,13/09/2013,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,249429,Cost of clothing and textile services received,84.97
Ministry of Defence,Ministry of Defence,18/09/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,250734,Works - estate management,84.74
Ministry of Defence,Ministry of Defence,04/09/2013,Food and clothing,Land Forces,COONEEN DEFENCE LIMITED,BT75 0NE,39782,Cost of purchasing and repairing clothing,84.1
Ministry of Defence,Ministry of Defence,16/09/2013,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,OX4 2JY,249572,Utilities consumed - electricity,83.74
Ministry of Defence,Ministry of Defence,11/09/2013,IT and communication services,Air Command,XMA LTD,NG11 7EP,248431,Computer equipment costing below the capitalisation threshold,81.62
Ministry of Defence,Ministry of Defence,05/09/2013,Spend on Inventory - General,Land Forces,TURNER VIRR & CO. LTD,LS25 2DY,246561,Spend on Inventory - General,81.4
Ministry of Defence,Ministry of Defence,16/09/2013,Official entertainment and hospitality,Navy Command,SODEXO LTD,M50 0AL,249894,Entertainment + hospitality,80.16
Ministry of Defence,Ministry of Defence,25/09/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Defence military assistance fund international subscriptions and other payments,78.89
Ministry of Defence,Ministry of Defence,11/09/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Medical health services,78.76
Ministry of Defence,Ministry of Defence,12/09/2013,Official entertainment and hospitality,Navy Command,SODEXO LTD,M50 0AL,248908,Entertainment + hospitality,78.57
Ministry of Defence,Ministry of Defence,23/09/2013,Payment of utilities,Air Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,251942,Utilities consumed - gas,78.25
Ministry of Defence,Ministry of Defence,04/09/2013,Purchase of inventory and services ,Defence Equipment & Support,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,245844,Cost of other material consumed,77.5
Ministry of Defence,Ministry of Defence,26/09/2013,IT and communication services,Head Office & Corporate Services,CANON (UK) LIMITED,RH2 8BF,254151,Computer equipment costing below the capitalisation threshold,77.12
Ministry of Defence,Ministry of Defence,25/09/2013,Fuel for military use,Navy Command,EUROSHELL DEUTSCHLAND GMBH,,5000102377,Oil and lubricants consumed excluding those from the inventory system,76.21
Ministry of Defence,Ministry of Defence,23/09/2013,IT and communication services,Joint Forces Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Line + telephone rental including commercial charge for use of radio frequencies,75.28
Ministry of Defence,Ministry of Defence,26/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,254599,Military short term detached duty,75.01
Ministry of Defence,Ministry of Defence,18/09/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - electricity,74.54
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of other material consumed,73.96
Ministry of Defence,BDS-US,11/09/2013,Medical treatment & stores and welfare services,SENTRY PT,MERITAIN HEALTH,,347834,Medical-non hospital treatment,71.17
Ministry of Defence,Ministry of Defence,11/09/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Line + telephone rental including commercial charge for use of radio frequencies,70.71
Ministry of Defence,Ministry of Defence,05/09/2013,Fuel for military use,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Oil and lubricants consumed excluding those from the inventory system,70.49
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Vehicle Charges,Operations,BARCLAYCARD,,G - 9000154752 - 00171400,Vehicle Charges,70.00
Ministry of Defence,Ministry of Defence,11/09/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,178586,Spend on Inventory - General,69.62
Ministry of Defence,Ministry of Defence,09/09/2013,Medical treatment & stores and welfare services,Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Medical-non hospital treatment,69.22
Ministry of Defence,Ministry of Defence,26/09/2013,"Transportation of personnel, freight and travel expenses",Land Forces,BLACKPOOL AIRPORT LTD,FY4 2QY,254124,Aircraft landing fees,68.88
Ministry of Defence,Ministry of Defence,06/09/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,246588,Consumption of medical dental and veterinary inventory,67.63
Ministry of Defence,Ministry of Defence,30/09/2013,General services and support,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,255300,Purchase of defence support equipment below capitalisation threshold of £25k.,65.75
Ministry of Defence,Ministry of Defence,19/09/2013,Estate management,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,250881,Estate + facilities management services - accommodation inventory + service,65.65
Ministry of Defence,Ministry of Defence,10/09/2013,Design services and minor equipment purchases,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,247703,Equipment support non-project costs,65.06
Ministry of Defence,Ministry of Defence,25/09/2013,General services and support,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Purchase of defence equipment below capitalisation threshold of £25k.,64.07
Ministry of Defence,Ministry of Defence,24/09/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Line + telephone rental including commercial charge for use of radio frequencies,63.95
Ministry of Defence,Ministry of Defence,03/09/2013,Externally delivered education and training,Head Office & Corporate Services,CAPITA BUSINESS SERVICES LTD,DL1 9HN,245450,External training - civilian,62
Ministry of Defence,Ministry of Defence,20/09/2013,Spend on Inventory - General,Joint Forces Command,BUNZL UK LIMITED,W1H 7JT,178698,Spend on Inventory - General,61.87
Ministry of Defence,BDS-US,11/09/2013,Medical treatment & stores and welfare services,CDI - OVERSEAS,MERITAIN HEALTH,,347834,Medical-non hospital treatment,61.54
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Publications/Subscriptions,Corporate,BARCLAYCARD,,G - 9000154752 - 00171400,Publications/Subscriptions,60.85
Ministry of Defence,Ministry of Defence,20/09/2013,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,251433,Equipment support non-project costs,58.75
Ministry of Defence,Ministry of Defence,10/09/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,247969,Civilian short term detached duty,58.6
Ministry of Defence,Ministry of Defence,04/09/2013,Purchase of inventory and services ,Air Command,WILLIAMS LEA LIMITED,NR3 1PD,246117,Cost of other material consumed,58.58
Ministry of Defence,Ministry of Defence,10/09/2013,Spend on Inventory - General,Navy Command,REXEL UK LTD,EN6 9EB,247975,Spend on Inventory - General,57.6
Ministry of Defence,Ministry of Defence,24/09/2013,Purchase of inventory and services ,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of other material consumed,56.86
Ministry of Defence,Ministry of Defence,27/09/2013,Transport hire charges,Joint Forces Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,255132,Transport other operating lease,56.46
Ministry of Defence,BDS-US,03/09/2013,"Transportation of personnel, freight and travel expenses","AA AND RAF STAFF, BDS-US",INTERSTATE,,347296,RAF permanent posting long term detached duty,55.45
Ministry of Defence,Ministry of Defence,17/09/2013,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,250011,Cost of food services,55.42
Ministry of Defence,Ministry of Defence,09/09/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Estate + facilities management services - accommodation inventory + service,54.55
Ministry of Defence,Ministry of Defence,24/09/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Entertainment + hospitality,54.39
Ministry of Defence,Ministry of Defence,18/09/2013,Purchase of inventory and services ,Defence Equipment & Support,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,250565,Cost of other material consumed,53
Ministry of Defence,Ministry of Defence,04/09/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Defence military assistance fund international subscriptions and other payments,52.98
Ministry of Defence,Ministry of Defence,18/09/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,250565,Cost of other material consumed,52
Ministry of Defence,Ministry of Defence,24/09/2013,Administration,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,General administration,51.33
Ministry of Defence,Ministry of Defence,05/09/2013,Medical treatment & stores and welfare services,Navy Command,SODEXO LTD,M50 0AL,246517,Welfare services including sports equipment and ministers of religion.,50
Ministry of Defence,Ministry of Defence,27/09/2013,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,255132,Transport other hire charge,49.81
Ministry of Defence,Ministry of Defence,25/09/2013,Purchase of inventory and services ,Land Forces,RICOH UK.LIMITED,NN4 7YL,253219,Cost of other material consumed,49.46
Ministry of Defence,Ministry of Defence,16/09/2013,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,249572,Utilities consumed - electricity,46.71
Ministry of Defence,Ministry of Defence,02/09/2013,Food and clothing,Land Forces,COONEEN DEFENCE LIMITED,BT75 0NE,39761,Cost of purchasing and repairing clothing,45.34
Ministry of Defence,Ministry of Defence,27/09/2013,IT and communication services,Air Command,XMA LTD,NG11 7EP,255239,Computer equipment costing below the capitalisation threshold,45.14
Ministry of Defence,Ministry of Defence,19/09/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,IT Services -internal costs,44.7
Ministry of Defence,Ministry of Defence,12/09/2013,Food and clothing,Navy Command,COONEEN DEFENCE LIMITED,BT75 0NE,39838,Cost of purchasing and repairing clothing,44.64
Ministry of Defence,BDS-US,11/09/2013,Medical treatment & stores and welfare services,NIMROD MR2 EX PROG,MERITAIN HEALTH,,347834,Medical-non hospital treatment,44.23
Ministry of Defence,Ministry of Defence,24/09/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,252765,Civilian short term detached duty,43.6
Ministry of Defence,Ministry of Defence,12/09/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,248494,Other materal consumed on exercises,43.3
Ministry of Defence,Ministry of Defence,19/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,250881,Medical inventory and services excluding the inventory system,42.76
Ministry of Defence,Ministry of Defence,30/09/2013,Medical treatment & stores and welfare services,Joint Forces Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,255300,Medical inventory and services excluding the inventory system,42.76
Ministry of Defence,Ministry of Defence,19/09/2013,Administration,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,General administration,42
Ministry of Defence,Ministry of Defence,19/09/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Line + telephone rental including commercial charge for use of radio frequencies,41.81
Ministry of Defence,Ministry of Defence,18/09/2013,Design services and minor equipment purchases,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Equipment support non-project costs,41.47
Ministry of Defence,Ministry of Defence,18/09/2013,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,OX4 2JY,250457,Utilities consumed - electricity,41.36
Ministry of Defence,Ministry of Defence,03/09/2013,IT and communication services,Navy Command,CYPRUS TELECOMMUNICATIONS AUTHORITY,,5000101526,Line + telephone rental including commercial charge for use of radio frequencies,40.85
Ministry of Defence,Ministry of Defence,11/09/2013,Purchase of inventory and services ,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,248058,Raw materials and consumable aviation fuel inventory purchased,40.8
Ministry of Defence,Ministry of Defence,18/09/2013,Payment of utilities,Navy Command,BRITISH GAS TRADING LIMITED,OX4 2JY,250457,Utilities consumed - electricity,40.67
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Materials & Equipment,Programme Office,BARCLAYCARD,,G - 9000154751 - 00171398,Materials & Equipment,40.50
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,254806,Consumption of medical dental and veterinary inventory,37.97
Ministry of Defence,Ministry of Defence,27/09/2013,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,254806,Consumption of medical dental and veterinary inventory,37.97
Ministry of Defence,Ministry of Defence,24/09/2013,Externally delivered education and training,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,External military training ,37.57
Ministry of Defence,Ministry of Defence,17/09/2013,Administration,Air Command,SERCO LIMITED,RG27 9UY,250308,General administration,37.32
Ministry of Defence,Ministry of Defence,02/09/2013,Food and clothing,Navy Command,COONEEN DEFENCE LIMITED,BT75 0NE,39761,Cost of purchasing and repairing clothing,37.18
Ministry of Defence,Ministry of Defence,24/09/2013,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Building maintenance accommodation inventory,36.73
Ministry of Defence,Ministry of Defence,25/09/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Civilian short term detached duty,35.77
Ministry of Defence,Defence Science and Technology Laboratory,20/09/2013,Materials & Equipment,Operations,BARCLAYCARD,,G - 9000154751 - 00171397,Materials & Equipment,34.91
Ministry of Defence,Ministry of Defence,18/09/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Medical-non hospital treatment,34.31
Ministry of Defence,Ministry of Defence,23/09/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Civilian short term detached duty,34.21
Ministry of Defence,Ministry of Defence,24/09/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Utilities consumed - water + sewage,33.82
Ministry of Defence,Ministry of Defence,26/09/2013,Estate management,Land Forces,ARAMARK LTD,LS16 6QY,254086,Estate + facilities management services - accommodation inventory + service,33.41
Ministry of Defence,Ministry of Defence,25/09/2013,Fuel for military use,Defence Equipment & Support,ARAL AG.,,5000102331,Oil and lubricants consumed excluding those from the inventory system,33.04
Ministry of Defence,Ministry of Defence,23/09/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Military short term detached duty,31.85
Ministry of Defence,Ministry of Defence,20/09/2013,Spend on Inventory - General,Navy Command,E.P.BARRUS LTD,OX26 4UR,251533,Spend on Inventory - General,30.45
Ministry of Defence,Ministry of Defence,03/09/2013,IT and communication services,Head Office & Corporate Services,CYPRUS TELECOMMUNICATIONS AUTHORITY,,5000101526,Line + telephone rental including commercial charge for use of radio frequencies,30.01
Ministry of Defence,Ministry of Defence,18/09/2013,Purchase of inventory and services ,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Cost of other material consumed,29.93
Ministry of Defence,Ministry of Defence,02/09/2013,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,244965,Cost of claims/compensation and related expenses against MOD,29.62
