Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,28-Feb-13,264000-Consultancy,PZ501-MoJ ICT Feeder,GARTNER UK LTD,1095000,"60,778.00","""Detailed benchmark and analysis for: - highlighting high and low performance; - reporting performance to lines of business; - driving improvement  """,TW20 9AW,0,Admin
Ministry of Justice,MoJ HQ,07-Feb-13,264000-Consultancy,PZ501-MoJ ICT Feeder,ERNST & YOUNG LLP,1093117,"567,332.76",A flexible Managed PMO Service for the Future IT Sourcing programme (FITS) PN101,SE1 2AF,0,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,265000-IT & Telecommunications,LZ600-Transforming Justice,LOGICA UK LTD,1094470,"68,667.00","PD L-R-3654-01 Google Search Analytics						 							",CF31 9AP,0,Admin
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094035,"25,734.00","A-S-3659-01 HQ288-02 LSC RI/SE CCN 03659-01 POD & Recovery Island Network Infrastructure						 							",WV10 6UH,E210,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"25,986.38",HP ICT Other (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"26,319.58",Atos ICT Other (VAT Rec) FY12/13 (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1093530,"26,976.39",ICT Printing - Liberata Print Charges,NP10 9XA,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1093823,"27,665.40",FJS Programme & Project Mgmt   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"27,906.50",HP ICT Hosting (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"28,213.93",HP NICTS EUC (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,2707,"28,388.80",Test Design & Consultancy Shared Services and Ministry of Justice   Memorandum of Understanding  PPD HQ Strategic Review,NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"28,457.29",HP ICT Laptops (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"29,249.12",Atos ICT Other (VAT Rec) FY12/13 (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"29,249.12",Atos ICT Other (VAT Rec) FY12/13 (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094726,"29,726.37",ICT App Maint & Supp (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094035,"32,662.45",ICT Hosting (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,QINETIQ LTD,1095083,"33,102.00",CJSM : Qinetiq IDS Support (Schedule),PO12 2AG,0,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,2658,"33,187.56",Monthly Fujitsu charges as set out in CCN 961 for period 01/04/12 - 31/03/13 relating to PPO being on Poise 3.  Costs to be re-imbursed to the Home Office.,NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"33,416.27",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"33,723.97",ICT Network Services (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"33,723.97",ICT Network Services (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1093823,"34,464.98",FJS Governance   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"35,133.37",CCN A-R-01986-05 - DT CCMS Server Implementation (ongoing charge),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1094699,"38,372.06",CJSE Transition (E204) Fujitsu CCNF452-02 Exit Assistance T&M ,WA3 9BD,E204,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1094658,"40,022.00",SM-DISC Prison to Courts Video Links  and HMCS Court Connectivity (Schedule),MK3 5JP,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095027,"40,642.03",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"41,067.04",A-R-01986-14 - IDP Prod Apps Server Infrastructure- Ongoing IT Support Costs - 12/13,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,07-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1093021,"41,159.58","A-R-02510-01-LSC provide support and infrastructure for Oracle business intelligence- Ongoing Charges					 					 							",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"42,209.97",HP ICT Printing (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA BUSINESS SERVICES LTD,1093431,"42,375.00",Consultancy services provided by I2N during April 2012 - March 2013  IAPS Helpdesk & Maintenance (I2N Support & Maintenance),DL1 9HN,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1093823,"42,408.42",FJS Service Desk   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"42,885.44",ICT Telephony (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"43,351.86",HP ICT Other (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"45,284.16",ICT Telephony (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094470,"46,218.20","CCN 3030-03 - NOP, NLE, Early Adopters and NRO (one off cost)",CF31 9AP,E149,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"46,891.35",ICT Telephony (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,27-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE IT,2725,"49,880.06",MoJ ICT PPD Central Test Structure (R01-12-13),NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094035,"51,524.00",ICT Hosting (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1093823,"52,616.94",FJS Licensing  Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1093735,"53,506.00",CCN-3715-V04 - MERIS Server and Operating System Upgrade - One Off Costs,WV10 6UH,E007,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095047,"54,249.00",CCN L-R-3119-04 - (LSC) Existing Applications Investigation - Applications Workshop Complete to support Analysis of LSC business applications- One Off Charge,CF31 9AP,0,Admin
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095047,"54,249.00",CCN L-R-3119-04 - (LSC) Existing Applications Investigation -Workshops Complete - One Off Charge,CF31 9AP,0,Admin
Ministry of Justice,MoJ HQ,21-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094299,"55,125.00","ATOS time & material charges re completing Customer Satisfaction surveys, and latter parts of the DSE program",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,COMPUTACENTER (UK) LTD,1093449,"56,900.00",Imation Enterprise Flash Drive S200 Powered by IronKey - USB flash drive - 2 GB - USB 2.0 & Ironkey 3yr EMSw/Anti-Malware,AL10 9TW,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1093804,"58,635.00",This PO is for the services of the IA Managed Service. For the period October 2012 onwards.   It relates to non-rechargeable costs (Schedule),GU2 7YP,0,Admin
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1093735,"60,000.00",CCN-3715-V04 - MERIS Server and Operating System Upgrade - One Off Costs,WV10 6UH,E007,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,2657,"65,634.00",Monthly Fujitsu charges as set out in CCN 961 for period 01/04/12 - 31/03/13 relating to PPO being on Poise 3.  Costs to be re-imbursed to the Home Office.,NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094035,"71,743.00",CCN A-S-03612-10-v02 - HQ288-02: A-S-03612 -10: Scoping a recovery island service for the LSC (November 2012),WV10 6UH,E210,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"77,432.00",HP NICTS Exit (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094035,"84,112.00",CCN A-S-03612-13 - Scoping a recovery island service for the LSC (November 2012) - One off cost,WV10 6UH,E210,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1093530,"88,307.48",ICT Printing - Liberata Print Charges,NP10 9XA,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1094089,"88,892.32",FJS Solution Assurance   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"94,271.87",Steria ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,IBM (UNITED KINGDOM) LTD,1094434,"97,676.10",Websphere Application Server on Linux V6.0 DB2 V9.1 on Linux Websphere MQ V6.0 On Linux TIM V4.6 - Application Data & DB2 UDB 8.2 On Linux Tivoli Director V6.0 On Linux,PO6 3AE,0,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ACTICA CONSULTING LTD,1093385,"98,602.84",This PO is for the services of the Architecture Managed Service. For the period October 2012 onwards.  It relates to non rechargeable costs (Schedule),GU2 7YF,0,Admin
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1093823,"101,827.94",FJS Security Management  Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"109,302.00",CCN A-S-03690-01 - HQ287-DSE-AS3690-01 - DSE-WR-0014 Extended hours service 01/12/12 - 31/03/13,WV10 6UH,E196,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1094089,"146,534.86",FJS Service Management   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,07-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1093021,"147,691.58",Atos - Central billing for various CCN requests.,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1094116,"150,241.00",HP NICTS SIAM (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1092923,"153,987.13",ICT Printing (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"154,721.48",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"158,322.73",Steria ICT Telephony (NON VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1092923,"165,470.42",Service Management Services Jan 13,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,07-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1093021,"165,683.86",Atos ICT Hosting (VAT Rec) FY12/13 (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"165,683.86",Atos ICT Hosting (VAT Rec) FY12/13 (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095027,"181,290.39",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1094996,"186,009.44",FJS Operations - Production Environment   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ACTICA CONSULTING LTD,1093385,"190,761.50",This PO is for the services of the Architecture Managed Service. For the period October 2012 onwards.  It relates to rechargeable costs (Schedule),GU2 7YF,0,Admin
