Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
Month,,01.01.2012 to 31.01.2012,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT
DfE,PfS,12/01/2012,Technical Costs - Capital,Free School Technical Advice,TURNER & TOWNSEND,416556,128576.01
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,416560,52706.25
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,416562,87166.67
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,416570,38047.5
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,416574,115234.35
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,416580,178876.62
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,416582,37788.9
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,416588,61800.18
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,ST FRANCIS ROMAN CATHOLIC PRIMARY SCHOOL GOVERNORS FUND,416590,25867.52
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,CAMDEN SCHOOL FOUNDATION OF FRANCES MARY BUSS,416600,82188
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER ROYAL GRAMMAR DEVELOPMENT FUND,416602,31250
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,416604,166955.02
DfE,PfS,10/01/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,416608,109154.84
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,417234,213578.2
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,417236,138332.56
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,417238,100284.85
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,417244,68598.67
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,417250,131064.83
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,417254,139792.37
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,417256,142517.39
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE ARUNDEL AND BRIGHTON ST MARYS SCHOOL,417262,25752.6
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,417266,76822.7
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),417272,52446.96
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,ST PHILOMENA'S SCHOOL,417274,35796.6
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,417276,64607.61
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,417278,103823.78
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,417280,93937.5
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED READING ENG MARTYRS SCHOOL SMALL PRO,417284,134617.28
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,417286,67772.77
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,TRURO DIOCESAN BOARD OF FINANCE - DEVOLVED FORMULA CAPITAL CAPITAL ACCOUNT,417292,34538.17
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,417294,153388.65
DfE,PfS,12/01/2012,Capital Grant,Schools Capital and Revenue Grants,OAKLANDS ROMAN CATHOLIC SCHOOL,417304,60141.95
DfE,PfS,12/01/2012,Revenue Grant,Schools Capital and Revenue Grants,ST THOMAS NORE CATHOLIC BIRMINGHAM DIOCESE ACCOUNT,417308,81452.88
DfE,PfS,12/01/2012,Revenue Grant,Schools Capital and Revenue Grants,INGLBY BARWICK COMMUNITY CAMPUS TRUSTEE ACCOUNT,417310,71353.79
DfE,PfS,12/01/2012,Revenue Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE - ST JOSEPHS,417312,50992.23
DfE,PfS,12/01/2012,Revenue Grant,Schools Capital and Revenue Grants,NORTHAMPTON COUNTY COUNCIL-ST LUKES CHURCH OF ENGLAND LOWER SCHOOL,417314,103291.75
DfE,PfS,12/01/2012,Technical Costs - Capital,Free School Technical Advice,BRADFORD SCIENCE ACADEMY,417316,24000
DfE,PfS,12/01/2012,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,BRADFORD SCIENCE ACADEMY,417316,2082
DfE,PfS,12/01/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,BRADFORD SCIENCE ACADEMY,417316,5216.4
DfE,PfS,12/01/2012,Building Work - Capital Programme,Free School Capital Costs,MAHARISHI SCHOOL TRUST LTD,417318,61944.61
DfE,PfS,12/01/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,MAHARISHI SCHOOL TRUST LTD,417318,12388.92
DfE,PfS,12/01/2012,ICT - Capital Programme,Free School Capital Costs,THE ST URSULAS E ACT ACADEMY,417320,78628.9
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,417470,112926.9
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,417472,82850.21
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,417474,34653.95
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,417476,96525
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,417488,65801.43
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,417502,165380.95
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED WINDSOR ST EDWARDS SCHOOL,417506,102346.26
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,417510,81880.91
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED ST MARGARET CLITHEROW SCHOOL,417512,32506.39
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,ST PETER'S COLLEGIATE SCHOOL DEVOLVED CAPITAL ACCOUNT,417516,56047.05
DfE,PfS,13/01/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,417522,49378.22
DfE,PfS,13/01/2012,Building Work - Capital Programme,Free School Capital Costs,KRISHNA AVANTI PRIMARY SCHOOL,417528,242500
DfE,PfS,13/01/2012,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,KRISHNA AVANTI PRIMARY SCHOOL,417528,1738.8
DfE,PfS,13/01/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,KRISHNA AVANTI PRIMARY SCHOOL,417528,48847.76
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,417532,2009138
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BARNET,417534,1852390
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BEXLEY LONDON BOROUGH COUNCIL,417536,775823
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BRENT LONDON BOROUGH COUNCIL,417538,1292221
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BROMLEY LONDON BOROUGH COUNCIL,417540,1131512
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,CROYDON LONDON BOROUGH COUNCIL,417542,1204354
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,EALING LONDON BOROUGH COUNCIL,417544,2029162
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,ENFIELD LONDON BOROUGH COUNCIL,417546,1136109
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HARINGEY,417548,1224989
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HARROW LONDON BOROUGH COUNCIL,417550,749376
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HAVERING LONDON BOROUGH COUNCIL,417552,822028
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HILLINGDON LONDON BOROUGH COUNCIL,417554,1728918
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HOUNSLOW LONDON BOROUGH COUNCIL,417556,1355876
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON THAMES ROYAL BOROUGH,417558,544063
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,MERTON LONDON BOROUGH COUNCIL,417560,955359
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NEWHAM LONDON BOROUGH COUNCIL,417562,1371378
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,REDBRIDGE LONDON BOROUGH COUNCIL,417564,1542527
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,417566,653471
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SUTTON LONDON BOROUGH COUNCIL,417568,809584
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WALTHAM FOREST LONDON BOROUGH COUNCIL,417570,1204479
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM CITY COUNCIL,417572,3166137
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,COVENTRY COUNTY COUNCIL,417574,1229337
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DUDELEY METROPOLITAN BOROUGH COUNCIL,417576,695567
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SANDWELL METROPOLITAN BOROUGH COUNCIL,417578,1027100
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SOLIHULL METROPOLITAN BOROUGH COUNCIL,417580,461252
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WALSALL METROPOLITAN BOROUGH COUNCIL,417582,2235908
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WOLVERHAMPTON COUNTY COUNCIL,417584,645801
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,417586,297316
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL COUNTY COUNCIL,417588,812223
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,417590,361741
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SEFTON COUNCIL,417592,490073
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WIRRAL METROPOLITAN BOROUGH COUNCIL,417594,721412
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BOLTON METROPOLITAN BOROUGH COUNCIL,417596,1142772
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BURY METROPOLITAN BOROUGH COUNCIL,417598,447580
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER COUNTY COUNCIL,417600,1233722
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,OLDHAM METROPOLITAN BOROUGH COUNCIL,417602,569699
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL,417604,602155
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL,417606,634908
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,STOCKPORT METROPOLITAN BOROUGH COUNCIL,417608,804056
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,TAMESIDE METROPOLITAN BOROUGH COUNCIL,417610,491236
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,TRAFFORD METROPOLITAN BOROUGH COUNCIL,417612,805176
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WIGAN METROPOLITAN BOROUGH COUNCIL,417614,603010
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BARNSLEY METROPOLITAN BOROUGH COUNCIL,417616,643776
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DONCASTER METROPOLITAN BOROUGH COUNCIL,417618,1024490
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,417620,719570
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SHEFFIELD COUNTY COUNCIL,417622,1068710
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,417624,2020689
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,417626,886622
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,KIRKLEES COUNCIL,417628,1726984
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,417630,2773303
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,417632,895315
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,GATESHEAD METROPOLITAN BOROUGH COUNCIL,417634,495175
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE CITY COUNCIL,417636,707979
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,417638,706574
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,417640,365235
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SUNDERLAND COUNTY COUNCIL,417642,809679
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BATH AND NE SOMERSET COUNCIL,417646,513096
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,417648,1654541
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NORTH SOMERSET DC,417650,619203
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,417652,1049298
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HARTLEPOOL BOROUGH COUNCIL,417654,272114
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,MIDDLESBOROUGH COUNCIL,417656,411350
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,417658,385226
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,417660,623517
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,417662,809123
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,417664,984815
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NORTH EAST LINCOLNSHIRE COUNCIL,417666,469188
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NORTH LINCOLNSHIRE COUNCIL,417668,522625
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,417670,1926211
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,417672,567486
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,417674,887510
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BUCKINGAMSHIRE COUNTY COUNCIL,417676,2141137
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,MILTON KEYNES COUNCIL,417678,1422039
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,417680,2213332
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,417682,832586
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,417684,1238611
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,POOLE BOROUGH COUNCIL,417686,443925
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BOURNEMOUTH BOROUGH COUNCIL,417688,500948
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,417690,1510951
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,417692,352445
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,EAST SUSSEX COUNTY COUNCIL,417694,1683169
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BRIGHTON AND HOVE CITY COUNCIL,417696,743717
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HAMPSHIRE COUNTY COUNCIL,417698,4117789
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH CITY COUNCIL,417700,621519
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHAMPTON CITY COUNCIL,417702,912176
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE COUNTY COUNCIL,417704,2138952
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,LEICESTER CITY COUNCIL,417706,1244547
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,RUTLAND COUNTY COUNCIL,417708,180338
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,STAFFORDSHIRE COUNTY COUNCIL,417710,2396874
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,STOKE ON TRENT COUNTY COUNCIL,417712,770962
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WILTSHIRE COUNCIL,417714,1821649
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SWINDON BOROUGH COUNCIL,417716,711179
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BRACKNELL FOREST BOROUGH COUNCIL,417718,577942
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WINDSOR AND MAIDENHEAD ROYAL BOROUGH COUNCIL,417720,817647
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WEST BERKSHIRE COUNCIL,417722,550130
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,READING BOROUGH COUNCIL,417724,788105
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SLOUGH BOROUGH COUNCIL,417726,810477
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WOKINGHAM BOROUGH COUNCIL,417728,1099659
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,CAMBRIDGESHIRE COUNTY COUNCIL,417730,1965543
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH CITY COUNCIL,417732,482482
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HALTON BOROUGH COUNCIL,417734,388797
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WARRINGTON BOROUGH COUNCIL,417736,380649
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,DEVON COUNTY COUNCIL,417738,2226965
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,417740,867585
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,417742,347825
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,417744,4674405
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHEND-ON-SEA BOROUGH COUNCIL,417746,608545
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,THURROCK COUNCIL,417748,603412
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,417750,538820
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,417752,1488864
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,417754,4880907
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,MEDWAY COUNCIL,417756,994344
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,417758,3833757
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN WITH DARWEN BOROUGH COUNCIL,417760,343168
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKPOOL BOROUGH COUNCIL,417762,213310
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,417764,2316282
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,417766,896656
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,SHROPSHIRE COUNCIL,417768,989648
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,417770,424661
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,417772,1346105
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,CUMBRIA COUNTY COUNCIL,417774,1527203
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTERSHIRE COUNTY COUNCIL,417776,2161612
DfE,PfS,16/01/2012,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL,417778,5528030
