Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1119816,10.09,4-Port USB Hub
Ministry of Justice,MoJ HQ,06/Jan/2014 ,223000-Other Expenditure,LZ600-Transforming Justice,TRUSTMARQUE SOLUTIONS LTD,1120116,"25,000.00",'access to survey and polling software - licence and usage credits' 
Ministry of Justice,MoJ HQ,09/Jan/2014 ,264000-Consultancy,LZ600-Transforming Justice,GOVERNMENT ACTUARY'S DEPARTMENT,3965,"45,547.00",Actuarial advice with expertise in the mechanics and regulation of the Local Government Pension Scheme
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1119816,25.23,Additional/spare mains charger for BlackBerry 8520
Ministry of Justice,MoJ HQ,16/Jan/2014 ,263000-Other Contracted Out Services,OZ501-HRD Feeder,GOVERNMENT ACTUARY'S DEPARTMENT,4004,"24,469.07",Advice on judicial pensions actuaries for 2013-14
Ministry of Justice,MoJ HQ,16/Jan/2014 ,263000-Other Contracted Out Services,OZ501-HRD Feeder,GOVERNMENT ACTUARY'S DEPARTMENT,4004,"4,893.81",Advice on judicial pensions actuaries for 2013-14
Ministry of Justice,MoJ HQ,31/Jan/2014 ,263000-Other Contracted Out Services,OZ501-HRD Feeder,GOVERNMENT ACTUARY'S DEPARTMENT,4062,"27,883.38",Advice on judicial pensions actuaries for 2013-14
Ministry of Justice,MoJ HQ,31/Jan/2014 ,263000-Other Contracted Out Services,OZ501-HRD Feeder,GOVERNMENT ACTUARY'S DEPARTMENT,4062,"5,576.68",Advice on judicial pensions actuaries for 2013-14
Ministry of Justice,MoJ HQ,06/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1120015,"87,133.61",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,06/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1120015,"17,426.72",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,09/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1120188,"37,894.11",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,09/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1120188,"7,578.82",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,20/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1121013,"53,383.06",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,20/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1121013,"10,676.61",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,23/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1121382,"107,331.79",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,23/Jan/2014 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1121382,"21,466.36",Agency Staff - Professional & Other
Ministry of Justice,MoJ HQ,20/Jan/2014 ,223000-Other Expenditure,QZ600-CPG Other,ALLEN LANE CONSULTANCY LTD,1120966,"1,032,312.00",Allen Lane Managed Accounting Service (FY13-14) - Fixed Monthly Fee - May-13-Dec-13 & Variable- Time & Materials
Ministry of Justice,MoJ HQ,20/Jan/2014 ,223000-Other Expenditure,QZ600-CPG Other,ALLEN LANE CONSULTANCY LTD,1120966,"59,699.00",Allen Lane Managed Accounting Service (FY13-14) - Fixed Monthly Fee - May-13-Dec-13 & Variable- Time & Materials
Ministry of Justice,MoJ HQ,16/Jan/2014 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALPHABET (GB) LTD,1120622,"23,083.30",Alphabet - MoJ Lease Vehicle Contract FY 13-14 - Replaces PO 10000036168
Ministry of Justice,MoJ HQ,16/Jan/2014 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALPHABET (GB) LTD,1120622,"4,616.66",Alphabet - MoJ Lease Vehicle Contract FY 13-14 - Replaces PO 10000036168
Ministry of Justice,MoJ HQ,16/Jan/2014 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALPHABET (GB) LTD,1120622,0.04,Alphabet - MoJ Lease Vehicle Contract FY 13-14 - Replaces PO 10000036168
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,43.22,Andrea NC181VM USB headset
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CAREWORKS (UK) LTD,1122001,"84,804.00",Application Development - requisition for services to deliver Milestone 3 through to 10 (completion)
Ministry of Justice,MoJ HQ,16/Jan/2014 ,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1120785,"1,145,344.29",Aramis Charges for 2013-14: to be reconciled and agreed Monthly
Ministry of Justice,MoJ HQ,23/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CACI LTD,1121379,"99,548.40",Asset Plus Impact Analysis
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,"26,631.10",Atos Labour/ third party services/ contingency
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,"10,943.80",Atos Labour/ third party services/ contingency
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,"5,326.22",Atos Labour/ third party services/ contingency
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,"2,451.10",Atos Labour/ third party services/ contingency
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,"2,188.76",Atos Labour/ third party services/ contingency
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,490.22,Atos Labour/ third party services/ contingency
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,58.00,"Avocent SwitchView 2-Port Desktop KVM (Keyboard, Video & Mouse) Switch"
Ministry of Justice,MoJ HQ,13/Jan/2014 ,710200-Creditors < 1 year - Trade & Other Creditors,WW000-Balance Sheet,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3990,"1,594,769.39",Barclaycard Payment Control
Ministry of Justice,MoJ HQ,23/Jan/2014 ,710200-Creditors < 1 year - Trade & Other Creditors,WW000-Balance Sheet,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),4027,"387,441.37",Barclaycard Payment Control
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1119816,78.26,BlackBerry
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1119816,78.26,BlackBerry
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1119816,78.26,BlackBerry
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,MF600-Directorate of Judicial Offices,ATOS IT SERVICES UK LTD,1119816,78.26,Blackberry
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,RG999-CFLAP Accumulator,ATOS IT SERVICES UK LTD,1119816,78.26,Blackberry
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,RJ999-JPG - International,ATOS IT SERVICES UK LTD,1119816,78.26,Blackberry
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,RG999-CFLAP Accumulator,ATOS IT SERVICES UK LTD,1119816,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1119816,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1119816,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1119816,82.78,BlackBerry (Vodafone)
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1119816,25.23,BlackBerry charger
Ministry of Justice,MoJ HQ,16/Jan/2014 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1120630,"241,351.00",Capacity Upgrades
Ministry of Justice,MoJ HQ,16/Jan/2014 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1120630,"48,270.20",Capacity Upgrades
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1120147,"45,534.09",CCN 2277 - NOP IPT Charges
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1120147,"9,106.82",CCN 2277 - NOP IPT Charges
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1121966,"60,808.19",CCN 2277 - NOP IPT Charges
Ministry of Justice,MoJ HQ,13/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1120470,"413,404.07",CCN 2277 - NOP WITO Charges
Ministry of Justice,MoJ HQ,13/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1120470,"82,680.81",CCN 2277 - NOP WITO Charges
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1121966,"398,547.72",CCN 2277 - NOP WITO Charges
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1121966,"49,984.91",CCN A-R-3766-01-v03 - Provision of Telephony Service for Non-WITO ex CWW PNN3 Lines -  01/04/2013 to 18/10/2016
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1121966,"39,435.39",CCN A-R-3766-01-v03 - Provision of Telephony Service for Non-WITO ex CWW PNN3 Lines -  01/04/2013 to 18/10/2016
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1121966,"38,180.19",CCN A-R-3766-01-v03 - Provision of Telephony Service for Non-WITO ex CWW PNN3 Lines -  01/04/2013 to 18/10/2016
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1121966,"38,032.30",CCN A-R-3766-01-v03 - Provision of Telephony Service for Non-WITO ex CWW PNN3 Lines -  01/04/2013 to 18/10/2016
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1121966,"214,031.14",CCN A-S03481-01-V01 - Sustainable Print Service (SPS)
Ministry of Justice,MoJ HQ,23/Jan/2014 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,STERIA LTD,1121661,"1,045,000.00",CCN48 (Steria) - National Offenders Management Service (NOMS) 230 PMIL117a Steria have met PCMS Service Level 
Ministry of Justice,MoJ HQ,13/Jan/2014 ,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,3988,"342,366.17",CFERS - Surrenders to consolidate Fund - Trust Account (Fines etc)
Ministry of Justice,MoJ HQ,13/Jan/2014 ,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,3988,"40,138.95",CFERS - Surrenders to consolidate Fund - Trust Account (Fines etc)
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,NZ401-Finance Group Feeder,ATOS IT SERVICES UK LTD,1119816,37.37,Cirque Glidepoint SmartCat
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1119816,48.07,Click-less Software
Ministry of Justice,MoJ HQ,02/Jan/2014 ,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1119896,"31,117.02",Clive House: Project and Programme Management  costs for 2013-14.
Ministry of Justice,MoJ HQ,23/Jan/2014 ,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1121552,"4,866.70",Clive House: reactive maintenance costs for 2013-14.
Ministry of Justice,MoJ HQ,02/Jan/2014 ,222003-CIS Labour TFM Estates,NZ406-Strategic Estates Feeder,MITIE JUSTICE LTD,1119908,"59,166.90",Construction works at Rose Court ahead of PPO relocation
Ministry of Justice,MoJ HQ,07/Jan/2014 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IT,3941,"39,525.00",Consultancy services delivered to the Legal Services Commission Integrated Delivery Programme running from April to August 2013 & 1st January to 31st March 2013
Ministry of Justice,MoJ HQ,07/Jan/2014 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IT,3941,"7,905.00",Consultancy services delivered to the Legal Services Commission Integrated Delivery Programme running from April to August 2013 & 1st January to 31st March 2013
Ministry of Justice,MoJ HQ,30/Jan/2014 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IT,4049,"44,775.00",Consultancy services delivered to the Legal Services Commission Integrated Delivery Programme running from April to August 2013 & 1st January to 31st March 2013
Ministry of Justice,MoJ HQ,30/Jan/2014 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IT,4049,"8,955.00",Consultancy services delivered to the Legal Services Commission Integrated Delivery Programme running from April to August 2013 & 1st January to 31st March 2013
Ministry of Justice,MoJ HQ,23/Jan/2014 ,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1121541,"25,201.28",Contractor services
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1120441,"202,935.77",Criminal Justice Secure email Yearly costs
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1120441,"202,935.77",Criminal Justice Secure email Yearly costs
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1120441,"40,587.15",Criminal Justice Secure email Yearly costs
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1120441,"40,587.15",Criminal Justice Secure email Yearly costs
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1119816,297.12,Crystal Reports 2011
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1120147,"59,618.72",Decommissioning and Removal of equipment from Steel House
Ministry of Justice,MoJ HQ,06/Jan/2014 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES UK LTD,1120051,"267,422.51",Development of Live Service Bundle 9 application software for Prison-NOMIS
Ministry of Justice,MoJ HQ,02/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1119850,"64,063.64",Electricity supply in 2013-14 to 102 Petty France
Ministry of Justice,MoJ HQ,02/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1119850,"12,812.73",Electricity supply in 2013-14 to 102 Petty France
Ministry of Justice,MoJ HQ,30/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1122046,"56,127.39",Electricity supply in 2013-14 to 102 Petty France
Ministry of Justice,MoJ HQ,30/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1122046,"11,225.48",Electricity supply in 2013-14 to 102 Petty France
Ministry of Justice,MoJ HQ,30/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1122046,50.95,Electricity supply in 2013-14 to 102 Petty France
Ministry of Justice,MoJ HQ,02/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1119850,"66,606.61",Electricity supply in 2013-14 to 102 Petty France 
Ministry of Justice,MoJ HQ,02/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1119850,"13,321.32",Electricity supply in 2013-14 to 102 Petty France 
Ministry of Justice,MoJ HQ,13/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1120503,"23,010.98",Electricity supply in 2013-14 to Clive House
Ministry of Justice,MoJ HQ,13/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1120503,"4,602.20",Electricity supply in 2013-14 to Clive House
Ministry of Justice,MoJ HQ,27/Jan/2014 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,JADU LTD,1121820,"68,600.00",Employment Tribunals Fees project Deliverables as per works order dated 05.11.13.
Ministry of Justice,MoJ HQ,27/Jan/2014 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,JADU LTD,1121820,"18,800.00",Employment Tribunals Fees project Deliverables as per works order dated 05.11.13.
Ministry of Justice,MoJ HQ,27/Jan/2014 ,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CABINET OFFICE,4034,"68,399.90",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,27/Jan/2014 ,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CABINET OFFICE,4034,"-68,399.90",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,02/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1119850,"12,812.73",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,02/Jan/2014 ,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1119850,"-12,812.73",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"-4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"-4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"-4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,20/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1121069,"-4,412.71",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,23/Jan/2014 ,212001-Agency staff,NZ900-Finance & Corporate Services,CAPITA RESOURCING LTD,1121383,8.00,Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,23/Jan/2014 ,212001-Agency staff,NZ900-Finance & Corporate Services,CAPITA RESOURCING LTD,1121383,-8.00,Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,27/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1121738,"7,225.00",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,27/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1121738,"5,740.00",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,27/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1121738,"-5,740.00",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,27/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1121738,"-7,225.00",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1121956,"13,386.00",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,30/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ACTICA CONSULTING LTD,1121956,"-13,386.00",Equal and opposite entry exists to cancel
Ministry of Justice,MoJ HQ,14/Jan/2014 ,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3994,"730,598.00",ESCORTING CONTRACT FOR Youth Offending Institutions - FY13-14.
Ministry of Justice,MoJ HQ,23/Jan/2014 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1121386,"37,177.60",Ethos system Functional enhancements
Ministry of Justice,MoJ HQ,02/Jan/2014 ,265000-IT & Telecommunications,QZ500-Arms Length Bodies (CPG),ATOS IT SERVICES UK LTD,1119816,83.96,Evoluent Vertical Mouse
Ministry of Justice,MoJ HQ,27/Jan/2014 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1121767,"1,153,347.00",Fixed Price change control note for the solution development and testing for the Secure Data Transfer
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1120251,"180,729.93","Fujitsu Application Services - Licensing, IBM 3rd line application support for Bichard 7, ATOS application support for Xhibit Portal & ATOS Qtrly patching of Xhibit Portal"
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1120251,"34,906.33",Fujitsu Security Services
Ministry of Justice,MoJ HQ,09/Jan/2014 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1120251,"311,088.56",Fujitsu Service Integration And Management Services
