EXAMPLES OF GPC EXPENDITURE,,,,
,,,,
MODGPC00144381,27-May-16,Other Supplies, MISC SPECIALTY RETAIL,"£2,188.56"
MODGPC00144382,27-May-16,Other Supplies, FUEL DEALERS,"£1,676.23"
MODGPC00144383,28-May-16,Miscellaneous, OTHER DIRECT MARKETERS,£628.77
MODGPC00144384,26-May-16,Auto/Vehicle Rentals, HERTZ RENT-A-CAR,"£1,260.06"
MODGPC00144385,27-May-16,Auto/Vehicle Rentals, AVIS RENT-A-CAR,£933.82
MODGPC00144386,28-May-16,Auto/Vehicle Rentals, AVIS RENT-A-CAR,"£2,072.66"
MODGPC00144387,28-May-16,Auto/Vehicle Rentals, AVIS RENT-A-CAR,"£2,072.66"
MODGPC00144388,27-May-16,Government, SCHOOLS - DEFAULT,£519.42
MODGPC00144389,27-May-16,Government, SCHOOLS - DEFAULT,"£1,434.00"
MODGPC00144390,27-May-16,Government, SCHOOLS - DEFAULT,"£2,664.00"
MODGPC00144391,27-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,664.66"
MODGPC00144392,27-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,£750.88
MODGPC00144393,27-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,500.00"
MODGPC00144394,27-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,000.00"
MODGPC00144395,27-May-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£507.66
MODGPC00144396,27-May-16,Entertainment, RECREATION SERVICES,£926.00
MODGPC00144397,27-May-16,Entertainment, RECREATION SERVICES,"£8,792.00"
MODGPC00144398,26-May-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,728.32"
MODGPC00144399,26-May-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,£647.96
MODGPC00144400,29-May-16,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,"£1,926.15"
MODGPC00144401,26-May-16,Miscellaneous, VETERINARY SERVICES,"£3,582.43"
MODGPC00144402,27-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£734.64
MODGPC00144403,27-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£540.00
MODGPC00144404,27-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£638.61
MODGPC00144405,27-May-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£1,100.00"
MODGPC00144406,26-May-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,"£1,301.93"
MODGPC00144407,27-May-16,Equipment And Furniture, TOOL HIRE,"£1,386.36"
MODGPC00144408,27-May-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,£510.60
MODGPC00144409,27-May-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£2,880.00"
MODGPC00144410,27-May-16,Clothing/Uniform Services, LAUNDRIES-FAMILY/COMMERCIAL,"£1,864.80"
MODGPC00144411,28-May-16,Miscellaneous, OTHER DIRECT MARKETERS,"£1,203.55"
MODGPC00144412,27-May-16,Other Supplies, COMBINATION CATALOG & RETAIL,£983.64
MODGPC00144413,27-May-16,Other Supplies, CATALOG MERCHANT,"£2,100.00"
MODGPC00144414,27-May-16,Other Supplies, CATALOG MERCHANT,£831.60
MODGPC00144415,26-May-16,Other Supplies, COMBINATION CATALOG & RETAIL,£854.00
MODGPC00144416,28-May-16,Other Supplies, COMBINATION CATALOG & RETAIL,£527.99
MODGPC00144417,27-May-16,Other Supplies," GIFT, CARD, NOVELTY STORES","£1,605.00"
MODGPC00144418,27-May-16,Business Expenses/Services, STATIONERY STORES,"£1,445.14"
MODGPC00144419,27-May-16,Eating And Drinking Places, BARS/TAVERNS/LOUNGES/DISCOS,"£3,423.35"
MODGPC00144420,27-May-16,Business Expenses/Services, COURIER SERVICES,"£1,045.23"
MODGPC00144421,27-May-16,Eating And Drinking Places, RESTAURANTS,£546.70
MODGPC00144422,27-May-16,Eating And Drinking Places, RESTAURANTS,£839.99
MODGPC00144423,27-May-16,Caterers Food, CATERERS,£722.74
MODGPC00144424,29-May-16,Caterers Food, CATERERS,£958.72
MODGPC00144425,27-May-16,Retail, ELECTRONICS STORES,"£1,314.00"
MODGPC00144426,27-May-16,Retail, ELECTRONICS STORES,"£2,970.02"
MODGPC00144427,27-May-16,Retail, ELECTRONICS STORES,"£3,744.00"
MODGPC00144428,27-May-16,Retail, ELECTRONICS STORES,"£2,721.86"
MODGPC00144429,27-May-16,Retail, ELECTRONICS STORES,£582.72
MODGPC00144430,27-May-16,Retail, ELECTRONICS STORES,£595.00
MODGPC00144431,25-May-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,"£2,231.51"
MODGPC00144432,27-May-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,"£1,440.00"
MODGPC00144433,27-May-16,Government, GOV'T SERV - DEFAULT,£540.00
MODGPC00144434,27-May-16,Government, GOV'T SERV - DEFAULT,"£1,023.60"
MODGPC00144435,27-May-16,Government, GOV'T SERV - DEFAULT,"£1,492.80"
MODGPC00144436,27-May-16,Government, GOV'T SERV - DEFAULT,£683.86
MODGPC00144437,27-May-16,Government, GOV'T SERV - DEFAULT,£775.03
MODGPC00144438,27-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,996.00"
MODGPC00144439,27-May-16,Government, GOV'T SERV - DEFAULT,£648.00
MODGPC00144440,27-May-16,Government, GOV'T SERV - DEFAULT,"£1,287.60"
MODGPC00144441,27-May-16,Government, GOV'T SERV - DEFAULT,"£1,723.20"
MODGPC00144442,27-May-16,Government, GOV'T SERV - DEFAULT,"£1,300.00"
MODGPC00144443,27-May-16,Government, GOV'T SERV - DEFAULT,£510.00
MODGPC00144444,26-May-16,Government, GOV'T SERV - DEFAULT,"£1,711.90"
MODGPC00144445,28-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£1,009.92"
MODGPC00144446,27-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£3,274.26"
MODGPC00144447,27-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,£825.60
MODGPC00144448,27-May-16,Auto/Vehicle Dealers, MOTORCYCLE DEALERS,"£3,209.84"
MODGPC00144449,27-May-16,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,£662.04
MODGPC00144450,27-May-16,Automobile Services & Supplies, SERVICE STATIONS,£604.79
MODGPC00144451,27-May-16,Retail, GROCERY STORES/SUPERMARKETS,£718.19
MODGPC00144452,27-May-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£977.88
MODGPC00144453,27-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£831.50
MODGPC00144454,27-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£510.00
MODGPC00144455,27-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,362.80"
MODGPC00144456,27-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£615.70
MODGPC00144457,27-May-16,Business To Business Facility/, CONSTRUCTION MATERIALS - DEF,"£6,099.00"
MODGPC00144458,27-May-16,Business To Business Facility/, CONSTRUCTION MATERIALS - DEF,£934.80
MODGPC00144459,27-May-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£8,650.45"
MODGPC00144460,27-May-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£4,524.79"
MODGPC00144461,27-May-16,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£2,567.03"
MODGPC00144462,27-May-16,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,£670.54
MODGPC00144463,27-May-16,Utilities, COMPUTER NETWORK/INFO SVCS,"£1,554.00"
MODGPC00144464,27-May-16,Business Expenses/Services, POSTAGE STAMPS,£600.00
MODGPC00144465,26-May-16,Miscellaneous, OTHER DIRECT MARKETERS,£571.44
MODGPC00144466,26-May-16,Other Supplies, MISC SPECIALTY RETAIL,£577.80
MODGPC00144467,25-May-16,Other Supplies, MISC SPECIALTY RETAIL,£512.00
MODGPC00144468,26-May-16,Other Supplies, MISC SPECIALTY RETAIL,"£2,024.26"
MODGPC00144469,26-May-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,314.00"
MODGPC00144470,26-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£888.00
MODGPC00144471,26-May-16,Miscellaneous, VETERINARY SERVICES,£501.31
MODGPC00144472,26-May-16,Miscellaneous, VETERINARY SERVICES,£503.30
MODGPC00144473,26-May-16,Miscellaneous, VETERINARY SERVICES,"£2,371.14"
MODGPC00144474,26-May-16,Miscellaneous, VETERINARY SERVICES,"£1,145.27"
MODGPC00144475,26-May-16,Miscellaneous, VETERINARY SERVICES,£551.08
MODGPC00144476,25-May-16,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,£787.93
MODGPC00144477,26-May-16,Auto/Vehicle Expenses, AUTO PAINT SHOPS,£807.19
MODGPC00144478,26-May-16,Entertainment, RECREATION SERVICES,£952.00
MODGPC00144479,26-May-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£968.90
MODGPC00144480,26-May-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£996.00
MODGPC00144481,26-May-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£841.14
MODGPC00144482,26-May-16,Entertainment, THEATRICAL PRODUCERS,"£3,474.00"
MODGPC00144483,26-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,347.00"
MODGPC00144484,26-May-16,Miscellaneous, ELEMENTARY/SECONDARY SCHOOLS,£948.00
MODGPC00144485,26-May-16,Government, SCHOOLS - DEFAULT,"£2,647.20"
MODGPC00144486,26-May-16,Facilities/Repair Services, ELECTRICAL CONTRACTORS,£816.00
MODGPC00144487,26-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,£964.32
MODGPC00144488,25-May-16,Auto/Vehicle Rentals, AVIS RENT-A-CAR,£791.84
MODGPC00144489,26-May-16,Eating And Drinking Places, RESTAURANTS,£768.56
MODGPC00144490,26-May-16,Eating And Drinking Places, BARS/TAVERNS/LOUNGES/DISCOS,£800.00
MODGPC00144491,26-May-16,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,£580.00
MODGPC00144492,26-May-16,Business To Business Eqpt/Furn, BOOK STORES,"£1,215.00"
MODGPC00144493,26-May-16,Business To Business Eqpt/Furn, BOOK STORES,£916.24
MODGPC00144494,26-May-16,Business To Business Eqpt/Furn, BOOK STORES,"£1,100.00"
MODGPC00144495,26-May-16,Business To Business Eqpt/Furn, BOOK STORES,"£2,195.37"
MODGPC00144496,26-May-16,Business Expenses/Services, STATIONERY STORES,£919.20
MODGPC00144497,26-May-16,Other Supplies, CATALOG MERCHANT,"£1,288.29"
MODGPC00144498,26-May-16,Other Supplies, CATALOG MERCHANT,£603.05
MODGPC00144499,26-May-16,Other Supplies, COMBINATION CATALOG & RETAIL,"£1,747.20"
MODGPC00144500,26-May-16,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,"£2,528.80"
MODGPC00144501,26-May-16,Clothing/Uniform Services, DRY CLEANERS,£669.60
MODGPC00144502,26-May-16,Clothing/Uniform Services, DRY CLEANERS,"£7,508.40"
MODGPC00144503,26-May-16,Clothing/Uniform Services, DRY CLEANERS,£540.00
MODGPC00144504,26-May-16,Miscellaneous, MISC PERSONAL SERV - DEF,"£1,390.80"
MODGPC00144505,26-May-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£3,150.00"
MODGPC00144506,26-May-16,Clothing/Shoes/Uniforms, MISC APPAREL/ACCESS STORES,£500.00
MODGPC00144507,26-May-16,Equipment And Furniture, FURNITURE/EQUIP STORES,£524.19
MODGPC00144508,26-May-16,Facilities/Repair Supplies, FLOOR COVERING STORES,"£1,632.00"
MODGPC00144509,26-May-16,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,£796.25
MODGPC00144510,26-May-16,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,£604.04
MODGPC00144511,26-May-16,Retail, ELECTRONICS STORES,"£3,445.74"
MODGPC00144512,26-May-16,Retail, ELECTRONICS STORES,£748.95
MODGPC00144513,26-May-16,Eating And Drinking Places, RESTAURANTS,£727.99
MODGPC00144514,26-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£3,664.80"
MODGPC00144515,26-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,070.00"
MODGPC00144516,26-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,208.08"
MODGPC00144517,26-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,323.94"
MODGPC00144518,26-May-16,Business To Business Services, TESTING LABS (NON-MEDICAL),£800.40
MODGPC00144519,26-May-16,Business To Business Services, TESTING LABS (NON-MEDICAL),£720.00
MODGPC00144520,27-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£1,006.00"
MODGPC00144521,26-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,150.00"
MODGPC00144522,25-May-16,Miscellaneous, CIVIC/SOCIAL/FRATERNAL ASSC,£575.80
MODGPC00144523,26-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,850.00"
MODGPC00144524,26-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,644.30"
MODGPC00144525,26-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£4,239.40"
MODGPC00144526,26-May-16,Government, GOV'T SERV - DEFAULT,"£6,000.00"
MODGPC00144527,26-May-16,Government, GOV'T SERV - DEFAULT,"£2,187.80"
MODGPC00144528,26-May-16,Government, GOV'T SERV - DEFAULT,"£2,938.54"
MODGPC00144529,26-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,£945.50
MODGPC00144530,26-May-16,Government, GOV'T SERV - DEFAULT,£533.65
MODGPC00144531,26-May-16,Facilities/Repair Supplies, HARDWARE STORES,£851.40
MODGPC00144532,26-May-16,Facilities/Repair Supplies, HARDWARE STORES,£916.68
MODGPC00144533,26-May-16,Facilities/Repair Supplies, HARDWARE STORES,£772.20
MODGPC00144534,26-May-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,320.00"
MODGPC00144535,26-May-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,110.89"
MODGPC00144536,26-May-16,Retail, MISC FOOD STORES - DEFAULT,"£1,320.69"
MODGPC00144537,26-May-16,Retail, MISC FOOD STORES - DEFAULT,"£4,000.00"
MODGPC00144538,26-May-16,Retail, MISC FOOD STORES - DEFAULT,"£2,049.01"
MODGPC00144539,26-May-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,055.88"
MODGPC00144540,26-May-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£9,969.36"
MODGPC00144541,26-May-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,635.30"
MODGPC00144542,26-May-16,Auto/Vehicle Dealers, CAMPER TRAILER DEALER,£912.00
MODGPC00144543,26-May-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,094.40"
MODGPC00144544,26-May-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,£675.86
MODGPC00144545,26-May-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,£506.40
MODGPC00144546,26-May-16,Business To Business Facility/, CONSTRUCTION MATERIALS - DEF,£540.00
MODGPC00144547,26-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,205.77"
MODGPC00144548,26-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,963.59"
MODGPC00144549,26-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£680.40
MODGPC00144550,26-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£4,194.00"
MODGPC00144551,25-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£3,058.70"
MODGPC00144552,26-May-16,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£13,741.20"
MODGPC00144553,26-May-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£697.30
MODGPC00144554,26-May-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£3,547.20"
MODGPC00144555,26-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£3,403.20"
MODGPC00144556,26-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£4,977.60"
MODGPC00144557,25-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£501.24
MODGPC00144558,26-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£687.60
MODGPC00144559,26-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,041.20"
MODGPC00144560,26-May-16,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,"£6,670.01"
MODGPC00144561,26-May-16,Business To Business Facility/," PAINT, VARNISHES & SUPPLIES","£1,271.40"
MODGPC00144562,26-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£850.12
MODGPC00144563,25-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£971.62
MODGPC00144564,26-May-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£594.72
MODGPC00144565,26-May-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£4,918.80"
MODGPC00144566,26-May-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£714.00
MODGPC00144567,26-May-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£916.80
MODGPC00144568,25-May-16,Other Supplies, MISC SPECIALTY RETAIL,£645.00
MODGPC00144569,25-May-16,Health Services And Supplies, HEARING AID/SALES/SERVICE,£770.65
MODGPC00144570,25-May-16,Other Supplies, MISC SPECIALTY RETAIL,£660.92
MODGPC00144571,25-May-16,Other Supplies, MISC SPECIALTY RETAIL,£574.20
MODGPC00144572,24-May-16,Auto/Vehicle Rentals, AVIS RENT-A-CAR,£690.88
MODGPC00144573,25-May-16,Facilities/Repair Services, ROOFING/SIDING/SHEET METAL,£846.00
MODGPC00144574,25-May-16,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,"£1,068.00"
MODGPC00144575,25-May-16,Government, SCHOOLS - DEFAULT,£870.00
MODGPC00144576,25-May-16,Government, SCHOOLS - DEFAULT,"£2,976.00"
MODGPC00144577,25-May-16,Medical, HOSPITALS,"£6,748.72"
MODGPC00144578,25-May-16,Professional Services, LEGAL SERVICES ATTORNEYS,£875.88
MODGPC00144579,25-May-16,Entertainment, RECREATION SERVICES,£605.00
MODGPC00144580,25-May-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£600.00
MODGPC00144581,25-May-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,"£4,500.00"
MODGPC00144582,25-May-16,Medical, OPTOMETRISTS/OPHTHALMOLOGISTS,"£3,438.43"
MODGPC00144583,25-May-16,Medical, OPTICIANS,£885.00
MODGPC00144584,25-May-16,Miscellaneous, VETERINARY SERVICES,"£1,904.62"
MODGPC00144585,25-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£805.80
MODGPC00144586,25-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00144587,24-May-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,"£8,486.40"
MODGPC00144588,24-May-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,"£30,000.00"
MODGPC00144589,25-May-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,£746.30
MODGPC00144590,25-May-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£4,400.00"
MODGPC00144591,25-May-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,298.40"
MODGPC00144592,25-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£934.95
MODGPC00144593,25-May-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,078.64"
MODGPC00144594,25-May-16,Miscellaneous, OTHER DIRECT MARKETERS,"£3,355.07"
MODGPC00144595,24-May-16,Retail, SPORTING GOODS STORES,"£3,171.40"
MODGPC00144596,25-May-16,Business To Business Eqpt/Furn, BOOK STORES,£515.08
MODGPC00144597,25-May-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£928.62
MODGPC00144598,25-May-16,Caterers Food, CATERERS,£846.00
MODGPC00144599,24-May-16,Retail, ELECTRONICS STORES,"£2,101.02"
MODGPC00144600,25-May-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£2,120.66"
MODGPC00144601,25-May-16,Retail, ELECTRONICS STORES,£999.00
MODGPC00144602,25-May-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£4,950.56"
MODGPC00144603,25-May-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£1,324.06"
MODGPC00144604,25-May-16,Clothing/Shoes/Uniforms, MISC APPAREL/ACCESS STORES,£514.90
