Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Latest Contract Number,Project Code,Expenditure Type
,,02/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE LONDON,20147027,"59,397.60",RDD Programme Support - Miscellaneous,SW7 2AZ,PUBLIC,,,
,,02/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",ACCENTURE UK LTD,3003325356,"93,333.33",Revenue 2016/17 Accenture PACS - NEEM - Secure Exit from PACS,EC3M 3BD,LARGE,,,
,,02/08/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,FLEXIFORM BUSINESS FURNITURE LTD,440028,"26,227.58",NHSE – Third Floor Furniture,BD3 7AE,SME,,,
,,02/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201459603,"73,416.77",Revenue 2016/17 CSC LSP NME: Committed deployment and service charges for 2016/17,PR1 8UQ,LARGE,,,
,,02/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201459604,"129,925.00","Revenue  2015/16 LSP NME CSC -Lorenzo Innovation Fund - CCN 328	 ",PR1 8UQ,LARGE,,,
,,02/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201459606,"136,154.74","Revenue: 2015/16 LSP NME CSC - Lorenzo Innovation Fund -CCN329	 ",PR1 8UQ,LARGE,,,
,,02/08/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584214765,"1,273,441.98",June 2016 IMS3 Open Service charges,WS11 0JA,LARGE,,,
,,02/08/2016,Other creditors (ST),DG: Central Technical,TRAFFORD METROPOLITAN BOROUGH COUNCIL,ERS-558497-123975REPAID,"129,290.00",,M32 0YY,PUBLIC,,,
,,02/08/2016,Other creditors (ST),DG: Central Technical,SALFORD CITY COUNCIL,ERS-558505-124058REPAYMENT,"344,729.00",,M27 5AP,PUBLIC,,,
,,02/08/2016,Other creditors (ST),DG: Central Technical,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-558516-124059REPAID,"252,635.00",,B69 3DE,PUBLIC,,,
,,02/08/2016,Other creditors (ST),DG: Central Technical,BLACKPOOL BOROUGH COUNCIL,ERS-558555-124148REPAID,"123,546.00",,FY1 1NF,PUBLIC,,,
,,02/08/2016,Other creditors (ST),DG: Central Technical,HARINGEY LONDON BOROUGH COUNCIL,ERS-558805-124419REPAID,"156,974.00",,N22 7TR,PUBLIC,,,
,,02/08/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",MUSCULAR DYSTROPHY GROUP OF GREAT BRITAIN AND NORTHERN IRELAND,ERS-559384-124961,"31,488.00",IESD 2013/14 -Muscular Dystrophy Campaign - Bridging the Gap -  AIMS 249803,SE1 0HL,VCS,,,
,,02/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000849,"194,058.00","Revenue 2016/17 BJSS eRS: 4 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Aug16 these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,02/08/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000850,"218,162.00","Capital 2016/17 BJSS eRS: 7 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Nov16, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,02/08/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000851,"179,130.00","Capital 2016/17 BJSS eRS: 7 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Nov16, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,SME,,,
,,02/08/2016,Outsourcing Contract,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,M0102564,"25,000.00",Funding for Tunisia/Paris screening treat programme,BR3 3BX,PUBLIC,,,
,,02/08/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",ACTAVIS UK LTD,,"957,017.14",,16025864,LARGE,,,
,,02/08/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",BRISTOL LABORATORIES LTD,,"158,845.90",,9087902,LARGE,,,
,,02/08/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",BRISTOL LABORATORIES LTD,,"112,096.00",,9087903,LARGE,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"78,309.15",,SIN0082158,,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"45,999.78",,SIN0082165,,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"49,566.40",,SIN0082169,,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"30,939.55",,SIN0082171,,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"30,792.69",,SIN0082151,,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"98,791.13",,SIN0082153,,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"71,326.74",,SIM0082155,,,,
,,02/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"49,872.70",,SIM0082156,,,,
,,03/08/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424440ARI,"52,301.06",Skipton House - FM Variable Building Maintenance Works FY2016/2017 ,SO53 3YE,LARGE,,,
,,03/08/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424444ARI,"79,796.55",Richmond House - Emcor FM Variable Building Maintenance Works FY2016/2017,SO53 3YE,LARGE,,,
,,03/08/2016,Utilities,DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),2933261,"33,617.67",QH - Utility Charges FY2016-17 ,FY5 3TA,PUBLIC,,,
,,03/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201459933,"316,755.00",Revenue 2016/17 CSC NME LSP - Committed deployment and service charges for 2016/17,PR1 8UQ,LARGE,,,
,,03/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201460624,"121,505.18",Revenue 2016/17 CSC NME LSP - Committed deployment and service charges for 2016/17,PR1 8UQ,LARGE,,,
,,03/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201460626,"121,505.18",Revenue 2016/17 CSC NME LSP - Committed deployment and service charges for 2016/17,PR1 8UQ,LARGE,,,
,,03/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201460628,"121,505.18",Revenue 2016/17 CSC NME LSP - Committed deployment and service charges for 2016/17,PR1 8UQ,LARGE,,,
,,03/08/2016,Outsourcing Contract,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584215253,"76,712.28",FY - 2016/17 -  IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,LARGE,,,
,,03/08/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,Essentra Filters Products Ltd,ESS650,"22,219.66",Tobacco Surveillance Programme - Testing of cigarettes for TNCO - Extension to contract,NE32 3UP,LARGE,,,
,,03/08/2016,Library services,DG: GROUP OPERATIONS,EBSCO Information Services,OI-1617135,"37,342.80",Add to PO 518739 Journal Subscriptions and Management,EN5 1NZ,LARGE,,,
,,04/08/2016,DH Support to Mergers,DG: Central Technical,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,480170,"4,979,583.00",Stafford transition and integration costs,ST4 7LN,PUBLIC,,,
,,04/08/2016,Addition Clearing - OLB,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424634RI,"144,966.94",Wellington - Façade - Full Renewal Works,SO53 3YE,LARGE,,,
,,04/08/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424637RI,"35,490.24",Wellington – Basement – Replace foul waste pipework,SO53 3YE,LARGE,,,
,,04/08/2016,Estate management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424638RI,"44,983.20",All Buildings - Project Technical Assurance,SO53 3YE,LARGE,,,
,,04/08/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424639RI,"102,809.69",Richmond – 1st & 2nd Floors  – Accomm Desking Moves.,SO53 3YE,LARGE,,,
,,04/08/2016,Estate management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424640RI,"122,539.27",Skipton – Roof – Chiller Pipework,SO53 3YE,LARGE,,,
,,04/08/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424641RI,"34,040.39",Wellington – External – Sump Pump Pipework,SO53 3YE,LARGE,,,
,,04/08/2016,Estate management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00424642RI,"24,287.75",Skipton – Plant - Replace defective AHU 2 chiller control 2 port temperature valve,SO53 3YE,LARGE,,,
,,04/08/2016,IT minor costs non capital,DG: GROUP OPERATIONS,IBM UK LTD,105372970,"71,750.40",IBM Domino Utility Server Processor Value Unit (PVU) Annual SW Subscription & Support Renewal E0225LL Quantity: 1600 units. Quote: 26782324 ,PO6 3AU,LARGE,,,
,,04/08/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",BDO LLP,1530466,"56,160.00",P21+ Specialist VAT Advice Service 1st April 2016 - 31st March 2017,W1U 7EU,LARGE,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",Woodward Associates UK Ltd,2799,"33,750.00",Revenue 2016/17 Woodward associates Ltd SUS Spine - Novated Contract from BT,SL4 5DT,SME,,,
,,04/08/2016,Secondees in invoiced costs,"DG: FINANCE, COMMERCIAL & NHS",ACCENTURE UK LTD,3003327923,"27,600.00",Contract Management Implementation Lead,EC3M 3BD,LARGE,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201460625,"119,643.49",Revenue: 2015/16 LSP NME CSC - Non Lorenzo,PR1 8UQ,LARGE,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",MASTEK UK LTD,90336372,"209,831.79",Revenue 2016/17 Mastek SUS Spine - HSCIC _ Pheonix SUS post Dec14 Ser FB - Key Milestone 1 Workpackage 8 -Jun'16,RG1 8BW,LARGE,,,
,,04/08/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000026,"1,261,916.05",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,PUBLIC,,,
,,04/08/2016,Other creditors (ST),DG: Central Technical,WOLVERHAMPTON CITY COUNCIL,ERS-558522-123990REPAID,"188,182.00",,WV1 1RG,PUBLIC,,,
,,04/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE LONDON,ERS-559528-125003,"118,434.54",EME - ( NETSCC ),SW7 2AZ,PUBLIC,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOCCCN-38,"234,800.00","Revenue 2015/16 GPSoC Replacement - Additional Service ( Traning, guidance and configuration) - Practice Readiness for Go Live with Patient Services in the Principal Clinical System Servicers CCNa-038",LS18 5TN,SME,,,
,,04/08/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000863,"123,551.24",Capital 2016/17: Spine 2 BJSS Core Collaborative Development Call-Off Contract Apr- May 2016,LS1 2TW,SME,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV000863,"20,716.90",Revenue 2016/17: Spine 2 BJSS Core Collaborative On Call Contract Apr 16 - May 16,LS1 2TW,SME,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10405,"65,575.00",Revenue 2016/17 Spine 2: Core & CIS/IAM Hosting Apr- May 2016,HG3 1UG,SME,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10415,"65,575.00",Revenue 2016/17 Intechnology Spine 2 - Core & CIS/IAM Hosting,HG3 1UG,SME,,,
,,04/08/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",JISC COLLECTIONS,OP/I052334,"81,933.46",Revenue 2015/16: Costs related to HSCN Early Works for JANET,WC2E 7EN,PUBLIC,,,
,,04/08/2016,Professional fees,DG: STRATEGY & EXTERNAL RELATIONS,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00024117,"57,727.00",GAD Payments 2016-17,EC4A 1AB,LARGE,,,
,,04/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"26,440.71",,SIN0082207,,,,
,,04/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"67,652.86",,SIN0082215,,,,
,,04/08/2016,School Fruit and Veg Scheme,DG: PUBLIC & INTERNATIONAL HEALTH,"Minor, Weir & Willis Ltd",,"30,213.42",,SIN0082217,,,,
,,05/08/2016,Policy Payments,DG: GROUP OPERATIONS,CABINET OFFICE,250015309,"350,716.79",Cabinet Office CSHR funding schedule 2016 - 17 Phase 1,CF14 3UW,PUBLIC,,,
,,05/08/2016,Rates,DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029080,"109,459.53",QH - Business Rates FY2016-17,FY5 3TA,PUBLIC,,,
,,05/08/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029080,"588,576.33",QH - Rent FUP FY2016-17,FY5 3TA,PUBLIC,,,
,,05/08/2016,Utilities,DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029080,"2,945.85",QH - Utility Charges FY2016-17 ,FY5 3TA,PUBLIC,,,
,,05/08/2016,Rates,DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029141,"109,459.53",QH - Business Rates FY2016-17,FY5 3TA,PUBLIC,,,
,,05/08/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029141,"592,458.74",QH - Rent FUP FY2016-17 ,FY5 3TA,PUBLIC,,,
,,05/08/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029141,0,QH - Variable Charge FY2016-17 .,FY5 3TA,PUBLIC,,,
,,05/08/2016,Utilities,DG: GROUP OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029141,"2,945.83",QH - Water FY2016-17 ,FY5 3TA,PUBLIC,,,
,,05/08/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6290837,"205,156.06",2016-17 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,PUBLIC,,,
,,05/08/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6290837,"142,201.94",2016-17 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,PUBLIC,,,
,,05/08/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,LEEDS UNIVERSITY OF,90226884,"6,671,764.41",NIHR Research Networks Co-ord Centre,LS2 9JT,PUBLIC,,,
,,05/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE SOLENT NHS TRUST R1C,ERS-559547-125024,"26,137.00",AD-HOC - ETC,SO16 4XE,PUBLIC,,,
,,05/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE SOLENT NHS TRUST R1C,ERS-559547-125024,"13,906.00",AD-HOC - ETC,SO16 4XE,PUBLIC,,,
,,05/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,MEDICAL RESEARCH COUNCIL MRC,ERS-559550-125022,"100,000.00",UKCRC Tissue Directory,SN2 1FF,PUBLIC,,,
,,08/08/2016,Professional fees,DG: STRATEGY & EXTERNAL RELATIONS,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),26426,"204,850.84",NHS BSA payments 2016-17,NE1 6SN,PUBLIC,,,
,,08/08/2016,Professional fees,DG: STRATEGY & EXTERNAL RELATIONS,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),26428,"463,733.61",NHS BSA payments 2016-17,NE1 6SN,PUBLIC,,,
,,08/08/2016,Outsourcing Contract,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",KEELE UNIVERSITY OF,0499-09392,"51,525.00",Learning resources for social work with older people - Keele University,ST5 5BG,PUBLIC,14073,,
,,08/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CREO MEDICAL LIMITED,126-i4i-Q1,"125,827.80",Invention for Innovation,NP16 5UH,SME,,,
,,08/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NPL MANAGEMENT LTD,129106,"105,163.02",Invention for Innovation,TW11 0LW,LARGE,,,
,,08/08/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,Faithful and Gould,16016735,"76,743.63",NHSE - SKH House - To support the relocation of London Regional Team from Southside to Skipton House,NW1 3AT,LARGE,,,
,,08/08/2016,ENDPBs Admin Capital Grant in Aid,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",GREATER LONDON AUTHORITY,1800005946,"8,000,000.00",Greater London Authority  - CASSH Fund Capital Payments to GLA 16/17,SE1 2AA,PUBLIC,,,
,,08/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,Practical Control Ltd,3875,"57,025.48",Invention for Innovation,S9 2RS,SME,,,
,,08/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,Practical Control Ltd,3880,"74,676.05",Invention for Innovation,S9 2RS,SME,,,
,,08/08/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,SOUTHAMPTON UNIVERSITY OF,44188997,"304,595.10",Unallocated,SO17 1BJ,PUBLIC,,,
,,08/08/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,LGC LTD,50506757,"944,716.40",Central Commissioning Function,TW11 0LY,LARGE,,,
,,08/08/2016,Addition Clearing - IT,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584213285,"135,809.00",WR0630-05 - DH Video Conferencing Future Services - Enabling Lync Video calls,WS11 0JA,LARGE,,,
,,08/08/2016,Other creditors (ST),DG: Central Technical,GREENWICH LONDON BOROUGH COUNCIL,ERS-558799-124414REPAID,"507,682.00",,SE18 6PW,PUBLIC,,,
,,08/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,EXETER UNIVERSITY OF,ERS-559613-125061,"203,791.00",TARs,EX4 4QJ,PUBLIC,,,
,,08/08/2016,Revenue Grants to non-profit institutions,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",SAMARITANS,ERS-559615-125081,"100,695.00",IESD 54154714 Samaritans Year 3 2016-17,KT17 2AF,VCS,,,
,,08/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-559624-125101,"117,763.50",HTA Researcher Lead,EC1V 2PD,PUBLIC,,,
,,08/08/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY OF,ERS-559625-125106,"71,936.52",HTA Commissioned Research,OX1 2XN,PUBLIC,,,
,,08/08/2016,Additions PDC Capital Support NHS FT Permanent,DG: Central Technical,ROYAL FREE LONDON NHS FOUNDATION TRUST,HAFS-21360,"3,331,000.00",,NW3 2QG,PUBLIC,,,
,,08/08/2016,Additions PDC Revenue Support NHS FT Permanent,DG: Central Technical,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,HAFS-21361,"462,000.00",,BA1 3NG,PUBLIC,,,
,,08/08/2016,Additions PDC Revenue Support NHS T Permanent,DG: Central Technical,SANDWELL & WEST BIRMINGHAM HOSPTIALS NHS TRUST,HAFS-21362,"3,900,000.00",,B18 7QH,PUBLIC,,,
,,08/08/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,METHODS CONSULTING,SIN024746,"130,452.34",NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,SME,,,
,,09/08/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",Medley Business Solutions Ltd,16075,"36,696.00",Provision of procurement resource: to lead the procurement of the replacement for BMS BC 6657,GU4 8PR,SME,,,
,,09/08/2016,Rates,DG: GROUP OPERATIONS,HM REVENUE AND CUSTOMS HMRC,1.8E+13,"23,110.50",Towneley House - Business Rates  for FY2016-2017 ,BN12 4XH,PUBLIC,,,
