Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BLACKPOOL PCT,HAFS-9561,23649000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BOLTON PCT,HAFS-9562,30000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BOURNEMOUTH & POOLE PCT,HAFS-9563,37750000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BRADFORD AND AIREDALE PCT,HAFS-9564,64000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BRENT TEACHING PCT,HAFS-9565,39000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BRIGHTON & HOVE CITY TEACHING PCT,HAFS-9566,33500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BRISTOL PCT,HAFS-9567,60000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BROMLEY PCT,HAFS-9568,37000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BUCKINGHAMSHIRE PCT,HAFS-9569,50000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),BURY PCT,HAFS-9570,24600000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CALDERDALE PCT,HAFS-9571,23500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CAMBRIDGESHIRE PCT,HAFS-9572,63000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CAMDEN PCT,HAFS-9573,34000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CENTRAL & EASTERN CHESHIRE PCT,HAFS-9574,54000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CENTRAL LANCASHIRE PCT,HAFS-9575,55700000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CITY AND HACKNEY TEACHING PCT,HAFS-9576,39500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CORNWALL & ISLES OF SCILLY PCT,HAFS-9577,63500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),COUNTY DURHAM PCT,HAFS-9578,74502000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),COVENTRY TEACHING PCT,HAFS-9579,34000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CROYDON PCT,HAFS-9580,55000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),CUMBRIA PCT,HAFS-9581,69000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),DARLINGTON PCT,HAFS-9582,16730000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),DERBY CITY PCT,HAFS-9415,32000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),DERBYSHIRE COUNTY PCT,HAFS-9416,86000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),DEVON PCT,HAFS-9417,87000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),DONCASTER PCT,HAFS-9418,39000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),DORSET PCT,HAFS-9419,45500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),DUDLEY PCT,HAFS-9420,36000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),EALING PCT,HAFS-9421,43000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),EAST LANCASHIRE PCT,HAFS-9422,48000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),EAST MIDLANDS SHA,HAFS-9423,40000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),EAST OF ENGLAND SHA,HAFS-9424,47000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),EAST RIDING OF YORKSHIRE PCT,HAFS-9425,34500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),EAST SUSSEX DOWNS & WEALD PCT,HAFS-9426,30000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),EASTERN & COASTAL KENT PCT,HAFS-9427,95000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),ENFIELD PCT,HAFS-9428,36457000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),GATESHEAD PCT,HAFS-9429,28200000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),GLOUCESTERSHIRE PCT,HAFS-9430,55000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),GREAT YARMOUTH AND WAVENY PCT,HAFS-9431,28973000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),GREENWICH TEACHING PCT,HAFS-9432,31000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HALTON & ST HELENS PCT,HAFS-9433,38000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HAMMERSMITH AND FULHAM PCT,HAFS-9434,24500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HAMPSHIRE PCT,HAFS-9435,136500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HARINGEY TEACHING PCT,HAFS-9436,45000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HARROW PCT,HAFS-9437,27000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HARTLEPOOL PCT,HAFS-9438,11700000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HASTINGS & ROTHER PCT,HAFS-9439,29000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HAVERING PCT COMMISSIONING,HAFS-9440,28000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HEALTH AND SOCIAL CARE INFORMATION CENTRE,HAFS-9441,2500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HEART OF BIRMINGHAM TEACHING PCT,HAFS-9442,41000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HEREFORDSHIRE PCT,HAFS-9443,19000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HERTFORDSHIRE PCT,HAFS-9444,118000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HEYWOOD MIDDLETON & ROCHDALE PCT,HAFS-9445,25000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HILLINGDON PCT,HAFS-9446,31500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HOUNSLOW PCT,HAFS-9447,32000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),HULL PCT,HAFS-9448,37200000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),ISLE OF WIGHT NHS PCT,HAFS-9449,17000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),ISLINGTON PCT,HAFS-9450,32302000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),KENSINGTON AND CHELSEA PCT,HAFS-9451,32000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),KINGSTON PCT,HAFS-9452,18000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),KIRKLEES PCT,HAFS-9453,46500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),KNOWSLEY PCT,HAFS-9454,22800000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LAMBETH PCT,HAFS-9455,48000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LEEDS PCT,HAFS-9456,95184000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LEICESTER CITY PCT,HAFS-9457,32000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LEICESTERSHIRE COUNTY & RUTLAND PCT,HAFS-9458,60000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LEWISHAM PCT,HAFS-9459,39500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LINCOLNSHIRE PCT,HAFS-9460,84000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LIVERPOOL PCT,HAFS-9461,80175000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LONDON SHA,HAFS-9462,100000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),LUTON TEACHING PCT,HAFS-9463,23200000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),MANCHESTER PCT,HAFS-9464,73500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),MEDWAY TEACHING PCT,HAFS-9465,32500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),MID ESSEX PCT,HAFS-9466,37500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),MIDDLESBOROUGH PCT,HAFS-9467,18700000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),MILTON KEYNES PCT,HAFS-9468,25500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-9469,5750000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NATIONAL PATIENT SAFETY AGENCY (NPSA),HAFS-9470,1300000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),HAFS-9471,1750000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NEWCASTLE PCT,HAFS-9472,44500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NEWHAM PCT,HAFS-9473,32000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-9474,13600000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,HAFS-9476,8000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORFOLK PCT,HAFS-9477,97000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH EAST ESSEX PCT,HAFS-9478,34500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,HAFS-9479,20100000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH EAST SHA,HAFS-9480,23500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH LANCASHIRE PCT,HAFS-9481,41179000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH LINCOLNSHIRE PCT,HAFS-9482,21100000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH SOMERSET PCT,HAFS-9483,21000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH STAFFORDSHIRE PCT,HAFS-9484,23750000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH TYNESIDE PCT,HAFS-9485,29500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH WEST SHA,HAFS-9486,53300000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTH YORKSHIRE & YORK PCT,HAFS-9487,80500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTHAMPTONSHIRE PCT,HAFS-9488,74000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NORTHUMBERLAND CARE TRUST,HAFS-9489,44500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NOTTINGHAM CITY PCT,HAFS-9490,34000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),NOTTINGHAMSHIRE COUNTY TEACHING PCT,HAFS-9491,72000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),OLDHAM PCT,HAFS-9492,31000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),OXFORDSHIRE PCT,HAFS-9493,60000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),PETERBOROUGH PCT,HAFS-9494,19000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),PLYMOUTH TEACHING PCT,HAFS-9495,33000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),PORTSMOUTH CITY TEACHING PCT,HAFS-9496,23000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),REDBRIDGE PCT,HAFS-9497,29000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),REDCAR AND CLEVELAND PCT,HAFS-9498,17800000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),RICHMOND AND TWICKENHAM PCT,HAFS-9499,19000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),ROTHERHAM PCT,HAFS-9500,34500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SALFORD PCT,HAFS-9501,36000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SANDWELL PCT,HAFS-9502,39700000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SEFTON PCT,HAFS-9503,38000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SHEFFIELD PCT,HAFS-9504,67000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SHROPSHIRE COUNTY PCT,HAFS-9505,34101000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOLIHULL CARE TRUST,HAFS-9506,24900000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOMERSET PCT,HAFS-9507,58600000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH BIRMINGHAM PCT,HAFS-9508,46400000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH CENTRAL SHA,HAFS-9509,28000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH EAST COAST SHA,HAFS-9510,17500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH EAST ESSEX PCT,HAFS-9511,37000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH GLOUCESTERSHIRE PCT,HAFS-9512,21500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH STAFFORDSHIRE PCT,HAFS-9513,63900000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH TYNESIDE PCT,HAFS-9514,20800000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH WEST ESSEX PCT,HAFS-9515,49500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTH WEST SHA,HAFS-9516,32000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTHAMPTON CITY PCT,HAFS-9517,29000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SOUTHWARK PCT,HAFS-9518,40000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),STOCKPORT PCT,HAFS-9519,33500000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),STOCKTON-ON-TEES TEACHING PCT,HAFS-9520,21000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),STOKE ON TRENT PCT,HAFS-9521,35000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SUFFOLK PCT,HAFS-9522,58000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SUNDERLAND TEACHING PCT,HAFS-9523,43400000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SURREY PCT,HAFS-9524,117000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SUTTON AND MERTON PCT,HAFS-9525,55200000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),SWINDON PCT,HAFS-9526,24000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),TAMESIDE AND GLOSSOP PCT,HAFS-9527,30000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),TELFORD & WREKIN PCT,HAFS-9528,18262000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),TORBAY CARE TRUST,HAFS-9529,19000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),TOWER HAMLETS PCT,HAFS-9530,39000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),TRAFFORD PCT,HAFS-9531,24000000,
Department of Health,Department of Health,01-Dec-10,CASH FUNDING Revenue inside Resource Accounting Boundary,FINANCE & OPERATIONS (DM),WAKEFIELD DISTRICT PCT,HAFS-9532,43000000,
