Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2015,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,VODAFONE LTD,93244,1198.80,F&C Devolved Admin-Other IT Consultancy,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/07/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH SKY BROADCASTING LTD,95113,1798.94,F&C Devolved Admin-Central Telecommunications Services,EH54 7HH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2015,Hire of Agency Staff,"People, Strategy and Higher Education - Communications Directorate",BROOK STREET (UK) LTD,95489,43.84,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2015,Hire of Agency Staff,"People, Strategy and Higher Education - Communications Directorate",BROOK STREET (UK) LTD,95489,158.65,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2015,Hire of Agency Staff,"People, Strategy and Higher Education - Communications Directorate",BROOK STREET (UK) LTD,95489,388.99,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2015,Research and Development Expenditure,Government Office for Science -  Government Office for Science,UNIVERSITY COLLEGE LONDON,96600,5000.00,Foresight: Demography and Ageing-Research and Development Expenditure,WC1H 9QU,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2015,Other Professional Services,Enterprise & Skills Group - Enterprise Directorate,SIMON DEVONSHIRE T/A TALL MAN BUSINESS,97708,2500.00,PEiURG: Creating A More Entrepreneurial Culture-Other Professional Services,WC1E 6JA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2015,Other Professional Services,Business & Local Growth - Europen Reform,BROOK STREET (UK) LTD,98150,454.90,BLG Devolved Admin-Other Professional Services,AL1 4JB,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2015,Training And Development Expenditure,Enterprise & Skills Group - Enterprise Directorate,OFFICE FOR NATIONAL STATISTICS,98326,125.00,E&S Devolved Admin-Training And Development Expenditure,NP10 8XG,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2015,Maintenance of IT Equipment,Finance & Commercial Group - Information and Technology Directorate,CGI IT UK LTD,98497,13249.26,F&C Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2015,Maintenance of IT Equipment,Finance & Commercial Group - Information and Technology Directorate,CGI IT UK LTD,98497,43457.01,F&C Devolved Admin-Maintenance of IT Equipment,CF31 9AP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/07/2015,Other Professional Services,Finance & Commercial Group - Estates,JONES LANG LASALLE LTD,98817,-3131.25,F&C Devolved Admin-Other Professional Services,DN4 5YW,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2015,IT Services,"People, Strategy and Higher Education - Communications Directorate",THE DEXTROUS WEB LTD T/A DXW,99300,200.00,Digital Media-IT Services,N1 7NG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2015,IT Services,"People, Strategy and Higher Education - Communications Directorate",THE DEXTROUS WEB LTD T/A DXW,99300,650.00,Digital Media-IT Services,N1 7NG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2015,Taxi Services UK,"People, Strategy and Higher Education - Strategy and Growth","Personal Expense, Name Witheld",99375,10.00,PSHE Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2015,Printing,Knowledge & Innovation Group - International Knowledge and Innovation,DOMARN LTD (THE DOMARN GROUP),99520,5639.00,"SIN Comms, Global Gathering & BIS contribution to SIN-Printing",EC1A 4EN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/07/2015,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,ACUMA SOLUTIONS LTD,99605,1342.50,F&C Devolved Admin-Other IT Consultancy,M23 9BE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2015,Training And Development Expenditure,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,OFFICE FOR NATIONAL STATISTICS,99624,125.00,PSHE Devolved Admin-Training And Development Expenditure,SW1V 2QQ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/07/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH SKY BROADCASTING LTD,99720,1984.94,F&C Devolved Admin-Central Telecommunications Services,EH54 7HH,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2015,Recruitment Assessment Services,"People, Strategy and Higher Education - Human Resources",PENNA plc,99835,1900.00,PSHE Non Devolved Admin-Recruitment Assessment Services,EC4M 7RD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2015,Recruitment Assessment Services,"People, Strategy and Higher Education - Human Resources",PENNA plc,99835,3000.00,PSHE Non Devolved Admin-Recruitment Assessment Services,EC4M 7RD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2015,Recruitment Assessment Services,"People, Strategy and Higher Education - Human Resources",PENNA plc,99835,6420.70,PSHE Non Devolved Admin-Recruitment Assessment Services,EC4M 7RD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2015,Recruitment Assessment Services,"People, Strategy and Higher Education - Human Resources",PENNA plc,99835,7800.00,PSHE Non Devolved Admin-Recruitment Assessment Services,EC4M 7RD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2015,Consultancy Expenditure,Knowledge & Innovation Group - Innovation Directorate,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,99952,-1010.73,K&I Devolved Admin-Consultancy Expenditure,SN2 1SZ,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/07/2015,Accounting Services,Finance & Commercial Group - Finance Directoreate,PRICEWATERHOUSECOOPERS LLP,100011,5170.00,F&C Devolved Admin-Accounting Services,SE1 2RT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2015,Central Telecommunications Services,Knowledge & Innovation Group - International Knowledge and Innovation,DAISY COMMUNICATIONS LTD,100157,63.94,K&I Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2015,Learning and Dev - CS Skills,Knowledge & Innovation Group - International Knowledge and Innovation,CAPITA BUSINESS SERVICES LTD,100184,250.00,K&I Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2015,Security Clearance Costs,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",100309,25.00,PSHE Devolved Admin-Security Clearance Costs,,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2015,Economic Consultancy & Research,Business & Local Growth - Europen Reform,INSTITUTE FOR ECONOMIC POLICY,100579,25317.62,EU Services Directive: IT Project-Economic Consultancy & Research,50969,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Other Travel,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",100904,7.30,E&S Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Other Travel,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",100904,12.50,E&S Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/07/2015,Learning and Dev - CS Skills,Enterprise & Skills Group - Enterprise & Skills,OPP LTD,100978,948.00,E&S Devolved Admin-Learning and Dev - CS Skills,OX2 8EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,ADAM PHONES LTD,100988,-168.00,F&C Devolved Admin-Central Telecommunications Services,W4 2ST,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,ADAM PHONES LTD,100988,252.00,F&C Devolved Admin-Central Telecommunications Services,W4 2ST,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2015,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,ADAM PHONES LTD,100988,252.00,F&C Devolved Admin-Central Telecommunications Services,W4 2ST,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2015,Reprographic Services,Finance & Commercial Group - Estates,WILLIAMS LEA LTD,101221,33498.47,F&C Devolved Admin-Reprographic Services,EC1M 4NA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2015,Publications,Legal Services - Legal Services,BLACKWELL UK LTD,101300,-46.80,Legal Services Admin-Publications,OX1 2YX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2015,Business Rates,Government Office for Science -  Government Office for Science,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,101373,10843.71,Other Devolved Admin-Business Rates,SN2 1FF,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Occupational Health Service,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101524,21.64,PSHE Non Devolved Admin-Occupational Health Service,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Occupational Health Service,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101525,25.25,PSHE Non Devolved Admin-Occupational Health Service,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Occupational Health Service,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101526,25.25,PSHE Non Devolved Admin-Occupational Health Service,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Occupational Health Service,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101527,30.91,PSHE Non Devolved Admin-Occupational Health Service,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Utilities,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101528,35.70,PSHE Non Devolved Admin-Utilities,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Utilities,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101529,35.70,PSHE Non Devolved Admin-Utilities,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Occupational Health Service,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101530,36.07,PSHE Non Devolved Admin-Occupational Health Service,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Occupational Health Service,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101531,39.68,PSHE Non Devolved Admin-Occupational Health Service,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Occupational Health Service,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101532,63.43,PSHE Non Devolved Admin-Occupational Health Service,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Furniture,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),101535,427.02,PSHE Non Devolved Admin-Furniture,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101614,3.98,NEWTON FUND - Indonesia-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101615,4.40,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101616,4.60,NEWTON FUND - Indonesia-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101617,4.88,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101618,4.88,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101619,5.13,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101620,5.86,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101621,5.86,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101622,6.58,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101623,7.20,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101624,7.41,NEWTON FUND - Indonesia-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101625,7.52,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101626,7.52,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101627,7.52,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101628,7.52,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101629,7.52,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101630,10.23,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101631,15.58,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101632,16.07,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101633,16.09,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101634,20.98,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101635,27.70,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101636,32.15,NEWTON FUND - Indonesia-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101637,33.86,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101638,67.47,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101639,67.77,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101640,70.66,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101641,76.66,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101642,79.40,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2015,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),101643,87.64,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
