Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Defra,Defra,24/10/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-546801-50276,98370,Development of an oral Bacillus Calmette-Guerin (BCG) vaccine for badgers - regulatory component - 2013-14,KT15 3NB,SME,IGS,0,Expense
Defra,Defra,24/10/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-546802-50277,75180,Development of an oral Bacillus Calmette–Guérin (BCG) vaccine for badgers - research component - 2014-15 - October 2014,KT15 3NB,SME,,0,Expense
Defra,Defra,10/10/2014,Current Grants E,"Strategy, International and Biosecurity DG",Birdlife International,170914,26106,Ecosystem conservation for climate change adaptation in East Africa - October-December 2014,CB3 ONA,SME,Exempt,DARWDFID,Expense
Defra,Defra,14/10/2014,Payments to Agencies UK,Chief Operating Officer DG,Animal Health and Veterinary Laboratories Agency,5000044810,604882.15,Emerging diseases - Surveillance scanning  - March 2014,KT15 3NB,SME,DFP,0,Expense
Defra,Defra,28/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000049605,366296.26,Emerging diseases surveillance - September 2014,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,28/10/2014,Other Current Payments UK,Policy Delivery DG,Gangmasters Licensing Authority,10638,268084,Grant in Aid - October 2014,NG8 9AF,,GIA,GLA00002,Expense
Defra,Defra,06/10/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048940,108250,England's Epidemiology Requirement Plan 2014-2015,YO1 7PX,SME,IGS,0,Expense
Defra,Defra,06/10/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048941,72166.67,England Epidemiology Requirement Plan 2014-2015 - July-August 2014,YO1 7PX,SME,IGS,0,Expense
Defra,Defra,28/10/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8004127,31746,Enhancing the ability to provide advice on data limited shellfish stocks project - 2014-15 Quarter 2,NR33 0HT,SME,MF0234,0,Expense
Defra,Defra,14/10/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,AMEC Environment & Infrastructure UK Limited,50011252,27504,Expanding Defra's Modelling Capacity to Assess Wider Impacts of Air Quality Policy 2014-15,EC1V 2SH,,AQ0961,0,Expense
Defra,Defra,10/10/2014,Current Grants E,"Strategy, International and Biosecurity DG",Falklands Conservation,1.70914E+12,25907.25,Falklands Conservation: Lower plants inventory and conservation in the Falkland Islands - October-December 2014,F1QQ 1ZZ,SME,20589/GRANT,DARWPLUS,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000047413,51743.46,Fallen stock sampling fee - June 2014,YO1 7PX,SME,DFP Funding,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000047414,61196.61,Fallen stock sampling fee - May 2014,YO1 7PX,SME,DFP Funding,0,Expense
Defra,Defra,22/10/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Construction Western & Wales,14040041,138534.97,"Fees for the strip out and refurbishment works at Polwhele and for relocation from Pydar house, Truro - October 2014",BS15 4WW,,20397,B067P001,Asset
Defra,Defra,08/10/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Construction Western & Wales,14030065,98855.59,"Fees for the strip out and refurbishment works at Polwhele and for relocation from Pydar house, Truro - September 2014",BS15 4WW,,20397,B067P001,Asset
Defra,Defra,28/10/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048637,76530.88,Field services - Reportable Diseases and Zoonoses,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,14/10/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048030,209146.95,Field services - Reportable Diseases and Zoonoses,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,14/10/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000047990,345880.93,Field services - Reportable Diseases and Zoonoses,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,20/10/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",Health & Safety Laboratory,38658,52100,Find It Tool for Defra - Phase two,SK17 9JN,,21045,BRFINDIT,Expense
Defra,Defra,22/10/2014,Gas,Chief Operating Officer DG,Corona Energy,9592703,66691.49,"Gas bill - Animal Health and Veterinary Laboratory Agency, Weybridge - 1 September-1 October 2014",WD17 1JW,,,B0870000,Expense
Defra,Defra,22/10/2014,Gas,Chief Operating Officer DG,Corona Energy,9617622,37470.42,"Gas bill - Animal Health and Veterinary Laboratory Agency, Weybridge - 1 September-1 October 2014",WD17 1JW,,,B0870000,Expense
Defra,Defra,24/10/2014,Gas,Chief Operating Officer DG,Corona Energy,9617656,54025.6,"Gas bill - Food and Environment Research Agency, Sand Hutton, York - 1 September-1 October 2014",WD17 1JW,,,B2810000,Expense
Defra,Defra,06/10/2014,IT Software,Chief Operating Officer DG,Atamis Ltd,DEF20140812,55152,GCloud 5 Call off contract - commencing June 2014 - Year 1 costs,CF10 5LR,SME,21136,0,Expense
Defra,Defra,10/10/2014,Current Grants E,"Strategy, International and Biosecurity DG",Global Diversity Foundation,80814,26675,"Global Diversity Foundation: Medicinal plant trade, conservation and local livelihoods in southern Morocco - January-March 2014",CT1 2TU,,20110,DARWDFID,Expense
Defra,Defra,02/10/2014,Current Subsidies To Public Corporations,Policy Delivery DG,Canal & River Trust,90785859,12000000,Grant - 2014-15 Quarter 3,MK9 1BB,,GIA,0,Expense
Defra,Defra,08/10/2014,Current Grants E,Policy Delivery DG,Dartmoor National Park Authority,260914,762149,Grant - 2014-15 Quarter 3,TQ13 9JQ,SME,GIA,DARTMOOR,Expense
Defra,Defra,08/10/2014,Current Grants E,Policy Delivery DG,Lake District National Park Auth,260914,1277700,Grant - 2014-15 Quarter 3,LA9 7RL,SME,GIA,LAKEDIST,Expense
Defra,Defra,08/10/2014,Current Grants E,Policy Delivery DG,Yorkshire Dales National Authority,260914,1035610,Grant - 2014-15 Quarter 3,DL8 3EL,SME,GIA,YORKDALE,Expense
Defra,Defra,30/10/2014,Current Grants E,Policy Delivery DG,Herefordshire Council,160514,32987,Grant for Wye Valley Area of Outstanding Natural Beauty - January-March 2014,HR1 2XW,,GIA,WYEVAL01,Expense
Defra,Defra,20/10/2014,Grant-in Aid Payments,Policy Delivery DG,Consumer Council for Water (CCW),220914,1282500,Grant in Aid - October-December 2014,B2 4AJ,,GIA,0,Expense
Defra,Defra,14/10/2014,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,31014,883000,Grant in Aid - October 2014,PE1 1JY,SME,GIA,0,Expense
Defra,Defra,06/10/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8004166,29749,Impacts on juvenile salmonid populations from a changing freshwater environment - small streams workshop,NR33 0HT,SME,IGS,0,Expense
Defra,Defra,20/10/2014,Agency temps - clerical,Policy Delivery DG,Brook Street (UK) Ltd,30659927,84029.86,Interim staff engaged across Defra - week ending 29 September 2014,AL1 4JB,,,0,Expense
Defra,Defra,28/10/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048622,1012652,IT hardware and software depreciation for Animal Health and Veterinary Laboratories Agency - 2014-15,KT15 3NB,SME,IGS,0,Expense
Defra,Defra,08/10/2014,Evidence Non R&D,Policy Delivery DG,Keep Britain Tidy,109041,41666.67,Keep Britain Tidy Grant - October 2014,WN3 4EX,SME,Grant,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048783,186225.59,Laboratory surveillance - August 2014,KT15 3NB,SME,FUNDING DFP,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048786,144289.92,Laboratory surveillance - August 2014,KT15 3NB,SME,Funding DFP,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048782,338009.05,Laboratory surveillance (emerging diseases) - August 2014,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048790,41155.24,Laboratory surveillance (Transmissible spongiform encephalopathies)- August 2014,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,28/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000049610,86343,Laboratory surveillance -  Transmissible Spongiform Encephalopathy - September 2014,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048789,237670.05,Laboratory Surveillance - August 2014-15 ,KT15 3NB,SME,IGS,VLAL0001,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048624,226960.09,Laboratory Surveillance - July 2014 ,KT15 3NB,SME,FUNDING DFP,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048826,138976.89,Laboratory Surveillance - July 2014 ,KT15 3NB,SME,Funding DFP,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048623,248842.46,Laboratory Surveillance - July 2014 ,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,14/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048629,27432.52,Laboratory Surveillance - July 2014 ,KT15 3NB,SME,DFP FUNDING,0,Expense
Defra,Defra,28/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048628,194140.13,Laboratory Surveillance - July 2014-15 ,KT15 3NB,SME,IDS,VLAL0001,Expense
Defra,Defra,28/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000044816,211130,Laboratory Surveillance - March 2014-15 ,KT15 3NB,SME,IDS,VLAL0001,Expense
Defra,Defra,28/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000049611,194441.58,Laboratory Surveillance - September 2014-15 ,KT15 3NB,SME,IGS,VLAL0001,Expense
Defra,Defra,28/10/2014,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000049606,253317.22,Laboratory surveillance - Zoonoses - September 2014,KT15 3NB,SME,FUNDING DFP,0,Expense
Defra,Defra,10/10/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000048784,223736.29,Laboratory Surveillance Exotics - 2014-15 - August 2014,YO1 7PX,SME,Funding,0,Expense
Defra,Defra,06/10/2014,Current Grants - Local Authorities,Chief Operating Officer DG,Dept For Communities & Local Gov,31014,1250000,Local Services Support Grant - October 2014,HP2 4XN,,Grant,0,Expense
Defra,Defra,06/10/2014,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,3.10143E+12,250000,London Support Grant Services - October 2014,HP2 4XN,,Funding,0,Expense
Defra,Defra,10/10/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005396,49194.25,IT Services for the Common Agricultural Policy Programme - April 2014,SE1 2AP,SME,CAP232,CAPDFA07,Expense
Defra,Defra,10/10/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005397,26474.2,IT Services for the Common Agricultural Policy Programme - June 2014,SE1 2AP,SME,CAP232,CAPDFA07,Expense
Defra,Defra,10/10/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005399,42046.59,IT Services for the Common Agricultural Policy Programme - May 2014,SE1 2AP,SME,CAP232,CAPDFA07,Expense
Defra,Defra,08/10/2014,Other Current Payments E,Policy Delivery DG,Lancaster University,8656074,60200.4,Management of the toxic organic micro pollutants Network extension to 30 September 2014 - second payment,LA1 4YW,,13248,0,Expense
Defra,Defra,20/10/2014,Consultancy Non-Scheme,Chief Operating Officer DG,KMatrix Data Services Ltd,142,48000,Market assessment for Marine Environmental Services,LE15 7NF,SME,Bravo 21058,0,Expense
Defra,Defra,08/10/2014,Current Grants E,Policy Delivery DG,Broads Authority,260914,811348,National Parks Grant - 2014-15 Quarter 3,NR1 1RY,SME,GIA,BROADS01,Expense
Defra,Defra,16/10/2014,Evidence Non R&D,Policy Delivery DG,Cabi Bioscience (Egham),SI6031,25668,Natural control of Japanese knotweed - 2014-15 Quarter 1 and 2,TW20 9TY,SME,WC1119,BIODECOS,Expense
Defra,Defra,24/10/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-546510-50179,184026,Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) - 2014-15,SN2 1EU,SME,Exempt,AQRDXXXX,Expense
Defra,Defra,22/10/2014,Electricity,Chief Operating Officer DG,E D F Energy,200,499057.38,Payment of Electricity for various properties within the Defra Network - September 2014,PL3 5XQ,,,B0790000,Expense
