Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
Month,,01.04.2010 to 30.04.2010,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,SCHOOL PROJECT ACCOUNT (APS) 7,200483,132275.07
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF GREAT YARMOUTH VA HIGH SCHOOL,200485,45851.63
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,200489,72604.87
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,HENRIETTA BARNETT SCHOOL TRUST DEPOSIT ACCOUNT,200491,326072.59
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,ST MONICA'S ROMAN CATHOLIC HIGH SCHOOL,200495,30920.54
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,ST MARY'S ROMAN CATHOLIC PRIMARY SCHOOL,200497,25425
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,200499,86068.92
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,200503,84385.5
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,ST PHILIP'S CHURCH OF ENGLAND PRIMARY SCHOOL,200511,317250
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,200513,137058.33
DfE,PfS,28/04/2010,Capital Grant,Schools Capital and Revenue Grants,DURHAM DIOCESAN BOARD OF FINANCE SCHOOLS BUILDINGS SERVICES,200515,94962.82
DfE,PfS,28/04/2010,Miscellaneous External Advice,Director Commercial Team,ADDLESHAW GODDARD,200539,16487.37
DfE,PfS,28/04/2010,Seconded Staff Costs,Director Commercial Team,ADDLESHAW GODDARD,200539,8723.6
DfE,PfS,28/04/2010,Miscellaneous External Advice,Director Education & Planning,AECOM LTD,200583,42289.44
DfE,PfS,28/04/2010,Miscellaneous External Advice,Director Education & Planning,BRITISH GAS TRADING LTD,200585,405813.28
DfE,PfS,28/04/2010,Cleaning & Domestic Supplies,Office Accommodation,EUROPA FACILITIES MANAGEMENT LTD,200589,5714.64
DfE,PfS,28/04/2010,Other service charges,Office Accommodation,EUROPA FACILITIES MANAGEMENT LTD,200589,3200.42
DfE,PfS,28/04/2010,Repairs & Maintenance,Office Accommodation,EUROPA FACILITIES MANAGEMENT LTD,200589,4727.16
DfE,PfS,28/04/2010,Security costs,Office Accommodation,EUROPA FACILITIES MANAGEMENT LTD,200589,14522.44
DfE,PfS,28/04/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,200627,178990.19
DfE,PfS,28/04/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,200629,55179.69
DfE,PfS,28/04/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,ST THOMAS NORE CATHOLIC BIRMINGHAM DIOCESE ACCOUNT,200631,76002.77
DfE,PfS,28/04/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,INGLBY BARWICK COMMUNITY CAMPUS TRUSTEE ACCOUNT,200633,63622.92
DfE,PfS,28/04/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,STOKE/BIRMINGHAM DIOCESE SCHOOLS PRIVATE FINANCE INITIATIVE ACCOUNT,200635,136717.79
DfE,PfS,28/04/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE - ST JOSEPHS,200637,48517.82
DfE,PfS,21/04/2010,Capital Grant,Schools Capital and Revenue Grants,SEFTON COUNCIL,201036,1000000
DfE,PfS,21/04/2010,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,201038,7394591
DfE,PfS,16/04/2010,Printing & Photocopying,Corporate Overheads,THE TRAINLINE,229754,1936.8
DfE,PfS,16/04/2010,Rail and Tube Costs,Approvals Director,THE TRAINLINE,229754,-25.86
DfE,PfS,16/04/2010,Rail and Tube Costs,Assets Team,THE TRAINLINE,229754,400.97
DfE,PfS,16/04/2010,Rail and Tube Costs,BSFI,THE TRAINLINE,229754,2173.3
DfE,PfS,16/04/2010,Rail and Tube Costs,Central & West Director,THE TRAINLINE,229754,3396.08
DfE,PfS,16/04/2010,Rail and Tube Costs,Chief Executive,THE TRAINLINE,229754,80.06
DfE,PfS,16/04/2010,Rail and Tube Costs,Co-location Programme Team,THE TRAINLINE,229754,365.11
DfE,PfS,16/04/2010,Rail and Tube Costs,Design Management,THE TRAINLINE,229754,2503.33
DfE,PfS,16/04/2010,Rail and Tube Costs,Director Academies,THE TRAINLINE,229754,7995.3
DfE,PfS,16/04/2010,Rail and Tube Costs,Director Commercial Team,THE TRAINLINE,229754,4208.23
DfE,PfS,16/04/2010,Rail and Tube Costs,Director Communications,THE TRAINLINE,229754,748.52
DfE,PfS,16/04/2010,Rail and Tube Costs,Education Arts & Culture,THE TRAINLINE,229754,46.83
DfE,PfS,16/04/2010,Rail and Tube Costs,Education ICT Strategic Director,THE TRAINLINE,229754,6358.27
DfE,PfS,16/04/2010,Rail and Tube Costs,Education PE & Sports,THE TRAINLINE,229754,2180.03
DfE,PfS,16/04/2010,Rail and Tube Costs,Education Strategic Director,THE TRAINLINE,229754,3907.56
DfE,PfS,16/04/2010,Rail and Tube Costs,Finance,THE TRAINLINE,229754,2600.99
DfE,PfS,16/04/2010,Rail and Tube Costs,Information Systems,THE TRAINLINE,229754,-31.42
DfE,PfS,16/04/2010,Rail and Tube Costs,North Director,THE TRAINLINE,229754,2964.35
DfE,PfS,16/04/2010,Rail and Tube Costs,Planning & Approvals,THE TRAINLINE,229754,256.74
DfE,PfS,16/04/2010,Rail and Tube Costs,South Director,THE TRAINLINE,229754,1292.84
DfE,PfS,16/04/2010,Rail and Tube Costs,Strategic Director,THE TRAINLINE,229754,5617.17
DfE,PfS,16/04/2010,Rail and Tube Costs,Academies Programme Management,THE TRAINLINE,229754,19085.86
DfE,PfS,16/04/2010,Rail and Tube Costs,Approvals Director,THE TRAINLINE,229754,-16.74
DfE,PfS,16/04/2010,Rail and Tube Costs,Assets Team,THE TRAINLINE,229754,1643.14
DfE,PfS,16/04/2010,Rail and Tube Costs,BSFI,THE TRAINLINE,229754,6790.82
DfE,PfS,16/04/2010,Rail and Tube Costs,Central & West Director,THE TRAINLINE,229754,8787.59
DfE,PfS,16/04/2010,Rail and Tube Costs,Chief Executives Office,THE TRAINLINE,229754,29.91
DfE,PfS,16/04/2010,Rail and Tube Costs,Co-location Programme Team,THE TRAINLINE,229754,1184.8
DfE,PfS,16/04/2010,Rail and Tube Costs,Design Management,THE TRAINLINE,229754,3076.87
DfE,PfS,16/04/2010,Rail and Tube Costs,Director Academies,THE TRAINLINE,229754,5294.01
DfE,PfS,16/04/2010,Rail and Tube Costs,Director Commercial Team,THE TRAINLINE,229754,10638
DfE,PfS,16/04/2010,Rail and Tube Costs,Director Communications,THE TRAINLINE,229754,1791.06
DfE,PfS,16/04/2010,Rail and Tube Costs,Director Education & Planning,THE TRAINLINE,229754,-110.88
DfE,PfS,16/04/2010,Rail and Tube Costs,Education Arts & Culture,THE TRAINLINE,229754,142.48
DfE,PfS,16/04/2010,Rail and Tube Costs,Education ICT Strategic Director,THE TRAINLINE,229754,16629.24
DfE,PfS,16/04/2010,Rail and Tube Costs,Education PE & Sports,THE TRAINLINE,229754,4851.1
DfE,PfS,16/04/2010,Rail and Tube Costs,Education Strategic Director,THE TRAINLINE,229754,10565.02
DfE,PfS,16/04/2010,Rail and Tube Costs,Finance,THE TRAINLINE,229754,3252.3
DfE,PfS,16/04/2010,Rail and Tube Costs,Human Resources,THE TRAINLINE,229754,92.45
DfE,PfS,16/04/2010,Rail and Tube Costs,Information Systems,THE TRAINLINE,229754,170.33
DfE,PfS,16/04/2010,Rail and Tube Costs,North Director,THE TRAINLINE,229754,11433.06
DfE,PfS,16/04/2010,Rail and Tube Costs,One Conversation Team,THE TRAINLINE,229754,440.06
DfE,PfS,16/04/2010,Rail and Tube Costs,Planning & Approvals,THE TRAINLINE,229754,91.36
DfE,PfS,16/04/2010,Rail and Tube Costs,Primary Capital Programme Team,THE TRAINLINE,229754,1151.48
DfE,PfS,16/04/2010,Rail and Tube Costs,Programme Management Office,THE TRAINLINE,229754,45.2
DfE,PfS,16/04/2010,Rail and Tube Costs,South Director,THE TRAINLINE,229754,1945.83
DfE,PfS,16/04/2010,Rail and Tube Costs,Strategic Director,THE TRAINLINE,229754,13919.08
DfE,PfS,16/04/2010,Rail and Tube Costs,VA Team,THE TRAINLINE,229754,124.3
DfE,PfS,21/04/2010,Capital Grant,Schools Capital and Revenue Grants,WELLS CATHEDRAL SCHOOL,231036,1300000
