Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20066174,55888.01,Weymouth Laboratory facilities management charges - July 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20066175,102126.63,Lowestoft Laboratory facilities management charges - July 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Gas,Corporate,Capita Property & Infrastructure,20066253,45920.83,Weymouth Gas usage - April-June 2014,EC2V 7NQ,PB,,50100,Gas
DEFRA,Cefas,03/03/2015,Water & Sewage,Corporate,Capita Property & Infrastructure,20066253,108811.94,Weymouth Water usage - April-June 2014,EC2V 7NQ,PB,,50100,Water & Sewage
DEFRA,Cefas,03/03/2015,Electricity,Corporate,Capita Property & Infrastructure,20066253,55560.60,Weymouth Electricity usage - April-June 2014,EC2V 7NQ,PB,,50100,Electricity
DEFRA,Cefas,03/03/2015,Electricity,Corporate,Capita Property & Infrastructure,20066254,73761.88,Lowestoft Electricity usage - April-June 2014,EC2V 7NQ,PB,,50100,Electricity
DEFRA,Cefas,03/03/2015,CILOR Charge in lieu of rates,Corporate,Capita Property & Infrastructure,20066254,29580.98,Lowestoft Laboratory Service Charge and Rates - April-June 2014,EC2V 7NQ,PB,,50100,CILOR Charge in lieu of rates
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20066186,55710.64,Weymouth Laboratory facilities management charges - August 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20066188,102056.11,Lowestoft Laboratory facilities management charges - August 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20066334,58486.99,Weymouth Laboratory facilities management charges - September 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20066327,101739.84,Lowestoft Laboratory facilities management charges - September 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20067577,58484.12,Weymouth Laboratory facilities management charges - October 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20067578,101758.96,Lowestoft Laboratory facilities management charges - October 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20068647,58484.12,Weymouth Laboratory facilities management charges - November 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20068642,101758.96,Lowestoft Laboratory facilities management charges - November 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20070281,57727.75,Weymouth Laboratory facilities management charges - December 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20070280,103097.35,Lowestoft Laboratory facilities management charges - December 2014,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20071061,57727.75,Weymouth Laboratory facilities management charges - January 2015,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20071054,103097.35,Lowestoft Laboratory facilities management charges - January 2015,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,03/03/2015,Water & Sewage,Corporate,Capita Property & Infrastructure,20072140,108811.94,Weymouth Laboratory Water usage - January-June 2014,EC2V 7NQ,PB,,50100,Water & Sewage
DEFRA,Cefas,03/03/2015,Electricity,Corporate,Capita Property & Infrastructure,20072140,55560.60,Weymouth Laboratory Electricity usage - January-June 2014,EC2V 7NQ,PB,,50100,Electricity
DEFRA,Cefas,03/03/2015,Gas,Corporate,Capita Property & Infrastructure,20072140,45920.83,Weymouth Laboratory Gas usage - January-June 2014,EC2V 7NQ,PB,,50100,Gas
DEFRA,Cefas,03/03/2015,Electricity,Corporate,Capita Property & Infrastructure,20072084,73761.89,Lowestoft Laboratory Electricity Recharge - April-June 2014,EC2V 7NQ,PB,,50100,Electricity
DEFRA,Cefas,03/03/2015,CILOR Charge in lieu of rates,Corporate,Capita Property & Infrastructure,20072084,29580.98,Lowestoft Laboratory Rates Recharge - April-June 2014,EC2V 7NQ,PB,,50100,CILOR Charge in lieu of rates
DEFRA,Cefas,03/03/2015,Water & Sewage,Corporate,Capita Property & Infrastructure,20072463,70117.63,Lowestoft Laboratory Water usage - July-September 2014,EC2V 7NQ,PB,,50100,Water & Sewage
DEFRA,Cefas,03/03/2015,CILOR Charge in lieu of rates,Corporate,Capita Property & Infrastructure,20072463,29596.70,Lowestoft Laboratory Rates - July-September 2014,EC2V 7NQ,PB,,50100,CILOR Charge in lieu of rates
DEFRA,Cefas,03/03/2015,Electricity,Corporate,Capita Property & Infrastructure,20072463,75695.24,Lowestoft Laboratory Electricity usage - July-September 2014,EC2V 7NQ,PB,,50100,Electricity
DEFRA,Cefas,19/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20073865,66934.96,Weymouth Laboratory facilities management charges - February 2015,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,19/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20073867,103097.35,Lowestoft Laboratory facilities management charges contract variation - February 2015,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,19/03/2015,CILOR Charge in lieu of rates,Corporate,Capita Property & Infrastructure,20073438,29592.77,Lowestoft Laboratory Rates Recharge - October-December 2014,EC2V 7NQ,PB,,50100,CILOR Charge in lieu of rates
DEFRA,Cefas,19/03/2015,Electricity,Corporate,Capita Property & Infrastructure,20073438,75605.89,Lowestoft Laboratory Electricity Recharge - October-December 2014,EC2V 7NQ,PB,,50100,Electricity
DEFRA,Cefas,19/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20073872,57727.75,Weymouth Laboratory facilities management charges - March 2015,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,19/03/2015,Facilities Management,Corporate,Capita Property & Infrastructure,20073870,102699.48,Lowestoft Laboratory facilities management charges - March 2015,EC2V 7NQ,PB,,50100,Facilities Management
DEFRA,Cefas,30/03/2015,Facilities Management,Corporate,DEFRA RECEIPTS,20074234,34978.10,Recharge for Facilities Management Contract Variance,Y01 7PX,OGD,,50100,Facilities Management
DEFRA,Cefas,30/03/2015,Facilities Management,Corporate,DEFRA RECEIPTS,20074220,113774.59,Recharge of Cefas Revenue Business Case Processes for Prior years and 2014-15 ,Y01 7PX,OGD,,70000,Facilities Management
DEFRA,Cefas,30/03/2015,Assets Under Construction,Corporate,DEFRA RECEIPTS,20074211,440475.73,Lowestoft Site recharge,Y01 7PX,OGD,,51000,Assets Under Construction
DEFRA,Cefas,27/03/2015,Data Collection Services,Monitoring and Programme Management,ENVIRONMENT AGENCY,20074206,32000.00,"Processing of benthic infaunal and sediment samples collected during survey being undertaken by Cefas, Natural England and the Environment Agency on the Cefas ship Endeavour - January 2015",PE2 8YD,STAN,,C5787,Data Collection Services
DEFRA,Cefas,05/03/2015,Assets Under Construction,Aquatic Health & Hygiene,Gilson Scientific Limited,20072821,33300.00,Replacement of existing Automated Solid Phase Extraction Instrument,LU2 0EB,STAN,,66400,Assets Under Construction
DEFRA,Cefas,27/03/2015,Technical Services,Aquatic Health & Hygiene,MARINE BIOLOGICAL ASSOCIATION,20074089,28580.00,"Marine non-indigenous species monitoring and risk management project, and investigation into suitability of an off-shore buoy network as monitoring points for an early warning system for marine biofouling invasive species",PL1 2PB,STAN,,C5955,Technical Services
DEFRA,Cefas,27/03/2015,Data Collection Services,Fisheries and Ecosystem,NERC,20074185,28000.00,Hydrological and river water quality modelling,SN2 1EU,STAN,,C6262,Data Collection Services
DEFRA,Cefas,13/03/2015,Data Collection Services,Environment & Ecosystems,Netherlands Organisation for Applied Scientific Research (TNO),20073672,31081.82,Delivery of  Project - Impact of noise and use of propagation models to predict the recipient side of noise,2628VK,STAN,,C6082,Data Collection Services
DEFRA,Cefas,27/03/2015,Lab Consumables,Fisheries and Ecosystem,R S AQUA LTD,20074214,91080.00,Purchase of 32 coded underwater receivers to monitor eel behaviour in lake research commissioned by Defra,GU34 3PL,STAN,,C6165,Lab Consumables
DEFRA,Cefas,27/03/2015,Data Collection Services,Environment & Ecosystems,THE MET. OFFICE,20073827,72223.00,"Joint research project by Cefas, the UK Met Office and Defra - ""ForeDec"" - to examine drivers of changes in UK shelf seas in recent decades and identify sources of predictability that may lead to forecasts of marine conditions over seasons to decades",EX1 3PB,STAN,,C6282,Data Collection Services
DEFRA,Cefas,27/03/2015,Lab Services,Monitoring and Programme Management,TRINITY HOUSE,20073966,32882.67,Hire of 15 Guard Buoys for the Smartbuoy and Wavenet sites - March 2015-February 2016,CO12 3JW,STAN,,C6029,Lab Services
DEFRA,Cefas,27/03/2015,Data Collection Services,Aquatic Health & Hygiene,University of Liverpool,20074199,45400.00,Evaluation and provision of a report on the necessity of using adult fish over fish embryos for toxicity testing,L69 7ZX,STAN,,C5616,Data Collection Services
DEFRA,Cefas,19/03/2015,Lab Services,Aquatic Health & Hygiene,UNIVERSITY OF STIRLING,20073673,25000.00,Support for the application of mathematical and computational modelling approaches. ,FK9 4LA,STAN,,C5549,Lab Services
DEFRA,DEFRA,17/03/2015,International Subscriptions (Foreign Payments),"Strategy, International and Biosecurity DG",A C A P,ACP00321,60797.24,Agreement on the Conservation of Albatrosses and Petrels Annual contribution - 2015,7001,SME,,00000000,Expense
DEFRA,DEFRA,23/03/2015,Evidence Non R&D,Policy Delivery DG,A D A S UK Ltd,RIRP082602,25980.00,"Horticultural Crop Data Collection, Ornamental Production and Mushroom Data report",WV9 5AP,,15966,00000000,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,1103154795800,39965.00,Nitrous Oxide Emissions Factors - 2014-15,WV9 5AP,,,00000000,Expense
DEFRA,DEFRA,05/03/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",A H R C,AHRC10134,116000.00,Tree health and the structure of rural tree populations in England from circa 1550-2015 Project - 2014-15,SN2 1FF,SME,TH0140,00000000,Expense
DEFRA,DEFRA,23/03/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Agri-Food & Biosciences Institute,INV22170,57662.00,Food and Agricultural Policy Research Institute (FAPRI) project - January 2015,BT9 5PX,,,00000000,Expense
DEFRA,DEFRA,09/03/2015,Water,Chief Operating Officer DG,Anglian Water,100015624964,38258.65,"Water bill - Fisheries Laboratory, Lowestoft - 26 July 2014-26 January 2015",PE29 3NZ,,,B0940000,Expense
DEFRA,DEFRA,31/03/2015,Current Grants E,"Strategy, International and Biosecurity DG",Anguilla National Trust,260315,81555.75,Darwin Initiative grant payment - 2014-15 Quarter 1-3,AL 2640,SME,,DARWPLUS,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554453-51704,33985.00,An analytical and social science based assessment of the effectiveness of a financial incentive scheme to control Campylobacter in broiler farms through its effect on farmer behaviour - 2014-15,KT15 3NB,SME,EXEMPT,00000000,Expense
DEFRA,DEFRA,23/03/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,5000057296,2262398.00,"Avian Influenza disease outbreak costs, Yorkshire - February 2015",YO1 7PX,SME,FUNDING,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554423-51699,25000.00,Collaborative Management Platform for detection and analyses of (re-) emerging and foodborne outbreaks - 2014-15,KT15 3NB,SME,DFP,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554454-51705,40775.00,Development of enhanced methods for outbreak investigation and source attribution of Salmonella - 2014-15,KT15 3NB,SME,,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554652-51709,27633.00,Ethiopia Control of Bovine Tuberculosis Strategies (ETHICOBOTS) - 2014-15,KT15 3NB,SME,SE3294,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554433-51701,138655.50,Field approaches to identifying Mycobacterium Bovis infection in badger populations - 2014-15,KT15 3NB,SME,IGS,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554610-51708,35770.00,Review and preliminary assessment of alternative badger control methods - 2014-15,KT15 3NB,SME,DFP,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554471-51706,30000.00,Risks for introduction of Chinese-origin H7N9 avian influenza virus (AIV) infection into European and UK poultry - 2014-15,KT15 3NB,SME,,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554449-51703,213207.63,Study to comparatively assess methods to detect Mycobacterium Bovis from badger faeces - April 2014- December 2015,KT15 3NB,SME,EXEMPT,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-554670-51710,59500.00,The phenotype of atypical Scrapie in cattle project - 2014-15,KT15 3NB,SME,,00000000,Expense
DEFRA,DEFRA,17/03/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057136,71409.23,Animal by-products - Field Services - December 2014,KT15 3NB,SME,IGS,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-553657-51648,73110.29,Animal Welfare Inspections - 2014-15,KT15 3NB,SME,DFP,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-554489-51672,72813.00,"Antigen mining, Differentiation of Infected and Vaccinated Animals assays and other diagnostic approaches - March 2015",KT15 3NB,SME,Exempt,00000000,Expense
DEFRA,DEFRA,09/03/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057356,397975.21,Bovine Tuberculosis controls humaneness project - 2014-15,YO1 7PX,SME,DFP FUNDING,BCP00001,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-554455-51658,31302.00,Control measures for Salmonella on pig farms and their effect on endemic disease and productivity - 2014-15,KT15 3NB,SME,DFP,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-554432-51684,154892.00,Development of an oral Bacillus Calmette–Guérin (BCG) vaccine for badgers - Regulatory component - 2013-14,KT15 3NB,SME,IGS,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-554429-51683,81511.00,Development of an oral Bacillus Calmette–Guérin (BCG) vaccine for badgers - research component - January 2015,KT15 3NB,SME,,00000000,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000053819,42043.48,Egg Marketing Inspectorate - December 2014,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000055936,326056.57,Egg Marketing Inspectorate - February 2015,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000057140,29820.51,Egg Marketing Inspectorate - January 2015,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000052242,35341.54,Egg Marketing Inspectorate - November 2014,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,09/03/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056676,51789.50,Fallen stock sampling fee - January 2015,YO1 7PX,SME,DFP Funding,00000000,Expense
DEFRA,DEFRA,17/03/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057143,47262.99,Field services - Reportable Diseases and Zoonoses - January 2015,KT15 3NB,SME,DFP FUNDING,00000000,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057139,793827.70,Hardware and software depreciation - December 2014,KT15 3NB,SME,IGS,00000000,Expense
DEFRA,DEFRA,17/03/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057138,157668.18,Inspections of live animal consignments at border controls - December 2014,KT15 3NB,SME,Funding DFP,00000000,Expense
DEFRA,DEFRA,03/03/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056580,37450.25,Laboratory surveillance - January 2015,KT15 3NB,SME,Funding IGS,00000000,Expense
DEFRA,DEFRA,03/03/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056576,394412.99,Laboratory surveillance (emerging diseases) - January 2015,KT15 3NB,SME,DFP FUNDING,00000000,Expense
DEFRA,DEFRA,03/03/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056636,290620.76,Laboratory Surveillance (Exotics) - January 2015,YO1 7PX,SME,Funding,00000000,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000053138,66196.00,Laboratory surveillance (non-native species) - October-November 2014,KT15 3NB,SME,DFP,00000000,Expense
DEFRA,DEFRA,03/03/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056581,43721.77,Laboratory surveillance (Transmissible spongiform encephalopathies) - January 2015,KT15 3NB,SME,DFP FUNDING,00000000,Expense
DEFRA,DEFRA,03/03/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056577,469955.74,Laboratory surveillance (Zoonoses) - January 2015,KT15 3NB,SME,FUNDING DFP,00000000,Expense
DEFRA,DEFRA,17/03/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056597,296384.67,Outcome Based Requirement Plan to gain officially Bovine Tuberculosis Free status for England by 2038 - December 2014,KT15 3NB,SME,DFP,AHVLA001,Expense
DEFRA,DEFRA,17/03/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057144,4966452.75,Outcome Based Requirement Plan to gain officially Bovine Tuberculosis Free status for England by 2038 - January 2015,KT15 3NB,SME,DFP,AHVLA001,Expense
DEFRA,DEFRA,23/03/2015,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000053820,440860.87,Providing effective services to minimise risk of exotic disease incursion - December 2014,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,23/03/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057141,142486.78,Providing effective services to minimise risk of exotic disease incursion - January 2015,YO1 7PX,SME,Funding,00000000,Expense
DEFRA,DEFRA,17/03/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056136,2244583.33,Recharge for the running costs for former Veterinary Laboratories Agency estate - January 2015,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,17/03/2015,Payments to Agencies GB,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000050968,2164846.50,Recharge for the running costs for former Veterinary Laboratories Agency estate - October 2014,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,09/03/2015,Payover,Central Finance Group,Animal Health and Veterinary Laboratories Agency,020315,678405.79,Repayment of Value Added Tax (Defra pays VAT centrally on behalf of APHA and repayments are paid centrally to Defra to forward the repayment) - 2014-15 Quarter 3,YO1 7PX,SME,,00000000,Liability
DEFRA,DEFRA,23/03/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057738,60033.00,Research on Cost of Tuberculosis controls - December 2014,YO1 7PX,SME,IGS/Funding,BCP00001,Expense
DEFRA,DEFRA,23/03/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000058176,50000.00,Risk Assessment Standardisation Project - March 2015,YO1 7PX,SME,DFP,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-554510-51679,36714.50,Study to comparatively assess methods to detect Mycobacterium Bovis from badger faeces - February 2015,KT15 3NB,SME,SE3289,00000000,Expense
DEFRA,DEFRA,25/03/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-554448-51655,36714.50,Study to comparatively assess methods to detect Mycobacterium Bovis from badger faeces - January 2015,KT15 3NB,SME,SE3289,00000000,Expense
DEFRA,DEFRA,03/03/2015,Evidence Non R&D,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000056578,178442.84,Transmissible Spongiform Encephalopathy surveillance - January 2015,KT15 3NB,SME,Funding DFP,00000000,Expense
DEFRA,DEFRA,23/03/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000057137,75991.50,Work undertaken by Animal Health Veterinary Laboratory Agency on Animal Identification - 2014-15 Quarter 3,KT15 3NB,SME,DFP,00000000,Expense
DEFRA,DEFRA,09/03/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000052224,50201.00,Work undertaken on Animal Identification - 2014-15 Quarter 3 ,KT15 3NB,SME,DFP,00000000,Expense
DEFRA,DEFRA,27/03/2015,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,384601,97450.37,Provision of commercial legal advice in respect of the Thames Tideway Tunnel project - February 2015,EC2A 2HA,,20238,00000000,Expense
DEFRA,DEFRA,11/03/2015,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,382796,173279.44,Provision of commercial legal advice in respect of the Thames Tideway Tunnel project - January 2015,EC2A 2HA,,20238,00000000,Expense
DEFRA,DEFRA,27/03/2015,Application Services/Applications Delivery,Chief Operating Officer DG,Astun Technology Ltd,542,42750.00,Network Geographical Information project consultancy - February 2015,KT19 8LN,SME,G.I.A,PTRS4000,Expense
DEFRA,DEFRA,27/03/2015,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584180602,72020.17,Enhanced onboarding to Cloud platform - January 2015,WV10 6UH,,cap124,CAPDFA08,Expense
