Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number
Defra,AHDB,12/10/2012,Invoice,,i2i Marketing,403349,"39,097.45",2nd invoice to pay balance of potato sampling activity,TW12 2GH,i2i Marketing,,,,
Defra,AHDB,04/10/2012,Invoice,,University of Nottingham,6979131,"40,631.00",Research Partnership on dairy cattle health,NG7 2RD,University of Nottingham,,,,GB690391225
Defra,AHDB,01/10/2012,Invoice,,Jones Lang LaSalle,025/90887,"41,003.77","Rent for Stoneleigh park, Kenilworth",E14 1HA,Jones Lang LaSalle,,,,385839396
Defra,AHDB,26/10/2012,Invoice,,ADAS UK Ltd,RIRP064307,"41,250.00",Link project sustainable crop and environment protection targeted research for edibles (sceptre) July to September 2012,WV9 5AP,ADAS UK Ltd,,,,685426895
Defra,AHDB,04/10/2012,Invoice,,Arlington Business Parks Partnership,SIAS1Q1492,"42,212.50","Rent for Nash Court, Oxford",RG7 4SA,Arlington Business Parks Partnership,,,,844289303
Defra,AHDB,04/10/2012,Invoice,,Teagasc,6459,"61,420.72",MushTV EU funded project (communications and knowledge transfer element),,Teagasc,,,,IE0650202O
Defra,AHDB,29/10/2012,Invoice,,Clarion Communications (PR) Limited,46660,"60,957.37",Many Faces of Potatoes - August 2012 - Costs invoices,EC1R 5AR,Clarion Communications (PR) Limited,,,,GB839733978
Defra,AHDB,16/10/2012,Invoice,,Clarion Communications (PR) Limited,46562,"64,272.10",Many Faces of Potatoes - June 2012 Costs,EC1R 5AR,Clarion Communications (PR) Limited,,,,GB839733979
Defra,AHDB,17/10/2012,Invoice,,Mediaprism,F/2012/09/M001,"100,000.00",Appel de Fonda 2012 Media and PR for the Agneau Presto campaign,,Mediaprism,,,,
Defra,AHDB,19/10/2012,Invoice,,Beattie McGuiness Bungay,10405963,"160,000.00","Costs incurred as part of Jimmy campaign consisting of talent fee, production and Channel 4 media",WC2H 9AU,Beattie McGuiness Bungay,,,,888546848
Defra,AHVLA,05/10/2012,GPC Card,Central Finance Group,Barclaycard Business Issuing,4715320649058286300912,"41,569.12",Payment of the monthly AHVLA Barclaycard invoice ,TS17 6YG,,,00000000,Asset,
Defra,AHVLA,05/10/2012,IT & Other consumables,,Thermo Fisher Scientific,INF56116,"155,433.98",Annual renewal of software licences for scientific equipment provided by Thermo Fisher,HP2 7GE,SME,,00000000,Expense,
Defra,AHVLA,09/10/2012,Additions In Year,,DEFRA,1000017648,"286,877.81",Capital charges relating to building works carried out across the ex-VLA estate,YO1 7PX,,,00000000,Asset,
Defra,AHVLA,09/10/2012,Legal Expenses incl subscriptions to legal societies,,Home Office Pay & Pensions Service,5500689,"39,802.00",Payment to cover the certificate of designation for the Weybridge site and 175 personal licences for scientists working in the labs at Weybridge,NP20 9BB,,,00000000,Expense,
Defra,AHVLA,10/10/2012,Sub Contracted Services,,Armauer Hansen Research Institut,100912,"34,012.78",Research Studies: Tuberculosis (BCG) Vaccine Studies,,,,TBOR1015,Expense,
Defra,AHVLA,15/10/2012,Travel UK,Chief Operating Officer DG,Redfern Travel Ltd,041814,"71,234.67",Payment of the September travel invoice to Redfern Travel Ltd,BD1 3AZ,SME,,00000000,Expense,
Defra,AHVLA,23/10/2012,Carriage of goods,,DX Network Services Ltd,80165776,"119,333.77",Movement of internal mail and biological samples within the AHVLA network,NN3 6YG,SME,,00000000,Expense,
Defra,AHVLA,25/10/2012,Lab & Technical Equipment,Chief Operating Officer DG,Genus Breeding Ltd.,21105701,"25,633.90",Provision of a contingency resource for vaccination during a disease emergency,CW6 9HY,SME,,EMERVACC,Expense,
Defra,AHVLA,25/10/2012,Sub Contracted Services,,L G C Limited,50183751,"40,944.50",TSE (Transmissable Spongiform Encephalopathy) testing for the period 18/09/12 to 30/09/12 ,TW11 0LY,SME,,TSTS5902,Expense,
Defra,AHVLA,25/10/2012,Hard charges,,D T Z,38121,"377,444.02",Facility management costs for the Weybridge site,B4 6HT,,,HARDESTA,Expense,
Defra,AHVLA,25/10/2012,Hard charges,,D T Z,38318,"39,552.19",Payment for managing the lease and arranging payments for the Weybridge site,B4 6HT,,,HARDESTA,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,CASTLE VETERINARY GROUP LTD~807674214,LVI152702,"30,821.63",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,PL15 7ED,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,Hard charges,Chief Operating Officer DG,DEFRA,1000018966,"2,400,922.60",Hard charges payable to Defra for AHVLA use of the IBM contract,YO1 7PX,,,HARDCIOD,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,TORCH FARM AND EQUINE LTD~136138523,LVI152362,"40,726.06",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,EX31 3FG,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,APOLLO VETERINARY SERVICES~939208405,LVI152739,"25,722.83",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,GL2 4NB,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,George Veterinary Group~137680257,LVI152365,"33,760.13",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SN16 9AA,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,Fenton Veterinary Practice~122901407,LVI152325,"36,069.40",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SA61 1BN,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,PROSTOCK VETS LLP~108174136,LVI152307,"25,664.41",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SA33 5DR,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,MARKET HALL VETERINARY GROUP~869595055,LVI152718,"35,301.52",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SA33 4DY,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI ERNIC Suspense,Chief Operating Officer DG,H M Revenue & Customs,261012,"56,419.09",Payment of Employer's National Insurance costs for practice managers working as official veterinarians on behalf of AHVLA,BD98 8AA,,,00000000,Liability,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,Penbode Veterinary Group~143290584,LVI152385,"78,254.81",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,EX22 6HB,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,XL FARMCARE UK LIMITED~114213469,LVI152310,"77,721.36",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,ST14 8EB,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,BELMONT VETERINARY CENTRE LTD~134086385,LVI152356,"26,844.70",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,HR2 7JS,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,SYNERGY FARM HEALTH LTD~979392255,LVI152756,"51,866.76",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,DT2 0LD,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,FRIARS MOOR VETERINARY CLINIC LTD~185442352,LVI152435,"42,491.96",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,DT10 2BH,SME,,00000000,Expense,
Defra,AHVLA,29/10/2012,LVI Claims,Chief Operating Officer DG,PRIORY VETERINARY LTD.~122926971,LVI152326,"37,804.13",Payment to veterinary practice for services provided in an official capacity on behalf of AHVLA,SA43 1QR,SME,,00000000,Expense,
Defra,AHVLA,31/10/2012,Software Services/Standard Software,Chief Operating Officer DG,IBM United Kingdom Ltd,5810121173,"27,616.26",Payment to IBM for work carried out on the AHVLA change programme,GU1 2LD,,,00000000,Expense,
Defra,AHVLA,31/10/2012,Service Level Agreement Costs,Chief Operating Officer DG,Joint Nature Conservation Committee,SIJ685,"37,319.74",Payment for advisory service to assist AHVLA in issuing Convention in International Trade in Endangered Species licences  ,PE1 1JY,,,JNCCXXXX,Expense,
Defra,AHVLA,31/10/2012,Additions In Year,,IBM United Kingdom Ltd,5810120681,"99,782.66",Payment for assistance with IT-related service in the office move at the Shrewsbury site,GU1 2LD,,,00000000,Asset,
Defra,AHVLA,31/10/2012,Sub Contracted Services,,A D A S UK Ltd,RIRP064802,"47,500.00",Research Studies: Maintenance of a Transmissable Spongiform Encephalopathy-free flock,WV6 5AP,,,TSSE1931,Expense,
Defra,AHVLA,31/10/2012,Sub Contracted Services,,Moredun Research Institute,0000008032,"31,506.91",Research Studies: Scrapie Challenge Project,EH26 0PZ,,,TSSE1851,Expense,
Defra,CCW,18/10/2012,Software Additions,Dep'n & Non Cash,NORTHGATE MANAGED SERVICES LTD,91232397,"8,172.00",IT Managed Services over several business areas  ,HP2 4NW,Large,N/A,N/A,Programme,
Defra,CCW,18/10/2012,Rentals - Operating Lease - IT,Consumer Relations,NORTHGATE MANAGED SERVICES LTD,91232397,"29,840.86",IT Managed Services over several business areas  ,HP2 4NW,Large,N/A,N/A,Programme,
Defra,CCW,18/10/2012,Rentals - Operating Lease - IT,Policy & Research,NORTHGATE MANAGED SERVICES LTD,91232397,"14,091.52",IT Managed Services over several business areas  ,HP2 4NW,Large,N/A,N/A,Programme,
Defra,CCW,18/10/2012,Rentals - Operating Lease - IT,Board (Excluding Wales Chair),NORTHGATE MANAGED SERVICES LTD,91232397,"2,486.74",IT Managed Services over several business areas  ,HP2 4NW,Large,N/A,N/A,Programme,
Defra,CCW,18/10/2012,Rentals - Operating Lease - IT,Communications,NORTHGATE MANAGED SERVICES LTD,91232397,"2,486.74",IT Managed Services over several business areas  ,HP2 4NW,Large,N/A,N/A,Programme,
Defra,CCW,18/10/2012,Rentals - Operating Lease - IT,ICT Services,NORTHGATE MANAGED SERVICES LTD,91232397,"9,946.94",IT Managed Services over several business areas  ,HP2 4NW,Large,N/A,N/A,Programme,
Defra,CEFAS,12/10/2012,Data Collection Services,Environment & Ecosystems,Gardline Environmental Limited,20037505,"24,636.00",Mobilisation/Demobilisation,NR30 3NG,Large,N/A,DP319,programme,
Defra,CEFAS,19/10/2012,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20037599,"48,998.47",Defra Estates Charges 1-31/10/12  for Cefas Weymouth (Interserve),LS1 2ND,Large,N/A,50100,admin,
Defra,CEFAS,19/10/2012,Facilities Management,Corporate,DTZ DTL Clients A/C Re Defra,20037595,"93,208.76",Defra Estates Charges 1-31/10/12 for Cefas Pakefield Rd (Interserve),LS1 2ND,Large,N/A,50100,admin,
Defra,CEFAS,19/10/2012,Data Collection Services,Monitoring and Programme Management,Thomson Unicomarine,20037485,"25,120.00",Analysis of samples,SG6 1LW,Large,N/A,C5787,programme,
Defra,CEFAS,26/10/2012,Lab Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20038062,"27,940.00",Sample analysis,PA37 1QA,SME,N/A,C5666,programme,
Defra,CEFAS,26/10/2012,Assets Under Construction,Corporate,DEFRA RECEIPTS,20038103,"26,008.78",Defra Recharge of capital business case proposals for September,Y01 7PX,Large,N/A,51002,admin,
Defra,CEFAS,26/10/2012,Facilities Management,Corporate,DEFRA RECEIPTS,20038104,"22,848.18",Recharge of carbon reduction commitment 2011/12,Y01 7PX,Large,N/A,50100,admin,
Defra,FERA,01/10/2012,Scientific Eq: Capital At Cost,Operations Directorate,*Thermo Fisher Scientific,79050,"191,609.94",Orbitrap Velos And Associated Parts,RG21 6YH,,N/A,,Administration,
Defra,FERA,05/10/2012,Direct Subcontractors,Operations Directorate,Forestry Commission,80580,"443,020.75",Annual Order 2012/13 - General work on the Phytophthora Project,EH12 7AT,,N/A,T5JA7000,Administration,
Defra,FERA,11/10/2012,Prepayment Postal Visa Card,Finance And Corporate Services,National Westminster Bank plc,81250,"199,062.58",National Westminster Bank Plc - GPC cards,SS1 9AJ,,N/A,,Administration,
Defra,FERA,12/10/2012,Direct Subcontractors,Operations Directorate,ADAS UK Ltd,78593,"30,000.00",Adas Subcontract: Entry-Level Environmental Stewardship: Completion of half of farm visits and provision of data,WV9 5AP,,N/A,W8GD2000,Administration,
Defra,FERA,12/10/2012,Direct Subcontractors,Policy & Regulation,NIAB,80213,"113,367.07","DUS Tests (Distinctness Uniformity and Stability) for Cereals, Winter Oilseed Rape, Sugar Beet and Minor crops ",CB3 0LE,,N/A,Y2AN1000,Administration,
Defra,FERA,12/10/2012,Direct Subcontractors,Policy & Regulation,NIAB,80216,"33,622.66",VCU (Value for the cultivation and use) Technical Management and Pathology,CB3 0LE,,N/A,Y2AJ1000,Administration,
Defra,FERA,17/10/2012,Estates Charges (Swm),Finance And Corporate Services,'D E F R A,80876,"175,124.31",Recharge of Carbon Reduction Commitment 2011/12,YO1 7PX,,N/A,,Administration,
Defra,FERA,17/10/2012,Estates Charges (Swm),Finance And Corporate Services,DTZ,81589,"192,033.76",DTZ Estates Recharges,B4 6AJ,,N/A,,Grant,
Defra,FERA,24/10/2012,Defra Central Overheads,Finance And Corporate Services,'D E F R A,81851,"39,375.00",Shared Service Fixed Service Cost,YO1 7PX,,N/A,,Administration,
Defra,FERA,24/10/2012,Direct Subcontractors,Operations Directorate,University of Cambridge,81867,"30,376.25",Annual Order 2012/13 - Modelling work on the Phytophthora Project,CB2 1SB,,N/A,T5JA7000,Administration,
Defra,FERA,30/10/2012,Direct Subcontractors,Operations Directorate,Rothamsted Research Ltd,82271,"58,761.00",Annual Order 2012/13 - Modelling work on the Phytophthora Project,AL5 2JQ,,N/A,T5JA7000,Administration,
Defra,FERA,30/10/2012,Direct Subcontractors,Operations Directorate,ADAS UK Ltd,82259,"30,768.00",Adas Subcontract: Entry-Level Environmental Stewardship: Completion of half of farm visits and provision of data,WV9 5AP,,N/A,W8GD2000,Administration,
Defra,FERA,16/10/2012,Direct Consumables/Materials,Operations Directorate,Dhl International Uk Ltd,81496,"33,640.67",Worldwide transport of Test Samples (1174 shipments),TW3 9LP,,N/A,V2AX3110,Administration,
Defra,MMO  ,04/10/2012,Other Current Payments E,,Hyder Consulting UK Ltd,IUG00011768,"37,220.40",Provision of the development; management and production of Sustainability Appraisal (SA) for the Marine Management Organisation ,CF3 0EY,,15407,00000000,Expense,
Defra,MMO  ,12/10/2012,Redfern Suspense,,Redfern Travel Ltd,041826,"49,316.77","Hotel, rail and air charges for Marine Management Organisation for September 2012",BD1 3AZ,SME,,00000000,Asset,
Defra,MMO  ,16/10/2012,Other Current Payments E,,Sea Fish Industry Authority,FEF02890910122527500,"25,275.00",European Fisheries Fund grant payment,EH7 4HG,,,00000000,Expense,
Defra,MMO  ,16/10/2012,Other Current Payments E,,Bridlington Harbour Commissioners,FEF0795,"49,005.80",European Fisheries Fund grant payment,YO15 3AN,,,00000000,Expense,
Defra,MMO  ,18/10/2012,Other Current Payments E,,Directflight Ltd,10003,"39,639.02",Marine Management aerial surveillance hours incurred in relation to coastal enforcement  September 2012,MK43 0AL,SME,,00000000,Expense,
Defra,MMO  ,18/10/2012,Other Current Payments E,,Waveney District Council,FEF0465,"330,173.33",European Fisheries Fund grant payment,NR32 1HS,SME,,00000000,Expense,
Defra,MMO  ,22/10/2012,Contracted out services non IT,,DEFRA,1000019957,"156,051.60",Recharge of the payment for the services provided by Shared Services Directorate July to September 2012,YO1 7PX,,,00000000,Expense,
Defra,MMO  ,24/10/2012,Purchase of Statistical Data,,Sea Fish Industry Authority,ED007410,"36,023.40",Data collection Framework 2011 final stage payment for the ECONOMIC SURVEY OF THE UK FISHING FLEET,EH7 4HG,,,00000000,Expense,
Defra,MMO  ,30/10/2012,Other Current Payments E,,Blue Finger Ltd,902,"28,800.00",Marine Management Organisation 40% share of the payment for the Vessel Monitoring System support costs arrears from Feb 2009 - August 2012 ,BA5 1AF,SME,,00000000,Expense,
Defra,MMO  ,30/10/2012,Other Current Payments E,,Blue Finger Ltd,905,"54,240.00",Marine Management Organisation 40% share of the payment for the Vessel Monitoring System support costs July to November 2012,BA5 1AF,SME,,00000000,Expense,
Defra,MMO  ,30/10/2012,Other Current Payments E,,Ministry Of Defence,7283225,"1,856,250.00",Marine Management offshore surveillance hours incurred in relation to coastal enforcement - July to September 2012,L2 3YL,,,00000000,Expense,
Defra,NE,05/10/2012,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584115434,"897,454.80","Charge for hosting, support and development of the Genesis IT System - August 2012",WV10 6UH,,24525,,,
Defra,NE,17/10/2012,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584116111,"897,454.80","Charge for hosting, support and development of the Genesis IT System - September 2012",WV10 6UH,,24525,,,
Defra,NE,23/10/2012,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584116494,"245,533.20",Application development costs for the Genesis IT System,WV10 6UH,,,,,
Defra,NE,31/10/2012,Grants & contributions,"People, Landscape & Biodiversity",B T C V.,ERS-981057-41435,"29,589.46",Access to Nature grant,DN4 8DB,SME,,,,
Defra,NE,15/10/2012,Grants & contributions,"Science, Evidence & Advice",Bat Conservation Trust,1288,"59,808.00",Bat information and advisory service,SE11 5RD,SME,,,,
Defra,NE,01/10/2012,Legal costs,Corporate Services,Browne Jacobson,225134,"44,392.44",Legal services,NG1 7BJ,,,,,
Defra,NE,31/10/2012,Grants & contributions,"People, Landscape & Biodiversity",Cumbria Wildlife Trust,ERS-981066-41429,"25,186.39",Access to Nature grant,LA8 8LX,SME,,,,
Defra,NE,01/10/2012,"Rent, management & utility charges",Corporate Services,D T Z,36872,"27,272.37",Building service costs for the Newcastle office,B4 6HT,,,,,
Defra,NE,03/10/2012,"Rent, management & utility charges",Corporate Services,D T Z,36989,"29,788.86",Building service costs for the York office,B4 6HT,,,,,
Defra,NE,05/10/2012,"Rent, management & utility charges",Corporate Services,D T Z,37603,"27,272.37",Building service costs for the Newcastle office,B4 6HT,,,,,
Defra,NE,01/10/2012,"IT services, equipment & consumables",Corporate Services,DEFRA,1000019328,"2,111,997.89",Genesis IT system recharge,YO1 7PX,,,,,
Defra,NE,29/10/2012,Service charges,Corporate Services,DEFRA,1000019956,"868,123.20",Defra Shared Services charges,YO1 7PX,,,,,
Defra,NE,03/10/2012,Grants & contributions,"People, Landscape & Biodiversity",Derbyshire County Council,ERS-980771-41046,"31,000.00",Non-scheme grant under National Trail scheme,DE4 3AH,,23612,,,
Defra,NE,03/10/2012,Grants & contributions,"People, Landscape & Biodiversity",Derbyshire County Council,ERS-980770-41047,"30,770.00",Non-scheme grant under National Trail scheme,DE4 3AG,,23918,,,
Defra,NE,09/10/2012,Telephony costs,Corporate Services,Global Crossing,80308247,"137,426.35",Charges for telephony and video conference services,RG24 8NA,,23588,,,
Defra,NE,03/10/2012,"IT services, equipment & consumables",Corporate Services,IBM United Kingdom Ltd,5809121131,"25,498.80",Application development costs,GU1 2LD,,24319,,,
Defra,NE,03/10/2012,Grants & contributions,"People, Landscape & Biodiversity",Leeds City Council,ERS-980782-41048,"46,087.18",Access to Nature grant,LS2 BB,,,,,
Defra,NE,17/10/2012,Grants & contributions,"People, Landscape & Biodiversity",Linking Environment & Farming,ERS-980936-41147,"25,604.00",Access to Nature grant,CV8 2LZ,SME,,,,
Defra,NE,15/10/2012,Land Management payments,"People, Landscape & Biodiversity",Lord Falmouth,129,"31,881.60",Annual Lease Payment for the Lizard Amalgamation,TR2 4AN,SME,,,,
Defra,NE,03/10/2012,Grants & contributions,"People, Landscape & Biodiversity",Organised Chaos North Cic,ERS-980841-41064,"38,349.16",Access to Nature grant,HD6 4EN,SME,,,,
Defra,NE,09/10/2012,Travel & subsistence costs,Corporate Services,Redfern Travel Ltd,41852,"202,845.20",Monthly charge for rail travel costs,BD1 3AZ,SME,,,,
Defra,NE,05/10/2012,RBS purchases,Corporate Services,Royal Bank Of Scotland,5.5695E+21,"530,257.86",Monthly payment for Government Procurement Card expenditure,EC2M 4BA,,,,,
Defra,NE,29/10/2012,Grants & contributions,"Science, Evidence & Advice",Swt (Sales) Ltd,102597,"27,260.64",Habitat surveillance Memorandum of Agreement,TA21 0AW,SME,24139,,,
Defra,NE,17/10/2012,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",T N S Uk Ltd,260112497,"95,160.00",The Monitor of Engagement with the Natural Environment (MENE) Survey ,W5 1UA,SME,24097,,,
Defra,NE,25/10/2012,Grants & contributions,"People, Landscape & Biodiversity",The Deer Initiative,3076,"50,000.00",Contribution to the improvement of woodland Sites of Special Scientific Interest in unfavourable condition because of deer impacts,LL14 5NS,SME,24811,,,
Defra,NE,17/10/2012,Grants & contributions,"People, Landscape & Biodiversity",The Hampton Trust,ERS-980940-41157,"31,761.81",Access to Nature grant,SO14 0QB,SME,,,,
Defra,NE,11/10/2012,Grants & contributions,"People, Landscape & Biodiversity",The Land Trust,ERS-980759-41041,"26,338.56",Access to Nature grant,WA3 7GB,SME,,,,
Defra,NE,03/10/2012,Grants & contributions,"People, Landscape & Biodiversity",The Woodland Trust,ERS-980780-41057,"68,410.49",Access to Nature grant,NG31 6LL,,,,,
Defra,NE,09/10/2012,Asset purchases,"People, Landscape & Biodiversity",Toyota (GB) Ltd,YF364206,"26,051.47",Toyota Hilux pickup vehicle,KT18 5UX,,23825C,,,
Defra,VMD,02/10/2012,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,SCOTTISH EXECUTIVE,61227,"28,150.00",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,SCOTLAND  EH6 6QQ,GOVN,,,ADMINISTRATION,
Defra,VMD,03/10/2012,INVESTIGATION SERVICES,"FEED ADDS, RESEARCH & ENF.",AHVLA,61239,"85,825.00",Investigation of suspected offences,YO1 7PX,GOVN,,,ADMINISTRATION,
Defra,VMD,04/10/2012,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,61259,"38,314.46",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,YO1 7PX,GOVN,,,ADMINISTRATION,
Defra,VMD,09/10/2012,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,61292,"208,793.49",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
Defra,VMD,17/10/2012,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,AHVLA,61429,"109,976.00",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
Defra,GLA,04/10/2012,Legal Fees,,Freeth Cartwright,,"29,865.36",Appeal Costs,LE1 1QH,Legal,,,,
Defra,GLA,30/10/2012,Legal Services,,Treasury Solicitiors,,"55,614.06",Litigation/Prosecution,WC2B 4TS,Legal,,,,
Defra,EA,23/10/2012,Professional Services Other,Nat Trading and Reg Services,AEA Technology Plc,1118664,"81,326.56","Costs associated with National Environmental and Sustainability Advice, Support and Delivery Services (ESASDS) Framework",OX11 0QJ,,30350436,,Administration,
Defra,EA,02/10/2012,Clinical and Medical,HO Head of Monitoring & Analytical Services,Agilent Technologies UK Ltd,1110853,"35,863.56",High Performance Liquid Chromatography Clean-up System,E14 1HH,,,NL00000069,Administration,
Defra,EA,02/10/2012,Engineering Goods,HO Fleet - EA Wales,Allstar Business Solutions Ltd,1113924,"38,483.09",Monthly fuel bill for Wales August 2012. ,SN5 6PS,,40034238,,Administration,
Defra,EA,02/10/2012,Engineering Goods,HO Fleet Operations,Allstar Business Solutions Ltd,1113348,"278,565.66",Fuel for commercial fleet,SN5 6PQ,,30341204,,Administration,
Defra,EA,16/10/2012,Professional Services Other,SE WT - FCRM Ops (South East) | FM Operating Unit - Central and South East,ALP Electrical Maidenhead Ltd,1115304,"48,000.00","Electrical Installations Covering Design, Installation, Verification, & Reactive Maintenance for the Electrical Systems (Excluding Office Buildings & Depots for West Thames)",SL6 6DW,,30348240,,Administration,
Defra,EA,11/10/2012,Facilities,NW Regional Facilities,Amas Ltd,1104110,"141,465.00","Quarterly rent for Appleton House, Warrington. 29/09/2012 - 24/12/2012 ",W1A 2NF,,,,Administration,
Defra,EA,25/10/2012,Construction,NE Yorkshire - FCRM Ops N&EY,Amco Engineering,1119813,"29,127.26",Removal of shoal at Callis Bridge,S75 1HT,,30204728,RENE760001,Project,
Defra,EA,25/10/2012,Construction,NE Capital WiP,Amco Engineering,1119817,"36,290.05",Installation of the new haul road and site compound area for the Tilts Slips works,S75 1HT,,30204728,IMNE000173,Project,
Defra,EA,23/10/2012,Professional Services Other,SE WT - FCRM Ops (South East),Amco Engineering,1119511,"60,572.66",Wey Watercourse maintenance,S75 1HT,,30343157,,Project,
