"Invoices by Value with PO Details   Report Name : DH-AP-010-Invoices by Value  Parameter : GL Date Start : '01/06/2015' , GL Date End : '30/06/2015' , Min Invoice Amount : '25000' , Max Invoice Amount : 'ALL' , Include Recoverable VAT : 'N'                       Date : 01/07/2015 11.24.47 AM",,,,,,,,,,,,,
,,,,,,,,,,,,,
Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,15/06/2015,Policy Payments,DG: SFNHS,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),LA/SOCIALCARE/PFI - 1ST PAYMENT 15/16,"6,168,870.00",DCLG payments in respect of LA social care PFI - 2015-16,SW1E 5DU,PUBLIC,,,
Department of Health,Department of Health,01/06/2015,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-539314-104321,"1,540,000.00",2015/005 Skills for Care - Social Care Work Programme for DH,LS1 2RP,VCS,,,
Department of Health,Department of Health,23/06/2015,Provisions cash payment,DG: PHD,THE MACFARLANE TRUST,MFT-02/15-16,"505,867.00",Macfarlane Trust funding 2015/16,SW1H 0QS,VCS,,,
Department of Health,Department of Health,02/06/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584186331,"1,437,712.35",April 2015 IMS3 Open Service charges,WS11 0JA,LARGE,,,
Department of Health,Department of Health,11/06/2015,Addition Clearing - IT,DG: ERD,IBM UK LTD,5805151897,"1,401,808.99",ESR Transition - T1.3 Including Retention,PO6 3AU,LARGE,,,
Department of Health,Department of Health,19/06/2015,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584188723,"1,361,630.93",May 2015 IMS3 Open Service charges,WS11 0JA,LARGE,,,
Department of Health,Department of Health,29/06/2015,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,HAFS-18562,"4,252,000.00",,S44 5BL,PUBLIC,,,
Department of Health,Department of Health,23/06/2015,Provisions cash payment,DG: PHD,MFET LTD,MFET-1/2015-16/MFET/16/06/2015,"1,328,403.56",MFET ltd funding 2015/16,SW1H 0QS,VCS,,,
Department of Health,Department of Health,04/06/2015,Addition Clearing - SW LIC,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),453047,"1,132,200.00",Revenue charges for the Period commencing FY15/16: Vodafone NHS Mail Extension - Fixed Price Core Services: April - December 15 charges and Transitional Assistance: April - September 15 charges,RG12 1RW,LARGE,,,
Department of Health,Department of Health,25/06/2015,Addition Clearing - SW LIC,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),453648,"1,132,200.00",Revenue charges for the Period commencing FY15/16: Vodafone NHS Mail Extension - Fixed Price Core Services: April - December 15 charges and Transitional Assistance: April - September 15 charges,RG12 1RW,LARGE,,,
Department of Health,Department of Health,11/06/2015,Addition Clearing - IT,DG: ERD,IBM UK LTD,5805151897,"1,076,470.27",ESR Transition - GMPTC,PO6 3AU,LARGE,,,
Department of Health,Department of Health,24/06/2015,Service charge,DG: IGT,BT GROUP PLC,386875,"1,075,624.34",Revenue 2015/16 LSP South BT,NW9 6LB,LARGE,,,
Department of Health,Department of Health,22/06/2015,Service charge,DG: IGT,BT GROUP PLC,386864,"1,062,905.18",Revenue: 2015/16 LSP London Bt,NW9 6LB,LARGE,,,
Department of Health,Department of Health,09/06/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN89866-2,"1,040,800.00",Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,LARGE,,,
Department of Health,Department of Health,12/06/2015,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584185495,"909,556.45",Revenue: CAB Extension April  2015 to June 2015 - ACCN 559,NW1 3HG,LARGE,,,
Department of Health,Department of Health,03/06/2015,Outsourcing Contract,DG: RDD,LGC LTD,50403041,"832,154.23",Central Commissioning Function,TW11 0LY,LARGE,,,
Department of Health,Department of Health,02/06/2015,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC012A,"742,494.27",Capital: F/Y 2014/15 GPSoC TPP - Software Licence Charges,LS18 5TN,SME,,,
Department of Health,Department of Health,23/06/2015,Outsourcing Contract,DG: SCLGCP,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40215109,"1,580,000.00",Care and health improvement programme,EC1M 5LG,VCS,,,
Department of Health,Department of Health,17/06/2015,Outsourcing Contract,DG: SFNHS,HOME OFFICE,1124657,"719,535.96",2014-15 DH contribution to ESMCP,NP20 9BB,PUBLIC,,,
Department of Health,Department of Health,30/06/2015,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-540482-106473,"594,721.00",CJD ,EH1 1HT,PUBLIC,,,
Department of Health,Department of Health,01/06/2015,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,HEALTH EDUCATION ENGLAND T1510,HAFS-18471,"270,000,000.00",,LS1 4PL,PUBLIC,,,
Department of Health,Department of Health,10/06/2015,Addition Clearing - IT,DG: ERD,IBM UK LTD,5805151899,"734,428.96",ESR Transition - T1.1  Including Retention,PO6 3AU,LARGE,,,
Department of Health,Department of Health,22/06/2015,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,2/15-16,"724,445.74",Skipton Fund funding 2015/16,SW1H 0QS,VCS,,,
Department of Health,Department of Health,12/06/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN90282-1,"667,228.84",Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,LARGE,,,
Department of Health,Department of Health,22/06/2015,Addition Clearing - SW LIC,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),453620,"500,063.47",Revenue charges for the Period commencing FY15/16: NHS Mail Extension Vodafone - SMS contract to cover spend for services between April - June 2015,RG12 1RW,LARGE,,,
Department of Health,Department of Health,02/06/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201409300,"458,610.84",Revenue: 2015/16 LSP NME CSC -  Lorenzo,PR1 8UQ,LARGE,,,
Department of Health,Department of Health,26/06/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201412888,"458,610.84",Revenue: 2015/16 LSP NME CSC -  Lorenzo,PR1 8UQ,LARGE,,,
Department of Health,Department of Health,01/06/2015,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,PUBLIC HEALTH ENGLAND PHE033,HAFS-18481,"63,000,000.00",,SP4 0JG,PUBLIC,,,
Department of Health,Department of Health,15/06/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-18519,"30,000,000.00",,E1 8PR,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,H0117802,"20,300,000.00",Project diamond/Shelford - Imperial College Healthcare,W12 0BJ,PUBLIC,,,
Department of Health,Department of Health,02/06/2015,Addition Clearing - SW LIC,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN89754-1,"419,400.00",Capital: EMIS GPSoC - Charges for the period commencing 1/4/2014 to 31/3/2015. Softtware Licence Charges. Migration Charges. National Functionality Deployments. Development Charges,LS19 7BY,LARGE,,,
Department of Health,Department of Health,11/06/2015,Addition Clearing - IT,DG: ERD,IBM UK LTD,5805151897,"404,989.06",ESR Transition - T1.2 Including Retention,PO6 3AU,LARGE,,,
Department of Health,Department of Health,02/06/2015,Service charge,DG: IGT,BT GROUP PLC,386328,"379,611.99",Revenue: 2015/16 LSP London Bt,NW9 6LB,LARGE,,,
Department of Health,Department of Health,01/06/2015,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-427,"355,339.82",,SL1 2EJ,LARGE,,,
Department of Health,Department of Health,22/06/2015,Service charge,DG: IGT,THE ACCENTURE GROUP,3003284561,"321,300.00",Revenue: F/Y 2015/16 PACS NEEM. Accenture  - NE- & EEM Oracle Licence,EC4N 4TW,LARGE,,,
Department of Health,Department of Health,10/06/2015,Addition Clearing - IT,DG: ERD,IBM UK LTD,5805151899,"308,866.00",ESR Transition - GMPTC,PO6 3AU,LARGE,,,
Department of Health,Department of Health,02/06/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC012A,"300,510.89",GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,SME,,,
Department of Health,Department of Health,22/06/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334360,"295,575.00","Capital: 2015/16 SUS Spine Mastek - Wp4 Release 15 G-Cloud Services Milestone 5-7 	 ",RG1 8BW,LARGE,,,
Department of Health,Department of Health,25/06/2015,Addition Clearing - SW LIC,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),453646,"285,979.06",Revenue charges for the Period commencing FY15/16: NHS Mail Extension Vodafone - SMS contract to cover spend for services between April - June 2015,RG12 1RW,LARGE,,,
Department of Health,Department of Health,08/06/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC013,"278,475.00",Revenue:TPP GPSoC charges for the P/C 01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service charges,LS18 5TN,SME,,,
Department of Health,Department of Health,24/06/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC0140,"278,475.00",Revenue:TPP GPSoC charges for the P/C 01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service charges,LS18 5TN,SME,,,
Department of Health,Department of Health,02/06/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,385888,"274,535.58",Capital: F/Y 14/15 BT LSP London - in respect of 13/14 Bond shortfall,NW9 6LB,LARGE,,,
Department of Health,Department of Health,30/06/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,CHAPS,"261,122.88",April 15 - March 16 CCN Charges,SL1 2EJ,LARGE,,,
Department of Health,Department of Health,29/06/2015,Service charge,DG: IGT,BT GROUP PLC,388404,"253,463.00",Revenue: 2015/16 LSP London Bt,NW9 6LB,LARGE,,,
Department of Health,Department of Health,25/06/2015,Service charge,DG: IGT,BT GROUP PLC,384424,"239,870.99",Revenue: BT Spine - Committed 2014/15,NW9 5BA,LARGE,,,
Department of Health,Department of Health,25/06/2015,Service charge,DG: IGT,MASTEK UK LTD,90334305,"233,918.48",Revenue: F/Y 2015/16 Spine 2 Mastek - Additional story points for IAM Development,RG1 8BW,LARGE,,,
Department of Health,Department of Health,08/06/2015,Outsourcing Contract,DG: PHD,SERCO LTD,91141646,"229,737.50",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,LARGE,,,
Department of Health,Department of Health,22/06/2015,Service charge,DG: IGT,BT GROUP PLC,386922,"228,640.34",Revenue: 2015/16 LSP London Bt,NW9 6LB,LARGE,,,
Department of Health,Department of Health,02/06/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN89754-1,"225,749.86",Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,LARGE,,,
Department of Health,Department of Health,08/06/2015,Service charge,DG: IGT,MASTEK UK LTD,90334377,"209,831.79","Revenue: 2015/16 SUS Spine Mastek WP8 - Amendment to the Mastek Agreement 14 months 	 ",RG1 8BW,LARGE,,,
Department of Health,Department of Health,25/06/2015,Service charge,DG: IGT,MASTEK UK LTD,90334471,"209,831.79","Revenue: 2015/16 SUS Spine Mastek WP8 - Amendment to the Mastek Agreement 14 months 	 ",RG1 8BW,LARGE,,,
Department of Health,Department of Health,25/06/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334560,"205,485.00","Capital: 2015/16 SUS Spine Mastek - Wp4 Release 15 G-Cloud Services Milestone 5-7 	 ",RG1 8BW,LARGE,,,
Department of Health,Department of Health,23/06/2015,Contractor/Staff Substitution,DG: Holding CT Core,DLA PIPER UK LLP,54780324,"189,359.10",Professional services in respect -Fujitsu arbitration - invoices 54779460 54780324,LS1 4BY,LARGE,,,
Department of Health,Department of Health,02/06/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10184,"177,500.00","Revenue: 2015/16 SUS Spine Intechnology - The Provision of G-Cloud Services (DBaaS) 14 month until March 2016 	 ",HG3 1UG,SME,,,
Department of Health,Department of Health,08/06/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10173,"177,500.00","Revenue: 2015/16 SUS Spine Intechnology - The Provision of G-Cloud Services (DBaaS) 14 month until March 2016 	 ",HG3 1UG,SME,,,
Department of Health,Department of Health,25/06/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10199,"177,500.00","Revenue: 2015/16 SUS Spine Intechnology - The Provision of G-Cloud Services (DBaaS) 14 month until March 2016 	 ",HG3 1UG,SME,,,
Department of Health,Department of Health,10/06/2015,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10108976,"164,640.00",Information Systems,SG8 6DP,LARGE,,,
Department of Health,Department of Health,30/06/2015,Research & development,DG: RDD,KLEIJNEN SYSTEMATIC REVIEWS LTD,A00734,"161,569.00",TARs,YO19 6FD,SME,,,
Department of Health,Department of Health,11/06/2015,Outsourcing Contract,DG: ERD,METHODS CONSULTING,SIN016239,"161,137.81",NHS Jobs 1/2/12- 31/1/17,EC1A 4EN,SME,,,
Department of Health,Department of Health,17/06/2015,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584185494,"158,742.61",Revenue: CAB Extension April  2015 to June 2015 - ACCN 559,WS11 0JA,LARGE,,,
Department of Health,Department of Health,22/06/2015,Service charge,DG: IGT,BT GROUP PLC,387191,"156,065.18",Revenue: 2015/16 LSP London Bt,NW9 6LB,LARGE,,,
Department of Health,Department of Health,25/06/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13400,"150,681.18",Capital: 2015/16 Spine 2 BJSS - Collaborative Development Call-Off Contract April - June 2015,LS1 2TW,SME,,,
Department of Health,Department of Health,29/06/2015,Service charge,DG: IGT,BT GROUP PLC,388385,"149,982.37",Revenue: 2015/16 LSP London Bt,NW9 6LB,LARGE,,,
Department of Health,Department of Health,08/06/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10158,"146,250.00","Revenue: 2015/16 SUS Spine Intechnology - The Provision of G-Cloud Services (DBaaS) 14 month until March 2016 	 ",HG3 1UG,SME,,,
Department of Health,Department of Health,25/06/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334561,"145,373.00","Capital: F/Y 2014/15 -SUS Spine Mastek WP4 Release 15 G-Cloud Services Milestone 8 (15-16 budget)	",RG1 8BW,LARGE,,,
Department of Health,Department of Health,26/06/2015,Service charge,DG: IGT,MASTEK UK LTD,90334065,"145,114.09",Revenue: F/Y 2015/16 Spine 2 Mastek - Additional story points for IAM Development,RG1 8BW,LARGE,,,
Department of Health,Department of Health,30/06/2015,Research & development,DG: RDD,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,ERS-540501-106480,"139,911.43",HS & DR,WC1V 6AZ,VCS,,,
Department of Health,Department of Health,22/06/2015,Service charge,DG: IGT,BT GROUP PLC,386945,"136,180.26",Revenue: 2015/16 LSP London Bt,NW9 6LB,LARGE,,,
Department of Health,Department of Health,01/06/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584186026,"132,885.86",Project WR0544 - Legacy Records Management transfer of electronic datafrom NHS England (Amicus ICS) to Department of Health,WS11 0JA,LARGE,,,
Department of Health,Department of Health,02/06/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10127,"131,081.88","Revenue: F/Y 2014/15 INTechnology  - SUS Spine INT1 CCN022 - Resource Seeding Requested 	 ",HG3 1UG,SME,,,
Department of Health,Department of Health,25/06/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,CORC LTD,ERS-540318-105721,"118,048.00",IESD 2015-16 AIMS 54152572 - Year 2 Award,NW3 5SD,VCS,,,
Department of Health,Department of Health,05/06/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00375743RI,"113,644.89",Richmond House - FM Variable Works FY2015/2016,SO53 3YE,LARGE,,,
Department of Health,Department of Health,03/06/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13363,"113,161.94",Capital: 2015/16  Spine 2 BJSS -Collaborative Development,LS1 2TW,SME,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,5010053393,"16,500,000.00",Project diamond/Shelford- University College London Hospitals,W1T 7NF,PUBLIC,,,
Department of Health,Department of Health,15/06/2015,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-18496,"15,534,000.00",,SE5 9RS,PUBLIC,,,
Department of Health,Department of Health,01/06/2015,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,HAFS-18470,"14,000,000.00",,WF3 1WE,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,GUYS AND ST THOMAS NHS FOUNDATION TRUST,3166863,"13,800,000.00",Project diamond/Shelford,SE1 9RT,PUBLIC,,,
Department of Health,Department of Health,15/06/2015,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-18490,"12,900,000.00",,DE1 2QY,PUBLIC,,,
Department of Health,Department of Health,15/06/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,NORTH BRISTOL NHS TRUST,HAFS-18499,"10,504,000.00",,BS1 2NP,PUBLIC,,,
Department of Health,Department of Health,09/06/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5027984,"582,643.68",QH - Rent FUP Charge,FY5 3TA,PUBLIC,,,
Department of Health,Department of Health,01/06/2015,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,CARE QUALITY COMMISSION (CQC) CQC033,HAFS-18469,"10,000,000.00",,,PUBLIC,,,
Department of Health,Department of Health,23/06/2015,Revenue Grants to Other Bodies,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-540246-105621,"8,150,000.00",2015/011B NHS BSA - Education Support Grant,NE1 6SN,PUBLIC,,,
Department of Health,Department of Health,25/06/2015,DH Support to Mergers,DG: Holding CT Core,ROYAL FREE LONDON NHS FOUNDATION TRUST,I0101962,"7,580,000.00",Implementation of Barnet and Chase Farm Operational Efficiency,NW3 2QG,PUBLIC,,,
Department of Health,Department of Health,01/06/2015,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS MIR033,HAFS-18475,"7,500,000.00",,,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,THE ROYAL MARSDEN NHS FOUNDATION TRUST,45717968,"7,300,000.00",Project diamond/Shelford- Royal Marsden hospital,SW3 6JJ,PUBLIC,,,
Department of Health,Department of Health,22/06/2015,Additions PDC Revenue Support NHS T Permenant,DG: Holding CT Core,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-18529,"7,100,000.00",,M20 4BX,PUBLIC,,,
Department of Health,Department of Health,01/06/2015,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-18477,"7,000,000.00",,NE1 6SN,PUBLIC,,,
Department of Health,Department of Health,29/06/2015,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,WEST LONDON MENTAL HEALTH NHS TRUST,HAFS-18571,"6,924,000.00",,UB1 3EU,PUBLIC,,,
Department of Health,Department of Health,17/06/2015,Policy Payments,DG: Holding CT Core,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,5010053080,"6,600,000.00",Project diamond/Shelford- University College London Hospitals,W1T 7NF,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000422287,"6,400,000.00",Project diamond/Shelford - Sheffield Teaching Hospital,S5 7AU,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6210033826,"6,200,000.00",Project diamond/Shelford,M13 0JR,PUBLIC,,,
Department of Health,Department of Health,15/06/2015,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,THE QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS FOUNDATION TRUST,HAFS-18504,"6,048,000.00",,PE30 4ET,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,80160395,"6,000,000.00",Project diamond/Shelford,CB2 0QQ,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X0136820,"6,000,000.00",Project diamond/Shelford,WC1N 3JH,PUBLIC,,,
Department of Health,Department of Health,15/06/2015,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HAFS-18506,"6,000,000.00",,LN2 5QY,PUBLIC,,,
Department of Health,Department of Health,16/06/2015,Policy Payments,DG: Holding CT Core,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,OP/R005499,"5,900,000.00",Project diamond/Shelford - University Hospital Birmingham,B15 2PR,PUBLIC,,,
Department of Health,Department of Health,29/06/2015,Additions FT Financing Facility Loans,DG: Holding CT Core,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,HAFS-18546,"5,711,000.00",,CV34 5BW,PUBLIC,,,
Department of Health,Department of Health,12/06/2015,Policy Payments,DG: Holding CT Core,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,R0240215,"5,300,000.00",Project diamond/Shelford - Newcastle,NE7 7DN,PUBLIC,,,
