Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,DONCASTER MBC,4000028637,45300
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,DONCASTER MBC,4000028637,105350
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,DUDLEY MBC,4000028638,40950
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,DUDLEY MBC,4000028638,47375
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,EAST RIDING OF YORKSHIRE COUNCIL,4000028639,34275
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,EAST RIDING OF YORKSHIRE COUNCIL,4000028639,39650
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,14 - 19 Reform Qualification Standards and Reform,EAST SUSSEX COUNTY COUNCIL,4000028640,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Curriculum and Pupil Well Being Curriculum Unit,ENTHUSE CHARITABLE TRUST,4000028641,500000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,School Formation and Investment Group,FRANCIS COMBE ACADEMY,4000028643,59974.17
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,MISCELLANEOUS EXPENDITURE,"Strategic Analysis, Research and Policy Impact Group",INSTITUTE OF EDUCATION,4000028649,152175
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,KINGSTON UPON HULL COUNCIL,4000028650,48250
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,KINGSTON UPON HULL COUNCIL,4000028650,112225
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,KIRKLEES COUNCIL,4000028651,49625
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,KIRKLEES COUNCIL,4000028651,57400
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,LEEDS CITY COUNCIL,4000028652,107225
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,LEEDS CITY COUNCIL,4000028652,124000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,LEICESTER CITY COUNCIL,4000028653,684000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,MILTON KEYNES COUNCIL,4000028658,176964
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,NATIONAL SOCIETY C OF E,4000028659,198529
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,14 - 19 Reform Qualification Standards and Reform,NEWCASTLE CITY COUNCIL,4000028660,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTH EAST LINCOLNSHIRE COUNCIL,4000028661,27550
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTH EAST LINCOLNSHIRE COUNCIL,4000028661,64050
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTH LINCOLNSHIRE COUNCIL,4000028662,20800
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTH LINCOLNSHIRE COUNCIL,4000028662,24075
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTH YORKSHIRE COUNTY COUNCIL,4000028663,61175
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,NORTH YORKSHIRE COUNTY COUNCIL,4000028663,70750
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NOTTINGHAM CITY COUNCIL,4000028664,50050
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,NOTTINGHAM CITY COUNCIL,4000028664,116400
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,NOTTINGHAMSHIRE COUNTY COUNCIL,4000028665,98875
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,NOTTINGHAMSHIRE COUNTY COUNCIL,4000028665,114325
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,ROTHERHAM MBC,4000028671,38525
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,ROTHERHAM MBC,4000028671,44550
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,MANAGEMENT CONSULTANCY,Children and Families Improving Information Sharing and Management Group,SERCO LTD,4000028672,22695.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Early Years Extended Schools and Special Needs,SERCO LTD,4000028672,119294.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,SHEFFIELD CITY COUNCIL,4000028673,71300
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,SHEFFIELD CITY COUNCIL,4000028673,165875
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,SLOUGH BOROUGH COUNCIL,4000028674,27805
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,SOUTH GLOUCEST,4000028675,28725
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,SOUTH GLOUCEST,4000028675,33250
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,School Formation and Investment Group,ST MARKS C OF E ACADEMY,4000028676,35030.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,School Formation and Investment Group,THE QUAERERE ACADEMY TRUST,4000028682,331101.82
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,School Formation and Investment Group,THE UCL ACADEMY,4000028685,38658.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,TORBAY COUNCIL,4000028686,16250
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,TORBAY COUNCIL,4000028686,22500
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,WAKEFIELD MDC,4000028689,42475
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,WAKEFIELD MDC,4000028689,98800
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Children and Families Early Years Extended Schools and Special Needs,WAKEFIELD MDC,4000028689,385976
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,14 - 19 Reform Qualification Standards and Reform,WARWICKSHIRE COUNTY COUNCIL,4000028690,27500
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CAPITAL GRANTS,Supporting Children and Young People Group Activities and Engagement,YORK CITY COUNCIL,4000028692,17475
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,01/07/2010,CURRENT GRANTS,Supporting Children and Young People Group Activities and Engagement,YORK CITY COUNCIL,4000028692,22500
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,PROFESSIONAL FEES,14 - 19 Reform Qualification Standards and Reform,ASSOCIATION OF COLLEGES,4000028720,30962.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Child Well Being Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000028722,51840
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Child Well Being Group,BRIGHTON & HOVE CITY COUNCIL,4000028723,110289
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,CAPITA SYMONDS LTD,4000028727,25205.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,CHILDRENS HIGH LEVEL GROUP CHLG,4000028729,58000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,MANAGEMENT CONSULTANCY,Children and Families Group,ENGINE GROUP LTD,4000028735,81081.11
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,School Formation and Investment Group,ENTERPRISE SOUTH LIVERPOOL ACADEMY,4000028736,34020.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CAPITAL GRANTS,School Formation and Investment Group,LINCOLNSHIRE COUNTY COUNCIL,4000028742,52372.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Child Well Being Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000028744,169648
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Child Well Being Group,NATIONAL CHILDRENS BUREAU,4000028748,14246.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Child Well Being Group,NATIONAL CHILDRENS BUREAU,4000028748,27000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,NATIONAL CHILDRENS BUREAU,4000028748,409002
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,NATIONAL DAY NURSERIES ASSOCIATION,4000028750,71500
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,NATIONAL FAMILY MEDIATION,4000028751,55850
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,School Standards Group,NATIONAL LITERACY TRUST,4000028752,90097.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,OTHER PROGRAMME EXPENSES,Supporting Children and Young People Group Activities and Engagement,NATIONAL YOUTH AGENCY,4000028754,159975.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Child Well Being Group,NOTTINGHAM CITY COUNCIL,4000028757,107149
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CAPITAL GRANTS,School Formation and Investment Group,OASIS COMMUNITY LEARNING,4000028758,116726.42
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,PLACE GROUP LIMITED,4000028762,49826.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,PRINCES TRUST VOLUNTEERS PROGRAMME,4000028763,29665.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,PROJECT FOR ADVOCACY COUNSELLING & EDUCATION,4000028764,25671.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,SAFE GROUND,4000028768,31075
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,RATES & SERVICE CHARGES,Commercial Group EFM,SHEFFIELD CITY COUNCIL,4000028771,95220
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Curriculum and Pupil Well Being Curriculum Unit,SING UP,4000028772,754872
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Child Well Being Group,SKILLS ACTIVE,4000028773,29200
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Child Well Being Group,SOMERSET COUNTY COUNCIL,4000028777,84900
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CONTRACT PROGRAMME EXPENDITURE,14 - 19 Reform Qualification Standards and Reform,SPECIALIST SCHOOLS & ACADEMIES TRUST,4000028779,816209.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,School Performance and Reform Group,SPECIALIST SCHOOLS AND ACADEMIES TRUST,4000028780,554970
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,THE CHILDRENS SOCIETY,4000028782,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,THE CHILDRENS SOCIETY,4000028783,52500
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,THE FAMILY PLANNING ASSOCIATION,4000028784,62850
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,THE FOSTERING NETWORK,4000028785,51957
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Pupil Well Being Curriculum Unit,THE GEOGRAPHICAL ASSOCIATION,4000028786,43735
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,THE MOVEMENT FOR NON MOBILE,4000028789,26500
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,MISCELLANEOUS EXPENDITURE,Workforce Group Young People Workforce,WELSH ASSEMBLY GOVERNMENT,4000028793,1982000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Child Well Being Group,WORCESTERSHIRE COUNTY COUNCIL,4000028796,79767
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/07/2010,CURRENT GRANTS,Children and Families Child Well Being Group,YORK CITY COUNCIL,4000028798,83500
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000028835,3912505
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,BLACKPOOL BOROUGH COUNCIL,4000028836,3027757
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,BOLTON MBC,4000028837,6994854
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,BUCKINGHAMSHIRE COUNTY COUNCIL,4000028838,12899963
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,DERBYSHIRE COUNTY COUNCIL,4000028839,19257997
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,ESSEX COUNTY COUNCIL,4000028840,31355636
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,HARTLEPOOL BOROUGH COUNCIL,4000028841,2355777
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000028842,10511766
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000028843,10253327
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000028844,4634988
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000028845,7667213
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000028846,7319610
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000028847,4992737
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000028848,5812543
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000028849,3550430
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000028850,4028360
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000028851,4792989
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000028852,9246740
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000028853,124060
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000028854,6094060
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000028855,14774786
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000028856,4509247
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000028857,3928874
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000028858,5250953
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,STOCKPORT MBC,4000028859,6218973
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,TAMESIDE MBC,4000028860,5258450
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CURRENT GRANTS,School Resources Group,YORK CITY COUNCIL,4000028861,3904882
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,CAMBRIDGE EDUCATION HEAD OFFICE,4000028864,65280
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,IS/IT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,4000028865,8334
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,IS/IT,Corporate and Internal Communications Group,CAPGEMINI UK PLC,4000028865,49162.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,COMMUNICATIONS & PUBLICITY,Communications Strategy and Insight Group,COI CENTRAL OFFICE OF INFORMATION,4000028867,22017.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,COMMUNICATIONS & PUBLICITY,14 - 19 Reform Qualification Standards and Reform,COI CENTRAL OFFICE OF INFORMATION,4000028867,35946.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CONTRACT PROGRAMME EXPENDITURE,School Formation and Investment Group,EC HARRIS LLP,4000028873,45102.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,UTILITIES,Commercial Group EFM,EDF ENERGY,4000028875,7437.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,RATES & SERVICE CHARGES,Commercial Group EFM,EDF ENERGY,4000028875,14060.11
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,UTILITIES,Commercial Group EFM,EDF ENERGY,4000028875,21173.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,RATES & SERVICE CHARGES,Commercial Group EFM,EDF ENERGY,4000028875,48768.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,IT EQUIPMENT CAPITAL,Commercial Group EFM,EUROPEAN ELECTRONIQUE,4000028876,39391.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/07/2010,CONTRACT PROGRAMME EXPENDITURE,Children and Families Early Years Extended Schools and Special Needs,JOHN BROWN MAGAZINES LTD,4000028882,82231
