Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description, Total 
Ministry of Defence,Ministry of Defence,12/11/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,271536,Works - estate management,"3,001,666.79"
Ministry of Defence,Ministry of Defence,12/11/2013,Fees for professional services,Head Office & Corporate Services,CABINET OFFICE,CF14 3UW,2.00E+11,Fees for professional services excluding legal fees,"2,960,126.00"
Ministry of Defence,Ministry of Defence,15/11/2013,Grants to NDPBs,Head Office & Corporate Services,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,273410,Grant in aid commonwealth war graves commission,"2,848,115.00"
Ministry of Defence,Ministry of Defence,12/11/2013,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,271619,Grant in aid to the council of reserve forces and cadet associations,"2,744,827.00"
Ministry of Defence,Ministry of Defence,27/11/2013,Fees for professional services,Defence Equipment & Support,ERNST & YOUNG LLP,SE1 2AF,278787,Fees for professional services excluding legal fees,"2,697,181.63"
Ministry of Defence,Ministry of Defence,11/11/2013,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,271141,Fiscal asset under construction - capital in year addition,"2,599,564.56"
Ministry of Defence,Ministry of Defence,12/11/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000104228,Works - estate management,"2,531,769.67"
Ministry of Defence,Ministry of Defence,29/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,280035,Fiscal asset under construction - capital in year addition,"2,445,230.73"
Ministry of Defence,Ministry of Defence,05/11/2013,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,268925,Property non dwellings private finance initiative - service concession arrangement service charge,"2,430,808.48"
Ministry of Defence,Ministry of Defence,29/11/2013,Fees for professional services,Joint Forces Command,CRANFIELD UNIVERSITY,MK43 0AL,279746,Fees for professional services excluding legal fees,"2,231,363.16"
Ministry of Defence,Defence Science and Technology Laboratory,01/11/2013,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000155445 - 00173097,IT Hardware,"2,202,786.10"
Ministry of Defence,Ministry of Defence,27/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLION CONSTRUCTION LIMITED,WV1 4HY,278732,Fiscal asset under construction - capital in year addition,"2,130,554.42"
Ministry of Defence,Ministry of Defence,15/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,273430,Fiscal asset under construction - capital in year addition,"2,045,062.22"
Ministry of Defence,Ministry of Defence,22/11/2013,Property leases,Defence Infrastructure Organisation ,VEOLIA WATER NEVIS LIMITED,WS11 8JP,276619,Property non dwellings private finance initiative - service concession arrangement service charge,"2,004,999.82"
Ministry of Defence,Ministry of Defence,12/11/2013,IT and communication services,Defence Equipment & Support,ATOS IT SERVICES UK LIMITED,WV10 6UH,271531,Information technology services,"1,999,422.50"
Ministry of Defence,Ministry of Defence,18/11/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,274041,Fiscal asset under construction - capital in year addition,"1,929,587.36"
Ministry of Defence,Ministry of Defence,21/11/2013,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,275604,Estate + facilities management services - accommodation inventory + service,"1,917,842.97"
Ministry of Defence,Defence Science and Technology Laboratory,15/11/2013,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000155737 - 00173928,Facility Management Costs,"1,905,742.80"
Ministry of Defence,Ministry of Defence,05/11/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000020562,Raw materials and consumable aviation fuel inventory purchased,"1,903,336.18"
Ministry of Defence,Ministry of Defence,13/11/2013,Fees for professional services,Head Office & Corporate Services,SERVICES SOUND & VISION CORPORATION,SL9 8TN,272420,Fees for professional services excluding legal fees,"1,898,499.00"
Ministry of Defence,Ministry of Defence,28/11/2013,Fees for professional services,Head Office & Corporate Services,SERVICES SOUND & VISION CORPORATION,SL9 8TN,279485,Fees for professional services excluding legal fees,"1,898,499.00"
Ministry of Defence,Ministry of Defence,18/11/2013,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,274010,Estate + facilities management services - accommodation inventory + service,"1,874,413.86"
Ministry of Defence,Ministry of Defence,25/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,277580,Fiscal asset under construction - capital in year addition,"1,782,600.00"
Ministry of Defence,Ministry of Defence,15/11/2013,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,273328,External military training ,"1,780,388.00"
Ministry of Defence,Ministry of Defence,11/11/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,271220,Estate core services charge,"1,738,314.97"
Ministry of Defence,Ministry of Defence,25/11/2013,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,277597,Property non dwellings private finance initiative - service concession arrangement service charge,"1,695,076.48"
Ministry of Defence,Ministry of Defence,25/11/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000104826,Works - estate management,"1,657,145.38"
Ministry of Defence,Ministry of Defence,11/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,SEFA CONTRACTORS JV,,3000009764,Fiscal asset under construction - capital in year addition,"1,645,699.27"
Ministry of Defence,Ministry of Defence,12/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,271624,Fiscal asset under construction - capital in year addition,"1,523,064.23"
Ministry of Defence,Ministry of Defence,18/11/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,274016,Utilities consumed - gas,"1,499,719.36"
Ministry of Defence,Ministry of Defence,05/11/2013,Property leases,Defence Infrastructure Organisation ,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,268955,Property dwellings private finance initiative - service concession arrangement service charge,"1,479,443.13"
Ministry of Defence,Ministry of Defence,01/11/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,268073,Works - estate management,"1,479,134.16"
Ministry of Defence,Ministry of Defence,12/11/2013,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,271854,Fees for professional services excluding legal fees,"1,448,440.91"
Ministry of Defence,Ministry of Defence,14/11/2013,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,273143,Equipment support non-project costs,"1,428,707.86"
Ministry of Defence,Ministry of Defence,06/11/2013,Service and civilian recruitment,Air Command,GROUPM UK LIMITED,WC1X 8RX,269458,Service recruitment excluding recruitment related external assistance,"1,427,478.74"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Research,Operations,SELEX ES LIMITED,,V - 9000156035 - 00174313,Sub Contracted Research,"1,414,050.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Rent and rates,Defence Infrastructure Organisation ,WILTSHIRE COUNCIL,BA14 4DS,278185,Rent buildings - non civil estate property and married quarter property,"1,411,050.84"
Ministry of Defence,Defence Science and Technology Laboratory,01/11/2013,Capital Asset expenditure,Infrastructure,SERCO LIMITED,,V - 9000155464 - 00171858,Capital Asset expenditure,"1,396,075.18"
Ministry of Defence,Ministry of Defence,22/11/2013,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,5000104715,Utilities consumed - electricity,"1,358,254.22"
Ministry of Defence,Ministry of Defence,06/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,269534,Fiscal asset under construction - capital in year addition,"1,344,549.38"
Ministry of Defence,Ministry of Defence,11/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,271036,Fiscal asset under construction - capital in year addition,"1,300,000.00"
Ministry of Defence,Ministry of Defence,26/11/2013,Dilapidation charges  ,Defence Infrastructure Organisation ,ANNINGTON PROPERTY LTD,W1U 1DR,278232,Other provisions payment against provision,"1,300,000.00"
Ministry of Defence,Ministry of Defence,25/11/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,277979,Cost of food purchases,"1,226,245.00"
Ministry of Defence,Ministry of Defence,29/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,EUROCOPTER UK LIMITED,OX5 1QZ,5000105077,Equipment support project costs,"1,211,447.01"
Ministry of Defence,Ministry of Defence,13/11/2013,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,271979,Transport fighting equipment operating lease,"1,210,221.49"
Ministry of Defence,Ministry of Defence,11/11/2013,Payment of utilities,Defence Infrastructure Organisation ,H M REVENUE & CUSTOMS,CF14 5XZ,179370,Utilities consumed - gas,"1,206,116.00"
Ministry of Defence,Ministry of Defence,07/11/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,270352,Estate + facilities management services - accommodation inventory + service,"1,202,293.37"
Ministry of Defence,Ministry of Defence,13/11/2013,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PO9 5DD,272441,Utilities consumed - electricity,"1,197,500.98"
Ministry of Defence,Ministry of Defence,15/11/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,273743,Cost of food purchases,"1,187,908.69"
Ministry of Defence,Ministry of Defence,28/11/2013,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,279159,Fees for professional services excluding legal fees,"1,183,529.47"
Ministry of Defence,Ministry of Defence,01/11/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,268200,Cost of food purchases,"1,149,109.69"
Ministry of Defence,Ministry of Defence,18/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,274213,Fiscal asset under construction - capital in year addition,"1,134,752.47"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,Sub Contracted Work,Operations,SELEX ES LIMITED,,V - 9000156035 - 00174314,Sub Contracted Work,"1,131,240.00"
Ministry of Defence,Ministry of Defence,05/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,268924,Fiscal asset under construction - capital in year addition,"1,095,744.00"
Ministry of Defence,Ministry of Defence,13/11/2013,Fees for professional services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,2000020638,Fees for professional services excluding legal fees,"1,094,787.74"
Ministry of Defence,Ministry of Defence,26/11/2013,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,278441,Property non dwellings private finance initiative - service concession arrangement service charge,"1,067,422.05"
Ministry of Defence,Ministry of Defence,29/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,179638,Equipment support non-project costs,"1,058,262.25"
Ministry of Defence,Ministry of Defence,01/11/2013,Fees for professional services,Head Office & Corporate Services,KPMG LLP,WD17 1DE,268092,"The provision of advice and assistance relating to corporate financing structures, accountancy, control mechanisms and systems","1,052,108.41"
Ministry of Defence,Ministry of Defence,06/11/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,269534,Estate core services charge,"1,030,904.50"
Ministry of Defence,Ministry of Defence,07/11/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,TW16 7BP,2000020574,Raw materials and consumable aviation fuel inventory purchased,"1,009,349.71"
Ministry of Defence,Ministry of Defence,19/11/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,274498,External military training ,"995,039.12"
Ministry of Defence,Ministry of Defence,13/11/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,272429,Estate + facilities management services - accommodation inventory + service,"994,308.80"
Ministry of Defence,Ministry of Defence,20/11/2013,Estate management,Defence Infrastructure Organisation ,DEPARTMENT OF ENERGY AND CLIMATE CHANGE,YO1 7PX,275019,Works - estate management,"975,841.78"
Ministry of Defence,Ministry of Defence,20/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,275011,Fiscal asset under construction - capital in year addition,"958,032.30"
Ministry of Defence,Ministry of Defence,27/11/2013,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,279018,Operating costs grant in aid to the Royal Hospital Chelsea,"948,750.00"
Ministry of Defence,Ministry of Defence,11/11/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,271084,Utilities consumed - electricity,"946,834.79"
Ministry of Defence,Ministry of Defence,25/11/2013,Purchase of information and communications technology,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,277717,IT + communications asset - in year capital addition,"945,005.91"
Ministry of Defence,Ministry of Defence,14/11/2013,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,272539,Movement of service personnel,"935,139.48"
Ministry of Defence,Ministry of Defence,25/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS MARINE LTD,GU14 6YU,277499,Equipment support non-project costs,"923,774.10"
Ministry of Defence,Ministry of Defence,13/11/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,THE ROYAL BRITISH LEGION,SE1 1AA,272475,Cost of claims/compensation and related expenses against MOD,"921,850.00"
Ministry of Defence,Ministry of Defence,21/11/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,275485,Utilities consumed - gas,"920,491.14"
Ministry of Defence,Ministry of Defence,04/11/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,268578,Works - estate management,"870,866.93"
Ministry of Defence,Ministry of Defence,26/11/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,278403,Works - estate management,"870,866.93"
Ministry of Defence,Ministry of Defence,07/11/2013,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,270309,Cost of food purchases,"867,760.15"
Ministry of Defence,Ministry of Defence,06/11/2013,General services and support,Defence Equipment & Support,SAAB AB,,3000009757,Defence equipment CLS/IOS service charge,"850,780.00"
Ministry of Defence,Ministry of Defence,27/11/2013,Development costs for military equipment,Defence Equipment & Support,AMHERST SYSTEMS INC,,2000020737,Intangible single use military equipment asset  - in year capital addition,"850,380.75"
Ministry of Defence,Ministry of Defence,28/11/2013,Payment of utilities,Joint Forces Command,Gibraltar Health Authority,,45912,Utilities consumed - electricity,"844,455.53"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000155568 - 00173117,IS Support Service,"843,286.34"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000156014 - 00174825,IS Support Service,"843,286.34"
Ministry of Defence,Defence Science and Technology Laboratory,22/11/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000155896 - 00174479,Repairs & Maintenance,"825,230.28"
Ministry of Defence,Ministry of Defence,26/11/2013,Grants to Reserves Forces and Cadets Association,Land Forces,THE ARMY CADET FORCE ASSOCIATION,EC2A 4DW,278592,Grants to reserve forces and cadet associations,"813,551.50"
Ministry of Defence,Ministry of Defence,27/11/2013,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,278684,External military training ,"811,475.49"
Ministry of Defence,Ministry of Defence,22/11/2013,Medical treatment & stores and welfare services,Joint Forces Command,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,276030,Medical health services,"805,754.51"
Ministry of Defence,Defence Science and Technology Laboratory,01/11/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000155462 - 00170171,Sub Contracted Work,"799,850.00"
Ministry of Defence,Ministry of Defence,26/11/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,278610,Works - estate management,"791,821.73"
Ministry of Defence,Ministry of Defence,29/11/2013,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000105071,Works - estate management,"767,425.26"
Ministry of Defence,Ministry of Defence,29/11/2013,Property leases,Defence Infrastructure Organisation ,TRICOMM HOUSING LIMITED,EH3 7HL,280343,Property dwellings private finance initiative - service concession arrangement service charge,"737,493.99"
Ministry of Defence,Ministry of Defence,22/11/2013,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,276322,Estate core services charge,"737,008.02"
Ministry of Defence,Ministry of Defence,11/11/2013,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,271387,Operating costs grant in aid to the royal navy marine society and sea cadets.,"724,442.00"
Ministry of Defence,Ministry of Defence,21/11/2013,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000104582,Works - estate management,"722,117.04"
Ministry of Defence,Ministry of Defence,19/11/2013,Research and development,Defence Equipment & Support,BOEING DEFENCE U K LTD,BS16 1EJ,274515,Research and development excluding defence science and technology laboratory,"720,176.00"
Ministry of Defence,Ministry of Defence,08/11/2013,Payment of utilities,Defence Equipment & Support,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,270607,Utilities consumed - electricity,"715,902.29"
Ministry of Defence,Ministry of Defence,11/11/2013,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,271050,Research and development incurred on projects with defence science and technology laboratory,"710,536.92"
Ministry of Defence,Defence Science and Technology Laboratory,29/11/2013,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000156014 - 00174826,IT Hardware,"708,735.14"
Ministry of Defence,Ministry of Defence,12/11/2013,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,271535,Equipment support non-project costs,"702,638.00"
Ministry of Defence,Ministry of Defence,06/11/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,269300,Fiscal asset under construction - capital in year addition,"695,644.22"
Ministry of Defence,Defence Science and Technology Laboratory,22/11/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000155896 - 00174476,Repairs & Maintenance,"674,813.13"
Ministry of Defence,Ministry of Defence,18/11/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK FLAGSHIP LIMITED,BH23 6BS,273940,Estate + facilities management services - accommodation inventory + service,"670,450.77"
Ministry of Defence,Ministry of Defence,20/11/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,275003,Utilities consumed - gas,"660,390.76"
Ministry of Defence,Ministry of Defence,06/11/2013,"Public relations, including marketing and advertising",Navy Command,M-INTEGRATED SOLUTIONS PLC,TW8 9LY,269517,Public relations services including items such as sales marketing and advertising,"654,174.00"
Ministry of Defence,Defence Science and Technology Laboratory,08/11/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000155541 - 00172360,Sub Contracted Research,"652,351.55"
Ministry of Defence,Ministry of Defence,06/11/2013,"Public relations, including marketing and advertising",Navy Command,GROUPM UK LIMITED,WC1X 8RX,269458,Public relations services including items such as sales marketing and advertising,"650,897.86"
Ministry of Defence,Ministry of Defence,13/11/2013,General services and support,Defence Equipment & Support,SAAB AB,,3000009776,Defence equipment CLS/IOS service charge,"650,893.00"
Ministry of Defence,Ministry of Defence,19/11/2013,Grants to NDPBs,Air Command,ROYAL AIR FORCE MUSEUM,NW9 5LL,274767,Operating costs grant in aid to the Royal Air Force museum,"650,000.00"
Ministry of Defence,Ministry of Defence,22/11/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,UNISYS LTD,WD3 9AB,276600,Fiscal asset under construction - capital in year addition,"635,000.00"
Ministry of Defence,Ministry of Defence,05/11/2013,Spend on Inventory - General,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,269158,Spend on Inventory - General,"632,195.42"
Ministry of Defence,Ministry of Defence,25/11/2013,IT and communication services,Defence Equipment & Support,CGI IT UK LIMITED,CF31 9AP,277557,IT Services -internal costs,"631,257.87"
Ministry of Defence,Ministry of Defence,19/11/2013,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,274489,Property dwellings private finance initiative - service concession arrangement service charge,"629,148.75"
Ministry of Defence,Ministry of Defence,29/11/2013,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,279584,Movement of service personnel,"617,659.66"
Ministry of Defence,Ministry of Defence,19/11/2013,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11229,Monthly GPC payment,"616,470.09"
