Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,  Total  
Ministry of Defence,Ministry of Defence,05/08/2013,IT and communication services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,235558,Information technology services,280.75
Ministry of Defence,Ministry of Defence,14/08/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,SERCO LIMITED,RG27 9UY,239008,Civilian short term detached duty,279.8
Ministry of Defence,Ministry of Defence,14/08/2013,Medical treatment & stores and welfare services,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,238669,Welfare services including sports equipment and ministers of religion.,279.38
Ministry of Defence,Ministry of Defence,09/08/2013,Estate management,Air Command,XMA LTD,NG11 7EP,237773,Estate + facilities management services - accommodation inventory + service,276.91
Ministry of Defence,Ministry of Defence,07/08/2013,Estate management,Air Command,SODEXO LTD,M50 0AL,236661,Estate + facilities management services - accommodation inventory + service,276.53
Ministry of Defence,Ministry of Defence,23/08/2013,Spend on Inventory - General,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,242150,Spend on Inventory - General,273.17
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Navy Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,239673,Cost of other material consumed,269.53
Ministry of Defence,Ministry of Defence,20/08/2013,Purchase of inventory and services ,Joint Forces Command,SERCO LIMITED,RG27 9UY,240960,Cost of other material consumed,269.4
Ministry of Defence,Ministry of Defence,21/08/2013,Fuel for military use,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Oil and lubricants consumed excluding those from the inventory system,267.3
Ministry of Defence,Ministry of Defence,20/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Civilian short term detached duty,267.24
Ministry of Defence,Ministry of Defence,06/08/2013,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,RH2 8BF,235999,Plant + machinery operating lease,267.04
Ministry of Defence,Ministry of Defence,06/08/2013,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,RH2 8BF,235999,Cost of other material consumed,266.36
Ministry of Defence,Ministry of Defence,06/08/2013,Rental of plant and machinery,Joint Forces Command,CANON (UK) LIMITED,RH2 8BF,235999,Plant + machinery operating lease,262.82
Ministry of Defence,Ministry of Defence,01/08/2013,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,234558,Fees for professional services excluding legal fees,260.33
Ministry of Defence,Ministry of Defence,15/08/2013,Estate management,Air Command,ELIOR UK PLC,SK11 6ET,239257,Estate + facilities management services - accommodation inventory + service,260.11
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,242670,Fiscal asset under construction - capital in year addition,259.95
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,235999,Hire charges IT and communications,259.92
Ministry of Defence,Ministry of Defence,20/08/2013,Estate management,Head Office & Corporate Services,ASPIRE DEFENCE LIMITED,SP9 7QD,240692,Estate + facilities management services - accommodation inventory + service,259.83
Ministry of Defence,Ministry of Defence,19/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240167,Cost of other material consumed,258.12
Ministry of Defence,Ministry of Defence,23/08/2013,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,242670,Works - estate management,256.63
Ministry of Defence,Ministry of Defence,14/08/2013,Official entertainment and hospitality,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,239008,Entertainment + hospitality,256.53
Ministry of Defence,Ministry of Defence,05/08/2013,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,235800,Estate + facilities management services - accommodation inventory + service,254.8
Ministry of Defence,Ministry of Defence,22/08/2013,Food and clothing,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of purchasing and repairing clothing,254.27
Ministry of Defence,Ministry of Defence,19/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,252.65
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Joint Forces Command,XMA LTD,NG11 7EP,240098,Cost of other material consumed,251.11
Ministry of Defence,Ministry of Defence,07/08/2013,IT and communication services,Defence Equipment & Support,MICROSOFT LTD,,236539,Information technology services,249.4
Ministry of Defence,Ministry of Defence,29/08/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,244.44
Ministry of Defence,Ministry of Defence,15/08/2013,Purchase of inventory and services ,Navy Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,239297,Cost of other material consumed,243.95
Ministry of Defence,Ministry of Defence,05/08/2013,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,235396,Operating lease IT and communications,239.84
Ministry of Defence,Ministry of Defence,27/08/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,243096,Military short term detached duty,236.8
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,235999,IT Services -internal costs,235.99
Ministry of Defence,Ministry of Defence,12/08/2013,Food and clothing,Joint Forces Command,TURNER VIRR & CO. LTD,LS25 2DY,238287,Cost of purchasing and repairing clothing,235.96
Ministry of Defence,Ministry of Defence,08/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,237275,Cost of other material consumed,233.5
Ministry of Defence,Ministry of Defence,20/08/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Telephone minor equipment below capitalisation threshold,233.2
Ministry of Defence,Ministry of Defence,28/08/2013,Estate management,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,243266,Estate + facilities management services - accommodation inventory + service,228.56
Ministry of Defence,Ministry of Defence,23/08/2013,Spend on Inventory - General,Air Command,L WHITAKER SERVICES LIMITED,BB1 2QE,242343,Spend on Inventory - General,226.8
Ministry of Defence,Ministry of Defence,19/08/2013,Official entertainment and hospitality,Air Command,SODEXO LTD,M50 0AL,240583,Entertainment + hospitality,223.52
Ministry of Defence,Ministry of Defence,02/08/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Medical-non hospital treatment,223.36
Ministry of Defence,Ministry of Defence,01/08/2013,Payment of utilities,Joint Forces Command,BRITISH GAS TRADING LIMITED,OX4 2JY,234322,Utilities consumed - electricity,222.59
Ministry of Defence,Ministry of Defence,14/08/2013,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,238716,Estate + facilities management services - accommodation inventory + service,221.75
Ministry of Defence,British Defence Staff - United States,20-Aug-13,MEDICAL-NON HOSPITAL TREATMENT,Air Command,MERITAIN HEALTH,,345890,Medical-non hospital treatment,220.78
Ministry of Defence,Ministry of Defence,02/08/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Entertainment + hospitality,217.01
Ministry of Defence,Ministry of Defence,29/08/2013,Administration,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,General administration,211.77
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Head Office & Corporate Services,EUROSHELL DEUTSCHLAND GMBH,,5000100747,Oil and lubricants consumed excluding those from the inventory system,210.39
Ministry of Defence,Ministry of Defence,27/08/2013,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,242786,Utilities consumed - electricity,210.29
Ministry of Defence,Ministry of Defence,01/08/2013,IT and communication services,Defence Equipment & Support,INSIGHT DIRECT (U K) LTD,S9 2BU,234570,Computer equipment costing below the capitalisation threshold,209.98
Ministry of Defence,Ministry of Defence,20/08/2013,Rent and rates,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Rent buildings - non civil estate property and married quarter property,209.75
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Defence Equipment & Support,ARAL AG.,44789,5000100733,Oil and lubricants consumed excluding those from the inventory system,205.9
Ministry of Defence,Ministry of Defence,06/08/2013,Estate management,Navy Command,CANON (UK) LIMITED,RH2 8BF,235999,Estate + facilities management services - accommodation inventory + service,205.59
Ministry of Defence,Ministry of Defence,20/08/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,240933,Military short term detached duty,205
Ministry of Defence,Ministry of Defence,06/08/2013,Administration,Navy Command,CANON (UK) LIMITED,RH2 8BF,235999,General administration,204.76
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,242705,Other materal consumed on exercises,203.58
Ministry of Defence,Ministry of Defence,12/08/2013,Spend on Inventory - General,Joint Forces Command,TURNER VIRR & CO. LTD,LS25 2DY,238287,Spend on Inventory - General,201.16
Ministry of Defence,Ministry of Defence,21/08/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,200.86
Ministry of Defence,Ministry of Defence,14/08/2013,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,239096,Equipment support non-project costs,196.88
Ministry of Defence,Ministry of Defence,23/08/2013,Spend on Inventory - General,Land Forces,CARWOOD MOTOR UNITS LTD,CV3 2RQ,242150,Spend on Inventory - General,195.7
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Defence Equipment & Support,EUROSHELL DEUTSCHLAND GMBH,,5000100747,Oil and lubricants consumed excluding those from the inventory system,194.61
Ministry of Defence,Ministry of Defence,14/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,SERCO LIMITED,RG27 9UY,239008,Military short term detached duty,194.4
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Land Forces,EUROSHELL DEUTSCHLAND GMBH,,5000100747,Bulk marine fuel consumed,191.92
Ministry of Defence,Ministry of Defence,16/08/2013,"Transportation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,LS16 6QY,239640,Military short term detached duty,191
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,235396,Cost of other material consumed,187.3
Ministry of Defence,Ministry of Defence,28/08/2013,Purchase of inventory and services ,Head Office & Corporate Services,XMA LTD,NG11 7EP,243771,Cost of other material consumed,186.5
Ministry of Defence,Ministry of Defence,21/08/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - water + sewage,184.93
Ministry of Defence,Ministry of Defence,19/08/2013,Food and clothing,Air Command,SODEXO LTD,M50 0AL,240583,Cost of clothing and textile services received,184.69
Ministry of Defence,Ministry of Defence,19/08/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,184.42
Ministry of Defence,Ministry of Defence,19/08/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,183.82
Ministry of Defence,Ministry of Defence,20/08/2013,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240709,Building maintenance accommodation inventory,183.6
Ministry of Defence,Ministry of Defence,01/08/2013,IT and communication services,Air Command,INSIGHT DIRECT (U K) LTD,S9 2BU,234570,Telephone minor equipment below capitalisation threshold,182.3
Ministry of Defence,Ministry of Defence,19/08/2013,Medical treatment & stores and welfare services,Land Forces,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,240343,Welfare services including sports equipment and ministers of religion.,181.31
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Contracted out Office Services,Operations,BARCLAYCARD,,G - 9000154053 - 00169605,,180
Ministry of Defence,Ministry of Defence,13/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,238556,Military short term detached duty,179.36
Ministry of Defence,Ministry of Defence,29/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,243856,Consumption of engineering and technical inventory,179.34
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,240098,Cost of other material consumed,178.71
Ministry of Defence,Ministry of Defence,28/08/2013,Spend on Inventory - General,Air Command,REXEL UK LTD,EN6 9EB,243596,Spend on Inventory - General,178.33
Ministry of Defence,Ministry of Defence,20/08/2013,Food and clothing,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,240960,Cost of food purchases,175.88
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Air Command,CANON (UK) LIMITED,RH2 8BF,235999,Computer equipment costing below the capitalisation threshold,173.55
Ministry of Defence,Ministry of Defence,19-Aug-13,Administration,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,240167,General administration,173.51
Ministry of Defence,Ministry of Defence,19/08/2013,Administration,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,General administration,172.33
Ministry of Defence,Ministry of Defence,12/08/2013,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,M16 0TW,237863,Utilities consumed - gas,172.02
Ministry of Defence,Ministry of Defence,09/08/2013,Estate management,Head Office & Corporate Services,SODEXO LTD,M50 0AL,237713,Estate + facilities management services - accommodation inventory + service,170.73
Ministry of Defence,Ministry of Defence,06/08/2013,Transport hire charges,Joint Forces Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,236236,Transport other operating lease,169.46
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of inventory and services ,Joint Forces Command,CANON (UK) LIMITED,RH2 8BF,235396,Cost of other material consumed,169.06
Ministry of Defence,Ministry of Defence,07/08/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Entertainment + hospitality,167.81
Ministry of Defence,Ministry of Defence,14/08/2013,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,239019,Cost of clothing and textile services received,166.55
Ministry of Defence,Ministry of Defence,28/08/2013,Food and clothing,Air Command,ELIOR UK PLC,SK11 6ET,243366,Cost of clothing and textile services received,165.56
Ministry of Defence,Ministry of Defence,07/08/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Payments to the foreign and commonwealth office,164.42
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Energy & Utility,Infrastructure,BARCLAYCARD,,G - 9000154055 - 00169608,,164.13
Ministry of Defence,Ministry of Defence,22/08/2013,Transport hire charges,Air Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,241905,Transport other operating lease,163.53
Ministry of Defence,Ministry of Defence,15/08/2013,Estate management,Head Office & Corporate Services,SODEXO LTD,M50 0AL,239527,Estate + facilities management services - accommodation inventory + service,161.91
Ministry of Defence,Ministry of Defence,06/08/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,236219,Military short term detached duty,160
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Materials & Equipment,Operations,BARCLAYCARD,,G - 9000154053 - 00169604,,158.5
Ministry of Defence,Ministry of Defence,02/08/2013,Estate management,Air Command,ELIOR UK PLC,SK11 6ET,235048,Estate + facilities management services - accommodation inventory + service,158.1
Ministry of Defence,Ministry of Defence,02/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000100461,Civilian short term detached duty,157.68
Ministry of Defence,Ministry of Defence,29/08/2013,Food and clothing,Land Forces,ELIOR UK PLC,SK11 6ET,243947,Cost of clothing and textile services received,156.2
Ministry of Defence,Ministry of Defence,05/08/2013,Spend on Inventory - General,Defence Equipment & Support,TVS SUPPLY CHAIN SOLUTIONS LIMITED,PR6 7AJ,235877,Spend on Inventory - General,154.8
Ministry of Defence,Ministry of Defence,07/08/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,153.39
Ministry of Defence,Ministry of Defence,08/08/2013,IT and communication services,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,236777,Computer equipment costing below the capitalisation threshold,152.83
Ministry of Defence,Ministry of Defence,05/08/2013,General services and support,Head Office & Corporate Services,CANON (UK) LIMITED,RH2 8BF,235396,Purchase of defence support equipment below capitalisation threshold of £25k.,152.68
Ministry of Defence,Ministry of Defence,16/08/2013,Estate management,Air Command,ARAMARK LTD,LS16 6QY,239640,Estate + facilities management services - accommodation inventory + service,148.81
Ministry of Defence,Ministry of Defence,08/08/2013,Fuel for military use,Joint Forces Command,ARAL AG.,44789,5000100733,Oil and lubricants consumed excluding those from the inventory system,147.53
Ministry of Defence,Ministry of Defence,21/08/2013,Purchase of inventory and services ,Navy Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,241229,Cost of other material consumed,147
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Joint Forces Command,BRITISH GAS TRADING LIMITED,OX4 2JY,241595,Utilities consumed - electricity,145.62
Ministry of Defence,Ministry of Defence,06/08/2013,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,235989,Consumption of engineering and technical inventory,144
Ministry of Defence,Ministry of Defence,30/08/2013,Design services and minor equipment purchases,Joint Forces Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,244770,Equipment support non-project costs,143.05
Ministry of Defence,Ministry of Defence,16/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,240027,Military short term detached duty,142.79
Ministry of Defence,Ministry of Defence,20/08/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - water + sewage,142.1
Ministry of Defence,Ministry of Defence,02/08/2013,Administration,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,235032,General administration,141.1
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,239615,Consumption of medical dental and veterinary inventory,138.8
Ministry of Defence,Ministry of Defence,05/08/2013,Official entertainment and hospitality,Defence Infrastructure Organisation ,MODUS SERVICES LIMITED,SW1A 2HB,235617,Entertainment + hospitality,138.74
Ministry of Defence,Ministry of Defence,21-Aug-13,Administration,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,General administration,135.27
Ministry of Defence,Ministry of Defence,05/08/2013,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,235396,Computer equipment costing below the capitalisation threshold,134.49
Ministry of Defence,Ministry of Defence,22/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,E.P.BARRUS LTD,OX26 4UR,241666,Consumption of general inventory,133.44
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Navy Command,CANON (UK) LIMITED,RH2 8BF,235999,Computer equipment costing below the capitalisation threshold,132.68
Ministry of Defence,Ministry of Defence,30/08/2013,IT and communication services,Head Office & Corporate Services,CANON (UK) LIMITED,RH2 8BF,244460,Computer equipment costing below the capitalisation threshold,132.39
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,OX4 2JY,241595,Utilities consumed - electricity,132.35
Ministry of Defence,Ministry of Defence,28/08/2013,Grants to Reserves Forces and Cadets Association,Navy Command,EUREST SUPPORT SERVICES (ESS),B45 9PZ,243373,Grants to reserve forces and cadet associations,130
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Consumable Materials,Corporate,BARCLAYCARD,,G - 9000154053 - 00169604,,129.34
Ministry of Defence,Ministry of Defence,21/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,129.3
Ministry of Defence,Ministry of Defence,30/08/2013,Food and clothing,Land Forces,COONEEN DEFENCE LIMITED,BT75 0NE,39749,Cost of purchasing and repairing clothing,128.3
Ministry of Defence,Ministry of Defence,14/08/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SERCO LIMITED,RG27 9UY,239008,Military short term detached duty,127.33
Ministry of Defence,Ministry of Defence,29/08/2013,Payment of utilities,Land Forces,FLOGAS BRITAIN LIMITED,LE7 1PF,243963,Utilities consumed - liquid petroleum gas,127.14
Ministry of Defence,Ministry of Defence,05/08/2013,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,RH2 8BF,235396,Equipment support non-project costs,127.03
Ministry of Defence,Ministry of Defence,02/08/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,234945,Consumption of medical dental and veterinary inventory,126.77
Ministry of Defence,Ministry of Defence,12/08/2013,IT and communication services,Joint Forces Command,SERCO LIMITED,RG27 9UY,238221,Computer equipment costing below the capitalisation threshold,124.84
Ministry of Defence,Ministry of Defence,02/08/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,124.67
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Defence Equipment & Support,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,241634,Utilities consumed - gas,119.29
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Joint Forces Command,BOC LIMITED,M28 2UT,238672,Consumption of medical dental and veterinary inventory,113.92
Ministry of Defence,Ministry of Defence,22/08/2013,Transport hire charges,Joint Forces Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,241905,Transport other operating lease,113.77
Ministry of Defence,Ministry of Defence,30/08/2013,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,244460,Estate + facilities management services - accommodation inventory + service,112.53
Ministry of Defence,Ministry of Defence,29/08/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Estate core services charge,111.66
Ministry of Defence,Ministry of Defence,30/08/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - water + sewage,110.88
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Staff Training,Programme Office,BARCLAYCARD,,G - 9000154055 - 00169608,,110.85
Ministry of Defence,Ministry of Defence,08-Aug-13,Administration,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,236777,General administration,108.95
Ministry of Defence,Ministry of Defence,14/08/2013,Estate management,Navy Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,238716,Estate + facilities management services - accommodation inventory + service,107.87
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Defence Infrastructure Organisation ,SCOTTISH & SOUTHERN ENERGY PLC,PO9 5JB,241909,Utilities consumed - electricity,107.02
Ministry of Defence,Ministry of Defence,09/08/2013,"Transportation of personnel, freight and travel expenses",Air Command,THE CHANNEL TUNNEL GROUP LTD,CT19 4RD,237738,Military short term detached duty,106
Ministry of Defence,Ministry of Defence,29/08/2013,Purchase of inventory and services ,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of other material consumed,104.19
Ministry of Defence,Ministry of Defence,19/08/2013,IT and communication services,Defence Equipment & Support,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,103.75
Ministry of Defence,Ministry of Defence,05/08/2013,Design services and minor equipment purchases,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,235396,Equipment support non-project costs,103.22
Ministry of Defence,Ministry of Defence,20/08/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Medical-non hospital treatment,103.19
Ministry of Defence,Ministry of Defence,16/08/2013,Food and clothing,Head Office & Corporate Services,SODEXO LTD,M50 0AL,240027,Cost of food purchases,102.63
Ministry of Defence,Ministry of Defence,13/08/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,238348,Consumption of engineering and technical inventory,101.62
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Navy Command,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,236001,Line + telephone rental including commercial charge for use of radio frequencies,101.48
Ministry of Defence,Ministry of Defence,02/08/2013,Design services and minor equipment purchases,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Equipment support non-project costs,100.32
Ministry of Defence,Ministry of Defence,30/08/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Civilian short term detached duty,100.12
Ministry of Defence,Ministry of Defence,15/08/2013,Purchase of inventory and services ,Head Office & Corporate Services,XMA LTD,NG11 7EP,239609,Cost of other material consumed,100.02
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Other Services & Office costs,Operations,BARCLAYCARD,,G - 9000154055 - 00169607,,98.88
Ministry of Defence,Ministry of Defence,21/08/2013,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,241436,Estate + facilities management services - accommodation inventory + service,98
Ministry of Defence,Ministry of Defence,30/08/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Medical-non hospital treatment,95.64
Ministry of Defence,Ministry of Defence,08/08/2013,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,236956,Estate + facilities management services - accommodation inventory + service,94.05
Ministry of Defence,Ministry of Defence,30/08/2013,Food and clothing,Navy Command,COONEEN DEFENCE LIMITED,BT75 0NE,39749,Cost of purchasing and repairing clothing,92.48
Ministry of Defence,Ministry of Defence,07/08/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,BUNZL UK LIMITED,W1H 7JT,178159,Spend on Inventory - General,90.3
Ministry of Defence,Ministry of Defence,20/08/2013,Medical treatment & stores and welfare services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Medical-non hospital treatment,89.95
Ministry of Defence,Ministry of Defence,05/08/2013,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,235396,Operating lease IT and communications,88.94
Ministry of Defence,Ministry of Defence,23/08/2013,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,242104,Spend on Inventory - General,88.56
