Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/12/2015,Research and Development Expenditure,Business and Science - DISABLED - AVAILABLE FOR FUTURE USE,NATIONAL CENTRE FOR SOCIAL RESEARCH(NATCEN),115412,12915.00,Student Support: HE-FE Research-Research and Development Expenditure,EC1V 0AX,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Learning and Dev - CS Skills,Economics & Markets - Digital Economy Unit,CAPITA BUSINESS SERVICES LTD,116995,15.00,SDLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Learning and Dev - CS Skills,Economics & Markets - Digital Economy Unit,CAPITA BUSINESS SERVICES LTD,116995,152.00,SDLG Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/12/2015,Learning and Dev - CS Skills,"People, Strategy and Higher Education - Higher Education",CAPITA BUSINESS SERVICES LTD,118387,4.00,PSHE Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/12/2015,Learning and Dev - CS Skills,"People, Strategy and Higher Education - Higher Education",CAPITA BUSINESS SERVICES LTD,118387,158.00,PSHE Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2015,Other IT Consultancy,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",VODAFONE LTD,118423,50252.59,FCDT Devolved Admin-Other IT Consultancy,RG14 1LA,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/12/2015,Rail Travel,Government Office for Science -  Government Office for Science,UNIVERSITY OF OXFORD,118446,8.40,Foresight: Demography and Ageing-Rail Travel,OX1 2JD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/12/2015,Rail Travel,Government Office for Science -  Government Office for Science,UNIVERSITY OF OXFORD,118446,38.40,Foresight: Demography and Ageing-Rail Travel,OX1 2JD,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/12/2015,Other Travel,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",118887,3.95,Default-Other Travel,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/12/2015,Subsistence UK,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",118887,5.00,Default-Subsistence UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/12/2015,Taxi Services UK,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",118887,25.00,Default-Taxi Services UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/12/2015,Subsistence UK,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",118887,27.90,Default-Subsistence UK,SW1H 0ET,EMPLOYEE,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2015,Learning and Dev - CS Skills,Government Office for Science -  Government Office for Science,CAPITA BUSINESS SERVICES LTD,119077,1337.00,Other Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2015,Finance & Accounting Advice,"Finance, Commercial & Digital Transformation - Finance Directoreate",CIGNA RECRUITMENT LTD,119863,1740.00,FCDT Devolved Admin-Finance & Accounting Advice,EN5 4HL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2015,Finance & Accounting Advice,"Finance, Commercial & Digital Transformation - Finance Directoreate",CIGNA RECRUITMENT LTD,119863,15420.00,FCDT Devolved Admin-Finance & Accounting Advice,EN5 4HL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2015,Interior Landscaping & Refurbishment,"People, Strategy and Higher Education - Director of Change and Corporate Effectiveness, including the BIS Secretariat",ARCADIS SOLUTIONS LTD,120026,21128.47,PSHE Devolved Admin-Interior Landscaping & Refurbishment,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/12/2015,Minor Works,"Finance, Commercial & Digital Transformation - Estates",ARCADIS SOLUTIONS LTD,120098,24772.79,FCDT Devolved Admin-Minor Works,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,120305,-42886.02,FCDT Devolved Admin-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,120305,430.90,FCDT Devolved Admin-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2015,Electricity,"Finance, Commercial & Digital Transformation - Estates",EDF ENERGY plc,120305,117936.63,FCDT Devolved Admin-Electricity,PL3 5YL,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/12/2015,Computer Consumables,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",XMA LTD,120440,560.52,FCDT Devolved Admin-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,IT Software Licences and Software Maintenance,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",TRUSTMARQUE SOLUTIONS LTD,120523,1582.20,Grant Funding Programme-IT Software Licences and Software Maintenance,YO32 9GZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,IT Software Licences and Software Maintenance,"Finance, Commercial & Digital Transformation - Information and Technology Directorate",TRUSTMARQUE SOLUTIONS LTD,120523,1625.40,Grant Funding Programme-IT Software Licences and Software Maintenance,YO32 9GZ,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/12/2015,Purchase of Intangible Software,Economics & Markets - Digital Economy Unit,NETREADY LTD,120650,12000.00,Web: Cabinet Office Funding-Purchase of Intangible Software,LE1 5TE,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/12/2015,Learning and Dev - CS Skills,Shareholder Executive - Business Portfolio,CAPITA BUSINESS SERVICES LTD,120651,1607.00,ShEx Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2015,Minor Works,"Finance, Commercial & Digital Transformation - Estates",ARCADIS SOLUTIONS LTD,120855,202662.00,FCDT Devolved Admin-Minor Works,M60 3NT,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/12/2015,Legal Services and Advice Agency,Shareholder Executive - Corporate Finance Practice,HERBERT SMITH FREEHILLS LLP,120931,19276.45,ShEx Devolved Admin-Legal Services and Advice Agency,EC2A 2EG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/12/2015,Legal Services and Advice Agency,Shareholder Executive - Corporate Finance Practice,HERBERT SMITH FREEHILLS LLP,120931,51332.35,ShEx Devolved Admin-Legal Services and Advice Agency,EC2A 2EG,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/12/2015,Maintenance,"Finance, Commercial & Digital Transformation - Estates",CHUBB FIRE & SECURITY LTD T/A CHUBB ELECTRONIC SECURITY,120945,95.20,FCDT Devolved Admin-Maintenance,BB1 2QS,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121230,4.13,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121231,4.68,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121232,4.78,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121237,6.48,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121240,8.79,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121242,9.51,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121243,10.09,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121244,11.91,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121249,49.32,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121250,62.29,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121251,64.01,"China, Hong Kong and Indonesia-Current Grants To Private Sector - NPISH",MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121252,76.63,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121253,76.63,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121255,91.75,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Air Travel,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121256,92.26,"SIN Comms, Global Gathering & BIS contribution to SIN-Air Travel",MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Air Travel,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121257,98.19,"SIN Comms, Global Gathering & BIS contribution to SIN-Air Travel",MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121258,131.96,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121259,131.96,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121260,154.34,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121261,154.34,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121262,166.11,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121263,194.28,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121265,276.66,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121267,278.98,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121268,313.59,NEWTON FUND - India-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121270,329.92,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121271,387.45,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Air Travel,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121273,505.35,"SIN Comms, Global Gathering & BIS contribution to SIN-Air Travel",MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121274,548.92,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121275,714.26,NEWTON FUND - India-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121276,739.73,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121278,1034.09,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Air Travel,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121281,1095.47,"SIN Comms, Global Gathering & BIS contribution to SIN-Air Travel",MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121282,1100.72,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121283,1363.58,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121285,1481.03,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121286,1503.25,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121287,1557.14,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Air Travel,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121288,1566.65,"SIN Comms, Global Gathering & BIS contribution to SIN-Air Travel",MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2015,Air Travel,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121289,1588.51,"SIN Comms, Global Gathering & BIS contribution to SIN-Air Travel",MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121290,3710.79,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121291,4114.19,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121292,-1034.65,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121294,-154.34,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/12/2015,Current Grants To Private Sector - NPISH,Business and Science - International Knowledge and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),121295,-131.96,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
