Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,28/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,409492,Equipment support non-project costs,"£72,299,558.40"
Ministry of Defence,Ministry of Defence,06/11/2014,Energy conservation and environmental charges.,DEFENCE INFRASTRUCTURE ORGANISATION,ENERGY EFFICIENCY SCHEME,SW1A 2AW,399291,Consumption of CRC energy efficiency scheme allowances,"£16,082,208.00"
Ministry of Defence,Ministry of Defence,26/11/2014,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,408254,Fees for professional services excluding legal fees,"£12,686,763.86"
Ministry Of Defence,Ministry Of Defence,19/11/2014,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,EMP11410,Monthly GPC Payment,"£12,394,709.38"
Ministry Of Defence,Ministry Of Defence,21/11/2014,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,EMP11411,Monthly GPC Payment,"£10,604,830.25"
Ministry of Defence,Ministry of Defence,21/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,405702,Estate core services charge,"£9,190,975.48"
Ministry of Defence,Ministry of Defence,14/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,402868,Estate core services charge,"£9,123,023.22"
Ministry of Defence,Ministry of Defence,21/11/2014,Grants in aid,HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,5000121184,Pay costs grant in aid to the Commonwealth War Graves commission,"£8,425,196.85"
Ministry of Defence,Ministry of Defence,10/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,400975,Property non dwellings private finance initiative - service concession arrangement service charge,"£7,853,205.92"
Ministry of Defence,Ministry of Defence,13/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,402198,Estate core services charge,"£7,139,512.87"
Ministry of Defence,Ministry of Defence,20/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LEND LEASE CONSTRUCTION (EMEA) LIMITED,B91 3TA,405150,Fiscal asset under construction - capital in year addition,"£6,782,665.33"
Ministry of Defence,Ministry of Defence,10/11/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,400843,Utilities consumed - electricity,"£6,237,695.67"
Ministry of Defence,Ministry of Defence,18/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,404214,Property dwellings private finance initiative - service concession arrangement service charge,"£6,221,643.46"
Ministry of Defence,Ministry of Defence,18/11/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,403966,Utilities consumed - gas,"£5,654,502.90"
Ministry of Defence,Ministry of Defence,21/11/2014,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,405696,Fees for professional services excluding legal fees,"£5,578,351.16"
Ministry of Defence,Ministry of Defence,12/11/2014,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,401841,Estate + facilities management services - accommodation inventory + service,"£5,398,337.13"
Ministry of Defence,Ministry of Defence,05/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LOVELL PARTNERSHIPS LIMITED,ST16 3AS,398818,Fiscal asset under construction - capital in year addition,"£4,999,272.00"
Ministry of Defence,Ministry of Defence,04/11/2014,Administration,HO+CS,THE SIR OSWALD STOLL FOUNDATION,SW6 1DT,398541,General administration,"£4,500,000.00"
Ministry of Defence,Ministry of Defence,27/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,408791,Fiscal asset under construction - capital in year addition,"£4,116,474.24"
Ministry of Defence,Ministry of Defence,12/11/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,DEFENCE SUPPORT (ST ATHAN) LIMITED,WC2B 6AN,401771,Rent buildings - non civil estate property and married quarter property,"£4,083,222.00"
Ministry of Defence,Ministry of Defence,05/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,398798,Property non dwellings private finance initiative - service concession arrangement service charge,"£4,021,181.81"
Ministry of Defence,Ministry of Defence,17/11/2014,Design services and minor equipment purchases,HO+CS,CROWN COMMERCIAL SERVICE,L3 9PP,403377,Equipment support project costs,"£3,900,000.00"
Ministry of Defence,Ministry of Defence,06/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,399141,Equipment support non-project costs,"£3,873,072.00"
Ministry of Defence,Ministry of Defence,26/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,408109,Equipment support non-project costs,"£3,873,072.00"
Ministry of Defence,Ministry of Defence,07/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,400061,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,823,905.00"
Ministry of Defence,Ministry of Defence,13/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,402198,Works - estate management,"£3,793,418.63"
Ministry of Defence,Ministry of Defence,18/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,403933,Estate core services charge,"£3,789,302.00"
Ministry of Defence,Ministry of Defence,07/11/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,399795,Utilities consumed - electricity,"£3,768,182.14"
Ministry of Defence,Ministry of Defence,24/11/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,407170,Single use military equipment asset under construction - capital in year addition,"£3,643,446.00"
Ministry of Defence,Ministry of Defence,26/11/2014,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,408114,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,643,340.75"
Ministry of Defence,Ministry of Defence,20/11/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,404966,Fiscal asset under construction - capital in year addition,"£3,502,209.30"
Ministry of Defence,Ministry of Defence,28/11/2014,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,409567,Fees for professional services excluding legal fees,"£3,453,128.25"
Ministry of Defence,Ministry of Defence,25/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,407993,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,020,695.57"
Ministry of Defence,Ministry of Defence,28/11/2014,Administration,Land Forces,NATIONAL ARMY MUSEUM,SW3 4HT,409758,General administration,"£3,000,000.00"
Ministry of Defence,Ministry of Defence,10/11/2014,"Adminstration, claims, compensation and awards",HO+CS,HELP FOR HEROES,SP5 3RB,400907,Cost of claims/compensation and related expenses against MOD,"£3,000,000.00"
Ministry of Defence,Ministry of Defence,26/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,408207,Fiscal asset under construction - capital in year addition,"£2,934,891.00"
Ministry of Defence,Ministry of Defence,07/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,399610,Equipment support non-project costs,"£2,890,117.00"
Ministry of Defence,Ministry of Defence,24/11/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,407168,Single use military equipment asset under construction - capital in year addition,"£2,848,467.96"
Ministry of Defence,Ministry of Defence,26/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,408206,Estate core services charge,"£2,811,751.36"
Ministry of Defence,Ministry of Defence,12/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,401769,Fiscal asset under construction - capital in year addition,"£2,795,690.33"
Ministry of Defence,Ministry of Defence,24/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,407168,Equipment support non-project costs,"£2,743,485.40"
Ministry of Defence,Ministry of Defence,13/11/2014,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,402274,Grant in aid to the council of reserve forces and cadet associations,"£2,640,825.50"
Ministry of Defence,Ministry of Defence,06/11/2014,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,399263,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,527,869.65"
Ministry of Defence,Ministry of Defence,21/11/2014,Grants to NDPBs,HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,405719,Grant in aid commonwealth war graves commission,"£2,524,861.00"
Ministry of Defence,Ministry of Defence,24/11/2014,Spend on Inventory - General,Defence Equipment + Support,RHEINMETALL SOLDIER ELECTRONICS GMBH,,3000011236,Spend on Inventory - General,"£2,462,373.00"
Ministry of Defence,Ministry of Defence,24/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LOVELL PARTNERSHIPS LIMITED,ST16 3AS,407341,Fiscal asset under construction - capital in year addition,"£2,390,616.00"
Ministry of Defence,Ministry of Defence,24/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,407204,Estate core services charge,"£2,350,396.70"
Ministry of Defence,Ministry of Defence,07/11/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,2000023455,Fiscal asset under construction - capital in year addition,"£2,339,517.38"
Ministry of Defence,Ministry of Defence,12/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,5000120710,Estate core services charge,"£2,237,720.36"
Ministry of Defence,Ministry of Defence,28/11/2014,Development costs for military equipment,Defence Equipment + Support,ATKINS LIMITED,WR5 1WS,409470,Intangible single use military equipment asset  - in year capital addition,"£2,224,969.20"
Ministry of Defence,Ministry of Defence,21/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,406095,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,197,752.80"
Ministry of Defence,Ministry of Defence,17/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,403368,Estate + facilities management services - accommodation inventory + service,"£2,057,839.57"
Ministry of Defence,Ministry of Defence,11/11/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,401216,Fees for professional services excluding legal fees,"£2,054,351.77"
Ministry of Defence,Ministry of Defence,17/11/2014,Fees for professional services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,403734,Fees for professional services excluding legal fees,"£1,948,999.00"
Ministry of Defence,Ministry of Defence,14/11/2014,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,402776,Transport fighting equipment operating lease,"£1,932,844.92"
Ministry of Defence,Ministry of Defence,12/11/2014,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,401680,Transport fighting equipment operating lease,"£1,931,541.48"
Ministry of Defence,Ministry of Defence,12/11/2014,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,401841,Fiscal asset under construction - capital in year addition,"£1,899,595.54"
Ministry of Defence,Ministry of Defence,28/11/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,409468,Fees for professional services excluding legal fees,"£1,877,984.00"
Ministry of Defence,Ministry of Defence,04/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,398286,Fiscal private finance initiative asset under construction - capital in year addition,"£1,867,981.10"
Ministry of Defence,Ministry of Defence,11/11/2014,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,401548,Fees for professional services excluding legal fees,"£1,863,408.42"
Ministry of Defence,Ministry of Defence,28/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,409684,Estate + facilities management services - accommodation inventory + service,"£1,860,050.01"
Ministry of Defence,Ministry of Defence,26/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,408138,Fiscal private finance initiative asset under construction - capital in year addition,"£1,751,232.28"
Ministry of Defence,Ministry of Defence,06/11/2014,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,399267,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,732,892.84"
Ministry of Defence,Ministry of Defence,24/11/2014,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,407155,External military training ,"£1,701,895.42"
Ministry of Defence,Ministry of Defence,18/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,403889,Fiscal asset under construction - capital in year addition,"£1,694,535.71"
Ministry of Defence,Ministry of Defence,13/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,402280,Fiscal asset under construction - capital in year addition,"£1,681,366.38"
Ministry of Defence,Defence Science and Technology Laboratory,21/11/2014,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000162292 - 00195385,Facility Management Costs,"£1,674,290.65"
Ministry of Defence,Ministry of Defence,06/11/2014,Grants to NDPBs,Land Forces,THE GURKHA WELFARE TRUST,SP2 2EX,399545,Operating costs grant in aid to the Gurkha welfare scheme,"£1,650,000.00"
Ministry of Defence,Ministry of Defence,06/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,399258,Fiscal asset under construction - capital in year addition,"£1,617,864.47"
Ministry of Defence,Defence Science and Technology Laboratory,07/11/2014,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000162008 - 00194968,IT Hardware,"£1,607,745.31"
Ministry of Defence,Ministry of Defence,17/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000120964,Works - estate management,"£1,592,460.95"
Ministry of Defence,Ministry of Defence,10/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,400863,Property dwellings private finance initiative - service concession arrangement service charge,"£1,516,294.50"
Ministry of Defence,Ministry of Defence,21/11/2014,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,405646,External military training ,"£1,496,055.13"
Ministry of Defence,Ministry of Defence,21/11/2014,Fees for professional services,HO+CS,CABINET OFFICE,CF14 3UW,2.00E+11,Fees for professional services excluding legal fees,"£1,480,063.00"
Ministry of Defence,Ministry of Defence,05/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,398786,Estate + facilities management services - accommodation inventory + service,"£1,470,131.53"
Ministry of Defence,Ministry of Defence,14/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,402868,Fiscal asset under construction - capital in year addition,"£1,426,685.41"
Ministry of Defence,Ministry of Defence,05/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,KPMG LLP,WD17 1DE,398803,Equipment support non-project costs,"£1,395,662.00"
Ministry of Defence,Ministry of Defence,11/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,401417,Works - estate management,"£1,329,601.25"
Ministry of Defence,Ministry of Defence,06/11/2014,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,399258,Grants to reserve forces and cadet associations,"£1,328,367.00"
Ministry of Defence,Ministry of Defence,21/11/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,405701,Fees for professional services excluding legal fees,"£1,311,442.80"
Ministry of Defence,Ministry of Defence,11/11/2014,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,401548,Equipment support non-project costs,"£1,222,418.30"
Ministry of Defence,Ministry of Defence,18/11/2014,IT and communication services,JFC,SERCO LIMITED,RG27 9UY,404236,Computer equipment costing below the capitalisation threshold,"£1,197,059.26"
Ministry of Defence,Ministry of Defence,21/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,FES LTD,FK7 8HW,405782,Fiscal asset under construction - capital in year addition,"£1,179,815.03"
Ministry of Defence,Ministry of Defence,14/11/2014,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,402785,Intangible single use military equipment asset  - in year capital addition,"£1,174,576.00"
Ministry of Defence,Ministry of Defence,27/11/2014,Rental of plant and machinery,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,408763,Plant + machinery private finance initiative - service concession arrangements service charge,"£1,163,589.60"
Ministry of Defence,Ministry of Defence,18/11/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,404001,Utilities consumed - electricity,"£1,155,641.01"
Ministry of Defence,Ministry of Defence,11/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,401262,Fiscal asset under construction - capital in year addition,"£1,135,947.46"
Ministry of Defence,Ministry of Defence,13/11/2014,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,BP OIL INTERNATIONAL LIMITED,E14 5NJ,2000023505,Raw materials and consumable aviation fuel inventory purchased,"£1,132,434.22"
Ministry of Defence,Ministry of Defence,05/11/2014,Fees for professional services,Land Forces,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,398615,Fees for professional services excluding legal fees,"£1,132,000.00"
Ministry of Defence,Ministry of Defence,24/11/2014,Spend on Inventory - General,Defence Equipment + Support,SEYNTEX NV,CH61 1BE,407512,Spend on Inventory - General,"£1,109,528.55"
Ministry of Defence,Ministry of Defence,20/11/2014,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,405194,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,080,852.11"
Ministry of Defence,Ministry of Defence,07/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,400133,Works - estate management,"£1,067,244.31"
Ministry of Defence,Ministry of Defence,14/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,402791,Equipment support non-project costs,"£1,017,890.00"
Ministry of Defence,Ministry of Defence,27/11/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,408784,Fees for professional services excluding legal fees,"£1,004,620.00"
Ministry of Defence,Ministry of Defence,06/11/2014,Administration,Land Forces,NATIONAL ARMY MUSEUM,SW3 4HT,399396,General administration,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,10/11/2014,"Adminstration, claims, compensation and awards",HO+CS,THE ROYAL BRITISH LEGION,SW1 1AA,401141,Cost of claims/compensation and related expenses against MOD,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,17/11/2014,"Adminstration, claims, compensation and awards",HO+CS,THE COMBINED CADET FORCE ASSOCIATION,EC2A 4DW,403772,Cost of claims/compensation and related expenses against MOD,"£1,000,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,28/11/2014,Sub Contracted Research,Programme Delivery Directorate,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000162386 - 00193445,Sub Contracted Research,"£991,476.76"
Ministry of Defence,Ministry of Defence,06/11/2014,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,399474,Operating costs grant in aid to the Royal Hospital Chelsea,"£972,250.00"
Ministry of Defence,Ministry of Defence,24/11/2014,Fees for professional services,JFC,CRANFIELD UNIVERSITY,MK43 0AL,407228,Fees for professional services excluding legal fees,"£928,244.50"
Ministry of Defence,Ministry of Defence,18/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,PRIDE (SERP) LTD,GU11 2ER,404185,Fiscal asset under construction - capital in year addition,"£919,294.80"
Ministry of Defence,Ministry of Defence,19/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,404537,Works - estate management,"£916,094.02"
Ministry of Defence,Ministry of Defence,04/11/2014,Fees for professional services,JFC,CRANFIELD UNIVERSITY,MK43 0AL,398339,Fees for professional services excluding legal fees,"£900,591.50"
Ministry of Defence,Defence Science and Technology Laboratory,07/11/2014,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000162008 - 00194972,IS Support Service,"£898,427.98"
Ministry of Defence,Ministry of Defence,06/11/2014,Fees for professional services,HO+CS,SERCO LIMITED,RG27 9UY,399494,Fees for professional services excluding legal fees,"£892,179.71"
Ministry of Defence,Ministry of Defence,13/11/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,402188,Property dwellings private finance initiative - service concession arrangement service charge,"£882,416.37"
Ministry of Defence,Ministry of Defence,25/11/2014,Purchase of buildings - Dwellings,DEFENCE INFRASTRUCTURE ORGANISATION,DAVITT JONES BOULD LTD,TA1 4EB,407719,Property building dwellings asset - in year capital addition,"£872,249.00"
Ministry of Defence,Ministry of Defence,28/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,409534,Fiscal asset under construction - capital in year addition,"£865,507.15"
Ministry of Defence,Ministry of Defence,24/11/2014,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,407474,Cost of food purchases,"£856,352.00"
Ministry of Defence,Ministry of Defence,05/11/2014,Development costs for military equipment,Defence Equipment + Support,NORTHROP GRUMMAN INTERNATIONAL TRADING INC,,2000023441,Intangible single use military equipment asset  - in year capital addition,"£850,380.12"
Ministry of Defence,Ministry of Defence,28/11/2014,Design services and minor equipment purchases,Land Forces,SAAB AB,,3000011268,Equipment support non-project costs,"£840,000.00"
Ministry of Defence,Ministry of Defence,10/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,400732,Equipment support non-project costs,"£835,675.37"
Ministry of Defence,Ministry of Defence,19/11/2014,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,404379,Research and development at the pre main gate stage of a project,"£827,500.00"
Ministry of Defence,Ministry of Defence,13/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,VECTOR AEROSPACE ENGINE SERVICES UK LTD,CR9 4LE,402722,Equipment support non-project costs,"£823,627.89"
Ministry Of Defence,British Defence Staff - United States,16-Sep-14,SUME AVC CAPITAL ADD IN YEAR,UKDPO-D-01913,DRS TECHNOLOGIES,,377745,"UKDPO-D-01913
HANDHELD LASER MARKER","£820,847.05"
Ministry of Defence,Ministry of Defence,26/11/2014,Grants to NDPBs,Land Forces,DYRMS - AN ACADEMY WITH MILITARY TRADITIONS,CT15 5EQ,408283,Grant in aid to Duke of York's royal military school academy trust,"£812,386.68"
Ministry of Defence,Ministry of Defence,21/11/2014,Spend on Inventory - General,Defence Equipment + Support,NATO SUPPORT AGENCY (NSPA),,5000121196,Spend on Inventory - General,"£809,658.41"
Ministry of Defence,Ministry of Defence,12/11/2014,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,402000,Cost of food purchases,"£776,411.66"
Ministry of Defence,Ministry of Defence,13/11/2014,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,402286,Freight movement costs,"£774,821.50"
Ministry of Defence,Ministry of Defence,07/11/2014,Fees for professional services,Defence Equipment + Support,HARMONIC LTD,TA19 9DQ,399831,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£770,476.00"
Ministry of Defence,Ministry of Defence,20/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,404960,Fiscal asset under construction - capital in year addition,"£770,449.20"
Ministry of Defence,Ministry of Defence,10/11/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,401108,Estate + facilities management services - accommodation inventory + service,"£770,096.02"
Ministry of Defence,Ministry of Defence,20/11/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,404906,Fiscal asset under construction - capital in year addition,"£765,528.59"
Ministry of Defence,Ministry of Defence,27/11/2014,Design services and minor equipment purchases,Defence Equipment + Support,NATO SUPPORT AGENCY (NSPA),,5000121361,Equipment support non-project costs,"£763,828.74"
Ministry of Defence,Defence Science and Technology Laboratory,14/11/2014,Sub Contracted Work,Programme Delivery Directorate,QINETIQ LIMITED,,V - 9000162171 - 00195168,Sub Contracted Work,"£763,646.92"
Ministry of Defence,Ministry of Defence,10/11/2014,Fees for professional services,Land Forces,ENGINE PARTNERS UK LLP,W1W 7RT,400849,Fees for professional services excluding legal fees,"£758,804.92"
Ministry of Defence,Ministry of Defence,25/11/2014,"Purchase of major spares armaments, medical & general stores",Defence Equipment + Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,408068,Capital spares engineering and technical inventory single use military equip capital in year addition,"£751,249.84"
Ministry of Defence,Ministry of Defence,20/11/2014,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WILTSHIRE COUNCIL,BA14 4DS,405583,Rent buildings - non civil estate property and married quarter property,"£744,606.54"
Ministry of Defence,Ministry of Defence,14/11/2014,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,402935,Cost of food services,"£737,604.87"
