Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,25/09/2014,Other Current Payments (Evidence RandD) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-545594-49937,"98,370",Development of an oral Bacillus Calmette-Guerin (BCG) vaccine for badgers - regulatory component - 2013-14,KT15 3NB,SME,IGS,0,Expense,
DEFRA,DEFRA,25/09/2014,Other Current Payments (Evidence RandD) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-545619-49933,"56,575",Control measures for Salmonella on pig farms and their effect on endemic disease and productivity - 2014-15,KT15 3NB,SME,DFP,0,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000047767,"808,014",Laboratory Surveillance Exotics - April-June 2014,YO1 7PX,SME,Funding,0,Expense,
DEFRA,DEFRA,16/09/2014,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Ashurst LLP,374191,"218,607",Provision of commercial legal advice in respect of the Thames Tideway Tunnel project - 26 July-29 August 2014,EC2A 2HA,,20238,0,Expense,
DEFRA,DEFRA,18/09/2014,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584164821,"88,279",Cloud ASC (Accredited Secure Cloud) IT services - June 2014,WV10 6UH,,cap124,CAPDFA08,Expense,
DEFRA,DEFRA,18/09/2014,IT Software,Chief Operating Officer DG,Atos IT Services UK Ltd,5584164822,"43,854",Enhanced onboarding to cloud platform - June 2014,WV10 6UH,,cap124,CAPDFA08,Expense,
DEFRA,DEFRA,22/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",B B S R C,BBSR12034,"125,000",Defra Co-funded Research Projects on Chalara Ash Dieback - Quarter 1 2014,SN2 1UH,,TH0135,0,Expense,
DEFRA,DEFRA,12/09/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Broadstock Office Furniture Ltd,OPI095774,"30,888","Three Meeting Pods for Lateral House, Leeds
",SK11 0TA,SME,21332,B816P001,Asset,
DEFRA,DEFRA,26/09/2014,Evidence Non RandD,Policy Delivery DG,Bureau Veritas UK Ltd,14015165,"229,939",Central Management and Control Unit (CMCU) Automatic Urban and Rural Network - September 2014,SE1 2TX,,AQ0631,AQNONRDX,Expense,
DEFRA,DEFRA,12/09/2014,Evidence Non RandD,Policy Delivery DG,Bureau Veritas UK Ltd,14013473,"27,209",Local Air Quality Management services  - April-June 2014,SE1 2TX,,AQ0926,AQNONRDX,Expense,
DEFRA,DEFRA,12/09/2014,Evidence Non RandD,Policy Delivery DG,Bureau Veritas UK Ltd,14014120,"147,187",Central Management and Control Unit (CMCU) of the Automatic Urban and Rural Network - August 2014,SE1 2TX,,AQ0631,AQNONRDX,Expense,
DEFRA,DEFRA,30/09/2014,Evidence Non RandD,"Strategy, International and Biosecurity DG",C E F A S,8004121,"247,431",Aquatic Health - September 2014,NR33 0HT,SME,DFP FUNDING,0,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,C E F A S,8003866,"46,571",Enhancing Knowledge of Norovirus Behaviour in the Marine environment to enable better risk management in molluscan shellfisheries - 2013-14,NR33 0HT,SME,WT1529,0,Expense,
DEFRA,DEFRA,16/09/2014,Evidence Non RandD,Policy Delivery DG,C E F A S,8004119,"1,750,139",Response of ecosystems and fisheries to management in a changing environment - September 2014,NR33 0HT,SME,DFP,0,Expense,
DEFRA,DEFRA,16/09/2014,Other Current Payments (Evidence RandD) (Agency),"Strategy, International and Biosecurity DG",C E F A S,8004120,"61,645",Aquatics evidence - September 2014,NR33 0HT,SME,DFP,0,Expense,
DEFRA,DEFRA,16/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,C E F A S,8004115,"37,359",Placing Ocean Acidification in a wider Fisheries Context (PLACID) - 2014-15 Quarter 2 ,NR33 0HT,SME,IGS,0,Expense,
DEFRA,DEFRA,16/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,C E F A S,8004129,"26,324",UK /Japan Research Endocrine Disruptors in the Aquatic Environment - 2014-15 Quarter2,NR33 0HT,SME,CB0436,0,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments E,Policy Delivery DG,Cabi Bioscience (Egham),SI5948,"74,750","Biocontrol of floating pennywort, crassula and himalayan balsam - 2014-15",TW20 9TY,SME,exempt,INNWFDXX,Expense,
DEFRA,DEFRA,30/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10010223,"32,148",Various interim staff engaged across Defra - week ending 17 September 2014,SL6 1DP,,,0,Expense,
DEFRA,DEFRA,04/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10008229,"34,224",Various interim staff engaged across Defra - week ending 28 August 2014,SL6 1DP,,,0,Expense,
DEFRA,DEFRA,10/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10008851,"30,928",Various interim staff engaged across Defra - week ending 4 September 2014,SL6 1DP,,,0,Expense,
DEFRA,DEFRA,18/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10009394,"61,073",Various interim staff engaged across Defra - week ending 10 September 2014,SL6 1DP,,,0,Expense,
DEFRA,DEFRA,08/09/2014,Business Rates,Chief Operating Officer DG,Capita Property and Infrastructure Ltd,CAPFR031,"43,671","Payment of rent, rates and service charges for various properties within the Defra Network - August 2013-October 2014",EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,15/09/2014,Business Rates,Chief Operating Officer DG,Capita Property and Infrastructure Ltd,CAPFR032,"35,176","Payment of rent, rates and service charges for various properties within the Defra Network - 1 August 2013-24 December 2014",EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,22/09/2014,Business Rates,Chief Operating Officer DG,Capita Property and Infrastructure Ltd,CAPFR033,"5,626,142","Payment of rent, rates and service charges for various properties within the Defra Network - April 2014-March 2015",EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,29/09/2014,Business Rates,Chief Operating Officer DG,Capita Property and Infrastructure Ltd,CAPFR035,"46,201","Payment of rent, rates and service charges for various properties within the Defra Network - 25 March-31 December 2014",EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,02/09/2014,Business Rates,Chief Operating Officer DG,Capita Property and Infrastructure Ltd,CAPFR025,"334,218","Payment of rent, rates and service charges for various properties within the Defra Network - April-August 2014",EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,01/09/2014,Business Rates,Chief Operating Officer DG,Capita Property and Infrastructure Ltd,CAPFR030,"1,597,417","Payment of rent, rates and service charges for various properties within the Defra Network - 7 February 2014-31 March 2015",EC2V 7NQ,,,0,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Centre For Ecology and Hydrology,7060006828,"31,090",Capturing cropland and grassland management impacts on soil carbon in the UK - 2014-15,OX10 8BB,SME,SP1113,0,Expense,
DEFRA,DEFRA,25/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Centre For Ecology and Hydrology,ERS-545416-49841,"185,704",Lowland peatland systems in England and Wales - evaluating greenhouse gas fluxes and carbon balances - 2014-15,SN2 1EU,SME,exempt,0,Expense,
DEFRA,DEFRA,22/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Centre For Ecology and Hydrology,7060006752,"82,789",Developing a field tool kit for ecological targeting of agricultural diffuse pollution mitigation measures - 2013-14,OX10 8BB,SME,Exempt,0,Expense,
DEFRA,DEFRA,22/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Centre For Ecology and Hydrology,7060006753,"33,190",Developing a field tool kit for ecological targeting of agricultural diffuse pollution mitigation measures - 2014-15,OX10 8BB,SME,Exempt,SFFS0004,Expense,
DEFRA,DEFRA,26/09/2014,Gas,Chief Operating Officer DG,Corona Energy,9543708,"40,486","Gas bill - Food and Environment Research Agency, Sand Hutton, York - 1 August-1 September 2014",WD17 1JW,,,B2810000,Expense,
DEFRA,DEFRA,30/09/2014,Gas,Chief Operating Officer DG,Corona Energy,9543724,"76,724","Gas bill - Animal Health and Veterinary Laboratory Agency, Weybridge - 1 August-1 September 2014",WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,26/09/2014,Gas,Chief Operating Officer DG,Corona Energy,9543666,"30,610","Gas bill - Animal Health and Veterinary Laboratory Agency, Weybridge - 1 August-1 September 2014",WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA,24/09/2014,Current Grants E,Policy Delivery DG,Cotswolds Conservation Board,170614,"106,400",Area of Outstanding Natural Beauty Grant - 2014-15 Quarter 3,GL54 3JH,SME,GIA,COTSWOLD,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Creative Choice CIC,1852,"48,000","Content designers to make Defra and its agencies’ guidance simple, quick and clear as part of Defra’s Smarter Guidance project - September 2014",KT1 2SZ,SME,17825,BREXPERT,Expense,
DEFRA,DEFRA,26/09/2014,Payments to Agencies GB,"Strategy, International and Biosecurity DG",D L O Holding/Prionics AG,38562,"188,707","A shipment of Tuberculin used in Tuberculosis testing delivered to Animal Health and Veterinary Laboratories Agency, Weybridge - September 2014",8952,,,TUBP0468,Expense,
DEFRA,DEFRA,04/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Deloitte and Touche,2410080639,"109,490",Deloitte secondment for specialist support with business analysis and implementation planning to the Common Agricultural Policy Delivery - Charges for three members of staff - July 2014,MK9 1FD,,CAP219,CAPDTA00,Expense,
DEFRA,DEFRA,02/09/2014,Consultancy Non-Scheme,Chief Operating Officer DG,Deloitte and Touche,1111081896,"42,736",Dissallowance review conducted by adopting a methodology that uses stakeholder interviews and workshops ,MK9 1FD,,CAP215,CAPDFA03,Expense,
DEFRA,DEFRA,16/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",Department Of Energy and Climate Change,1100017949,"1,025,000",Met Office Hadley Centre Climate Programme - July-September 2014,SW1A 2HD,SME,IGS,RESCOORD,Expense,
DEFRA,DEFRA,18/09/2014,Fuel and Utility Other,Chief Operating Officer DG,Department Of Energy and Climate Change,150914,"456,216",Defra's annual payment to the Carbon Reduction Commitment (CRC) Energy  Efficiency Scheme 2013-14,SW1A 2AW,SME,,0,Expense,
DEFRA,DEFRA,02/09/2014,Other Current Payments (GB),Policy Delivery DG,Dept For Communities and Local Gov,20914,"250,000",London Support Grant Services - September 2014,HP2 4XN,,Funding,0,Expense,
DEFRA,DEFRA,08/09/2014,Current Grants - Local Authorities,Chief Operating Officer DG,Dept For Communities and Local Gov,2.09E+13,"1,250,000",Local Services Support Grant - September 2014,HP2 4XN,,Grant,0,Expense,
DEFRA,DEFRA,16/09/2014,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities and Local Gov,2201415,"20,538,475",Waste Infrastructure Grant - 2014-15 Quarter 2,HP2 4XN,,IGS GRANT,0,Expense,
DEFRA,DEFRA,26/09/2014,Electricity,Chief Operating Officer DG,E D F Energy,1010914,"506,211",Payment of Electricity for various properties within the Defra Network - August 2014,PL3 5XQ,,,B0790000,Expense,
DEFRA,DEFRA,08/09/2014,Electricity,Chief Operating Officer DG,E D F Energy,180,"-43,355","Electricity bill - Food and Environment Research Agency, Sand Hutton, York - July 2014",PL3 5XQ,,,B0870000,Expense,
DEFRA,DEFRA,08/09/2014,Electricity,Chief Operating Officer DG,E D F Energy,181260814,"43,470","Electricity bill - Food and Environment Research Agency, Sand Hutton, York - July 2014",PL3 5XQ,,,B0870000,Expense,
DEFRA,DEFRA,30/09/2014,Outward Secondment - Salary,Policy Delivery DG,Environment Agency,1167955,"36,000",Funding for a member of staff on secondment - 2014-15,BS1 5AH,,DFP FUNDING,0,Expense,
DEFRA,DEFRA,02/09/2014,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIASEPT14,"75,000,000",Grant in Aid - September 2014,BS1 5AH,,DFP,0,Expense,
DEFRA,DEFRA,02/09/2014,Application Services/Applications Delivery,Chief Operating Officer DG,Environment Agency,1163206,"55,761",Recompense to the Environment Agency for the expenditure for the Wide Area Network (WAN) Interconnect Service for Worthing and Wallingford sites,PE2 5ZR,,DFP,P12ER020,Expense,
DEFRA,DEFRA,02/09/2014,Current Grants E,"Strategy, International and Biosecurity DG",Fauna and Flora International,4.08E+11,"25,822",Underpinning the design and management of Cambodia's first Marine Protected Area - July-September 2014,CB1 2JD,SME,exempt,DARWINXX,Expense,
DEFRA,DEFRA,08/09/2014,Other Current Payments E,Policy Delivery DG,Food and Environment Research Agency,F0038597,"79,538",Agreed work under the Government Decontamination Service Service Level Agreement pay costs - July 2014,YO41 1LZ,,DFP,0,Expense,
DEFRA,DEFRA,08/09/2014,Other Current Payments E,Policy Delivery DG,Food and Environment Research Agency,F0038598,"39,163",Agreed work under the Government Decontamination Service Service Level Agreement - non pay costs - July 2014,YO41 1LZ,,DFP,0,Expense,
DEFRA,DEFRA,08/09/2014,Evidence Non RandD,"Strategy, International and Biosecurity DG",Food Standards Agency,1702693,"32,234",Sheep sampling payments - Quarter 1,YO1 2YX,,IGS,TSE002SH,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Food Standards Agency,1702753,"35,657",By-product staining work - August 2014,YO1 2YX,,DFP,ABPO0001,Expense,
DEFRA,DEFRA,22/09/2014,Other Current Payments UK,Policy Delivery DG,Gangmasters Licensing Authority,10547,"235,170",Grant in aid - September 2014,NG8 9AF,,Funding,GLA00002,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA005,"94,500",Aerial Photography - September 2014,RG27 8NW,SME,20041,AERPHOTO,Expense,
DEFRA,DEFRA,22/09/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005463,"239,360",Software for the Finance / Human Resource Implementation -Consultancy on Milestone Construction,SE1 2AP,SME,CAP080,CAPDFA03,Asset,
DEFRA,DEFRA,08/09/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005462,"495,516",Software for the Finance / Human Resource Implementation - Consultancy on Milestones for Gold Build  Service,SE1 2AP,SME,CAP080,CAPDFA03,Expense,
DEFRA,DEFRA,22/09/2014,IT Software,Chief Operating Officer DG,Hitachi Consulting,2260005362,"257,741",Software for the Finance / Human Resource Implementation - Consultancy on Milestones,SE1 2AP,SME,CAP080,CAPDFA03,Asset,
DEFRA,DEFRA,30/09/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5909140058,"-407,842",IT Services refund - June 2014 ,GU1 2LD,SME,,0,Expense,
DEFRA,DEFRA,30/09/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5809140185,"6,157,722",IT Base Services - September 2014,GU1 2LD,SME,10040,0,Expense,
DEFRA,DEFRA,30/09/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5809140761,"37,789",Volumetric adjustments for the actual number of users - June 2014 ,GU1 2LD,SME,10040,0,Expense,
DEFRA,DEFRA,30/09/2014,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5809140874,"200,206",Project to deal with the Migration from Government secure Internet to Public Services Network - September 2014,GU1 2LD,SME,10040,PTRS0200,Expense,
DEFRA,DEFRA,16/09/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5809140254,"32,364",Office Move - Closure of Rural Payments Agency and Natural England Northallerton Office - time and materials - 29 November-27 December 2013,GU1 2LD,SME,10040,B516P005,Asset,
DEFRA,DEFRA,30/09/2014,Application Hosting 2 - Business Applications,Chief Operating Officer DG,IBM United Kingdom Ltd,5909140071,"-97,661",Credit for IT Services - storage charges true-up,GU1 2LD,SME,,QHO2S200,Expense,
DEFRA,DEFRA,18/09/2014,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5809140400,"113,082",Volumetric adjustments for the actual number of users - May 2014 ,GU1 2LD,SME,10040,0,Expense,
DEFRA,DEFRA,18/09/2014,Application Services/Applications Development,Chief Operating Officer DG,IBM United Kingdom Ltd,5809140502,"46,132",IT Project which is integrating two software applications in order to streamline processes and reduce long-term costs,GU1 2LD,SME,,PTRS1300,Expense,
DEFRA,DEFRA,30/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Indigo Blue Consulting Ltd,1407068,"25,380",Agile software Technical architect - May 2014,SW1Y 6JP,SME,,CAPDTA00,Expense,
DEFRA,DEFRA,10/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Institute Of Occupational Medicine,SLINV100002319,"82,570",Regulatory Testng of Nano Materials (NanoReg) Project Exposure work to be conducted in support of the NanoReg project - 4th Instalment,EH14 4AP,SME,17856,0,Expense,
DEFRA,DEFRA,08/09/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037151,"59,409",Estates maintenance projects over multiple site - August 2014,BS32 4NH,,10195L,B0820000,Expense,
DEFRA,DEFRA,12/09/2014,Estates - Site Preparation and Demolition,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00036013,"120,632",New Modular Plant room at Weybridge site due to steam and electrical diversions to retain the old plant room,BS32 4NH,,10195L,B087P088,Expense,
DEFRA,DEFRA,26/09/2014,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037505,"77,704",Consumables provided to various sites as part of the Facilities Management contract - July 2014,BS32 4NH,,10226,0,Expense,
DEFRA,DEFRA,30/09/2014,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037506,"58,632",Consumables provided to various sites as part of the Facilities Management contract - July 2014,BS32 4NH,,10226,0,Expense,
DEFRA,DEFRA,08/09/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037150,"43,221",Estates maintenance projects over multiple sites - August 2014,BS32 4NH,,10195L,B0870000,Expense,
DEFRA,DEFRA,08/09/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037149,"51,880",Estates maintenance projects over multiple sites - August 2014,BS32 4NH,,10195L,B0790000,Expense,
DEFRA,DEFRA,12/09/2014,Agents Fees,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037399,"70,855",Payment of Redundancy charges associated with the Northallerton office closure,BS32 4NH,,10195L,0,Expense,
DEFRA,DEFRA,12/09/2014,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037154,"579,831",Repair and Replacement Fund - August 2014,BS32 4NH,,10195L,0,Expense,
DEFRA,DEFRA,10/09/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00035995,"104,479",Estates maintenance projects over multiple sites - June 2014,BS32 4NH,,10195L,B0870000,Expense,
DEFRA,DEFRA,12/09/2014,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037152,"2,155,206",Core Facilities Management Fee - August 2014,BS32 4NH,,10321,0,Expense,
DEFRA,DEFRA,18/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,John Innes Centre,INV013201,"40,734",Integrated strategy to prevent mycotoxin risks (Inspyr) - September 2014,NR4 7UH,,Exempt,SFFS0006,Expense,
DEFRA,DEFRA,12/09/2014,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,40914,"850,000",Grant in Aid - September 2014,PE1 1JY,SME,GIA,0,Expense,
DEFRA,DEFRA,16/09/2014,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10318,"114,531",Pension payments made to members of the Nature Conservancy Council (NCC) pension scheme - August 2014,SN2 1FF,,re-charge,0,Expense,
DEFRA,DEFRA,12/09/2014,Evidence Non RandD,Policy Delivery DG,Keep Britain Tidy,109008,"41,667",Keep Britain Tidy Grant - September 2014,WN3 4EX,SME,Grant,0,Expense,
DEFRA,DEFRA,02/09/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Services Maintenance East,14010076,"79,567",Office Refurbishment for Natural England staff moving into Lateral House Leeds,S2 1TR,,STAFF RELOCATION,B816P001,Asset,
DEFRA,DEFRA,16/09/2014,Current Grants E,"Strategy, International and Biosecurity DG",L T S International Ltd,2435,"40,320",Administration of the Darwin Initiative Grant Scheme - August 2014,EH26 0PH,SME,20211,0,Expense,
DEFRA,DEFRA,22/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Local Partnerships LLP,41101510,"35,942",Producing cost curves for the Waste industry from Market intelligence,SW1P 3HZ,SME,21352,0,Expense,
